sample,universe,target,horizon,outcome,n,net_breadth_beta,conflict_beta,conflict_nw_t
TRAIN_2017_2022,KOSPI_ALL,FLOW,5,top,291,0.0035180430736429886,0.0021183539445274392,0.5587654435064533
TRAIN_2017_2022,KOSPI_ALL,FLOW,5,spread,291,0.0012161016017855964,-0.0019202359952567,-1.045619101943083
TRAIN_2017_2022,KOSPI_ALL,FLOW,20,top,291,0.003175448044123234,0.004296877046907287,0.46983078006817225
TRAIN_2017_2022,KOSPI_ALL,FLOW,20,spread,291,0.008855387156411355,-0.010084711269275636,-2.397056688307241
TRAIN_2017_2022,KOSPI_ALL,MOMENTUM,5,top,291,0.002773034244417443,0.008868829715131159,1.8222296044243882
TRAIN_2017_2022,KOSPI_ALL,MOMENTUM,5,spread,291,0.0035739631598430315,-0.001916337365473796,-0.4479198416210597
TRAIN_2017_2022,KOSPI_ALL,MOMENTUM,20,top,291,-0.0010625792886946683,0.014056379870769629,1.1818505419634044
TRAIN_2017_2022,KOSPI_ALL,MOMENTUM,20,spread,291,0.012858735132318534,0.0003975033899073807,0.05401999072948883
TRAIN_2017_2022,KOSPI_ALL,REVISION,5,top,291,0.005093802668048121,0.002479646530882751,0.5918056863981358
TRAIN_2017_2022,KOSPI_ALL,REVISION,5,spread,291,0.0028977923069088258,-0.0005338815260090614,-0.22616054981218892
TRAIN_2017_2022,KOSPI_ALL,REVISION,20,top,291,0.01045307704705431,0.00015606476928032662,0.013453020943413939
TRAIN_2017_2022,KOSPI_ALL,REVISION,20,spread,291,0.012997249502381025,-0.005060261138096771,-0.9319796155401857
TRAIN_2017_2022,KOSPI_ALL,VALUE,5,top,291,0.0029018157911778674,0.0017280701532918555,0.38876014733181036
TRAIN_2017_2022,KOSPI_ALL,VALUE,5,spread,291,0.002496089836254329,-0.003948860078387839,-0.8485940386792808
TRAIN_2017_2022,KOSPI_ALL,VALUE,20,top,291,0.004971659777525358,-0.0024368213569901033,-0.19261410578712093
TRAIN_2017_2022,KOSPI_ALL,VALUE,20,spread,291,0.02076872890963186,0.007028633323362309,0.6931576806136088
TRAIN_2017_2022,KOSPI_EX_K200,FLOW,5,top,291,0.004285878942786205,-0.003190268187607359,-0.6815519068502935
TRAIN_2017_2022,KOSPI_EX_K200,FLOW,5,spread,291,0.0034976212238601624,-0.002655506403632428,-0.9795029241343635
TRAIN_2017_2022,KOSPI_EX_K200,FLOW,20,top,291,0.006789974344985194,-0.0026918472685085394,-0.25172422552742957
TRAIN_2017_2022,KOSPI_EX_K200,FLOW,20,spread,291,0.00803701284370803,-0.009794195734802537,-2.0243072555122366
TRAIN_2017_2022,KOSPI_EX_K200,MOMENTUM,5,top,291,0.0043968995461562445,-0.007369518160516048,-1.0280973772249171
TRAIN_2017_2022,KOSPI_EX_K200,MOMENTUM,5,spread,291,0.002048477811951745,-0.010870112423130365,-1.8786655565821655
TRAIN_2017_2022,KOSPI_EX_K200,MOMENTUM,20,top,291,-0.000766871983374428,-0.017390853328557065,-1.2503965787574969
TRAIN_2017_2022,KOSPI_EX_K200,MOMENTUM,20,spread,291,0.002736361357021701,-0.01232393896782717,-1.2977319067774482
TRAIN_2017_2022,KOSPI_EX_K200,REVISION,5,top,291,0.016326073697963406,0.0026253472846361112,0.5982824296511587
TRAIN_2017_2022,KOSPI_EX_K200,REVISION,5,spread,291,0.00782666552722874,-0.0029147239386612673,-0.8943006564828052
TRAIN_2017_2022,KOSPI_EX_K200,REVISION,20,top,291,0.02440980904032696,0.018919324059059363,1.4750050532229275
TRAIN_2017_2022,KOSPI_EX_K200,REVISION,20,spread,291,0.011786858369539034,0.003760005991512689,0.399268384192175
TRAIN_2017_2022,KOSPI_EX_K200,VALUE,5,top,291,0.0033654465513810053,-0.004327202153915618,-0.8674256808988537
TRAIN_2017_2022,KOSPI_EX_K200,VALUE,5,spread,291,0.004259161707534446,0.0010932827123739217,0.21319738365040786
TRAIN_2017_2022,KOSPI_EX_K200,VALUE,20,top,291,0.005539746732453057,-0.010591542866076702,-1.0649243236970527
TRAIN_2017_2022,KOSPI_EX_K200,VALUE,20,spread,291,0.01853366520505858,0.003270385375688346,0.33329395574746473
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,FLOW,5,top,291,-0.0008445389518102072,0.0011095142492512356,0.26359894525568206
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,FLOW,5,spread,291,0.0008747245242889358,-0.003640861184954566,-2.197226112738607
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,FLOW,20,top,291,-0.012541365440968866,0.0022616371232850718,0.2156753408872614
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,FLOW,20,spread,291,0.0041376099648734455,-0.010962593162688604,-3.336947658588095
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,MOMENTUM,5,top,291,0.00205016080616865,0.0003064128903925951,0.05117751987695453
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,MOMENTUM,5,spread,291,-0.001969759910806085,-0.00479663652448462,-0.8238618664023898
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,MOMENTUM,20,top,291,0.004924581809500378,0.0011055239426842744,0.08372971305947594
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,MOMENTUM,20,spread,291,0.005411291844491692,-0.00697703830715685,-0.6947217968575391
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,REVISION,5,top,291,0.002491506244189772,0.006213086167418285,1.5280604663380264
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,REVISION,5,spread,291,0.002358764040685291,0.0019360065903539557,0.9674176295065241
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,REVISION,20,top,291,0.008277149938919561,0.005958325859401968,0.5220074209259934
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,REVISION,20,spread,291,0.011348520767643951,-0.00469549477963169,-0.8530880662696588
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,VALUE,5,top,291,0.0029587965988297177,-0.0020501479954717337,-0.34292955395960556
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,VALUE,5,spread,291,0.003606927961519719,0.0017874701445870786,0.41971070824931617
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,VALUE,20,top,291,0.002558995926087922,-0.0027914410216670613,-0.21606411430230696
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,VALUE,20,spread,291,0.023802466717073006,0.002104160908506857,0.22692646040468087
POST_2023_PLUS,K200,FLOW,5,top,174,0.002827350088881724,0.00040581656654430564,0.07719503789375683
POST_2023_PLUS,K200,FLOW,5,spread,174,0.002245142629116754,-0.004482304001258669,-1.1323731606487242
POST_2023_PLUS,K200,FLOW,20,top,171,0.011677049591933327,-0.018613389658487783,-1.6549562686534858
POST_2023_PLUS,K200,FLOW,20,spread,171,0.02124108574073916,-0.006000235071478798,-0.7351096959328686
POST_2023_PLUS,K200,MOMENTUM,5,top,174,0.002361679534860161,0.01089110840313399,1.6206184403518418
POST_2023_PLUS,K200,MOMENTUM,5,spread,174,0.01030136219673736,-0.007125431243067105,-0.988428118743986
POST_2023_PLUS,K200,MOMENTUM,20,top,171,0.005027305215798634,0.0024627617109032446,0.13264983192302102
POST_2023_PLUS,K200,MOMENTUM,20,spread,171,0.026671885021233667,0.0030825770392466094,0.23647039787516283
POST_2023_PLUS,K200,REVISION,5,top,174,0.002027352181938274,0.0031927277347635207,0.4529973595889099
POST_2023_PLUS,K200,REVISION,5,spread,174,0.0027578305171742576,-0.0051977122912061245,-1.1569275322278263
POST_2023_PLUS,K200,REVISION,20,top,171,0.004990714766659684,-0.02716996357775866,-1.6341541008446467
POST_2023_PLUS,K200,REVISION,20,spread,171,0.0070470867169518765,-0.016889051977827196,-1.7115178289131043
POST_2023_PLUS,K200,VALUE,5,top,174,0.0010498018507190123,0.006097661000602551,1.0290705552352084
POST_2023_PLUS,K200,VALUE,5,spread,174,0.0009419950188993258,0.009900538624406319,1.1953142309738622
POST_2023_PLUS,K200,VALUE,20,top,171,0.012480293636171069,-0.018126801521799893,-1.4057962910137143
POST_2023_PLUS,K200,VALUE,20,spread,171,0.009160080223521558,0.020018122784766113,1.0528101515825379
POST_2023_PLUS,KOSDAQ,FLOW,5,top,174,-0.001212972283447932,-0.008431296699982995,-1.2473534959739274
POST_2023_PLUS,KOSDAQ,FLOW,5,spread,174,8.733447769263068e-05,-0.00026786498615415425,-0.07160303121843775
POST_2023_PLUS,KOSDAQ,FLOW,20,top,171,-0.011052390194658855,0.013859080173407267,0.8809561760528022
POST_2023_PLUS,KOSDAQ,FLOW,20,spread,171,5.057936385697605e-05,0.006419459821535248,0.7420712909473833
POST_2023_PLUS,KOSDAQ,MOMENTUM,5,top,174,0.004162483545484253,-0.011261145567498408,-1.320470352725533
POST_2023_PLUS,KOSDAQ,MOMENTUM,5,spread,174,0.009964227893478794,-0.007227075774279729,-1.001247149555671
POST_2023_PLUS,KOSDAQ,MOMENTUM,20,top,171,0.01607184524218594,0.0013254876595175978,0.06658649485697359
POST_2023_PLUS,KOSDAQ,MOMENTUM,20,spread,171,0.02783788456395593,0.004423624112016665,0.2979188523908553
POST_2023_PLUS,KOSDAQ,REVISION,5,top,174,0.010958892771244315,-0.0022004632174138557,-0.3389917642812355
POST_2023_PLUS,KOSDAQ,REVISION,5,spread,174,0.01136575022811236,-0.0015241359586920815,-0.3291761818678424
POST_2023_PLUS,KOSDAQ,REVISION,20,top,171,0.003041072578951677,-0.014945387848377057,-1.070997800753719
POST_2023_PLUS,KOSDAQ,REVISION,20,spread,171,0.014944292009088214,-0.011593501264716075,-1.1900385376541363
POST_2023_PLUS,KOSDAQ,VALUE,5,top,174,-0.001089063805842557,0.004771576357860238,0.904572774734979
POST_2023_PLUS,KOSDAQ,VALUE,5,spread,174,-0.008303968636290479,-0.011250347319120444,-1.4073544901424695
POST_2023_PLUS,KOSDAQ,VALUE,20,top,171,-0.003985576617454054,0.0031144987672871833,0.23709537830565897
POST_2023_PLUS,KOSDAQ,VALUE,20,spread,171,-0.010583551316852033,-0.003232263377092995,-0.1766603826741293
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,FLOW,5,top,174,0.002274902236798577,0.00039167585164306214,0.06554469267169676
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,FLOW,5,spread,174,0.0027084963501640166,-0.0009279059200070967,-0.3292134758747483
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,FLOW,20,top,171,0.0063034208610066485,0.020105696212901605,1.1267815782813133
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,FLOW,20,spread,171,-0.0015073241913052043,0.0007438325478179335,0.09036139955634352
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,5,top,174,0.009672317278813796,-0.00029737002490887746,-0.0415942921490406
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,5,spread,174,0.01281315465917016,-1.6187281553276976e-05,-0.002824457334472265
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,20,top,171,0.02041504201455835,0.003745261032644727,0.20595325864558442
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,20,spread,171,0.023857196751986984,-0.00032018546922537943,-0.020593840824418518
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,5,top,174,0.006351495214810389,0.0022161182475611716,0.31249010060942717
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,5,spread,174,0.0053965552930833015,0.003041026443800329,0.6977412597678654
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,20,top,171,0.009402950267789336,-0.007774612433845968,-0.4094123899950801
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,20,spread,171,0.016771968547986984,-0.005806487736965846,-0.85148092354772
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,5,top,174,0.0036412555910848377,0.007797645918872709,1.4596450978702455
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,5,spread,174,-0.004500837623736391,-0.0032205422116485596,-0.33840382138697395
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,20,top,171,0.010576477540196149,0.019240128305962362,1.4952996602917161
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,20,spread,171,-0.016082855767442852,-0.015191827066523705,-0.730576977181251
POST_2023_PLUS,KOSPI_ALL,FLOW,5,top,174,0.004770782662923356,0.001924646484423157,0.450791142567538
POST_2023_PLUS,KOSPI_ALL,FLOW,5,spread,174,0.0019139923674744617,-0.0032301778878714334,-1.3181521396201088
POST_2023_PLUS,KOSPI_ALL,FLOW,20,top,171,0.0077100434083859914,-0.014735193702463224,-1.4363717464909775
POST_2023_PLUS,KOSPI_ALL,FLOW,20,spread,171,0.0008542330117800496,-0.007633517589749633,-1.435265585766126
POST_2023_PLUS,KOSPI_ALL,MOMENTUM,5,top,174,0.0018979276866982959,0.009717141957063467,1.826727727574611
POST_2023_PLUS,KOSPI_ALL,MOMENTUM,5,spread,174,0.007199124237571076,0.0020790906939402933,0.35741261327496904
POST_2023_PLUS,KOSPI_ALL,MOMENTUM,20,top,171,0.01418228384745952,0.0010415128934124526,0.07711288569420185
POST_2023_PLUS,KOSPI_ALL,MOMENTUM,20,spread,171,0.018833356550246358,-0.00672388231957242,-0.6300817266250873
POST_2023_PLUS,KOSPI_ALL,REVISION,5,top,174,0.004538948508294851,0.0025956633399404337,0.4495052948423636
POST_2023_PLUS,KOSPI_ALL,REVISION,5,spread,174,0.0013864982042682875,-0.0029230123866923895,-0.6568236575084662
POST_2023_PLUS,KOSPI_ALL,REVISION,20,top,171,0.010821365576125959,-0.0076726280322974546,-0.5869793677806102
POST_2023_PLUS,KOSPI_ALL,REVISION,20,spread,171,0.013863657682120393,0.00047091299115775394,0.06514949299594332
POST_2023_PLUS,KOSPI_ALL,VALUE,5,top,174,0.001082695059998118,-0.0115950989923987,-1.966608892858684
POST_2023_PLUS,KOSPI_ALL,VALUE,5,spread,174,-0.00323504228867444,-0.00620545254447229,-0.6615017790044962
POST_2023_PLUS,KOSPI_ALL,VALUE,20,top,171,0.007780161604784098,-0.01864948006154884,-1.5559434340456786
POST_2023_PLUS,KOSPI_ALL,VALUE,20,spread,171,-0.013113155014215193,-0.019004926688967735,-1.04638426434034
POST_2023_PLUS,KOSPI_EX_K200,FLOW,5,top,174,-0.0019797721952962066,-0.006589536992317345,-1.2759188120009637
POST_2023_PLUS,KOSPI_EX_K200,FLOW,5,spread,174,0.0015384193910109804,0.0009847747056379557,0.2903735123090597
POST_2023_PLUS,KOSPI_EX_K200,FLOW,20,top,171,-0.009203979882398704,-0.022116659644185636,-2.0455887025302597
POST_2023_PLUS,KOSPI_EX_K200,FLOW,20,spread,171,-0.010378815368370375,-0.0101521915181001,-1.4584484157653306
POST_2023_PLUS,KOSPI_EX_K200,MOMENTUM,5,top,174,0.0017452838763256117,0.0026482830812157403,0.40071287366437075
POST_2023_PLUS,KOSPI_EX_K200,MOMENTUM,5,spread,174,0.003002675378810298,0.005378212108236572,0.9236922914371458
POST_2023_PLUS,KOSPI_EX_K200,MOMENTUM,20,top,171,0.006176817271882015,-0.01617263483835511,-1.052951215564569
POST_2023_PLUS,KOSPI_EX_K200,MOMENTUM,20,spread,171,0.009457553144591437,0.00032225056646726616,0.02129109337317012
POST_2023_PLUS,KOSPI_EX_K200,REVISION,5,top,174,0.003301117919164675,-0.003987540966575022,-0.5923958577521534
POST_2023_PLUS,KOSPI_EX_K200,REVISION,5,spread,174,0.002544453559314993,0.0013630170213614157,0.2576984203065722
POST_2023_PLUS,KOSPI_EX_K200,REVISION,20,top,171,0.009583479630385725,-0.020574380483934684,-1.7018122147381485
POST_2023_PLUS,KOSPI_EX_K200,REVISION,20,spread,171,0.019161598803369723,-0.015747522692135047,-1.3260543508622697
POST_2023_PLUS,KOSPI_EX_K200,VALUE,5,top,174,-0.0016349796871538316,-0.0032129432210353287,-0.591359087746723
POST_2023_PLUS,KOSPI_EX_K200,VALUE,5,spread,174,-0.005826416623341866,-0.019119815650912354,-2.620878940318481
POST_2023_PLUS,KOSPI_EX_K200,VALUE,20,top,171,-0.0074210907861675425,-0.01675400697817301,-1.5709181923362945
POST_2023_PLUS,KOSPI_EX_K200,VALUE,20,spread,171,-0.04053275927130059,-0.04753728259198468,-2.801395596286038
POST_2023_PLUS,KOSPI_KOSDAQ_ALL,FLOW,5,top,174,0.007731888057362656,0.002320472616635849,0.475336524503074
POST_2023_PLUS,KOSPI_KOSDAQ_ALL,FLOW,5,spread,174,0.0033109355803132784,-0.005607777815474483,-2.2667054117510133
POST_2023_PLUS,KOSPI_KOSDAQ_ALL,FLOW,20,top,171,0.012571511403727306,0.012815085560669156,0.9536218404633819
POST_2023_PLUS,KOSPI_KOSDAQ_ALL,FLOW,20,spread,171,0.006402007009118226,-0.0012101533768834475,-0.2332886342222445
POST_2023_PLUS,KOSPI_KOSDAQ_ALL,MOMENTUM,5,top,174,0.017238322686628196,0.01397842219135029,2.0129189892876687
POST_2023_PLUS,KOSPI_KOSDAQ_ALL,MOMENTUM,5,spread,174,0.01736319295072607,0.007805258854877042,1.4079838277233507
POST_2023_PLUS,KOSPI_KOSDAQ_ALL,MOMENTUM,20,top,171,0.02511208702632609,0.026912698241979435,1.4214097318457706
POST_2023_PLUS,KOSPI_KOSDAQ_ALL,MOMENTUM,20,spread,171,0.03155077778054033,0.008708907433445214,0.7057785833315396
POST_2023_PLUS,KOSPI_KOSDAQ_ALL,REVISION,5,top,174,0.01573536771689409,0.004466645566811451,0.8600239550013126
POST_2023_PLUS,KOSPI_KOSDAQ_ALL,REVISION,5,spread,174,0.006043974375298978,-0.0007576270827392871,-0.26229999652058
POST_2023_PLUS,KOSPI_KOSDAQ_ALL,REVISION,20,top,171,0.018870457313922843,0.00036960002352839693,0.025781089418329274
POST_2023_PLUS,KOSPI_KOSDAQ_ALL,REVISION,20,spread,171,0.01684061368833911,0.00025676562548071415,0.0474230834242844
POST_2023_PLUS,KOSPI_KOSDAQ_ALL,VALUE,5,top,174,0.0052919593917789805,0.0003019626684407636,0.061052475733243364
POST_2023_PLUS,KOSPI_KOSDAQ_ALL,VALUE,5,spread,174,-0.0030988851199855103,-0.007568463131355706,-0.9113941067862785
POST_2023_PLUS,KOSPI_KOSDAQ_ALL,VALUE,20,top,171,0.01828286638236274,0.004215826565723521,0.4526927697310414
POST_2023_PLUS,KOSPI_KOSDAQ_ALL,VALUE,20,spread,171,-0.0035047527156549137,-0.014331935326542228,-0.7349433497709632
POST_2023_2024,K200,FLOW,5,top,97,-0.0025393192887860974,0.0016840991567380996,0.3345998922031943
POST_2023_2024,K200,FLOW,5,spread,97,0.0036140667523596836,-0.004212164322295939,-0.8207493883167968
POST_2023_2024,K200,FLOW,20,top,97,-0.01281391127396616,-0.006673684513936333,-0.644908496885832
POST_2023_2024,K200,FLOW,20,spread,97,0.025819086352031017,0.00459121890704079,0.502516144474784
POST_2023_2024,K200,MOMENTUM,5,top,97,-0.008915905252945187,0.008050310583165847,1.4420379291843088
POST_2023_2024,K200,MOMENTUM,5,spread,97,-0.00037539365648249804,-0.012034921015077544,-1.7191521629757744
POST_2023_2024,K200,MOMENTUM,20,top,97,-0.024699111986103948,2.7777642623413506e-05,0.0016562862624096555
POST_2023_2024,K200,MOMENTUM,20,spread,97,0.02713501007431794,6.975825682162428e-05,0.005735254823191489
POST_2023_2024,K200,REVISION,5,top,97,-0.004190663416063435,0.007690639339374038,1.4972992584466716
POST_2023_2024,K200,REVISION,5,spread,97,0.010959610576406984,-0.005698316276492119,-1.1627878204073685
POST_2023_2024,K200,REVISION,20,top,97,-0.017764745630475448,-0.015312980649787141,-1.1046223049582078
POST_2023_2024,K200,REVISION,20,spread,97,0.021502160006111156,-0.0127137101833264,-1.274395196512088
POST_2023_2024,K200,VALUE,5,top,97,-0.008315164013073213,0.011678154894032991,1.779071854169282
POST_2023_2024,K200,VALUE,5,spread,97,-0.003637581932173857,1.2717689434370295e-05,0.0015877290365013167
POST_2023_2024,K200,VALUE,20,top,97,-0.02129020080640661,-0.004413177082071406,-0.3437744691858009
POST_2023_2024,K200,VALUE,20,spread,97,0.006012765706216231,0.02516915360858283,1.060938950713657
POST_2023_2024,KOSDAQ,FLOW,5,top,97,-0.015097499500103277,0.004763553994358194,0.5472762250937753
POST_2023_2024,KOSDAQ,FLOW,5,spread,97,-0.0018150440471384362,0.0030594054920825725,0.708154564035176
POST_2023_2024,KOSDAQ,FLOW,20,top,97,-0.03701727860570565,0.0192683114234914,0.8845374720887726
POST_2023_2024,KOSDAQ,FLOW,20,spread,97,0.0058365059678254965,0.017230746553105258,1.176571230328344
POST_2023_2024,KOSDAQ,MOMENTUM,5,top,97,0.006119751789273928,0.008046222230828258,0.5832825538231486
POST_2023_2024,KOSDAQ,MOMENTUM,5,spread,97,0.003024534323409966,0.00019232979637791664,0.016711012123202282
POST_2023_2024,KOSDAQ,MOMENTUM,20,top,97,0.0038755510439165775,0.016634543857326153,0.6632660948169596
POST_2023_2024,KOSDAQ,MOMENTUM,20,spread,97,0.0073521679209696544,0.023328175409275526,1.1303858379990257
POST_2023_2024,KOSDAQ,REVISION,5,top,97,-0.00695013639058059,0.010890706532131993,1.6167785559167673
