sample,universe,target,horizon,outcome,metric,n,spearman
TRAIN_2017_2022,KOSPI_EX_K200,REVISION,20,spread,FH_C_CONTINUOUS,291,0.08099966398667635
TRAIN_2017_2022,KOSPI_EX_K200,VALUE,5,top,FH_A_HEALTHY_BREADTH,291,0.07753473982399228
TRAIN_2017_2022,KOSPI_EX_K200,VALUE,5,top,FH_B_NET_BREADTH,291,0.0712698217282152
TRAIN_2017_2022,KOSPI_EX_K200,VALUE,5,top,FH_C_CONTINUOUS,291,0.05642735051059416
TRAIN_2017_2022,KOSPI_EX_K200,VALUE,5,spread,FH_A_HEALTHY_BREADTH,291,0.08586030752186743
TRAIN_2017_2022,KOSPI_EX_K200,VALUE,5,spread,FH_B_NET_BREADTH,291,0.08390979510888812
TRAIN_2017_2022,KOSPI_EX_K200,VALUE,5,spread,FH_C_CONTINUOUS,291,0.04583416525037863
TRAIN_2017_2022,KOSPI_EX_K200,VALUE,20,top,FH_A_HEALTHY_BREADTH,291,0.06806461256711546
TRAIN_2017_2022,KOSPI_EX_K200,VALUE,20,top,FH_B_NET_BREADTH,291,0.04758354034650369
TRAIN_2017_2022,KOSPI_EX_K200,VALUE,20,top,FH_C_CONTINUOUS,291,0.025494645700733877
TRAIN_2017_2022,KOSPI_EX_K200,VALUE,20,spread,FH_A_HEALTHY_BREADTH,291,0.14334399060333972
TRAIN_2017_2022,KOSPI_EX_K200,VALUE,20,spread,FH_B_NET_BREADTH,291,0.1696850106660541
TRAIN_2017_2022,KOSPI_EX_K200,VALUE,20,spread,FH_C_CONTINUOUS,291,0.16536384399242265
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,FLOW,5,top,FH_A_HEALTHY_BREADTH,291,-0.009165920349837972
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,FLOW,5,top,FH_B_NET_BREADTH,291,-0.009553106446921105
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,FLOW,5,top,FH_C_CONTINUOUS,291,-0.00435794671510453
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,FLOW,5,spread,FH_A_HEALTHY_BREADTH,291,0.03446221928198428
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,FLOW,5,spread,FH_B_NET_BREADTH,291,0.0704416993624129
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,FLOW,5,spread,FH_C_CONTINUOUS,291,0.07910094522008873
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,FLOW,20,top,FH_A_HEALTHY_BREADTH,291,-0.10233037685869496
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,FLOW,20,top,FH_B_NET_BREADTH,291,-0.10662550055421267
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,FLOW,20,top,FH_C_CONTINUOUS,291,-0.13671067304929657
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,FLOW,20,spread,FH_A_HEALTHY_BREADTH,291,0.01142261628377036
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,FLOW,20,spread,FH_B_NET_BREADTH,291,0.10156203534625059
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,FLOW,20,spread,FH_C_CONTINUOUS,291,0.1292511772640724
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,MOMENTUM,5,top,FH_A_HEALTHY_BREADTH,291,-0.015407156468948703
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,MOMENTUM,5,top,FH_B_NET_BREADTH,291,0.021852357106503777
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,MOMENTUM,5,top,FH_C_CONTINUOUS,291,0.017673326872787307
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,MOMENTUM,5,spread,FH_A_HEALTHY_BREADTH,291,-0.01772598840736766
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,MOMENTUM,5,spread,FH_B_NET_BREADTH,291,-0.01642933629892506
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,MOMENTUM,5,spread,FH_C_CONTINUOUS,291,0.029585729660236967
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,MOMENTUM,20,top,FH_A_HEALTHY_BREADTH,291,-0.031320988404127566
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,MOMENTUM,20,top,FH_B_NET_BREADTH,291,-0.0015023779908372311
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,MOMENTUM,20,top,FH_C_CONTINUOUS,291,-0.04351372541380771
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,MOMENTUM,20,spread,FH_A_HEALTHY_BREADTH,291,0.049368135166912984
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,MOMENTUM,20,spread,FH_B_NET_BREADTH,291,0.050477170274681696
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,MOMENTUM,20,spread,FH_C_CONTINUOUS,291,0.1219733234639565
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,REVISION,5,top,FH_A_HEALTHY_BREADTH,291,0.03264869897374321
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,REVISION,5,top,FH_B_NET_BREADTH,291,0.025450163583759785
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,REVISION,5,top,FH_C_CONTINUOUS,291,0.02342548539315994
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,REVISION,5,spread,FH_A_HEALTHY_BREADTH,291,0.050238759973697235
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,REVISION,5,spread,FH_B_NET_BREADTH,291,0.05116425968692634
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,REVISION,5,spread,FH_C_CONTINUOUS,291,0.09962454163399871
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,REVISION,20,top,FH_A_HEALTHY_BREADTH,291,0.0021607455159459647
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,REVISION,20,top,FH_B_NET_BREADTH,291,-0.010753343138951404
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,REVISION,20,top,FH_C_CONTINUOUS,291,-0.05528880101680554
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,REVISION,20,spread,FH_A_HEALTHY_BREADTH,291,0.05375530468207867
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,REVISION,20,spread,FH_B_NET_BREADTH,291,0.14840483136007632
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,REVISION,20,spread,FH_C_CONTINUOUS,291,0.16417854481882066
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,VALUE,5,top,FH_A_HEALTHY_BREADTH,291,0.049942538323834475
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,VALUE,5,top,FH_B_NET_BREADTH,291,0.02370583095986803
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,VALUE,5,top,FH_C_CONTINUOUS,291,0.021683085868448353
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,VALUE,5,spread,FH_A_HEALTHY_BREADTH,291,0.08366193601225003
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,VALUE,5,spread,FH_B_NET_BREADTH,291,0.06870194902231637
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,VALUE,5,spread,FH_C_CONTINUOUS,291,0.07179776867674058
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,VALUE,20,top,FH_A_HEALTHY_BREADTH,291,-0.007247467809524964
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,VALUE,20,top,FH_B_NET_BREADTH,291,-0.0410865629623785
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,VALUE,20,top,FH_C_CONTINUOUS,291,-0.030019625126004996
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,VALUE,20,spread,FH_A_HEALTHY_BREADTH,291,0.14497198937125622
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,VALUE,20,spread,FH_B_NET_BREADTH,291,0.14618867412190467
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,VALUE,20,spread,FH_C_CONTINUOUS,291,0.10834822667751
POST_2023_PLUS,K200,FLOW,5,top,FH_A_HEALTHY_BREADTH,174,0.07284301563810368
POST_2023_PLUS,K200,FLOW,5,top,FH_B_NET_BREADTH,174,0.0632624608961387
POST_2023_PLUS,K200,FLOW,5,top,FH_C_CONTINUOUS,174,0.07208747401691391
POST_2023_PLUS,K200,FLOW,5,spread,FH_A_HEALTHY_BREADTH,174,0.021741741735677642
POST_2023_PLUS,K200,FLOW,5,spread,FH_B_NET_BREADTH,174,0.03928128417156895
POST_2023_PLUS,K200,FLOW,5,spread,FH_C_CONTINUOUS,174,0.06524901050713289
POST_2023_PLUS,K200,FLOW,20,top,FH_A_HEALTHY_BREADTH,171,0.012078193269755587
POST_2023_PLUS,K200,FLOW,20,top,FH_B_NET_BREADTH,171,0.014937348011347018
POST_2023_PLUS,K200,FLOW,20,top,FH_C_CONTINUOUS,171,-0.07083543331653347
POST_2023_PLUS,K200,FLOW,20,spread,FH_A_HEALTHY_BREADTH,171,0.17007874228392855
POST_2023_PLUS,K200,FLOW,20,spread,FH_B_NET_BREADTH,171,0.20884103540392718
POST_2023_PLUS,K200,FLOW,20,spread,FH_C_CONTINUOUS,171,0.15598915208678332
POST_2023_PLUS,K200,MOMENTUM,5,top,FH_A_HEALTHY_BREADTH,174,0.05386392108252488
POST_2023_PLUS,K200,MOMENTUM,5,top,FH_B_NET_BREADTH,174,0.0032152077432887724
POST_2023_PLUS,K200,MOMENTUM,5,top,FH_C_CONTINUOUS,174,0.03697713488425069
POST_2023_PLUS,K200,MOMENTUM,5,spread,FH_A_HEALTHY_BREADTH,174,0.07112488958907073
POST_2023_PLUS,K200,MOMENTUM,5,spread,FH_B_NET_BREADTH,174,0.11288860464761152
POST_2023_PLUS,K200,MOMENTUM,5,spread,FH_C_CONTINUOUS,174,0.1372647284945471
POST_2023_PLUS,K200,MOMENTUM,20,top,FH_A_HEALTHY_BREADTH,171,0.01581089603487074
POST_2023_PLUS,K200,MOMENTUM,20,top,FH_B_NET_BREADTH,171,-0.045318586162652406
POST_2023_PLUS,K200,MOMENTUM,20,top,FH_C_CONTINUOUS,171,-0.11414548683610531
POST_2023_PLUS,K200,MOMENTUM,20,spread,FH_A_HEALTHY_BREADTH,171,0.14904369112129418
POST_2023_PLUS,K200,MOMENTUM,20,spread,FH_B_NET_BREADTH,171,0.11289860879655483
POST_2023_PLUS,K200,MOMENTUM,20,spread,FH_C_CONTINUOUS,171,0.03644610843113255
POST_2023_PLUS,K200,REVISION,5,top,FH_A_HEALTHY_BREADTH,174,0.09663912600637611
POST_2023_PLUS,K200,REVISION,5,top,FH_B_NET_BREADTH,174,0.049429010225341574
POST_2023_PLUS,K200,REVISION,5,top,FH_C_CONTINUOUS,174,0.05455850109627266
POST_2023_PLUS,K200,REVISION,5,spread,FH_A_HEALTHY_BREADTH,174,0.060379739592344835
POST_2023_PLUS,K200,REVISION,5,spread,FH_B_NET_BREADTH,174,0.06490926686537861
POST_2023_PLUS,K200,REVISION,5,spread,FH_C_CONTINUOUS,174,0.0687775847831658
POST_2023_PLUS,K200,REVISION,20,top,FH_A_HEALTHY_BREADTH,171,-0.016237165060077483
POST_2023_PLUS,K200,REVISION,20,top,FH_B_NET_BREADTH,171,-0.02746654111334189
POST_2023_PLUS,K200,REVISION,20,top,FH_C_CONTINUOUS,171,-0.10384476924184607
POST_2023_PLUS,K200,REVISION,20,spread,FH_A_HEALTHY_BREADTH,171,0.06264559833941512
POST_2023_PLUS,K200,REVISION,20,spread,FH_B_NET_BREADTH,171,0.042159929649366205
POST_2023_PLUS,K200,REVISION,20,spread,FH_C_CONTINUOUS,171,-0.03418052655578756
POST_2023_PLUS,K200,VALUE,5,top,FH_A_HEALTHY_BREADTH,174,0.1168085344428752
POST_2023_PLUS,K200,VALUE,5,top,FH_B_NET_BREADTH,174,0.04650105306732524
POST_2023_PLUS,K200,VALUE,5,top,FH_C_CONTINUOUS,174,0.0993137617813719
POST_2023_PLUS,K200,VALUE,5,spread,FH_A_HEALTHY_BREADTH,174,0.07707330941021928
POST_2023_PLUS,K200,VALUE,5,spread,FH_B_NET_BREADTH,174,0.061493195859523
POST_2023_PLUS,K200,VALUE,5,spread,FH_C_CONTINUOUS,174,0.1155739058629232
POST_2023_PLUS,K200,VALUE,20,top,FH_A_HEALTHY_BREADTH,171,0.06247419013357643
POST_2023_PLUS,K200,VALUE,20,top,FH_B_NET_BREADTH,171,0.051767583601526036
POST_2023_PLUS,K200,VALUE,20,top,FH_C_CONTINUOUS,171,0.032824537403700775
POST_2023_PLUS,K200,VALUE,20,spread,FH_A_HEALTHY_BREADTH,171,0.1325962923281123
POST_2023_PLUS,K200,VALUE,20,spread,FH_B_NET_BREADTH,171,0.10402078263486621
POST_2023_PLUS,K200,VALUE,20,spread,FH_C_CONTINUOUS,171,0.13283173734610124
POST_2023_PLUS,KOSDAQ,FLOW,5,top,FH_A_HEALTHY_BREADTH,174,-0.058503024097838134
POST_2023_PLUS,KOSDAQ,FLOW,5,top,FH_B_NET_BREADTH,174,0.0062163590077694755
POST_2023_PLUS,KOSDAQ,FLOW,5,top,FH_C_CONTINUOUS,174,-0.004017198667388023
POST_2023_PLUS,KOSDAQ,FLOW,5,spread,FH_A_HEALTHY_BREADTH,174,-0.04284033677924645
POST_2023_PLUS,KOSDAQ,FLOW,5,spread,FH_B_NET_BREADTH,174,-0.013327336234518287
POST_2023_PLUS,KOSDAQ,FLOW,5,spread,FH_C_CONTINUOUS,174,-0.006270110196759589
POST_2023_PLUS,KOSDAQ,FLOW,20,top,FH_A_HEALTHY_BREADTH,171,-0.021463078183880723
POST_2023_PLUS,KOSDAQ,FLOW,20,top,FH_B_NET_BREADTH,171,-0.05116551359780956
POST_2023_PLUS,KOSDAQ,FLOW,20,top,FH_C_CONTINUOUS,171,-0.10851753185974514
POST_2023_PLUS,KOSDAQ,FLOW,20,spread,FH_A_HEALTHY_BREADTH,171,0.012901184705940014
POST_2023_PLUS,KOSDAQ,FLOW,20,spread,FH_B_NET_BREADTH,171,-0.008009563409630143
POST_2023_PLUS,KOSDAQ,FLOW,20,spread,FH_C_CONTINUOUS,171,-0.0695874433004536
POST_2023_PLUS,KOSDAQ,MOMENTUM,5,top,FH_A_HEALTHY_BREADTH,174,0.0554404405252857
POST_2023_PLUS,KOSDAQ,MOMENTUM,5,top,FH_B_NET_BREADTH,174,0.0885647278133449
POST_2023_PLUS,KOSDAQ,MOMENTUM,5,top,FH_C_CONTINUOUS,174,0.048307753637632046
POST_2023_PLUS,KOSDAQ,MOMENTUM,5,spread,FH_A_HEALTHY_BREADTH,174,0.11869997699690463
POST_2023_PLUS,KOSDAQ,MOMENTUM,5,spread,FH_B_NET_BREADTH,174,0.10628270621175535
POST_2023_PLUS,KOSDAQ,MOMENTUM,5,spread,FH_C_CONTINUOUS,174,0.13893675788034965
POST_2023_PLUS,KOSDAQ,MOMENTUM,20,top,FH_A_HEALTHY_BREADTH,171,0.09628166567997198
POST_2023_PLUS,KOSDAQ,MOMENTUM,20,top,FH_B_NET_BREADTH,171,0.07150317957380355
POST_2023_PLUS,KOSDAQ,MOMENTUM,20,top,FH_C_CONTINUOUS,171,-0.024047807617539062
POST_2023_PLUS,KOSDAQ,MOMENTUM,20,spread,FH_A_HEALTHY_BREADTH,171,0.201485909815837
POST_2023_PLUS,KOSDAQ,MOMENTUM,20,spread,FH_B_NET_BREADTH,171,0.13369392334266625
POST_2023_PLUS,KOSDAQ,MOMENTUM,20,spread,FH_C_CONTINUOUS,171,0.08914248686010513
POST_2023_PLUS,KOSDAQ,REVISION,5,top,FH_A_HEALTHY_BREADTH,174,0.042938450680257916
POST_2023_PLUS,KOSDAQ,REVISION,5,top,FH_B_NET_BREADTH,174,0.09588396065054419
POST_2023_PLUS,KOSDAQ,REVISION,5,top,FH_C_CONTINUOUS,174,0.05921694809077707
POST_2023_PLUS,KOSDAQ,REVISION,5,spread,FH_A_HEALTHY_BREADTH,174,0.10542358384452838
POST_2023_PLUS,KOSDAQ,REVISION,5,spread,FH_B_NET_BREADTH,174,0.1060062813224694
POST_2023_PLUS,KOSDAQ,REVISION,5,spread,FH_C_CONTINUOUS,174,0.042674335829607904
POST_2023_PLUS,KOSDAQ,REVISION,20,top,FH_A_HEALTHY_BREADTH,171,0.0049026675619846345
POST_2023_PLUS,KOSDAQ,REVISION,20,top,FH_B_NET_BREADTH,171,-0.01114748590505217
POST_2023_PLUS,KOSDAQ,REVISION,20,top,FH_C_CONTINUOUS,171,0.021211030311757507
POST_2023_PLUS,KOSDAQ,REVISION,20,spread,FH_A_HEALTHY_BREADTH,171,0.14604581928304564
POST_2023_PLUS,KOSDAQ,REVISION,20,spread,FH_B_NET_BREADTH,171,0.09900967099811545
POST_2023_PLUS,KOSDAQ,REVISION,20,spread,FH_C_CONTINUOUS,171,0.13794369645042842
POST_2023_PLUS,KOSDAQ,VALUE,5,top,FH_A_HEALTHY_BREADTH,174,-0.026970222958963543
POST_2023_PLUS,KOSDAQ,VALUE,5,top,FH_B_NET_BREADTH,174,-0.019556443871933872
POST_2023_PLUS,KOSDAQ,VALUE,5,top,FH_C_CONTINUOUS,174,-0.040585438081949934
POST_2023_PLUS,KOSDAQ,VALUE,5,spread,FH_A_HEALTHY_BREADTH,174,-0.08455643178412504
POST_2023_PLUS,KOSDAQ,VALUE,5,spread,FH_B_NET_BREADTH,174,-0.09278982548730647
POST_2023_PLUS,KOSDAQ,VALUE,5,spread,FH_C_CONTINUOUS,174,-0.10425467695549416
POST_2023_PLUS,KOSDAQ,VALUE,20,top,FH_A_HEALTHY_BREADTH,171,-0.0519307329849605
POST_2023_PLUS,KOSDAQ,VALUE,20,top,FH_B_NET_BREADTH,171,-0.05314054899015056
POST_2023_PLUS,KOSDAQ,VALUE,20,top,FH_C_CONTINUOUS,171,-0.10491516067871458
POST_2023_PLUS,KOSDAQ,VALUE,20,spread,FH_A_HEALTHY_BREADTH,171,0.0028725970191744122
POST_2023_PLUS,KOSDAQ,VALUE,20,spread,FH_B_NET_BREADTH,171,-0.0003741517220263241
POST_2023_PLUS,KOSDAQ,VALUE,20,spread,FH_C_CONTINUOUS,171,-0.02085823313413493
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,FLOW,5,top,FH_A_HEALTHY_BREADTH,174,-0.0022534835436911755
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,FLOW,5,top,FH_B_NET_BREADTH,174,0.04980275163732908
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,FLOW,5,top,FH_C_CONTINUOUS,174,0.05174748711523676
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,FLOW,5,spread,FH_A_HEALTHY_BREADTH,174,0.044580100055436694
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,FLOW,5,spread,FH_B_NET_BREADTH,174,0.05070951620099545
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,FLOW,5,spread,FH_C_CONTINUOUS,174,0.03451009425097525
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,FLOW,20,top,FH_A_HEALTHY_BREADTH,171,0.017169857810179538
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,FLOW,20,top,FH_B_NET_BREADTH,171,0.014443058125044834
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,FLOW,20,top,FH_C_CONTINUOUS,171,-0.03506851945184439
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,FLOW,20,spread,FH_A_HEALTHY_BREADTH,171,0.035112959924003456
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,FLOW,20,spread,FH_B_NET_BREADTH,171,0.025241293744343918
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,FLOW,20,spread,FH_C_CONTINUOUS,171,-0.0055991552067583454
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,5,top,FH_A_HEALTHY_BREADTH,174,0.07826977959558962
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,5,top,FH_B_NET_BREADTH,174,0.11002730275156482
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,5,top,FH_C_CONTINUOUS,174,0.08183034824453998
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,5,spread,FH_A_HEALTHY_BREADTH,174,0.15059147800048076
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,5,spread,FH_B_NET_BREADTH,174,0.13632471113811148
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,5,spread,FH_C_CONTINUOUS,174,0.13758364418121244
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,20,top,FH_A_HEALTHY_BREADTH,171,0.07248917067487302
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,20,top,FH_B_NET_BREADTH,171,0.0633101077081065
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,20,top,FH_C_CONTINUOUS,171,0.06426428588571292
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,20,spread,FH_A_HEALTHY_BREADTH,171,0.17404732096158107
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,20,spread,FH_B_NET_BREADTH,171,0.14529004147037286
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,20,spread,FH_C_CONTINUOUS,171,0.13370533035735713
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,5,top,FH_A_HEALTHY_BREADTH,174,0.05249994013625109
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,5,top,FH_B_NET_BREADTH,174,0.06243136407790573
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,5,top,FH_C_CONTINUOUS,174,0.10460092827244512
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,5,spread,FH_A_HEALTHY_BREADTH,174,0.1325656792610724
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,5,spread,FH_B_NET_BREADTH,174,0.11523135869519452
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,5,spread,FH_C_CONTINUOUS,174,0.11866966599276746
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,20,top,FH_A_HEALTHY_BREADTH,171,0.06881555947377689
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,20,top,FH_B_NET_BREADTH,171,0.04102767558591942
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,20,top,FH_C_CONTINUOUS,171,0.07119543043655652
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,20,spread,FH_A_HEALTHY_BREADTH,171,0.2564322016158974
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,20,spread,FH_B_NET_BREADTH,171,0.18450822103456382
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,20,spread,FH_C_CONTINUOUS,171,0.1870761033911729
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,5,top,FH_A_HEALTHY_BREADTH,174,0.03880835153075601
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,5,top,FH_B_NET_BREADTH,174,0.050268473904365826
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,5,top,FH_C_CONTINUOUS,174,0.041234659301232955
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,5,spread,FH_A_HEALTHY_BREADTH,174,-0.028244880329733983
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,5,spread,FH_B_NET_BREADTH,174,-0.029900575491734225
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,5,spread,FH_C_CONTINUOUS,174,0.0030012244084398755
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,20,top,FH_A_HEALTHY_BREADTH,171,0.051404534921428005
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,20,top,FH_B_NET_BREADTH,171,0.06116827287535841
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,20,top,FH_C_CONTINUOUS,171,0.04380684954520364
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,20,spread,FH_A_HEALTHY_BREADTH,171,-0.04009038633040782
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,20,spread,FH_B_NET_BREADTH,171,-0.015657241000361286
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,20,spread,FH_C_CONTINUOUS,171,0.00830873353013176
POST_2023_PLUS,KOSPI_ALL,FLOW,5,top,FH_A_HEALTHY_BREADTH,174,0.062392432769463255
POST_2023_PLUS,KOSPI_ALL,FLOW,5,top,FH_B_NET_BREADTH,174,0.05737276015069581
POST_2023_PLUS,KOSPI_ALL,FLOW,5,top,FH_C_CONTINUOUS,174,0.049613029983769465
POST_2023_PLUS,KOSPI_ALL,FLOW,5,spread,FH_A_HEALTHY_BREADTH,174,0.0140526108886037
POST_2023_PLUS,KOSPI_ALL,FLOW,5,spread,FH_B_NET_BREADTH,174,0.05182929993000877
POST_2023_PLUS,KOSPI_ALL,FLOW,5,spread,FH_C_CONTINUOUS,174,0.026908511062387876
POST_2023_PLUS,KOSPI_ALL,FLOW,20,top,FH_A_HEALTHY_BREADTH,171,-0.016525409147874384
POST_2023_PLUS,KOSPI_ALL,FLOW,20,top,FH_B_NET_BREADTH,171,0.008288104878073091
POST_2023_PLUS,KOSPI_ALL,FLOW,20,top,FH_C_CONTINUOUS,171,-0.09674562603499172
POST_2023_PLUS,KOSPI_ALL,FLOW,20,spread,FH_A_HEALTHY_BREADTH,171,-0.02947542008663722
POST_2023_PLUS,KOSPI_ALL,FLOW,20,spread,FH_B_NET_BREADTH,171,0.027039075726031467
POST_2023_PLUS,KOSPI_ALL,FLOW,20,spread,FH_C_CONTINUOUS,171,-0.005704754361965106
POST_2023_PLUS,KOSPI_ALL,MOMENTUM,5,top,FH_A_HEALTHY_BREADTH,174,0.06700380241296622
POST_2023_PLUS,KOSPI_ALL,MOMENTUM,5,top,FH_B_NET_BREADTH,174,0.03441549901901358
POST_2023_PLUS,KOSPI_ALL,MOMENTUM,5,top,FH_C_CONTINUOUS,174,0.03658988012187135
POST_2023_PLUS,KOSPI_ALL,MOMENTUM,5,spread,FH_A_HEALTHY_BREADTH,174,0.04975565879979612
POST_2023_PLUS,KOSPI_ALL,MOMENTUM,5,spread,FH_B_NET_BREADTH,174,0.0520869498557993
POST_2023_PLUS,KOSPI_ALL,MOMENTUM,5,spread,FH_C_CONTINUOUS,174,0.041175432102280814
POST_2023_PLUS,KOSPI_ALL,MOMENTUM,20,top,FH_A_HEALTHY_BREADTH,171,0.01811095288329989
POST_2023_PLUS,KOSPI_ALL,MOMENTUM,20,top,FH_B_NET_BREADTH,171,0.020560288120619895
POST_2023_PLUS,KOSPI_ALL,MOMENTUM,20,top,FH_C_CONTINUOUS,171,-0.06749226006191951
POST_2023_PLUS,KOSPI_ALL,MOMENTUM,20,spread,FH_A_HEALTHY_BREADTH,171,0.076611780191254
POST_2023_PLUS,KOSPI_ALL,MOMENTUM,20,spread,FH_B_NET_BREADTH,171,0.10572633514745544
