date,variant,universe,strategy,factor,phase,gross_ret,turnover,rebalanced,missing_weight,net30_ret,net60_ret
2016-01-04,KOSPI_ALL_PER_CF20,KOSPI_ALL,CF20,PER12MF,0,0.0,1.0,1,0.0,-0.003,-0.006
2016-01-05,KOSPI_ALL_PER_CF20,KOSPI_ALL,CF20,PER12MF,0,0.015255,0.0,0,0.0,0.015255,0.015255
2016-01-05,KOSPI_ALL_PER_CF20,KOSPI_ALL,CF20,PER12MF,1,0.0,1.0,1,0.0,-0.003,-0.006
2016-01-06,KOSPI_ALL_PER_CF20,KOSPI_ALL,CF20,PER12MF,0,-0.0007244588797888,0.0,0,0.0,-0.0007244588797887,-0.0007244588797887
2016-01-06,KOSPI_ALL_PER_CF20,KOSPI_ALL,CF20,PER12MF,1,-0.0031449999999999,0.0,0,0.0,-0.0031449999999999,-0.0031449999999999
2016-01-06,KOSPI_ALL_PER_CF20,KOSPI_ALL,CF20,PER12MF,2,0.0,1.0,1,0.0,-0.003,-0.006
2016-01-07,KOSPI_ALL_PER_CF20,KOSPI_ALL,CF20,PER12MF,0,-0.0113551063419467,0.0,0,0.0,-0.0113551063419466,-0.0113551063419466
2016-01-07,KOSPI_ALL_PER_CF20,KOSPI_ALL,CF20,PER12MF,1,-0.0104204207231743,0.0,0,0.0,-0.0104204207231743,-0.0104204207231743
2016-01-07,KOSPI_ALL_PER_CF20,KOSPI_ALL,CF20,PER12MF,2,-0.012315,0.0,0,0.0,-0.0123149999999999,-0.0123149999999999
2016-01-07,KOSPI_ALL_PER_CF20,KOSPI_ALL,CF20,PER12MF,3,0.0,1.0,1,0.0,-0.003,-0.006
2016-01-08,KOSPI_ALL_PER_CF20,KOSPI_ALL,CF20,PER12MF,0,-0.0017975065649827,0.0,0,0.0,-0.0017975065649826,-0.0017975065649826
2016-01-08,KOSPI_ALL_PER_CF20,KOSPI_ALL,CF20,PER12MF,1,-0.0021487171835204,0.0,0,0.0,-0.0021487171835204,-0.0021487171835204
2016-01-08,KOSPI_ALL_PER_CF20,KOSPI_ALL,CF20,PER12MF,2,-0.0022556609647812,0.0,0,0.0,-0.0022556609647812,-0.0022556609647812
2016-01-08,KOSPI_ALL_PER_CF20,KOSPI_ALL,CF20,PER12MF,3,-0.00347,0.0,0,0.0,-0.0034699999999999,-0.0034699999999999
2016-01-08,KOSPI_ALL_PER_CF20,KOSPI_ALL,CF20,PER12MF,4,0.0,1.0,1,0.0,-0.003,-0.006
2016-01-11,KOSPI_ALL_PER_CF20,KOSPI_ALL,CF20,PER12MF,0,-0.0127756573538447,0.0,0,0.0,-0.0127756573538447,-0.0127756573538447
2016-01-11,KOSPI_ALL_PER_CF20,KOSPI_ALL,CF20,PER12MF,1,-0.0103581506108172,0.0,0,0.0,-0.0103581506108172,-0.0103581506108172
2016-01-11,KOSPI_ALL_PER_CF20,KOSPI_ALL,CF20,PER12MF,2,-0.0156364431796292,0.0,0,0.0,-0.0156364431796293,-0.0156364431796293
2016-01-11,KOSPI_ALL_PER_CF20,KOSPI_ALL,CF20,PER12MF,3,-0.0155441301315564,0.0,0,0.0,-0.0155441301315565,-0.0155441301315565
2016-01-11,KOSPI_ALL_PER_CF20,KOSPI_ALL,CF20,PER12MF,4,-0.014705,0.0,0,0.0,-0.0147049999999999,-0.0147049999999999
2016-01-11,KOSPI_ALL_PER_CF20,KOSPI_ALL,CF20,PER12MF,5,0.0,1.0,1,0.0,-0.003,-0.006
2016-01-12,KOSPI_ALL_PER_CF20,KOSPI_ALL,CF20,PER12MF,0,-0.0081691569280072,0.0,0,0.0,-0.0081691569280072,-0.0081691569280072
2016-01-12,KOSPI_ALL_PER_CF20,KOSPI_ALL,CF20,PER12MF,1,-0.0066274178051757,0.0,0,0.0,-0.0066274178051757,-0.0066274178051757
2016-01-12,KOSPI_ALL_PER_CF20,KOSPI_ALL,CF20,PER12MF,2,-0.0068403656159926,0.0,0,0.0,-0.0068403656159926,-0.0068403656159926
2016-01-12,KOSPI_ALL_PER_CF20,KOSPI_ALL,CF20,PER12MF,3,-0.0069864095494991,0.0,0,0.0,-0.0069864095494991,-0.0069864095494991
2016-01-12,KOSPI_ALL_PER_CF20,KOSPI_ALL,CF20,PER12MF,4,-0.0063787226160692,0.0,0,0.0,-0.0063787226160693,-0.0063787226160693
2016-01-12,KOSPI_ALL_PER_CF20,KOSPI_ALL,CF20,PER12MF,5,-0.006285,0.0,0,0.0,-0.0062849999999999,-0.0062849999999999
2016-01-12,KOSPI_ALL_PER_CF20,KOSPI_ALL,CF20,PER12MF,6,0.0,1.0,1,0.0,-0.003,-0.006
