date,variant,universe,strategy,factor,phase,gross_ret,turnover,rebalanced,missing_weight,net30_ret,net60_ret
2016-01-04,MIXED_PER_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,PER12MF,0,0.0,1.0,1,0.0,-0.003,-0.006
2016-01-05,MIXED_PER_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,PER12MF,0,0.0189049999999999,0.0,0,0.0,0.0189049999999999,0.0189049999999999
2016-01-05,MIXED_PER_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,PER12MF,1,0.0,1.0,1,0.0,-0.003,-0.006
2016-01-06,MIXED_PER_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,PER12MF,0,-0.004885242490713,0.0,0,0.0,-0.004885242490713,-0.004885242490713
2016-01-06,MIXED_PER_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,PER12MF,1,-0.002695,0.0,0,0.0,-0.002695,-0.002695
2016-01-06,MIXED_PER_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,PER12MF,2,0.0,1.0,1,0.0,-0.003,-0.006
2016-01-07,MIXED_PER_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,PER12MF,0,-0.0144143822399623,0.0,0,0.0,-0.0144143822399623,-0.0144143822399623
2016-01-07,MIXED_PER_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,PER12MF,1,-0.0129507923854788,0.0,0,0.0,-0.0129507923854789,-0.0129507923854789
2016-01-07,MIXED_PER_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,PER12MF,2,-0.018545,0.0,0,0.0,-0.018545,-0.018545
2016-01-07,MIXED_PER_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,PER12MF,3,0.0,1.0,1,0.0,-0.003,-0.006
2016-01-08,MIXED_PER_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,PER12MF,0,-0.0016683670763424,0.0,0,0.0,-0.0016683670763424,-0.0016683670763424
2016-01-08,MIXED_PER_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,PER12MF,1,-0.0018301893447907,0.0,0,0.0,-0.0018301893447907,-0.0018301893447907
2016-01-08,MIXED_PER_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,PER12MF,2,-0.0023420360587087,0.0,0,0.0,-0.0023420360587087,-0.0023420360587087
