date,variant,universe,strategy,factor,phase,gross_ret,turnover,rebalanced,missing_weight,net30_ret,net60_ret
2016-01-04,MIXED_OPFY1_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,OPFY1_REV,0,0.0,1.0,1,0.0,-0.003,-0.006
2016-01-05,MIXED_OPFY1_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,OPFY1_REV,0,0.014465,0.0,0,0.0,0.0144649999999999,0.0144649999999999
2016-01-05,MIXED_OPFY1_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,OPFY1_REV,1,0.0,1.0,1,0.0,-0.003,-0.006
2016-01-06,MIXED_OPFY1_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,OPFY1_REV,0,2.6928479543404183e-05,0.0,0,0.0,2.6928479543331107e-05,2.6928479543331107e-05
2016-01-06,MIXED_OPFY1_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,OPFY1_REV,1,0.0037749999999999,0.0,0,0.0,0.003775,0.003775
2016-01-06,MIXED_OPFY1_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,OPFY1_REV,2,0.0,1.0,1,0.0,-0.003,-0.006
2016-01-07,MIXED_OPFY1_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,OPFY1_REV,0,-0.017726513527577,0.0,0,0.0,-0.017726513527577,-0.017726513527577
2016-01-07,MIXED_OPFY1_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,OPFY1_REV,1,-0.0154842414883813,0.0,0,0.0,-0.0154842414883813,-0.0154842414883813
2016-01-07,MIXED_OPFY1_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,OPFY1_REV,2,-0.017455,0.0,0,0.0,-0.017455,-0.017455
2016-01-07,MIXED_OPFY1_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,OPFY1_REV,3,0.0,1.0,1,0.0,-0.003,-0.006
2016-01-08,MIXED_OPFY1_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,OPFY1_REV,0,0.0053532722547858,0.0,0,0.0,0.0053532722547857,0.0053532722547857
2016-01-08,MIXED_OPFY1_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,OPFY1_REV,1,0.0054043631104508,0.0,0,0.0,0.0054043631104507,0.0054043631104507
2016-01-08,MIXED_OPFY1_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,OPFY1_REV,2,0.0040675266781674,0.0,0,0.0,0.0040675266781673,0.0040675266781673
2016-01-08,MIXED_OPFY1_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,OPFY1_REV,3,0.00525,0.0,0,0.0,0.0052499999999999,0.0052499999999999
2016-01-08,MIXED_OPFY1_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,OPFY1_REV,4,0.0,1.0,1,0.0,-0.003,-0.006
2016-01-11,MIXED_OPFY1_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,OPFY1_REV,0,-0.0213390246062725,0.0,0,0.0,-0.0213390246062725,-0.0213390246062725
2016-01-11,MIXED_OPFY1_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,OPFY1_REV,1,-0.0195462542366376,0.0,0,0.0,-0.0195462542366376,-0.0195462542366376
2016-01-11,MIXED_OPFY1_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,OPFY1_REV,2,-0.0124195154831333,0.0,0,0.0,-0.0124195154831333,-0.0124195154831333
2016-01-11,MIXED_OPFY1_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,OPFY1_REV,3,-0.0142863829893061,0.0,0,0.0,-0.0142863829893061,-0.0142863829893061
2016-01-11,MIXED_OPFY1_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,OPFY1_REV,4,-0.013955,0.0,0,0.0,-0.013955,-0.013955
2016-01-11,MIXED_OPFY1_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,OPFY1_REV,5,0.0,1.0,1,0.0,-0.003,-0.006
2016-01-12,MIXED_OPFY1_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,OPFY1_REV,0,-0.0019302092118111,0.0,0,0.0,-0.0019302092118111,-0.0019302092118111
2016-01-12,MIXED_OPFY1_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,OPFY1_REV,1,-0.0050341912711084,0.0,0,0.0,-0.0050341912711083,-0.0050341912711083
2016-01-12,MIXED_OPFY1_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,OPFY1_REV,2,0.0034657345336274,0.0,0,0.0,0.0034657345336275,0.0034657345336275
2016-01-12,MIXED_OPFY1_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,OPFY1_REV,3,-0.0021707376937175,0.0,0,0.0,-0.0021707376937175,-0.0021707376937175
2016-01-12,MIXED_OPFY1_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,OPFY1_REV,4,-0.0017689603415665,0.0,0,0.0,-0.0017689603415665,-0.0017689603415665
2016-01-12,MIXED_OPFY1_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,OPFY1_REV,5,-0.001595,0.0,0,0.0,-0.001595,-0.001595
2016-01-12,MIXED_OPFY1_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,OPFY1_REV,6,0.0,1.0,1,0.0,-0.003,-0.006
2016-01-13,MIXED_OPFY1_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,OPFY1_REV,0,0.0215073163574575,0.0,0,0.0,0.0215073163574575,0.0215073163574575
2016-01-13,MIXED_OPFY1_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,OPFY1_REV,1,0.0208483303416105,0.0,0,0.0,0.0208483303416104,0.0208483303416104
2016-01-13,MIXED_OPFY1_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,OPFY1_REV,2,0.0264766138991852,0.0,0,0.0,0.0264766138991852,0.0264766138991852
2016-01-13,MIXED_OPFY1_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,OPFY1_REV,3,0.0299280068598477,0.0,0,0.0,0.0299280068598477,0.0299280068598477
2016-01-13,MIXED_OPFY1_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,OPFY1_REV,4,0.0296789339957161,0.0,0,0.0,0.0296789339957161,0.0296789339957161
2016-01-13,MIXED_OPFY1_BASE,KOSDAQ_PLUS_KOSPI_EX_K200,PRIMARY8,OPFY1_REV,5,0.032106431758655,0.0,0,0.0,0.032106431758655,0.032106431758655
