sample,spec,universe,lag_steps,approx_trading_days,from_state,to_state,n_from,count,probability
OOS,MAIN_F20_L5_20,KOSDAQ,1,5,B_FHIGH_LLOW,D_FLOW_LLOW,76,13,0.17105263157894737
OOS,MAIN_F20_L5_20,KOSDAQ,1,5,C_FLOW_LHIGH,A_FHIGH_LHIGH,24,7,0.2916666666666667
OOS,MAIN_F20_L5_20,KOSDAQ,1,5,C_FLOW_LHIGH,B_FHIGH_LLOW,24,3,0.125
OOS,MAIN_F20_L5_20,KOSDAQ,1,5,C_FLOW_LHIGH,C_FLOW_LHIGH,24,9,0.375
OOS,MAIN_F20_L5_20,KOSDAQ,1,5,C_FLOW_LHIGH,D_FLOW_LLOW,24,5,0.20833333333333334
OOS,MAIN_F20_L5_20,KOSDAQ,1,5,D_FLOW_LLOW,A_FHIGH_LHIGH,22,5,0.22727272727272727
OOS,MAIN_F20_L5_20,KOSDAQ,1,5,D_FLOW_LLOW,B_FHIGH_LLOW,22,12,0.5454545454545454
OOS,MAIN_F20_L5_20,KOSDAQ,1,5,D_FLOW_LLOW,C_FLOW_LHIGH,22,2,0.09090909090909091
OOS,MAIN_F20_L5_20,KOSDAQ,1,5,D_FLOW_LLOW,D_FLOW_LLOW,22,3,0.13636363636363635
OOS,MAIN_F20_L5_20,KOSDAQ,4,20,A_FHIGH_LHIGH,A_FHIGH_LHIGH,52,17,0.3269230769230769
OOS,MAIN_F20_L5_20,KOSDAQ,4,20,A_FHIGH_LHIGH,B_FHIGH_LLOW,52,25,0.4807692307692308
OOS,MAIN_F20_L5_20,KOSDAQ,4,20,A_FHIGH_LHIGH,C_FLOW_LHIGH,52,4,0.07692307692307693
OOS,MAIN_F20_L5_20,KOSDAQ,4,20,A_FHIGH_LHIGH,D_FLOW_LLOW,52,6,0.11538461538461539
OOS,MAIN_F20_L5_20,KOSDAQ,4,20,B_FHIGH_LLOW,A_FHIGH_LHIGH,73,21,0.2876712328767123
OOS,MAIN_F20_L5_20,KOSDAQ,4,20,B_FHIGH_LLOW,B_FHIGH_LLOW,73,33,0.4520547945205479
OOS,MAIN_F20_L5_20,KOSDAQ,4,20,B_FHIGH_LLOW,C_FLOW_LHIGH,73,10,0.136986301369863
OOS,MAIN_F20_L5_20,KOSDAQ,4,20,B_FHIGH_LLOW,D_FLOW_LLOW,73,9,0.1232876712328767
OOS,MAIN_F20_L5_20,KOSDAQ,4,20,C_FLOW_LHIGH,A_FHIGH_LHIGH,24,4,0.16666666666666666
OOS,MAIN_F20_L5_20,KOSDAQ,4,20,C_FLOW_LHIGH,B_FHIGH_LLOW,24,11,0.4583333333333333
OOS,MAIN_F20_L5_20,KOSDAQ,4,20,C_FLOW_LHIGH,C_FLOW_LHIGH,24,6,0.25
OOS,MAIN_F20_L5_20,KOSDAQ,4,20,C_FLOW_LHIGH,D_FLOW_LLOW,24,3,0.125
OOS,MAIN_F20_L5_20,KOSDAQ,4,20,D_FLOW_LLOW,A_FHIGH_LHIGH,22,9,0.4090909090909091
OOS,MAIN_F20_L5_20,KOSDAQ,4,20,D_FLOW_LLOW,B_FHIGH_LLOW,22,7,0.3181818181818182
OOS,MAIN_F20_L5_20,KOSDAQ,4,20,D_FLOW_LLOW,C_FLOW_LHIGH,22,3,0.13636363636363635
OOS,MAIN_F20_L5_20,KOSDAQ,4,20,D_FLOW_LLOW,D_FLOW_LLOW,22,3,0.13636363636363635
TRAIN,MAIN_F20_L5_20,KOSDAQ_PLUS_KOSPI_EX_K200,1,5,A_FHIGH_LHIGH,A_FHIGH_LHIGH,118,60,0.5084745762711864
TRAIN,MAIN_F20_L5_20,KOSDAQ_PLUS_KOSPI_EX_K200,1,5,A_FHIGH_LHIGH,B_FHIGH_LLOW,118,35,0.2966101694915254
TRAIN,MAIN_F20_L5_20,KOSDAQ_PLUS_KOSPI_EX_K200,1,5,A_FHIGH_LHIGH,C_FLOW_LHIGH,118,15,0.1271186440677966
TRAIN,MAIN_F20_L5_20,KOSDAQ_PLUS_KOSPI_EX_K200,1,5,A_FHIGH_LHIGH,D_FLOW_LLOW,118,8,0.06779661016949153
TRAIN,MAIN_F20_L5_20,KOSDAQ_PLUS_KOSPI_EX_K200,1,5,B_FHIGH_LLOW,A_FHIGH_LHIGH,131,34,0.2595419847328244
TRAIN,MAIN_F20_L5_20,KOSDAQ_PLUS_KOSPI_EX_K200,1,5,B_FHIGH_LLOW,B_FHIGH_LLOW,131,81,0.6183206106870229
TRAIN,MAIN_F20_L5_20,KOSDAQ_PLUS_KOSPI_EX_K200,1,5,B_FHIGH_LLOW,C_FLOW_LHIGH,131,5,0.03816793893129771
TRAIN,MAIN_F20_L5_20,KOSDAQ_PLUS_KOSPI_EX_K200,1,5,B_FHIGH_LLOW,D_FLOW_LLOW,131,11,0.08396946564885496
TRAIN,MAIN_F20_L5_20,KOSDAQ_PLUS_KOSPI_EX_K200,1,5,C_FLOW_LHIGH,A_FHIGH_LHIGH,52,17,0.3269230769230769
TRAIN,MAIN_F20_L5_20,KOSDAQ_PLUS_KOSPI_EX_K200,1,5,C_FLOW_LHIGH,B_FHIGH_LLOW,52,6,0.11538461538461539
TRAIN,MAIN_F20_L5_20,KOSDAQ_PLUS_KOSPI_EX_K200,1,5,C_FLOW_LHIGH,C_FLOW_LHIGH,52,23,0.4423076923076923
TRAIN,MAIN_F20_L5_20,KOSDAQ_PLUS_KOSPI_EX_K200,1,5,C_FLOW_LHIGH,D_FLOW_LLOW,52,6,0.11538461538461539
TRAIN,MAIN_F20_L5_20,KOSDAQ_PLUS_KOSPI_EX_K200,1,5,D_FLOW_LLOW,A_FHIGH_LHIGH,39,8,0.20512820512820512
TRAIN,MAIN_F20_L5_20,KOSDAQ_PLUS_KOSPI_EX_K200,1,5,D_FLOW_LLOW,B_FHIGH_LLOW,39,8,0.20512820512820512
TRAIN,MAIN_F20_L5_20,KOSDAQ_PLUS_KOSPI_EX_K200,1,5,D_FLOW_LLOW,C_FLOW_LHIGH,39,9,0.23076923076923078
TRAIN,MAIN_F20_L5_20,KOSDAQ_PLUS_KOSPI_EX_K200,1,5,D_FLOW_LLOW,D_FLOW_LLOW,39,14,0.358974358974359
TRAIN,MAIN_F20_L5_20,KOSDAQ_PLUS_KOSPI_EX_K200,4,20,A_FHIGH_LHIGH,A_FHIGH_LHIGH,118,35,0.2966101694915254
TRAIN,MAIN_F20_L5_20,KOSDAQ_PLUS_KOSPI_EX_K200,4,20,A_FHIGH_LHIGH,B_FHIGH_LLOW,118,52,0.4406779661016949
TRAIN,MAIN_F20_L5_20,KOSDAQ_PLUS_KOSPI_EX_K200,4,20,A_FHIGH_LHIGH,C_FLOW_LHIGH,118,10,0.0847457627118644
TRAIN,MAIN_F20_L5_20,KOSDAQ_PLUS_KOSPI_EX_K200,4,20,A_FHIGH_LHIGH,D_FLOW_LLOW,118,21,0.17796610169491525
TRAIN,MAIN_F20_L5_20,KOSDAQ_PLUS_KOSPI_EX_K200,4,20,B_FHIGH_LLOW,A_FHIGH_LHIGH,128,49,0.3828125
TRAIN,MAIN_F20_L5_20,KOSDAQ_PLUS_KOSPI_EX_K200,4,20,B_FHIGH_LLOW,B_FHIGH_LLOW,128,49,0.3828125
TRAIN,MAIN_F20_L5_20,KOSDAQ_PLUS_KOSPI_EX_K200,4,20,B_FHIGH_LLOW,C_FLOW_LHIGH,128,18,0.140625
TRAIN,MAIN_F20_L5_20,KOSDAQ_PLUS_KOSPI_EX_K200,4,20,B_FHIGH_LLOW,D_FLOW_LLOW,128,12,0.09375
TRAIN,MAIN_F20_L5_20,KOSDAQ_PLUS_KOSPI_EX_K200,4,20,C_FLOW_LHIGH,A_FHIGH_LHIGH,52,17,0.3269230769230769
TRAIN,MAIN_F20_L5_20,KOSDAQ_PLUS_KOSPI_EX_K200,4,20,C_FLOW_LHIGH,B_FHIGH_LLOW,52,17,0.3269230769230769
TRAIN,MAIN_F20_L5_20,KOSDAQ_PLUS_KOSPI_EX_K200,4,20,C_FLOW_LHIGH,C_FLOW_LHIGH,52,14,0.2692307692307692
TRAIN,MAIN_F20_L5_20,KOSDAQ_PLUS_KOSPI_EX_K200,4,20,C_FLOW_LHIGH,D_FLOW_LLOW,52,4,0.07692307692307693
TRAIN,MAIN_F20_L5_20,KOSDAQ_PLUS_KOSPI_EX_K200,4,20,D_FLOW_LLOW,A_FHIGH_LHIGH,39,17,0.4358974358974359
TRAIN,MAIN_F20_L5_20,KOSDAQ_PLUS_KOSPI_EX_K200,4,20,D_FLOW_LLOW,B_FHIGH_LLOW,39,10,0.2564102564102564
TRAIN,MAIN_F20_L5_20,KOSDAQ_PLUS_KOSPI_EX_K200,4,20,D_FLOW_LLOW,C_FLOW_LHIGH,39,10,0.2564102564102564
TRAIN,MAIN_F20_L5_20,KOSDAQ_PLUS_KOSPI_EX_K200,4,20,D_FLOW_LLOW,D_FLOW_LLOW,39,2,0.05128205128205128
OOS,MAIN_F20_L5_20,KOSDAQ_PLUS_KOSPI_EX_K200,1,5,A_FHIGH_LHIGH,A_FHIGH_LHIGH,48,27,0.5625
OOS,MAIN_F20_L5_20,KOSDAQ_PLUS_KOSPI_EX_K200,1,5,A_FHIGH_LHIGH,B_FHIGH_LLOW,48,15,0.3125
OOS,MAIN_F20_L5_20,KOSDAQ_PLUS_KOSPI_EX_K200,1,5,A_FHIGH_LHIGH,C_FLOW_LHIGH,48,6,0.125
OOS,MAIN_F20_L5_20,KOSDAQ_PLUS_KOSPI_EX_K200,1,5,A_FHIGH_LHIGH,D_FLOW_LLOW,48,0,0.0
OOS,MAIN_F20_L5_20,KOSDAQ_PLUS_KOSPI_EX_K200,1,5,B_FHIGH_LLOW,A_FHIGH_LHIGH,71,11,0.15492957746478872
OOS,MAIN_F20_L5_20,KOSDAQ_PLUS_KOSPI_EX_K200,1,5,B_FHIGH_LLOW,B_FHIGH_LLOW,71,45,0.6338028169014085
OOS,MAIN_F20_L5_20,KOSDAQ_PLUS_KOSPI_EX_K200,1,5,B_FHIGH_LLOW,C_FLOW_LHIGH,71,5,0.07042253521126761
OOS,MAIN_F20_L5_20,KOSDAQ_PLUS_KOSPI_EX_K200,1,5,B_FHIGH_LLOW,D_FLOW_LLOW,71,10,0.14084507042253522
OOS,MAIN_F20_L5_20,KOSDAQ_PLUS_KOSPI_EX_K200,1,5,C_FLOW_LHIGH,A_FHIGH_LHIGH,24,5,0.20833333333333334
OOS,MAIN_F20_L5_20,KOSDAQ_PLUS_KOSPI_EX_K200,1,5,C_FLOW_LHIGH,B_FHIGH_LLOW,24,5,0.20833333333333334
OOS,MAIN_F20_L5_20,KOSDAQ_PLUS_KOSPI_EX_K200,1,5,C_FLOW_LHIGH,C_FLOW_LHIGH,24,9,0.375
OOS,MAIN_F20_L5_20,KOSDAQ_PLUS_KOSPI_EX_K200,1,5,C_FLOW_LHIGH,D_FLOW_LLOW,24,5,0.20833333333333334
OOS,MAIN_F20_L5_20,KOSDAQ_PLUS_KOSPI_EX_K200,1,5,D_FLOW_LLOW,A_FHIGH_LHIGH,31,6,0.1935483870967742
OOS,MAIN_F20_L5_20,KOSDAQ_PLUS_KOSPI_EX_K200,1,5,D_FLOW_LLOW,B_FHIGH_LLOW,31,6,0.1935483870967742
OOS,MAIN_F20_L5_20,KOSDAQ_PLUS_KOSPI_EX_K200,1,5,D_FLOW_LLOW,C_FLOW_LHIGH,31,4,0.12903225806451613
OOS,MAIN_F20_L5_20,KOSDAQ_PLUS_KOSPI_EX_K200,1,5,D_FLOW_LLOW,D_FLOW_LLOW,31,15,0.4838709677419355
OOS,MAIN_F20_L5_20,KOSDAQ_PLUS_KOSPI_EX_K200,4,20,A_FHIGH_LHIGH,A_FHIGH_LHIGH,48,16,0.3333333333333333
OOS,MAIN_F20_L5_20,KOSDAQ_PLUS_KOSPI_EX_K200,4,20,A_FHIGH_LHIGH,B_FHIGH_LLOW,48,23,0.4791666666666667
OOS,MAIN_F20_L5_20,KOSDAQ_PLUS_KOSPI_EX_K200,4,20,A_FHIGH_LHIGH,C_FLOW_LHIGH,48,5,0.10416666666666667
OOS,MAIN_F20_L5_20,KOSDAQ_PLUS_KOSPI_EX_K200,4,20,A_FHIGH_LHIGH,D_FLOW_LLOW,48,4,0.08333333333333333
OOS,MAIN_F20_L5_20,KOSDAQ_PLUS_KOSPI_EX_K200,4,20,B_FHIGH_LLOW,A_FHIGH_LHIGH,68,16,0.23529411764705882
OOS,MAIN_F20_L5_20,KOSDAQ_PLUS_KOSPI_EX_K200,4,20,B_FHIGH_LLOW,B_FHIGH_LLOW,68,25,0.36764705882352944
OOS,MAIN_F20_L5_20,KOSDAQ_PLUS_KOSPI_EX_K200,4,20,B_FHIGH_LLOW,C_FLOW_LHIGH,68,10,0.14705882352941177
OOS,MAIN_F20_L5_20,KOSDAQ_PLUS_KOSPI_EX_K200,4,20,B_FHIGH_LLOW,D_FLOW_LLOW,68,17,0.25
OOS,MAIN_F20_L5_20,KOSDAQ_PLUS_KOSPI_EX_K200,4,20,C_FLOW_LHIGH,A_FHIGH_LHIGH,24,6,0.25
OOS,MAIN_F20_L5_20,KOSDAQ_PLUS_KOSPI_EX_K200,4,20,C_FLOW_LHIGH,B_FHIGH_LLOW,24,8,0.3333333333333333
OOS,MAIN_F20_L5_20,KOSDAQ_PLUS_KOSPI_EX_K200,4,20,C_FLOW_LHIGH,C_FLOW_LHIGH,24,5,0.20833333333333334
OOS,MAIN_F20_L5_20,KOSDAQ_PLUS_KOSPI_EX_K200,4,20,C_FLOW_LHIGH,D_FLOW_LLOW,24,5,0.20833333333333334
OOS,MAIN_F20_L5_20,KOSDAQ_PLUS_KOSPI_EX_K200,4,20,D_FLOW_LLOW,A_FHIGH_LHIGH,31,10,0.3225806451612903
OOS,MAIN_F20_L5_20,KOSDAQ_PLUS_KOSPI_EX_K200,4,20,D_FLOW_LLOW,B_FHIGH_LLOW,31,14,0.45161290322580644
OOS,MAIN_F20_L5_20,KOSDAQ_PLUS_KOSPI_EX_K200,4,20,D_FLOW_LLOW,C_FLOW_LHIGH,31,3,0.0967741935483871
OOS,MAIN_F20_L5_20,KOSDAQ_PLUS_KOSPI_EX_K200,4,20,D_FLOW_LLOW,D_FLOW_LLOW,31,4,0.12903225806451613
TRAIN,MAIN_F20_L5_20,KOSPI_ALL,1,5,A_FHIGH_LHIGH,A_FHIGH_LHIGH,86,42,0.4883720930232558
TRAIN,MAIN_F20_L5_20,KOSPI_ALL,1,5,A_FHIGH_LHIGH,B_FHIGH_LLOW,86,21,0.2441860465116279
TRAIN,MAIN_F20_L5_20,KOSPI_ALL,1,5,A_FHIGH_LHIGH,C_FLOW_LHIGH,86,17,0.19767441860465115
TRAIN,MAIN_F20_L5_20,KOSPI_ALL,1,5,A_FHIGH_LHIGH,D_FLOW_LLOW,86,6,0.06976744186046512
TRAIN,MAIN_F20_L5_20,KOSPI_ALL,1,5,B_FHIGH_LLOW,A_FHIGH_LHIGH,97,19,0.1958762886597938
TRAIN,MAIN_F20_L5_20,KOSPI_ALL,1,5,B_FHIGH_LLOW,B_FHIGH_LLOW,97,51,0.5257731958762887
TRAIN,MAIN_F20_L5_20,KOSPI_ALL,1,5,B_FHIGH_LLOW,C_FLOW_LHIGH,97,9,0.09278350515463918
TRAIN,MAIN_F20_L5_20,KOSPI_ALL,1,5,B_FHIGH_LLOW,D_FLOW_LLOW,97,18,0.18556701030927836
TRAIN,MAIN_F20_L5_20,KOSPI_ALL,1,5,C_FLOW_LHIGH,A_FHIGH_LHIGH,84,21,0.25
TRAIN,MAIN_F20_L5_20,KOSPI_ALL,1,5,C_FLOW_LHIGH,B_FHIGH_LLOW,84,11,0.13095238095238096
TRAIN,MAIN_F20_L5_20,KOSPI_ALL,1,5,C_FLOW_LHIGH,C_FLOW_LHIGH,84,39,0.4642857142857143
TRAIN,MAIN_F20_L5_20,KOSPI_ALL,1,5,C_FLOW_LHIGH,D_FLOW_LLOW,84,13,0.15476190476190477
TRAIN,MAIN_F20_L5_20,KOSPI_ALL,1,5,D_FLOW_LLOW,A_FHIGH_LHIGH,73,4,0.0547945205479452
TRAIN,MAIN_F20_L5_20,KOSPI_ALL,1,5,D_FLOW_LLOW,B_FHIGH_LLOW,73,13,0.1780821917808219
TRAIN,MAIN_F20_L5_20,KOSPI_ALL,1,5,D_FLOW_LLOW,C_FLOW_LHIGH,73,20,0.273972602739726
TRAIN,MAIN_F20_L5_20,KOSPI_ALL,1,5,D_FLOW_LLOW,D_FLOW_LLOW,73,36,0.4931506849315068
TRAIN,MAIN_F20_L5_20,KOSPI_ALL,4,20,A_FHIGH_LHIGH,A_FHIGH_LHIGH,86,16,0.18604651162790697
TRAIN,MAIN_F20_L5_20,KOSPI_ALL,4,20,A_FHIGH_LHIGH,B_FHIGH_LLOW,86,32,0.37209302325581395
TRAIN,MAIN_F20_L5_20,KOSPI_ALL,4,20,A_FHIGH_LHIGH,C_FLOW_LHIGH,86,14,0.16279069767441862
TRAIN,MAIN_F20_L5_20,KOSPI_ALL,4,20,A_FHIGH_LHIGH,D_FLOW_LLOW,86,24,0.27906976744186046
TRAIN,MAIN_F20_L5_20,KOSPI_ALL,4,20,B_FHIGH_LLOW,A_FHIGH_LHIGH,95,26,0.2736842105263158
TRAIN,MAIN_F20_L5_20,KOSPI_ALL,4,20,B_FHIGH_LLOW,B_FHIGH_LLOW,95,22,0.23157894736842105
TRAIN,MAIN_F20_L5_20,KOSPI_ALL,4,20,B_FHIGH_LLOW,C_FLOW_LHIGH,95,24,0.25263157894736843
TRAIN,MAIN_F20_L5_20,KOSPI_ALL,4,20,B_FHIGH_LLOW,D_FLOW_LLOW,95,23,0.24210526315789474
TRAIN,MAIN_F20_L5_20,KOSPI_ALL,4,20,C_FLOW_LHIGH,A_FHIGH_LHIGH,84,27,0.32142857142857145
TRAIN,MAIN_F20_L5_20,KOSPI_ALL,4,20,C_FLOW_LHIGH,B_FHIGH_LLOW,84,22,0.2619047619047619
TRAIN,MAIN_F20_L5_20,KOSPI_ALL,4,20,C_FLOW_LHIGH,C_FLOW_LHIGH,84,19,0.2261904761904762
TRAIN,MAIN_F20_L5_20,KOSPI_ALL,4,20,C_FLOW_LHIGH,D_FLOW_LLOW,84,16,0.19047619047619047
TRAIN,MAIN_F20_L5_20,KOSPI_ALL,4,20,D_FLOW_LLOW,A_FHIGH_LHIGH,72,17,0.2361111111111111
TRAIN,MAIN_F20_L5_20,KOSPI_ALL,4,20,D_FLOW_LLOW,B_FHIGH_LLOW,72,20,0.2777777777777778
TRAIN,MAIN_F20_L5_20,KOSPI_ALL,4,20,D_FLOW_LLOW,C_FLOW_LHIGH,72,26,0.3611111111111111
TRAIN,MAIN_F20_L5_20,KOSPI_ALL,4,20,D_FLOW_LLOW,D_FLOW_LLOW,72,9,0.125
OOS,MAIN_F20_L5_20,KOSPI_ALL,1,5,A_FHIGH_LHIGH,A_FHIGH_LHIGH,46,27,0.5869565217391305
OOS,MAIN_F20_L5_20,KOSPI_ALL,1,5,A_FHIGH_LHIGH,B_FHIGH_LLOW,46,10,0.21739130434782608
OOS,MAIN_F20_L5_20,KOSPI_ALL,1,5,A_FHIGH_LHIGH,C_FLOW_LHIGH,46,6,0.13043478260869565
OOS,MAIN_F20_L5_20,KOSPI_ALL,1,5,A_FHIGH_LHIGH,D_FLOW_LLOW,46,3,0.06521739130434782
OOS,MAIN_F20_L5_20,KOSPI_ALL,1,5,B_FHIGH_LLOW,A_FHIGH_LHIGH,46,12,0.2608695652173913
OOS,MAIN_F20_L5_20,KOSPI_ALL,1,5,B_FHIGH_LLOW,B_FHIGH_LLOW,46,25,0.5434782608695652
OOS,MAIN_F20_L5_20,KOSPI_ALL,1,5,B_FHIGH_LLOW,C_FLOW_LHIGH,46,2,0.043478260869565216
OOS,MAIN_F20_L5_20,KOSPI_ALL,1,5,B_FHIGH_LLOW,D_FLOW_LLOW,46,7,0.15217391304347827
OOS,MAIN_F20_L5_20,KOSPI_ALL,1,5,C_FLOW_LHIGH,A_FHIGH_LHIGH,27,5,0.18518518518518517
OOS,MAIN_F20_L5_20,KOSPI_ALL,1,5,C_FLOW_LHIGH,B_FHIGH_LLOW,27,2,0.07407407407407407
OOS,MAIN_F20_L5_20,KOSPI_ALL,1,5,C_FLOW_LHIGH,C_FLOW_LHIGH,27,10,0.37037037037037035
OOS,MAIN_F20_L5_20,KOSPI_ALL,1,5,C_FLOW_LHIGH,D_FLOW_LLOW,27,10,0.37037037037037035
OOS,MAIN_F20_L5_20,KOSPI_ALL,1,5,D_FLOW_LLOW,A_FHIGH_LHIGH,55,2,0.03636363636363636
OOS,MAIN_F20_L5_20,KOSPI_ALL,1,5,D_FLOW_LLOW,B_FHIGH_LLOW,55,9,0.16363636363636364
OOS,MAIN_F20_L5_20,KOSPI_ALL,1,5,D_FLOW_LLOW,C_FLOW_LHIGH,55,10,0.18181818181818182
OOS,MAIN_F20_L5_20,KOSPI_ALL,1,5,D_FLOW_LLOW,D_FLOW_LLOW,55,34,0.6181818181818182
OOS,MAIN_F20_L5_20,KOSPI_ALL,4,20,A_FHIGH_LHIGH,A_FHIGH_LHIGH,46,14,0.30434782608695654
OOS,MAIN_F20_L5_20,KOSPI_ALL,4,20,A_FHIGH_LHIGH,B_FHIGH_LLOW,46,12,0.2608695652173913
OOS,MAIN_F20_L5_20,KOSPI_ALL,4,20,A_FHIGH_LHIGH,C_FLOW_LHIGH,46,7,0.15217391304347827
OOS,MAIN_F20_L5_20,KOSPI_ALL,4,20,A_FHIGH_LHIGH,D_FLOW_LLOW,46,13,0.2826086956521739
OOS,MAIN_F20_L5_20,KOSPI_ALL,4,20,B_FHIGH_LLOW,A_FHIGH_LHIGH,44,13,0.29545454545454547
OOS,MAIN_F20_L5_20,KOSPI_ALL,4,20,B_FHIGH_LLOW,B_FHIGH_LLOW,44,10,0.22727272727272727
OOS,MAIN_F20_L5_20,KOSPI_ALL,4,20,B_FHIGH_LLOW,C_FLOW_LHIGH,44,8,0.18181818181818182
OOS,MAIN_F20_L5_20,KOSPI_ALL,4,20,B_FHIGH_LLOW,D_FLOW_LLOW,44,13,0.29545454545454547
OOS,MAIN_F20_L5_20,KOSPI_ALL,4,20,C_FLOW_LHIGH,A_FHIGH_LHIGH,27,6,0.2222222222222222
OOS,MAIN_F20_L5_20,KOSPI_ALL,4,20,C_FLOW_LHIGH,B_FHIGH_LLOW,27,10,0.37037037037037035
OOS,MAIN_F20_L5_20,KOSPI_ALL,4,20,C_FLOW_LHIGH,C_FLOW_LHIGH,27,1,0.037037037037037035
OOS,MAIN_F20_L5_20,KOSPI_ALL,4,20,C_FLOW_LHIGH,D_FLOW_LLOW,27,10,0.37037037037037035
OOS,MAIN_F20_L5_20,KOSPI_ALL,4,20,D_FLOW_LLOW,A_FHIGH_LHIGH,54,13,0.24074074074074073
OOS,MAIN_F20_L5_20,KOSPI_ALL,4,20,D_FLOW_LLOW,B_FHIGH_LLOW,54,14,0.25925925925925924
OOS,MAIN_F20_L5_20,KOSPI_ALL,4,20,D_FLOW_LLOW,C_FLOW_LHIGH,54,10,0.18518518518518517
OOS,MAIN_F20_L5_20,KOSPI_ALL,4,20,D_FLOW_LLOW,D_FLOW_LLOW,54,17,0.3148148148148148
TRAIN,MAIN_F20_L5_20,KOSPI_EX_K200,1,5,A_FHIGH_LHIGH,A_FHIGH_LHIGH,107,53,0.4953271028037383
TRAIN,MAIN_F20_L5_20,KOSPI_EX_K200,1,5,A_FHIGH_LHIGH,B_FHIGH_LLOW,107,36,0.3364485981308411
TRAIN,MAIN_F20_L5_20,KOSPI_EX_K200,1,5,A_FHIGH_LHIGH,C_FLOW_LHIGH,107,12,0.11214953271028037
TRAIN,MAIN_F20_L5_20,KOSPI_EX_K200,1,5,A_FHIGH_LHIGH,D_FLOW_LLOW,107,6,0.056074766355140186
TRAIN,MAIN_F20_L5_20,KOSPI_EX_K200,1,5,B_FHIGH_LLOW,A_FHIGH_LHIGH,115,30,0.2608695652173913
TRAIN,MAIN_F20_L5_20,KOSPI_EX_K200,1,5,B_FHIGH_LLOW,B_FHIGH_LLOW,115,57,0.4956521739130435
TRAIN,MAIN_F20_L5_20,KOSPI_EX_K200,1,5,B_FHIGH_LLOW,C_FLOW_LHIGH,115,9,0.0782608695652174
TRAIN,MAIN_F20_L5_20,KOSPI_EX_K200,1,5,B_FHIGH_LLOW,D_FLOW_LLOW,115,19,0.16521739130434782
TRAIN,MAIN_F20_L5_20,KOSPI_EX_K200,1,5,C_FLOW_LHIGH,A_FHIGH_LHIGH,61,22,0.36065573770491804
TRAIN,MAIN_F20_L5_20,KOSPI_EX_K200,1,5,C_FLOW_LHIGH,B_FHIGH_LLOW,61,6,0.09836065573770492
TRAIN,MAIN_F20_L5_20,KOSPI_EX_K200,1,5,C_FLOW_LHIGH,C_FLOW_LHIGH,61,25,0.4098360655737705
TRAIN,MAIN_F20_L5_20,KOSPI_EX_K200,1,5,C_FLOW_LHIGH,D_FLOW_LLOW,61,8,0.13114754098360656
TRAIN,MAIN_F20_L5_20,KOSPI_EX_K200,1,5,D_FLOW_LLOW,A_FHIGH_LHIGH,53,3,0.05660377358490566
TRAIN,MAIN_F20_L5_20,KOSPI_EX_K200,1,5,D_FLOW_LLOW,B_FHIGH_LLOW,53,15,0.2830188679245283
TRAIN,MAIN_F20_L5_20,KOSPI_EX_K200,1,5,D_FLOW_LLOW,C_FLOW_LHIGH,53,15,0.2830188679245283
TRAIN,MAIN_F20_L5_20,KOSPI_EX_K200,1,5,D_FLOW_LLOW,D_FLOW_LLOW,53,20,0.37735849056603776
TRAIN,MAIN_F20_L5_20,KOSPI_EX_K200,4,20,A_FHIGH_LHIGH,A_FHIGH_LHIGH,107,26,0.24299065420560748
TRAIN,MAIN_F20_L5_20,KOSPI_EX_K200,4,20,A_FHIGH_LHIGH,B_FHIGH_LLOW,107,40,0.37383177570093457
TRAIN,MAIN_F20_L5_20,KOSPI_EX_K200,4,20,A_FHIGH_LHIGH,C_FLOW_LHIGH,107,14,0.1308411214953271
TRAIN,MAIN_F20_L5_20,KOSPI_EX_K200,4,20,A_FHIGH_LHIGH,D_FLOW_LLOW,107,27,0.2523364485981308
TRAIN,MAIN_F20_L5_20,KOSPI_EX_K200,4,20,B_FHIGH_LLOW,A_FHIGH_LHIGH,113,38,0.336283185840708
TRAIN,MAIN_F20_L5_20,KOSPI_EX_K200,4,20,B_FHIGH_LLOW,B_FHIGH_LLOW,113,35,0.30973451327433627
TRAIN,MAIN_F20_L5_20,KOSPI_EX_K200,4,20,B_FHIGH_LLOW,C_FLOW_LHIGH,113,26,0.23008849557522124
TRAIN,MAIN_F20_L5_20,KOSPI_EX_K200,4,20,B_FHIGH_LLOW,D_FLOW_LLOW,113,14,0.12389380530973451
TRAIN,MAIN_F20_L5_20,KOSPI_EX_K200,4,20,C_FLOW_LHIGH,A_FHIGH_LHIGH,61,22,0.36065573770491804
TRAIN,MAIN_F20_L5_20,KOSPI_EX_K200,4,20,C_FLOW_LHIGH,B_FHIGH_LLOW,61,24,0.39344262295081966
TRAIN,MAIN_F20_L5_20,KOSPI_EX_K200,4,20,C_FLOW_LHIGH,C_FLOW_LHIGH,61,10,0.16393442622950818
TRAIN,MAIN_F20_L5_20,KOSPI_EX_K200,4,20,C_FLOW_LHIGH,D_FLOW_LLOW,61,5,0.08196721311475409
TRAIN,MAIN_F20_L5_20,KOSPI_EX_K200,4,20,D_FLOW_LLOW,A_FHIGH_LHIGH,52,22,0.4230769230769231
TRAIN,MAIN_F20_L5_20,KOSPI_EX_K200,4,20,D_FLOW_LLOW,B_FHIGH_LLOW,52,14,0.2692307692307692
TRAIN,MAIN_F20_L5_20,KOSPI_EX_K200,4,20,D_FLOW_LLOW,C_FLOW_LHIGH,52,10,0.19230769230769232
