sample,spec,split_rule,universe,forward_horizon,contrast,value,min_state_n
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_EX_K200,20,INTERACTION_DID,-0.005310840055017644,21
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_KOSDAQ_ALL,1,A_MINUS_D,-0.00025201289124701827,19
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_KOSDAQ_ALL,1,C_MINUS_B,-0.005602600984794475,19
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_KOSDAQ_ALL,1,LIQ_EFFECT_WHEN_FACTOR_HIGH_A_MINUS_B,0.00408164387090161,19
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_KOSDAQ_ALL,1,LIQ_EFFECT_WHEN_FACTOR_LOW_C_MINUS_D,-0.009936257746943103,19
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_KOSDAQ_ALL,1,FACTOR_EFFECT_WHEN_LIQ_HIGH_A_MINUS_C,0.009684244855696085,19
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_KOSDAQ_ALL,1,FACTOR_EFFECT_WHEN_LIQ_LOW_B_MINUS_D,-0.004333656762148628,19
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_KOSDAQ_ALL,1,INTERACTION_DID,0.014017901617844712,19
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_KOSDAQ_ALL,5,A_MINUS_D,0.019292961197095473,18
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_KOSDAQ_ALL,5,C_MINUS_B,0.018699512740441467,18
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_KOSDAQ_ALL,5,LIQ_EFFECT_WHEN_FACTOR_HIGH_A_MINUS_B,0.023929692575580662,18
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_KOSDAQ_ALL,5,LIQ_EFFECT_WHEN_FACTOR_LOW_C_MINUS_D,0.014062781361956277,18
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_KOSDAQ_ALL,5,FACTOR_EFFECT_WHEN_LIQ_HIGH_A_MINUS_C,0.005230179835139195,18
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_KOSDAQ_ALL,5,FACTOR_EFFECT_WHEN_LIQ_LOW_B_MINUS_D,-0.004636731378485191,18
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_KOSDAQ_ALL,5,INTERACTION_DID,0.009866911213624385,18
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_KOSDAQ_ALL,20,A_MINUS_D,0.0438710698082709,18
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_KOSDAQ_ALL,20,C_MINUS_B,0.037056651711199436,18
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_KOSDAQ_ALL,20,LIQ_EFFECT_WHEN_FACTOR_HIGH_A_MINUS_B,0.061210712210486205,18
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_KOSDAQ_ALL,20,LIQ_EFFECT_WHEN_FACTOR_LOW_C_MINUS_D,0.01971700930898413,18
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_KOSDAQ_ALL,20,FACTOR_EFFECT_WHEN_LIQ_HIGH_A_MINUS_C,0.02415406049928677,18
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_KOSDAQ_ALL,20,FACTOR_EFFECT_WHEN_LIQ_LOW_B_MINUS_D,-0.017339642402215305,18
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_KOSDAQ_ALL,20,INTERACTION_DID,0.041493702901502075,18
OOS,ROBUST_F10_L5_20,MEDIAN,K200,1,A_MINUS_D,0.0035058479558986878,20
OOS,ROBUST_F10_L5_20,MEDIAN,K200,1,C_MINUS_B,0.004399950953587844,20
OOS,ROBUST_F10_L5_20,MEDIAN,K200,1,LIQ_EFFECT_WHEN_FACTOR_HIGH_A_MINUS_B,-0.004711888038893493,20
OOS,ROBUST_F10_L5_20,MEDIAN,K200,1,LIQ_EFFECT_WHEN_FACTOR_LOW_C_MINUS_D,0.012617686948380023,20
OOS,ROBUST_F10_L5_20,MEDIAN,K200,1,FACTOR_EFFECT_WHEN_LIQ_HIGH_A_MINUS_C,-0.009111838992481336,20
OOS,ROBUST_F10_L5_20,MEDIAN,K200,1,FACTOR_EFFECT_WHEN_LIQ_LOW_B_MINUS_D,0.00821773599479218,20
OOS,ROBUST_F10_L5_20,MEDIAN,K200,1,INTERACTION_DID,-0.017329574987273517,20
OOS,ROBUST_F10_L5_20,MEDIAN,K200,5,A_MINUS_D,0.012007898242623468,19
OOS,ROBUST_F10_L5_20,MEDIAN,K200,5,C_MINUS_B,0.011921327151061334,19
OOS,ROBUST_F10_L5_20,MEDIAN,K200,5,LIQ_EFFECT_WHEN_FACTOR_HIGH_A_MINUS_B,0.008836319722145365,19
OOS,ROBUST_F10_L5_20,MEDIAN,K200,5,LIQ_EFFECT_WHEN_FACTOR_LOW_C_MINUS_D,0.015092905671539437,19
OOS,ROBUST_F10_L5_20,MEDIAN,K200,5,FACTOR_EFFECT_WHEN_LIQ_HIGH_A_MINUS_C,-0.0030850074289159694,19
OOS,ROBUST_F10_L5_20,MEDIAN,K200,5,FACTOR_EFFECT_WHEN_LIQ_LOW_B_MINUS_D,0.0031715785204781024,19
OOS,ROBUST_F10_L5_20,MEDIAN,K200,5,INTERACTION_DID,-0.006256585949394072,19
OOS,ROBUST_F10_L5_20,MEDIAN,K200,20,A_MINUS_D,0.03437721753127709,19
OOS,ROBUST_F10_L5_20,MEDIAN,K200,20,C_MINUS_B,0.006803563438949441,19
OOS,ROBUST_F10_L5_20,MEDIAN,K200,20,LIQ_EFFECT_WHEN_FACTOR_HIGH_A_MINUS_B,0.028053071986895606,19
OOS,ROBUST_F10_L5_20,MEDIAN,K200,20,LIQ_EFFECT_WHEN_FACTOR_LOW_C_MINUS_D,0.01312770898333093,19
OOS,ROBUST_F10_L5_20,MEDIAN,K200,20,FACTOR_EFFECT_WHEN_LIQ_HIGH_A_MINUS_C,0.021249508547946164,19
OOS,ROBUST_F10_L5_20,MEDIAN,K200,20,FACTOR_EFFECT_WHEN_LIQ_LOW_B_MINUS_D,0.006324145544381489,19
OOS,ROBUST_F10_L5_20,MEDIAN,K200,20,INTERACTION_DID,0.014925363003564675,19
OOS,ROBUST_F10_L5_20,MEDIAN,KOSDAQ,1,A_MINUS_D,-0.008280382080746246,31
OOS,ROBUST_F10_L5_20,MEDIAN,KOSDAQ,1,C_MINUS_B,0.0002481297324755989,31
OOS,ROBUST_F10_L5_20,MEDIAN,KOSDAQ,1,LIQ_EFFECT_WHEN_FACTOR_HIGH_A_MINUS_B,-6.912351443676438e-06,31
OOS,ROBUST_F10_L5_20,MEDIAN,KOSDAQ,1,LIQ_EFFECT_WHEN_FACTOR_LOW_C_MINUS_D,-0.008025339996826971,31
OOS,ROBUST_F10_L5_20,MEDIAN,KOSDAQ,1,FACTOR_EFFECT_WHEN_LIQ_HIGH_A_MINUS_C,-0.0002550420839192753,31
OOS,ROBUST_F10_L5_20,MEDIAN,KOSDAQ,1,FACTOR_EFFECT_WHEN_LIQ_LOW_B_MINUS_D,-0.00827346972930257,31
OOS,ROBUST_F10_L5_20,MEDIAN,KOSDAQ,1,INTERACTION_DID,0.008018427645383295,31
OOS,ROBUST_F10_L5_20,MEDIAN,KOSDAQ,5,A_MINUS_D,0.004123532489542479,30
OOS,ROBUST_F10_L5_20,MEDIAN,KOSDAQ,5,C_MINUS_B,0.014817299750942007,30
OOS,ROBUST_F10_L5_20,MEDIAN,KOSDAQ,5,LIQ_EFFECT_WHEN_FACTOR_HIGH_A_MINUS_B,0.008618329105680993,30
OOS,ROBUST_F10_L5_20,MEDIAN,KOSDAQ,5,LIQ_EFFECT_WHEN_FACTOR_LOW_C_MINUS_D,0.010322503134803492,30
OOS,ROBUST_F10_L5_20,MEDIAN,KOSDAQ,5,FACTOR_EFFECT_WHEN_LIQ_HIGH_A_MINUS_C,-0.006198970645261014,30
OOS,ROBUST_F10_L5_20,MEDIAN,KOSDAQ,5,FACTOR_EFFECT_WHEN_LIQ_LOW_B_MINUS_D,-0.004494796616138515,30
OOS,ROBUST_F10_L5_20,MEDIAN,KOSDAQ,5,INTERACTION_DID,-0.0017041740291224988,30
OOS,ROBUST_F10_L5_20,MEDIAN,KOSDAQ,20,A_MINUS_D,0.017004011639646478,30
OOS,ROBUST_F10_L5_20,MEDIAN,KOSDAQ,20,C_MINUS_B,0.012042614054526769,30
OOS,ROBUST_F10_L5_20,MEDIAN,KOSDAQ,20,LIQ_EFFECT_WHEN_FACTOR_HIGH_A_MINUS_B,0.019974394004552993,30
OOS,ROBUST_F10_L5_20,MEDIAN,KOSDAQ,20,LIQ_EFFECT_WHEN_FACTOR_LOW_C_MINUS_D,0.009072231689620252,30
OOS,ROBUST_F10_L5_20,MEDIAN,KOSDAQ,20,FACTOR_EFFECT_WHEN_LIQ_HIGH_A_MINUS_C,0.007931779950026224,30
OOS,ROBUST_F10_L5_20,MEDIAN,KOSDAQ,20,FACTOR_EFFECT_WHEN_LIQ_LOW_B_MINUS_D,-0.0029703823649065157,30
OOS,ROBUST_F10_L5_20,MEDIAN,KOSDAQ,20,INTERACTION_DID,0.010902162314932741,30
OOS,ROBUST_F10_L5_20,MEDIAN,KOSDAQ_PLUS_KOSPI_EX_K200,1,A_MINUS_D,-0.0053795597219296835,20
OOS,ROBUST_F10_L5_20,MEDIAN,KOSDAQ_PLUS_KOSPI_EX_K200,1,C_MINUS_B,0.0013947336150691647,20
OOS,ROBUST_F10_L5_20,MEDIAN,KOSDAQ_PLUS_KOSPI_EX_K200,1,LIQ_EFFECT_WHEN_FACTOR_HIGH_A_MINUS_B,0.000569083920438801,20
OOS,ROBUST_F10_L5_20,MEDIAN,KOSDAQ_PLUS_KOSPI_EX_K200,1,LIQ_EFFECT_WHEN_FACTOR_LOW_C_MINUS_D,-0.00455391002729932,20
OOS,ROBUST_F10_L5_20,MEDIAN,KOSDAQ_PLUS_KOSPI_EX_K200,1,FACTOR_EFFECT_WHEN_LIQ_HIGH_A_MINUS_C,-0.0008256496946303636,20
OOS,ROBUST_F10_L5_20,MEDIAN,KOSDAQ_PLUS_KOSPI_EX_K200,1,FACTOR_EFFECT_WHEN_LIQ_LOW_B_MINUS_D,-0.005948643642368485,20
OOS,ROBUST_F10_L5_20,MEDIAN,KOSDAQ_PLUS_KOSPI_EX_K200,1,INTERACTION_DID,0.005122993947738122,20
OOS,ROBUST_F10_L5_20,MEDIAN,KOSDAQ_PLUS_KOSPI_EX_K200,5,A_MINUS_D,0.006306089282287969,19
OOS,ROBUST_F10_L5_20,MEDIAN,KOSDAQ_PLUS_KOSPI_EX_K200,5,C_MINUS_B,0.008978684011002542,19
OOS,ROBUST_F10_L5_20,MEDIAN,KOSDAQ_PLUS_KOSPI_EX_K200,5,LIQ_EFFECT_WHEN_FACTOR_HIGH_A_MINUS_B,0.009464105415170522,19
OOS,ROBUST_F10_L5_20,MEDIAN,KOSDAQ_PLUS_KOSPI_EX_K200,5,LIQ_EFFECT_WHEN_FACTOR_LOW_C_MINUS_D,0.005820667878119988,19
OOS,ROBUST_F10_L5_20,MEDIAN,KOSDAQ_PLUS_KOSPI_EX_K200,5,FACTOR_EFFECT_WHEN_LIQ_HIGH_A_MINUS_C,0.00048542140416798097,19
OOS,ROBUST_F10_L5_20,MEDIAN,KOSDAQ_PLUS_KOSPI_EX_K200,5,FACTOR_EFFECT_WHEN_LIQ_LOW_B_MINUS_D,-0.0031580161328825535,19
OOS,ROBUST_F10_L5_20,MEDIAN,KOSDAQ_PLUS_KOSPI_EX_K200,5,INTERACTION_DID,0.0036434375370505336,19
OOS,ROBUST_F10_L5_20,MEDIAN,KOSDAQ_PLUS_KOSPI_EX_K200,20,A_MINUS_D,0.013745933477597585,19
OOS,ROBUST_F10_L5_20,MEDIAN,KOSDAQ_PLUS_KOSPI_EX_K200,20,C_MINUS_B,0.01234033326726432,19
OOS,ROBUST_F10_L5_20,MEDIAN,KOSDAQ_PLUS_KOSPI_EX_K200,20,LIQ_EFFECT_WHEN_FACTOR_HIGH_A_MINUS_B,0.015767398053118536,19
OOS,ROBUST_F10_L5_20,MEDIAN,KOSDAQ_PLUS_KOSPI_EX_K200,20,LIQ_EFFECT_WHEN_FACTOR_LOW_C_MINUS_D,0.010318868691743371,19
OOS,ROBUST_F10_L5_20,MEDIAN,KOSDAQ_PLUS_KOSPI_EX_K200,20,FACTOR_EFFECT_WHEN_LIQ_HIGH_A_MINUS_C,0.003427064785854214,19
OOS,ROBUST_F10_L5_20,MEDIAN,KOSDAQ_PLUS_KOSPI_EX_K200,20,FACTOR_EFFECT_WHEN_LIQ_LOW_B_MINUS_D,-0.0020214645755209496,19
OOS,ROBUST_F10_L5_20,MEDIAN,KOSDAQ_PLUS_KOSPI_EX_K200,20,INTERACTION_DID,0.005448529361375165,19
OOS,ROBUST_F10_L5_20,MEDIAN,KOSPI_ALL,1,A_MINUS_D,-0.004688987398874571,23
OOS,ROBUST_F10_L5_20,MEDIAN,KOSPI_ALL,1,C_MINUS_B,-0.0007322428147054318,23
OOS,ROBUST_F10_L5_20,MEDIAN,KOSPI_ALL,1,LIQ_EFFECT_WHEN_FACTOR_HIGH_A_MINUS_B,0.0001828160190983319,23
OOS,ROBUST_F10_L5_20,MEDIAN,KOSPI_ALL,1,LIQ_EFFECT_WHEN_FACTOR_LOW_C_MINUS_D,-0.005604046232678335,23
OOS,ROBUST_F10_L5_20,MEDIAN,KOSPI_ALL,1,FACTOR_EFFECT_WHEN_LIQ_HIGH_A_MINUS_C,0.0009150588338037637,23
OOS,ROBUST_F10_L5_20,MEDIAN,KOSPI_ALL,1,FACTOR_EFFECT_WHEN_LIQ_LOW_B_MINUS_D,-0.004871803417972903,23
OOS,ROBUST_F10_L5_20,MEDIAN,KOSPI_ALL,1,INTERACTION_DID,0.005786862251776667,23
OOS,ROBUST_F10_L5_20,MEDIAN,KOSPI_ALL,5,A_MINUS_D,0.011181143061721889,22
OOS,ROBUST_F10_L5_20,MEDIAN,KOSPI_ALL,5,C_MINUS_B,0.0054042585129530415,22
OOS,ROBUST_F10_L5_20,MEDIAN,KOSPI_ALL,5,LIQ_EFFECT_WHEN_FACTOR_HIGH_A_MINUS_B,0.01603273114668842,22
OOS,ROBUST_F10_L5_20,MEDIAN,KOSPI_ALL,5,LIQ_EFFECT_WHEN_FACTOR_LOW_C_MINUS_D,0.000552670427986509,22
OOS,ROBUST_F10_L5_20,MEDIAN,KOSPI_ALL,5,FACTOR_EFFECT_WHEN_LIQ_HIGH_A_MINUS_C,0.01062847263373538,22
OOS,ROBUST_F10_L5_20,MEDIAN,KOSPI_ALL,5,FACTOR_EFFECT_WHEN_LIQ_LOW_B_MINUS_D,-0.0048515880849665325,22
OOS,ROBUST_F10_L5_20,MEDIAN,KOSPI_ALL,5,INTERACTION_DID,0.01548006071870191,22
OOS,ROBUST_F10_L5_20,MEDIAN,KOSPI_ALL,20,A_MINUS_D,0.02518441305162763,22
OOS,ROBUST_F10_L5_20,MEDIAN,KOSPI_ALL,20,C_MINUS_B,0.005691677665007795,22
OOS,ROBUST_F10_L5_20,MEDIAN,KOSPI_ALL,20,LIQ_EFFECT_WHEN_FACTOR_HIGH_A_MINUS_B,0.05646342218827116,22
OOS,ROBUST_F10_L5_20,MEDIAN,KOSPI_ALL,20,LIQ_EFFECT_WHEN_FACTOR_LOW_C_MINUS_D,-0.02558733147163574,22
OOS,ROBUST_F10_L5_20,MEDIAN,KOSPI_ALL,20,FACTOR_EFFECT_WHEN_LIQ_HIGH_A_MINUS_C,0.05077174452326337,22
OOS,ROBUST_F10_L5_20,MEDIAN,KOSPI_ALL,20,FACTOR_EFFECT_WHEN_LIQ_LOW_B_MINUS_D,-0.03127900913664353,22
OOS,ROBUST_F10_L5_20,MEDIAN,KOSPI_ALL,20,INTERACTION_DID,0.0820507536599069,22
OOS,ROBUST_F10_L5_20,MEDIAN,KOSPI_EX_K200,1,A_MINUS_D,-0.0030592291455199955,26
OOS,ROBUST_F10_L5_20,MEDIAN,KOSPI_EX_K200,1,C_MINUS_B,-0.0007279141415584896,26
OOS,ROBUST_F10_L5_20,MEDIAN,KOSPI_EX_K200,1,LIQ_EFFECT_WHEN_FACTOR_HIGH_A_MINUS_B,-0.0010422253223183408,26
OOS,ROBUST_F10_L5_20,MEDIAN,KOSPI_EX_K200,1,LIQ_EFFECT_WHEN_FACTOR_LOW_C_MINUS_D,-0.002744917964760144,26
OOS,ROBUST_F10_L5_20,MEDIAN,KOSPI_EX_K200,1,FACTOR_EFFECT_WHEN_LIQ_HIGH_A_MINUS_C,-0.0003143111807598512,26
OOS,ROBUST_F10_L5_20,MEDIAN,KOSPI_EX_K200,1,FACTOR_EFFECT_WHEN_LIQ_LOW_B_MINUS_D,-0.0020170038232016543,26
OOS,ROBUST_F10_L5_20,MEDIAN,KOSPI_EX_K200,1,INTERACTION_DID,0.0017026926424418033,26
OOS,ROBUST_F10_L5_20,MEDIAN,KOSPI_EX_K200,5,A_MINUS_D,0.0015091475507720345,26
OOS,ROBUST_F10_L5_20,MEDIAN,KOSPI_EX_K200,5,C_MINUS_B,0.0036153807393495122,26
OOS,ROBUST_F10_L5_20,MEDIAN,KOSPI_EX_K200,5,LIQ_EFFECT_WHEN_FACTOR_HIGH_A_MINUS_B,0.005637941760234438,26
OOS,ROBUST_F10_L5_20,MEDIAN,KOSPI_EX_K200,5,LIQ_EFFECT_WHEN_FACTOR_LOW_C_MINUS_D,-0.0005134134701128921,26
OOS,ROBUST_F10_L5_20,MEDIAN,KOSPI_EX_K200,5,FACTOR_EFFECT_WHEN_LIQ_HIGH_A_MINUS_C,0.0020225610208849266,26
OOS,ROBUST_F10_L5_20,MEDIAN,KOSPI_EX_K200,5,FACTOR_EFFECT_WHEN_LIQ_LOW_B_MINUS_D,-0.004128794209462404,26
OOS,ROBUST_F10_L5_20,MEDIAN,KOSPI_EX_K200,5,INTERACTION_DID,0.0061513552303473305,26
OOS,ROBUST_F10_L5_20,MEDIAN,KOSPI_EX_K200,20,A_MINUS_D,0.009339679338295891,26
OOS,ROBUST_F10_L5_20,MEDIAN,KOSPI_EX_K200,20,C_MINUS_B,0.006185947025112461,26
OOS,ROBUST_F10_L5_20,MEDIAN,KOSPI_EX_K200,20,LIQ_EFFECT_WHEN_FACTOR_HIGH_A_MINUS_B,0.0025111663152317283,26
OOS,ROBUST_F10_L5_20,MEDIAN,KOSPI_EX_K200,20,LIQ_EFFECT_WHEN_FACTOR_LOW_C_MINUS_D,0.013014460048176624,26
OOS,ROBUST_F10_L5_20,MEDIAN,KOSPI_EX_K200,20,FACTOR_EFFECT_WHEN_LIQ_HIGH_A_MINUS_C,-0.003674780709880733,26
OOS,ROBUST_F10_L5_20,MEDIAN,KOSPI_EX_K200,20,FACTOR_EFFECT_WHEN_LIQ_LOW_B_MINUS_D,0.006828513023064162,26
OOS,ROBUST_F10_L5_20,MEDIAN,KOSPI_EX_K200,20,INTERACTION_DID,-0.010503293732944896,26
OOS,ROBUST_F10_L5_20,MEDIAN,KOSPI_KOSDAQ_ALL,1,A_MINUS_D,-0.004272627531508457,18
OOS,ROBUST_F10_L5_20,MEDIAN,KOSPI_KOSDAQ_ALL,1,C_MINUS_B,0.001786895797200812,18
OOS,ROBUST_F10_L5_20,MEDIAN,KOSPI_KOSDAQ_ALL,1,LIQ_EFFECT_WHEN_FACTOR_HIGH_A_MINUS_B,-0.0005024191146830448,18
OOS,ROBUST_F10_L5_20,MEDIAN,KOSPI_KOSDAQ_ALL,1,LIQ_EFFECT_WHEN_FACTOR_LOW_C_MINUS_D,-0.0019833126196246,18
OOS,ROBUST_F10_L5_20,MEDIAN,KOSPI_KOSDAQ_ALL,1,FACTOR_EFFECT_WHEN_LIQ_HIGH_A_MINUS_C,-0.002289314911883857,18
OOS,ROBUST_F10_L5_20,MEDIAN,KOSPI_KOSDAQ_ALL,1,FACTOR_EFFECT_WHEN_LIQ_LOW_B_MINUS_D,-0.003770208416825412,18
OOS,ROBUST_F10_L5_20,MEDIAN,KOSPI_KOSDAQ_ALL,1,INTERACTION_DID,0.0014808935049415552,18
OOS,ROBUST_F10_L5_20,MEDIAN,KOSPI_KOSDAQ_ALL,5,A_MINUS_D,0.018017850668598807,17
OOS,ROBUST_F10_L5_20,MEDIAN,KOSPI_KOSDAQ_ALL,5,C_MINUS_B,0.0037302893178901616,17
OOS,ROBUST_F10_L5_20,MEDIAN,KOSPI_KOSDAQ_ALL,5,LIQ_EFFECT_WHEN_FACTOR_HIGH_A_MINUS_B,0.012327542756704175,17
OOS,ROBUST_F10_L5_20,MEDIAN,KOSPI_KOSDAQ_ALL,5,LIQ_EFFECT_WHEN_FACTOR_LOW_C_MINUS_D,0.009420597229784791,17
OOS,ROBUST_F10_L5_20,MEDIAN,KOSPI_KOSDAQ_ALL,5,FACTOR_EFFECT_WHEN_LIQ_HIGH_A_MINUS_C,0.008597253438814016,17
OOS,ROBUST_F10_L5_20,MEDIAN,KOSPI_KOSDAQ_ALL,5,FACTOR_EFFECT_WHEN_LIQ_LOW_B_MINUS_D,0.00569030791189463,17
OOS,ROBUST_F10_L5_20,MEDIAN,KOSPI_KOSDAQ_ALL,5,INTERACTION_DID,0.002906945526919384,17
OOS,ROBUST_F10_L5_20,MEDIAN,KOSPI_KOSDAQ_ALL,20,A_MINUS_D,0.03635830237941988,17
OOS,ROBUST_F10_L5_20,MEDIAN,KOSPI_KOSDAQ_ALL,20,C_MINUS_B,0.004519275514319793,17
OOS,ROBUST_F10_L5_20,MEDIAN,KOSPI_KOSDAQ_ALL,20,LIQ_EFFECT_WHEN_FACTOR_HIGH_A_MINUS_B,0.04538626363641058,17
OOS,ROBUST_F10_L5_20,MEDIAN,KOSPI_KOSDAQ_ALL,20,LIQ_EFFECT_WHEN_FACTOR_LOW_C_MINUS_D,-0.004508685742670906,17
OOS,ROBUST_F10_L5_20,MEDIAN,KOSPI_KOSDAQ_ALL,20,FACTOR_EFFECT_WHEN_LIQ_HIGH_A_MINUS_C,0.04086698812209079,17
OOS,ROBUST_F10_L5_20,MEDIAN,KOSPI_KOSDAQ_ALL,20,FACTOR_EFFECT_WHEN_LIQ_LOW_B_MINUS_D,-0.009027961256990699,17
OOS,ROBUST_F10_L5_20,MEDIAN,KOSPI_KOSDAQ_ALL,20,INTERACTION_DID,0.04989494937908148,17
OOS,ROBUST_F20_L1_20,EXTREME_TERCILE,K200,1,A_MINUS_D,-0.005730503929903575,11
OOS,ROBUST_F20_L1_20,EXTREME_TERCILE,K200,1,C_MINUS_B,-0.0031119640706874768,11
OOS,ROBUST_F20_L1_20,EXTREME_TERCILE,K200,1,LIQ_EFFECT_WHEN_FACTOR_HIGH_A_MINUS_B,-0.0015231673264906784,11
OOS,ROBUST_F20_L1_20,EXTREME_TERCILE,K200,1,LIQ_EFFECT_WHEN_FACTOR_LOW_C_MINUS_D,-0.0073193006741003735,11
OOS,ROBUST_F20_L1_20,EXTREME_TERCILE,K200,1,FACTOR_EFFECT_WHEN_LIQ_HIGH_A_MINUS_C,0.0015887967441967983,11
OOS,ROBUST_F20_L1_20,EXTREME_TERCILE,K200,1,FACTOR_EFFECT_WHEN_LIQ_LOW_B_MINUS_D,-0.004207336603412897,11
OOS,ROBUST_F20_L1_20,EXTREME_TERCILE,K200,1,INTERACTION_DID,0.005796133347609695,11
OOS,ROBUST_F20_L1_20,EXTREME_TERCILE,K200,5,A_MINUS_D,0.005665229063064782,11
OOS,ROBUST_F20_L1_20,EXTREME_TERCILE,K200,5,C_MINUS_B,0.002040521951979054,11
OOS,ROBUST_F20_L1_20,EXTREME_TERCILE,K200,5,LIQ_EFFECT_WHEN_FACTOR_HIGH_A_MINUS_B,0.007515149743357058,11
OOS,ROBUST_F20_L1_20,EXTREME_TERCILE,K200,5,LIQ_EFFECT_WHEN_FACTOR_LOW_C_MINUS_D,0.000190601271686778,11
OOS,ROBUST_F20_L1_20,EXTREME_TERCILE,K200,5,FACTOR_EFFECT_WHEN_LIQ_HIGH_A_MINUS_C,0.005474627791378004,11
OOS,ROBUST_F20_L1_20,EXTREME_TERCILE,K200,5,FACTOR_EFFECT_WHEN_LIQ_LOW_B_MINUS_D,-0.0018499206802922762,11
OOS,ROBUST_F20_L1_20,EXTREME_TERCILE,K200,5,INTERACTION_DID,0.007324548471670279,11
OOS,ROBUST_F20_L1_20,EXTREME_TERCILE,K200,20,A_MINUS_D,0.03451319027475937,11
OOS,ROBUST_F20_L1_20,EXTREME_TERCILE,K200,20,C_MINUS_B,0.01973784735648842,11
OOS,ROBUST_F20_L1_20,EXTREME_TERCILE,K200,20,LIQ_EFFECT_WHEN_FACTOR_HIGH_A_MINUS_B,0.058188326149059263,11
OOS,ROBUST_F20_L1_20,EXTREME_TERCILE,K200,20,LIQ_EFFECT_WHEN_FACTOR_LOW_C_MINUS_D,-0.003937288517811473,11
OOS,ROBUST_F20_L1_20,EXTREME_TERCILE,K200,20,FACTOR_EFFECT_WHEN_LIQ_HIGH_A_MINUS_C,0.038450478792570845,11
OOS,ROBUST_F20_L1_20,EXTREME_TERCILE,K200,20,FACTOR_EFFECT_WHEN_LIQ_LOW_B_MINUS_D,-0.023675135874299896,11
OOS,ROBUST_F20_L1_20,EXTREME_TERCILE,K200,20,INTERACTION_DID,0.062125614666870735,11
OOS,ROBUST_F20_L1_20,EXTREME_TERCILE,KOSDAQ,1,A_MINUS_D,-0.00012068039929196534,19
OOS,ROBUST_F20_L1_20,EXTREME_TERCILE,KOSDAQ,1,C_MINUS_B,-0.0009330873031566337,19
OOS,ROBUST_F20_L1_20,EXTREME_TERCILE,KOSDAQ,1,LIQ_EFFECT_WHEN_FACTOR_HIGH_A_MINUS_B,-0.004125557544388148,19
OOS,ROBUST_F20_L1_20,EXTREME_TERCILE,KOSDAQ,1,LIQ_EFFECT_WHEN_FACTOR_LOW_C_MINUS_D,0.0030717898419395486,19
OOS,ROBUST_F20_L1_20,EXTREME_TERCILE,KOSDAQ,1,FACTOR_EFFECT_WHEN_LIQ_HIGH_A_MINUS_C,-0.003192470241231514,19
OOS,ROBUST_F20_L1_20,EXTREME_TERCILE,KOSDAQ,1,FACTOR_EFFECT_WHEN_LIQ_LOW_B_MINUS_D,0.004004877145096182,19
OOS,ROBUST_F20_L1_20,EXTREME_TERCILE,KOSDAQ,1,INTERACTION_DID,-0.007197347386327696,19
OOS,ROBUST_F20_L1_20,EXTREME_TERCILE,KOSDAQ,5,A_MINUS_D,0.001235605612500708,19
OOS,ROBUST_F20_L1_20,EXTREME_TERCILE,KOSDAQ,5,C_MINUS_B,0.026625749853857857,19
OOS,ROBUST_F20_L1_20,EXTREME_TERCILE,KOSDAQ,5,LIQ_EFFECT_WHEN_FACTOR_HIGH_A_MINUS_B,0.020560454538537058,19
OOS,ROBUST_F20_L1_20,EXTREME_TERCILE,KOSDAQ,5,LIQ_EFFECT_WHEN_FACTOR_LOW_C_MINUS_D,0.007300900927821505,19
OOS,ROBUST_F20_L1_20,EXTREME_TERCILE,KOSDAQ,5,FACTOR_EFFECT_WHEN_LIQ_HIGH_A_MINUS_C,-0.006065295315320797,19
OOS,ROBUST_F20_L1_20,EXTREME_TERCILE,KOSDAQ,5,FACTOR_EFFECT_WHEN_LIQ_LOW_B_MINUS_D,-0.01932484892603635,19
OOS,ROBUST_F20_L1_20,EXTREME_TERCILE,KOSDAQ,5,INTERACTION_DID,0.013259553610715551,19
