sample,spec,split_rule,universe,forward_horizon,state,n,mean_fwd_return,median_fwd_return,positive_share,mean_trailing20_return,median_trailing20_return,mean_factor_breadth,mean_liquidity_breadth,factor_low_cut,factor_high_cut,liq_low_cut,liq_high_cut
OOS,MAIN_F20_L5_20,EXTREME_TERCILE,KOSPI_KOSDAQ_ALL,1,C_FLOW_LHIGH,18,-0.0020027205244772827,-0.0011806585156145155,0.4444444444444444,0.07887697995983109,0.07157202583100208,0.4097222222222222,0.4855396207733393,0.5,0.625,0.3078235309555678,0.4059033477238219
OOS,MAIN_F20_L5_20,EXTREME_TERCILE,KOSPI_KOSDAQ_ALL,1,D_FLOW_LLOW,28,0.004138144273617382,0.00047126914223039995,0.5357142857142857,-0.006081154367795182,-0.0036084451743600516,0.4330357142857143,0.2698313820627836,0.5,0.625,0.3078235309555678,0.4059033477238219
TRAIN,MAIN_F20_L5_20,EXTREME_TERCILE,KOSPI_KOSDAQ_ALL,5,A_FHIGH_LHIGH,53,0.0026369382618152007,0.004723510466328022,0.5849056603773585,0.010393545875173089,0.020487895212705966,0.714622641509434,0.46475845647068975,0.5,0.625,0.3078235309555678,0.4059033477238219
TRAIN,MAIN_F20_L5_20,EXTREME_TERCILE,KOSPI_KOSDAQ_ALL,5,B_FHIGH_LLOW,67,-0.0025652084963640157,-0.0009885800257410937,0.4626865671641791,-0.02292121428848489,-0.02387468187625672,0.7406716417910447,0.2597008492910241,0.5,0.625,0.3078235309555678,0.4059033477238219
TRAIN,MAIN_F20_L5_20,EXTREME_TERCILE,KOSPI_KOSDAQ_ALL,5,C_FLOW_LHIGH,61,0.0028782052488207205,0.007476490166183253,0.6557377049180327,0.034036707017240826,0.03565970277079433,0.3729508196721312,0.473646066221891,0.5,0.625,0.3078235309555678,0.4059033477238219
TRAIN,MAIN_F20_L5_20,EXTREME_TERCILE,KOSPI_KOSDAQ_ALL,5,D_FLOW_LLOW,47,0.002837253942473071,0.0026766788157958276,0.574468085106383,-0.007579713141149377,-0.005150542667388253,0.4175531914893617,0.2554003352609734,0.5,0.625,0.3078235309555678,0.4059033477238219
OOS,MAIN_F20_L5_20,EXTREME_TERCILE,KOSPI_KOSDAQ_ALL,5,A_FHIGH_LHIGH,27,0.025656659890570692,0.0157841535033696,0.7777777777777778,0.09572897062016274,0.08376920508202923,0.7453703703703703,0.49881274189625885,0.5,0.625,0.3078235309555678,0.4059033477238219
OOS,MAIN_F20_L5_20,EXTREME_TERCILE,KOSPI_KOSDAQ_ALL,5,B_FHIGH_LLOW,39,-0.008186673695817515,-0.00307183187599194,0.46153846153846156,-0.010351395340504043,-0.019404809503368335,0.75,0.2416685883772122,0.5,0.625,0.3078235309555678,0.4059033477238219
OOS,MAIN_F20_L5_20,EXTREME_TERCILE,KOSPI_KOSDAQ_ALL,5,C_FLOW_LHIGH,18,0.010575785517610603,0.014548437395860286,0.6111111111111112,0.07887697995983109,0.07157202583100208,0.4097222222222222,0.4855396207733393,0.5,0.625,0.3078235309555678,0.4059033477238219
OOS,MAIN_F20_L5_20,EXTREME_TERCILE,KOSPI_KOSDAQ_ALL,5,D_FLOW_LLOW,28,0.010743462472328578,0.009632184862451864,0.6071428571428571,-0.006081154367795182,-0.0036084451743600516,0.4330357142857143,0.2698313820627836,0.5,0.625,0.3078235309555678,0.4059033477238219
TRAIN,MAIN_F20_L5_20,EXTREME_TERCILE,KOSPI_KOSDAQ_ALL,20,A_FHIGH_LHIGH,53,0.0046291428652460685,0.005455656972687792,0.6226415094339622,0.010393545875173089,0.020487895212705966,0.714622641509434,0.46475845647068975,0.5,0.625,0.3078235309555678,0.4059033477238219
TRAIN,MAIN_F20_L5_20,EXTREME_TERCILE,KOSPI_KOSDAQ_ALL,20,B_FHIGH_LLOW,67,7.111784955208094e-05,0.009631219740709678,0.5522388059701493,-0.02292121428848489,-0.02387468187625672,0.7406716417910447,0.2597008492910241,0.5,0.625,0.3078235309555678,0.4059033477238219
TRAIN,MAIN_F20_L5_20,EXTREME_TERCILE,KOSPI_KOSDAQ_ALL,20,C_FLOW_LHIGH,61,0.003695930435567496,0.0022031089137146574,0.5081967213114754,0.034036707017240826,0.03565970277079433,0.3729508196721312,0.473646066221891,0.5,0.625,0.3078235309555678,0.4059033477238219
TRAIN,MAIN_F20_L5_20,EXTREME_TERCILE,KOSPI_KOSDAQ_ALL,20,D_FLOW_LLOW,47,0.006377747954520174,0.012077744110258064,0.574468085106383,-0.007579713141149377,-0.005150542667388253,0.4175531914893617,0.2554003352609734,0.5,0.625,0.3078235309555678,0.4059033477238219
OOS,MAIN_F20_L5_20,EXTREME_TERCILE,KOSPI_KOSDAQ_ALL,20,A_FHIGH_LHIGH,27,0.05537185203855376,0.0516622920816408,0.7037037037037037,0.09572897062016274,0.08376920508202923,0.7453703703703703,0.49881274189625885,0.5,0.625,0.3078235309555678,0.4059033477238219
OOS,MAIN_F20_L5_20,EXTREME_TERCILE,KOSPI_KOSDAQ_ALL,20,B_FHIGH_LLOW,36,-0.010571224496409175,-0.0045720553747972325,0.5,0.009433424345301058,-0.013318197145838859,0.7569444444444444,0.2436286078585591,0.5,0.625,0.3078235309555678,0.4059033477238219
OOS,MAIN_F20_L5_20,EXTREME_TERCILE,KOSPI_KOSDAQ_ALL,20,C_FLOW_LHIGH,18,0.0464050377201097,0.007022548184334613,0.6111111111111112,0.07887697995983109,0.07157202583100208,0.4097222222222222,0.4855396207733393,0.5,0.625,0.3078235309555678,0.4059033477238219
OOS,MAIN_F20_L5_20,EXTREME_TERCILE,KOSPI_KOSDAQ_ALL,20,D_FLOW_LLOW,28,0.03147073286995198,0.016746662325964688,0.6071428571428571,-0.006081154367795182,-0.0036084451743600516,0.4330357142857143,0.2698313820627836,0.5,0.625,0.3078235309555678,0.4059033477238219
TRAIN,ROBUST_F10_L5_20,MEDIAN,K200,1,A_FHIGH_LHIGH,114,0.001277685838882706,0.0007021344117344,0.5614035087719298,0.00342046346755007,0.011876173662062657,0.6557017543859649,0.5414201884265606,,0.5,,0.3894736842105263
TRAIN,ROBUST_F10_L5_20,MEDIAN,K200,1,B_FHIGH_LLOW,111,-0.000870707902001819,0.0004186496600809,0.5315315315315315,-0.004570703039042717,-0.002228337887501363,0.6576576576576577,0.28467763070918695,,0.5,,0.3894736842105263
TRAIN,ROBUST_F10_L5_20,MEDIAN,K200,1,C_FLOW_LHIGH,57,-0.00043462799829195977,0.0011761413361014,0.5789473684210527,0.025701202299281214,0.01687701294965909,0.26535087719298245,0.518868581139448,,0.5,,0.3894736842105263
TRAIN,ROBUST_F10_L5_20,MEDIAN,K200,1,D_FLOW_LLOW,59,-0.0007036059885489997,-0.0013973691490986,0.3898305084745763,-0.00018062705716962433,0.006271808986049495,0.2690677966101695,0.28655107292257137,,0.5,,0.3894736842105263
OOS,ROBUST_F10_L5_20,MEDIAN,K200,1,A_FHIGH_LHIGH,66,-0.0005038741990085669,0.00120185155987645,0.5454545454545454,0.07008427048064592,0.04951155660816954,0.6628787878787878,0.5642790492009991,,0.5,,0.3894736842105263
OOS,ROBUST_F10_L5_20,MEDIAN,K200,1,B_FHIGH_LLOW,60,0.0042080138398849255,0.00381099767885155,0.5666666666666667,-0.013612584363017936,-0.011750256949125258,0.6625,0.26087209097036834,,0.5,,0.3894736842105263
OOS,ROBUST_F10_L5_20,MEDIAN,K200,1,C_FLOW_LHIGH,20,0.00860796479347277,0.00557683943317245,0.7,0.02347851780927344,0.019622760476402525,0.2625,0.5557301257686014,,0.5,,0.3894736842105263
OOS,ROBUST_F10_L5_20,MEDIAN,K200,1,D_FLOW_LLOW,29,-0.004009722154907255,-0.0003643075382921,0.4827586206896552,0.02520032314154956,0.016837578916862588,0.28448275862068967,0.29597170491493624,,0.5,,0.3894736842105263
TRAIN,ROBUST_F10_L5_20,MEDIAN,K200,5,A_FHIGH_LHIGH,114,-0.0006586325616442961,0.0017263786286865327,0.5350877192982456,0.00342046346755007,0.011876173662062657,0.6557017543859649,0.5414201884265606,,0.5,,0.3894736842105263
TRAIN,ROBUST_F10_L5_20,MEDIAN,K200,5,B_FHIGH_LLOW,111,0.0018561332078306447,0.0022442854375387196,0.5765765765765766,-0.004570703039042717,-0.002228337887501363,0.6576576576576577,0.28467763070918695,,0.5,,0.3894736842105263
TRAIN,ROBUST_F10_L5_20,MEDIAN,K200,5,C_FLOW_LHIGH,57,0.0032553073132595175,0.004667909890195915,0.6140350877192983,0.025701202299281214,0.01687701294965909,0.26535087719298245,0.518868581139448,,0.5,,0.3894736842105263
TRAIN,ROBUST_F10_L5_20,MEDIAN,K200,5,D_FLOW_LLOW,59,-0.00040997904750169365,0.001513432250268709,0.5254237288135594,-0.00018062705716962433,0.006271808986049495,0.2690677966101695,0.28655107292257137,,0.5,,0.3894736842105263
OOS,ROBUST_F10_L5_20,MEDIAN,K200,5,A_FHIGH_LHIGH,66,0.011633424400626771,0.007173017600931091,0.6212121212121212,0.07008427048064592,0.04951155660816954,0.6628787878787878,0.5642790492009991,,0.5,,0.3894736842105263
OOS,ROBUST_F10_L5_20,MEDIAN,K200,5,B_FHIGH_LLOW,60,0.002797104678481407,0.005404148341997553,0.5833333333333334,-0.013612584363017936,-0.011750256949125258,0.6625,0.26087209097036834,,0.5,,0.3894736842105263
OOS,ROBUST_F10_L5_20,MEDIAN,K200,5,C_FLOW_LHIGH,19,0.01471843182954274,0.010859505591482568,0.6842105263157895,0.036015496299482884,0.026197336679954525,0.2565789473684211,0.5500676806556555,,0.5,,0.3894736842105263
OOS,ROBUST_F10_L5_20,MEDIAN,K200,5,D_FLOW_LLOW,29,-0.00037447384199669573,0.001117518568882832,0.5517241379310345,0.02520032314154956,0.016837578916862588,0.28448275862068967,0.29597170491493624,,0.5,,0.3894736842105263
TRAIN,ROBUST_F10_L5_20,MEDIAN,K200,20,A_FHIGH_LHIGH,114,0.0022162799304489716,0.005703465180892113,0.5614035087719298,0.00342046346755007,0.011876173662062657,0.6557017543859649,0.5414201884265606,,0.5,,0.3894736842105263
TRAIN,ROBUST_F10_L5_20,MEDIAN,K200,20,B_FHIGH_LLOW,111,0.008608354958035976,0.012020208468859823,0.5945945945945946,-0.004570703039042717,-0.002228337887501363,0.6576576576576577,0.28467763070918695,,0.5,,0.3894736842105263
TRAIN,ROBUST_F10_L5_20,MEDIAN,K200,20,C_FLOW_LHIGH,57,-0.0027049488939147395,0.006164028568714415,0.5263157894736842,0.025701202299281214,0.01687701294965909,0.26535087719298245,0.518868581139448,,0.5,,0.3894736842105263
TRAIN,ROBUST_F10_L5_20,MEDIAN,K200,20,D_FLOW_LLOW,59,0.0057207981374516916,0.0069691857840800744,0.559322033898305,-0.00018062705716962433,0.006271808986049495,0.2690677966101695,0.28655107292257137,,0.5,,0.3894736842105263
OOS,ROBUST_F10_L5_20,MEDIAN,K200,20,A_FHIGH_LHIGH,66,0.04634641184850243,0.031427487224434905,0.6818181818181818,0.07008427048064592,0.04951155660816954,0.6628787878787878,0.5642790492009991,,0.5,,0.3894736842105263
OOS,ROBUST_F10_L5_20,MEDIAN,K200,20,B_FHIGH_LLOW,57,0.018293339861606826,0.01613454925707392,0.5964912280701754,-0.0010214762057799633,-0.008847962809320545,0.6644736842105263,0.2649530782144228,,0.5,,0.3894736842105263
OOS,ROBUST_F10_L5_20,MEDIAN,K200,20,C_FLOW_LHIGH,19,0.025096903300556268,0.01562279224025875,0.6842105263157895,0.036015496299482884,0.026197336679954525,0.2565789473684211,0.5500676806556555,,0.5,,0.3894736842105263
OOS,ROBUST_F10_L5_20,MEDIAN,K200,20,D_FLOW_LLOW,29,0.011969194317225337,0.011586307147184744,0.6206896551724138,0.02520032314154956,0.016837578916862588,0.28448275862068967,0.29597170491493624,,0.5,,0.3894736842105263
TRAIN,ROBUST_F10_L5_20,EXTREME_TERCILE,K200,1,A_FHIGH_LHIGH,51,0.0009729029678328372,0.0007053282795155,0.5490196078431373,-0.007378002354931394,0.008679628015029793,0.7475490196078431,0.5952007407920364,0.375,0.625,0.3282051282051282,0.47901891252955087
TRAIN,ROBUST_F10_L5_20,EXTREME_TERCILE,K200,1,B_FHIGH_LLOW,53,-0.0013088603501471624,0.0004186496600809,0.5283018867924528,-0.002291379954849864,0.0019014840379598394,0.7216981132075472,0.25337518170919615,0.375,0.625,0.3282051282051282,0.47901891252955087
TRAIN,ROBUST_F10_L5_20,EXTREME_TERCILE,K200,1,C_FLOW_LHIGH,33,-0.0016426076751462789,0.0004235267051354,0.5151515151515151,0.03416903765921966,0.033983485882355516,0.26136363636363635,0.5834632429695278,0.375,0.625,0.3282051282051282,0.47901891252955087
TRAIN,ROBUST_F10_L5_20,EXTREME_TERCILE,K200,1,D_FLOW_LLOW,39,7.669013385841301e-05,-0.0001406450040469,0.4358974358974359,-0.004317351883016762,0.007595357583234668,0.24358974358974358,0.2506014513366907,0.375,0.625,0.3282051282051282,0.47901891252955087
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,K200,1,A_FHIGH_LHIGH,30,0.0009703202094879762,0.00103814823614515,0.5666666666666667,0.08762866193530702,0.06257590156726492,0.7625,0.6430367527687874,0.375,0.625,0.3282051282051282,0.47901891252955087
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,K200,1,B_FHIGH_LLOW,31,-0.0005105694013811607,0.0021676132639595,0.5483870967741935,-0.035420300764093846,-0.022382181782192416,0.7217741935483871,0.23569415999725804,0.375,0.625,0.3282051282051282,0.47901891252955087
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,K200,1,C_FLOW_LHIGH,12,0.01180328250081531,0.0102040586747388,0.75,0.02132854849215728,0.011742649690413344,0.28125,0.6377564279156996,0.375,0.625,0.3282051282051282,0.47901891252955087
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,K200,1,D_FLOW_LLOW,21,-0.005661398940194496,-0.0003643075382921,0.47619047619047616,0.028347174811466022,0.016837578916862588,0.27380952380952384,0.27253573391989844,0.375,0.625,0.3282051282051282,0.47901891252955087
TRAIN,ROBUST_F10_L5_20,EXTREME_TERCILE,K200,5,A_FHIGH_LHIGH,51,-0.002034368323756424,-0.0007986599919439046,0.49019607843137253,-0.007378002354931394,0.008679628015029793,0.7475490196078431,0.5952007407920364,0.375,0.625,0.3282051282051282,0.47901891252955087
TRAIN,ROBUST_F10_L5_20,EXTREME_TERCILE,K200,5,B_FHIGH_LLOW,53,0.007125786069240611,0.006934186428520384,0.6981132075471698,-0.002291379954849864,0.0019014840379598394,0.7216981132075472,0.25337518170919615,0.375,0.625,0.3282051282051282,0.47901891252955087
TRAIN,ROBUST_F10_L5_20,EXTREME_TERCILE,K200,5,C_FLOW_LHIGH,33,0.004314012381128674,0.005022825156177282,0.6666666666666666,0.03416903765921966,0.033983485882355516,0.26136363636363635,0.5834632429695278,0.375,0.625,0.3282051282051282,0.47901891252955087
TRAIN,ROBUST_F10_L5_20,EXTREME_TERCILE,K200,5,D_FLOW_LLOW,39,0.0030696092961812406,0.00350937901524939,0.5897435897435898,-0.004317351883016762,0.007595357583234668,0.24358974358974358,0.2506014513366907,0.375,0.625,0.3282051282051282,0.47901891252955087
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,K200,5,A_FHIGH_LHIGH,30,0.015333534074883576,0.009739481514536316,0.6666666666666666,0.08762866193530702,0.06257590156726492,0.7625,0.6430367527687874,0.375,0.625,0.3282051282051282,0.47901891252955087
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,K200,5,B_FHIGH_LLOW,31,-0.005725505736270042,0.0015232658619903643,0.5161290322580645,-0.035420300764093846,-0.022382181782192416,0.7217741935483871,0.23569415999725804,0.375,0.625,0.3282051282051282,0.47901891252955087
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,K200,5,C_FLOW_LHIGH,11,0.020290764685555213,0.01751672751962315,0.8181818181818182,0.042787877764599386,0.013048184272850523,0.2727272727272727,0.6354327774612566,0.375,0.625,0.3282051282051282,0.47901891252955087
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,K200,5,D_FLOW_LLOW,21,-0.0058778148667397705,-0.0019639729202800505,0.47619047619047616,0.028347174811466022,0.016837578916862588,0.27380952380952384,0.27253573391989844,0.375,0.625,0.3282051282051282,0.47901891252955087
TRAIN,ROBUST_F10_L5_20,EXTREME_TERCILE,K200,20,A_FHIGH_LHIGH,51,0.0031091849771498824,0.013793022257479677,0.5882352941176471,-0.007378002354931394,0.008679628015029793,0.7475490196078431,0.5952007407920364,0.375,0.625,0.3282051282051282,0.47901891252955087
TRAIN,ROBUST_F10_L5_20,EXTREME_TERCILE,K200,20,B_FHIGH_LLOW,53,0.016054205466600753,0.016651618122097304,0.660377358490566,-0.002291379954849864,0.0019014840379598394,0.7216981132075472,0.25337518170919615,0.375,0.625,0.3282051282051282,0.47901891252955087
TRAIN,ROBUST_F10_L5_20,EXTREME_TERCILE,K200,20,C_FLOW_LHIGH,33,0.005940653686915476,0.006164028568714415,0.5454545454545454,0.03416903765921966,0.033983485882355516,0.26136363636363635,0.5834632429695278,0.375,0.625,0.3282051282051282,0.47901891252955087
TRAIN,ROBUST_F10_L5_20,EXTREME_TERCILE,K200,20,D_FLOW_LLOW,39,0.011258517397198216,0.007890867138967417,0.5897435897435898,-0.004317351883016762,0.007595357583234668,0.24358974358974358,0.2506014513366907,0.375,0.625,0.3282051282051282,0.47901891252955087
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,K200,20,A_FHIGH_LHIGH,30,0.05450160857302254,0.03350496989786081,0.7,0.08762866193530702,0.06257590156726492,0.7625,0.6430367527687874,0.375,0.625,0.3282051282051282,0.47901891252955087
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,K200,20,B_FHIGH_LLOW,28,0.010150460022798275,0.022595207358344256,0.6785714285714286,-0.012124943058403252,-0.01806791998538118,0.7321428571428571,0.2413042485683928,0.375,0.625,0.3282051282051282,0.47901891252955087
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,K200,20,C_FLOW_LHIGH,11,0.022761857623568447,0.022056964521583334,0.7272727272727273,0.042787877764599386,0.013048184272850523,0.2727272727272727,0.6354327774612566,0.375,0.625,0.3282051282051282,0.47901891252955087
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,K200,20,D_FLOW_LLOW,21,0.006613370896950534,0.0062399162925822075,0.5714285714285714,0.028347174811466022,0.016837578916862588,0.27380952380952384,0.27253573391989844,0.375,0.625,0.3282051282051282,0.47901891252955087
TRAIN,ROBUST_F10_L5_20,MEDIAN,KOSDAQ,1,A_FHIGH_LHIGH,107,0.0015310025529333467,0.0016742684278989,0.5420560747663551,0.012119837393145892,0.02453234459764086,0.6355140186915887,0.4238895214316303,,0.5,,0.3477941176470588
TRAIN,ROBUST_F10_L5_20,MEDIAN,KOSDAQ,1,B_FHIGH_LLOW,122,-0.00028657948377340054,0.0026281234712310503,0.5819672131147541,-0.02390589050104003,-0.018647194349348903,0.6424180327868853,0.27513709787169877,,0.5,,0.3477941176470588
TRAIN,ROBUST_F10_L5_20,MEDIAN,KOSDAQ,1,C_FLOW_LHIGH,64,0.0020366962749839364,0.00020121579831626816,0.515625,0.05439294773673209,0.05586055778636531,0.296875,0.43715556162847363,,0.5,,0.3477941176470588
TRAIN,ROBUST_F10_L5_20,MEDIAN,KOSDAQ,1,D_FLOW_LLOW,48,-0.004276729806194964,-0.0041078125779916,0.3125,-0.013044403565249165,-0.021372186996541084,0.2890625,0.2790268468184793,,0.5,,0.3477941176470588
OOS,ROBUST_F10_L5_20,MEDIAN,KOSDAQ,1,A_FHIGH_LHIGH,46,-0.000948776725886204,0.0051247019040732,0.6521739130434783,0.04236889798424237,0.04917830690327053,0.657608695652174,0.4359210880905694,,0.5,,0.3477941176470588
OOS,ROBUST_F10_L5_20,MEDIAN,KOSDAQ,1,B_FHIGH_LLOW,65,-0.0009418643744425276,0.0013195510404126,0.5538461538461539,-0.03906909816665102,-0.028249026465966748,0.6576923076923077,0.2681701633843181,,0.5,,0.3477941176470588
OOS,ROBUST_F10_L5_20,MEDIAN,KOSDAQ,1,C_FLOW_LHIGH,31,-0.0006937346419669287,-0.0003168860857945,0.4838709677419355,0.061276782602517295,0.05386858719782466,0.3185483870967742,0.4195715217501906,,0.5,,0.3477941176470588
OOS,ROBUST_F10_L5_20,MEDIAN,KOSDAQ,1,D_FLOW_LLOW,33,0.007331605354860042,0.0028418613179746,0.6363636363636364,-0.013158451333613097,-0.013669776169760364,0.32196969696969696,0.2758398802211852,,0.5,,0.3477941176470588
TRAIN,ROBUST_F10_L5_20,MEDIAN,KOSDAQ,5,A_FHIGH_LHIGH,107,0.002919731719694312,0.005528451764562675,0.5607476635514018,0.012119837393145892,0.02453234459764086,0.6355140186915887,0.4238895214316303,,0.5,,0.3477941176470588
TRAIN,ROBUST_F10_L5_20,MEDIAN,KOSDAQ,5,B_FHIGH_LLOW,122,0.00032655489014540265,0.0016472648351376973,0.5491803278688525,-0.02390589050104003,-0.018647194349348903,0.6424180327868853,0.27513709787169877,,0.5,,0.3477941176470588
TRAIN,ROBUST_F10_L5_20,MEDIAN,KOSDAQ,5,C_FLOW_LHIGH,64,0.006698802068465155,0.010497666086514503,0.65625,0.05439294773673209,0.05586055778636531,0.296875,0.43715556162847363,,0.5,,0.3477941176470588
TRAIN,ROBUST_F10_L5_20,MEDIAN,KOSDAQ,5,D_FLOW_LLOW,48,-0.010436557577053904,-0.0016424662740773695,0.4791666666666667,-0.013044403565249165,-0.021372186996541084,0.2890625,0.2790268468184793,,0.5,,0.3477941176470588
OOS,ROBUST_F10_L5_20,MEDIAN,KOSDAQ,5,A_FHIGH_LHIGH,46,0.00450137642279239,0.010777098089168304,0.5652173913043478,0.04236889798424237,0.04917830690327053,0.657608695652174,0.4359210880905694,,0.5,,0.3477941176470588
OOS,ROBUST_F10_L5_20,MEDIAN,KOSDAQ,5,B_FHIGH_LLOW,65,-0.004116952682888603,-0.0004511920575826641,0.47692307692307695,-0.03906909816665102,-0.028249026465966748,0.6576923076923077,0.2681701633843181,,0.5,,0.3477941176470588
OOS,ROBUST_F10_L5_20,MEDIAN,KOSDAQ,5,C_FLOW_LHIGH,30,0.010700347068053404,0.006319462540888988,0.6,0.06628363208661683,0.055607225409319214,0.32083333333333336,0.41804528328656004,,0.5,,0.3477941176470588
OOS,ROBUST_F10_L5_20,MEDIAN,KOSDAQ,5,D_FLOW_LLOW,33,0.00037784393324991186,0.0009532964153338869,0.5151515151515151,-0.013158451333613097,-0.013669776169760364,0.32196969696969696,0.2758398802211852,,0.5,,0.3477941176470588
TRAIN,ROBUST_F10_L5_20,MEDIAN,KOSDAQ,20,A_FHIGH_LHIGH,107,0.0006484914045084122,0.0012913877555177497,0.5327102803738317,0.012119837393145892,0.02453234459764086,0.6355140186915887,0.4238895214316303,,0.5,,0.3477941176470588
TRAIN,ROBUST_F10_L5_20,MEDIAN,KOSDAQ,20,B_FHIGH_LLOW,122,0.004195900959082458,0.007521365359605062,0.5491803278688525,-0.02390589050104003,-0.018647194349348903,0.6424180327868853,0.27513709787169877,,0.5,,0.3477941176470588
TRAIN,ROBUST_F10_L5_20,MEDIAN,KOSDAQ,20,C_FLOW_LHIGH,64,0.014443989554020892,0.01263180805545595,0.59375,0.05439294773673209,0.05586055778636531,0.296875,0.43715556162847363,,0.5,,0.3477941176470588
TRAIN,ROBUST_F10_L5_20,MEDIAN,KOSDAQ,20,D_FLOW_LLOW,48,-0.0014367238730611017,-0.008581140613474286,0.4583333333333333,-0.013044403565249165,-0.021372186996541084,0.2890625,0.2790268468184793,,0.5,,0.3477941176470588
OOS,ROBUST_F10_L5_20,MEDIAN,KOSDAQ,20,A_FHIGH_LHIGH,46,0.016719805326462688,0.017819213096518238,0.6956521739130435,0.04236889798424237,0.04917830690327053,0.657608695652174,0.4359210880905694,,0.5,,0.3477941176470588
OOS,ROBUST_F10_L5_20,MEDIAN,KOSDAQ,20,B_FHIGH_LLOW,62,-0.0032545886780903045,0.0071138804619838535,0.5483870967741935,-0.02975492632422409,-0.025821511412557986,0.6612903225806451,0.27081104198028827,,0.5,,0.3477941176470588
OOS,ROBUST_F10_L5_20,MEDIAN,KOSDAQ,20,C_FLOW_LHIGH,30,0.008788025376436463,0.0031273131393775417,0.5333333333333333,0.06628363208661683,0.055607225409319214,0.32083333333333336,0.41804528328656004,,0.5,,0.3477941176470588
OOS,ROBUST_F10_L5_20,MEDIAN,KOSDAQ,20,D_FLOW_LLOW,33,-0.0002842063131837889,0.00027854940489501395,0.5454545454545454,-0.013158451333613097,-0.013669776169760364,0.32196969696969696,0.2758398802211852,,0.5,,0.3477941176470588
TRAIN,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSDAQ,1,A_FHIGH_LHIGH,39,0.002273001569450236,-0.0002780187490845,0.48717948717948717,0.00733250089706975,0.024238964009629962,0.7275641025641025,0.4452134810690386,0.5,0.625,0.29778894818344387,0.39556052802875363
TRAIN,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSDAQ,1,B_FHIGH_LLOW,48,0.001171732267345946,0.0036154080418477003,0.6458333333333334,-0.030568002460065993,-0.030181936768337296,0.7213541666666666,0.25102272721295404,0.5,0.625,0.29778894818344387,0.39556052802875363
TRAIN,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSDAQ,1,C_FLOW_LHIGH,75,-5.773937966484347e-05,0.0003006311066322,0.52,0.055138354202481255,0.06159277099123308,0.38,0.46240660904439457,0.5,0.625,0.29778894818344387,0.39556052802875363
TRAIN,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSDAQ,1,D_FLOW_LLOW,66,-0.0027867788898755814,-0.0014901163808474,0.3787878787878788,-0.028098508791107493,-0.028484642279755078,0.3787878787878788,0.2556575517485853,0.5,0.625,0.29778894818344387,0.39556052802875363
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSDAQ,1,A_FHIGH_LHIGH,22,-0.0033624365849284008,0.0075594702433373,0.6818181818181818,0.0465312518145339,0.05473893669206674,0.7045454545454546,0.48593468093817216,0.5,0.625,0.29778894818344387,0.39556052802875363
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSDAQ,1,B_FHIGH_LLOW,32,0.0004526683828177504,0.0019037484331501,0.5625,-0.03983176727310113,-0.017128726145798818,0.69921875,0.241930836138268,0.5,0.625,0.29778894818344387,0.39556052802875363
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSDAQ,1,C_FLOW_LHIGH,21,0.0013326594452901478,0.0069002738609161,0.5714285714285714,0.06450093351600494,0.06960698369990015,0.3869047619047619,0.4703699609399492,0.5,0.625,0.29778894818344387,0.39556052802875363
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSDAQ,1,D_FLOW_LLOW,33,0.0011647382560393787,0.0008211907122259,0.5151515151515151,-0.04488760197494551,-0.05354499286487485,0.375,0.24881167739037927,0.5,0.625,0.29778894818344387,0.39556052802875363
TRAIN,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSDAQ,5,A_FHIGH_LHIGH,39,0.0012308565477146694,-0.00632528020571075,0.41025641025641024,0.00733250089706975,0.024238964009629962,0.7275641025641025,0.4452134810690386,0.5,0.625,0.29778894818344387,0.39556052802875363
TRAIN,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSDAQ,5,B_FHIGH_LLOW,48,0.006193901137307462,0.008222093638087617,0.6041666666666666,-0.030568002460065993,-0.030181936768337296,0.7213541666666666,0.25102272721295404,0.5,0.625,0.29778894818344387,0.39556052802875363
TRAIN,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSDAQ,5,C_FLOW_LHIGH,75,0.006117438159991695,0.009862795819957743,0.6533333333333333,0.055138354202481255,0.06159277099123308,0.38,0.46240660904439457,0.5,0.625,0.29778894818344387,0.39556052802875363
