sample,spec,split_rule,universe,forward_horizon,state,n,mean_fwd_return,median_fwd_return,positive_share,mean_trailing20_return,median_trailing20_return,mean_factor_breadth,mean_liquidity_breadth,factor_low_cut,factor_high_cut,liq_low_cut,liq_high_cut
TRAIN,MAIN_F20_L5_20,MEDIAN,K200,5,D_FLOW_LLOW,60,0.0033491375998811277,0.0047419965155761435,0.6333333333333333,0.006533548342660105,0.014104780182338718,0.2833333333333333,0.29322963731474805,,0.5,,0.3894736842105263
OOS,MAIN_F20_L5_20,MEDIAN,K200,5,A_FHIGH_LHIGH,65,0.015800440095796276,0.012064623039157401,0.6153846153846154,0.06923322350455965,0.04331924598528384,0.7076923076923077,0.5597293615644,,0.5,,0.3894736842105263
OOS,MAIN_F20_L5_20,MEDIAN,K200,5,B_FHIGH_LLOW,65,0.0020936279341973985,0.0037225784371693015,0.5538461538461539,-0.0034865561846183914,-0.006918831240731407,0.6673076923076923,0.27160530276446165,,0.5,,0.3894736842105263
OOS,MAIN_F20_L5_20,MEDIAN,K200,5,C_FLOW_LHIGH,20,0.0010213804487960543,0.00759020741588339,0.7,0.04048483768082142,0.04359572028372119,0.3,0.5655647339018693,,0.5,,0.3894736842105263
OOS,MAIN_F20_L5_20,MEDIAN,K200,5,D_FLOW_LLOW,24,0.000870030148672892,0.0026169449846846883,0.625,0.005861685888502358,0.011953752486793449,0.28125,0.27421500921105163,,0.5,,0.3894736842105263
TRAIN,MAIN_F20_L5_20,MEDIAN,K200,20,A_FHIGH_LHIGH,115,-0.003422737058830295,0.0031261461525708364,0.5217391304347826,0.0028866695801024896,0.01149762917978981,0.6597826086956522,0.5416974341098851,,0.5,,0.3894736842105263
TRAIN,MAIN_F20_L5_20,MEDIAN,K200,20,B_FHIGH_LLOW,110,0.00762044348995129,0.0066204973850647695,0.5636363636363636,-0.008272890311512324,-0.008772113272286091,0.6704545454545454,0.28101774611151437,,0.5,,0.3894736842105263
TRAIN,MAIN_F20_L5_20,MEDIAN,K200,20,C_FLOW_LHIGH,56,0.008787296194348686,0.01612285433091861,0.6071428571428571,0.027195256511570554,0.018730287315262856,0.27232142857142855,0.517896530052494,,0.5,,0.3894736842105263
TRAIN,MAIN_F20_L5_20,MEDIAN,K200,20,D_FLOW_LLOW,60,0.0075800951092833534,0.011307882907118186,0.6166666666666667,0.006533548342660105,0.014104780182338718,0.2833333333333333,0.29322963731474805,,0.5,,0.3894736842105263
OOS,MAIN_F20_L5_20,MEDIAN,K200,20,A_FHIGH_LHIGH,65,0.052030400772411264,0.032933609621308944,0.7076923076923077,0.06923322350455965,0.04331924598528384,0.7076923076923077,0.5597293615644,,0.5,,0.3894736842105263
OOS,MAIN_F20_L5_20,MEDIAN,K200,20,B_FHIGH_LLOW,62,0.014075142198568742,0.012652902596676095,0.5645161290322581,0.00857910912986166,-0.005447513362215543,0.6673387096774194,0.27587652709177435,,0.5,,0.3894736842105263
OOS,MAIN_F20_L5_20,MEDIAN,K200,20,C_FLOW_LHIGH,20,0.007686414725249902,0.007798108744057104,0.6,0.04048483768082142,0.04359572028372119,0.3,0.5655647339018693,,0.5,,0.3894736842105263
OOS,MAIN_F20_L5_20,MEDIAN,K200,20,D_FLOW_LLOW,24,0.021548674624994237,0.022048820029428567,0.7083333333333334,0.005861685888502358,0.011953752486793449,0.28125,0.27421500921105163,,0.5,,0.3894736842105263
TRAIN,MAIN_F20_L5_20,EXTREME_TERCILE,K200,1,A_FHIGH_LHIGH,49,0.0005902433439494876,0.0006506937339549,0.5306122448979592,-0.006375964648024008,0.012904857682455728,0.7321428571428571,0.5943532747148509,0.375,0.625,0.3282051282051282,0.47901891252955087
TRAIN,MAIN_F20_L5_20,EXTREME_TERCILE,K200,1,B_FHIGH_LLOW,54,0.0007377411504307018,0.0010048502371765,0.5740740740740741,-0.012726387073208818,-0.014034830166246143,0.7175925925925926,0.24296663912516167,0.375,0.625,0.3282051282051282,0.47901891252955087
TRAIN,MAIN_F20_L5_20,EXTREME_TERCILE,K200,1,C_FLOW_LHIGH,36,-0.00010803798733523252,-0.00023422618402473347,0.5,0.025745575832965602,0.016615559965719468,0.28125,0.5675670865298101,0.375,0.625,0.3282051282051282,0.47901891252955087
TRAIN,MAIN_F20_L5_20,EXTREME_TERCILE,K200,1,D_FLOW_LLOW,41,-1.1928186998236736e-05,0.0004348592907714,0.5853658536585366,0.0021592140248472996,0.017143282835172722,0.28353658536585363,0.2621122964819858,0.375,0.625,0.3282051282051282,0.47901891252955087
