source,destination,period,n_factors,median_incremental_oos_r2,mean_incremental_oos_r2,positive_factor_count,median_source_coef,median_augmented_prediction_ic,median_local_diffusion_ic,reverse_median_incremental_oos_r2,directional_advantage_vs_reverse
KOSPI_ALL,KOSDAQ,STRESS_2026,8,0.00263168148675047,-0.012622466567810131,5,0.05464173992882837,,-0.04039408866995073,-0.0005293115750820698,0.00316099306183254
KOSPI_ALL,KOSDAQ,VAL_2020_2022,8,-0.033312742675616014,-0.026827600129541815,1,0.05464173992882837,,0.016600761835661164,0.000705033528076271,-0.034017776203692285
KOSPI_ALL,KOSDAQ_PLUS_KOSPI_EX_K200,CONF_2023_2024,8,-0.0025465167301258473,-0.0046405976164051455,3,0.022434593373103648,,-0.00742951819903219,-0.0024787610393628423,-6.775569076300503e-05
KOSPI_ALL,KOSDAQ_PLUS_KOSPI_EX_K200,DISC_2016_2019,8,0.002499204912016495,0.00790546030444389,8,0.022434593373103648,0.10745234680921877,0.004468038771761863,0.0010910860354655383,0.0014081188765509567
KOSPI_ALL,KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2025,8,-0.0023623663777392334,0.00849075972783997,3,0.022434593373103648,,0.01413265306122449,0.0019286941501505672,-0.004291060527889801
KOSPI_ALL,KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2026,8,0.0005773453361099801,-0.009138970751302641,5,0.022434593373103648,,0.07389162561576353,-0.003642306449557209,0.004219651785667189
KOSPI_ALL,KOSDAQ_PLUS_KOSPI_EX_K200,VAL_2020_2022,8,-0.009269571560304057,-0.018602103943822015,2,0.022434593373103648,,-0.008299936698786172,0.00028376559462078843,-0.009553337154924846
KOSPI_ALL,KOSPI_EX_K200,CONF_2023_2024,8,0.003995896415041611,0.008597498249706376,6,0.014495430149532022,,0.020026825163054904,0.007654295412310663,-0.0036583989972690523
KOSPI_ALL,KOSPI_EX_K200,DISC_2016_2019,8,0.006319152802297112,0.00858255857430508,8,0.014495430149532022,0.08276267293413812,-0.01797652163551421,0.005749586604893442,0.0005695661974036703
KOSPI_ALL,KOSPI_EX_K200,STRESS_2025,8,-1.542517553065892e-05,0.00903136954669688,4,0.014495430149532022,,0.09270408163265306,-0.0055940102208571485,0.00557858504532649
KOSPI_ALL,KOSPI_EX_K200,STRESS_2026,8,-0.006162461193912061,-0.009178370933606739,2,0.014495430149532022,,-0.04064039408866994,0.0007814362323342317,-0.006943897426246293
KOSPI_ALL,KOSPI_EX_K200,VAL_2020_2022,8,-0.017426576710594777,-0.015854755642379884,1,0.014495430149532022,,0.05222350140854455,-0.0031971118003875088,-0.014229464910207268
KOSPI_ALL,KOSPI_KOSDAQ_ALL,CONF_2023_2024,8,-0.0013768338880000286,-0.00435217596446584,2,0.07686017063517483,,0.007994950557542605,0.00036130045058635485,-0.0017381343385863834
KOSPI_ALL,KOSPI_KOSDAQ_ALL,DISC_2016_2019,8,0.002713880549080838,0.007096307843319327,8,0.07686017063517483,0.03854741487346583,0.04371314813064719,0.0010625718666776862,0.001651308682403152
