factor,source,destination,period,n,source_local_to_destination_local_next5_ic
MOM12_1,KOSPI_KOSDAQ_ALL,KOSPI_EX_K200,CONF_2023_2024,97,-0.06865400799495056
MOM12_1,KOSPI_KOSDAQ_ALL,KOSPI_EX_K200,STRESS_2025,49,0.01693877551020408
MOM12_1,KOSPI_KOSDAQ_ALL,KOSPI_EX_K200,STRESS_2026,29,-0.12463054187192114
MOM12_1,KOSPI_KOSDAQ_ALL,KOSPI_ALL,DISC_2016_2019,194,0.15134217846679787
MOM12_1,KOSPI_KOSDAQ_ALL,KOSPI_ALL,VAL_2020_2022,149,0.08658806457464177
MOM12_1,KOSPI_KOSDAQ_ALL,KOSPI_ALL,CONF_2023_2024,97,0.026483273721859872
MOM12_1,KOSPI_KOSDAQ_ALL,KOSPI_ALL,STRESS_2025,49,0.36642857142857144
MOM12_1,KOSPI_KOSDAQ_ALL,KOSPI_ALL,STRESS_2026,29,0.225615763546798
MOM12_1,KOSPI_KOSDAQ_ALL,KOSDAQ_PLUS_KOSPI_EX_K200,DISC_2016_2019,194,-0.06862634721189285
MOM12_1,KOSPI_KOSDAQ_ALL,KOSDAQ_PLUS_KOSPI_EX_K200,VAL_2020_2022,149,-0.06918556140032651
MOM12_1,KOSPI_KOSDAQ_ALL,KOSDAQ_PLUS_KOSPI_EX_K200,CONF_2023_2024,97,-0.044445613296865125
MOM12_1,KOSPI_KOSDAQ_ALL,KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2025,49,-0.32724489795918366
MOM12_1,KOSPI_KOSDAQ_ALL,KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2026,29,-0.2679802955665024
MOM12_1,KOSDAQ_PLUS_KOSPI_EX_K200,K200,DISC_2016_2019,194,0.036346677733355794
MOM12_1,KOSDAQ_PLUS_KOSPI_EX_K200,K200,VAL_2020_2022,149,0.04999455831670597
MOM12_1,KOSDAQ_PLUS_KOSPI_EX_K200,K200,CONF_2023_2024,97,-0.021565327161792547
MOM12_1,KOSDAQ_PLUS_KOSPI_EX_K200,K200,STRESS_2025,49,0.24561224489795913
MOM12_1,KOSDAQ_PLUS_KOSPI_EX_K200,K200,STRESS_2026,29,0.09802955665024629
MOM12_1,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ,DISC_2016_2019,194,-0.0672210968348995
MOM12_1,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ,VAL_2020_2022,149,-0.031093778342100493
MOM12_1,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ,CONF_2023_2024,97,0.0749000631180307
MOM12_1,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ,STRESS_2025,49,-0.2427551020408163
MOM12_1,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ,STRESS_2026,29,-0.1527093596059113
MOM12_1,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_EX_K200,DISC_2016_2019,194,-0.004546930020996577
MOM12_1,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_EX_K200,VAL_2020_2022,149,-0.075392708144386
MOM12_1,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_EX_K200,CONF_2023_2024,97,-0.07962076583210603
MOM12_1,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_EX_K200,STRESS_2025,49,-0.060102040816326516
MOM12_1,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_EX_K200,STRESS_2026,29,0.09310344827586205
MOM12_1,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_ALL,DISC_2016_2019,194,0.09023597523143487
MOM12_1,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_ALL,VAL_2020_2022,149,0.04785053509885725
MOM12_1,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_ALL,CONF_2023_2024,97,-0.045234588680833146
MOM12_1,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_ALL,STRESS_2025,49,0.2828571428571428
MOM12_1,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_ALL,STRESS_2026,29,0.1251231527093596
MOM12_1,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,DISC_2016_2019,194,-0.048818069383210136
MOM12_1,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,VAL_2020_2022,149,0.06506076546345002
MOM12_1,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,CONF_2023_2024,97,0.06189511887229118
MOM12_1,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,STRESS_2025,49,-0.022346938775510205
MOM12_1,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,STRESS_2026,29,-0.17684729064039403
OP12_REV,K200,KOSDAQ,DISC_2016_2019,193,0.09191382671865818
OP12_REV,K200,KOSDAQ,VAL_2020_2022,148,0.050966731695399003
OP12_REV,K200,KOSDAQ,CONF_2023_2024,97,0.02077635177782453
OP12_REV,K200,KOSDAQ,STRESS_2025,49,0.1023469387755102
OP12_REV,K200,KOSDAQ,STRESS_2026,29,-0.09507389162561573
OP12_REV,K200,KOSPI_EX_K200,DISC_2016_2019,193,-0.08317864964478393
OP12_REV,K200,KOSPI_EX_K200,VAL_2020_2022,148,-0.06244609216804807
OP12_REV,K200,KOSPI_EX_K200,CONF_2023_2024,97,-0.0025115716389648643
OP12_REV,K200,KOSPI_EX_K200,STRESS_2025,49,0.145
OP12_REV,K200,KOSPI_EX_K200,STRESS_2026,29,0.24975369458128074
OP12_REV,K200,KOSPI_ALL,DISC_2016_2019,193,-0.08030086533839004
OP12_REV,K200,KOSPI_ALL,VAL_2020_2022,148,-0.02677160107649082
OP12_REV,K200,KOSPI_ALL,CONF_2023_2024,97,-0.042236482221754676
OP12_REV,K200,KOSPI_ALL,STRESS_2025,49,-0.06663265306122448
OP12_REV,K200,KOSPI_ALL,STRESS_2026,29,0.018719211822660092
OP12_REV,K200,KOSPI_KOSDAQ_ALL,DISC_2016_2019,193,0.11433183323540409
OP12_REV,K200,KOSPI_KOSDAQ_ALL,VAL_2020_2022,148,-0.006104310035278397
OP12_REV,K200,KOSPI_KOSDAQ_ALL,CONF_2023_2024,97,-0.0017094466652640436
OP12_REV,K200,KOSPI_KOSDAQ_ALL,STRESS_2025,49,0.12061224489795919
OP12_REV,K200,KOSPI_KOSDAQ_ALL,STRESS_2026,29,-0.16108374384236449
OP12_REV,K200,KOSDAQ_PLUS_KOSPI_EX_K200,DISC_2016_2019,193,-0.032483574595374175
OP12_REV,K200,KOSDAQ_PLUS_KOSPI_EX_K200,VAL_2020_2022,148,0.026568000681135875
OP12_REV,K200,KOSDAQ_PLUS_KOSPI_EX_K200,CONF_2023_2024,97,0.07094203660845781
OP12_REV,K200,KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2025,49,0.12030612244897959
OP12_REV,K200,KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2026,29,0.12364532019704431
OP12_REV,KOSDAQ,K200,DISC_2016_2019,193,-0.035376382137706316
OP12_REV,KOSDAQ,K200,VAL_2020_2022,148,0.05827783680132674
OP12_REV,KOSDAQ,K200,CONF_2023_2024,97,0.06982432148116978
OP12_REV,KOSDAQ,K200,STRESS_2025,49,0.12479591836734692
OP12_REV,KOSDAQ,K200,STRESS_2026,29,-0.18374384236453198
OP12_REV,KOSDAQ,KOSPI_EX_K200,DISC_2016_2019,193,0.1250901394156295
OP12_REV,KOSDAQ,KOSPI_EX_K200,VAL_2020_2022,148,-0.09910897063341935
OP12_REV,KOSDAQ,KOSPI_EX_K200,CONF_2023_2024,97,0.11544024826425414
OP12_REV,KOSDAQ,KOSPI_EX_K200,STRESS_2025,49,-0.0031632653061224487
OP12_REV,KOSDAQ,KOSPI_EX_K200,STRESS_2026,29,0.10541871921182264
OP12_REV,KOSDAQ,KOSPI_ALL,DISC_2016_2019,193,-0.0021449842422947493
OP12_REV,KOSDAQ,KOSPI_ALL,VAL_2020_2022,148,0.032191073418302574
OP12_REV,KOSDAQ,KOSPI_ALL,CONF_2023_2024,97,0.20241163475699558
OP12_REV,KOSDAQ,KOSPI_ALL,STRESS_2025,49,0.10448979591836734
OP12_REV,KOSDAQ,KOSPI_ALL,STRESS_2026,29,-0.1758620689655172
OP12_REV,KOSDAQ,KOSPI_KOSDAQ_ALL,DISC_2016_2019,193,-0.09846228833929811
OP12_REV,KOSDAQ,KOSPI_KOSDAQ_ALL,VAL_2020_2022,148,0.034138233562969904
OP12_REV,KOSDAQ,KOSPI_KOSDAQ_ALL,CONF_2023_2024,97,-0.17389017462655162
OP12_REV,KOSDAQ,KOSPI_KOSDAQ_ALL,STRESS_2025,49,-0.026020408163265306
OP12_REV,KOSDAQ,KOSPI_KOSDAQ_ALL,STRESS_2026,29,-0.1004926108374384
OP12_REV,KOSDAQ,KOSDAQ_PLUS_KOSPI_EX_K200,DISC_2016_2019,193,0.05080691469472784
OP12_REV,KOSDAQ,KOSDAQ_PLUS_KOSPI_EX_K200,VAL_2020_2022,148,0.025013234025698078
OP12_REV,KOSDAQ,KOSDAQ_PLUS_KOSPI_EX_K200,CONF_2023_2024,97,-0.2035950978329476
OP12_REV,KOSDAQ,KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2025,49,-0.0004081632653061224
OP12_REV,KOSDAQ,KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2026,29,0.08719211822660097
OP12_REV,KOSPI_EX_K200,K200,DISC_2016_2019,193,0.03804217189252711
OP12_REV,KOSPI_EX_K200,K200,VAL_2020_2022,148,-0.08178812972676827
OP12_REV,KOSPI_EX_K200,K200,CONF_2023_2024,97,-0.038594045865768985
OP12_REV,KOSPI_EX_K200,K200,STRESS_2025,49,0.061326530612244884
OP12_REV,KOSPI_EX_K200,K200,STRESS_2026,29,0.2177339901477832
OP12_REV,KOSPI_EX_K200,KOSDAQ,DISC_2016_2019,193,-0.06708542545804176
OP12_REV,KOSPI_EX_K200,KOSDAQ,VAL_2020_2022,148,-0.026242240048567952
OP12_REV,KOSPI_EX_K200,KOSDAQ,CONF_2023_2024,97,0.07722754050073637
OP12_REV,KOSPI_EX_K200,KOSDAQ,STRESS_2025,49,0.06897959183673467
OP12_REV,KOSPI_EX_K200,KOSDAQ,STRESS_2026,29,0.15172413793103445
OP12_REV,KOSPI_EX_K200,KOSPI_ALL,DISC_2016_2019,193,0.06388380695475669
OP12_REV,KOSPI_EX_K200,KOSPI_ALL,VAL_2020_2022,148,-0.051607147484424576
OP12_REV,KOSPI_EX_K200,KOSPI_ALL,CONF_2023_2024,97,-0.09651798863875446
OP12_REV,KOSPI_EX_K200,KOSPI_ALL,STRESS_2025,49,-0.07061224489795917
OP12_REV,KOSPI_EX_K200,KOSPI_ALL,STRESS_2026,29,-0.06945812807881772
OP12_REV,KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,DISC_2016_2019,193,0.009162504673895625
OP12_REV,KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,VAL_2020_2022,148,0.07173397202160385
OP12_REV,KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,CONF_2023_2024,97,0.12144961077214389
OP12_REV,KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,STRESS_2025,49,0.04265306122448979
OP12_REV,KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,STRESS_2026,29,0.13546798029556648
OP12_REV,KOSPI_EX_K200,KOSDAQ_PLUS_KOSPI_EX_K200,DISC_2016_2019,193,-0.002592342823567117
OP12_REV,KOSPI_EX_K200,KOSDAQ_PLUS_KOSPI_EX_K200,VAL_2020_2022,148,0.019904715014973887
OP12_REV,KOSPI_EX_K200,KOSDAQ_PLUS_KOSPI_EX_K200,CONF_2023_2024,97,0.11629497159688618
OP12_REV,KOSPI_EX_K200,KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2025,49,0.003979591836734694
OP12_REV,KOSPI_EX_K200,KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2026,29,-0.004926108374384235
OP12_REV,KOSPI_ALL,K200,DISC_2016_2019,193,-0.02870773462956038
OP12_REV,KOSPI_ALL,K200,VAL_2020_2022,148,-0.01858686518322185
OP12_REV,KOSPI_ALL,K200,CONF_2023_2024,97,-0.09756995581737848
OP12_REV,KOSPI_ALL,K200,STRESS_2025,49,-0.13459183673469385
OP12_REV,KOSPI_ALL,K200,STRESS_2026,29,-0.026108374384236445
OP12_REV,KOSPI_ALL,KOSDAQ,DISC_2016_2019,193,0.11595935046204797
OP12_REV,KOSPI_ALL,KOSDAQ,VAL_2020_2022,148,-0.024158112365207284
OP12_REV,KOSPI_ALL,KOSDAQ,CONF_2023_2024,97,0.14038501998737637
OP12_REV,KOSPI_ALL,KOSDAQ,STRESS_2025,49,0.09857142857142856
OP12_REV,KOSPI_ALL,KOSDAQ,STRESS_2026,29,-0.05566502463054186
OP12_REV,KOSPI_ALL,KOSPI_EX_K200,DISC_2016_2019,193,-0.12496995352812348
OP12_REV,KOSPI_ALL,KOSPI_EX_K200,VAL_2020_2022,148,0.04746480489529387
OP12_REV,KOSPI_ALL,KOSPI_EX_K200,CONF_2023_2024,97,-0.04228908058068588
OP12_REV,KOSPI_ALL,KOSPI_EX_K200,STRESS_2025,49,0.10020408163265306
OP12_REV,KOSPI_ALL,KOSPI_EX_K200,STRESS_2026,29,0.06748768472906402
OP12_REV,KOSPI_ALL,KOSPI_KOSDAQ_ALL,DISC_2016_2019,193,0.12237427220768121
OP12_REV,KOSPI_ALL,KOSPI_KOSDAQ_ALL,VAL_2020_2022,148,0.0006441176143956585
OP12_REV,KOSPI_ALL,KOSPI_KOSDAQ_ALL,CONF_2023_2024,97,0.09451925099936882
OP12_REV,KOSPI_ALL,KOSPI_KOSDAQ_ALL,STRESS_2025,49,0.07489795918367347
OP12_REV,KOSPI_ALL,KOSPI_KOSDAQ_ALL,STRESS_2026,29,-0.02364532019704433
OP12_REV,KOSPI_ALL,KOSDAQ_PLUS_KOSPI_EX_K200,DISC_2016_2019,193,0.04285795363495539
OP12_REV,KOSPI_ALL,KOSDAQ_PLUS_KOSPI_EX_K200,VAL_2020_2022,148,-0.03751800012586207
OP12_REV,KOSPI_ALL,KOSDAQ_PLUS_KOSPI_EX_K200,CONF_2023_2024,97,0.19737534188933303
OP12_REV,KOSPI_ALL,KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2025,49,-0.018979591836734692
OP12_REV,KOSPI_ALL,KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2026,29,0.11231527093596057
OP12_REV,KOSPI_KOSDAQ_ALL,K200,DISC_2016_2019,193,-0.018982693232199133
OP12_REV,KOSPI_KOSDAQ_ALL,K200,VAL_2020_2022,148,-0.025798021004157155
OP12_REV,KOSPI_KOSDAQ_ALL,K200,CONF_2023_2024,97,0.11649221544287817
OP12_REV,KOSPI_KOSDAQ_ALL,K200,STRESS_2025,49,0.06183673469387754
OP12_REV,KOSPI_KOSDAQ_ALL,K200,STRESS_2026,29,0.07931034482758618
OP12_REV,KOSPI_KOSDAQ_ALL,KOSDAQ,DISC_2016_2019,193,0.013926539714758825
OP12_REV,KOSPI_KOSDAQ_ALL,KOSDAQ,VAL_2020_2022,148,-0.00952109485187146
OP12_REV,KOSPI_KOSDAQ_ALL,KOSDAQ,CONF_2023_2024,97,-0.047272775089417206
OP12_REV,KOSPI_KOSDAQ_ALL,KOSDAQ,STRESS_2025,49,-0.07653061224489796
OP12_REV,KOSPI_KOSDAQ_ALL,KOSDAQ,STRESS_2026,29,-0.044334975369458116
OP12_REV,KOSPI_KOSDAQ_ALL,KOSPI_EX_K200,DISC_2016_2019,193,0.05005241440094012
OP12_REV,KOSPI_KOSDAQ_ALL,KOSPI_EX_K200,VAL_2020_2022,148,0.09432621225526307
OP12_REV,KOSPI_KOSDAQ_ALL,KOSPI_EX_K200,CONF_2023_2024,97,-0.010190932042920259
OP12_REV,KOSPI_KOSDAQ_ALL,KOSPI_EX_K200,STRESS_2025,49,0.1647959183673469
OP12_REV,KOSPI_KOSDAQ_ALL,KOSPI_EX_K200,STRESS_2026,29,-0.09704433497536943
OP12_REV,KOSPI_KOSDAQ_ALL,KOSPI_ALL,DISC_2016_2019,193,0.047421678863308586
OP12_REV,KOSPI_KOSDAQ_ALL,KOSPI_ALL,VAL_2020_2022,148,0.009909786515730908
OP12_REV,KOSPI_KOSDAQ_ALL,KOSPI_ALL,CONF_2023_2024,97,0.045957816116137175
OP12_REV,KOSPI_KOSDAQ_ALL,KOSPI_ALL,STRESS_2025,49,0.09642857142857142
OP12_REV,KOSPI_KOSDAQ_ALL,KOSPI_ALL,STRESS_2026,29,0.04236453201970442
OP12_REV,KOSPI_KOSDAQ_ALL,KOSDAQ_PLUS_KOSPI_EX_K200,DISC_2016_2019,193,-0.05926499652796324
OP12_REV,KOSPI_KOSDAQ_ALL,KOSDAQ_PLUS_KOSPI_EX_K200,VAL_2020_2022,148,0.012956388795314973
OP12_REV,KOSPI_KOSDAQ_ALL,KOSDAQ_PLUS_KOSPI_EX_K200,CONF_2023_2024,97,-0.10402640437618345
OP12_REV,KOSPI_KOSDAQ_ALL,KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2025,49,-0.11183673469387753
OP12_REV,KOSPI_KOSDAQ_ALL,KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2026,29,-0.09507389162561573
OP12_REV,KOSDAQ_PLUS_KOSPI_EX_K200,K200,DISC_2016_2019,193,0.007890537364457025
OP12_REV,KOSDAQ_PLUS_KOSPI_EX_K200,K200,VAL_2020_2022,148,0.022799542454384262
OP12_REV,KOSDAQ_PLUS_KOSPI_EX_K200,K200,CONF_2023_2024,97,0.07603092783505154
OP12_REV,KOSDAQ_PLUS_KOSPI_EX_K200,K200,STRESS_2025,49,0.3380612244897959
OP12_REV,KOSDAQ_PLUS_KOSPI_EX_K200,K200,STRESS_2026,29,0.15221674876847288
OP12_REV,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ,DISC_2016_2019,193,-0.07466047486779552
OP12_REV,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ,VAL_2020_2022,148,-0.08342803836571815
OP12_REV,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ,CONF_2023_2024,97,-0.059107405848937505
OP12_REV,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ,STRESS_2025,49,-0.10489795918367345
OP12_REV,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ,STRESS_2026,29,-0.005911330049261082
OP12_REV,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_EX_K200,DISC_2016_2019,193,0.06497883392981144
OP12_REV,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_EX_K200,VAL_2020_2022,148,0.0516700785157161
OP12_REV,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_EX_K200,CONF_2023_2024,97,0.02313012833999579
OP12_REV,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_EX_K200,STRESS_2025,49,-0.22489795918367345
OP12_REV,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_EX_K200,STRESS_2026,29,-0.18078817733990143
OP12_REV,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_ALL,DISC_2016_2019,193,0.08864376902943219
OP12_REV,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_ALL,VAL_2020_2022,148,0.06717332316565298
OP12_REV,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_ALL,CONF_2023_2024,97,0.10378971176099305
OP12_REV,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_ALL,STRESS_2025,49,0.1193877551020408
OP12_REV,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_ALL,STRESS_2026,29,0.030049261083743836
OP12_REV,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,DISC_2016_2019,193,-0.07234355803642968
OP12_REV,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,VAL_2020_2022,148,-0.01820187534473249
OP12_REV,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,CONF_2023_2024,97,-0.09613665053650325
OP12_REV,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,STRESS_2025,49,-0.12693877551020408
OP12_REV,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,STRESS_2026,29,0.08128078817733987
OPFY1_REV,K200,KOSDAQ,DISC_2016_2019,194,-0.04993898254942003
OPFY1_REV,K200,KOSDAQ,VAL_2020_2022,148,0.016225100597104435
OPFY1_REV,K200,KOSDAQ,CONF_2023_2024,97,0.044971596886177155
OPFY1_REV,K200,KOSDAQ,STRESS_2025,49,0.14183673469387753
OPFY1_REV,K200,KOSDAQ,STRESS_2026,29,-0.08325123152709359
OPFY1_REV,K200,KOSPI_EX_K200,DISC_2016_2019,194,-0.03397994025631438
OPFY1_REV,K200,KOSPI_EX_K200,VAL_2020_2022,148,-0.03445659054479764
OPFY1_REV,K200,KOSPI_EX_K200,CONF_2023_2024,97,-0.03342625710077845
OPFY1_REV,K200,KOSPI_EX_K200,STRESS_2025,49,0.03908163265306122
OPFY1_REV,K200,KOSPI_EX_K200,STRESS_2026,29,0.05960591133004924
OPFY1_REV,K200,KOSPI_ALL,DISC_2016_2019,194,0.07820177258775624
OPFY1_REV,K200,KOSPI_ALL,VAL_2020_2022,148,-0.07044573679281253
OPFY1_REV,K200,KOSPI_ALL,CONF_2023_2024,97,-0.0432095518619819
OPFY1_REV,K200,KOSPI_ALL,STRESS_2025,49,-0.13438775510204082
OPFY1_REV,K200,KOSPI_ALL,STRESS_2026,29,0.08768472906403939
OPFY1_REV,K200,KOSPI_KOSDAQ_ALL,DISC_2016_2019,194,0.02405279139427956
OPFY1_REV,K200,KOSPI_KOSDAQ_ALL,VAL_2020_2022,148,-0.010805628255292687
OPFY1_REV,K200,KOSPI_KOSDAQ_ALL,CONF_2023_2024,97,-0.0975436566379129
OPFY1_REV,K200,KOSPI_KOSDAQ_ALL,STRESS_2025,49,0.1536734693877551
OPFY1_REV,K200,KOSPI_KOSDAQ_ALL,STRESS_2026,29,-0.0334975369458128
OPFY1_REV,K200,KOSDAQ_PLUS_KOSPI_EX_K200,DISC_2016_2019,194,-0.09034609426682498
OPFY1_REV,K200,KOSDAQ_PLUS_KOSPI_EX_K200,VAL_2020_2022,148,0.031894927388695364
OPFY1_REV,K200,KOSDAQ_PLUS_KOSPI_EX_K200,CONF_2023_2024,97,-0.03649011150852093
OPFY1_REV,K200,KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2025,49,0.1170408163265306
OPFY1_REV,K200,KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2026,29,-0.018719211822660092
OPFY1_REV,KOSDAQ,K200,DISC_2016_2019,194,-0.10269750547513486
OPFY1_REV,KOSDAQ,K200,VAL_2020_2022,148,0.027552686229579813
OPFY1_REV,KOSDAQ,K200,CONF_2023_2024,97,-0.01676572690932043
OPFY1_REV,KOSDAQ,K200,STRESS_2025,49,0.11663265306122449
OPFY1_REV,KOSDAQ,K200,STRESS_2026,29,-0.06108374384236451
OPFY1_REV,KOSDAQ,KOSPI_EX_K200,DISC_2016_2019,194,0.08173051242331729
OPFY1_REV,KOSDAQ,KOSPI_EX_K200,VAL_2020_2022,148,-0.07146373876958728
OPFY1_REV,KOSDAQ,KOSPI_EX_K200,CONF_2023_2024,97,0.07672785609088996
OPFY1_REV,KOSDAQ,KOSPI_EX_K200,STRESS_2025,49,-0.20265306122448978
OPFY1_REV,KOSDAQ,KOSPI_EX_K200,STRESS_2026,29,0.06847290640394087
OPFY1_REV,KOSDAQ,KOSPI_ALL,DISC_2016_2019,194,-0.10217320738126248
OPFY1_REV,KOSDAQ,KOSPI_ALL,VAL_2020_2022,148,-0.019301317479649218
OPFY1_REV,KOSDAQ,KOSPI_ALL,CONF_2023_2024,97,-0.07286187670944666
OPFY1_REV,KOSDAQ,KOSPI_ALL,STRESS_2025,49,0.12908163265306122
OPFY1_REV,KOSDAQ,KOSPI_ALL,STRESS_2026,29,-0.1295566502463054
OPFY1_REV,KOSDAQ,KOSPI_KOSDAQ_ALL,DISC_2016_2019,194,-0.05633081730512423
OPFY1_REV,KOSDAQ,KOSPI_KOSDAQ_ALL,VAL_2020_2022,148,0.10884847318212612
OPFY1_REV,KOSDAQ,KOSPI_KOSDAQ_ALL,CONF_2023_2024,97,-0.09261256048811276
OPFY1_REV,KOSDAQ,KOSPI_KOSDAQ_ALL,STRESS_2025,49,0.17214285714285713
OPFY1_REV,KOSDAQ,KOSPI_KOSDAQ_ALL,STRESS_2026,29,0.027093596059113295
OPFY1_REV,KOSDAQ,KOSDAQ_PLUS_KOSPI_EX_K200,DISC_2016_2019,194,0.09014229187296864
OPFY1_REV,KOSDAQ,KOSDAQ_PLUS_KOSPI_EX_K200,VAL_2020_2022,148,-0.014318660531508088
OPFY1_REV,KOSDAQ,KOSDAQ_PLUS_KOSPI_EX_K200,CONF_2023_2024,97,0.05136229749631811
OPFY1_REV,KOSDAQ,KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2025,49,-0.00510204081632653
OPFY1_REV,KOSDAQ,KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2026,29,0.04088669950738915
OPFY1_REV,KOSPI_EX_K200,K200,DISC_2016_2019,194,0.04395968328450567
OPFY1_REV,KOSPI_EX_K200,K200,VAL_2020_2022,148,-0.10385100893250462
OPFY1_REV,KOSPI_EX_K200,K200,CONF_2023_2024,97,0.047009783294761194
OPFY1_REV,KOSPI_EX_K200,K200,STRESS_2025,49,0.04755102040816325
OPFY1_REV,KOSPI_EX_K200,K200,STRESS_2026,29,-0.09064039408866993
OPFY1_REV,KOSPI_EX_K200,KOSDAQ,DISC_2016_2019,194,0.012975145147571834
OPFY1_REV,KOSPI_EX_K200,KOSDAQ,VAL_2020_2022,148,-0.04003524137752326
OPFY1_REV,KOSPI_EX_K200,KOSDAQ,CONF_2023_2024,97,-0.0859194193141174
OPFY1_REV,KOSPI_EX_K200,KOSDAQ,STRESS_2025,49,0.017653061224489792
OPFY1_REV,KOSPI_EX_K200,KOSDAQ,STRESS_2026,29,0.03645320197044334
OPFY1_REV,KOSPI_EX_K200,KOSPI_ALL,DISC_2016_2019,194,0.019537910943284584
OPFY1_REV,KOSPI_EX_K200,KOSPI_ALL,VAL_2020_2022,148,0.04001303042530272
OPFY1_REV,KOSPI_EX_K200,KOSPI_ALL,CONF_2023_2024,97,0.07827950767936039
OPFY1_REV,KOSPI_EX_K200,KOSPI_ALL,STRESS_2025,49,-0.031122448979591832
OPFY1_REV,KOSPI_EX_K200,KOSPI_ALL,STRESS_2026,29,-0.06896551724137931
OPFY1_REV,KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,DISC_2016_2019,194,0.02406429636812629
OPFY1_REV,KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,VAL_2020_2022,148,-0.03084360898358981
OPFY1_REV,KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,CONF_2023_2024,97,0.11108773406269724
OPFY1_REV,KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,STRESS_2025,49,-0.09285714285714285
OPFY1_REV,KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,STRESS_2026,29,0.20591133004926104
OPFY1_REV,KOSPI_EX_K200,KOSDAQ_PLUS_KOSPI_EX_K200,DISC_2016_2019,194,0.01208433145829652
OPFY1_REV,KOSPI_EX_K200,KOSDAQ_PLUS_KOSPI_EX_K200,VAL_2020_2022,148,0.04110877073484936
