factor,source,destination,period,n,source_local_to_destination_local_next5_ic
OPFY1_REV,KOSPI_EX_K200,KOSDAQ_PLUS_KOSPI_EX_K200,CONF_2023_2024,97,-0.06155322953923837
OPFY1_REV,KOSPI_EX_K200,KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2025,49,-0.08102040816326529
OPFY1_REV,KOSPI_EX_K200,KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2026,29,0.15862068965517237
OPFY1_REV,KOSPI_ALL,K200,DISC_2016_2019,194,0.09180886951305198
OPFY1_REV,KOSPI_ALL,K200,VAL_2020_2022,148,0.044244216823315585
OPFY1_REV,KOSPI_ALL,K200,CONF_2023_2024,97,0.011400694298337892
OPFY1_REV,KOSPI_ALL,K200,STRESS_2025,49,-0.1468367346938775
OPFY1_REV,KOSPI_ALL,K200,STRESS_2026,29,0.004926108374384235
OPFY1_REV,KOSPI_ALL,KOSDAQ,DISC_2016_2019,194,-0.08228275116796029
OPFY1_REV,KOSPI_ALL,KOSDAQ,VAL_2020_2022,148,-0.07598736937183727
OPFY1_REV,KOSPI_ALL,KOSDAQ,CONF_2023_2024,97,-0.08459131075110454
OPFY1_REV,KOSPI_ALL,KOSDAQ,STRESS_2025,49,0.08367346938775508
OPFY1_REV,KOSPI_ALL,KOSDAQ,STRESS_2026,29,0.024630541871921176
OPFY1_REV,KOSPI_ALL,KOSPI_EX_K200,DISC_2016_2019,194,-0.04579226126152038
OPFY1_REV,KOSPI_ALL,KOSPI_EX_K200,VAL_2020_2022,148,0.056982197921795236
OPFY1_REV,KOSPI_ALL,KOSPI_EX_K200,CONF_2023_2024,97,-0.029520828950136753
OPFY1_REV,KOSPI_ALL,KOSPI_EX_K200,STRESS_2025,49,0.17448979591836736
OPFY1_REV,KOSPI_ALL,KOSPI_EX_K200,STRESS_2026,29,-0.04088669950738915
OPFY1_REV,KOSPI_ALL,KOSPI_KOSDAQ_ALL,DISC_2016_2019,194,0.06681020491180203
OPFY1_REV,KOSPI_ALL,KOSPI_KOSDAQ_ALL,VAL_2020_2022,148,-0.13072996294472805
OPFY1_REV,KOSPI_ALL,KOSPI_KOSDAQ_ALL,CONF_2023_2024,97,-0.020684304649694927
OPFY1_REV,KOSPI_ALL,KOSPI_KOSDAQ_ALL,STRESS_2025,49,-0.07785714285714285
OPFY1_REV,KOSPI_ALL,KOSPI_KOSDAQ_ALL,STRESS_2026,29,-0.03940886699507388
OPFY1_REV,KOSPI_ALL,KOSDAQ_PLUS_KOSPI_EX_K200,DISC_2016_2019,194,-0.11740414918663944
OPFY1_REV,KOSPI_ALL,KOSDAQ_PLUS_KOSPI_EX_K200,VAL_2020_2022,148,-0.037018253700899915
OPFY1_REV,KOSPI_ALL,KOSDAQ_PLUS_KOSPI_EX_K200,CONF_2023_2024,97,-0.07654376183463074
OPFY1_REV,KOSPI_ALL,KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2025,49,0.018775510204081632
OPFY1_REV,KOSPI_ALL,KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2026,29,0.05566502463054186
OPFY1_REV,KOSPI_KOSDAQ_ALL,K200,DISC_2016_2019,194,-0.051191381131021105
OPFY1_REV,KOSPI_KOSDAQ_ALL,K200,VAL_2020_2022,148,0.04747220854603406
OPFY1_REV,KOSPI_KOSDAQ_ALL,K200,CONF_2023_2024,97,0.0707842415316642
OPFY1_REV,KOSPI_KOSDAQ_ALL,K200,STRESS_2025,49,0.021020408163265305
OPFY1_REV,KOSPI_KOSDAQ_ALL,K200,STRESS_2026,29,-0.09162561576354677
OPFY1_REV,KOSPI_KOSDAQ_ALL,KOSDAQ,DISC_2016_2019,194,0.0353556064148447
OPFY1_REV,KOSPI_KOSDAQ_ALL,KOSDAQ,VAL_2020_2022,148,-0.03869518059355069
OPFY1_REV,KOSPI_KOSDAQ_ALL,KOSDAQ,CONF_2023_2024,97,-0.020395013675573323
OPFY1_REV,KOSPI_KOSDAQ_ALL,KOSDAQ,STRESS_2025,49,-0.1233673469387755
OPFY1_REV,KOSPI_KOSDAQ_ALL,KOSDAQ,STRESS_2026,29,0.006403940886699506
OPFY1_REV,KOSPI_KOSDAQ_ALL,KOSPI_EX_K200,DISC_2016_2019,194,0.030341081385363206
OPFY1_REV,KOSPI_KOSDAQ_ALL,KOSPI_EX_K200,VAL_2020_2022,148,-0.01321551657122127
OPFY1_REV,KOSPI_KOSDAQ_ALL,KOSPI_EX_K200,CONF_2023_2024,97,-0.08845729013254784
OPFY1_REV,KOSPI_KOSDAQ_ALL,KOSPI_EX_K200,STRESS_2025,49,0.08693877551020408
OPFY1_REV,KOSPI_KOSDAQ_ALL,KOSPI_EX_K200,STRESS_2026,29,0.35911330049261075
OPFY1_REV,KOSPI_KOSDAQ_ALL,KOSPI_ALL,DISC_2016_2019,194,-0.07520719225222189
OPFY1_REV,KOSPI_KOSDAQ_ALL,KOSPI_ALL,VAL_2020_2022,148,0.05881460147998979
OPFY1_REV,KOSPI_KOSDAQ_ALL,KOSPI_ALL,CONF_2023_2024,97,0.06523511466442246
OPFY1_REV,KOSPI_KOSDAQ_ALL,KOSPI_ALL,STRESS_2025,49,0.0683673469387755
OPFY1_REV,KOSPI_KOSDAQ_ALL,KOSPI_ALL,STRESS_2026,29,0.06748768472906402
OPFY1_REV,KOSPI_KOSDAQ_ALL,KOSDAQ_PLUS_KOSPI_EX_K200,DISC_2016_2019,194,0.045992776519991944
OPFY1_REV,KOSPI_KOSDAQ_ALL,KOSDAQ_PLUS_KOSPI_EX_K200,VAL_2020_2022,148,-0.04132347660631458
OPFY1_REV,KOSPI_KOSDAQ_ALL,KOSDAQ_PLUS_KOSPI_EX_K200,CONF_2023_2024,97,-0.034096886177151266
OPFY1_REV,KOSPI_KOSDAQ_ALL,KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2025,49,0.09428571428571428
OPFY1_REV,KOSPI_KOSDAQ_ALL,KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2026,29,-0.1689655172413793
OPFY1_REV,KOSDAQ_PLUS_KOSPI_EX_K200,K200,DISC_2016_2019,194,-0.05567996449893784
OPFY1_REV,KOSDAQ_PLUS_KOSPI_EX_K200,K200,VAL_2020_2022,148,0.019256895575208138
OPFY1_REV,KOSDAQ_PLUS_KOSPI_EX_K200,K200,CONF_2023_2024,97,0.02523406269724384
OPFY1_REV,KOSDAQ_PLUS_KOSPI_EX_K200,K200,STRESS_2025,49,0.29520408163265305
OPFY1_REV,KOSDAQ_PLUS_KOSPI_EX_K200,K200,STRESS_2026,29,0.056157635467980284
OPFY1_REV,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ,DISC_2016_2019,194,0.06251884966697209
OPFY1_REV,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ,VAL_2020_2022,148,0.08001125354912508
OPFY1_REV,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ,CONF_2023_2024,97,0.014411950347149169
OPFY1_REV,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ,STRESS_2025,49,-0.1908163265306122
OPFY1_REV,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ,STRESS_2026,29,-0.042857142857142844
OPFY1_REV,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_EX_K200,DISC_2016_2019,194,0.019562564458670433
OPFY1_REV,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_EX_K200,VAL_2020_2022,148,-0.09263817988650205
OPFY1_REV,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_EX_K200,CONF_2023_2024,97,0.01443824952661477
OPFY1_REV,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_EX_K200,STRESS_2025,49,-0.08499999999999998
OPFY1_REV,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_EX_K200,STRESS_2026,29,0.000985221674876847
OPFY1_REV,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_ALL,DISC_2016_2019,194,-0.0682302473980269
OPFY1_REV,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_ALL,VAL_2020_2022,148,-0.01360791006045081
OPFY1_REV,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_ALL,CONF_2023_2024,97,0.00010519671786240267
OPFY1_REV,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_ALL,STRESS_2025,49,0.2080612244897959
OPFY1_REV,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_ALL,STRESS_2026,29,0.07241379310344825
OPFY1_REV,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,DISC_2016_2019,194,-0.018671750769395125
OPFY1_REV,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,VAL_2020_2022,148,0.11118062316528282
OPFY1_REV,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,CONF_2023_2024,97,0.04540553334735956
OPFY1_REV,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,STRESS_2025,49,-0.075
OPFY1_REV,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,STRESS_2026,29,-0.015270935960591127
PBR12MF,K200,KOSDAQ,DISC_2016_2019,194,-0.03826472123037477
PBR12MF,K200,KOSDAQ,VAL_2020_2022,148,0.11125465967268461
PBR12MF,K200,KOSDAQ,CONF_2023_2024,97,-0.15959657058699767
PBR12MF,K200,KOSDAQ,STRESS_2025,49,-0.28795918367346934
PBR12MF,K200,KOSDAQ,STRESS_2026,29,-0.07536945812807881
PBR12MF,K200,KOSPI_EX_K200,DISC_2016_2019,194,-0.021852054254169525
PBR12MF,K200,KOSPI_EX_K200,VAL_2020_2022,148,-0.1422500434964481
PBR12MF,K200,KOSPI_EX_K200,CONF_2023_2024,97,0.19869030086261308
PBR12MF,K200,KOSPI_EX_K200,STRESS_2025,49,0.22448979591836732
PBR12MF,K200,KOSPI_EX_K200,STRESS_2026,29,-0.02068965517241379
PBR12MF,K200,KOSPI_ALL,DISC_2016_2019,194,-0.03985733832430056
PBR12MF,K200,KOSPI_ALL,VAL_2020_2022,148,-0.14364192983560195
PBR12MF,K200,KOSPI_ALL,CONF_2023_2024,97,0.12384283610351354
PBR12MF,K200,KOSPI_ALL,STRESS_2025,49,0.2740816326530612
PBR12MF,K200,KOSPI_ALL,STRESS_2026,29,-0.16206896551724134
PBR12MF,K200,KOSPI_KOSDAQ_ALL,DISC_2016_2019,194,0.056924145242076965
PBR12MF,K200,KOSPI_KOSDAQ_ALL,VAL_2020_2022,148,0.08769994484280198
PBR12MF,K200,KOSPI_KOSDAQ_ALL,CONF_2023_2024,97,0.06126393856511677
PBR12MF,K200,KOSPI_KOSDAQ_ALL,STRESS_2025,49,-0.09051020408163264
PBR12MF,K200,KOSPI_KOSDAQ_ALL,STRESS_2026,29,0.09950738916256155
PBR12MF,K200,KOSDAQ_PLUS_KOSPI_EX_K200,DISC_2016_2019,194,0.10159960225661843
PBR12MF,K200,KOSDAQ_PLUS_KOSPI_EX_K200,VAL_2020_2022,148,0.15110851160707348
PBR12MF,K200,KOSDAQ_PLUS_KOSPI_EX_K200,CONF_2023_2024,97,-0.13241636860929937
PBR12MF,K200,KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2025,49,-0.10724489795918365
PBR12MF,K200,KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2026,29,0.16009852216748766
PBR12MF,KOSDAQ,K200,DISC_2016_2019,194,0.013275918035279178
PBR12MF,KOSDAQ,K200,VAL_2020_2022,148,0.022373832536823908
PBR12MF,KOSDAQ,K200,CONF_2023_2024,97,-0.1259336208710288
PBR12MF,KOSDAQ,K200,STRESS_2025,49,-0.04255102040816327
PBR12MF,KOSDAQ,K200,STRESS_2026,29,-0.16600985221674872
PBR12MF,KOSDAQ,KOSPI_EX_K200,DISC_2016_2019,194,-0.0038779979701939
PBR12MF,KOSDAQ,KOSPI_EX_K200,VAL_2020_2022,148,-0.039890870188089754
PBR12MF,KOSDAQ,KOSPI_EX_K200,CONF_2023_2024,97,-0.09664948453608246
PBR12MF,KOSDAQ,KOSPI_EX_K200,STRESS_2025,49,-0.19255102040816324
PBR12MF,KOSDAQ,KOSPI_EX_K200,STRESS_2026,29,-0.07586206896551723
PBR12MF,KOSDAQ,KOSPI_ALL,DISC_2016_2019,194,0.019845258101761493
PBR12MF,KOSDAQ,KOSPI_ALL,VAL_2020_2022,148,0.10148554252101714
PBR12MF,KOSDAQ,KOSPI_ALL,CONF_2023_2024,97,-0.023813907006101406
PBR12MF,KOSDAQ,KOSPI_ALL,STRESS_2025,49,-0.16030612244897957
PBR12MF,KOSDAQ,KOSPI_ALL,STRESS_2026,29,-0.20492610837438419
PBR12MF,KOSDAQ,KOSPI_KOSDAQ_ALL,DISC_2016_2019,194,0.09488398466551344
PBR12MF,KOSDAQ,KOSPI_KOSDAQ_ALL,VAL_2020_2022,148,0.02333260530767722
PBR12MF,KOSDAQ,KOSPI_KOSDAQ_ALL,CONF_2023_2024,97,0.05530717441615821
PBR12MF,KOSDAQ,KOSPI_KOSDAQ_ALL,STRESS_2025,49,0.24193877551020404
PBR12MF,KOSDAQ,KOSPI_KOSDAQ_ALL,STRESS_2026,29,0.05566502463054186
PBR12MF,KOSDAQ,KOSDAQ_PLUS_KOSPI_EX_K200,DISC_2016_2019,194,-0.055264141872763205
PBR12MF,KOSDAQ,KOSDAQ_PLUS_KOSPI_EX_K200,VAL_2020_2022,148,-0.040061154155113896
PBR12MF,KOSDAQ,KOSDAQ_PLUS_KOSPI_EX_K200,CONF_2023_2024,97,0.13530927835051546
PBR12MF,KOSDAQ,KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2025,49,0.037551020408163265
PBR12MF,KOSDAQ,KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2026,29,0.09359605911330048
PBR12MF,KOSPI_EX_K200,K200,DISC_2016_2019,194,-0.020305457055630655
PBR12MF,KOSPI_EX_K200,K200,VAL_2020_2022,148,0.05767443926600208
PBR12MF,KOSPI_EX_K200,K200,CONF_2023_2024,97,0.15170681674731748
PBR12MF,KOSPI_EX_K200,K200,STRESS_2025,49,-0.0943877551020408
PBR12MF,KOSPI_EX_K200,K200,STRESS_2026,29,0.01379310344827586
PBR12MF,KOSPI_EX_K200,KOSDAQ,DISC_2016_2019,194,0.06104785658228315
PBR12MF,KOSPI_EX_K200,KOSDAQ,VAL_2020_2022,148,-0.011560800630791044
PBR12MF,KOSPI_EX_K200,KOSDAQ,CONF_2023_2024,97,0.004115821586366505
PBR12MF,KOSPI_EX_K200,KOSDAQ,STRESS_2025,49,0.21612244897959185
PBR12MF,KOSPI_EX_K200,KOSDAQ,STRESS_2026,29,0.13891625615763545
PBR12MF,KOSPI_EX_K200,KOSPI_ALL,DISC_2016_2019,194,-0.053669881211145035
PBR12MF,KOSPI_EX_K200,KOSPI_ALL,VAL_2020_2022,148,0.07103432702665685
PBR12MF,KOSPI_EX_K200,KOSPI_ALL,CONF_2023_2024,97,0.0352671996633705
PBR12MF,KOSPI_EX_K200,KOSPI_ALL,STRESS_2025,49,-0.1953061224489796
PBR12MF,KOSPI_EX_K200,KOSPI_ALL,STRESS_2026,29,0.04729064039408866
PBR12MF,KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,DISC_2016_2019,194,-0.07380687257830573
PBR12MF,KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,VAL_2020_2022,148,-0.1374894960705124
PBR12MF,KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,CONF_2023_2024,97,-0.029428781822007154
PBR12MF,KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,STRESS_2025,49,-0.1360204081632653
PBR12MF,KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,STRESS_2026,29,0.05320197044334973
PBR12MF,KOSPI_EX_K200,KOSDAQ_PLUS_KOSPI_EX_K200,DISC_2016_2019,194,0.02827018609295197
PBR12MF,KOSPI_EX_K200,KOSDAQ_PLUS_KOSPI_EX_K200,VAL_2020_2022,148,-0.11749963907202642
PBR12MF,KOSPI_EX_K200,KOSDAQ_PLUS_KOSPI_EX_K200,CONF_2023_2024,97,-0.040684830633284236
PBR12MF,KOSPI_EX_K200,KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2025,49,0.16663265306122446
PBR12MF,KOSPI_EX_K200,KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2026,29,-0.004433497536945812
PBR12MF,KOSPI_ALL,K200,DISC_2016_2019,194,-0.017126797138548647
PBR12MF,KOSPI_ALL,K200,VAL_2020_2022,148,0.038258365199880066
PBR12MF,KOSPI_ALL,K200,CONF_2023_2024,97,0.13910950978329475
PBR12MF,KOSPI_ALL,K200,STRESS_2025,49,-0.05826530612244897
PBR12MF,KOSPI_ALL,K200,STRESS_2026,29,0.15812807881773394
PBR12MF,KOSPI_ALL,KOSDAQ,DISC_2016_2019,194,-0.027193649254436604
PBR12MF,KOSPI_ALL,KOSDAQ,VAL_2020_2022,148,0.047561052354916214
PBR12MF,KOSPI_ALL,KOSDAQ,CONF_2023_2024,97,-0.06790448138018093
PBR12MF,KOSPI_ALL,KOSDAQ,STRESS_2025,49,-0.19102040816326532
PBR12MF,KOSPI_ALL,KOSDAQ,STRESS_2026,29,-0.112807881773399
PBR12MF,KOSPI_ALL,KOSPI_EX_K200,DISC_2016_2019,194,-0.024692139226619222
PBR12MF,KOSPI_ALL,KOSPI_EX_K200,VAL_2020_2022,148,-0.11592636328973817
PBR12MF,KOSPI_ALL,KOSPI_EX_K200,CONF_2023_2024,97,0.07939722280664843
PBR12MF,KOSPI_ALL,KOSPI_EX_K200,STRESS_2025,49,0.24816326530612243
PBR12MF,KOSPI_ALL,KOSPI_EX_K200,STRESS_2026,29,-0.13300492610837436
PBR12MF,KOSPI_ALL,KOSPI_KOSDAQ_ALL,DISC_2016_2019,194,-0.0010707843515920007
PBR12MF,KOSPI_ALL,KOSPI_KOSDAQ_ALL,VAL_2020_2022,148,0.05125177224889594
PBR12MF,KOSPI_ALL,KOSPI_KOSDAQ_ALL,CONF_2023_2024,97,0.002235430254576057
PBR12MF,KOSPI_ALL,KOSPI_KOSDAQ_ALL,STRESS_2025,49,-0.17122448979591834
PBR12MF,KOSPI_ALL,KOSPI_KOSDAQ_ALL,STRESS_2026,29,0.17832512315270932
PBR12MF,KOSPI_ALL,KOSDAQ_PLUS_KOSPI_EX_K200,DISC_2016_2019,194,0.13466325352442546
PBR12MF,KOSPI_ALL,KOSDAQ_PLUS_KOSPI_EX_K200,VAL_2020_2022,148,0.09621044136863889
PBR12MF,KOSPI_ALL,KOSDAQ_PLUS_KOSPI_EX_K200,CONF_2023_2024,97,-0.13480959394066902
PBR12MF,KOSPI_ALL,KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2025,49,0.009489795918367346
PBR12MF,KOSPI_ALL,KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2026,29,0.1172413793103448
PBR12MF,KOSPI_KOSDAQ_ALL,K200,DISC_2016_2019,194,0.0007354965423444672
PBR12MF,KOSPI_KOSDAQ_ALL,K200,VAL_2020_2022,148,-0.06345669049408263
PBR12MF,KOSPI_KOSDAQ_ALL,K200,CONF_2023_2024,97,-0.19862455291394907
PBR12MF,KOSPI_KOSDAQ_ALL,K200,STRESS_2025,49,0.07816326530612244
PBR12MF,KOSPI_KOSDAQ_ALL,K200,STRESS_2026,29,0.10147783251231525
PBR12MF,KOSPI_KOSDAQ_ALL,KOSDAQ,DISC_2016_2019,194,0.08056851006479765
PBR12MF,KOSPI_KOSDAQ_ALL,KOSDAQ,VAL_2020_2022,148,0.03967246249125444
PBR12MF,KOSPI_KOSDAQ_ALL,KOSDAQ,CONF_2023_2024,97,0.17577056595834206
PBR12MF,KOSPI_KOSDAQ_ALL,KOSDAQ,STRESS_2025,49,-0.17010204081632652
PBR12MF,KOSPI_KOSDAQ_ALL,KOSDAQ,STRESS_2026,29,-0.1571428571428571
PBR12MF,KOSPI_KOSDAQ_ALL,KOSPI_EX_K200,DISC_2016_2019,194,-0.004696494681004055
PBR12MF,KOSPI_KOSDAQ_ALL,KOSPI_EX_K200,VAL_2020_2022,148,0.07044203496744245
PBR12MF,KOSPI_KOSDAQ_ALL,KOSPI_EX_K200,CONF_2023_2024,97,0.08115926783084366
PBR12MF,KOSPI_KOSDAQ_ALL,KOSPI_EX_K200,STRESS_2025,49,0.0633673469387755
PBR12MF,KOSPI_KOSDAQ_ALL,KOSPI_EX_K200,STRESS_2026,29,0.0
PBR12MF,KOSPI_KOSDAQ_ALL,KOSPI_ALL,DISC_2016_2019,194,0.025066872660484112
PBR12MF,KOSPI_KOSDAQ_ALL,KOSPI_ALL,VAL_2020_2022,148,-0.058026112676160625
PBR12MF,KOSPI_KOSDAQ_ALL,KOSPI_ALL,CONF_2023_2024,97,-0.22053176940879443
PBR12MF,KOSPI_KOSDAQ_ALL,KOSPI_ALL,STRESS_2025,49,0.14397959183673467
PBR12MF,KOSPI_KOSDAQ_ALL,KOSPI_ALL,STRESS_2026,29,0.15024630541871917
PBR12MF,KOSPI_KOSDAQ_ALL,KOSDAQ_PLUS_KOSPI_EX_K200,DISC_2016_2019,194,-0.045124972778410086
PBR12MF,KOSPI_KOSDAQ_ALL,KOSDAQ_PLUS_KOSPI_EX_K200,VAL_2020_2022,148,0.025416732991037885
PBR12MF,KOSPI_KOSDAQ_ALL,KOSDAQ_PLUS_KOSPI_EX_K200,CONF_2023_2024,97,0.11137702503681884
PBR12MF,KOSPI_KOSDAQ_ALL,KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2025,49,-0.1070408163265306
PBR12MF,KOSPI_KOSDAQ_ALL,KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2026,29,-0.1532019704433497
PBR12MF,KOSDAQ_PLUS_KOSPI_EX_K200,K200,DISC_2016_2019,194,-0.006200359119540787
PBR12MF,KOSDAQ_PLUS_KOSPI_EX_K200,K200,VAL_2020_2022,148,-0.053650555088714254
PBR12MF,KOSDAQ_PLUS_KOSPI_EX_K200,K200,CONF_2023_2024,97,-0.08819429833789186
PBR12MF,KOSDAQ_PLUS_KOSPI_EX_K200,K200,STRESS_2025,49,0.09122448979591836
PBR12MF,KOSDAQ_PLUS_KOSPI_EX_K200,K200,STRESS_2026,29,0.07635467980295566
PBR12MF,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ,DISC_2016_2019,194,0.01737168872471474
PBR12MF,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ,VAL_2020_2022,148,-0.05667494641607777
PBR12MF,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ,CONF_2023_2024,97,0.16426467494214178
PBR12MF,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ,STRESS_2025,49,0.20673469387755097
PBR12MF,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ,STRESS_2026,29,-0.058128078817733984
PBR12MF,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_EX_K200,DISC_2016_2019,194,0.03516823969791226
PBR12MF,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_EX_K200,VAL_2020_2022,148,0.15423285221942942
PBR12MF,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_EX_K200,CONF_2023_2024,97,-0.07977856090889965
PBR12MF,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_EX_K200,STRESS_2025,49,-0.2487755102040816
PBR12MF,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_EX_K200,STRESS_2026,29,0.028078817733990142
PBR12MF,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_ALL,DISC_2016_2019,194,0.03376134575322653
PBR12MF,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_ALL,VAL_2020_2022,148,0.07242991519118078
PBR12MF,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_ALL,CONF_2023_2024,97,-0.1334814853776562
PBR12MF,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_ALL,STRESS_2025,49,-0.17122448979591834
PBR12MF,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_ALL,STRESS_2026,29,0.196551724137931
PBR12MF,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,DISC_2016_2019,194,0.0012417153916005474
PBR12MF,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,VAL_2020_2022,148,-0.06643295809163499
PBR12MF,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,CONF_2023_2024,97,-0.06752314327792971
PBR12MF,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,STRESS_2025,49,0.15663265306122448
PBR12MF,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,STRESS_2026,29,-0.14926108374384234
PER12MF,K200,KOSDAQ,DISC_2016_2019,194,-0.011165577118250586
PER12MF,K200,KOSDAQ,VAL_2020_2022,148,0.17702869284844358
PER12MF,K200,KOSDAQ,CONF_2023_2024,97,-0.05027088154849568
PER12MF,K200,KOSDAQ,STRESS_2025,49,-0.14244897959183672
PER12MF,K200,KOSDAQ,STRESS_2026,29,-0.031527093596059104
PER12MF,K200,KOSPI_EX_K200,DISC_2016_2019,194,-0.030180011751508997
PER12MF,K200,KOSPI_EX_K200,VAL_2020_2022,148,-0.18224826662027047
PER12MF,K200,KOSPI_EX_K200,CONF_2023_2024,97,0.20568588260046286
PER12MF,K200,KOSPI_EX_K200,STRESS_2025,49,0.06734693877551019
PER12MF,K200,KOSPI_EX_K200,STRESS_2026,29,-0.0669950738916256
PER12MF,K200,KOSPI_ALL,DISC_2016_2019,194,0.026039864734378918
PER12MF,K200,KOSPI_ALL,VAL_2020_2022,148,-0.07269274479245717
PER12MF,K200,KOSPI_ALL,CONF_2023_2024,97,-0.022222806648432562
PER12MF,K200,KOSPI_ALL,STRESS_2025,49,0.16581632653061223
PER12MF,K200,KOSPI_ALL,STRESS_2026,29,0.13546798029556648
PER12MF,K200,KOSPI_KOSDAQ_ALL,DISC_2016_2019,194,0.12649636566094022
PER12MF,K200,KOSPI_KOSDAQ_ALL,VAL_2020_2022,148,0.06929076727734447
PER12MF,K200,KOSPI_KOSDAQ_ALL,CONF_2023_2024,97,-0.01997422680412371
PER12MF,K200,KOSPI_KOSDAQ_ALL,STRESS_2025,49,-0.09153061224489796
PER12MF,K200,KOSPI_KOSDAQ_ALL,STRESS_2026,29,-0.06650246305418718
PER12MF,K200,KOSDAQ_PLUS_KOSPI_EX_K200,DISC_2016_2019,194,-0.03261413550393839
PER12MF,K200,KOSDAQ_PLUS_KOSPI_EX_K200,VAL_2020_2022,148,0.09862032968456748
PER12MF,K200,KOSDAQ_PLUS_KOSPI_EX_K200,CONF_2023_2024,97,-0.02231485377656217
PER12MF,K200,KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2025,49,-0.143469387755102
PER12MF,K200,KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2026,29,-0.0251231527093596
PER12MF,KOSDAQ,K200,DISC_2016_2019,194,0.014401761904566242
PER12MF,KOSDAQ,K200,VAL_2020_2022,148,-0.03823985607302961
PER12MF,KOSDAQ,K200,CONF_2023_2024,97,0.049021670523879644
PER12MF,KOSDAQ,K200,STRESS_2025,49,-0.04795918367346939
PER12MF,KOSDAQ,K200,STRESS_2026,29,-0.3724137931034482
PER12MF,KOSDAQ,KOSPI_EX_K200,DISC_2016_2019,194,-0.03980638772583647
PER12MF,KOSDAQ,KOSPI_EX_K200,VAL_2020_2022,148,0.0054601924208827375
