date,factor,period,common,z_K200,local_K200,z_KOSDAQ,local_KOSDAQ,z_KOSPI_EX_K200,local_KOSPI_EX_K200,z_KOSPI_ALL,local_KOSPI_ALL,z_KOSPI_KOSDAQ_ALL,local_KOSPI_KOSDAQ_ALL,z_KOSDAQ_PLUS_KOSPI_EX_K200,local_KOSDAQ_PLUS_KOSPI_EX_K200
2016-04-01,FOREIGN_FLOW,DISC_2016_2019,0.9417006880655266,1.0347622753701762,0.09306158730464953,1.0252455092505155,0.08354482118498885,0.7726433803805292,-0.1690573076849975,0.9152495890372861,-0.0264510990282405,0.9677438837506055,0.026043195685078846,0.9345594906040475,-0.007141197461479121
2016-04-08,FOREIGN_FLOW,DISC_2016_2019,-0.5135720261931999,-0.6728355148789903,-0.15926348868579043,-0.5179686132805128,-0.004396587087312942,-0.676475239671844,-0.16290321347864412,-1.00557722554671,-0.49200519935351006,-0.2614627040553862,0.2521093221378137,0.052887140274244154,0.566459166467444
2016-04-18,FOREIGN_FLOW,DISC_2016_2019,0.2030864771402848,0.628690925169026,0.4256044480287412,-1.3764143321194933,-1.579500809259778,1.5655896093126207,1.362503132172336,0.998952055823211,0.7958655786829262,-0.2705330508178201,-0.4736195279581049,-0.32776634452583575,-0.5308528216661206
2016-04-25,FOREIGN_FLOW,DISC_2016_2019,-1.2718706120113192,-1.718319924960565,-0.4464493129492457,-1.8042376343467128,-0.5323670223353936,0.6036815350107125,1.8755521470220318,-1.2691839470905955,0.0026866649207237803,-1.839337391214193,-0.5674667792028738,-1.6038263094665615,-0.3319556974552422
2016-05-02,FOREIGN_FLOW,DISC_2016_2019,-0.44140825684572316,-0.26240116646262746,0.1790070903830957,-1.2074050372316287,-0.7659967803859056,0.27382289778114394,0.715231154626867,-0.08726349259198625,0.3541447642537369,-0.6704538818095206,-0.22904562496379743,-0.6947488607597196,-0.2533406039139965
2016-05-11,FOREIGN_FLOW,DISC_2016_2019,-0.465008680835413,-1.037619007773701,-0.5726103269382881,0.48528617547690267,0.9502948563123157,-0.5549065094075445,-0.08989782857213147,-0.8556609166461933,-0.39065223581078024,-0.6294758233192655,-0.16446714248385252,-0.19767600334267624,0.2673326774927368
2016-05-18,FOREIGN_FLOW,DISC_2016_2019,-0.4943166741654003,-1.5638755947599265,-1.0695589205945262,0.2702292558289699,0.7645459299943702,-0.39931167049092636,0.09500500367447395,-0.9292815239612465,-0.4349648497958462,-0.48576543319100957,0.00855124097439075,0.14210492158173738,0.6364215957471377
2016-05-25,FOREIGN_FLOW,DISC_2016_2019,0.2768216635468121,-0.36631737551298266,-0.6431390390597947,-1.0060385987756346,-1.2828602623224468,1.6240293954523388,1.3472077319055267,0.870764133470378,0.5939424699235658,0.19298698503124903,-0.08383467851556306,0.34550544161552416,0.06868377806871206
2016-06-01,FOREIGN_FLOW,DISC_2016_2019,-0.10506051474968119,-0.04717048112841793,0.05789003362126326,0.38653458454308587,0.49159509929276707,-0.387637310728523,-0.2825767959788418,-0.17659694894322614,-0.07153643419354495,-0.19549049149799644,-0.09042997674831525,-0.2100024407430094,-0.1049419259933282
2016-06-09,FOREIGN_FLOW,DISC_2016_2019,0.26423098239362275,0.43075732997281035,0.1665263475791876,-0.36576379610543236,-0.6299947784990552,0.42472350506347284,0.1604925226698501,0.5514590147549077,0.2872280323612849,0.2946591382730511,0.030428155879428376,0.24955070240292693,-0.014680279990695821
2016-06-16,FOREIGN_FLOW,DISC_2016_2019,0.7599663039316087,-0.049634733572296356,-0.809601037503905,0.5101592214000809,-0.24980708253152784,1.1625858281749064,0.4026195242432977,0.7989407090192282,0.03897440508761951,0.8896598101189503,0.12969350618734166,1.2480869884487822,0.4881206845171735
2016-06-23,FOREIGN_FLOW,DISC_2016_2019,0.21807169106953928,0.5613769847914601,0.34330529372192087,0.34732349321356026,0.129251802144021,-0.1739994699899828,-0.3920711610595221,0.02607441768062387,-0.1919972733889154,0.4347359429024207,0.2166642518328814,0.11291877781915359,-0.10515291325038569
2016-06-30,FOREIGN_FLOW,DISC_2016_2019,1.2788519401095189,1.1937346121464771,-0.08511732796304172,0.4695483707881404,-0.8093035693213785,1.5560152469295676,0.27716330682004875,2.00163768163923,0.7227857415297112,1.4461115719045072,0.16725963179498837,1.0060641572491908,-0.272787782860328
2016-07-07,FOREIGN_FLOW,DISC_2016_2019,0.23387158862691912,0.12080814379269875,-0.11306344483422037,-0.2639450193377426,-0.49781660796466176,0.45607003249806466,0.22219844387114554,0.5832673778301257,0.3493957892032066,0.31547227765630437,0.08160068902938525,0.1915567193220638,-0.04231486930485531
2016-07-14,FOREIGN_FLOW,DISC_2016_2019,-0.6588163963444919,-1.383177687166875,-0.7243612908223832,-0.3007953934221576,0.35802100292233424,-0.09776392051464294,0.561052475829849,-1.169207279942312,-0.5103908835978203,-0.9138262161779599,-0.25500981983346804,-0.08812788084300358,0.5706885155014882
2016-07-21,FOREIGN_FLOW,DISC_2016_2019,-0.04339682208319101,-0.7184423981582652,-0.6750455760750742,0.5352640964459365,0.5786609185291276,0.25175642745735183,0.29515324954054284,-0.5369265883492306,-0.49352976626603956,-0.13292159160904396,-0.08952476952585295,0.34088912171410524,0.38428594379729625
2016-07-28,FOREIGN_FLOW,DISC_2016_2019,-0.017371100234651105,0.5760958975328256,0.5934669977674767,-0.8001732533125252,-0.7828021530778742,0.1644374282208478,0.1818085284554989,0.3458886931584006,0.3632597933930517,0.05920399608753538,0.07657509632218648,-0.4496793630949908,-0.4323082628603397
2016-08-04,FOREIGN_FLOW,DISC_2016_2019,0.13190183855007556,0.27842424187499043,0.14652240332491487,-0.7717277144292597,-0.9036295529793352,0.6092879023778215,0.47738606382774595,0.5390608501448498,0.4071590115947743,0.025691651985227968,-0.1062101865648476,0.11067409934682333,-0.02122773920325223
2016-08-11,FOREIGN_FLOW,DISC_2016_2019,0.1730110928237836,-0.34498892169968287,-0.5180000145234664,-1.483110270851123,-1.6561213636749066,1.637464946799537,1.4644538539757535,0.980331969502494,0.8073208766787104,0.43022163945932773,0.2572105466355441,-0.18185280626785122,-0.35486389909163485
2016-08-19,FOREIGN_FLOW,DISC_2016_2019,1.0062897655416911,1.4281925562338937,0.4219027906922026,1.6741079389391709,0.6678181733974797,-0.3114445775312753,-1.3177343430729664,0.6087736629827216,-0.3975161025589695,1.6376188749605347,0.6313291094188436,1.0004901376651005,-0.005799627876590607
