era,universe,x,y,nonoverlap,n,ic,excluded_factor
2026,KOSDAQ,loo_PRIVATE_FLOW_current20,loo_PRIVATE_FLOW_future20,False,17,-0.36274509803921573,PRIVATE_FLOW
2026,KOSDAQ_PLUS_KOSPI_EX_K200,loo_PRIVATE_FLOW_current20,loo_PRIVATE_FLOW_future20,False,17,-0.47058823529411764,PRIVATE_FLOW
2026,KOSPI_ALL,loo_PRIVATE_FLOW_current20,loo_PRIVATE_FLOW_future20,False,17,-0.10539215686274511,PRIVATE_FLOW
2026,KOSPI_EX_K200,loo_PRIVATE_FLOW_current20,loo_PRIVATE_FLOW_future20,False,17,-0.25980392156862747,PRIVATE_FLOW
2026,KOSPI_KOSDAQ_ALL,loo_PRIVATE_FLOW_current20,loo_PRIVATE_FLOW_future20,False,17,-0.22058823529411767,PRIVATE_FLOW
2016_2019,K200,loo_FOREIGN_FLOW_current20,loo_FOREIGN_FLOW_future20,False,184,0.12641829284737338,FOREIGN_FLOW
2016_2019,KOSDAQ,loo_FOREIGN_FLOW_current20,loo_FOREIGN_FLOW_future20,False,184,0.10324594016682398,FOREIGN_FLOW
2016_2019,KOSDAQ_PLUS_KOSPI_EX_K200,loo_FOREIGN_FLOW_current20,loo_FOREIGN_FLOW_future20,False,184,0.19496831114792623,FOREIGN_FLOW
2016_2019,KOSPI_ALL,loo_FOREIGN_FLOW_current20,loo_FOREIGN_FLOW_future20,False,184,0.1350580801756853,FOREIGN_FLOW
2016_2019,KOSPI_EX_K200,loo_FOREIGN_FLOW_current20,loo_FOREIGN_FLOW_future20,False,184,0.19366993508119665,FOREIGN_FLOW
2016_2019,KOSPI_KOSDAQ_ALL,loo_FOREIGN_FLOW_current20,loo_FOREIGN_FLOW_future20,False,184,0.1838069002716187,FOREIGN_FLOW
2020_2022,K200,loo_FOREIGN_FLOW_current20,loo_FOREIGN_FLOW_future20,False,149,-0.0008053691275167786,FOREIGN_FLOW
2020_2022,KOSDAQ,loo_FOREIGN_FLOW_current20,loo_FOREIGN_FLOW_future20,False,149,0.16474877562125886,FOREIGN_FLOW
2020_2022,KOSDAQ_PLUS_KOSPI_EX_K200,loo_FOREIGN_FLOW_current20,loo_FOREIGN_FLOW_future20,False,149,0.2533647741701433,FOREIGN_FLOW
2020_2022,KOSPI_ALL,loo_FOREIGN_FLOW_current20,loo_FOREIGN_FLOW_future20,False,149,0.21436241610738255,FOREIGN_FLOW
2020_2022,KOSPI_EX_K200,loo_FOREIGN_FLOW_current20,loo_FOREIGN_FLOW_future20,False,133,0.4392018036951265,FOREIGN_FLOW
2020_2022,KOSPI_KOSDAQ_ALL,loo_FOREIGN_FLOW_current20,loo_FOREIGN_FLOW_future20,False,149,0.32481770360964995,FOREIGN_FLOW
2023_2024,K200,loo_FOREIGN_FLOW_current20,loo_FOREIGN_FLOW_future20,False,97,-0.004970544918998527,FOREIGN_FLOW
2023_2024,KOSDAQ,loo_FOREIGN_FLOW_current20,loo_FOREIGN_FLOW_future20,False,97,0.03378129602356406,FOREIGN_FLOW
2023_2024,KOSDAQ_PLUS_KOSPI_EX_K200,loo_FOREIGN_FLOW_current20,loo_FOREIGN_FLOW_future20,False,97,0.16572427940248266,FOREIGN_FLOW
2023_2024,KOSPI_ALL,loo_FOREIGN_FLOW_current20,loo_FOREIGN_FLOW_future20,False,97,0.022538396802019776,FOREIGN_FLOW
2023_2024,KOSPI_EX_K200,loo_FOREIGN_FLOW_current20,loo_FOREIGN_FLOW_future20,False,97,0.1569009046917736,FOREIGN_FLOW
2023_2024,KOSPI_KOSDAQ_ALL,loo_FOREIGN_FLOW_current20,loo_FOREIGN_FLOW_future20,False,97,0.19734904270986744,FOREIGN_FLOW
2025,K200,loo_FOREIGN_FLOW_current20,loo_FOREIGN_FLOW_future20,False,49,-0.15316326530612243,FOREIGN_FLOW
2025,KOSDAQ,loo_FOREIGN_FLOW_current20,loo_FOREIGN_FLOW_future20,False,49,0.21112244897959181,FOREIGN_FLOW
2025,KOSDAQ_PLUS_KOSPI_EX_K200,loo_FOREIGN_FLOW_current20,loo_FOREIGN_FLOW_future20,False,49,0.03469387755102041,FOREIGN_FLOW
2025,KOSPI_ALL,loo_FOREIGN_FLOW_current20,loo_FOREIGN_FLOW_future20,False,49,-0.1468367346938775,FOREIGN_FLOW
2025,KOSPI_EX_K200,loo_FOREIGN_FLOW_current20,loo_FOREIGN_FLOW_future20,False,49,0.008877551020408162,FOREIGN_FLOW
2025,KOSPI_KOSDAQ_ALL,loo_FOREIGN_FLOW_current20,loo_FOREIGN_FLOW_future20,False,49,-0.13489795918367345,FOREIGN_FLOW
2026,K200,loo_FOREIGN_FLOW_current20,loo_FOREIGN_FLOW_future20,False,17,-0.04411764705882353,FOREIGN_FLOW
2026,KOSDAQ,loo_FOREIGN_FLOW_current20,loo_FOREIGN_FLOW_future20,False,17,-0.2573529411764706,FOREIGN_FLOW
2026,KOSDAQ_PLUS_KOSPI_EX_K200,loo_FOREIGN_FLOW_current20,loo_FOREIGN_FLOW_future20,False,17,-0.5318627450980392,FOREIGN_FLOW
2026,KOSPI_ALL,loo_FOREIGN_FLOW_current20,loo_FOREIGN_FLOW_future20,False,17,-0.12009803921568628,FOREIGN_FLOW
2026,KOSPI_EX_K200,loo_FOREIGN_FLOW_current20,loo_FOREIGN_FLOW_future20,False,17,-0.2377450980392157,FOREIGN_FLOW
2026,KOSPI_KOSDAQ_ALL,loo_FOREIGN_FLOW_current20,loo_FOREIGN_FLOW_future20,False,17,-0.37500000000000006,FOREIGN_FLOW
