factor,kq_coef_2016_17,kq_coef_2018_19,same_sign
FOREIGN_FLOW,-0.045186914699132025,-0.08086693154801736,True
MOM12_1,-0.06880153484990544,0.2312864545448019,False
MOM1M,-0.07815565151796985,0.1424432102545744,False
OP12_REV,-0.2022472317725666,0.11325622848311287,False
OPFY1_REV,-0.11295885298889494,0.031107062354845526,False
PBR12MF,-0.0025489660865612145,0.1654246285028944,False
PER12MF,-0.09107972274403826,0.05568886303833261,False
PRIVATE_FLOW,0.05741204074403797,-0.0032412925496901196,False
