period,factor,shift,shifted_unique_kq_r2,observed_unique_kq_r2
VAL_2020_2022,MOM12_1,100,-0.00037398681770306474,0.0009477767472608756
VAL_2020_2022,MOM12_1,101,-0.0018407902450923164,0.0009477767472608756
VAL_2020_2022,MOM12_1,102,0.009570002484133755,0.0009477767472608756
VAL_2020_2022,MOM12_1,103,-0.00836625843506611,0.0009477767472608756
VAL_2020_2022,MOM12_1,104,0.010505581228786531,0.0009477767472608756
VAL_2020_2022,MOM12_1,105,0.004007666778161667,0.0009477767472608756
VAL_2020_2022,MOM12_1,106,0.0096210121906799,0.0009477767472608756
VAL_2020_2022,MOM12_1,107,-0.009745535685741658,0.0009477767472608756
VAL_2020_2022,MOM12_1,108,-0.014623858107128962,0.0009477767472608756
VAL_2020_2022,MOM12_1,109,0.005998246785852035,0.0009477767472608756
VAL_2020_2022,MOM12_1,110,-0.0028709236093260593,0.0009477767472608756
VAL_2020_2022,MOM12_1,111,0.006089757377503169,0.0009477767472608756
VAL_2020_2022,MOM12_1,112,-0.007918622252275132,0.0009477767472608756
VAL_2020_2022,MOM12_1,113,0.0074299868786567025,0.0009477767472608756
VAL_2020_2022,MOM12_1,114,0.00029383023243723105,0.0009477767472608756
VAL_2020_2022,MOM12_1,115,-0.013219579797487224,0.0009477767472608756
VAL_2020_2022,MOM12_1,116,-0.006419495968041478,0.0009477767472608756
VAL_2020_2022,MOM12_1,117,0.0038052444433415156,0.0009477767472608756
VAL_2020_2022,MOM12_1,118,-0.009824471707883697,0.0009477767472608756
VAL_2020_2022,MOM12_1,119,-0.01355723680761467,0.0009477767472608756
VAL_2020_2022,MOM12_1,120,0.0066829117177689135,0.0009477767472608756
VAL_2020_2022,MOM12_1,121,-0.001479348521234991,0.0009477767472608756
VAL_2020_2022,MOM12_1,122,-0.011054796053230787,0.0009477767472608756
VAL_2020_2022,MOM12_1,123,-0.01638631320396744,0.0009477767472608756
VAL_2020_2022,MOM12_1,124,0.005783980121993326,0.0009477767472608756
VAL_2020_2022,MOM12_1,125,0.0013679782941263818,0.0009477767472608756
VAL_2020_2022,MOM12_1,126,-0.013806463845527084,0.0009477767472608756
VAL_2020_2022,MOM12_1,127,-0.011259192451739342,0.0009477767472608756
VAL_2020_2022,MOM12_1,128,-0.003080014180822488,0.0009477767472608756
VAL_2020_2022,MOM12_1,129,0.01732305919384558,0.0009477767472608756
VAL_2020_2022,MOM12_1,130,-0.011036817922541964,0.0009477767472608756
VAL_2020_2022,MOM12_1,131,0.003295993289020749,0.0009477767472608756
VAL_2020_2022,MOM12_1,132,-0.00228776011270293,0.0009477767472608756
