period,factor,shift,shifted_unique_kq_r2,observed_unique_kq_r2
VAL_2020_2022,OP12_REV,64,-0.000215285796203446,-0.0036691277775939835
VAL_2020_2022,OP12_REV,65,-0.003885130124146041,-0.0036691277775939835
VAL_2020_2022,OP12_REV,66,-0.00766751147242406,-0.0036691277775939835
VAL_2020_2022,OP12_REV,67,-0.005533091274944946,-0.0036691277775939835
VAL_2020_2022,OP12_REV,68,-0.009434692194758343,-0.0036691277775939835
VAL_2020_2022,OP12_REV,69,-0.0016791477833779656,-0.0036691277775939835
VAL_2020_2022,OP12_REV,70,-0.002228251778386925,-0.0036691277775939835
VAL_2020_2022,OP12_REV,71,0.002947685086744256,-0.0036691277775939835
VAL_2020_2022,OP12_REV,72,-0.002213176451458354,-0.0036691277775939835
VAL_2020_2022,OP12_REV,73,-0.006608919799538704,-0.0036691277775939835
VAL_2020_2022,OP12_REV,74,0.00017580666854655203,-0.0036691277775939835
VAL_2020_2022,OP12_REV,75,-0.0024351829209499076,-0.0036691277775939835
VAL_2020_2022,OP12_REV,76,0.00045186471648328563,-0.0036691277775939835
VAL_2020_2022,OP12_REV,77,-0.005643733248688276,-0.0036691277775939835
VAL_2020_2022,OP12_REV,78,-0.0076680697184958735,-0.0036691277775939835
VAL_2020_2022,OP12_REV,79,-0.0020589858784836323,-0.0036691277775939835
VAL_2020_2022,OP12_REV,80,-0.0017650937727082816,-0.0036691277775939835
VAL_2020_2022,OP12_REV,81,-0.004230027160757599,-0.0036691277775939835
VAL_2020_2022,OP12_REV,82,-0.0058218962090419435,-0.0036691277775939835
VAL_2020_2022,OP12_REV,83,0.0023260168210708088,-0.0036691277775939835
VAL_2020_2022,OP12_REV,84,-0.0029526539564201926,-0.0036691277775939835
VAL_2020_2022,OP12_REV,85,0.001061859531373499,-0.0036691277775939835
VAL_2020_2022,OP12_REV,86,-0.00519039239278718,-0.0036691277775939835
VAL_2020_2022,OP12_REV,87,-0.0031717885528204093,-0.0036691277775939835
VAL_2020_2022,OP12_REV,88,0.002840543915296534,-0.0036691277775939835
VAL_2020_2022,OP12_REV,89,-0.009764895203390855,-0.0036691277775939835
VAL_2020_2022,OP12_REV,90,-0.0026330817599520273,-0.0036691277775939835
VAL_2020_2022,OP12_REV,91,-0.0013013023748527086,-0.0036691277775939835
VAL_2020_2022,OP12_REV,92,-0.002723493013018885,-0.0036691277775939835
VAL_2020_2022,OP12_REV,93,0.0033398456284849942,-0.0036691277775939835
VAL_2020_2022,OP12_REV,94,-0.0031637060536062744,-0.0036691277775939835
VAL_2020_2022,OP12_REV,95,-0.005584005832322214,-0.0036691277775939835
VAL_2020_2022,OP12_REV,96,0.0035026530225656938,-0.0036691277775939835
VAL_2020_2022,OP12_REV,97,-0.012207262423505005,-0.0036691277775939835
VAL_2020_2022,OP12_REV,98,-0.0022819966591474117,-0.0036691277775939835
VAL_2020_2022,OP12_REV,99,-0.0027626866309307108,-0.0036691277775939835
VAL_2020_2022,OP12_REV,100,-0.005540181904636121,-0.0036691277775939835
VAL_2020_2022,OP12_REV,101,-0.008322830283243654,-0.0036691277775939835
VAL_2020_2022,OP12_REV,102,-0.006478953656478881,-0.0036691277775939835
VAL_2020_2022,OP12_REV,103,-0.0003480152721766494,-0.0036691277775939835
VAL_2020_2022,OP12_REV,104,-0.002421741366255281,-0.0036691277775939835
VAL_2020_2022,OP12_REV,105,-0.001683861960614541,-0.0036691277775939835
VAL_2020_2022,OP12_REV,106,-0.008286545829088832,-0.0036691277775939835
VAL_2020_2022,OP12_REV,107,-0.0005952935891262445,-0.0036691277775939835
VAL_2020_2022,OP12_REV,108,-0.003604339017464264,-0.0036691277775939835
VAL_2020_2022,OP12_REV,109,-0.002345006756959478,-0.0036691277775939835
VAL_2020_2022,OP12_REV,110,-0.003661931295140919,-0.0036691277775939835
VAL_2020_2022,OP12_REV,111,-0.008808382541610982,-0.0036691277775939835
VAL_2020_2022,OP12_REV,112,-0.011393937109805075,-0.0036691277775939835
VAL_2020_2022,OP12_REV,113,-0.0044578954166036855,-0.0036691277775939835
VAL_2020_2022,OP12_REV,114,0.002252312727934913,-0.0036691277775939835
VAL_2020_2022,OP12_REV,115,-0.010318928372855085,-0.0036691277775939835
VAL_2020_2022,OP12_REV,116,-0.007726775124290208,-0.0036691277775939835
VAL_2020_2022,OP12_REV,117,-0.0031462335008582976,-0.0036691277775939835
VAL_2020_2022,OP12_REV,118,0.00012882582717144153,-0.0036691277775939835
VAL_2020_2022,OP12_REV,119,-0.004514057003278671,-0.0036691277775939835
VAL_2020_2022,OP12_REV,120,-0.004712686273058431,-0.0036691277775939835
VAL_2020_2022,OP12_REV,121,-0.007349372010931887,-0.0036691277775939835
VAL_2020_2022,OP12_REV,122,-0.012843793066841913,-0.0036691277775939835
VAL_2020_2022,OP12_REV,123,0.002043645490809265,-0.0036691277775939835
VAL_2020_2022,OP12_REV,124,-0.004018380360222951,-0.0036691277775939835
VAL_2020_2022,OP12_REV,125,0.001609214632371514,-0.0036691277775939835
VAL_2020_2022,OP12_REV,126,-0.003321387104177953,-0.0036691277775939835
VAL_2020_2022,OP12_REV,127,-0.010509425464424016,-0.0036691277775939835
VAL_2020_2022,OP12_REV,128,-0.0005403167646214069,-0.0036691277775939835
VAL_2020_2022,OP12_REV,129,-0.0015713348539427852,-0.0036691277775939835
VAL_2020_2022,OP12_REV,130,-0.0031047483088844086,-0.0036691277775939835
VAL_2020_2022,OP12_REV,131,-0.0022286261965422938,-0.0036691277775939835
VAL_2020_2022,OP12_REV,132,-0.0054135932084260485,-0.0036691277775939835
VAL_2020_2022,OP12_REV,133,-0.0028550103815190297,-0.0036691277775939835
VAL_2020_2022,OP12_REV,134,-0.0010031177624518772,-0.0036691277775939835
VAL_2020_2022,OP12_REV,135,-0.007945180031591281,-0.0036691277775939835
VAL_2020_2022,OP12_REV,136,-0.005226266062435592,-0.0036691277775939835
VAL_2020_2022,OP12_REV,137,0.0006746597596923865,-0.0036691277775939835
VAL_2020_2022,OP12_REV,138,-0.006711290982585272,-0.0036691277775939835
VAL_2020_2022,OP12_REV,139,-0.008405336979808276,-0.0036691277775939835
VAL_2020_2022,OP12_REV,140,-0.002274480766403908,-0.0036691277775939835
VAL_2020_2022,OP12_REV,141,0.000631917979333041,-0.0036691277775939835
VAL_2020_2022,OP12_REV,142,-0.0002193895628130882,-0.0036691277775939835
VAL_2020_2022,OP12_REV,143,-0.002988877623142816,-0.0036691277775939835
VAL_2020_2022,OP12_REV,144,0.005363433410144003,-0.0036691277775939835
VAL_2020_2022,OP12_REV,145,-0.001455631790686862,-0.0036691277775939835
VAL_2020_2022,OP12_REV,146,-0.0030340498012979555,-0.0036691277775939835
VAL_2020_2022,OP12_REV,147,-0.012124493797186275,-0.0036691277775939835
VAL_2020_2022,OPFY1_REV,1,-0.0021453612949862144,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,2,0.007562886189156126,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,3,-0.006040632444238803,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,4,-0.0017779857972857194,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,5,0.0016192975754184546,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,6,0.003788134647479846,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,7,0.00264574714835053,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,8,0.002719413079202204,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,9,-0.006128476332573296,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,10,0.008370002855742742,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,11,-0.0024173173250181534,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,12,-0.0011853532758292484,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,13,-0.007529237167670733,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,14,-0.005007239967800503,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,15,-0.004008666265998606,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,16,0.0018142430540124543,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,17,-0.003100050065775184,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,18,0.005843941710744205,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,19,0.002779936856483589,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,20,-0.0022703866331110767,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,21,-0.0007512025736648997,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,22,0.0038734200366605798,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,23,0.0001115871785998257,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,24,0.007364619497807534,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,25,-0.002165333426634941,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,26,0.00863923672719269,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,27,-0.0021804110249108444,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,28,-0.007649328955531498,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,29,-0.0045557460752920775,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,30,0.009074701704494648,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,31,0.007458684228760282,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,32,-0.0005132632862134834,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,33,-0.0033019043484607824,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,34,-0.006160670477105112,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,35,0.002075929880346661,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,36,0.0012929643116289524,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,37,0.005199338823271615,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,38,-0.005156203671035309,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,39,0.0033079198794414566,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,40,-0.0006598913752109414,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,41,-0.004987735154827977,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,42,0.0061094434124236985,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,43,-0.008219319055368768,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,44,0.0054150365247831456,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,45,0.010973633871323663,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,46,0.005190088653027614,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,47,0.00595838143788141,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,48,-0.004027266028504117,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,49,-0.0033824919648175467,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,50,0.011637726423304295,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,51,0.001071258389192864,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,52,-0.0038313608377482655,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,53,-0.010367327298107742,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,54,-0.0077960136623072,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,55,-0.004947854187359324,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,56,0.004632742408214652,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,57,-0.0054461782640014,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,58,0.002472872124326453,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,59,-3.403775901089645e-05,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,60,0.008676732486527672,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,61,-0.0017623779976696508,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,62,0.0012627487018194161,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,63,0.00024562127605043393,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,64,-0.006747302735702787,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,65,0.004994634642465967,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,66,0.0013158923054759075,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,67,-0.006804330151078286,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,68,-0.00312323994751873,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,69,0.004384150951637356,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,70,0.0005745620230656057,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,71,0.007243285161333657,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,72,-0.0035610704589559283,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,73,0.003593025794083715,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,74,0.0012207659761622747,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,75,-0.00026004988936922935,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,76,-0.0012876285101881546,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,77,-0.0030867680191319913,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,78,-0.0017194789977867941,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,79,0.004240153840732841,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,80,0.0029675854396860046,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,81,0.004111570185062696,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,82,0.0020900413225380943,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,83,-0.0038527888094197493,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,84,0.00856237234828272,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,85,0.0014961729724045636,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,86,0.005990970435360343,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,87,-0.006328096801636374,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,88,0.003460211132885971,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,89,-0.000689289017966388,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,90,0.006536489205164919,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,91,-0.00781602520833502,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,92,0.0003763095686616369,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,93,-0.0035925943491681434,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,94,0.00017065911356939356,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,95,0.0011631240328697778,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,96,-0.0014834283240539037,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,97,-0.007273357810618775,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,98,0.0016789724145099827,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,99,0.006921945868721635,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,100,0.005288780509050683,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,101,-0.004382076737752483,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,102,0.002155943371447644,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,103,0.00031344409505784654,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,104,0.004628941465317116,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,105,0.005075372382195464,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,106,-0.010815657546961122,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,107,0.0009180022724988302,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,108,-0.009140864583008446,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,109,0.0013063938764252825,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,110,-0.0005453797306720354,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,111,0.0014107969574748136,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,112,0.002948579000194851,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,113,-0.004075403147641765,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,114,-0.001254880823728266,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,115,-0.0032196789199854248,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,116,-0.0021186267286488203,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,117,0.002124717805451648,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,118,0.0018308436939096229,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,119,-0.008218024126820156,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,120,-0.0008229188800850107,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,121,-0.002951657726475654,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,122,0.0002908474940626071,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,123,0.011808599584007928,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,124,0.0001355018779055639,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,125,0.015400248424552232,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,126,0.003724381864094295,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,127,-0.0033701668186081335,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,128,0.006511924431877203,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,129,0.0014742192798246068,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,130,0.0055034526923032345,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,131,0.0006816192254689435,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,132,0.0026924343011248686,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,133,-0.002062057026340103,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,134,-0.006700705291261544,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,135,0.002971972298182912,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,136,0.002227345941133385,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,137,-6.774217254568171e-05,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,138,0.002157899624173454,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,139,-0.0005014863007732906,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,140,0.004817945618482589,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,141,-0.0017958103364064115,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,142,-0.007038710615797195,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,143,0.0011330457517471082,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,144,0.01354082773158194,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,145,-0.002787502089827587,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,146,0.0032990453287341515,-0.0006461507394766031
VAL_2020_2022,OPFY1_REV,147,-0.015535202573156548,-0.0006461507394766031
VAL_2020_2022,PBR12MF,1,0.004278745643196413,0.013506965509788249
VAL_2020_2022,PBR12MF,2,0.008034315016474225,0.013506965509788249
VAL_2020_2022,PBR12MF,3,0.006331959209810778,0.013506965509788249
VAL_2020_2022,PBR12MF,4,0.004741885627405518,0.013506965509788249
VAL_2020_2022,PBR12MF,5,0.015413154657267558,0.013506965509788249
VAL_2020_2022,PBR12MF,6,0.010242101022508665,0.013506965509788249
VAL_2020_2022,PBR12MF,7,-0.0073495415943818365,0.013506965509788249
VAL_2020_2022,PBR12MF,8,0.002346414174053235,0.013506965509788249
VAL_2020_2022,PBR12MF,9,-0.0038112783976733677,0.013506965509788249
VAL_2020_2022,PBR12MF,10,0.008822703411841881,0.013506965509788249
VAL_2020_2022,PBR12MF,11,-0.00032887225098066075,0.013506965509788249
VAL_2020_2022,PBR12MF,12,0.012205343342464148,0.013506965509788249
VAL_2020_2022,PBR12MF,13,0.007107689123137195,0.013506965509788249
VAL_2020_2022,PBR12MF,14,-0.00014423899036097865,0.013506965509788249
VAL_2020_2022,PBR12MF,15,0.013949784852402947,0.013506965509788249
VAL_2020_2022,PBR12MF,16,-0.0028933344272696893,0.013506965509788249
VAL_2020_2022,PBR12MF,17,0.01938930886504564,0.013506965509788249
VAL_2020_2022,PBR12MF,18,0.001668130602182183,0.013506965509788249
VAL_2020_2022,PBR12MF,19,0.001861151017100604,0.013506965509788249
VAL_2020_2022,PBR12MF,20,0.01232301515382117,0.013506965509788249
VAL_2020_2022,PBR12MF,21,0.001857848905253201,0.013506965509788249
VAL_2020_2022,PBR12MF,22,-0.00464954867887446,0.013506965509788249
VAL_2020_2022,PBR12MF,23,-0.0077302809874377765,0.013506965509788249
VAL_2020_2022,PBR12MF,24,-0.0008801882638944658,0.013506965509788249
VAL_2020_2022,PBR12MF,25,-0.016611014657002876,0.013506965509788249
VAL_2020_2022,PBR12MF,26,0.0032775931056973073,0.013506965509788249
VAL_2020_2022,PBR12MF,27,-0.018361630952229868,0.013506965509788249
VAL_2020_2022,PBR12MF,28,-0.011400647363057681,0.013506965509788249
VAL_2020_2022,PBR12MF,29,0.0027754343875674437,0.013506965509788249
VAL_2020_2022,PBR12MF,30,0.02201941722059053,0.013506965509788249
VAL_2020_2022,PBR12MF,31,-0.0013689236328344734,0.013506965509788249
VAL_2020_2022,PBR12MF,32,0.00982856888486705,0.013506965509788249
VAL_2020_2022,PBR12MF,33,0.0028500866229097532,0.013506965509788249
VAL_2020_2022,PBR12MF,34,-0.0001952607239164017,0.013506965509788249
VAL_2020_2022,PBR12MF,35,-0.011695589200709344,0.013506965509788249
VAL_2020_2022,PBR12MF,36,-0.011856045161186435,0.013506965509788249
VAL_2020_2022,PBR12MF,37,0.000755971890823437,0.013506965509788249
VAL_2020_2022,PBR12MF,38,-0.003521863366214406,0.013506965509788249
VAL_2020_2022,PBR12MF,39,0.0013562247008257478,0.013506965509788249
VAL_2020_2022,PBR12MF,40,0.015414366422076942,0.013506965509788249
VAL_2020_2022,PBR12MF,41,0.0033532255684334267,0.013506965509788249
VAL_2020_2022,PBR12MF,42,-0.014655930718777244,0.013506965509788249
VAL_2020_2022,PBR12MF,43,-0.003940525867325073,0.013506965509788249
VAL_2020_2022,PBR12MF,44,0.0019510109251024144,0.013506965509788249
VAL_2020_2022,PBR12MF,45,-0.0016488217386467774,0.013506965509788249
VAL_2020_2022,PBR12MF,46,-0.00044532225325921715,0.013506965509788249
VAL_2020_2022,PBR12MF,47,0.0075432406836299926,0.013506965509788249
VAL_2020_2022,PBR12MF,48,0.0028848242092328613,0.013506965509788249
VAL_2020_2022,PBR12MF,49,-0.012491473928520458,0.013506965509788249
VAL_2020_2022,PBR12MF,50,-0.0006016379670858996,0.013506965509788249
VAL_2020_2022,PBR12MF,51,0.012694910841982265,0.013506965509788249
VAL_2020_2022,PBR12MF,52,-0.018815912078476993,0.013506965509788249
VAL_2020_2022,PBR12MF,53,-0.008255376579241025,0.013506965509788249
VAL_2020_2022,PBR12MF,54,-0.0040502938387598775,0.013506965509788249
VAL_2020_2022,PBR12MF,55,-0.005251189857131022,0.013506965509788249
VAL_2020_2022,PBR12MF,56,0.0026103371552403942,0.013506965509788249
VAL_2020_2022,PBR12MF,57,0.008478986949372214,0.013506965509788249
VAL_2020_2022,PBR12MF,58,0.005689272820484148,0.013506965509788249
VAL_2020_2022,PBR12MF,59,-0.005776666339810221,0.013506965509788249
VAL_2020_2022,PBR12MF,60,0.008789003334954693,0.013506965509788249
VAL_2020_2022,PBR12MF,61,0.0013139738245646626,0.013506965509788249
VAL_2020_2022,PBR12MF,62,0.006655355907314475,0.013506965509788249
VAL_2020_2022,PBR12MF,63,0.010653422607836971,0.013506965509788249
VAL_2020_2022,PBR12MF,64,0.020113873361676804,0.013506965509788249
VAL_2020_2022,PBR12MF,65,0.009399389699669913,0.013506965509788249
VAL_2020_2022,PBR12MF,66,0.009014813183449766,0.013506965509788249
VAL_2020_2022,PBR12MF,67,0.001194326547268143,0.013506965509788249
VAL_2020_2022,PBR12MF,68,0.012229439057357072,0.013506965509788249
VAL_2020_2022,PBR12MF,69,-0.009693588691583876,0.013506965509788249
VAL_2020_2022,PBR12MF,70,-0.006119651886798749,0.013506965509788249
VAL_2020_2022,PBR12MF,71,0.011956022728012439,0.013506965509788249
VAL_2020_2022,PBR12MF,72,0.011597366392111508,0.013506965509788249
VAL_2020_2022,PBR12MF,73,-0.012533981654530235,0.013506965509788249
VAL_2020_2022,PBR12MF,74,0.009187033499328923,0.013506965509788249
VAL_2020_2022,PBR12MF,75,0.008619091524875833,0.013506965509788249
VAL_2020_2022,PBR12MF,76,-0.005525686526026918,0.013506965509788249
VAL_2020_2022,PBR12MF,77,-0.0018864144116854664,0.013506965509788249
VAL_2020_2022,PBR12MF,78,0.018659269382774846,0.013506965509788249
VAL_2020_2022,PBR12MF,79,-0.00354176343256718,0.013506965509788249
VAL_2020_2022,PBR12MF,80,0.010938957440651875,0.013506965509788249
VAL_2020_2022,PBR12MF,81,0.010434004330674318,0.013506965509788249
VAL_2020_2022,PBR12MF,82,-0.0007200027649101326,0.013506965509788249
VAL_2020_2022,PBR12MF,83,-0.007694392215172652,0.013506965509788249
VAL_2020_2022,PBR12MF,84,0.014260478463201332,0.013506965509788249
VAL_2020_2022,PBR12MF,85,0.0011738028048215998,0.013506965509788249
VAL_2020_2022,PBR12MF,86,0.009627682796847559,0.013506965509788249
VAL_2020_2022,PBR12MF,87,-0.0008864378171873355,0.013506965509788249
VAL_2020_2022,PBR12MF,88,0.002350137179794154,0.013506965509788249
VAL_2020_2022,PBR12MF,89,0.004915848754218355,0.013506965509788249
VAL_2020_2022,PBR12MF,90,-0.0040153572840229135,0.013506965509788249
VAL_2020_2022,PBR12MF,91,0.00563368232940098,0.013506965509788249
VAL_2020_2022,PBR12MF,92,-0.015551830709629844,0.013506965509788249
VAL_2020_2022,PBR12MF,93,-0.002400723935908955,0.013506965509788249
VAL_2020_2022,PBR12MF,94,-0.012032431816988431,0.013506965509788249
VAL_2020_2022,PBR12MF,95,0.005719082774032769,0.013506965509788249
VAL_2020_2022,PBR12MF,96,0.00022877610295168882,0.013506965509788249
VAL_2020_2022,PBR12MF,97,0.018223347631797004,0.013506965509788249
VAL_2020_2022,PBR12MF,98,-0.009579426922770029,0.013506965509788249
VAL_2020_2022,PBR12MF,99,-0.0002948955183286195,0.013506965509788249
VAL_2020_2022,PBR12MF,100,-0.002595126528208036,0.013506965509788249
VAL_2020_2022,PBR12MF,101,-0.0012572020837642306,0.013506965509788249
VAL_2020_2022,PBR12MF,102,0.001713133873262107,0.013506965509788249
VAL_2020_2022,PBR12MF,103,-0.01094004053241937,0.013506965509788249
VAL_2020_2022,PBR12MF,104,0.0022668356019767133,0.013506965509788249
VAL_2020_2022,PBR12MF,105,0.007043531641066192,0.013506965509788249
VAL_2020_2022,PBR12MF,106,-0.006597582222383602,0.013506965509788249
VAL_2020_2022,PBR12MF,107,0.004164684196817481,0.013506965509788249
VAL_2020_2022,PBR12MF,108,0.011017366519268657,0.013506965509788249
VAL_2020_2022,PBR12MF,109,-0.006658287045249844,0.013506965509788249
VAL_2020_2022,PBR12MF,110,-0.006309048088392055,0.013506965509788249
VAL_2020_2022,PBR12MF,111,-0.00039254850299230704,0.013506965509788249
VAL_2020_2022,PBR12MF,112,-0.005276573470440082,0.013506965509788249
VAL_2020_2022,PBR12MF,113,-0.0017211459344259605,0.013506965509788249
VAL_2020_2022,PBR12MF,114,0.0024465590736338916,0.013506965509788249
VAL_2020_2022,PBR12MF,115,-0.0023111661026529173,0.013506965509788249
VAL_2020_2022,PBR12MF,116,0.008662921227946652,0.013506965509788249
VAL_2020_2022,PBR12MF,117,0.004427363168315712,0.013506965509788249
