metric,strategy,universe,horizon,sample,n_dates,gross_delta,turnover_delta,net_delta_0,net_delta_30,net_delta_60
ACT1,TOP05,K200,5,NORMAL_2023_2024,97,2.457082743714221e-05,0.03608247422680412,2.457082743714221e-05,-8.367659524327026e-05,-0.00019192401792368259
ACT1,TOP05,K200,5,YTD_2026,28,-4.165488545816543e-05,0.03816964285714286,-4.165488545816543e-05,-0.00015616381402959394,-0.0002706727426010226
ACT1,TOP05,K200,20,BULL_2025,12,0.0010503886519925671,0.004687499999999993,0.0010503886519925671,0.0010363261519925674,0.0010222636519925672
ACT1,TOP05,K200,20,EARLY_2016_2019,48,-5.1822929748591457e-05,0.03763020833333334,-5.1822929748591457e-05,-0.00016471355474859158,-0.0002776041797485915
ACT1,TOP05,K200,20,LATE_2020_2022,38,-0.0025035147411300355,0.016282894736842114,-0.0025035147411300355,-0.002552363425340562,-0.0026012121095510877
ACT1,TOP05,K200,20,NORMAL_2023_2024,24,0.001349283234646461,0.029427083333333336,0.001349283234646461,0.0012610019846464612,0.0011727207346464612
ACT1,TOP05,K200,20,YTD_2026,6,0.0047960136434222695,0.01250000000000001,0.0047960136434222695,0.004758513643422269,0.004721013643422269
ACT1,TOP05,KOSDAQ,5,BULL_2025,49,-6.833356798241563e-05,0.0235969387755102,-6.833356798241563e-05,-0.0001391243843089461,-0.00020991520063547676
ACT1,TOP05,KOSDAQ,5,EARLY_2016_2019,193,-4.3529109236521815e-05,0.024449481865284974,-4.3529109236521815e-05,-0.0001168775548323767,-0.00019022600042823166
ACT1,TOP05,KOSDAQ,5,LATE_2020_2022,149,-0.00038369480922315074,0.021098993288590606,-0.00038369480922315074,-0.0004469917890889225,-0.0005102887689546943
ACT1,TOP05,KOSDAQ,5,NORMAL_2023_2024,97,-0.0002441371224694112,0.027255154639175255,-0.0002441371224694112,-0.0003259025863869368,-0.00040766805030446255
ACT1,TOP05,KOSDAQ,5,YTD_2026,28,0.0009711746258528113,0.024776785714285716,0.0009711746258528113,0.0008968442687099543,0.0008225139115670967
ACT1,TOP05,KOSDAQ,20,BULL_2025,12,-0.001078999794948949,0.008333333333333338,-0.001078999794948949,-0.0011039997949489494,-0.0011289997949489497
ACT1,TOP05,KOSDAQ,20,EARLY_2016_2019,48,-0.001018605027286195,0.018619791666666666,-0.001018605027286195,-0.0010744644022861948,-0.0011303237772861952
ACT1,TOP05,KOSDAQ,20,LATE_2020_2022,38,-0.0007442632683596137,0.004111842105263158,-0.0007442632683596137,-0.0007565987946754032,-0.0007689343209911926
ACT1,TOP05,KOSDAQ,20,NORMAL_2023_2024,24,0.0014524135448277886,0.007291666666666664,0.0014524135448277886,0.0014305385448277889,0.0014086635448277887
ACT1,TOP05,KOSDAQ,20,YTD_2026,6,-0.003043909327241811,-6.938893903907228e-18,-0.003043909327241811,-0.003043909327241811,-0.0030439093272418105
ACT1,TOP05,KOSDAQ_PLUS_KOSPI_EX_K200,5,BULL_2025,49,4.422722314946362e-05,0.021556122448979594,4.422722314946362e-05,-2.0441144197475222e-05,-8.510951154441393e-05
ACT1,TOP05,KOSDAQ_PLUS_KOSPI_EX_K200,5,EARLY_2016_2019,193,1.483608933310634e-05,0.024060880829015547,1.483608933310634e-05,-5.734655315394021e-05,-0.00012952919564098694
ACT1,TOP05,KOSDAQ_PLUS_KOSPI_EX_K200,5,LATE_2020_2022,149,-7.473744756226848e-06,0.01929530201342282,-7.473744756226848e-06,-6.53596507964954e-05,-0.00012324555683676356
ACT1,TOP05,KOSDAQ_PLUS_KOSPI_EX_K200,5,NORMAL_2023_2024,97,-0.00010153218692514869,0.030219072164948447,-0.00010153218692514869,-0.000192189403419994,-0.00028284661991483914
ACT1,TOP05,KOSDAQ_PLUS_KOSPI_EX_K200,5,YTD_2026,28,0.0005422496217192244,0.031473214285714285,0.0005422496217192244,0.0004478299788620812,0.0003534103360049385
ACT1,TOP05,KOSDAQ_PLUS_KOSPI_EX_K200,20,BULL_2025,12,-0.0009211905003413883,0.001562499999999998,-0.0009211905003413883,-0.0009258780003413883,-0.0009305655003413885
ACT1,TOP05,KOSDAQ_PLUS_KOSPI_EX_K200,20,EARLY_2016_2019,48,-0.0001959199638355326,0.0171875,-0.0001959199638355326,-0.00024748246383553274,-0.0002990449638355326
ACT1,TOP05,KOSDAQ_PLUS_KOSPI_EX_K200,20,LATE_2020_2022,38,0.0003054293570425959,0.005592105263157896,0.0003054293570425959,0.00028865304125312265,0.00027187672546364895
ACT1,TOP05,KOSDAQ_PLUS_KOSPI_EX_K200,20,NORMAL_2023_2024,24,0.00185658642460538,0.0031250000000000015,0.00185658642460538,0.00184721142460538,0.0018378364246053804
ACT1,TOP05,KOSDAQ_PLUS_KOSPI_EX_K200,20,YTD_2026,6,-0.001983362623054549,0.01770833333333333,-0.001983362623054549,-0.0020364876230545485,-0.0020896126230545487
ACT1,TOP05,KOSPI_ALL,5,BULL_2025,49,-0.0004451654232737223,0.030867346938775513,-0.0004451654232737223,-0.0005377674640900488,-0.0006303695049063753
ACT1,TOP05,KOSPI_ALL,5,EARLY_2016_2019,193,-0.0003916754547629174,0.027428756476683937,-0.0003916754547629174,-0.0004739617241929691,-0.000556247993623021
ACT1,TOP05,KOSPI_ALL,5,LATE_2020_2022,149,0.00020572260723809567,0.025461409395973158,0.00020572260723809567,0.00012933837905017628,5.295415086225678e-05
ACT1,TOP05,KOSPI_ALL,5,NORMAL_2023_2024,97,0.00017660791573690992,0.028414948453608244,0.00017660791573690992,9.136307037608523e-05,6.118225015260533e-06
ACT1,TOP05,KOSPI_ALL,5,YTD_2026,28,0.0007301558771325277,0.03080357142857143,0.0007301558771325277,0.0006377451628468136,0.0005453344485610994
ACT1,TOP05,KOSPI_ALL,20,BULL_2025,12,0.0019480451654685725,0.012499999999999992,0.0019480451654685725,0.0019105451654685723,0.0018730451654685723
ACT1,TOP05,KOSPI_ALL,20,EARLY_2016_2019,48,-0.0006212515614201214,0.017447916666666664,-0.0006212515614201214,-0.0006735953114201215,-0.0007259390614201214
ACT1,TOP05,KOSPI_ALL,20,LATE_2020_2022,38,-0.002443507442920051,0.008223684210526317,-0.002443507442920051,-0.00246817849555163,-0.0024928495481832086
ACT1,TOP05,KOSPI_ALL,20,NORMAL_2023_2024,24,5.020933913201297e-06,0.009114583333333337,5.020933913201297e-06,-2.232281608679887e-05,-4.966656608679875e-05
ACT1,TOP05,KOSPI_ALL,20,YTD_2026,6,0.0007336096575009609,0.011458333333333329,0.0007336096575009609,0.0006992346575009612,0.000664859657500961
ACT1,TOP05,KOSPI_EX_K200,5,BULL_2025,49,-0.000317234081247336,0.038137755102040816,-0.000317234081247336,-0.0004316473465534585,-0.000546060611859581
ACT1,TOP05,KOSPI_EX_K200,5,EARLY_2016_2019,193,-0.00042155586320164476,0.029371761658031084,-0.00042155586320164476,-0.0005096711481757379,-0.0005977864331498313
ACT1,TOP05,KOSPI_EX_K200,5,LATE_2020_2022,149,7.648626996866308e-05,0.028901006711409393,7.648626996866308e-05,-1.0216750165565138e-05,-9.691977029979327e-05
ACT1,TOP05,KOSPI_EX_K200,5,NORMAL_2023_2024,97,0.0002729304499737208,0.02989690721649484,0.0002729304499737208,0.0001832397283242363,9.354900667475165e-05
ACT1,TOP05,KOSPI_EX_K200,5,YTD_2026,28,0.0010436693572115725,0.02946428571428571,0.0010436693572115725,0.0009552765000687154,0.0008668836429258582
ACT1,TOP05,KOSPI_EX_K200,20,BULL_2025,12,2.0004030725462292e-05,0.022916666666666658,2.0004030725462292e-05,-4.87459692745378e-05,-0.00011749596927453745
ACT1,TOP05,KOSPI_EX_K200,20,EARLY_2016_2019,48,-0.001584196764929036,0.0265625,-0.001584196764929036,-0.0016638842649290355,-0.0017435717649290354
ACT1,TOP05,KOSPI_EX_K200,20,LATE_2020_2022,38,-0.0001734061991909123,0.008717105263157892,-0.0001734061991909123,-0.00019955751498038632,-0.00022570883076985965
ACT1,TOP05,KOSPI_EX_K200,20,NORMAL_2023_2024,24,-0.00036106900576698167,0.013281250000000003,-0.00036106900576698167,-0.0004009127557669818,-0.00044075650576698157
ACT1,TOP05,KOSPI_EX_K200,20,YTD_2026,6,0.0035798201932505207,0.009375000000000001,0.0035798201932505207,0.0035516951932505203,0.0035235701932505212
ACT1,TOP05,KOSPI_KOSDAQ_ALL,5,BULL_2025,49,0.00012834384871770538,0.021173469387755103,0.00012834384871770538,6.482344055444001e-05,1.3030323911745575e-06
ACT1,TOP05,KOSPI_KOSDAQ_ALL,5,EARLY_2016_2019,193,-0.00017366781609766196,0.024028497409326426,-0.00017366781609766196,-0.0002457533083256412,-0.0003178388005536205
ACT1,TOP05,KOSPI_KOSDAQ_ALL,5,LATE_2020_2022,149,-1.474233473254927e-05,0.020553691275167787,-1.474233473254927e-05,-7.640340855805263e-05,-0.00013806448238355606
ACT1,TOP05,KOSPI_KOSDAQ_ALL,5,NORMAL_2023_2024,97,-0.00027388072167450835,0.02854381443298969,-0.00027388072167450835,-0.0003595121649734773,-0.00044514360827244647
ACT1,TOP05,KOSPI_KOSDAQ_ALL,5,YTD_2026,28,0.001162471909782904,0.026116071428571423,0.001162471909782904,0.00108412369549719,0.0010057754812114754
ACT1,TOP05,KOSPI_KOSDAQ_ALL,20,BULL_2025,12,-0.001766318596052372,0.0031249999999999993,-0.001766318596052372,-0.0017756935960523722,-0.001785068596052372
ACT1,TOP05,KOSPI_KOSDAQ_ALL,20,EARLY_2016_2019,48,-0.001031548603335117,0.013411458333333334,-0.001031548603335117,-0.0010717829783351172,-0.0011120173533351173
ACT1,TOP05,KOSPI_KOSDAQ_ALL,20,LATE_2020_2022,38,-0.001646245710016629,0.005427631578947366,-0.001646245710016629,-0.0016625286047534703,-0.0016788114994903131
ACT1,TOP05,KOSPI_KOSDAQ_ALL,20,NORMAL_2023_2024,24,0.0014029720818858678,0.006510416666666667,0.0014029720818858678,0.001383440831885868,0.0013639095818858678
ACT1,TOP05,KOSPI_KOSDAQ_ALL,20,YTD_2026,6,0.0008795825276903478,0.01770833333333333,0.0008795825276903478,0.0008264575276903481,0.0007733325276903479
ACT5,LOW05,K200,5,BULL_2025,49,0.00044270460017193416,0.02193877551020408,0.00044270460017193416,0.00037688827364132187,0.0003110719471107097
ACT5,LOW05,K200,5,EARLY_2016_2019,192,1.7429299301012226e-05,0.02682291666666667,1.7429299301012226e-05,-6.303945069898776e-05,-0.00014350820069898777
ACT5,LOW05,K200,5,LATE_2020_2022,149,-8.442776702984182e-05,0.01728187919463087,-8.442776702984182e-05,-0.00013627340461373449,-0.00018811904219762706
ACT5,LOW05,K200,5,NORMAL_2023_2024,97,-0.0001364146022796798,0.018170103092783503,-0.0001364146022796798,-0.00019092491155803037,-0.0002454352208363808
ACT5,LOW05,K200,5,YTD_2026,28,0.0008553182144195098,0.018973214285714284,0.0008553182144195098,0.0007983985715623667,0.000741478928705224
ACT5,LOW05,K200,20,BULL_2025,12,0.0009749140626641929,0.0031249999999999993,0.0009749140626641929,0.0009655390626641928,0.000956164062664193
ACT5,LOW05,K200,20,EARLY_2016_2019,48,-0.00014881883829969298,0.027083333333333338,-0.00014881883829969298,-0.00023006883829969297,-0.00031131883829969294
ACT5,LOW05,K200,20,LATE_2020_2022,38,-0.0002479744187861264,0.0070723684210526345,-0.0002479744187861264,-0.00026919152404928466,-0.0002904086293124425
ACT5,LOW05,K200,20,NORMAL_2023_2024,24,-0.0005096157459783189,0.016145833333333335,-0.0005096157459783189,-0.000558053245978319,-0.0006064907459783189
ACT5,LOW05,K200,20,YTD_2026,6,0.0009125035849468669,0.009375000000000003,0.0009125035849468669,0.0008843785849468669,0.0008562535849468671
ACT5,LOW05,KOSDAQ,5,BULL_2025,49,-7.92182255024745e-05,0.00012755102040816225,-7.92182255024745e-05,-7.960087856369897e-05,-7.998353162492346e-05
ACT5,LOW05,KOSDAQ,5,EARLY_2016_2019,192,0.00021775429144511922,0.006022135416666667,0.00021775429144511922,0.00019968788519511918,0.00018162147894511922
ACT5,LOW05,KOSDAQ,5,LATE_2020_2022,149,-0.00016685880674100156,0.0041946308724832215,-0.00016685880674100156,-0.00017944269935845123,-0.00019202659197590092
ACT5,LOW05,KOSDAQ,5,NORMAL_2023_2024,97,0.000306610522196161,0.0021907216494845352,0.000306610522196161,0.0003000383572477074,0.0002934661922992538
ACT5,LOW05,KOSDAQ,5,YTD_2026,28,-0.00012127811195522104,0.0022321428571428583,-0.00012127811195522104,-0.0001279745405266496,-0.00013467096909807816
ACT5,LOW05,KOSDAQ,20,BULL_2025,12,-0.0004448443895962422,-0.0010416666666666664,-0.0004448443895962422,-0.0004417193895962422,-0.0004385943895962422
ACT5,LOW05,KOSDAQ,20,EARLY_2016_2019,48,0.0011027477902397238,0.006770833333333333,0.0011027477902397238,0.001082435290239724,0.001062122790239724
ACT5,LOW05,KOSDAQ,20,LATE_2020_2022,38,-7.35268457845147e-05,0.0018092105263157892,-7.35268457845147e-05,-7.895447736346205e-05,-8.438210894240938e-05
ACT5,LOW05,KOSDAQ,20,NORMAL_2023_2024,24,-4.777785437486419e-05,0.0002604166666666669,-4.777785437486419e-05,-4.855910437486427e-05,-4.934035437486413e-05
ACT5,LOW05,KOSDAQ,20,YTD_2026,6,0.00021143078753572804,-0.002083333333333335,0.00021143078753572804,0.00021768078753572808,0.00022393078753572802
ACT5,LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,5,BULL_2025,49,0.00012816155730197018,0.0003826530612244904,0.00012816155730197018,0.0001270135981182967,0.00012586563893462327
ACT5,LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,5,EARLY_2016_2019,192,0.0003345196361337988,0.006380208333333334,0.0003345196361337988,0.00031537901113379887,0.00029623838613379886
ACT5,LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,5,LATE_2020_2022,149,-6.905653731247666e-06,0.0032298657718120806,-6.905653731247666e-06,-1.6595251046683902e-05,-2.6284848362120135e-05
ACT5,LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,5,NORMAL_2023_2024,97,0.0005412817414072185,0.0033505154639175243,0.0005412817414072185,0.000531230195015466,0.0005211786486237134
ACT5,LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,5,YTD_2026,28,-0.0003147280678211514,0.004017857142857143,-0.0003147280678211514,-0.0003267816392497229,-0.00033883521067829437
ACT5,LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,20,BULL_2025,12,-0.0007658393289656486,0.0,-0.0007658393289656486,-0.0007658393289656486,-0.0007658393289656488
ACT5,LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,20,EARLY_2016_2019,48,0.0011642446923414344,0.00690104166666667,0.0011642446923414344,0.0011435415673414346,0.0011228384423414347
ACT5,LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,20,LATE_2020_2022,38,0.00011049775320217622,0.0009868421052631568,0.00011049775320217622,0.00010753722688638675,0.00010457670057059738
ACT5,LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,20,NORMAL_2023_2024,24,0.001235716465433845,-0.0015625000000000003,0.001235716465433845,0.0012404039654338452,0.0012450914654338451
ACT5,LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,20,YTD_2026,6,0.0022331486161450862,0.0010416666666666675,0.0022331486161450862,0.0022300236161450857,0.0022268986161450865
ACT5,LOW05,KOSPI_ALL,5,BULL_2025,49,-6.106398291679937e-05,0.0026785714285714295,-6.106398291679937e-05,-6.909969720251363e-05,-7.713541148822794e-05
ACT5,LOW05,KOSPI_ALL,5,EARLY_2016_2019,192,0.00012072057941089788,0.0076171875,0.00012072057941089788,9.78690169108979e-05,7.50174544108979e-05
ACT5,LOW05,KOSPI_ALL,5,LATE_2020_2022,149,1.0183912503153971e-05,0.0024748322147651017,1.0183912503153971e-05,2.7594158588586847e-06,-4.665080785436624e-06
ACT5,LOW05,KOSPI_ALL,5,NORMAL_2023_2024,97,0.0002979007933823181,0.0034149484536082457,0.0002979007933823181,0.0002876559480214934,0.0002774111026606687
ACT5,LOW05,KOSPI_ALL,5,YTD_2026,28,0.0006019214700228674,0.005133928571428573,0.0006019214700228674,0.0005865196843085817,0.000571117898594296
ACT5,LOW05,KOSPI_ALL,20,BULL_2025,12,0.00018622274119686074,-0.0010416666666666654,0.00018622274119686074,0.00018934774119686072,0.0001924727411968608
ACT5,LOW05,KOSPI_ALL,20,EARLY_2016_2019,48,0.00047206437130810163,0.009635416666666665,0.00047206437130810163,0.00044315812130810156,0.00041425187130810165
ACT5,LOW05,KOSPI_ALL,20,LATE_2020_2022,38,0.00022244578900710576,0.0004934210526315786,0.00022244578900710576,0.00022096552584921099,0.00021948526269131624
ACT5,LOW05,KOSPI_ALL,20,NORMAL_2023_2024,24,0.00017491824320599019,-0.001562499999999999,0.00017491824320599019,0.0001796057432059902,0.00018429324320599016
ACT5,LOW05,KOSPI_ALL,20,YTD_2026,6,0.003104372896129376,0.005208333333333331,0.003104372896129376,0.0030887478961293766,0.003073122896129376
ACT5,LOW05,KOSPI_EX_K200,5,BULL_2025,49,6.850354496262626e-05,0.004464285714285714,6.850354496262626e-05,5.5110687819769076e-05,4.171783067691198e-05
ACT5,LOW05,KOSPI_EX_K200,5,EARLY_2016_2019,192,0.0001183394724196189,0.009244791666666667,0.0001183394724196189,9.060509741961891e-05,6.287072241961889e-05
ACT5,LOW05,KOSPI_EX_K200,5,LATE_2020_2022,149,0.00012111264004288161,0.004614093959731545,0.00012111264004288161,0.00010727035816368691,9.342807628449229e-05
ACT5,LOW05,KOSPI_EX_K200,5,NORMAL_2023_2024,97,0.0005726878493322158,0.003479381443298968,0.0005726878493322158,0.0005622497050023189,0.0005518115606724219
ACT5,LOW05,KOSPI_EX_K200,5,YTD_2026,28,0.0007146772374958706,0.006249999999999999,0.0007146772374958706,0.0006959272374958708,0.0006771772374958707
ACT5,LOW05,KOSPI_EX_K200,20,BULL_2025,12,1.3596055086427964e-05,0.005208333333333335,1.3596055086427964e-05,-2.028944913572085e-06,-1.7653944913572045e-05
ACT5,LOW05,KOSPI_EX_K200,20,EARLY_2016_2019,48,0.000300419147472447,0.010156250000000002,0.000300419147472447,0.000269950397472447,0.00023948164747244712
ACT5,LOW05,KOSPI_EX_K200,20,LATE_2020_2022,38,0.000615123480236028,0.001973684210526314,0.000615123480236028,0.0006092024276044489,0.0006032813749728701
ACT5,LOW05,KOSPI_EX_K200,20,NORMAL_2023_2024,24,0.0012037585895850425,0.0013020833333333333,0.0012037585895850425,0.0011998523395850423,0.0011959460895850423
ACT5,LOW05,KOSPI_EX_K200,20,YTD_2026,6,0.0028402631249601733,0.008333333333333338,0.0028402631249601733,0.002815263124960174,0.0027902631249601736
ACT5,LOW05,KOSPI_KOSDAQ_ALL,5,BULL_2025,49,0.0002047159137865914,0.00025510204081632677,0.0002047159137865914,0.00020395060766414244,0.00020318530154169348
ACT5,LOW05,KOSPI_KOSDAQ_ALL,5,EARLY_2016_2019,192,0.00020004466669569805,0.0051432291666666675,0.00020004466669569805,0.00018461497919569801,0.00016918529169569803
ACT5,LOW05,KOSPI_KOSDAQ_ALL,5,LATE_2020_2022,149,0.00013833788999596827,0.00264261744966443,0.00013833788999596827,0.00013041003764697497,0.0001224821852979817
ACT5,LOW05,KOSPI_KOSDAQ_ALL,5,NORMAL_2023_2024,97,0.00036113167665157765,0.002126288659793814,0.00036113167665157765,0.00035475281067219626,0.00034837394469281477
ACT5,LOW05,KOSPI_KOSDAQ_ALL,5,YTD_2026,28,-0.00028832331261248483,0.0033482142857142842,-0.00028832331261248483,-0.00029836795546962753,-0.0003084125983267705
ACT5,LOW05,KOSPI_KOSDAQ_ALL,20,BULL_2025,12,-0.0006873928219202959,0.0015625000000000003,-0.0006873928219202959,-0.0006920803219202958,-0.0006967678219202959
ACT5,LOW05,KOSPI_KOSDAQ_ALL,20,EARLY_2016_2019,48,0.0010148469912885458,0.008723958333333335,0.0010148469912885458,0.000988675116288546,0.0009625032412885459
ACT5,LOW05,KOSPI_KOSDAQ_ALL,20,LATE_2020_2022,38,0.0004987082126942282,-0.0014802631578947382,0.0004987082126942282,0.0005031490021679123,0.0005075897916415966
ACT5,LOW05,KOSPI_KOSDAQ_ALL,20,NORMAL_2023_2024,24,0.0005796524959966935,-0.0010416666666666647,0.0005796524959966935,0.0005827774959966934,0.0005859024959966934
ACT5,LOW05,KOSPI_KOSDAQ_ALL,20,YTD_2026,6,0.00029336107964534377,0.003124999999999998,0.00029336107964534377,0.0002839860796453439,0.000274611079645344
ACT5,LOW10,K200,5,BULL_2025,49,-0.00048317246717245553,0.04987244897959183,-0.00048317246717245553,-0.000632789814111231,-0.0007824071610500065
ACT5,LOW10,K200,5,EARLY_2016_2019,192,8.037880004748137e-05,0.05006510416666666,8.037880004748137e-05,-6.981651245251861e-05,-0.00022001182495251861
ACT5,LOW10,K200,5,LATE_2020_2022,149,-0.00020048276566300547,0.04093959731543624,-0.00020048276566300547,-0.00032330155760931415,-0.00044612034955562294
ACT5,LOW10,K200,5,NORMAL_2023_2024,97,1.148745345097173e-05,0.03956185567010309,1.148745345097173e-05,-0.0001071981135593376,-0.00022588368056964677
ACT5,LOW10,K200,5,YTD_2026,28,0.0008765015086515557,0.03504464285714285,0.0008765015086515557,0.0007713675800801273,0.0006662336515086987
ACT5,LOW10,K200,20,BULL_2025,12,-0.0021500908795946405,0.025520833333333336,-0.0021500908795946405,-0.0022266533795946408,-0.00230321587959464
ACT5,LOW10,K200,20,EARLY_2016_2019,48,-0.0006723587387614517,0.04505208333333333,-0.0006723587387614517,-0.0008075149887614516,-0.0009426712387614515
ACT5,LOW10,K200,20,LATE_2020_2022,38,-0.0013389323309103177,0.030098684210526316,-0.0013389323309103177,-0.0014292283835418969,-0.0015195244361734756
ACT5,LOW10,K200,20,NORMAL_2023_2024,24,-0.0010595012156084619,0.03567708333333334,-0.0010595012156084619,-0.0011665324656084618,-0.0012735637156084622
ACT5,LOW10,K200,20,YTD_2026,6,0.0075544322066137355,0.015625000000000007,0.0075544322066137355,0.0075075572066137354,0.007460682206613735
ACT5,LOW10,KOSDAQ,5,BULL_2025,49,0.00036465966452551684,0.004209183673469385,0.00036465966452551684,0.00035203211350510864,0.00033940456248470055
ACT5,LOW10,KOSDAQ,5,EARLY_2016_2019,192,7.652191871088896e-05,0.013248697916666668,7.652191871088896e-05,3.6775824960888995e-05,-2.9702687891110116e-06
ACT5,LOW10,KOSDAQ,5,LATE_2020_2022,149,-0.00032981406619889933,0.00964765100671141,-0.00032981406619889933,-0.00035875701921903356,-0.00038769997223916773
ACT5,LOW10,KOSDAQ,5,NORMAL_2023_2024,97,0.00036428748801580325,0.005798969072164947,0.00036428748801580325,0.0003468905807993085,0.0003294936735828136
ACT5,LOW10,KOSDAQ,5,YTD_2026,28,-0.0001694723818959035,0.007366071428571432,-0.0001694723818959035,-0.0001915705961816178,-0.0002136688104673322
ACT5,LOW10,KOSDAQ,20,BULL_2025,12,8.45129083703484e-05,0.0015625000000000014,8.45129083703484e-05,7.982540837034848e-05,7.513790837034827e-05
ACT5,LOW10,KOSDAQ,20,EARLY_2016_2019,48,0.001003466679774959,0.011067708333333334,0.001003466679774959,0.0009702635547749589,0.0009370604297749591
ACT5,LOW10,KOSDAQ,20,LATE_2020_2022,38,1.9562788212037503e-05,0.0054276315789473705,1.9562788212037503e-05,3.2798934751954227e-06,-1.3003001261646716e-05
ACT5,LOW10,KOSDAQ,20,NORMAL_2023_2024,24,0.0006445319254639862,0.0,0.0006445319254639862,0.0006445319254639864,0.0006445319254639863
ACT5,LOW10,KOSDAQ,20,YTD_2026,6,0.003454385206851288,-0.00520833333333334,0.003454385206851288,0.003470010206851288,0.003485635206851288
ACT5,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,5,BULL_2025,49,0.0003639051565127954,0.002168367346938774,0.0003639051565127954,0.0003574000544719791,0.00035089495243116267
ACT5,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,5,EARLY_2016_2019,192,0.00037537024502561816,0.013606770833333335,0.00037537024502561816,0.00033454993252561815,0.0002937296200256182
ACT5,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,5,LATE_2020_2022,149,-9.181098411728363e-05,0.006417785234899329,-9.181098411728363e-05,-0.00011106433982198165,-0.00013031769552667962
ACT5,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,5,NORMAL_2023_2024,97,0.0008303902563668934,0.008182989690721648,0.0008303902563668934,0.0008058412872947282,0.0007812923182225633
ACT5,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,5,YTD_2026,28,0.00021130459395571452,0.012499999999999999,0.00021130459395571452,0.00017380459395571467,0.00013630459395571446
ACT5,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,20,BULL_2025,12,-0.0012669726312789658,1.1564823173178713e-18,-0.0012669726312789658,-0.001266972631278966,-0.0012669726312789663
ACT5,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,20,EARLY_2016_2019,48,0.0016001177079612173,0.006770833333333334,0.0016001177079612173,0.0015798052079612176,0.0015594927079612172
ACT5,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,20,LATE_2020_2022,38,0.00012175028428356161,0.0031249999999999997,0.00012175028428356161,0.0001123752842835616,0.00010300028428356159
ACT5,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,20,NORMAL_2023_2024,24,0.0014727494651774616,0.00390625,0.0014727494651774616,0.0014610307151774616,0.0014493119651774614
ACT5,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,20,YTD_2026,6,0.00629442851449864,0.009375000000000001,0.00629442851449864,0.00626630351449864,0.0062381785144986395
ACT5,LOW10,KOSPI_ALL,5,BULL_2025,49,-0.00016763290394690306,0.012244897959183675,-0.00016763290394690306,-0.00020436759782445422,-0.00024110229170200512
ACT5,LOW10,KOSPI_ALL,5,EARLY_2016_2019,192,0.00011014792936301862,0.016731770833333333,0.00011014792936301862,5.995261686301859e-05,9.757304363018589e-06
ACT5,LOW10,KOSPI_ALL,5,LATE_2020_2022,149,-0.00018031585143297722,0.01078020134228188,-0.00018031585143297722,-0.00021265645545982283,-0.0002449970594866685
ACT5,LOW10,KOSPI_ALL,5,NORMAL_2023_2024,97,0.0003194082151895213,0.014110824742268038,0.0003194082151895213,0.0002770757409627172,0.00023474326673591313
ACT5,LOW10,KOSPI_ALL,5,YTD_2026,28,0.0002802862704128102,0.021875000000000006,0.0002802862704128102,0.00021466127041281011,0.00014903627041281032
ACT5,LOW10,KOSPI_ALL,20,BULL_2025,12,0.0016438164804797029,0.004166666666666669,0.0016438164804797029,0.0016313164804797025,0.0016188164804797026
ACT5,LOW10,KOSPI_ALL,20,EARLY_2016_2019,48,0.0005237508611207651,0.013802083333333335,0.0005237508611207651,0.0004823446111207651,0.00044093836112076517
ACT5,LOW10,KOSPI_ALL,20,LATE_2020_2022,38,-0.00022195136117662828,0.00444078947368421,-0.00022195136117662828,-0.00023527372959768108,-0.0002485960980187336
ACT5,LOW10,KOSPI_ALL,20,NORMAL_2023_2024,24,-0.0001106901166179033,0.007552083333333332,-0.0001106901166179033,-0.0001333463666179034,-0.00015600261661790344
ACT5,LOW10,KOSPI_ALL,20,YTD_2026,6,0.004421309417411903,0.013541666666666662,0.004421309417411903,0.004380684417411902,0.004340059417411903
ACT5,LOW10,KOSPI_EX_K200,5,BULL_2025,49,-3.2748697274267654e-05,0.019132653061224487,-3.2748697274267654e-05,-9.014665645794107e-05,-0.0001475446156416146
ACT5,LOW10,KOSPI_EX_K200,5,EARLY_2016_2019,192,0.00020806712676583233,0.019368489583333332,0.00020806712676583233,0.00014996165801583236,9.185618926583232e-05
