metric,strategy,universe,horizon,sample,n_dates,gross_delta,turnover_delta,net_delta_0,net_delta_30,net_delta_60
ACT1,LOW10,KOSDAQ,5,EARLY_2016_2019,193,0.00012362385184805307,0.013601036269430052,0.00012362385184805307,8.282074303976292e-05,4.2017634231472775e-05
ACT1,LOW10,KOSDAQ,5,LATE_2020_2022,149,-0.00030068753278742144,0.014807046979865776,-0.00030068753278742144,-0.00034510867372701884,-0.0003895298146666162
ACT1,LOW10,KOSDAQ,5,NORMAL_2023_2024,97,0.0004778956518714943,0.011146907216494844,0.0004778956518714943,0.0004444549302220098,0.0004110142085725252
ACT1,LOW10,KOSDAQ,5,YTD_2026,28,-0.0003716295324258801,0.012500000000000006,-0.0003716295324258801,-0.0004091295324258804,-0.00044662953242588044
ACT1,LOW10,KOSDAQ,20,BULL_2025,12,0.00033768952277271635,-0.0010416666666666654,0.00033768952277271635,0.0003408145227727164,0.0003439395227727163
ACT1,LOW10,KOSDAQ,20,EARLY_2016_2019,48,0.0005914304136160538,0.011067708333333336,0.0005914304136160538,0.0005582272886160538,0.0005250241636160538
ACT1,LOW10,KOSDAQ,20,LATE_2020_2022,38,0.000859444722862789,0.0069078947368421085,0.000859444722862789,0.0008387210386522628,0.0008179973544417364
ACT1,LOW10,KOSDAQ,20,NORMAL_2023_2024,24,0.0009670853105299908,-0.002864583333333335,0.0009670853105299908,0.0009756790605299905,0.0009842728105299906
ACT1,LOW10,KOSDAQ,20,YTD_2026,6,0.001697454828195301,-0.0062500000000000056,0.001697454828195301,0.0017162048281953006,0.0017349548281953009
ACT1,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,5,BULL_2025,49,0.0003315439140513662,0.007908163265306124,0.0003315439140513662,0.00030781942425544786,0.00028409493445952943
ACT1,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,5,EARLY_2016_2019,193,0.00036353636811036275,0.015284974093264245,0.00036353636811036275,0.00031768144583057005,0.00027182652355077724
ACT1,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,5,LATE_2020_2022,149,-0.00013344169070049938,0.012416107382550336,-0.00013344169070049938,-0.00017069001284815045,-0.00020793833499580138
