metric,strategy,universe,horizon,sample,family,n_dates,gross_delta
AMIHUD20,LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,20,LATE_2020_2022,VALUE,38,-0.000992441412849306
AMIHUD20,LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,20,NORMAL_2023_2024,FLOW,24,-0.005437253843208465
AMIHUD20,LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,20,NORMAL_2023_2024,MOMENTUM,24,-0.0016374357584630842
AMIHUD20,LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,20,NORMAL_2023_2024,REVISION,24,-0.003993376284248908
AMIHUD20,LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,20,NORMAL_2023_2024,VALUE,24,0.0013649043186087142
AMIHUD20,LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,20,YTD_2026,FLOW,6,-0.018226322565365705
AMIHUD20,LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,20,YTD_2026,MOMENTUM,6,-0.024642274817482532
AMIHUD20,LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,20,YTD_2026,REVISION,6,-0.020332895772930803
AMIHUD20,LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,20,YTD_2026,VALUE,6,0.0009480808532067482
AMIHUD20,LOW05,KOSPI_ALL,5,BULL_2025,FLOW,49,-0.0012492601961088953
AMIHUD20,LOW05,KOSPI_ALL,5,BULL_2025,MOMENTUM,49,-0.0027685291135693952
AMIHUD20,LOW05,KOSPI_ALL,5,BULL_2025,REVISION,49,-0.0019705838564572447
AMIHUD20,LOW05,KOSPI_ALL,5,BULL_2025,VALUE,49,-0.0006867036014723788
AMIHUD20,LOW05,KOSPI_ALL,5,EARLY_2016_2019,FLOW,193,-3.451270368277199e-05
AMIHUD20,LOW05,KOSPI_ALL,5,EARLY_2016_2019,MOMENTUM,193,-2.546134217605808e-05
AMIHUD20,LOW05,KOSPI_ALL,5,EARLY_2016_2019,REVISION,193,-0.00011628444477488377
AMIHUD20,LOW05,KOSPI_ALL,5,EARLY_2016_2019,VALUE,193,-0.0002132853766197156
AMIHUD20,LOW05,KOSPI_ALL,5,LATE_2020_2022,FLOW,149,-0.0004528912257349495
AMIHUD20,LOW05,KOSPI_ALL,5,LATE_2020_2022,MOMENTUM,149,-0.00073996156804639
AMIHUD20,LOW05,KOSPI_ALL,5,LATE_2020_2022,REVISION,149,0.00037152262596860144
AMIHUD20,LOW05,KOSPI_ALL,5,LATE_2020_2022,VALUE,149,4.566419436724967e-06
AMIHUD20,LOW05,KOSPI_ALL,5,NORMAL_2023_2024,FLOW,97,0.0004450363034015494
AMIHUD20,LOW05,KOSPI_ALL,5,NORMAL_2023_2024,MOMENTUM,97,-0.000911013628960513
AMIHUD20,LOW05,KOSPI_ALL,5,NORMAL_2023_2024,REVISION,97,-0.0005435196899810183
AMIHUD20,LOW05,KOSPI_ALL,5,NORMAL_2023_2024,VALUE,97,5.583724467663024e-05
AMIHUD20,LOW05,KOSPI_ALL,5,YTD_2026,FLOW,28,0.0014132704033862859
AMIHUD20,LOW05,KOSPI_ALL,5,YTD_2026,MOMENTUM,28,-0.0026813273400034562
AMIHUD20,LOW05,KOSPI_ALL,5,YTD_2026,REVISION,28,-0.0063183601294702725
AMIHUD20,LOW05,KOSPI_ALL,5,YTD_2026,VALUE,28,-0.0016886089549720106
AMIHUD20,LOW05,KOSPI_ALL,20,BULL_2025,FLOW,12,-0.0037887461261741653
AMIHUD20,LOW05,KOSPI_ALL,20,BULL_2025,MOMENTUM,12,-0.011678862066796592
AMIHUD20,LOW05,KOSPI_ALL,20,BULL_2025,REVISION,12,-0.0003956735096355189
AMIHUD20,LOW05,KOSPI_ALL,20,BULL_2025,VALUE,12,-0.0031767953455617156
AMIHUD20,LOW05,KOSPI_ALL,20,EARLY_2016_2019,FLOW,48,0.00021843279076527578
AMIHUD20,LOW05,KOSPI_ALL,20,EARLY_2016_2019,MOMENTUM,48,-0.00038220594174013904
AMIHUD20,LOW05,KOSPI_ALL,20,EARLY_2016_2019,REVISION,48,-0.0019118310631150767
AMIHUD20,LOW05,KOSPI_ALL,20,EARLY_2016_2019,VALUE,48,4.6118845194803916e-05
AMIHUD20,LOW05,KOSPI_ALL,20,LATE_2020_2022,FLOW,38,-0.0007486975604148608
AMIHUD20,LOW05,KOSPI_ALL,20,LATE_2020_2022,MOMENTUM,38,-0.001579609528773216
AMIHUD20,LOW05,KOSPI_ALL,20,LATE_2020_2022,REVISION,38,-0.00027547501241654475
AMIHUD20,LOW05,KOSPI_ALL,20,LATE_2020_2022,VALUE,38,0.00013351824172588996
AMIHUD20,LOW05,KOSPI_ALL,20,NORMAL_2023_2024,FLOW,24,0.0025145109390178277
AMIHUD20,LOW05,KOSPI_ALL,20,NORMAL_2023_2024,MOMENTUM,24,-0.004756285877932433
AMIHUD20,LOW05,KOSPI_ALL,20,NORMAL_2023_2024,REVISION,24,-0.0016154271294329435
AMIHUD20,LOW05,KOSPI_ALL,20,NORMAL_2023_2024,VALUE,24,0.0006502177653891649
AMIHUD20,LOW05,KOSPI_ALL,20,YTD_2026,FLOW,6,0.0016055693409241158
AMIHUD20,LOW05,KOSPI_ALL,20,YTD_2026,MOMENTUM,6,-0.021760031744832025
AMIHUD20,LOW05,KOSPI_ALL,20,YTD_2026,REVISION,6,-0.036020386687878
AMIHUD20,LOW05,KOSPI_ALL,20,YTD_2026,VALUE,6,-0.007826732346674938
AMIHUD20,LOW05,KOSPI_EX_K200,5,BULL_2025,FLOW,49,-0.0021563441719284694
AMIHUD20,LOW05,KOSPI_EX_K200,5,BULL_2025,MOMENTUM,49,-0.0020066723447579034
AMIHUD20,LOW05,KOSPI_EX_K200,5,BULL_2025,REVISION,49,-0.004074541632194316
AMIHUD20,LOW05,KOSPI_EX_K200,5,BULL_2025,VALUE,49,0.00025502277992250005
AMIHUD20,LOW05,KOSPI_EX_K200,5,EARLY_2016_2019,FLOW,193,-0.0004155336376366528
AMIHUD20,LOW05,KOSPI_EX_K200,5,EARLY_2016_2019,MOMENTUM,193,0.0009282637072175695
AMIHUD20,LOW05,KOSPI_EX_K200,5,EARLY_2016_2019,REVISION,193,0.0006721229608224945
AMIHUD20,LOW05,KOSPI_EX_K200,5,EARLY_2016_2019,VALUE,193,-5.28089033633527e-05
AMIHUD20,LOW05,KOSPI_EX_K200,5,LATE_2020_2022,FLOW,149,-0.0003938306393780286
AMIHUD20,LOW05,KOSPI_EX_K200,5,LATE_2020_2022,MOMENTUM,149,-0.00011768131825296982
AMIHUD20,LOW05,KOSPI_EX_K200,5,LATE_2020_2022,REVISION,149,-0.0008042501814077635
AMIHUD20,LOW05,KOSPI_EX_K200,5,LATE_2020_2022,VALUE,149,-3.123169114337365e-05
AMIHUD20,LOW05,KOSPI_EX_K200,5,NORMAL_2023_2024,FLOW,97,-0.00014048402232753426
AMIHUD20,LOW05,KOSPI_EX_K200,5,NORMAL_2023_2024,MOMENTUM,97,0.0009947677610116007
AMIHUD20,LOW05,KOSPI_EX_K200,5,NORMAL_2023_2024,REVISION,97,0.0001270343811297337
AMIHUD20,LOW05,KOSPI_EX_K200,5,NORMAL_2023_2024,VALUE,97,8.603708530450383e-05
AMIHUD20,LOW05,KOSPI_EX_K200,5,YTD_2026,FLOW,28,0.0026788877079383946
AMIHUD20,LOW05,KOSPI_EX_K200,5,YTD_2026,MOMENTUM,28,0.003883332608417982
AMIHUD20,LOW05,KOSPI_EX_K200,5,YTD_2026,REVISION,28,-0.0009212903725190376
AMIHUD20,LOW05,KOSPI_EX_K200,5,YTD_2026,VALUE,28,5.25926435078073e-05
AMIHUD20,LOW05,KOSPI_EX_K200,20,BULL_2025,FLOW,12,-0.00046290241062319284
AMIHUD20,LOW05,KOSPI_EX_K200,20,BULL_2025,MOMENTUM,12,-0.010850269936911959
AMIHUD20,LOW05,KOSPI_EX_K200,20,BULL_2025,REVISION,12,-0.003490015466654596
AMIHUD20,LOW05,KOSPI_EX_K200,20,BULL_2025,VALUE,12,0.0010305766420130862
AMIHUD20,LOW05,KOSPI_EX_K200,20,EARLY_2016_2019,FLOW,48,0.0009195404278581507
AMIHUD20,LOW05,KOSPI_EX_K200,20,EARLY_2016_2019,MOMENTUM,48,0.0052126866103490545
AMIHUD20,LOW05,KOSPI_EX_K200,20,EARLY_2016_2019,REVISION,48,0.0019109402325386462
AMIHUD20,LOW05,KOSPI_EX_K200,20,EARLY_2016_2019,VALUE,48,-0.0017467630708134223
AMIHUD20,LOW05,KOSPI_EX_K200,20,LATE_2020_2022,FLOW,38,-0.0006928017220170346
AMIHUD20,LOW05,KOSPI_EX_K200,20,LATE_2020_2022,MOMENTUM,38,-0.00022590851245624493
AMIHUD20,LOW05,KOSPI_EX_K200,20,LATE_2020_2022,REVISION,38,-0.005840173820430489
AMIHUD20,LOW05,KOSPI_EX_K200,20,LATE_2020_2022,VALUE,38,5.948464791360188e-05
AMIHUD20,LOW05,KOSPI_EX_K200,20,NORMAL_2023_2024,FLOW,24,-0.007384130652007963
AMIHUD20,LOW05,KOSPI_EX_K200,20,NORMAL_2023_2024,MOMENTUM,24,-0.004455250471128664
AMIHUD20,LOW05,KOSPI_EX_K200,20,NORMAL_2023_2024,REVISION,24,0.0003626452136267128
AMIHUD20,LOW05,KOSPI_EX_K200,20,NORMAL_2023_2024,VALUE,24,0.0015165356666292861
AMIHUD20,LOW05,KOSPI_EX_K200,20,YTD_2026,FLOW,6,0.03381911249169752
AMIHUD20,LOW05,KOSPI_EX_K200,20,YTD_2026,MOMENTUM,6,0.026825114982451465
AMIHUD20,LOW05,KOSPI_EX_K200,20,YTD_2026,REVISION,6,0.0043723199512563544
AMIHUD20,LOW05,KOSPI_EX_K200,20,YTD_2026,VALUE,6,0.0029602316579469766
AMIHUD20,LOW05,KOSPI_KOSDAQ_ALL,5,BULL_2025,FLOW,49,-0.001935213427135559
AMIHUD20,LOW05,KOSPI_KOSDAQ_ALL,5,BULL_2025,MOMENTUM,49,-0.0021277110397708277
AMIHUD20,LOW05,KOSPI_KOSDAQ_ALL,5,BULL_2025,REVISION,49,-0.0021565453979417756
AMIHUD20,LOW05,KOSPI_KOSDAQ_ALL,5,BULL_2025,VALUE,49,-0.0010301816535320041
AMIHUD20,LOW05,KOSPI_KOSDAQ_ALL,5,EARLY_2016_2019,FLOW,193,-0.000230040881555555
AMIHUD20,LOW05,KOSPI_KOSDAQ_ALL,5,EARLY_2016_2019,MOMENTUM,193,0.0008890028469827094
AMIHUD20,LOW05,KOSPI_KOSDAQ_ALL,5,EARLY_2016_2019,REVISION,193,0.0003260611316222207
AMIHUD20,LOW05,KOSPI_KOSDAQ_ALL,5,EARLY_2016_2019,VALUE,193,-2.505204852549713e-05
AMIHUD20,LOW05,KOSPI_KOSDAQ_ALL,5,LATE_2020_2022,FLOW,149,-0.0005060965071826709
AMIHUD20,LOW05,KOSPI_KOSDAQ_ALL,5,LATE_2020_2022,MOMENTUM,149,0.0008712524133214938
AMIHUD20,LOW05,KOSPI_KOSDAQ_ALL,5,LATE_2020_2022,REVISION,149,0.001109925027485065
AMIHUD20,LOW05,KOSPI_KOSDAQ_ALL,5,LATE_2020_2022,VALUE,149,0.0005086052323195362
AMIHUD20,LOW05,KOSPI_KOSDAQ_ALL,5,NORMAL_2023_2024,FLOW,97,0.00024164370110592412
AMIHUD20,LOW05,KOSPI_KOSDAQ_ALL,5,NORMAL_2023_2024,MOMENTUM,97,-0.002069467325832548
AMIHUD20,LOW05,KOSPI_KOSDAQ_ALL,5,NORMAL_2023_2024,REVISION,97,-0.00022536404270412656
AMIHUD20,LOW05,KOSPI_KOSDAQ_ALL,5,NORMAL_2023_2024,VALUE,97,-0.00026184034703984597
AMIHUD20,LOW05,KOSPI_KOSDAQ_ALL,5,YTD_2026,FLOW,28,-0.0031219853107513885
AMIHUD20,LOW05,KOSPI_KOSDAQ_ALL,5,YTD_2026,MOMENTUM,28,-0.008394455709885142
AMIHUD20,LOW05,KOSPI_KOSDAQ_ALL,5,YTD_2026,REVISION,28,-0.007714376649068801
AMIHUD20,LOW05,KOSPI_KOSDAQ_ALL,5,YTD_2026,VALUE,28,-0.0034755716322449784
AMIHUD20,LOW05,KOSPI_KOSDAQ_ALL,20,BULL_2025,FLOW,12,-0.003366473805452105
AMIHUD20,LOW05,KOSPI_KOSDAQ_ALL,20,BULL_2025,MOMENTUM,12,-0.01694737130985606
AMIHUD20,LOW05,KOSPI_KOSDAQ_ALL,20,BULL_2025,REVISION,12,-0.009608319733018612
AMIHUD20,LOW05,KOSPI_KOSDAQ_ALL,20,BULL_2025,VALUE,12,-0.01042149532465743
AMIHUD20,LOW05,KOSPI_KOSDAQ_ALL,20,EARLY_2016_2019,FLOW,48,0.002015239955826146
AMIHUD20,LOW05,KOSPI_KOSDAQ_ALL,20,EARLY_2016_2019,MOMENTUM,48,0.001265436034539623
AMIHUD20,LOW05,KOSPI_KOSDAQ_ALL,20,EARLY_2016_2019,REVISION,48,0.0010338464294243404
AMIHUD20,LOW05,KOSPI_KOSDAQ_ALL,20,EARLY_2016_2019,VALUE,48,1.3848818363352351e-05
AMIHUD20,LOW05,KOSPI_KOSDAQ_ALL,20,LATE_2020_2022,FLOW,38,0.000501970842222351
AMIHUD20,LOW05,KOSPI_KOSDAQ_ALL,20,LATE_2020_2022,MOMENTUM,38,0.002512764184938554
AMIHUD20,LOW05,KOSPI_KOSDAQ_ALL,20,LATE_2020_2022,REVISION,38,0.002430364028602919
AMIHUD20,LOW05,KOSPI_KOSDAQ_ALL,20,LATE_2020_2022,VALUE,38,0.0030750211170500826
AMIHUD20,LOW05,KOSPI_KOSDAQ_ALL,20,NORMAL_2023_2024,FLOW,24,-0.006491728298185972
AMIHUD20,LOW05,KOSPI_KOSDAQ_ALL,20,NORMAL_2023_2024,MOMENTUM,24,-0.002260356960969989
AMIHUD20,LOW05,KOSPI_KOSDAQ_ALL,20,NORMAL_2023_2024,REVISION,24,0.0035516889859860505
AMIHUD20,LOW05,KOSPI_KOSDAQ_ALL,20,NORMAL_2023_2024,VALUE,24,0.001500739382966653
AMIHUD20,LOW05,KOSPI_KOSDAQ_ALL,20,YTD_2026,FLOW,6,-0.013152306826366119
AMIHUD20,LOW05,KOSPI_KOSDAQ_ALL,20,YTD_2026,MOMENTUM,6,-0.029791633645751398
AMIHUD20,LOW05,KOSPI_KOSDAQ_ALL,20,YTD_2026,REVISION,6,-0.031385581164583315
AMIHUD20,LOW05,KOSPI_KOSDAQ_ALL,20,YTD_2026,VALUE,6,-0.013233917775469256
AMIHUD20,LOW10,K200,5,BULL_2025,FLOW,49,-0.0006818217364622834
AMIHUD20,LOW10,K200,5,BULL_2025,MOMENTUM,49,-0.001846664580630993
AMIHUD20,LOW10,K200,5,BULL_2025,REVISION,49,-0.001089222630135609
AMIHUD20,LOW10,K200,5,BULL_2025,VALUE,49,-0.000247051113662868
AMIHUD20,LOW10,K200,5,EARLY_2016_2019,FLOW,193,-8.864977768763937e-05
AMIHUD20,LOW10,K200,5,EARLY_2016_2019,MOMENTUM,193,-0.0005137477884507957
AMIHUD20,LOW10,K200,5,EARLY_2016_2019,REVISION,193,-0.00043045696612108874
AMIHUD20,LOW10,K200,5,EARLY_2016_2019,VALUE,193,0.00014322606582130694
AMIHUD20,LOW10,K200,5,LATE_2020_2022,FLOW,149,0.00019468292326011338
AMIHUD20,LOW10,K200,5,LATE_2020_2022,MOMENTUM,149,-0.00018824978597978037
AMIHUD20,LOW10,K200,5,LATE_2020_2022,REVISION,149,1.3219992731042873e-05
AMIHUD20,LOW10,K200,5,LATE_2020_2022,VALUE,149,0.0003739633185753319
AMIHUD20,LOW10,K200,5,NORMAL_2023_2024,FLOW,97,-0.00011990726001634786
AMIHUD20,LOW10,K200,5,NORMAL_2023_2024,MOMENTUM,97,-0.0005416013755144373
AMIHUD20,LOW10,K200,5,NORMAL_2023_2024,REVISION,97,0.0005861187385706473
AMIHUD20,LOW10,K200,5,NORMAL_2023_2024,VALUE,97,-0.00043029207800046013
AMIHUD20,LOW10,K200,5,YTD_2026,FLOW,28,0.0008319324244066085
AMIHUD20,LOW10,K200,5,YTD_2026,MOMENTUM,28,-0.003896852659648838
AMIHUD20,LOW10,K200,5,YTD_2026,REVISION,28,-0.005238569622701196
AMIHUD20,LOW10,K200,5,YTD_2026,VALUE,28,-0.0011490614554934694
AMIHUD20,LOW10,K200,20,BULL_2025,FLOW,12,-0.0035600701440729726
AMIHUD20,LOW10,K200,20,BULL_2025,MOMENTUM,12,-0.005165482316700087
AMIHUD20,LOW10,K200,20,BULL_2025,REVISION,12,-0.0013662594087822156
AMIHUD20,LOW10,K200,20,BULL_2025,VALUE,12,-0.0020058379669889814
AMIHUD20,LOW10,K200,20,EARLY_2016_2019,FLOW,48,6.997523647541434e-05
AMIHUD20,LOW10,K200,20,EARLY_2016_2019,MOMENTUM,48,-0.0002682872016248372
AMIHUD20,LOW10,K200,20,EARLY_2016_2019,REVISION,48,-0.0017038096292229935
AMIHUD20,LOW10,K200,20,EARLY_2016_2019,VALUE,48,0.0004259323443173745
AMIHUD20,LOW10,K200,20,LATE_2020_2022,FLOW,38,-0.00011661629418263205
AMIHUD20,LOW10,K200,20,LATE_2020_2022,MOMENTUM,38,-0.0002636421213183761
AMIHUD20,LOW10,K200,20,LATE_2020_2022,REVISION,38,-0.0004747704593626967
AMIHUD20,LOW10,K200,20,LATE_2020_2022,VALUE,38,0.0010762576198357604
AMIHUD20,LOW10,K200,20,NORMAL_2023_2024,FLOW,24,-0.0002428853500731896
AMIHUD20,LOW10,K200,20,NORMAL_2023_2024,MOMENTUM,24,2.8442554391591495e-05
AMIHUD20,LOW10,K200,20,NORMAL_2023_2024,REVISION,24,-0.00022117736286233588
AMIHUD20,LOW10,K200,20,NORMAL_2023_2024,VALUE,24,-0.000723897671736583
AMIHUD20,LOW10,K200,20,YTD_2026,FLOW,6,0.0017492076967979403
AMIHUD20,LOW10,K200,20,YTD_2026,MOMENTUM,6,-0.018356983166002223
AMIHUD20,LOW10,K200,20,YTD_2026,REVISION,6,-0.02464761586061325
AMIHUD20,LOW10,K200,20,YTD_2026,VALUE,6,-0.002948709545135054
AMIHUD20,LOW10,KOSDAQ,5,BULL_2025,FLOW,49,-0.0014481389232063888
AMIHUD20,LOW10,KOSDAQ,5,BULL_2025,MOMENTUM,49,-0.00422875818717979
AMIHUD20,LOW10,KOSDAQ,5,BULL_2025,REVISION,49,-0.004854546166043449
AMIHUD20,LOW10,KOSDAQ,5,BULL_2025,VALUE,49,-4.051615508869236e-05
AMIHUD20,LOW10,KOSDAQ,5,EARLY_2016_2019,FLOW,193,-0.002067181482624162
AMIHUD20,LOW10,KOSDAQ,5,EARLY_2016_2019,MOMENTUM,193,-0.001856723843238038
AMIHUD20,LOW10,KOSDAQ,5,EARLY_2016_2019,REVISION,193,-0.0015608614132264433
AMIHUD20,LOW10,KOSDAQ,5,EARLY_2016_2019,VALUE,193,0.0003363375097119855
AMIHUD20,LOW10,KOSDAQ,5,LATE_2020_2022,FLOW,149,6.92546138330556e-05
AMIHUD20,LOW10,KOSDAQ,5,LATE_2020_2022,MOMENTUM,149,0.0023147325837856816
AMIHUD20,LOW10,KOSDAQ,5,LATE_2020_2022,REVISION,149,-8.831729231448759e-05
AMIHUD20,LOW10,KOSDAQ,5,LATE_2020_2022,VALUE,149,-0.0010934452415235396
AMIHUD20,LOW10,KOSDAQ,5,NORMAL_2023_2024,FLOW,97,0.00020330928061467493
AMIHUD20,LOW10,KOSDAQ,5,NORMAL_2023_2024,MOMENTUM,97,-0.00016031705653878452
AMIHUD20,LOW10,KOSDAQ,5,NORMAL_2023_2024,REVISION,97,-0.00014100206503275548
AMIHUD20,LOW10,KOSDAQ,5,NORMAL_2023_2024,VALUE,97,0.001056224524801923
AMIHUD20,LOW10,KOSDAQ,5,YTD_2026,FLOW,28,-0.002498891745071586
AMIHUD20,LOW10,KOSDAQ,5,YTD_2026,MOMENTUM,28,-0.003228423992664278
AMIHUD20,LOW10,KOSDAQ,5,YTD_2026,REVISION,28,-0.0019276362215973476
AMIHUD20,LOW10,KOSDAQ,5,YTD_2026,VALUE,28,-0.003203032662178287
AMIHUD20,LOW10,KOSDAQ,20,BULL_2025,FLOW,12,-0.008433376254697499
AMIHUD20,LOW10,KOSDAQ,20,BULL_2025,MOMENTUM,12,-0.025783690770989725
AMIHUD20,LOW10,KOSDAQ,20,BULL_2025,REVISION,12,-0.016428464264307507
AMIHUD20,LOW10,KOSDAQ,20,BULL_2025,VALUE,12,0.0006839096960846062
AMIHUD20,LOW10,KOSDAQ,20,EARLY_2016_2019,FLOW,48,-0.0007806982456964742
AMIHUD20,LOW10,KOSDAQ,20,EARLY_2016_2019,MOMENTUM,48,-0.006412792968848193
AMIHUD20,LOW10,KOSDAQ,20,EARLY_2016_2019,REVISION,48,-0.005857068569503766
AMIHUD20,LOW10,KOSDAQ,20,EARLY_2016_2019,VALUE,48,0.0035714909124094315
AMIHUD20,LOW10,KOSDAQ,20,LATE_2020_2022,FLOW,38,0.008072134389468912
AMIHUD20,LOW10,KOSDAQ,20,LATE_2020_2022,MOMENTUM,38,0.012532815138775483
AMIHUD20,LOW10,KOSDAQ,20,LATE_2020_2022,REVISION,38,-0.0030240073718936188
AMIHUD20,LOW10,KOSDAQ,20,LATE_2020_2022,VALUE,38,-0.003269448077437237
AMIHUD20,LOW10,KOSDAQ,20,NORMAL_2023_2024,FLOW,24,-0.011905081188007266
AMIHUD20,LOW10,KOSDAQ,20,NORMAL_2023_2024,MOMENTUM,24,-0.00883444612544327
AMIHUD20,LOW10,KOSDAQ,20,NORMAL_2023_2024,REVISION,24,-0.0008747926790966103
AMIHUD20,LOW10,KOSDAQ,20,NORMAL_2023_2024,VALUE,24,0.0032975827581538573
AMIHUD20,LOW10,KOSDAQ,20,YTD_2026,FLOW,6,-0.021510026498166055
AMIHUD20,LOW10,KOSDAQ,20,YTD_2026,MOMENTUM,6,-0.031261150023185046
AMIHUD20,LOW10,KOSDAQ,20,YTD_2026,REVISION,6,-0.023072269363960285
AMIHUD20,LOW10,KOSDAQ,20,YTD_2026,VALUE,6,-0.013009919423396568
AMIHUD20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,5,BULL_2025,FLOW,49,-0.006301280921418129
AMIHUD20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,5,BULL_2025,MOMENTUM,49,-0.005420656990325211
AMIHUD20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,5,BULL_2025,REVISION,49,-0.0037567120981358056
AMIHUD20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,5,BULL_2025,VALUE,49,0.00012703892975454378
AMIHUD20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,5,EARLY_2016_2019,FLOW,193,-0.0015732296566912767
AMIHUD20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,5,EARLY_2016_2019,MOMENTUM,193,-0.001702648265596765
AMIHUD20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,5,EARLY_2016_2019,REVISION,193,-0.0004516830084571802
AMIHUD20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,5,EARLY_2016_2019,VALUE,193,-0.0002841637812383578
AMIHUD20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,5,LATE_2020_2022,FLOW,149,-0.0006406374392705929
AMIHUD20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,5,LATE_2020_2022,MOMENTUM,149,0.001398907019456918
AMIHUD20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,5,LATE_2020_2022,REVISION,149,-0.0011945709141857445
AMIHUD20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,5,LATE_2020_2022,VALUE,149,-0.0008335785141622714
AMIHUD20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,5,NORMAL_2023_2024,FLOW,97,4.4996104674734e-05
AMIHUD20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,5,NORMAL_2023_2024,MOMENTUM,97,0.0008483737150193506
AMIHUD20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,5,NORMAL_2023_2024,REVISION,97,-0.0006966157557934814
AMIHUD20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,5,NORMAL_2023_2024,VALUE,97,0.000620833509319516
AMIHUD20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,5,YTD_2026,FLOW,28,-0.003633716019846686
AMIHUD20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,5,YTD_2026,MOMENTUM,28,-0.006886359249786744
AMIHUD20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,5,YTD_2026,REVISION,28,0.0037115938118309384
AMIHUD20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,5,YTD_2026,VALUE,28,-0.00022628144619037073
AMIHUD20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,20,BULL_2025,FLOW,12,-0.013116636430498459
AMIHUD20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,20,BULL_2025,MOMENTUM,12,-0.04021702733504041
AMIHUD20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,20,BULL_2025,REVISION,12,-0.017683172710516604
AMIHUD20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,20,BULL_2025,VALUE,12,-0.000147641788548771
AMIHUD20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,20,EARLY_2016_2019,FLOW,48,-0.0006534267539324178
AMIHUD20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,20,EARLY_2016_2019,MOMENTUM,48,-0.002527504828363326
AMIHUD20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,20,EARLY_2016_2019,REVISION,48,-0.0030942881790253173
AMIHUD20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,20,EARLY_2016_2019,VALUE,48,-0.0013798187360847943
AMIHUD20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,20,LATE_2020_2022,FLOW,38,0.0038807753272141828
AMIHUD20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,20,LATE_2020_2022,MOMENTUM,38,0.0013879696038378148
AMIHUD20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,20,LATE_2020_2022,REVISION,38,0.0010424364529013198
AMIHUD20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,20,LATE_2020_2022,VALUE,38,-0.0030703121750355043
AMIHUD20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,20,NORMAL_2023_2024,FLOW,24,-0.009836407962426503
AMIHUD20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,20,NORMAL_2023_2024,MOMENTUM,24,-7.513102513751734e-05
AMIHUD20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,20,NORMAL_2023_2024,REVISION,24,-0.006099098383146015
AMIHUD20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,20,NORMAL_2023_2024,VALUE,24,0.001747319761938167
AMIHUD20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,20,YTD_2026,FLOW,6,-0.016680440024947837
AMIHUD20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,20,YTD_2026,MOMENTUM,6,-0.03518463918172124
AMIHUD20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,20,YTD_2026,REVISION,6,-0.026826880956276184
AMIHUD20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,20,YTD_2026,VALUE,6,0.00027653430751175986
AMIHUD20,LOW10,KOSPI_ALL,5,BULL_2025,FLOW,49,-0.0026211190652598903
AMIHUD20,LOW10,KOSPI_ALL,5,BULL_2025,MOMENTUM,49,-0.0050221873485682585
