metric,strategy,universe,horizon,sample,family,n_dates,gross_delta
ACT1,TOP01,K200,20,NORMAL_2023_2024,REVISION,24,-0.000532120833221536
ACT1,TOP01,K200,20,NORMAL_2023_2024,VALUE,24,-0.0011153804213076734
ACT1,TOP01,K200,20,YTD_2026,FLOW,6,0.0009689451784228439
ACT1,TOP01,K200,20,YTD_2026,MOMENTUM,6,0.0015689936772420466
ACT1,TOP01,K200,20,YTD_2026,REVISION,6,-0.00043035704603272784
ACT1,TOP01,K200,20,YTD_2026,VALUE,6,0.00289389309727128
ACT1,TOP01,KOSDAQ,5,BULL_2025,FLOW,49,-0.0006893947610700096
ACT1,TOP01,KOSDAQ,5,BULL_2025,MOMENTUM,49,-0.0001132184556299181
ACT1,TOP01,KOSDAQ,5,BULL_2025,REVISION,49,-0.00023989288102489132
ACT1,TOP01,KOSDAQ,5,BULL_2025,VALUE,49,-2.8612829876669418e-05
ACT1,TOP01,KOSDAQ,5,EARLY_2016_2019,FLOW,193,3.5514120611496016e-05
ACT1,TOP01,KOSDAQ,5,EARLY_2016_2019,MOMENTUM,193,0.00032391820577465054
ACT1,TOP01,KOSDAQ,5,EARLY_2016_2019,REVISION,193,0.00024057603206257712
ACT1,TOP01,KOSDAQ,5,EARLY_2016_2019,VALUE,193,0.00015719146386306525
ACT1,TOP01,KOSDAQ,5,LATE_2020_2022,FLOW,149,-0.0002422468277878016
ACT1,TOP01,KOSDAQ,5,LATE_2020_2022,MOMENTUM,149,0.00012346274778630807
ACT1,TOP01,KOSDAQ,5,LATE_2020_2022,REVISION,149,-0.00015426812833727667
ACT1,TOP01,KOSDAQ,5,LATE_2020_2022,VALUE,149,-0.00011073945671950579
ACT1,TOP01,KOSDAQ,5,NORMAL_2023_2024,FLOW,97,-3.2163147066519035e-05
ACT1,TOP01,KOSDAQ,5,NORMAL_2023_2024,MOMENTUM,97,0.00021428598145575758
ACT1,TOP01,KOSDAQ,5,NORMAL_2023_2024,REVISION,97,0.00022976055591288844
ACT1,TOP01,KOSDAQ,5,NORMAL_2023_2024,VALUE,97,0.00010864477246914416
ACT1,TOP01,KOSDAQ,5,YTD_2026,FLOW,28,0.0002724897242468328
ACT1,TOP01,KOSDAQ,5,YTD_2026,MOMENTUM,28,-0.0004526932721014178
ACT1,TOP01,KOSDAQ,5,YTD_2026,REVISION,28,-0.00016861870882774521
ACT1,TOP01,KOSDAQ,5,YTD_2026,VALUE,28,-7.637588176083386e-05
ACT1,TOP01,KOSDAQ,20,BULL_2025,FLOW,12,-0.0013577630723359405
ACT1,TOP01,KOSDAQ,20,BULL_2025,MOMENTUM,12,0.001721506676250174
ACT1,TOP01,KOSDAQ,20,BULL_2025,REVISION,12,-0.0018730090298375382
ACT1,TOP01,KOSDAQ,20,BULL_2025,VALUE,12,0.0005382864120668055
ACT1,TOP01,KOSDAQ,20,EARLY_2016_2019,FLOW,48,-0.0005861781089518469
ACT1,TOP01,KOSDAQ,20,EARLY_2016_2019,MOMENTUM,48,3.1302271156343235e-05
ACT1,TOP01,KOSDAQ,20,EARLY_2016_2019,REVISION,48,0.0007014024743329732
ACT1,TOP01,KOSDAQ,20,EARLY_2016_2019,VALUE,48,0.0003393699360442956
ACT1,TOP01,KOSDAQ,20,LATE_2020_2022,FLOW,38,6.391186421599998e-05
ACT1,TOP01,KOSDAQ,20,LATE_2020_2022,MOMENTUM,38,-0.0005928889943333484
ACT1,TOP01,KOSDAQ,20,LATE_2020_2022,REVISION,38,-0.00018279439646394648
ACT1,TOP01,KOSDAQ,20,LATE_2020_2022,VALUE,38,0.0006246668134135443
ACT1,TOP01,KOSDAQ,20,NORMAL_2023_2024,FLOW,24,0.0008969727958793009
ACT1,TOP01,KOSDAQ,20,NORMAL_2023_2024,MOMENTUM,24,0.0005273888832053148
ACT1,TOP01,KOSDAQ,20,NORMAL_2023_2024,REVISION,24,0.00016696588491106482
ACT1,TOP01,KOSDAQ,20,NORMAL_2023_2024,VALUE,24,0.0005177360953115594
ACT1,TOP01,KOSDAQ,20,YTD_2026,FLOW,6,0.0019819755045308372
ACT1,TOP01,KOSDAQ,20,YTD_2026,MOMENTUM,6,-0.002049073892777657
ACT1,TOP01,KOSDAQ,20,YTD_2026,REVISION,6,-0.001545550709621376
ACT1,TOP01,KOSDAQ,20,YTD_2026,VALUE,6,-0.0011383102190486172
ACT1,TOP01,KOSDAQ_PLUS_KOSPI_EX_K200,5,BULL_2025,FLOW,49,0.00021974154700396325
ACT1,TOP01,KOSDAQ_PLUS_KOSPI_EX_K200,5,BULL_2025,MOMENTUM,49,0.0009469086458321877
ACT1,TOP01,KOSDAQ_PLUS_KOSPI_EX_K200,5,BULL_2025,REVISION,49,-6.19733049166439e-05
ACT1,TOP01,KOSDAQ_PLUS_KOSPI_EX_K200,5,BULL_2025,VALUE,49,0.0001259646810133897
ACT1,TOP01,KOSDAQ_PLUS_KOSPI_EX_K200,5,EARLY_2016_2019,FLOW,193,5.6121675066931154e-05
ACT1,TOP01,KOSDAQ_PLUS_KOSPI_EX_K200,5,EARLY_2016_2019,MOMENTUM,193,0.0005088621262712842
ACT1,TOP01,KOSDAQ_PLUS_KOSPI_EX_K200,5,EARLY_2016_2019,REVISION,193,0.00026220560697097457
ACT1,TOP01,KOSDAQ_PLUS_KOSPI_EX_K200,5,EARLY_2016_2019,VALUE,193,8.303757362813116e-05
ACT1,TOP01,KOSDAQ_PLUS_KOSPI_EX_K200,5,LATE_2020_2022,FLOW,149,-0.00043241500228761466
ACT1,TOP01,KOSDAQ_PLUS_KOSPI_EX_K200,5,LATE_2020_2022,MOMENTUM,149,-0.0001926978543663804
ACT1,TOP01,KOSDAQ_PLUS_KOSPI_EX_K200,5,LATE_2020_2022,REVISION,149,5.864001807113961e-05
ACT1,TOP01,KOSDAQ_PLUS_KOSPI_EX_K200,5,LATE_2020_2022,VALUE,149,-7.924120782433448e-06
ACT1,TOP01,KOSDAQ_PLUS_KOSPI_EX_K200,5,NORMAL_2023_2024,FLOW,97,0.000271303095202552
ACT1,TOP01,KOSDAQ_PLUS_KOSPI_EX_K200,5,NORMAL_2023_2024,MOMENTUM,97,-6.452031336829283e-05
ACT1,TOP01,KOSDAQ_PLUS_KOSPI_EX_K200,5,NORMAL_2023_2024,REVISION,97,-4.010443445111694e-05
ACT1,TOP01,KOSDAQ_PLUS_KOSPI_EX_K200,5,NORMAL_2023_2024,VALUE,97,-7.414312304813247e-05
ACT1,TOP01,KOSDAQ_PLUS_KOSPI_EX_K200,5,YTD_2026,FLOW,28,-0.00037085027147246884
ACT1,TOP01,KOSDAQ_PLUS_KOSPI_EX_K200,5,YTD_2026,MOMENTUM,28,-0.00012295131838681227
ACT1,TOP01,KOSDAQ_PLUS_KOSPI_EX_K200,5,YTD_2026,REVISION,28,-0.0003739221975845304
ACT1,TOP01,KOSDAQ_PLUS_KOSPI_EX_K200,5,YTD_2026,VALUE,28,0.00045967227550853813
ACT1,TOP01,KOSDAQ_PLUS_KOSPI_EX_K200,20,BULL_2025,FLOW,12,-0.0004120570571866002
ACT1,TOP01,KOSDAQ_PLUS_KOSPI_EX_K200,20,BULL_2025,MOMENTUM,12,0.0012925221044197968
ACT1,TOP01,KOSDAQ_PLUS_KOSPI_EX_K200,20,BULL_2025,REVISION,12,0.00011134292720027484
ACT1,TOP01,KOSDAQ_PLUS_KOSPI_EX_K200,20,BULL_2025,VALUE,12,0.0002623990017307226
ACT1,TOP01,KOSDAQ_PLUS_KOSPI_EX_K200,20,EARLY_2016_2019,FLOW,48,0.00026788889710656864
ACT1,TOP01,KOSDAQ_PLUS_KOSPI_EX_K200,20,EARLY_2016_2019,MOMENTUM,48,0.0008791465614700292
ACT1,TOP01,KOSDAQ_PLUS_KOSPI_EX_K200,20,EARLY_2016_2019,REVISION,48,0.0014130602130983366
ACT1,TOP01,KOSDAQ_PLUS_KOSPI_EX_K200,20,EARLY_2016_2019,VALUE,48,6.976144879023074e-05
ACT1,TOP01,KOSDAQ_PLUS_KOSPI_EX_K200,20,LATE_2020_2022,FLOW,38,0.0003160812724657148
ACT1,TOP01,KOSDAQ_PLUS_KOSPI_EX_K200,20,LATE_2020_2022,MOMENTUM,38,-0.00017586806990728545
ACT1,TOP01,KOSDAQ_PLUS_KOSPI_EX_K200,20,LATE_2020_2022,REVISION,38,3.3418914276120595e-05
ACT1,TOP01,KOSDAQ_PLUS_KOSPI_EX_K200,20,LATE_2020_2022,VALUE,38,0.00020259720161431045
ACT1,TOP01,KOSDAQ_PLUS_KOSPI_EX_K200,20,NORMAL_2023_2024,FLOW,24,0.0026053346624584396
ACT1,TOP01,KOSDAQ_PLUS_KOSPI_EX_K200,20,NORMAL_2023_2024,MOMENTUM,24,0.0037564735145345935
ACT1,TOP01,KOSDAQ_PLUS_KOSPI_EX_K200,20,NORMAL_2023_2024,REVISION,24,0.0005911137928075477
ACT1,TOP01,KOSDAQ_PLUS_KOSPI_EX_K200,20,NORMAL_2023_2024,VALUE,24,-0.00022416885198752614
ACT1,TOP01,KOSDAQ_PLUS_KOSPI_EX_K200,20,YTD_2026,FLOW,6,0.0026866050576449386
ACT1,TOP01,KOSDAQ_PLUS_KOSPI_EX_K200,20,YTD_2026,MOMENTUM,6,0.005872424184936917
ACT1,TOP01,KOSDAQ_PLUS_KOSPI_EX_K200,20,YTD_2026,REVISION,6,-0.00321535363159153
ACT1,TOP01,KOSDAQ_PLUS_KOSPI_EX_K200,20,YTD_2026,VALUE,6,0.0007391995887165836
ACT1,TOP01,KOSPI_ALL,5,BULL_2025,FLOW,49,-0.00031733105629307655
ACT1,TOP01,KOSPI_ALL,5,BULL_2025,MOMENTUM,49,0.0003103737532568281
ACT1,TOP01,KOSPI_ALL,5,BULL_2025,REVISION,49,0.00011882916438062517
ACT1,TOP01,KOSPI_ALL,5,BULL_2025,VALUE,49,-0.00017019161745538992
ACT1,TOP01,KOSPI_ALL,5,EARLY_2016_2019,FLOW,193,5.943330137870684e-05
ACT1,TOP01,KOSPI_ALL,5,EARLY_2016_2019,MOMENTUM,193,-0.00018705332718452458
ACT1,TOP01,KOSPI_ALL,5,EARLY_2016_2019,REVISION,193,0.00010683893681089376
ACT1,TOP01,KOSPI_ALL,5,EARLY_2016_2019,VALUE,193,1.5395946995783878e-05
ACT1,TOP01,KOSPI_ALL,5,LATE_2020_2022,FLOW,149,-0.00017315611347789114
ACT1,TOP01,KOSPI_ALL,5,LATE_2020_2022,MOMENTUM,149,0.00016064335836795293
ACT1,TOP01,KOSPI_ALL,5,LATE_2020_2022,REVISION,149,0.00018726196418462085
ACT1,TOP01,KOSPI_ALL,5,LATE_2020_2022,VALUE,149,4.513550356352622e-05
ACT1,TOP01,KOSPI_ALL,5,NORMAL_2023_2024,FLOW,97,0.0002283770949777655
ACT1,TOP01,KOSPI_ALL,5,NORMAL_2023_2024,MOMENTUM,97,0.000339025587286491
ACT1,TOP01,KOSPI_ALL,5,NORMAL_2023_2024,REVISION,97,-4.157049977434838e-05
ACT1,TOP01,KOSPI_ALL,5,NORMAL_2023_2024,VALUE,97,-0.00012845603822072286
ACT1,TOP01,KOSPI_ALL,5,YTD_2026,FLOW,28,0.0006462786473311754
ACT1,TOP01,KOSPI_ALL,5,YTD_2026,MOMENTUM,28,0.0008741805770902666
ACT1,TOP01,KOSPI_ALL,5,YTD_2026,REVISION,28,-0.0014547831462366867
ACT1,TOP01,KOSPI_ALL,5,YTD_2026,VALUE,28,0.0001119759220794785
ACT1,TOP01,KOSPI_ALL,20,BULL_2025,FLOW,12,4.3182013817273397e-05
ACT1,TOP01,KOSPI_ALL,20,BULL_2025,MOMENTUM,12,0.0017544525150672613
ACT1,TOP01,KOSPI_ALL,20,BULL_2025,REVISION,12,2.5803345736476798e-05
ACT1,TOP01,KOSPI_ALL,20,BULL_2025,VALUE,12,0.0
ACT1,TOP01,KOSPI_ALL,20,EARLY_2016_2019,FLOW,48,0.000581478755153444
ACT1,TOP01,KOSPI_ALL,20,EARLY_2016_2019,MOMENTUM,48,-0.0015096053510408039
ACT1,TOP01,KOSPI_ALL,20,EARLY_2016_2019,REVISION,48,0.0002522074616364248
ACT1,TOP01,KOSPI_ALL,20,EARLY_2016_2019,VALUE,48,0.0004298506412758632
ACT1,TOP01,KOSPI_ALL,20,LATE_2020_2022,FLOW,38,-0.0022859506443730078
ACT1,TOP01,KOSPI_ALL,20,LATE_2020_2022,MOMENTUM,38,-0.002204257303577948
ACT1,TOP01,KOSPI_ALL,20,LATE_2020_2022,REVISION,38,-0.0021849182345647145
ACT1,TOP01,KOSPI_ALL,20,LATE_2020_2022,VALUE,38,0.00015672716031765773
ACT1,TOP01,KOSPI_ALL,20,NORMAL_2023_2024,FLOW,24,-0.000328188288325043
ACT1,TOP01,KOSPI_ALL,20,NORMAL_2023_2024,MOMENTUM,24,0.0012272628142151745
ACT1,TOP01,KOSPI_ALL,20,NORMAL_2023_2024,REVISION,24,1.4201658321751206e-05
ACT1,TOP01,KOSPI_ALL,20,NORMAL_2023_2024,VALUE,24,-0.0005830835705550511
ACT1,TOP01,KOSPI_ALL,20,YTD_2026,FLOW,6,0.0014755827339218812
ACT1,TOP01,KOSPI_ALL,20,YTD_2026,MOMENTUM,6,0.0017260411047711553
ACT1,TOP01,KOSPI_ALL,20,YTD_2026,REVISION,6,-0.0036092993588331354
ACT1,TOP01,KOSPI_ALL,20,YTD_2026,VALUE,6,0.0011908476228135734
ACT1,TOP01,KOSPI_EX_K200,5,BULL_2025,FLOW,49,-0.00014048398755682213
ACT1,TOP01,KOSPI_EX_K200,5,BULL_2025,MOMENTUM,49,-8.05222508798303e-05
ACT1,TOP01,KOSPI_EX_K200,5,BULL_2025,REVISION,49,-0.0005146567096820535
ACT1,TOP01,KOSPI_EX_K200,5,BULL_2025,VALUE,49,0.0002176212352846135
ACT1,TOP01,KOSPI_EX_K200,5,EARLY_2016_2019,FLOW,193,-2.1110860552923923e-05
ACT1,TOP01,KOSPI_EX_K200,5,EARLY_2016_2019,MOMENTUM,193,-2.9641180438610664e-05
ACT1,TOP01,KOSPI_EX_K200,5,EARLY_2016_2019,REVISION,193,4.0230545952747365e-05
ACT1,TOP01,KOSPI_EX_K200,5,EARLY_2016_2019,VALUE,193,-3.722200309703534e-05
ACT1,TOP01,KOSPI_EX_K200,5,LATE_2020_2022,FLOW,149,-0.0001586180926020779
ACT1,TOP01,KOSPI_EX_K200,5,LATE_2020_2022,MOMENTUM,149,4.808423800879569e-05
ACT1,TOP01,KOSPI_EX_K200,5,LATE_2020_2022,REVISION,149,0.0003273011114876874
ACT1,TOP01,KOSPI_EX_K200,5,LATE_2020_2022,VALUE,149,3.316615263222395e-05
ACT1,TOP01,KOSPI_EX_K200,5,NORMAL_2023_2024,FLOW,97,0.0004953389208738678
ACT1,TOP01,KOSPI_EX_K200,5,NORMAL_2023_2024,MOMENTUM,97,0.0007334298063063342
ACT1,TOP01,KOSPI_EX_K200,5,NORMAL_2023_2024,REVISION,97,-8.11573056723461e-06
ACT1,TOP01,KOSPI_EX_K200,5,NORMAL_2023_2024,VALUE,97,-7.879788122052918e-05
ACT1,TOP01,KOSPI_EX_K200,5,YTD_2026,FLOW,28,0.0011296699713629374
ACT1,TOP01,KOSPI_EX_K200,5,YTD_2026,MOMENTUM,28,0.0030560777039385168
ACT1,TOP01,KOSPI_EX_K200,5,YTD_2026,REVISION,28,-0.0009641537758924541
ACT1,TOP01,KOSPI_EX_K200,5,YTD_2026,VALUE,28,0.00025873457402633346
ACT1,TOP01,KOSPI_EX_K200,20,BULL_2025,FLOW,12,0.0013487652685155525
ACT1,TOP01,KOSPI_EX_K200,20,BULL_2025,MOMENTUM,12,0.00361277003771202
ACT1,TOP01,KOSPI_EX_K200,20,BULL_2025,REVISION,12,0.0
ACT1,TOP01,KOSPI_EX_K200,20,BULL_2025,VALUE,12,0.00037678831108089805
ACT1,TOP01,KOSPI_EX_K200,20,EARLY_2016_2019,FLOW,48,1.486610169319534e-05
ACT1,TOP01,KOSPI_EX_K200,20,EARLY_2016_2019,MOMENTUM,48,-0.000659194255329998
ACT1,TOP01,KOSPI_EX_K200,20,EARLY_2016_2019,REVISION,48,-0.0002746563376390533
ACT1,TOP01,KOSPI_EX_K200,20,EARLY_2016_2019,VALUE,48,-0.0005355486191839176
ACT1,TOP01,KOSPI_EX_K200,20,LATE_2020_2022,FLOW,38,0.00026965989237801756
ACT1,TOP01,KOSPI_EX_K200,20,LATE_2020_2022,MOMENTUM,38,0.0007910906257640613
ACT1,TOP01,KOSPI_EX_K200,20,LATE_2020_2022,REVISION,38,3.7129084358550035e-05
ACT1,TOP01,KOSPI_EX_K200,20,LATE_2020_2022,VALUE,38,0.0001693142305554047
ACT1,TOP01,KOSPI_EX_K200,20,NORMAL_2023_2024,FLOW,24,0.0015366889951347346
ACT1,TOP01,KOSPI_EX_K200,20,NORMAL_2023_2024,MOMENTUM,24,0.004002315872295617
ACT1,TOP01,KOSPI_EX_K200,20,NORMAL_2023_2024,REVISION,24,-0.000622490422864867
ACT1,TOP01,KOSPI_EX_K200,20,NORMAL_2023_2024,VALUE,24,0.00022341610756165914
ACT1,TOP01,KOSPI_EX_K200,20,YTD_2026,FLOW,6,0.0012252763337349758
ACT1,TOP01,KOSPI_EX_K200,20,YTD_2026,MOMENTUM,6,0.013150073623567841
ACT1,TOP01,KOSPI_EX_K200,20,YTD_2026,REVISION,6,-0.0007097695998334921
ACT1,TOP01,KOSPI_EX_K200,20,YTD_2026,VALUE,6,0.0010147726221582433
ACT1,TOP01,KOSPI_KOSDAQ_ALL,5,BULL_2025,FLOW,49,7.230074413810013e-05
ACT1,TOP01,KOSPI_KOSDAQ_ALL,5,BULL_2025,MOMENTUM,49,0.0006943345750636652
ACT1,TOP01,KOSPI_KOSDAQ_ALL,5,BULL_2025,REVISION,49,0.0001344494347119129
ACT1,TOP01,KOSPI_KOSDAQ_ALL,5,BULL_2025,VALUE,49,-3.457930636876502e-05
ACT1,TOP01,KOSPI_KOSDAQ_ALL,5,EARLY_2016_2019,FLOW,193,-1.9704860409909385e-06
ACT1,TOP01,KOSPI_KOSDAQ_ALL,5,EARLY_2016_2019,MOMENTUM,193,5.3309751576817316e-05
ACT1,TOP01,KOSPI_KOSDAQ_ALL,5,EARLY_2016_2019,REVISION,193,0.0001985121621486683
ACT1,TOP01,KOSPI_KOSDAQ_ALL,5,EARLY_2016_2019,VALUE,193,0.00024272052125645343
ACT1,TOP01,KOSPI_KOSDAQ_ALL,5,LATE_2020_2022,FLOW,149,-0.0002786524234560119
ACT1,TOP01,KOSPI_KOSDAQ_ALL,5,LATE_2020_2022,MOMENTUM,149,-0.0002924413275407131
ACT1,TOP01,KOSPI_KOSDAQ_ALL,5,LATE_2020_2022,REVISION,149,8.434681949126915e-05
ACT1,TOP01,KOSPI_KOSDAQ_ALL,5,LATE_2020_2022,VALUE,149,0.00014723563792455057
ACT1,TOP01,KOSPI_KOSDAQ_ALL,5,NORMAL_2023_2024,FLOW,97,0.00011200239693437471
ACT1,TOP01,KOSPI_KOSDAQ_ALL,5,NORMAL_2023_2024,MOMENTUM,97,-0.000249315714984739
ACT1,TOP01,KOSPI_KOSDAQ_ALL,5,NORMAL_2023_2024,REVISION,97,4.266045203551761e-05
ACT1,TOP01,KOSPI_KOSDAQ_ALL,5,NORMAL_2023_2024,VALUE,97,-0.0001786242150011366
ACT1,TOP01,KOSPI_KOSDAQ_ALL,5,YTD_2026,FLOW,28,-0.0005461823511459489
ACT1,TOP01,KOSPI_KOSDAQ_ALL,5,YTD_2026,MOMENTUM,28,0.00030586391510939437
ACT1,TOP01,KOSPI_KOSDAQ_ALL,5,YTD_2026,REVISION,28,-0.0011246686194995026
ACT1,TOP01,KOSPI_KOSDAQ_ALL,5,YTD_2026,VALUE,28,-0.0001619760431792528
ACT1,TOP01,KOSPI_KOSDAQ_ALL,20,BULL_2025,FLOW,12,-0.0007346047566245767
ACT1,TOP01,KOSPI_KOSDAQ_ALL,20,BULL_2025,MOMENTUM,12,4.6864291751387566e-05
ACT1,TOP01,KOSPI_KOSDAQ_ALL,20,BULL_2025,REVISION,12,0.0011817294947968294
ACT1,TOP01,KOSPI_KOSDAQ_ALL,20,BULL_2025,VALUE,12,0.0
ACT1,TOP01,KOSPI_KOSDAQ_ALL,20,EARLY_2016_2019,FLOW,48,6.602505923757544e-05
ACT1,TOP01,KOSPI_KOSDAQ_ALL,20,EARLY_2016_2019,MOMENTUM,48,2.80018910816707e-05
ACT1,TOP01,KOSPI_KOSDAQ_ALL,20,EARLY_2016_2019,REVISION,48,0.000681073515995739
ACT1,TOP01,KOSPI_KOSDAQ_ALL,20,EARLY_2016_2019,VALUE,48,0.0007879329046987061
ACT1,TOP01,KOSPI_KOSDAQ_ALL,20,LATE_2020_2022,FLOW,38,-0.00013916173412860297
ACT1,TOP01,KOSPI_KOSDAQ_ALL,20,LATE_2020_2022,MOMENTUM,38,-2.793600672929938e-05
ACT1,TOP01,KOSPI_KOSDAQ_ALL,20,LATE_2020_2022,REVISION,38,-0.0005731121614333403
ACT1,TOP01,KOSPI_KOSDAQ_ALL,20,LATE_2020_2022,VALUE,38,0.0006962571536318036
ACT1,TOP01,KOSPI_KOSDAQ_ALL,20,NORMAL_2023_2024,FLOW,24,0.00047816006275996193
ACT1,TOP01,KOSPI_KOSDAQ_ALL,20,NORMAL_2023_2024,MOMENTUM,24,0.001412791929658241
ACT1,TOP01,KOSPI_KOSDAQ_ALL,20,NORMAL_2023_2024,REVISION,24,7.012704305844784e-05
ACT1,TOP01,KOSPI_KOSDAQ_ALL,20,NORMAL_2023_2024,VALUE,24,0.001185485197267573
ACT1,TOP01,KOSPI_KOSDAQ_ALL,20,YTD_2026,FLOW,6,-0.003838242821848524
ACT1,TOP01,KOSPI_KOSDAQ_ALL,20,YTD_2026,MOMENTUM,6,0.005252546085201308
ACT1,TOP01,KOSPI_KOSDAQ_ALL,20,YTD_2026,REVISION,6,-0.0050480841413171424
ACT1,TOP01,KOSPI_KOSDAQ_ALL,20,YTD_2026,VALUE,6,0.002089116839810066
ACT1,TOP05,K200,5,BULL_2025,FLOW,49,-0.0011213371141352525
ACT1,TOP05,K200,5,BULL_2025,MOMENTUM,49,-0.0006156265088922409
ACT1,TOP05,K200,5,BULL_2025,REVISION,49,-0.0003135820590326687
ACT1,TOP05,K200,5,BULL_2025,VALUE,49,-6.4740236552191055e-06
ACT1,TOP05,K200,5,EARLY_2016_2019,FLOW,193,-0.0001329639761572356
ACT1,TOP05,K200,5,EARLY_2016_2019,MOMENTUM,193,-0.0002920564512039809
ACT1,TOP05,K200,5,EARLY_2016_2019,REVISION,193,-0.00026380371541314486
ACT1,TOP05,K200,5,EARLY_2016_2019,VALUE,193,7.596111605423394e-05
ACT1,TOP05,K200,5,LATE_2020_2022,FLOW,149,0.0004635706182350392
ACT1,TOP05,K200,5,LATE_2020_2022,MOMENTUM,149,-0.0005763748512582664
ACT1,TOP05,K200,5,LATE_2020_2022,REVISION,149,-0.000382112969776267
ACT1,TOP05,K200,5,LATE_2020_2022,VALUE,149,0.0004016940903445901
ACT1,TOP05,K200,5,NORMAL_2023_2024,FLOW,97,-8.59518330698309e-05
ACT1,TOP05,K200,5,NORMAL_2023_2024,MOMENTUM,97,8.540093133363263e-05
ACT1,TOP05,K200,5,NORMAL_2023_2024,REVISION,97,0.0001399755322275807
ACT1,TOP05,K200,5,NORMAL_2023_2024,VALUE,97,-4.114132074281389e-05
ACT1,TOP05,K200,5,YTD_2026,FLOW,28,-3.7782220560424246e-05
ACT1,TOP05,K200,5,YTD_2026,MOMENTUM,28,-0.0014719432545794813
ACT1,TOP05,K200,5,YTD_2026,REVISION,28,3.233682420712752e-05
ACT1,TOP05,K200,5,YTD_2026,VALUE,28,0.0013107691091001157
ACT1,TOP05,K200,20,BULL_2025,FLOW,12,0.00091862834784903
ACT1,TOP05,K200,20,BULL_2025,MOMENTUM,12,-0.0007352420796388389
ACT1,TOP05,K200,20,BULL_2025,REVISION,12,0.00253839245112491
ACT1,TOP05,K200,20,BULL_2025,VALUE,12,0.0014797758886351674
ACT1,TOP05,K200,20,EARLY_2016_2019,FLOW,48,0.001095619980857271
ACT1,TOP05,K200,20,EARLY_2016_2019,MOMENTUM,48,-0.000843623328720042
ACT1,TOP05,K200,20,EARLY_2016_2019,REVISION,48,-0.0011430643804672834
ACT1,TOP05,K200,20,EARLY_2016_2019,VALUE,48,0.0006837760093356887
ACT1,TOP05,K200,20,LATE_2020_2022,FLOW,38,-0.004312505231626497
ACT1,TOP05,K200,20,LATE_2020_2022,MOMENTUM,38,-0.003966520294340889
ACT1,TOP05,K200,20,LATE_2020_2022,REVISION,38,-0.003203853194922647
ACT1,TOP05,K200,20,LATE_2020_2022,VALUE,38,0.0014688197563698933
ACT1,TOP05,K200,20,NORMAL_2023_2024,FLOW,24,0.0022730451315050105
ACT1,TOP05,K200,20,NORMAL_2023_2024,MOMENTUM,24,0.003201407039438357
ACT1,TOP05,K200,20,NORMAL_2023_2024,REVISION,24,0.0006984425705577228
ACT1,TOP05,K200,20,NORMAL_2023_2024,VALUE,24,-0.0007757618029152454
ACT1,TOP05,K200,20,YTD_2026,FLOW,6,0.01292130199826927
ACT1,TOP05,K200,20,YTD_2026,MOMENTUM,6,0.00474845029595056
ACT1,TOP05,K200,20,YTD_2026,REVISION,6,-0.0024383713346156004
ACT1,TOP05,K200,20,YTD_2026,VALUE,6,0.003952673614084845
ACT1,TOP05,KOSDAQ,5,BULL_2025,FLOW,49,8.96113362635828e-06
ACT1,TOP05,KOSDAQ,5,BULL_2025,MOMENTUM,49,0.0002113199328338548
ACT1,TOP05,KOSDAQ,5,BULL_2025,REVISION,49,-0.00016200920896318317
ACT1,TOP05,KOSDAQ,5,BULL_2025,VALUE,49,-0.0003316061294266921
ACT1,TOP05,KOSDAQ,5,EARLY_2016_2019,FLOW,193,-0.00011746291238177958
ACT1,TOP05,KOSDAQ,5,EARLY_2016_2019,MOMENTUM,193,-0.0005261441936673481
ACT1,TOP05,KOSDAQ,5,EARLY_2016_2019,REVISION,193,0.00012857409606404355
ACT1,TOP05,KOSDAQ,5,EARLY_2016_2019,VALUE,193,0.00034091657303899676
ACT1,TOP05,KOSDAQ,5,LATE_2020_2022,FLOW,149,-0.000813915933489076
ACT1,TOP05,KOSDAQ,5,LATE_2020_2022,MOMENTUM,149,-0.0006021728870726106
ACT1,TOP05,KOSDAQ,5,LATE_2020_2022,REVISION,149,-1.0117214550434808e-05
ACT1,TOP05,KOSDAQ,5,LATE_2020_2022,VALUE,149,-0.00010857320178048107
ACT1,TOP05,KOSDAQ,5,NORMAL_2023_2024,FLOW,97,-0.0004830480803623951
ACT1,TOP05,KOSDAQ,5,NORMAL_2023_2024,MOMENTUM,97,-0.0003826090766253451
ACT1,TOP05,KOSDAQ,5,NORMAL_2023_2024,REVISION,97,-0.00031274647773516407
ACT1,TOP05,KOSDAQ,5,NORMAL_2023_2024,VALUE,97,0.00020185514484525967
ACT1,TOP05,KOSDAQ,5,YTD_2026,FLOW,28,0.0023135156915433
ACT1,TOP05,KOSDAQ,5,YTD_2026,MOMENTUM,28,0.001263436092627249
ACT1,TOP05,KOSDAQ,5,YTD_2026,REVISION,28,0.0005268658180764757
ACT1,TOP05,KOSDAQ,5,YTD_2026,VALUE,28,-0.00021911909883577882
ACT1,TOP05,KOSDAQ,20,BULL_2025,FLOW,12,0.0006651172809712158
ACT1,TOP05,KOSDAQ,20,BULL_2025,MOMENTUM,12,-0.0011375144411752084
ACT1,TOP05,KOSDAQ,20,BULL_2025,REVISION,12,-0.0036016839742614485
ACT1,TOP05,KOSDAQ,20,BULL_2025,VALUE,12,-0.00024191804533035764
