universe,strategy,factor,family,phase,period,zero_fill_cagr,zero_fill_sharpe,legacy_cagr,legacy_sharpe,mean_legacy_minus_zero,mean_complete_names,n_periods
KOSPI_ALL,PRIMARY8,PBR12MF,VALUE,8,NORMAL_2023_2024,0.032870359278368344,0.2478066602970207,0.032870359278367234,0.2478066602970171,-3.194690207528334e-17,20.0,49
KOSPI_ALL,PRIMARY8,PBR12MF,VALUE,8,BULL_2025,0.5581943542097012,1.7778235531166302,0.5581943542097012,1.777823553116628,-1.6046192152785466e-17,20.0,24
KOSPI_ALL,PRIMARY8,PBR12MF,VALUE,8,YTD_2026,0.4354725292085011,1.1583035428305424,0.4354725292085011,1.158303542830541,-1.4001696627527085e-17,20.0,14
KOSPI_ALL,PRIMARY8,PBR12MF,VALUE,9,FULL_2016_2026,0.12472238409958969,0.6186864585838565,0.12472238409958925,0.6186864585838551,-1.4545065918138264e-17,20.0,258
KOSPI_ALL,PRIMARY8,PBR12MF,VALUE,9,PRE_STRESS_2016_2024,0.07286317781978902,0.43363294229907406,0.07286317781978857,0.43363294229907234,-1.463029034506387e-17,20.0,221
KOSPI_ALL,PRIMARY8,PBR12MF,VALUE,9,EARLY_2016_2019,0.07148170091751682,0.4949215556706593,0.0714817009175166,0.494921555670658,-9.868475238014968e-18,20.0,97
KOSPI_ALL,PRIMARY8,PBR12MF,VALUE,9,LATE_2020_2022,0.09490376990995952,0.48002467779632757,0.0949037699099593,0.48002467779632674,-8.421901775505317e-18,20.0,75
KOSPI_ALL,PRIMARY8,PBR12MF,VALUE,9,NORMAL_2023_2024,0.042639828367485144,0.28824693056422734,0.04263982836748448,0.2882469305642236,-3.3559376224668664e-17,20.0,49
KOSPI_ALL,PRIMARY8,PBR12MF,VALUE,9,BULL_2025,0.5646179382927878,1.8907334571970587,0.5646179382927872,1.890733457197058,-1.5820316700184318e-17,20.0,24
KOSPI_ALL,PRIMARY8,PBR12MF,VALUE,9,YTD_2026,0.3642445322578072,0.93096232189187,0.3642445322578072,0.9309623218918692,-1.0741941524317921e-17,20.0,13
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,0,FULL_2016_2026,0.13560601067928935,0.6750926519310816,0.1356060106792889,0.6750926519310801,-1.1401887610207779e-17,20.0,259
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,0,PRE_STRESS_2016_2024,0.08015639391628993,0.4568906547773417,0.0801563939162897,0.45689065477734075,-9.515192522084534e-18,20.0,221
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,0,EARLY_2016_2019,0.0006407300038793196,0.09348232653188783,0.0006407300038788755,0.09348232653188636,-9.83374136266221e-18,20.0,98
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,0,LATE_2020_2022,0.15639200037824308,0.6679844569983117,0.15639200037824286,0.6679844569983113,-6.382336788698003e-18,20.0,75
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,0,NORMAL_2023_2024,0.13503288988303974,0.6779244902405768,0.13503288988303885,0.677924490240575,-1.3759909055988234e-17,20.0,48
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,0,BULL_2025,0.7141346210054988,2.87865863570601,0.7141346210054975,2.8786586357060076,-3.02622510384154e-17,20.0,25
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,0,YTD_2026,0.2048863307808515,0.7580055411980591,0.2048863307808506,0.7580055411980586,-7.205774438672892e-18,20.0,13
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,1,FULL_2016_2026,0.13137312804623202,0.6514269475684933,0.13137312804623158,0.6514269475684921,-1.2749631493201162e-17,20.0,259
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,1,PRE_STRESS_2016_2024,0.08848042943813028,0.49649294585393583,0.08848042943812984,0.4964929458539345,-1.0402944374459331e-17,20.0,221
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,1,EARLY_2016_2019,0.011894648892387671,0.15510502886939712,0.01189464889238745,0.15510502886939587,-8.164706156064309e-18,20.0,98
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,1,LATE_2020_2022,0.11901741928062526,0.5422957739291927,0.11901741928062526,0.5422957739291917,-1.152770634204858e-17,20.0,74
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,1,NORMAL_2023_2024,0.20793712356304273,1.052340528279127,0.20793712356304206,1.052340528279125,-1.3180800696930918e-17,20.0,49
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,1,BULL_2025,0.6707531676134533,2.6370274481976863,0.6707531676134515,2.6370274481976823,-3.571795637036246e-17,20.0,25
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,1,YTD_2026,0.03125376633496768,0.2649460304190905,0.03125376633496901,0.26494603041909026,-8.473456978809789e-18,20.0,13
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,2,FULL_2016_2026,0.1355069732181,0.6237080367932228,0.1355069732180998,0.6237080367932221,-1.0589180754900896e-17,20.0,259
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,2,PRE_STRESS_2016_2024,0.08658962531163894,0.4579071205911153,0.08658962531163894,0.4579071205911145,-8.026530200920967e-18,20.0,221
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,2,EARLY_2016_2019,0.020110959728013578,0.2018472635570123,0.020110959728013578,0.20184726355701105,-8.598940189432228e-18,20.0,98
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,2,LATE_2020_2022,0.12609951172225586,0.5220150975240644,0.12609951172225564,0.5220150975240645,-3.41084142911656e-18,20.0,74
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,2,NORMAL_2023_2024,0.16809114990210539,0.8337200368483132,0.1680911499021045,0.8337200368483116,-1.385234224662347e-17,20.0,49
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,2,BULL_2025,0.6808483818684574,2.2387266227799376,0.6808483818684565,2.238726622779935,-2.7498077599663606e-17,20.0,24
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,2,YTD_2026,0.1616372122542924,0.5930613447001135,0.1616372122542915,0.5930613447001123,-2.2055769908847975e-17,20.0,14
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,3,FULL_2016_2026,0.15360829776907337,0.7207237998969735,0.15360829776907292,0.720723799896972,-1.3301883893221047e-17,20.0,259
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,3,PRE_STRESS_2016_2024,0.10356801125866233,0.5548548831655488,0.10356801125866166,0.5548548831655475,-1.1557914041687385e-17,20.0,221
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,3,EARLY_2016_2019,0.048379952554377104,0.37528477884267264,0.04837995255437666,0.3752847788426707,-1.3379939871469073e-17,20.0,98
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,3,LATE_2020_2022,0.15408966511192257,0.6301622691523006,0.15408966511192235,0.6301622691522998,-6.394595110558086e-18,20.0,74
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,3,NORMAL_2023_2024,0.14288057033412382,0.785378092851876,0.14288057033412294,0.7853780928518739,-1.5711527706686623e-17,20.0,49
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,3,BULL_2025,0.6628665527374564,2.0879291199521486,0.6628665527374555,2.0879291199521464,-2.6712031024611615e-17,20.0,24
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,3,YTD_2026,0.2412314463924199,0.7373284593683649,0.24123144639242033,0.7373284593683638,-1.784287003861859e-17,20.0,14
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,4,FULL_2016_2026,0.147762455415263,0.6568354016996683,0.14776245541526278,0.6568354016996676,-8.393370479049612e-18,20.0,259
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,4,PRE_STRESS_2016_2024,0.08994933775723646,0.4689415113707298,0.08994933775723646,0.46894151137072915,-5.421271487949754e-18,20.0,221
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,4,EARLY_2016_2019,0.0264018457251749,0.2404512785653134,0.026401845725174455,0.2404512785653125,-6.246332108013427e-18,20.0,98
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,4,LATE_2020_2022,0.14163286396245867,0.5454547270632948,0.14163286396245867,0.5454547270632945,-1.3761309331175812e-18,20.0,74
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,4,NORMAL_2023_2024,0.14603677434916928,0.8494340170328538,0.14603677434916928,0.8494340170328525,-9.880138024507733e-18,20.0,49
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,4,BULL_2025,0.698532078359112,2.1107599273136235,0.6985320783591098,2.1107599273136204,-2.6924353950056694e-17,20.0,24
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,4,YTD_2026,0.32545432420868403,0.8869154683165483,0.3254543242086845,0.8869154683165463,-2.3542675745399524e-17,20.0,14
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,5,FULL_2016_2026,0.14078046384481446,0.6546835576270715,0.14078046384481424,0.6546835576270703,-1.1919264491503648e-17,20.0,259
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,5,PRE_STRESS_2016_2024,0.08585354572791659,0.46759571051712423,0.08585354572791659,0.4675957105171232,-1.0648422954575817e-17,20.0,221
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,5,EARLY_2016_2019,0.01421226579714352,0.1674851557966191,0.01421226579714352,0.16748515579661696,-1.3571196453681758e-17,20.0,98
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,5,LATE_2020_2022,0.1330159923705747,0.541591166088279,0.1330159923705747,0.5415911660882788,-2.3801167962198674e-18,20.0,74
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,5,NORMAL_2023_2024,0.16726764865095434,0.9257634264509291,0.16726764865095367,0.9257634264509269,-1.7289705664901494e-17,20.0,49
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,5,BULL_2025,0.6311259342989597,2.236736149295097,0.6311259342989592,2.2367361492950946,-2.305736620152506e-17,20.0,24
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,5,YTD_2026,0.34678826802092977,0.9015264334990173,0.3467882680209293,0.9015264334990162,-1.2886517250113425e-17,20.0,14
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,6,FULL_2016_2026,0.13736898301355138,0.6870160208581455,0.13736898301355116,0.6870160208581444,-1.0934430076042757e-17,20.0,259
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,6,PRE_STRESS_2016_2024,0.08270416195825958,0.4849434641442134,0.08270416195825958,0.48494346414421263,-8.944790570309992e-18,20.0,221
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,6,EARLY_2016_2019,0.0048400698930934904,0.11029185881123099,0.004840069893093268,0.11029185881122933,-1.1808953050112525e-17,20.0,98
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,6,LATE_2020_2022,0.14465461192036,0.6289800059013951,0.14465461192036044,0.628980005901395,-1.404701125500645e-18,20.0,74
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,6,NORMAL_2023_2024,0.15569162524599967,0.9200047540200955,0.15569162524599944,0.9200047540200937,-1.4603539466131286e-17,20.0,49
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,6,BULL_2025,0.49478401968817054,1.7941248024792757,0.4947840196881701,1.7941248024792735,-2.3201926491189795e-17,20.0,24
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,6,YTD_2026,0.5493026431268606,1.3452234971534607,0.5493026431268602,1.3452234971534593,-2.1312316990572203e-17,20.0,14
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,7,FULL_2016_2026,0.13848557145718732,0.6995713661070521,0.13848557145718687,0.6995713661070503,-1.573568753446843e-17,20.0,259
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,7,PRE_STRESS_2016_2024,0.08246432907757151,0.48767766095881815,0.08246432907757106,0.4876776609588164,-1.4241927655111907e-17,20.0,221
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,7,EARLY_2016_2019,0.003849326095358041,0.1042292540439788,0.003849326095357597,0.10422925404397641,-1.526650696803122e-17,20.0,98
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,7,LATE_2020_2022,0.1513509933308277,0.6613947344114591,0.1513509933308277,0.6613947344114588,-5.280357607618592e-18,20.0,74
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,7,NORMAL_2023_2024,0.1466716856063115,0.8340580870070059,0.14667168560631105,0.8340580870070021,-2.572656869283461e-17,20.0,49
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,7,BULL_2025,0.5120520952659551,1.921257964356938,0.5120520952659542,1.9212579643569347,-2.5081210256831337e-17,20.0,24
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,7,YTD_2026,0.5523421242802082,1.3713424580238933,0.5523421242802082,1.371342458023892,-2.3294858105974267e-17,20.0,14
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,8,FULL_2016_2026,0.15363045423098276,0.7753778258902287,0.15363045423098254,0.7753778258902274,-1.3733576360547562e-17,20.0,259
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,8,PRE_STRESS_2016_2024,0.09585546975452042,0.5469370962909724,0.09585546975452042,0.546937096290971,-1.2570122246384542e-17,20.0,221
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,8,EARLY_2016_2019,0.009418290834062981,0.13915925216658834,0.009418290834063203,0.13915925216658717,-8.205640319719374e-18,20.0,98
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,8,LATE_2020_2022,0.1663759101459905,0.7277879628299811,0.1663759101459903,0.7277879628299803,-1.2625827326207885e-17,20.0,74
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,8,NORMAL_2023_2024,0.175474538266029,0.894313504952764,0.17547453826602832,0.8943135049527614,-2.1214960060797992e-17,20.0,49
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,8,BULL_2025,0.5711126423466069,2.222568874438094,0.5711126423466057,2.2225688744380907,-2.642291044528215e-17,20.0,24
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,8,YTD_2026,0.5287795028358964,1.5317852432986345,0.5287795028358975,1.5317852432986339,-1.0346386446004528e-17,20.0,14
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,9,FULL_2016_2026,0.1555653498863454,0.780481568490084,0.15556534988634496,0.7804815684900824,-1.388051932491568e-17,20.0,258
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,9,PRE_STRESS_2016_2024,0.09994402358480348,0.5616703359620785,0.09994402358480303,0.5616703359620769,-1.2943951230743797e-17,20.0,221
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,9,EARLY_2016_2019,0.028564240086761172,0.25273626099052726,0.02856424008676095,0.25273626099052615,-8.161136249899907e-18,20.0,97
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,9,LATE_2020_2022,0.16356695299047086,0.7242913138925128,0.16356695299047064,0.7242913138925118,-8.886843807139518e-18,20.0,75
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,9,NORMAL_2023_2024,0.1525916471258213,0.7875363613806221,0.1525916471258204,0.7875363613806183,-2.8621831024869883e-17,20.0,49
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,9,BULL_2025,0.6159425172277999,2.5440111395652907,0.6159425172277995,2.54401113956529,-1.586549179070455e-17,20.0,24
KOSPI_ALL,PRIMARY8,PER12MF,VALUE,9,YTD_2026,0.43927339516318575,1.2754433782557062,0.4392733951631844,1.2754433782557044,-2.6137612373612083e-17,20.0,13
KOSPI_ALL,PRIMARY8,PRIVATE_FLOW,FLOW,0,FULL_2016_2026,0.14603274257900467,0.7224696619426785,0.14603274257900445,0.7224696619426775,-8.361752276215426e-18,20.0,259
KOSPI_ALL,PRIMARY8,PRIVATE_FLOW,FLOW,0,PRE_STRESS_2016_2024,0.10778139912812978,0.5899038591755975,0.10778139912812956,0.5899038591755964,-8.704524500638147e-18,20.0,221
KOSPI_ALL,PRIMARY8,PRIVATE_FLOW,FLOW,0,EARLY_2016_2019,0.020028789139127978,0.20045344343180585,0.020028789139127534,0.2004534434318041,-1.2941833687485134e-17,20.0,98
KOSPI_ALL,PRIMARY8,PRIVATE_FLOW,FLOW,0,LATE_2020_2022,0.12038146224738622,0.5663727117337931,0.12038146224738644,0.5663727117337932,5.363186746561628e-19,20.0,75
KOSPI_ALL,PRIMARY8,PRIVATE_FLOW,FLOW,0,NORMAL_2023_2024,0.2881190098218509,1.555010939236358,0.2881190098218509,1.555010939236356,-1.4492169038889575e-17,20.0,48
KOSPI_ALL,PRIMARY8,PRIVATE_FLOW,FLOW,0,BULL_2025,0.7581775324285667,2.784015293464708,0.7581775324285658,2.784015293464705,-1.6826817716975028e-17,20.0,25
KOSPI_ALL,PRIMARY8,PRIVATE_FLOW,FLOW,0,YTD_2026,-0.10382410364581796,-0.11035707042408278,-0.10382410364581796,-0.11035707042408208,1.3744347540431626e-17,20.0,13
KOSPI_ALL,PRIMARY8,PRIVATE_FLOW,FLOW,1,FULL_2016_2026,0.14177488583631837,0.6862611352083791,0.14177488583631837,0.6862611352083782,-1.1671080567560658e-17,20.0,259
KOSPI_ALL,PRIMARY8,PRIVATE_FLOW,FLOW,1,PRE_STRESS_2016_2024,0.10783465689367011,0.5832101334508012,0.10783465689367011,0.5832101334508002,-9.830672051289947e-18,20.0,221
KOSPI_ALL,PRIMARY8,PRIVATE_FLOW,FLOW,1,EARLY_2016_2019,-0.006390891800547194,0.048987561040740604,-0.006390891800546972,0.048987561040739654,-7.244793802572781e-18,20.0,98
KOSPI_ALL,PRIMARY8,PRIVATE_FLOW,FLOW,1,LATE_2020_2022,0.16955865138721604,0.7105601711332977,0.16955865138721538,0.7105601711332965,-1.5583208522372738e-17,20.0,74
KOSPI_ALL,PRIMARY8,PRIVATE_FLOW,FLOW,1,NORMAL_2023_2024,0.26891593108442113,1.3176616140668083,0.26891593108442047,1.3176616140668076,-6.314924490354346e-18,20.0,49
KOSPI_ALL,PRIMARY8,PRIVATE_FLOW,FLOW,1,BULL_2025,0.7697138292985388,2.7776664957049957,0.769713829298537,2.777666495704993,-2.568258106183663e-17,20.0,25
KOSPI_ALL,PRIMARY8,PRIVATE_FLOW,FLOW,1,YTD_2026,-0.17894976969072252,-0.22778154011527899,-0.17894976969072307,-0.22778154011527998,-1.6012832085939756e-17,20.0,13
KOSPI_ALL,PRIMARY8,PRIVATE_FLOW,FLOW,2,FULL_2016_2026,0.1296433733427349,0.6004446976557383,0.12964337334273468,0.6004446976557374,-1.0222582279011252e-17,20.0,259
KOSPI_ALL,PRIMARY8,PRIVATE_FLOW,FLOW,2,PRE_STRESS_2016_2024,0.09512618469403145,0.4917216681407878,0.09512618469403122,0.49172166814078705,-7.853474854158858e-18,20.0,221
KOSPI_ALL,PRIMARY8,PRIVATE_FLOW,FLOW,2,EARLY_2016_2019,0.0034842390792937383,0.10624749943487992,0.0034842390792932942,0.10624749943487763,-1.584705297824731e-17,20.0,98
KOSPI_ALL,PRIMARY8,PRIVATE_FLOW,FLOW,2,LATE_2020_2022,0.13720223600709125,0.5581830025624115,0.13720223600709147,0.5581830025624115,7.724940478959219e-19,20.0,74
KOSPI_ALL,PRIMARY8,PRIVATE_FLOW,FLOW,2,NORMAL_2023_2024,0.23209441317604518,1.024432049348668,0.23209441317604562,1.0244320493486676,-4.893292049901414e-18,20.0,49
KOSPI_ALL,PRIMARY8,PRIVATE_FLOW,FLOW,2,BULL_2025,0.43497932723524246,1.4866641082897227,0.43497932723524046,1.4866641082897203,-2.780978572425319e-17,20.0,24
KOSPI_ALL,PRIMARY8,PRIVATE_FLOW,FLOW,2,YTD_2026,0.2233955321810206,0.693657479171825,0.22339553218101926,0.6936574791718239,-1.74711435794807e-17,20.0,14
KOSPI_ALL,PRIMARY8,PRIVATE_FLOW,FLOW,3,FULL_2016_2026,0.12416548876245193,0.6130273491400628,0.1241654887624517,0.6130273491400617,-1.1218562209083118e-17,20.0,259
KOSPI_ALL,PRIMARY8,PRIVATE_FLOW,FLOW,3,PRE_STRESS_2016_2024,0.08524435866266966,0.4769412334666997,0.08524435866266944,0.4769412334666986,-9.127657701438485e-18,20.0,221
KOSPI_ALL,PRIMARY8,PRIVATE_FLOW,FLOW,3,EARLY_2016_2019,-0.008924473218514861,0.018852112511036814,-0.00892447321851475,0.018852112511035524,-6.847621782243908e-18,20.0,98
KOSPI_ALL,PRIMARY8,PRIVATE_FLOW,FLOW,3,LATE_2020_2022,0.09407442311551728,0.45047457580966294,0.09407442311551706,0.4504745758096624,-8.075841046946081e-18,20.0,74
KOSPI_ALL,PRIMARY8,PRIVATE_FLOW,FLOW,3,NORMAL_2023_2024,0.28544708213701964,1.3540959514562514,0.2854470821370185,1.35409595145625,-1.527618734457127e-17,20.0,49
KOSPI_ALL,PRIMARY8,PRIVATE_FLOW,FLOW,3,BULL_2025,0.3876312062162792,1.4846735746285487,0.387631206216279,1.4846735746285467,-2.1322642725548253e-17,20.0,24
KOSPI_ALL,PRIMARY8,PRIVATE_FLOW,FLOW,3,YTD_2026,0.366575610653767,0.9956443359493039,0.36657561065376565,0.9956443359493017,-2.6903702480104588e-17,20.0,14
KOSPI_ALL,PRIMARY8,PRIVATE_FLOW,FLOW,4,FULL_2016_2026,0.11499237740647694,0.5582937902815495,0.11499237740647672,0.5582937902815489,-6.422485060265363e-18,20.0,259
KOSPI_ALL,PRIMARY8,PRIVATE_FLOW,FLOW,4,PRE_STRESS_2016_2024,0.0648556960923583,0.37988329801535786,0.06485569609235808,0.3798832980153572,-6.647667879182474e-18,20.0,221
KOSPI_ALL,PRIMARY8,PRIVATE_FLOW,FLOW,4,EARLY_2016_2019,-0.009833954356427421,0.019515813732389718,-0.00983395435642731,0.019515813732388514,-8.019638799057e-18,20.0,98
KOSPI_ALL,PRIMARY8,PRIVATE_FLOW,FLOW,4,LATE_2020_2022,0.05957382608864559,0.3390760513053476,0.05957382608864514,0.3390760513053472,-6.12354456743671e-18,20.0,74
KOSPI_ALL,PRIMARY8,PRIVATE_FLOW,FLOW,4,NORMAL_2023_2024,0.24084506250715498,1.223757601770748,0.24084506250715476,1.2237576017707479,-4.695259204110695e-18,20.0,49
KOSPI_ALL,PRIMARY8,PRIVATE_FLOW,FLOW,4,BULL_2025,0.6283171929416147,2.1906861167739575,0.6283171929416145,2.190686116773957,-3.866987748531632e-18,20.0,24
KOSPI_ALL,PRIMARY8,PRIVATE_FLOW,FLOW,4,YTD_2026,0.20432817941329295,0.6665959145084914,0.2043281794132925,0.666595914508491,-7.248665953188802e-18,20.0,14
KOSPI_ALL,PRIMARY8,PRIVATE_FLOW,FLOW,5,FULL_2016_2026,0.1243400765126963,0.6098704834363523,0.12434007651269607,0.6098704834363516,-6.946638205139267e-18,20.0,259
KOSPI_ALL,PRIMARY8,PRIVATE_FLOW,FLOW,5,PRE_STRESS_2016_2024,0.05540842268664159,0.3506702492562415,0.05540842268664137,0.35067024925624074,-6.27291904003887e-18,20.0,221
KOSPI_ALL,PRIMARY8,PRIVATE_FLOW,FLOW,5,EARLY_2016_2019,-0.011090600192457778,0.00029511642668905166,-0.011090600192458,0.0002951164266873595,-1.0104653614690158e-17,20.0,98
KOSPI_ALL,PRIMARY8,PRIVATE_FLOW,FLOW,5,LATE_2020_2022,0.050195571750172086,0.31374864677384484,0.050195571750172086,0.3137486467738446,2.1391015835524817e-18,20.0,74
KOSPI_ALL,PRIMARY8,PRIVATE_FLOW,FLOW,5,NORMAL_2023_2024,0.21114505240001602,1.0076108634859962,0.2111450524000158,1.0076108634859948,-1.1313317771262009e-17,20.0,49
KOSPI_ALL,PRIMARY8,PRIVATE_FLOW,FLOW,5,BULL_2025,0.6051648254652542,2.3751720907594382,0.6051648254652537,2.375172090759436,-1.835915678742121e-17,20.0,24
KOSPI_ALL,PRIMARY8,PRIVATE_FLOW,FLOW,5,YTD_2026,0.657973984139363,1.49367582641325,0.657973984139363,1.49367582641325,1.982541115402065e-18,20.0,14
KOSPI_ALL,PRIMARY8,PRIVATE_FLOW,FLOW,6,FULL_2016_2026,0.12319784548242385,0.6440472601532038,0.12319784548242363,0.6440472601532029,-8.133295389870266e-18,20.0,259
KOSPI_ALL,PRIMARY8,PRIVATE_FLOW,FLOW,6,PRE_STRESS_2016_2024,0.07169655883925952,0.4356415220022411,0.0716965588392593,0.4356415220022402,-6.8139163005404036e-18,20.0,221
KOSPI_ALL,PRIMARY8,PRIVATE_FLOW,FLOW,6,EARLY_2016_2019,0.010041563331661507,0.14151799263612816,0.010041563331661285,0.14151799263612702,-7.193349515817092e-18,20.0,98
KOSPI_ALL,PRIMARY8,PRIVATE_FLOW,FLOW,6,LATE_2020_2022,0.07637519686783634,0.4045614631654119,0.07637519686783656,0.40456146316541153,-5.4884072136901345e-18,20.0,74
KOSPI_ALL,PRIMARY8,PRIVATE_FLOW,FLOW,6,NORMAL_2023_2024,0.19861565338396314,1.011154357419912,0.1986156533839636,1.0111543574199109,-8.056839103189476e-18,20.0,49
KOSPI_ALL,PRIMARY8,PRIVATE_FLOW,FLOW,6,BULL_2025,0.5181989033878991,2.1615930291024674,0.5181989033878984,2.1615930291024643,-2.830671171997571e-17,20.0,24
KOSPI_ALL,PRIMARY8,PRIVATE_FLOW,FLOW,6,YTD_2026,0.4056793758330761,1.1889009948272644,0.4056793758330741,1.1889009948272644,5.622362694460544e-18,20.0,14
KOSPI_ALL,PRIMARY8,PRIVATE_FLOW,FLOW,7,FULL_2016_2026,0.1144861917955009,0.6006078878462321,0.11448619179550068,0.6006078878462309,-9.689010389395677e-18,20.0,259
KOSPI_ALL,PRIMARY8,PRIVATE_FLOW,FLOW,7,PRE_STRESS_2016_2024,0.06914923671603868,0.42231966829399775,0.06914923671603845,0.42231966829399675,-8.277221291482095e-18,20.0,221
KOSPI_ALL,PRIMARY8,PRIVATE_FLOW,FLOW,7,EARLY_2016_2019,0.04572257042118233,0.36095986120400375,0.04572257042118233,0.36095986120400164,-1.386561819159268e-17,20.0,98
KOSPI_ALL,PRIMARY8,PRIVATE_FLOW,FLOW,7,LATE_2020_2022,0.014409365935138974,0.19022680937615002,0.014409365935138974,0.1902268093761496,-2.8921825520086296e-18,20.0,74
KOSPI_ALL,PRIMARY8,PRIVATE_FLOW,FLOW,7,NORMAL_2023_2024,0.20990857869668478,1.014869091971851,0.209908578696685,1.0148690919718506,-5.23293497536371e-18,20.0,49
KOSPI_ALL,PRIMARY8,PRIVATE_FLOW,FLOW,7,BULL_2025,0.587983209002513,2.1802209712401095,0.5879832090025112,2.1802209712401064,-2.380557863826636e-17,20.0,24
KOSPI_ALL,PRIMARY8,PRIVATE_FLOW,FLOW,7,YTD_2026,0.1699943136794222,0.6251539178698288,0.16999431367942264,0.625153917869828,-7.775278436967474e-18,20.0,14
KOSPI_ALL,PRIMARY8,PRIVATE_FLOW,FLOW,8,FULL_2016_2026,0.1487724367334342,0.7416184062739956,0.14877243673343377,0.7416184062739946,-9.140159202754728e-18,20.0,259
KOSPI_ALL,PRIMARY8,PRIVATE_FLOW,FLOW,8,PRE_STRESS_2016_2024,0.09781344537714243,0.5489584611014862,0.09781344537714198,0.5489584611014853,-8.277466586091254e-18,20.0,221
KOSPI_ALL,PRIMARY8,PRIVATE_FLOW,FLOW,8,EARLY_2016_2019,0.07941385941923707,0.5329885829338994,0.07941385941923684,0.5329885829338984,-8.17964159415467e-18,20.0,98
KOSPI_ALL,PRIMARY8,PRIVATE_FLOW,FLOW,8,LATE_2020_2022,0.06448544155418312,0.3700370687589071,0.0644854415541829,0.3700370687589068,-2.5888989713268735e-18,20.0,74
KOSPI_ALL,PRIMARY8,PRIVATE_FLOW,FLOW,8,NORMAL_2023_2024,0.18967820653199685,0.9832669952107373,0.18967820653199619,0.9832669952107354,-1.7064014600424918e-17,20.0,49
