universe,strategy,factor,family,phase,period,zero_fill_cagr,zero_fill_sharpe,legacy_cagr,legacy_sharpe,mean_legacy_minus_zero,mean_complete_names,n_periods
K200,PRIMARY8,OPFY1_REV,REVISION,3,BULL_2025,0.8353294049818134,2.060361743063005,0.8353294049818123,2.0603617430630043,-1.0629698799409967e-17,20.0,24
K200,PRIMARY8,OPFY1_REV,REVISION,3,YTD_2026,0.3881646461767765,0.8964352989725197,0.38816464617677426,0.8964352989725186,-3.172065784643304e-17,20.0,14
K200,PRIMARY8,OPFY1_REV,REVISION,4,FULL_2016_2026,0.13710219494454412,0.6185511918997365,0.1371021949445439,0.6185511918997355,-1.270954950168939e-17,20.0,259
K200,PRIMARY8,OPFY1_REV,REVISION,4,PRE_STRESS_2016_2024,0.06998395331075824,0.4094071876103064,0.06998395331075802,0.4094071876103051,-1.279419887185185e-17,20.0,221
K200,PRIMARY8,OPFY1_REV,REVISION,4,EARLY_2016_2019,0.04639375568782733,0.3651117257567694,0.04639375568782689,0.3651117257567674,-1.2806584998111304e-17,20.0,98
K200,PRIMARY8,OPFY1_REV,REVISION,4,LATE_2020_2022,0.12043891566231557,0.5128637310917686,0.12043891566231535,0.5128637310917673,-1.445431963872398e-17,20.0,74
K200,PRIMARY8,OPFY1_REV,REVISION,4,NORMAL_2023_2024,0.043568452999907636,0.3278849418399898,0.04356845299990719,0.3278849418399879,-1.0262305461199529e-17,20.0,49
K200,PRIMARY8,OPFY1_REV,REVISION,4,BULL_2025,0.8540063588315678,2.045480020295264,0.8540063588315681,2.045480020295263,-8.57423218073953e-18,20.0,24
K200,PRIMARY8,OPFY1_REV,REVISION,4,YTD_2026,0.2850806142016322,0.7248331750466065,0.28508061420163133,0.7248331750466053,-1.8462414137181732e-17,20.0,14
K200,PRIMARY8,OPFY1_REV,REVISION,5,FULL_2016_2026,0.12322010739351663,0.6034721200187776,0.12322010739351641,0.6034721200187764,-1.0971032364636077e-17,20.0,259
K200,PRIMARY8,OPFY1_REV,REVISION,5,PRE_STRESS_2016_2024,0.046185891416932634,0.3186880302353068,0.04618589141693241,0.3186880302353054,-1.1687889522715836e-17,20.0,221
K200,PRIMARY8,OPFY1_REV,REVISION,5,EARLY_2016_2019,0.031166906807420514,0.2775432394267806,0.03116690680742007,0.27754323942677744,-1.8712651870742003e-17,20.0,98
K200,PRIMARY8,OPFY1_REV,REVISION,5,LATE_2020_2022,0.0653293147534928,0.36327436944622193,0.06532931475349235,0.3632743694462214,-8.245797063173539e-18,20.0,74
K200,PRIMARY8,OPFY1_REV,REVISION,5,NORMAL_2023_2024,0.0477936396287586,0.3406709040766525,0.04779363962875838,0.3406709040766521,-2.8366269084212584e-18,20.0,49
K200,PRIMARY8,OPFY1_REV,REVISION,5,BULL_2025,0.7991806113534079,2.4321788171437144,0.7991806113534083,2.4321788171437166,1.807003620809174e-18,20.0,24
K200,PRIMARY8,OPFY1_REV,REVISION,5,YTD_2026,0.5374082879632804,1.1185393271282877,0.5374082879632784,1.1185393271282866,-2.156013462999746e-17,20.0,14
K200,PRIMARY8,OPFY1_REV,REVISION,6,FULL_2016_2026,0.1311613248960284,0.6679978373634746,0.13116132489602816,0.6679978373634733,-1.1056141188648996e-17,20.0,259
K200,PRIMARY8,OPFY1_REV,REVISION,6,PRE_STRESS_2016_2024,0.05578464175980247,0.3773375873347422,0.055784641759802245,0.37733758733474093,-1.1040342416360594e-17,20.0,221
K200,PRIMARY8,OPFY1_REV,REVISION,6,EARLY_2016_2019,0.02619755855145045,0.24127035046319587,0.02619755855145045,0.24127035046319364,-1.4191985172085766e-17,20.0,98
K200,PRIMARY8,OPFY1_REV,REVISION,6,LATE_2020_2022,0.08864728150832946,0.46936119243335533,0.08864728150832901,0.46936119243335456,-9.309487302666075e-18,20.0,74
K200,PRIMARY8,OPFY1_REV,REVISION,6,NORMAL_2023_2024,0.06699025409062576,0.46238248538573595,0.06699025409062531,0.46238248538573495,-7.351001362326464e-18,20.0,49
K200,PRIMARY8,OPFY1_REV,REVISION,6,BULL_2025,0.856795096717949,2.4790414350186873,0.8567950967179487,2.4790414350186873,-7.820937546314707e-18,20.0,24
K200,PRIMARY8,OPFY1_REV,REVISION,6,YTD_2026,0.4365220622482404,1.0489369290217783,0.43652206224823953,1.0489369290217778,-1.6851599480917553e-17,20.0,14
K200,PRIMARY8,OPFY1_REV,REVISION,7,FULL_2016_2026,0.16469412094051772,0.7772701181685533,0.16469412094051705,0.7772701181685514,-1.2256821837773145e-17,20.0,259
K200,PRIMARY8,OPFY1_REV,REVISION,7,PRE_STRESS_2016_2024,0.09105012762397502,0.5405971362591224,0.09105012762397435,0.5405971362591209,-1.3130497781009685e-17,20.0,221
K200,PRIMARY8,OPFY1_REV,REVISION,7,EARLY_2016_2019,0.06432087882661008,0.4597668177394392,0.0643208788266092,0.45976681773943695,-1.3826343521058766e-17,20.0,98
K200,PRIMARY8,OPFY1_REV,REVISION,7,LATE_2020_2022,0.12807815600386818,0.6100459463359585,0.12807815600386796,0.6100459463359578,-8.754566258302717e-18,20.0,74
K200,PRIMARY8,OPFY1_REV,REVISION,7,NORMAL_2023_2024,0.09018278276718816,0.5848655714158025,0.09018278276718794,0.5848655714157998,-1.8347355947448578e-17,20.0,49
K200,PRIMARY8,OPFY1_REV,REVISION,7,BULL_2025,0.8550731266177094,2.375581099280175,0.8550731266177087,2.375581099280176,-6.15736483790726e-18,20.0,24
K200,PRIMARY8,OPFY1_REV,REVISION,7,YTD_2026,0.470505530155515,1.0254895670110817,0.4705055301555139,1.0254895670110813,-8.921435019309294e-18,20.0,14
K200,PRIMARY8,OPFY1_REV,REVISION,8,FULL_2016_2026,0.14700300008308265,0.7429945333085813,0.1470030000830822,0.7429945333085802,-1.0355595885307494e-17,20.0,259
K200,PRIMARY8,OPFY1_REV,REVISION,8,PRE_STRESS_2016_2024,0.06487226613173003,0.43302454026698123,0.0648722661317298,0.4330245402669797,-1.1852635514592663e-17,20.0,221
K200,PRIMARY8,OPFY1_REV,REVISION,8,EARLY_2016_2019,0.031364089175375476,0.2824258975218632,0.03136408917537503,0.2824258975218606,-1.6318349024654276e-17,20.0,98
K200,PRIMARY8,OPFY1_REV,REVISION,8,LATE_2020_2022,0.11809172481258101,0.60366079393654,0.11809172481258035,0.6036607939365387,-1.1114537406047347e-17,20.0,74
K200,PRIMARY8,OPFY1_REV,REVISION,8,NORMAL_2023_2024,0.054587308285065195,0.3824961332994621,0.05458730828506497,0.3824961332994617,-4.0358872706399184e-18,20.0,49
K200,PRIMARY8,OPFY1_REV,REVISION,8,BULL_2025,0.8667821954798551,2.491944689581035,0.866782195479854,2.491944689581035,-3.975407965780183e-18,20.0,24
K200,PRIMARY8,OPFY1_REV,REVISION,8,YTD_2026,0.6080571581141467,1.29455143727717,0.6080571581141467,1.2945514372771707,2.338778972075874e-18,20.0,14
K200,PRIMARY8,OPFY1_REV,REVISION,9,FULL_2016_2026,0.15696473308368208,0.7782685224379075,0.15696473308368186,0.7782685224379063,-9.619457705357582e-18,20.0,258
K200,PRIMARY8,OPFY1_REV,REVISION,9,PRE_STRESS_2016_2024,0.07930341248876416,0.4995281757884903,0.07930341248876416,0.49952817578848896,-9.720902713691018e-18,20.0,221
K200,PRIMARY8,OPFY1_REV,REVISION,9,EARLY_2016_2019,0.03403799473599767,0.2920550488235374,0.034037994735997446,0.29205504882353495,-1.5273837821664347e-17,20.0,97
K200,PRIMARY8,OPFY1_REV,REVISION,9,LATE_2020_2022,0.152063531354238,0.712309999262264,0.15206353135423778,0.712309999262264,-1.6884641832840923e-18,20.0,75
K200,PRIMARY8,OPFY1_REV,REVISION,9,NORMAL_2023_2024,0.06319094623993982,0.4641422419476851,0.06319094623994004,0.4641422419476833,-1.1022906475060535e-17,20.0,49
K200,PRIMARY8,OPFY1_REV,REVISION,9,BULL_2025,0.9092793696948767,2.727963755792307,0.9092793696948769,2.727963755792307,-9.053088140253962e-18,20.0,24
K200,PRIMARY8,OPFY1_REV,REVISION,9,YTD_2026,0.4951757216629784,1.08393609600482,0.4951757216629784,1.0839360960048192,-8.940497914649699e-18,20.0,13
K200,PRIMARY8,PBR12MF,VALUE,0,FULL_2016_2026,0.11167216462698137,0.5496088506316514,0.11167216462698093,0.5496088506316503,-1.2246984482154068e-17,20.0,259
K200,PRIMARY8,PBR12MF,VALUE,0,PRE_STRESS_2016_2024,0.0418338863371317,0.29474785313664087,0.041833886337131254,0.2947478531366395,-1.2302137885877661e-17,20.0,221
K200,PRIMARY8,PBR12MF,VALUE,0,EARLY_2016_2019,0.02743268754446948,0.23867130190209088,0.027432687544469037,0.23867130190208885,-1.537935250026951e-17,20.0,98
K200,PRIMARY8,PBR12MF,VALUE,0,LATE_2020_2022,0.09646455938807863,0.4745790347899486,0.09646455938807819,0.47457903478994806,-6.263797351172921e-18,20.0,75
K200,PRIMARY8,PBR12MF,VALUE,0,NORMAL_2023_2024,-0.010401286204827165,0.06416406018019641,-0.010401286204827387,0.06416406018019473,-1.545439846697046e-17,20.0,48
K200,PRIMARY8,PBR12MF,VALUE,0,BULL_2025,0.8222697463440927,2.2123954919716065,0.8222697463440916,2.2123954919716056,-2.1285057050235422e-17,20.0,25
K200,PRIMARY8,PBR12MF,VALUE,0,YTD_2026,0.2949279682789083,0.8217725812835586,0.29492796827890744,0.8217725812835591,6.071532165918825e-18,20.0,13
K200,PRIMARY8,PBR12MF,VALUE,1,FULL_2016_2026,0.10375981672177481,0.5158387234107116,0.10375981672177459,0.5158387234107106,-9.38895796142391e-18,20.0,259
K200,PRIMARY8,PBR12MF,VALUE,1,PRE_STRESS_2016_2024,0.04074156872766155,0.292704153315229,0.040741568727661326,0.2927041533152279,-9.229378309674364e-18,20.0,221
K200,PRIMARY8,PBR12MF,VALUE,1,EARLY_2016_2019,0.010432168834843214,0.14862315765282716,0.010432168834842548,0.14862315765282513,-1.4103478872291032e-17,20.0,98
K200,PRIMARY8,PBR12MF,VALUE,1,LATE_2020_2022,0.07012826354215118,0.3872529368372011,0.07012826354215118,0.38725293683720113,2.2662023112053433e-18,20.0,74
K200,PRIMARY8,PBR12MF,VALUE,1,NORMAL_2023_2024,0.05864799191475134,0.3740325426046689,0.0586479919147509,0.3740325426046669,-1.684184995883079e-17,20.0,49
K200,PRIMARY8,PBR12MF,VALUE,1,BULL_2025,0.8141090170701972,2.273343078682381,0.8141090170701961,2.2733430786823807,-1.7416623698807142e-17,20.0,25
K200,PRIMARY8,PBR12MF,VALUE,1,YTD_2026,0.15327967088793337,0.5201188259120468,0.15327967088793248,0.5201188259120475,3.336006684570783e-18,20.0,13
K200,PRIMARY8,PBR12MF,VALUE,2,FULL_2016_2026,0.10435578141623192,0.49310765170146315,0.1043557814162317,0.49310765170146215,-1.1069713338189943e-17,20.0,259
K200,PRIMARY8,PBR12MF,VALUE,2,PRE_STRESS_2016_2024,0.03756806906167354,0.27900584410183515,0.037568069061673315,0.279005844101834,-1.1752516986772859e-17,20.0,221
K200,PRIMARY8,PBR12MF,VALUE,2,EARLY_2016_2019,0.008176280955076276,0.14016392626450117,0.008176280955075832,0.1401639262644993,-1.4707309645363275e-17,20.0,98
K200,PRIMARY8,PBR12MF,VALUE,2,LATE_2020_2022,0.05620303687697015,0.350162041847897,0.05620303687697037,0.3501620418478965,-4.426182112268525e-18,20.0,74
K200,PRIMARY8,PBR12MF,VALUE,2,NORMAL_2023_2024,0.06979788691476796,0.4037578055185893,0.06979788691476752,0.40375780551858753,-1.6907192500476124e-17,20.0,49
K200,PRIMARY8,PBR12MF,VALUE,2,BULL_2025,0.7293259494390429,1.9019784642531676,0.7293259494390425,1.9019784642531674,-9.938519914450458e-18,20.0,24
K200,PRIMARY8,PBR12MF,VALUE,2,YTD_2026,0.3705482486078102,0.9265861475309753,0.37054824860781066,0.9265861475309756,-2.2303587548273236e-18,20.0,14
K200,PRIMARY8,PBR12MF,VALUE,3,FULL_2016_2026,0.11192646220258728,0.5321292542289737,0.11192646220258684,0.5321292542289726,-1.0101708388159826e-17,20.0,259
K200,PRIMARY8,PBR12MF,VALUE,3,PRE_STRESS_2016_2024,0.04728882292225167,0.31470731231903715,0.04728882292225145,0.31470731231903604,-1.0547422899254345e-17,20.0,221
K200,PRIMARY8,PBR12MF,VALUE,3,EARLY_2016_2019,0.012186355136704075,0.15784321964747733,0.012186355136704075,0.1578432196474754,-1.3572994237896338e-17,20.0,98
K200,PRIMARY8,PBR12MF,VALUE,3,LATE_2020_2022,0.08069856077232362,0.4108754346246755,0.08069856077232362,0.41087543462467574,9.582002983858378e-19,20.0,74
K200,PRIMARY8,PBR12MF,VALUE,3,NORMAL_2023_2024,0.06925706324153125,0.4201108140283008,0.06925706324153058,0.4201108140282982,-2.18721193367739e-17,20.0,49
K200,PRIMARY8,PBR12MF,VALUE,3,BULL_2025,0.7323155714133411,1.9096499754305232,0.7323155714133407,1.9096499754305216,-1.7564075194265172e-17,20.0,24
K200,PRIMARY8,PBR12MF,VALUE,3,YTD_2026,0.33834723684946444,0.8582657075385937,0.3383472368494653,0.8582657075385943,9.726842347441382e-18,20.0,14
K200,PRIMARY8,PBR12MF,VALUE,4,FULL_2016_2026,0.11897519719588101,0.5350978971964444,0.11897519719588079,0.5350978971964437,-8.77502586493601e-18,20.0,259
K200,PRIMARY8,PBR12MF,VALUE,4,PRE_STRESS_2016_2024,0.056615407453107114,0.3400201740307942,0.05661540745310689,0.34002017403079315,-1.0432992964081384e-17,20.0,221
K200,PRIMARY8,PBR12MF,VALUE,4,EARLY_2016_2019,0.01505304948946673,0.17281037794797005,0.015053049489466286,0.1728103779479684,-1.2911686229117551e-17,20.0,98
K200,PRIMARY8,PBR12MF,VALUE,4,LATE_2020_2022,0.10887997487487056,0.463095227461144,0.10887997487487078,0.46309522746114373,-2.2262772987726e-18,20.0,74
K200,PRIMARY8,PBR12MF,VALUE,4,NORMAL_2023_2024,0.06440763200293143,0.429032458195951,0.06440763200293098,0.42903245819594854,-1.786942192855701e-17,20.0,49
K200,PRIMARY8,PBR12MF,VALUE,4,BULL_2025,0.7022765845179437,1.8423057043479565,0.7022765845179422,1.8423057043479558,-5.999252021086458e-18,20.0,24
K200,PRIMARY8,PBR12MF,VALUE,4,YTD_2026,0.34766174745799683,0.8717223746338244,0.34766174745799727,0.8717223746338248,1.2638699610688166e-17,20.0,14
K200,PRIMARY8,PBR12MF,VALUE,5,FULL_2016_2026,0.12310930499433748,0.5738316957961829,0.12310930499433703,0.5738316957961817,-1.3679869893135169e-17,20.0,259
