universe,strategy,phase,period,return_type,n_days,cagr,mdd,sharpe,calmar,benchmark_cagr,benchmark_mdd,benchmark_sharpe,geometric_excess_cagr,tracking_error,information_ratio,relative_mdd,beta,jensen_alpha_annual,corr,annual_turnover,avg_missing_weight
K200,CF20,0,BULL_2025,GROSS,242,0.8130768874046321,-0.14146285880684606,2.787502508918987,5.747635063100276,0.8474539436294959,-0.14445440667211273,2.8658412342365924,-0.018607801479111785,0.12314365490181915,-0.1540248811416965,-0.22960316843083373,0.8452719098307544,0.07996059294618668,0.8473018788736427,8.240747348412443,0.0
K200,CF20,0,BULL_2025,NET30,242,0.7687820447917755,-0.14301654066849623,2.6749937346896813,5.375476439286601,0.8474539436294959,-0.14445440667211273,2.8658412342365924,-0.0425839567524775,0.12343398786459635,-0.3543105332634393,-0.2384778270883865,0.8450102871228723,0.05536109018723727,0.8466504794710407,8.240747348412443,0.0
K200,CF20,0,YTD_2026,GROSS,147,0.8529080244338272,-0.27475337744075756,1.5409762678410692,3.1042676613419666,1.0477770274712994,-0.39264940359166833,1.4026334254359987,-0.09516124090819789,0.37003040636941364,-0.5705512084905044,-0.3044118256555829,0.5974803282512491,0.16795896638700214,0.8460807978057441,7.447417945929464,0.0
K200,CF20,0,YTD_2026,NET30,147,0.811949883285557,-0.2768171546658138,1.4936203572165532,2.9331631714290958,1.0477770274712994,-0.39264940359166833,1.4026334254359987,-0.11516251087011464,0.3693011818188748,-0.6322286249255089,-0.3063977353421846,0.598143150830837,0.14497325826894314,0.8469092567323783,7.447417945929464,0.0
K200,CF20,1,FULL_2016_2026,GROSS,2598,0.1390256637948315,-0.5387504531255172,0.7029862054189802,0.2580520591459095,0.1279816165444616,-0.4311120013167109,0.6259344888903111,0.009790981597912474,0.13626490989625037,0.042883600248306356,-0.46745970550229643,0.7635408333165565,0.04099034054289992,0.8250940907304817,8.031953223539494,0.0
K200,CF20,1,FULL_2016_2026,NET30,2598,0.11189467138994869,-0.5612548852525626,0.5929728817171482,0.1993651624780005,0.1279816165444616,-0.4311120013167109,0.6259344888903111,-0.01426170862943188,0.13650861072290016,-0.13358785306585724,-0.47881564124455966,0.7635828753024516,0.016904669352107392,0.8245317517728575,8.031953223539494,0.0
K200,CF20,1,PRE_STRESS_2016_2024,GROSS,2209,0.05067887466986698,-0.5387504531255172,0.35541697857146,0.09406743767148146,0.027055854692350945,-0.4311120013167109,0.24000760481305342,0.023000715948980455,0.10508029627453823,0.24275706206442688,-0.2505033070414997,0.9085869467822743,0.02935731603621308,0.8378198402302298,8.051735549145363,0.0
K200,CF20,1,PRE_STRESS_2016_2024,NET30,2209,0.025591289228855674,-0.5612548852525626,0.22832054380191766,0.04559655497223813,0.027055854692350945,-0.4311120013167109,0.24000760481305342,-0.0014259842410747625,0.10538612602503307,0.013048980822901275,-0.31538531273344317,0.9086902866839319,0.00521916313744657,0.837097418210915,8.051735549145363,0.0
K200,CF20,1,EARLY_2016_2019,GROSS,978,0.006631147876491772,-0.3168675722283595,0.1181806077573099,0.020927189960962145,0.041367600453882325,-0.2686062031671401,0.3855595739848453,-0.0333565712647973,0.0901943851163753,-0.347609052976046,-0.16533064350039361,0.904886187055345,-0.026744539590408758,0.7861028246183518,8.090396010378116,0.0
K200,CF20,1,EARLY_2016_2019,NET30,978,-0.017519031631511917,-0.34093171963436897,-0.04960152290201711,-0.05138574859007,0.041367600453882325,-0.2686062031671401,0.3855595739848453,-0.05654740176257489,0.09037073647005678,-0.6155056002510506,-0.23099669614302532,0.9046015050205595,-0.0510020576020907,0.7854266076079552,8.090396010378116,0.0
K200,CF20,1,LATE_2020_2022,GROSS,742,0.09523772101783545,-0.40640951747828147,0.4975076590985003,0.23433929797897746,0.0031120961055546292,-0.3525838725994014,0.1245555094303075,0.09183981059539237,0.11702848270714274,0.7922433236216364,-0.11182181919795275,0.9562946361164039,0.09392090853101712,0.8760088758385377,8.00167620161159,0.0
K200,CF20,1,LATE_2020_2022,NET30,742,0.06924709681433905,-0.40886327033796577,0.398007690457115,0.16936492426208766,0.0031120961055546292,-0.3525838725994014,0.1245555094303075,0.06592982077032516,0.11748090140929954,0.5852407259826099,-0.1168738783719534,0.9564573563130063,0.06995599285061482,0.8752448925272778,8.00167620161159,0.0
K200,CF20,1,NORMAL_2023_2024,GROSS,489,0.07472693166593136,-0.13884903909287183,0.48810069703988385,0.5381883241982599,0.03542592171588388,-0.1847336482419324,0.28266719166488496,0.03795637053872225,0.11324137781688376,0.3289826020685265,-0.10478762017013166,0.8049354341621952,0.04728402682791806,0.805966697191238,8.050373800238262,0.0
K200,CF20,1,NORMAL_2023_2024,NET30,489,0.049069731276763395,-0.14709392853855707,0.35484270073883023,0.3335945389744687,0.03542592171588388,-0.1847336482419324,0.28266719166488496,0.013177002115485559,0.11353292316129365,0.11567196788050167,-0.11345304211783969,0.8052763960952581,0.023144629182776977,0.8052269958470274,8.050373800238262,0.0
K200,CF20,1,BULL_2025,GROSS,242,0.799012538109753,-0.144625892513487,2.762715304806881,5.524685270552378,0.8474539436294959,-0.14445440667211273,2.8658412342365924,-0.026220629578764587,0.1239222768495027,-0.21776788977811198,-0.2319199864997623,0.8392974787891815,0.0757613312326016,0.8447509548860722,8.244836185557816,0.0
K200,CF20,1,BULL_2025,NET30,242,0.7550397137991895,-0.14617241368357903,2.649790752266479,5.165404981501037,0.8474539436294959,-0.14445440667211273,2.8658412342365924,-0.050022481019876164,0.1238662654965762,-0.4179055112741332,-0.24002963176947856,0.839861481800497,0.050622624963083694,0.844955272074158,8.244836185557816,0.0
K200,CF20,1,YTD_2026,GROSS,147,0.8057466695357669,-0.2740478596852357,1.48012520649667,2.940167715453887,1.0477770274712994,-0.39264940359166833,1.4026334254359987,-0.11819175363755352,0.37105519824566896,-0.6350187845190279,-0.32810769640530735,0.5997361405457742,0.14132878845849575,0.844047642422529,7.384219658425213,0.0
K200,CF20,1,YTD_2026,NET30,147,0.7661661184991098,-0.2783227185781074,1.4333915045710797,2.752797624330821,1.0477770274712994,-0.39264940359166833,1.4026334254359987,-0.1375202989360308,0.3713724178348919,-0.6940177521002133,-0.33011834568734566,0.599610638276305,0.11933495287752093,0.8436442851139497,7.384219658425213,0.0
K200,CF20,2,FULL_2016_2026,GROSS,2597,0.13321478502997364,-0.55024462331087,0.6789718247780173,0.24210102086669857,0.12736642010038146,-0.4311120013167098,0.6235715688649639,0.005187634495155358,0.13592083771551206,0.00996006962510543,-0.4687676638419639,0.7657242796221695,0.03605036159202886,0.8262016464929979,8.031759192984403,0.0
K200,CF20,2,FULL_2016_2026,NET30,2597,0.10622286304405204,-0.5720307146112759,0.569233620989716,0.18569433481598258,0.12736642010038146,-0.4311120013167098,0.6235715688649639,-0.018754822459982612,0.13607432540610384,-0.16707662636836992,-0.48009064529499723,0.7658133135741239,0.01194855530074727,0.8258564403233154,8.031759192984403,0.0
K200,CF20,2,PRE_STRESS_2016_2024,GROSS,2208,0.04771682697112589,-0.55024462331087,0.3400282576091525,0.08671929710827445,0.02635347674012878,-0.4311120013167098,0.23609709058483813,0.020814807680927805,0.10476781720433449,0.22436956310536027,-0.2581970717918747,0.9139954721470893,0.02706893225962049,0.8397526525479305,8.050171302034371,0.0
K200,CF20,2,PRE_STRESS_2016_2024,NET30,2208,0.022704788414503962,-0.5720307146112759,0.21347215999802327,0.039691554726974804,0.02635347674012878,-0.4311120013167098,0.23609709058483813,-0.003555001671756597,0.10494696793380674,-0.006071902436879907,-0.3217928135803261,0.9139942874701921,0.002925044203792221,0.8393200586552694,8.050171302034371,0.0
K200,CF20,2,EARLY_2016_2019,GROSS,977,0.002876051348164488,-0.3250505563541074,0.09222085385437721,0.008848012384360731,0.03977354218201068,-0.2686062031671399,0.37330997345832173,-0.035486083591253714,0.08938194110268426,-0.37602882987860897,-0.1744336391196678,0.9061788953270129,-0.02920838434793,0.7892784711002012,8.026293813557434,0.0
K200,CF20,2,EARLY_2016_2019,NET30,977,-0.02099556518682888,-0.34800791317344615,-0.07484326719099234,-0.06033071200988683,0.03977354218201068,-0.2686062031671399,0.37330997345832173,-0.05844456018885813,0.08933226078033445,-0.6460212315019479,-0.24091820704375522,0.90575612173786,-0.05328889948726457,0.7893318126605589,8.026293813557434,0.0
K200,CF20,2,LATE_2020_2022,GROSS,742,0.09955520412177643,-0.4018288526748697,0.511388643783933,0.24775524071769225,0.0031120961055546292,-0.3525838725994014,0.1245555094303075,0.09614389896268549,0.11806823878846626,0.8232016013876254,-0.10695374685050019,0.964667823453716,0.09816881311480416,0.8757316427621199,8.092062655737294,0.0
K200,CF20,2,LATE_2020_2022,NET30,742,0.07317080253789454,-0.40421052161426363,0.4117752944211284,0.1810215188008419,0.0031120961055546292,-0.3525838725994014,0.1245555094303075,0.06984135342832931,0.11852459448761733,0.6152875619622621,-0.11200358894038842,0.9640459192681583,0.0739187176006268,0.8748223235808438,8.092062655737294,0.0
K200,CF20,2,NORMAL_2023_2024,GROSS,489,0.0626106041165575,-0.15004689785077807,0.4264768000987474,0.41727356588753917,0.03542592171588388,-0.1847336482419324,0.28266719166488496,0.026254589372866066,0.11151917673262228,0.23145754629619603,-0.10516559853271834,0.8076031572126906,0.03570437308602102,0.811229715540737,8.034312246399194,0.0
K200,CF20,2,NORMAL_2023_2024,NET30,489,0.037292676496816,-0.158194359589084,0.29306232535844573,0.23573960913451766,0.03542592171588388,-0.1847336482419324,0.28266719166488496,0.001802885886647676,0.11162615536285687,0.015839057903799043,-0.11561578149958829,0.8094017962906748,0.01156799105849994,0.8112707415947579,8.034312246399194,0.0
K200,CF20,2,BULL_2025,GROSS,242,0.783480018233317,-0.15202026278724068,2.690793547623209,5.1537867641357336,0.8474539436294959,-0.14445440667211273,2.8658412342365924,-0.034628157100630164,0.12533036565841002,-0.27919682391453104,-0.22324665848946745,0.8489944579089334,0.06155587146349071,0.8432896716322458,7.866978581628357,0.0
K200,CF20,2,BULL_2025,NET30,242,0.7418613150328477,-0.15532362172403447,2.5803493898975582,4.776229827752294,0.8474539436294959,-0.14445440667211273,2.8658412342365924,-0.05715575695987474,0.12519143370408417,-0.4676355512883783,-0.2311176752580505,0.8515404177984706,0.036375947838930986,0.8439916550317943,7.866978581628357,0.0
K200,CF20,2,YTD_2026,GROSS,147,0.7449849461383071,-0.27070715293911607,1.4152773987530154,2.751995793424267,1.0477770274712994,-0.39264940359166833,1.4026334254359987,-0.1478637943833626,0.36919459849797337,-0.7355415232969532,-0.3206482580153922,0.5975438863049048,0.10746244758775339,0.8472276857467143,8.026473282547864,0.0
K200,CF20,2,YTD_2026,NET30,147,0.7034490944082388,-0.27411927961907057,1.3643307149508586,2.5662153183307126,1.0477770274712994,-0.39264940359166833,1.4026334254359987,-0.16814718030519893,0.369508823952183,-0.8002485619480226,-0.32330355406711664,0.5972749405849769,0.08357478451518822,0.8468659434540101,8.026473282547864,0.0
K200,CF20,3,FULL_2016_2026,GROSS,2596,0.13871569729190014,-0.546994147625576,0.6999858284564083,0.2535963097485509,0.12795812572835596,-0.4311120013167087,0.6257174469552407,0.00953720826878901,0.13666995092979192,0.0421153332993568,-0.44209277086325716,0.7655608804198799,0.04060196756471467,0.8244991270264128,8.02941657431505,0.0
K200,CF20,3,FULL_2016_2026,NET30,2596,0.11160056138207053,-0.5685217336447113,0.5907799107125703,0.1962995515872636,0.12795812572835596,-0.4311120013167087,0.6257174469552407,-0.014501925180709252,0.1367433033922925,-0.13431084158894613,-0.45378337477335295,0.7651509895617753,0.016540883361245307,0.8242796933245068,8.02941657431505,0.0
K200,CF20,3,PRE_STRESS_2016_2024,GROSS,2207,0.05005371363179778,-0.546994147625576,0.35173189652591896,0.09150685404784284,0.026943461412937353,-0.4311120013167087,0.23936195966345286,0.02250391875231772,0.10509183017291934,0.23920379757796645,-0.24599365498367864,0.9123413719910134,0.028819964308438823,0.8386673612353666,8.059848412284039,0.0
K200,CF20,3,PRE_STRESS_2016_2024,NET30,2207,0.024956097407978328,-0.5685217336447113,0.2249934795832671,0.043896470321351425,0.026943461412937353,-0.4311120013167087,0.23936195966345286,-0.0019352224145081642,0.10515930148600151,0.008892391186102803,-0.31032266976512257,0.9117870863282568,0.004639996682182092,0.8383873346526295,8.059848412284039,0.0
K200,CF20,3,EARLY_2016_2019,GROSS,976,0.008791237474840452,-0.32729441942634685,0.1329273668209268,0.02686033416105587,0.04113944894866162,-0.2686062031671377,0.38368036361767066,-0.03107000844746144,0.08976499001758276,-0.32430322825145563,-0.16667425770644473,0.8998716985257443,-0.024281412777235813,0.7863468785197155,7.981161668815398,0.0
K200,CF20,3,EARLY_2016_2019,NET30,976,-0.015087695946498059,-0.3504006174067349,-0.03348377002251409,-0.043058417128828,0.04113944894866162,-0.2686062031671377,0.38368036361767066,-0.054005392795303364,0.08996767196954904,-0.5897061900836603,-0.23340153126336305,0.8994221013577905,-0.04820314359287375,0.7855325043257069,7.981161668815398,0.0
K200,CF20,3,LATE_2020_2022,GROSS,742,0.08497971532467585,-0.40033983156967456,0.45596847331715723,0.2122689490862867,0.0031120961055546292,-0.3525838725994014,0.1245555094303075,0.08161362975978448,0.1190397605832227,0.7058382261447137,-0.10521771063240459,0.9661659658416965,0.08495632808423645,0.8743252719880553,8.095783084674723,0.0
K200,CF20,3,LATE_2020_2022,NET30,742,0.05893321580451638,-0.4022041022907634,0.35671566681541367,0.1465256457327531,0.0031120961055546292,-0.3525838725994014,0.1245555094303075,0.05564793796793022,0.11905863215290999,0.5014823510390203,-0.11474584118003373,0.9658194466140648,0.06064887820694506,0.8742270209197847,8.095783084674723,0.0
K200,CF20,3,NORMAL_2023_2024,GROSS,489,0.08242689480824628,-0.13576299523434443,0.5310224248944138,0.6071381576840348,0.03542592171588388,-0.1847336482419324,0.28266719166488496,0.04539288818892273,0.11074249285067769,0.39790634825250526,-0.08564934400458879,0.8032435997896604,0.05418171322330748,0.8125840537919751,8.162373432143973,0.0
K200,CF20,3,NORMAL_2023_2024,NET30,489,0.056230543575235714,-0.14261824832630954,0.3950384623981816,0.39427313289236754,0.03542592171588388,-0.1847336482419324,0.28266719166488496,0.020092815355516436,0.11067419452647188,0.17633666772570636,-0.09583953942081436,0.8021212076112009,0.029690200707411456,0.8125727833494694,8.162373432143973,0.0
K200,CF20,3,BULL_2025,GROSS,242,0.7944686168491712,-0.146744033861141,2.7098994583892084,5.413975586911769,0.8474539436294959,-0.14445440667211273,2.8658412342365924,-0.028680188192529044,0.12596224459811725,-0.22762193726678223,-0.20985645394002073,0.8507833145139642,0.06673220842543671,0.8422591872406123,7.809040752134798,0.0
K200,CF20,3,BULL_2025,NET30,242,0.752898361406076,-0.14831009093531222,2.604797400740688,5.0765147311147185,0.8474539436294959,-0.14445440667211273,2.8658412342365924,-0.051181563984028844,0.12600072338826956,-0.41382711167840397,-0.21783978730050724,0.8510591670427267,0.04308509258516484,0.8422242422788305,7.809040752134798,0.0
K200,CF20,3,YTD_2026,GROSS,147,0.8187845374586455,-0.2827532310913503,1.496037093546398,2.8957566083271997,1.0477770274712994,-0.39264940359166833,1.4026334254359987,-0.11182491401196293,0.3723966417343689,-0.6137754756463379,-0.3148280277951051,0.5982537249905067,0.14978397548705857,0.8425896042888392,7.935320537376673,0.0
K200,CF20,3,YTD_2026,NET30,147,0.7759781010664377,-0.2854593496548369,1.4464830203900823,2.7183488717560365,1.0477770274712994,-0.39264940359166833,1.4026334254359987,-0.13272877015350404,0.3725669536684006,-0.6778443358802893,-0.3173259882559081,0.5978566588882327,0.12618344637950482,0.8424588698075236,7.935320537376673,0.0
K200,CF20,4,FULL_2016_2026,GROSS,2595,0.13340357160191196,-0.5521713393012266,0.6795737868992003,0.24159814555158607,0.12924046673826384,-0.4311120013167108,0.6304742187571839,0.0036866415845617784,0.13486240427123256,-0.0011278061245435277,-0.4411009859037559,0.7683483524128477,0.03454396650229526,0.8290270504322698,7.95080158868067,0.0
K200,CF20,4,FULL_2016_2026,NET30,2595,0.10667615336257263,-0.5730815947853167,0.570988908767802,0.18614479043343699,0.12924046673826384,-0.4311120013167108,0.6304742187571839,-0.019981849783391792,0.13495571584177543,-0.17785252350196942,-0.4526705884334128,0.7685182699091457,0.010668400808849687,0.8288312852776069,7.95080158868067,0.0
K200,CF20,4,PRE_STRESS_2016_2024,GROSS,2206,0.04345259277600122,-0.5521713393012266,0.3190922397044008,0.0786940387579524,0.028273239570553832,-0.4311120013167108,0.24673880932669517,0.014761984092658054,0.10419634282421066,0.16709038394518103,-0.2550144055486516,0.9114352455980208,0.0212444544303821,0.8406419996711281,7.986664219373951,0.0
K200,CF20,4,PRE_STRESS_2016_2024,NET30,2206,0.01873661543180294,-0.5730815947853167,0.1930763462468833,0.03269449865829647,0.028273239570553832,-0.4311120013167108,0.24673880932669517,-0.009274406618550057,0.10424173109985642,-0.06280700304297969,-0.29864509152215046,0.911782591806217,-0.002727900932883335,0.8406041858589453,7.986664219373951,0.0
K200,CF20,4,EARLY_2016_2019,GROSS,975,0.009381891349428573,-0.32262488451133176,0.13701663462352912,0.029079875111428507,0.04420694522521518,-0.2686062031671401,0.4072385441203556,-0.03335072040559561,0.08960267370775275,-0.350162093124032,-0.17133217772790676,0.9066378663481569,-0.026598249238591495,0.7885822226932376,7.863800152519242,0.0
K200,CF20,4,EARLY_2016_2019,NET30,975,-0.014163645904687994,-0.3452908935339746,-0.02629347876408449,-0.04101945973647398,0.04420694522521518,-0.2686062031671401,0.4072385441203556,-0.05589944732393415,0.0897442905925747,-0.6125014736379002,-0.21543998817821353,0.906389535202326,-0.0501785929427472,0.7880347870695521,7.863800152519242,0.0
K200,CF20,4,LATE_2020_2022,GROSS,742,0.0801876418788725,-0.4044387811303569,0.43943095737727095,0.19826892380290004,0.0031120961055546292,-0.3525838725994014,0.1245555094303075,0.0768364234391683,0.11738790784400116,0.6737504316862478,-0.11536055993623695,0.9601452176855657,0.08018978664438028,0.8760810731170573,8.066341317981754,0.0
K200,CF20,4,LATE_2020_2022,NET30,742,0.05434941190292264,-0.4066191267765832,0.3396264980313755,0.13366172008132052,0.0031120961055546292,-0.3525838725994014,0.1245555094303075,0.05107835504754643,0.11734161696869773,0.4680247123010895,-0.12475920726153011,0.961104997419998,0.05599192830556364,0.8763375632633674,8.066341317981754,0.0
K200,CF20,4,NORMAL_2023_2024,GROSS,489,0.05783463189483329,-0.14311477026751518,0.403107949795954,0.4041136479954288,0.03542592171588388,-0.1847336482419324,0.28266719166488496,0.02164202161542561,0.10984492705230191,0.1919995400341794,-0.0985590676593594,0.8065731005817096,0.031035555695657177,0.8156705750056638,8.1107379576487,0.0
K200,CF20,4,NORMAL_2023_2024,NET30,489,0.03239350612406944,-0.1512273729508149,0.26777342340475124,0.21420398630216952,0.03542592171588388,-0.1847336482419324,0.28266719166488496,-0.0029286649370250384,0.10988590629192257,-0.02974568724685189,-0.10813068239849977,0.8061077085351191,0.006700677366098466,0.8154746249333217,8.1107379576487,0.0
K200,CF20,4,BULL_2025,GROSS,242,0.8560008917389932,-0.14874924813960722,2.8816539123118656,5.754656930673032,0.8474539436294959,-0.14445440667211273,2.8658412342365924,0.004626338934710095,0.12462157226325422,0.03777788393797925,-0.18782912909415328,0.8458237531554191,0.10328288954768391,0.8442739286967018,7.6884908887443775,0.0
K200,CF20,4,BULL_2025,NET30,242,0.8136615807618106,-0.15023024358943105,2.7801887569946495,5.416097060892026,0.8474539436294959,-0.14445440667211273,2.8658412342365924,-0.018291315452925172,0.12502130567616365,-0.14767958972020515,-0.19597992131432085,0.8440257404854269,0.08126144212873959,0.8431477908750026,7.6884908887443775,0.0
K200,CF20,4,YTD_2026,GROSS,147,0.7405585973902358,-0.2886013515524828,1.3999350913450594,2.5660260889511584,1.0477770274712994,-0.39264940359166833,1.4026334254359987,-0.15002533281683939,0.36500437201591635,-0.7443939123250137,-0.3144167964473996,0.6063243624517936,0.09904419847563065,0.8505469475438721,7.844449385110615,0.0
K200,CF20,4,YTD_2026,NET30,147,0.7000570128131667,-0.29190981139700733,1.3498200828502789,2.3981962424040115,1.0477770274712994,-0.39264940359166833,1.4026334254359987,-0.16980365049192414,0.3651974197294248,-0.8079639175205412,-0.3168244677828269,0.6066619118465726,0.0753669997478701,0.8501945616986651,7.844449385110615,0.0
K200,CF20,5,FULL_2016_2026,GROSS,2594,0.13115831577199621,-0.5670066044701672,0.6695056782152022,0.2313170864994696,0.1284328788188418,-0.4311120013167108,0.6274036133157717,0.0024152406441821928,0.1362997627317939,-0.009656670683598592,-0.46042528325617504,0.7668300764370481,0.03344229091133741,0.8255777920704324,7.97686737851355,0.0
K200,CF20,5,FULL_2016_2026,NET30,2594,0.10439741849303563,-0.587214732750053,0.5611087355923368,0.17778405865963215,0.1284328788188418,-0.4311120013167108,0.6274036133157717,-0.0212998582166134,0.13652136202811055,-0.18520582229193253,-0.4724581223901385,0.7659725444928329,0.009601773463291954,0.8249625808947091,7.97686737851355,0.0
K200,CF20,5,PRE_STRESS_2016_2024,GROSS,2205,0.041594281507908004,-0.5670066044701672,0.309184069051559,0.07335766670085846,0.0273645387769752,-0.4311120013167108,0.2416916262382247,0.01385072405542953,0.10537405082165006,0.15814899157182602,-0.2991467340135132,0.9125154271320598,0.020375240169338435,0.8380481716925473,8.012193610942791,0.0
K200,CF20,5,PRE_STRESS_2016_2024,NET30,2205,0.016844379399937326,-0.587214732750053,0.1833193651181536,0.028685212513404546,0.0273645387769752,-0.4311120013167108,0.2416916262382247,-0.01023994792497085,0.10559710202805397,-0.07003274456852172,-0.3582095720680678,0.9113969807798147,-0.0036373784627038662,0.8372712938950714,8.012193610942791,0.0
K200,CF20,5,EARLY_2016_2019,GROSS,974,-0.006729246717094184,-0.33696344015974644,0.025446001275773112,-0.0199702576454704,0.04213551524772541,-0.26860620316714046,0.3914240311624632,-0.04688906696861184,0.09028316389424251,-0.5041189977561326,-0.2113048559239845,0.9004746203376021,-0.040618497324537275,0.7845891034261372,7.909694318764913,0.0
K200,CF20,5,EARLY_2016_2019,NET30,974,-0.030032632907084245,-0.35920048784365555,-0.13887216557873489,-0.08360966625456297,0.04213551524772541,-0.26860620316714046,0.3914240311624632,-0.06925025306104637,0.09040564615035349,-0.7657750130538679,-0.2735524946096569,0.9011234606727977,-0.06436733602929012,0.784351154553655,7.909694318764913,0.0
K200,CF20,5,LATE_2020_2022,GROSS,742,0.08559706357335095,-0.41126657994382465,0.45831553799475705,0.20813036543120705,0.0031120961055546292,-0.3525838725994014,0.1245555094303075,0.08222906272193686,0.11864023919647819,0.7125604602664339,-0.1159090152462886,0.966491608328796,0.08546287328153754,0.8750801188968931,8.151973116836878,0.0
K200,CF20,5,LATE_2020_2022,NET30,742,0.05935701172855068,-0.41344595305791587,0.35842007749431376,0.1435665563770457,0.0031120961055546292,-0.3525838725994014,0.1245555094303075,0.0560704190901089,0.11892630274918604,0.5045181938314186,-0.1236347511105611,0.9644379651397046,0.06098167535255293,0.8741967346800853,8.151973116836878,0.0
K200,CF20,5,NORMAL_2023_2024,GROSS,489,0.07528659523093983,-0.14190360522096912,0.4933985978118196,0.530547445314763,0.03542592171588388,-0.1847336482419324,0.28266719166488496,0.03849688585060829,0.11164071527618386,0.3361012045469535,-0.08858434621287148,0.8026786580449644,0.04766819863924593,0.8099812284664749,8.004254791326916,0.0
K200,CF20,5,NORMAL_2023_2024,NET30,489,0.04976137046207052,-0.15007617148192398,0.3600437890529643,0.3315740931468528,0.03542592171588388,-0.1847336482419324,0.28266719166488496,0.013844977651737977,0.11193560948196038,0.12064157475987279,-0.09825628326117919,0.8019827950342712,0.023685486964212705,0.8090315408748064,8.004254791326916,0.0
K200,CF20,5,BULL_2025,GROSS,242,0.8219211992235624,-0.14341209633863516,2.7837098830250544,5.731184608603599,0.8474539436294959,-0.14445440667211273,2.8658412342365924,-0.013820503885348723,0.12476694339748122,-0.10895258537626801,-0.2113972602725558,0.8512669585166862,0.0815010722928879,0.8448329040733606,7.704360632607794,0.0
