date,period,universe,confidence_quintile,rank_ic,top3_minus_ew8,bottom2_veto_minus_ew8
2023-11-01,CONF_2023_2024,KOSDAQ,3,-0.04761904761904763,0.010320499319712139,-0.003602437015963724
2023-11-08,CONF_2023_2024,KOSDAQ,5,-0.7142857142857144,-0.03779848282591808,-0.014791085374598601
2023-11-15,CONF_2023_2024,KOSDAQ,1,-0.2380952380952381,0.0014324026705564204,0.0010076434874801542
2023-11-22,CONF_2023_2024,KOSDAQ,1,0.19047619047619052,0.008860902448240369,0.003530477566276867
2023-11-29,CONF_2023_2024,KOSDAQ,2,0.3571428571428572,0.011008402890737224,-0.0004111036133088771
2023-12-06,CONF_2023_2024,KOSDAQ,4,-0.6190476190476191,-0.024730212596608125,-0.005123995286033163
2023-12-13,CONF_2023_2024,KOSDAQ,1,-0.19047619047619052,-0.007151780075175125,0.002014078086899575
2023-12-20,CONF_2023_2024,KOSDAQ,4,0.023809523809523815,-0.003042619296918906,0.0006073113515744945
2023-12-28,CONF_2023_2024,KOSDAQ,2,-0.11904761904761905,-0.0034227941898529114,-0.0041954134519154775
2024-01-08,CONF_2023_2024,KOSDAQ,2,-0.8095238095238096,-0.018771014553907464,-0.007298792539589914
2024-01-15,CONF_2023_2024,KOSDAQ,4,-0.4285714285714286,-0.010362531399846504,-0.0038335078377780708
2024-01-22,CONF_2023_2024,KOSDAQ,2,0.19047619047619052,0.002388006722917776,-0.0038572414831293377
2024-01-29,CONF_2023_2024,KOSDAQ,5,-0.6666666666666669,-0.018425140190985064,-0.015543733751349879
2024-02-05,CONF_2023_2024,KOSDAQ,1,-0.6428571428571429,-0.022679618977203705,-0.019462409241730403
2024-02-14,CONF_2023_2024,KOSDAQ,1,-0.6428571428571429,-0.03360084759043023,-0.017359478074191928
2024-02-21,CONF_2023_2024,KOSDAQ,1,-0.4047619047619048,-0.007064928124948994,-0.0019180137078508488
2024-02-28,CONF_2023_2024,KOSDAQ,1,-0.523809523809524,-0.026653014818965252,-0.0032759935423703705
2024-03-07,CONF_2023_2024,KOSDAQ,1,-0.023809523809523815,0.007800563813605163,-0.003927380930020621
2024-03-14,CONF_2023_2024,KOSDAQ,5,0.261904761904762,0.01139669536235358,-0.0027379976517197674
2024-03-21,CONF_2023_2024,KOSDAQ,4,0.4761904761904762,0.012919900919774996,0.003807800722917613
2024-03-28,CONF_2023_2024,KOSDAQ,3,-0.2380952380952381,0.0017373670005721344,-0.002454648047590717
2024-04-04,CONF_2023_2024,KOSDAQ,2,0.28571428571428575,0.010761698893434722,0.0012267219607354374
2024-04-12,CONF_2023_2024,KOSDAQ,4,0.4047619047619048,0.00393837004347292,0.005687977452013821
2024-04-19,CONF_2023_2024,KOSDAQ,5,-0.28571428571428575,-3.970051233943665e-05,-0.008597982425725806
2024-04-26,CONF_2023_2024,KOSDAQ,2,-0.7619047619047621,-0.016090094635404915,-0.0015453035757167456
2024-05-07,CONF_2023_2024,KOSDAQ,3,0.0,0.002758264982243088,0.002508820663352637
2024-05-14,CONF_2023_2024,KOSDAQ,2,-0.19047619047619052,-0.00606997903114505,-0.002305798721975517
2024-05-22,CONF_2023_2024,KOSDAQ,1,0.3571428571428572,0.004673340648557383,0.0008889946430785335
2024-05-29,CONF_2023_2024,KOSDAQ,4,0.523809523809524,0.027730411220730958,0.0069440272115605245
2024-06-05,CONF_2023_2024,KOSDAQ,2,0.2380952380952381,0.004106068763193195,0.009158909543676545
2024-06-13,CONF_2023_2024,KOSDAQ,2,0.4761904761904762,-0.00448429047552241,0.01147701926785531
2024-06-20,CONF_2023_2024,KOSDAQ,3,0.261904761904762,-0.0008310367793044476,0.005809070527638918
2024-06-27,CONF_2023_2024,KOSDAQ,2,0.09523809523809526,0.0010469058514915295,-0.001331803687692972
2024-07-04,CONF_2023_2024,KOSDAQ,5,0.38095238095238104,0.009763673734188752,0.003312934003663317
2024-07-11,CONF_2023_2024,KOSDAQ,3,0.4285714285714286,0.010275333324968354,0.0025398747103657212
2024-07-18,CONF_2023_2024,KOSDAQ,3,-0.4761904761904762,-0.0233301233521035,0.0011720664205668633
2024-07-25,CONF_2023_2024,KOSDAQ,1,0.0,0.0059129263558049625,-0.0019021411511657505
2024-08-01,CONF_2023_2024,KOSDAQ,1,0.09523809523809526,0.0026047212797456762,0.005714695688689744
2024-08-08,CONF_2023_2024,KOSDAQ,3,-0.04761904761904763,0.00032900836112326887,-0.010062154987928047
2024-08-16,CONF_2023_2024,KOSDAQ,2,-0.261904761904762,0.001412310076602646,-0.011075512073786938
2024-08-23,CONF_2023_2024,KOSDAQ,1,0.023809523809523815,0.003473833069897521,-0.0027144143265255133
2024-08-30,CONF_2023_2024,KOSDAQ,1,0.30952380952380953,-0.0009740046703957464,0.0028035427822353026
2024-09-06,CONF_2023_2024,KOSDAQ,3,0.6190476190476191,0.004820070246534228,0.007607990491673497
2024-09-13,CONF_2023_2024,KOSDAQ,1,0.38095238095238104,0.003856256154351834,0.004890750763250704
2024-09-25,CONF_2023_2024,KOSDAQ,1,-0.5952380952380953,-0.0038103384274747656,-0.0026043617683306
2024-10-04,CONF_2023_2024,KOSDAQ,2,0.3333333333333334,-0.0005443661479640747,0.002399818872897692
2024-10-14,CONF_2023_2024,KOSDAQ,2,0.14285714285714288,0.013380612822986365,0.0027762542067365165
2024-10-21,CONF_2023_2024,KOSDAQ,1,0.8095238095238096,0.013704873390453325,0.0036043831693816936
2024-10-28,CONF_2023_2024,KOSDAQ,3,-0.5952380952380953,-0.01288759633178009,-0.012353212778318454
2024-11-04,CONF_2023_2024,KOSDAQ,2,-0.11904761904761905,-0.0033337741405625176,0.0008873312495668332
2024-11-11,CONF_2023_2024,KOSDAQ,2,-0.6428571428571429,-0.011954391509275734,-0.004131894221867468
2024-11-18,CONF_2023_2024,KOSDAQ,1,-0.523809523809524,-0.02178375988372144,-0.00795444533711042
2024-11-25,CONF_2023_2024,KOSDAQ,1,0.11904761904761905,0.002081168322869577,0.0016815210891341584
2024-12-02,CONF_2023_2024,KOSDAQ,2,-0.523809523809524,-0.015284277432530845,-0.006589871405709779
2024-12-09,CONF_2023_2024,KOSDAQ,2,-0.2380952380952381,0.01804919941807367,-0.007798720732761975
2024-12-16,CONF_2023_2024,KOSDAQ,4,-0.7857142857142858,-0.021549924522218305,-0.013605701972191922
2024-12-23,CONF_2023_2024,KOSDAQ,1,0.11904761904761905,0.0014217562704015255,0.0031551771569759083
2025-01-02,STRESS_2025,KOSDAQ,3,0.14285714285714288,-0.00742142897439973,-0.002140943349106597
2025-01-09,STRESS_2025,KOSDAQ,4,-0.261904761904762,-0.012180955560417263,0.005060000457571301
2025-01-16,STRESS_2025,KOSDAQ,1,-0.6428571428571429,-0.009661214936371551,-0.004312300186845549
2025-01-23,STRESS_2025,KOSDAQ,2,0.4523809523809524,0.0030801828371894626,0.003091638433985977
2025-02-05,STRESS_2025,KOSDAQ,2,0.5952380952380953,0.02604189722160536,0.01615262978210934
2025-02-12,STRESS_2025,KOSDAQ,4,-0.6666666666666669,-0.007915262175394684,-0.007433828313272566
2025-02-19,STRESS_2025,KOSDAQ,5,-0.5476190476190477,-0.015139519306379067,-0.010222881864664083
2025-02-26,STRESS_2025,KOSDAQ,1,-0.7380952380952381,-0.010613732547016676,-0.008399991785702807
2025-03-06,STRESS_2025,KOSDAQ,1,-0.6904761904761906,-0.024684186898825015,-0.004645832905586598
2025-03-13,STRESS_2025,KOSDAQ,1,0.30952380952380953,0.0037562973658669847,0.0007399571250176346
2025-03-20,STRESS_2025,KOSDAQ,4,0.7380952380952381,0.04365536998002985,0.009731226078678518
2025-03-27,STRESS_2025,KOSDAQ,5,-0.07142857142857144,-0.0016673981457350703,-0.004663465097425353
2025-04-03,STRESS_2025,KOSDAQ,5,-0.023809523809523815,-0.01390251818436763,0.00424794967312532
2025-04-10,STRESS_2025,KOSDAQ,2,-0.8571428571428572,-0.022521298249051736,-0.006421191007244288
2025-04-17,STRESS_2025,KOSDAQ,1,0.2142857142857143,0.01594586682416347,0.007406562137937302
2025-04-24,STRESS_2025,KOSDAQ,2,0.19047619047619052,0.0060567819858498495,0.00213724857325265
2025-05-02,STRESS_2025,KOSDAQ,3,0.2142857142857143,0.002176949546051925,0.0016679323114667261
2025-05-13,STRESS_2025,KOSDAQ,5,-0.04761904761904763,0.001926708483110875,0.002229672184937674
2025-05-20,STRESS_2025,KOSDAQ,4,0.5714285714285715,0.020673412884315293,0.007956800905810277
2025-05-27,STRESS_2025,KOSDAQ,1,0.523809523809524,0.00562208065956033,0.010034363128874478
2025-06-04,STRESS_2025,KOSDAQ,4,-0.30952380952380953,-0.011901992950652002,-0.0066932747311251005
2025-06-12,STRESS_2025,KOSDAQ,1,-0.023809523809523815,-0.006703638716938982,-0.001287048508586651
2025-06-19,STRESS_2025,KOSDAQ,2,0.261904761904762,0.006121970206915035,0.00921020431189775
2025-06-26,STRESS_2025,KOSDAQ,1,0.4047619047619048,0.030005810473475315,-0.0005895942860116663
2025-07-03,STRESS_2025,KOSDAQ,1,-0.4523809523809524,0.0004115853876021703,-0.005445406191021898
2025-07-10,STRESS_2025,KOSDAQ,1,-0.07142857142857144,-0.01816485334374694,0.002222785130547909
2025-07-17,STRESS_2025,KOSDAQ,1,-0.023809523809523815,-0.0018676434414739238,-0.001415158840270523
2025-07-24,STRESS_2025,KOSDAQ,4,0.261904761904762,-0.0029600761898136473,0.004407153102269653
2025-07-31,STRESS_2025,KOSDAQ,1,0.6190476190476191,0.01598952967337233,0.00736569471596958
2025-08-07,STRESS_2025,KOSDAQ,3,0.7619047619047621,0.010277535061249583,0.00221675058382855
2025-08-14,STRESS_2025,KOSDAQ,5,-0.4761904761904762,-0.001381155369379503,-0.006959230934602288
2025-08-22,STRESS_2025,KOSDAQ,2,0.8571428571428572,0.025200583927991554,0.007362517642079527
2025-08-29,STRESS_2025,KOSDAQ,5,0.6190476190476191,0.013391861259543525,0.0037166974912920085
2025-09-05,STRESS_2025,KOSDAQ,1,0.4047619047619048,0.010022730795470555,0.008657251462549104
2025-09-12,STRESS_2025,KOSDAQ,2,-0.4047619047619048,-0.009183082029201357,-2.2699383653974198e-05
2025-09-19,STRESS_2025,KOSDAQ,5,-0.2380952380952381,-0.007788417677628668,0.0015299147976052807
2025-09-26,STRESS_2025,KOSDAQ,3,0.523809523809524,0.005570126214185386,0.006444117972860583
2025-10-10,STRESS_2025,KOSDAQ,4,0.6904761904761906,0.052505401383758796,0.014746897074766736
2025-10-17,STRESS_2025,KOSDAQ,1,0.4761904761904762,0.024566911705580913,-0.0010339899335100751
2025-10-24,STRESS_2025,KOSDAQ,1,-0.07142857142857144,0.0025409905096990615,0.000793118545391846
2025-10-31,STRESS_2025,KOSDAQ,1,0.2142857142857143,0.022513287111502103,-0.0015368740618891333
2025-11-07,STRESS_2025,KOSDAQ,1,0.6666666666666669,0.01424474131300479,0.0016112995651819755
2025-11-14,STRESS_2025,KOSDAQ,3,-0.1666666666666667,0.001466629396010069,0.00181752306184442
2025-11-21,STRESS_2025,KOSDAQ,1,0.9523809523809524,0.01269774190665007,0.007727448528096887
2025-11-28,STRESS_2025,KOSDAQ,2,0.4047619047619048,0.017120635094993966,0.006078791727885616
2025-12-05,STRESS_2025,KOSDAQ,1,0.28571428571428575,0.004978916258651545,0.0015703548240702274
2025-12-12,STRESS_2025,KOSDAQ,3,-0.8333333333333335,-0.011250937110754382,-0.003510914129491249
2025-12-19,STRESS_2025,KOSDAQ,4,-0.07142857142857144,-0.0008237590272378,0.0011568690737999998
2025-12-29,STRESS_2025,KOSDAQ,1,0.4047619047619048,0.023199326181643717,0.008770606440161016
2026-01-07,STRESS_2026,KOSDAQ,1,0.2142857142857143,0.0008709574866694785,0.005132032273969264
2026-01-14,STRESS_2026,KOSDAQ,2,-0.2142857142857143,-0.0004851928427116632,-0.0027395223531530974
2026-01-21,STRESS_2026,KOSDAQ,4,0.523809523809524,0.030772282697471093,0.00501168624425056
2026-01-28,STRESS_2026,KOSDAQ,5,0.2380952380952381,-0.01899650813603113,0.008842068178626004
2026-02-04,STRESS_2026,KOSDAQ,1,0.023809523809523815,0.005465243185450745,-0.0010408368539135387
2026-02-11,STRESS_2026,KOSDAQ,2,-0.5476190476190477,-0.005745213098295021,0.0009888327562942948
2026-02-23,STRESS_2026,KOSDAQ,1,-0.2142857142857143,-0.002702673422497434,-0.0015297755606227693
2026-03-03,STRESS_2026,KOSDAQ,1,0.09523809523809526,-0.008596098994094113,0.007072345917386805
2026-03-10,STRESS_2026,KOSDAQ,1,-0.7857142857142858,-0.03672282801544499,-0.008883633357651424
2026-03-17,STRESS_2026,KOSDAQ,1,-0.04761904761904763,-0.0011262753548999058,-0.006370796635944104
2026-03-24,STRESS_2026,KOSDAQ,5,-0.07142857142857144,-0.005853851286031262,0.0046340526284762516
2026-03-31,STRESS_2026,KOSDAQ,2,-0.5714285714285715,-0.023935086855920596,-0.011518267153451878
2026-04-07,STRESS_2026,KOSDAQ,1,-0.3571428571428572,-0.0108428577863349,-0.003124550946235516
2026-04-14,STRESS_2026,KOSDAQ,2,-0.07142857142857144,-0.007872025012901497,0.0016692569836263369
2026-04-21,STRESS_2026,KOSDAQ,1,0.7619047619047621,0.014773831058333301,0.008050368542720388
2026-04-28,STRESS_2026,KOSDAQ,1,-0.3333333333333334,-0.018396363299430285,-0.0064360978788548994
2026-05-07,STRESS_2026,KOSDAQ,4,0.7142857142857144,0.04962910949143043,0.01991517921455633
2026-05-14,STRESS_2026,KOSDAQ,1,0.523809523809524,0.009325193957017981,0.010306106452207347
2026-05-21,STRESS_2026,KOSDAQ,4,-0.2142857142857143,-0.004071329967417251,-0.0007567508128464503
2026-05-29,STRESS_2026,KOSDAQ,3,-0.04761904761904763,-0.0068071790288184615,0.0019630012180946246
2026-06-08,STRESS_2026,KOSDAQ,2,-0.4047619047619048,-0.011790140095223922,-0.021539977716148174
2026-06-15,STRESS_2026,KOSDAQ,1,-0.1666666666666667,-0.00022826149542468435,0.005397158741254616
2026-06-22,STRESS_2026,KOSDAQ,1,0.7619047619047621,0.02758559293466692,0.003793320027070151
2026-06-29,STRESS_2026,KOSDAQ,1,-0.28571428571428575,-0.02967185628444513,-0.002538603811763733
2026-07-06,STRESS_2026,KOSDAQ,1,0.5952380952380953,0.020627763764361796,0.01771232858283285
2026-07-13,STRESS_2026,KOSDAQ,1,0.0,-0.00155202875314946,0.0011557247731038556
2026-07-21,STRESS_2026,KOSDAQ,5,0.6666666666666669,0.015347003951874615,0.003733551281606847
2026-07-28,STRESS_2026,KOSDAQ,5,0.7142857142857144,0.06150473609715057,0.0363063589201182
2026-08-04,STRESS_2026,KOSDAQ,1,-0.9285714285714287,-0.03002815962473692,-0.012653392638360073
2020-01-03,VAL_2020_2022,KOSPI_EX_K200,3,-0.3333333333333334,-0.00788414136222238,-0.00046255361764549474
2020-01-10,VAL_2020_2022,KOSPI_EX_K200,1,0.3571428571428572,0.018629170319476793,0.007679927303678327
2020-01-17,VAL_2020_2022,KOSPI_EX_K200,1,-0.1666666666666667,0.0009161168256563382,-0.006063885656724846
2020-01-28,VAL_2020_2022,KOSPI_EX_K200,5,-0.1666666666666667,-0.013019576336328048,-0.0014057517768610132
2020-02-04,VAL_2020_2022,KOSPI_EX_K200,4,0.7857142857142858,0.016835796034122778,0.009863220295855624
2020-02-11,VAL_2020_2022,KOSPI_EX_K200,5,-0.30952380952380953,-0.00403074245013202,-0.004346992790331937
2020-02-18,VAL_2020_2022,KOSPI_EX_K200,2,0.023809523809523815,0.0003773578687540544,-0.003826124779046679
2020-02-25,VAL_2020_2022,KOSPI_EX_K200,2,0.3571428571428572,0.002331612322591759,0.007757958114195378
2020-03-03,VAL_2020_2022,KOSPI_EX_K200,2,0.04761904761904763,-0.004277432804572211,0.005415524895739538
2020-03-10,VAL_2020_2022,KOSPI_EX_K200,1,0.09523809523809526,0.002794881315061679,-0.0019034913683465549
2020-03-17,VAL_2020_2022,KOSPI_EX_K200,2,-0.04761904761904763,0.008667929650508707,-0.0036216029537391925
2020-03-24,VAL_2020_2022,KOSPI_EX_K200,1,0.19047619047619052,0.023048241320892827,0.010655091403963497
2020-04-07,VAL_2020_2022,KOSPI_EX_K200,1,-0.28571428571428575,-0.013585989243249982,0.0057883484793451335
2020-04-14,VAL_2020_2022,KOSPI_EX_K200,1,-0.38095238095238104,-0.023746320092223428,-0.004151364627191375
2020-04-22,VAL_2020_2022,KOSPI_EX_K200,1,-0.04761904761904763,-0.0002768518089061346,-0.00300525641689256
2020-04-29,VAL_2020_2022,KOSPI_EX_K200,3,-0.09523809523809526,-0.005060506809304935,0.007446650860536148
2020-05-11,VAL_2020_2022,KOSPI_EX_K200,1,0.6904761904761906,0.031828732166975564,0.007229908110871763
2020-05-18,VAL_2020_2022,KOSPI_EX_K200,1,0.523809523809524,0.036966304357197194,0.0005650136038201949
2020-05-25,VAL_2020_2022,KOSPI_EX_K200,2,0.5714285714285715,0.003557957394883738,0.011088566516153054
2020-06-01,VAL_2020_2022,KOSPI_EX_K200,4,0.6428571428571429,0.0058697709956457575,0.006292802424760175
2020-06-08,VAL_2020_2022,KOSPI_EX_K200,4,-0.5000000000000001,-0.02052801795821652,-0.01416993381376503
2020-06-15,VAL_2020_2022,KOSPI_EX_K200,1,0.4761904761904762,0.013111807605512579,0.022446519313487533
2020-06-22,VAL_2020_2022,KOSPI_EX_K200,1,-0.09523809523809526,0.002390598629510376,-0.01023031856692164
2020-06-29,VAL_2020_2022,KOSPI_EX_K200,2,0.9047619047619048,0.02412132354013057,0.014089066997508878
2020-07-06,VAL_2020_2022,KOSPI_EX_K200,2,0.5714285714285715,0.011366491625628866,0.004204242517888767
2020-07-13,VAL_2020_2022,KOSPI_EX_K200,2,0.7142857142857144,0.03325324084295404,0.029111754234054772
2020-07-20,VAL_2020_2022,KOSPI_EX_K200,1,-0.28571428571428575,0.003137765027775338,-0.012809170971782795
2020-07-27,VAL_2020_2022,KOSPI_EX_K200,2,0.523809523809524,0.022640606079831496,0.008786375611310399
2020-08-03,VAL_2020_2022,KOSPI_EX_K200,1,0.30952380952380953,0.018037956359324238,0.02390958594619741
2020-08-10,VAL_2020_2022,KOSPI_EX_K200,2,0.04761904761904763,-0.007179021582378534,0.005452669244456783
2020-08-18,VAL_2020_2022,KOSPI_EX_K200,2,-0.7142857142857144,-0.0357975082557319,-0.027663317324500867
2020-08-25,VAL_2020_2022,KOSPI_EX_K200,1,0.6666666666666669,0.04834386322004089,0.01268782430089527
2020-09-01,VAL_2020_2022,KOSPI_EX_K200,1,0.2142857142857143,-0.0007690600604892961,0.008669043873759219
2020-09-08,VAL_2020_2022,KOSPI_EX_K200,1,0.7380952380952381,0.030874745482187216,0.02020511053229445
2020-09-15,VAL_2020_2022,KOSPI_EX_K200,1,-0.523809523809524,-0.021711590478626933,-0.0045853258416367
2020-09-22,VAL_2020_2022,KOSPI_EX_K200,2,-0.4047619047619048,-0.006539328571602199,-0.008234847002364466
2020-09-29,VAL_2020_2022,KOSPI_EX_K200,2,0.7857142857142858,0.016091473943103028,0.011643058886556413
2020-10-12,VAL_2020_2022,KOSPI_EX_K200,3,-0.4523809523809524,-0.026902294662947794,-0.012647302063076734
2020-10-19,VAL_2020_2022,KOSPI_EX_K200,5,0.6666666666666669,0.029600637289580754,0.017520362072782215
2020-10-26,VAL_2020_2022,KOSPI_EX_K200,1,0.4523809523809524,0.03069207754409653,0.0023596582349304004
2020-11-02,VAL_2020_2022,KOSPI_EX_K200,2,-0.880952380952381,-0.0342525222077981,-0.011891940566060702
2020-11-09,VAL_2020_2022,KOSPI_EX_K200,1,-0.4285714285714286,-0.023869186056005697,-0.0032588223943853974
2020-11-16,VAL_2020_2022,KOSPI_EX_K200,1,0.523809523809524,0.026903037918813592,0.020419529689511356
2020-11-23,VAL_2020_2022,KOSPI_EX_K200,1,0.30952380952380953,0.0016197169672215878,0.00044355033547706976
2020-11-30,VAL_2020_2022,KOSPI_EX_K200,3,-0.523809523809524,-0.007704222053074224,-0.0029236801782249605
2020-12-07,VAL_2020_2022,KOSPI_EX_K200,1,0.6428571428571429,0.0067064022894754065,0.007454152042848342
2020-12-14,VAL_2020_2022,KOSPI_EX_K200,3,-0.30952380952380953,-0.00597698515184485,0.0010622143957410499
2020-12-21,VAL_2020_2022,KOSPI_EX_K200,2,0.04761904761904763,-0.016177828140857574,0.011940894759172024
2020-12-29,VAL_2020_2022,KOSPI_EX_K200,1,-0.09523809523809526,0.0012130555030159208,0.0026208287458720026
2021-01-07,VAL_2020_2022,KOSPI_EX_K200,1,0.28571428571428575,0.007195616138026651,0.00025046478075038334
2021-01-14,VAL_2020_2022,KOSPI_EX_K200,1,0.4761904761904762,0.0032833413253438274,0.006454746418259629
2021-01-21,VAL_2020_2022,KOSPI_EX_K200,3,0.19047619047619052,0.009330152364089583,-0.001351596961723012
2021-01-28,VAL_2020_2022,KOSPI_EX_K200,3,0.023809523809523815,0.0008678900659589428,0.008449882195405694
2021-02-04,VAL_2020_2022,KOSPI_EX_K200,5,0.5952380952380953,0.021705771643257165,0.002527534616589739
2021-02-15,VAL_2020_2022,KOSPI_EX_K200,5,-0.09523809523809526,-0.014048270900828382,0.005995622500113735
2021-02-22,VAL_2020_2022,KOSPI_EX_K200,2,0.1666666666666667,-0.008937602542471284,0.009410874162002498
2021-03-02,VAL_2020_2022,KOSPI_EX_K200,1,0.6904761904761906,0.009044684268813318,0.009197017298505934
2021-03-09,VAL_2020_2022,KOSPI_EX_K200,5,0.880952380952381,0.030162161853421403,0.014023031716791916
2021-03-16,VAL_2020_2022,KOSPI_EX_K200,2,-0.5952380952380953,-0.013075524748305756,-0.005275553686084922
2021-03-23,VAL_2020_2022,KOSPI_EX_K200,1,0.30952380952380953,0.0017210804995768623,0.002875510994781328
2021-03-30,VAL_2020_2022,KOSPI_EX_K200,2,0.28571428571428575,0.004205036385768891,0.007446807357801812
2021-04-06,VAL_2020_2022,KOSPI_EX_K200,1,0.07142857142857144,-0.011905625713402722,0.004427238926922077
2021-04-13,VAL_2020_2022,KOSPI_EX_K200,1,-0.07142857142857144,0.006994295971160019,0.001700875709789616
2021-04-20,VAL_2020_2022,KOSPI_EX_K200,2,0.3333333333333334,0.009170899843304187,0.0025772187916380885
2021-04-27,VAL_2020_2022,KOSPI_EX_K200,3,0.6428571428571429,0.017377065329144042,0.0033484375994194595
2021-05-04,VAL_2020_2022,KOSPI_EX_K200,1,-0.4523809523809524,-0.011766889248818944,-0.002847723991622862
2021-05-12,VAL_2020_2022,KOSPI_EX_K200,1,0.19047619047619052,0.0030153186057662873,0.0056046267108469175
2021-05-20,VAL_2020_2022,KOSPI_EX_K200,2,0.3333333333333334,0.004640249771175853,-0.002702442226118996
2021-05-27,VAL_2020_2022,KOSPI_EX_K200,2,-0.1666666666666667,-0.0070009054467303974,0.0021826920097268694
2021-06-03,VAL_2020_2022,KOSPI_EX_K200,2,0.04761904761904763,-0.0023083194865761996,-0.0018595306361039662
2021-06-10,VAL_2020_2022,KOSPI_EX_K200,3,0.2142857142857143,0.0012196124980508073,0.005595828231368574
2021-06-17,VAL_2020_2022,KOSPI_EX_K200,4,-0.6666666666666669,-0.009167154126939291,-0.006576390729794459
2021-06-24,VAL_2020_2022,KOSPI_EX_K200,1,-0.3333333333333334,-0.006924125759292642,-0.0021917889533409757
2021-07-01,VAL_2020_2022,KOSPI_EX_K200,1,-0.19047619047619052,-0.003977672205086666,0.001331535136824733
2021-07-08,VAL_2020_2022,KOSPI_EX_K200,3,0.11904761904761905,0.0039426751833649834,-0.002227891597052417
2021-07-15,VAL_2020_2022,KOSPI_EX_K200,2,0.4047619047619048,0.008262073445319476,0.009346745932066667
2021-07-22,VAL_2020_2022,KOSPI_EX_K200,2,0.7380952380952381,0.004819447752217817,0.006477163097119667
2021-07-29,VAL_2020_2022,KOSPI_EX_K200,5,-0.19047619047619052,-0.003134261232847737,-0.00025432046370377085
2021-08-05,VAL_2020_2022,KOSPI_EX_K200,3,0.7857142857142858,0.0019183512291551497,0.0018331749004910666
2021-08-12,VAL_2020_2022,KOSPI_EX_K200,4,0.5952380952380953,0.012915168734382691,0.003641508280786389
2021-08-20,VAL_2020_2022,KOSPI_EX_K200,2,-0.19047619047619052,-0.005015087518845858,-0.0017103535186025248
2021-08-27,VAL_2020_2022,KOSPI_EX_K200,4,-0.6904761904761906,-0.015640537156882416,-0.004382227025099184
2021-09-03,VAL_2020_2022,KOSPI_EX_K200,1,-0.6190476190476191,-0.0025552092650606593,-0.001548534748735209
2021-09-10,VAL_2020_2022,KOSPI_EX_K200,1,0.11904761904761905,-0.0033307134032338204,0.0029054760694573606
2021-09-17,VAL_2020_2022,KOSPI_EX_K200,2,0.9047619047619048,0.011639699739025315,0.0021805024606033688
2021-09-29,VAL_2020_2022,KOSPI_EX_K200,3,-0.5476190476190477,-0.004307718078280762,-0.002535582077689529
2021-10-07,VAL_2020_2022,KOSPI_EX_K200,2,-0.38095238095238104,-0.001432957520988475,-0.0029750131304471083
2021-10-15,VAL_2020_2022,KOSPI_EX_K200,1,0.3333333333333334,0.01006427413276001,0.001192126988850191
2021-10-22,VAL_2020_2022,KOSPI_EX_K200,2,0.19047619047619052,0.0021037560920371783,-0.0018956856008604884
2021-10-29,VAL_2020_2022,KOSPI_EX_K200,3,-0.5714285714285715,0.0008180782642070294,-0.0035492465818746373
2021-11-05,VAL_2020_2022,KOSPI_EX_K200,4,-0.04761904761904763,-0.004476496046849852,-0.003710148359312537
2021-11-12,VAL_2020_2022,KOSPI_EX_K200,3,0.2142857142857143,0.008983658816430333,0.0021189571479420166
2021-11-19,VAL_2020_2022,KOSPI_EX_K200,4,0.5714285714285715,0.01296661618406961,0.009310603240361093
2021-11-26,VAL_2020_2022,KOSPI_EX_K200,3,0.880952380952381,0.008083022630367809,0.005344112923231058
2021-12-03,VAL_2020_2022,KOSPI_EX_K200,2,-0.523809523809524,-0.013697001523984592,-0.006985938465418525
2021-12-10,VAL_2020_2022,KOSPI_EX_K200,1,0.6190476190476191,0.007260814100865167,0.0024364086838581326
2021-12-17,VAL_2020_2022,KOSPI_EX_K200,4,0.5952380952380953,0.00930830353380892,0.007095108516307106
2021-12-24,VAL_2020_2022,KOSPI_EX_K200,4,-0.14285714285714288,0.0039297615447788994,0.002004379802521766
2022-01-03,VAL_2020_2022,KOSPI_EX_K200,3,-0.023809523809523815,-0.016972517350900024,0.0005631180460335082
2022-01-10,VAL_2020_2022,KOSPI_EX_K200,2,-0.5714285714285715,-0.03298215664652595,-0.009859509562246885
2022-01-17,VAL_2020_2022,KOSPI_EX_K200,1,0.4761904761904762,0.012053275200738534,0.01634964819596036
2022-01-24,VAL_2020_2022,KOSPI_EX_K200,1,0.6190476190476191,0.01170844524588227,0.0019388209242172372
2022-02-03,VAL_2020_2022,KOSPI_EX_K200,2,0.6428571428571429,0.020735611242399664,0.013659042196650876
2022-02-10,VAL_2020_2022,KOSPI_EX_K200,1,0.880952380952381,0.03913094946479484,0.014470046252095924
2022-02-17,VAL_2020_2022,KOSPI_EX_K200,2,0.8333333333333335,0.010037208264248094,0.005856151962003295
2022-02-24,VAL_2020_2022,KOSPI_EX_K200,4,-0.3571428571428572,-0.016422522876554848,-0.002948642291481781
2022-03-04,VAL_2020_2022,KOSPI_EX_K200,5,-0.4285714285714286,-0.008797687881180417,-0.0019866554175814836
2022-03-14,VAL_2020_2022,KOSPI_EX_K200,2,0.30952380952380953,0.00965775852067213,0.0062698253654483
2022-03-21,VAL_2020_2022,KOSPI_EX_K200,1,-0.6904761904761906,-0.017718123263508294,-0.0033992927735412275
2022-03-28,VAL_2020_2022,KOSPI_EX_K200,1,0.5000000000000001,0.003545799932204337,0.005220693465829655
