date,pair_vote_agreement,top3_jaccard,top1_vote_share,score_model_sd,q_MOM1M,q_MOM12_1,q_OP12_REV,q_OPFY1_REV,q_PBR12MF,q_PER12MF,q_PRIVATE_FLOW,q_FOREIGN_FLOW,z_pair_vote_agreement,z_top3_jaccard,z_top1_vote_share,z_score_model_sd,epi_conf,disc_percentile,intensity,high_confidence,confidence_quintile,period
2016-04-18,0.6971428571428572,0.79,0.84,0.024849399262697615,0.4569296853041219,0.47147506961391217,0.5398318393906903,0.5206349131861959,0.5317401089550847,0.5801768818866094,0.45158459774180637,0.4476269039215793,0.13482918104254896,0.7948399967255149,0.9970532321662345,-0.05559807322108644,0.467781084178303,0.7362637362637363,0.4725274725274726,False,4,
2016-04-25,0.6271428571428571,0.7340000000000001,0.56,0.03707918857451763,0.45807116527423347,0.45162001229311705,0.5388448059020073,0.5084641161425196,0.5265346658131764,0.5556638664141033,0.4757521464188562,0.4850492217419866,-0.48769561136617723,0.3298793558125588,-0.4313930065515423,-2.1678169928456,-0.6892565637376902,0.1813186813186813,0.0,False,1,
2016-05-02,0.727142857142857,0.591,0.78,0.034355771576711464,0.46440005293477093,0.4076071793359645,0.5028996752794085,0.5261991582401749,0.5414515657616475,0.588487939858691,0.5159846560336091,0.4529697725557339,0.40162552064628676,-0.8574308522330278,0.690957609583854,-1.697452969220642,-0.36557517280588225,0.2967032967032967,0.0,False,2,
2016-05-11,0.7907142857142856,0.6809999999999999,0.85,0.03053621395808275,0.49974811897518134,0.40878347839798435,0.5179272511263008,0.5157866579329595,0.5518457643645516,0.5984448490128215,0.4698416461314109,0.4376222340587901,0.9669796688542114,-0.11017267933720504,1.0480691692632982,-1.0377734227491342,0.21677568400779257,0.5879120879120879,0.17582417582417587,False,3,
2016-05-18,0.52,0.503,0.33,0.03901744536072613,0.4653481861207945,0.44602771865524654,0.5351920497542451,0.5210866139727294,0.516833783561064,0.5378553833601208,0.5173038496346133,0.46035241494118667,-1.4405396813795324,-1.588083287953388,-1.6047595597840023,-2.502575225431288,-1.7839894386370525,0.027472527472527472,0.0,False,1,
2016-05-25,0.7814285714285714,0.872,0.75,0.026969690819410537,0.5087212046858728,0.5545340852805036,0.5361454023133689,0.568513188402497,0.42109483429007805,0.47073480983385574,0.4894679171414029,0.4507885580524206,0.8843998494530544,1.4756752209194866,0.5379097982926635,-0.42179570974788144,0.6190472897293308,0.8076923076923077,0.6153846153846154,True,5,
2016-06-01,0.8014285714285714,0.674,0.99,0.02705746224351703,0.5226583562201741,0.5903050788867236,0.539266187174712,0.5279749784507282,0.3758801997084396,0.43898513271086237,0.519750866619754,0.4851792002286064,1.0622640758555477,-0.16829275945132374,1.7622922886221868,-0.4369547985819746,0.5548272016111091,0.7692307692307693,0.5384615384615385,False,4,
2016-06-09,0.9078571428571429,0.985,1.0,0.02164861288327146,0.5091287532065423,0.6151450637767174,0.5617147727336028,0.5476524361308741,0.3770728553490574,0.416803324951796,0.48328294735436705,0.48919984649704296,2.0087558520688154,2.413899371333131,1.8133082257192503,0.4972128849992763,1.6832940835301184,1.0,1.0,True,5,
2016-06-16,0.7921428571428571,0.81,0.77,0.019680787939409985,0.525530743782629,0.5743698576110151,0.5507095272726821,0.50325826069109,0.4449350726241528,0.4456892753477055,0.47796250436435145,0.47754475830637483,0.9796842564543906,0.9608973684801423,0.6399416724867905,0.837077863124128,0.8544002901363629,0.9065934065934066,0.8131868131868132,True,5,
2016-06-23,0.7407142857142858,0.76,0.48,0.020873223394418966,0.4805364274680751,0.541440373193925,0.5496912633596659,0.5193886280900673,0.43526699804748115,0.4313947922216866,0.5071908301859657,0.5350906874331334,0.5223191028479804,0.5457539390935736,-0.8395205033280505,0.6311311649200354,0.21492092588338474,0.5824175824175825,0.16483516483516492,False,3,
2016-06-30,0.6449999999999999,0.693,0.9,0.021071855785071147,0.4684886412130506,0.5101218827739669,0.5619899037645262,0.5271974580671006,0.4849636873516641,0.46708938098993774,0.4775492298627877,0.5025998159769656,-0.32888826636395185,-0.010538256284428532,1.3031488547486156,0.5968251697071589,0.39013687545184855,0.7142857142857143,0.4285714285714286,False,4,
2016-07-07,0.7078571428571427,0.662,0.7,0.020474618949666144,0.4930887497086748,0.5278313945597755,0.5518316144438306,0.5179294362130757,0.4461305469456708,0.4656268171581862,0.47550306575652956,0.5220583752142572,0.23011358804388318,-0.26792718250410025,0.2828301128073459,0.6999745299352941,0.23624776207060572,0.5989010989010989,0.19780219780219777,False,3,
2016-07-14,0.7728571428571428,0.6409999999999999,1.0,0.019797094057659993,0.47898923725825215,0.5040655838430979,0.5836304712467012,0.5368346596159754,0.4331592901331042,0.46129031876941873,0.49908806434850705,0.502942374784944,0.8081723238519861,-0.44228742284646,1.8133082257192503,0.8169905192482758,0.749045911493263,0.8681318681318682,0.7362637362637363,True,5,
2016-07-21,0.5435714285714286,0.635,0.67,0.026931891602688655,0.49383652001547423,0.49818870377390084,0.5546654246904442,0.5462614425426433,0.46474537070781713,0.46988566925582814,0.49006226402295666,0.48235460499093563,-1.230913985976594,-0.49210463437284735,0.12978230151615586,-0.4152673699154217,-0.5021259221871768,0.23626373626373626,0.0,False,2,
2016-07-28,0.5128571428571428,0.5890000000000001,0.48,0.022174061151902263,0.5453240143356228,0.4886727343196625,0.5404021801278254,0.49276614100340316,0.48335417294432914,0.48651122059312735,0.48824683438340066,0.474722702292629,-1.5040626193804234,-0.8740365894084897,-0.8395205033280505,0.4064621986229172,-0.7027893783735116,0.17582417582417584,0.0,False,1,
