sample,universe,strategy,cost_bp,n_days,cagr,sharpe,mdd,ann_turnover,decision_n,revision_exposure,rminus_decision_n
TRAIN_2017_2022,K200,MOM_BASE,0,1451,-0.034760610824095095,-0.07875267303733992,-0.520727605255866,14.436299570412874,291,0.0,68
TRAIN_2017_2022,K200,MOM_BASE,30,1451,-0.07569033997352292,-0.2968488583373628,-0.5622162663806909,14.436299570412874,291,0.0,68
TRAIN_2017_2022,K200,MOM_BASE,60,1451,-0.114920123670878,-0.5144833629662529,-0.6001465157922086,14.436299570412874,291,0.0,68
TRAIN_2017_2022,K200,RMINUS_TO_REV_ANY,0,1451,0.001142508253595853,0.10485629466774717,-0.495381461716786,18.505816325487196,291,0.23367697594501718,68
TRAIN_2017_2022,K200,RMINUS_TO_REV_ANY,30,1451,-0.052960353405032135,-0.17537503351174938,-0.551523155630973,18.505816325487196,291,0.23367697594501718,68
TRAIN_2017_2022,K200,RMINUS_TO_REV_ANY,60,1451,-0.1042089815385272,-0.45434269516179376,-0.6014865320421896,18.505816325487196,291,0.23367697594501718,68
TRAIN_2017_2022,K200,RMINUS_TO_REV_POS,0,1451,-0.0264364087503538,-0.03664136193831083,-0.5150561072647766,16.681814482159094,291,0.09965635738831616,68
TRAIN_2017_2022,K200,RMINUS_TO_REV_POS,30,1451,-0.07398776160966503,-0.2897769374272742,-0.5614681603014857,16.681814482159094,291,0.09965635738831616,68
TRAIN_2017_2022,K200,RMINUS_TO_REV_POS,60,1451,-0.11926997710780718,-0.5420350261224448,-0.6034844879556425,16.681814482159094,291,0.09965635738831616,68
TRAIN_2017_2022,KOSDAQ,MOM_BASE,0,1451,0.0002793252488535458,0.14351658873413814,-0.5513434567240592,14.874245205448194,291,0.0,68
TRAIN_2017_2022,KOSDAQ,MOM_BASE,30,1451,-0.04339472910994502,-0.01337641299785929,-0.5951741383964779,14.874245205448194,291,0.0,68
TRAIN_2017_2022,KOSDAQ,MOM_BASE,60,1451,-0.08520034729712567,-0.17018096516446612,-0.6709638375157917,14.874245205448194,291,0.0,68
TRAIN_2017_2022,KOSDAQ,RMINUS_TO_REV_ANY,0,1451,0.044250490166346745,0.2949439830952693,-0.5315224084994157,19.376621576336934,291,0.23367697594501718,68
TRAIN_2017_2022,KOSDAQ,RMINUS_TO_REV_ANY,30,1451,-0.014765037494494204,0.08830715719195657,-0.5784082382455166,19.376621576336934,291,0.23367697594501718,68
TRAIN_2017_2022,KOSDAQ,RMINUS_TO_REV_ANY,60,1451,-0.07052855240750777,-0.11803142401565445,-0.6562375793634077,19.376621576336934,291,0.23367697594501718,68
TRAIN_2017_2022,KOSDAQ,RMINUS_TO_REV_POS,0,1451,-0.001551952979232829,0.13580265955372142,-0.5696390211676727,18.73180141484271,291,0.10652920962199312,68
TRAIN_2017_2022,KOSDAQ,RMINUS_TO_REV_POS,30,1451,-0.05615147024609457,-0.06345661872379894,-0.6305029840597438,18.73180141484271,291,0.10652920962199312,68
TRAIN_2017_2022,KOSDAQ,RMINUS_TO_REV_POS,60,1451,-0.10783862517396259,-0.26229109663700995,-0.7171495035524116,18.73180141484271,291,0.10652920962199312,68
TRAIN_2017_2022,KOSDAQ_PLUS_KOSPI_EX_K200,MOM_BASE,0,1451,-0.05980080488724704,-0.11592772101204271,-0.6195830055970387,14.91678006365978,291,0.0,71
TRAIN_2017_2022,KOSDAQ_PLUS_KOSPI_EX_K200,MOM_BASE,30,1451,-0.10096624413421573,-0.2923140565544802,-0.6504525719918351,14.91678006365978,291,0.0,71
TRAIN_2017_2022,KOSDAQ_PLUS_KOSPI_EX_K200,MOM_BASE,60,1451,-0.14036518583392832,-0.46842217847382583,-0.6978974815163095,14.91678006365978,291,0.0,71
TRAIN_2017_2022,KOSDAQ_PLUS_KOSPI_EX_K200,RMINUS_TO_REV_ANY,0,1451,-0.0011472522453765954,0.1202075580822924,-0.5698425085453879,20.301698721936855,291,0.24398625429553264,71
TRAIN_2017_2022,KOSDAQ_PLUS_KOSPI_EX_K200,RMINUS_TO_REV_ANY,30,1451,-0.06021264574898888,-0.12427843409113239,-0.6178727641113964,20.301698721936855,291,0.24398625429553264,71
TRAIN_2017_2022,KOSDAQ_PLUS_KOSPI_EX_K200,RMINUS_TO_REV_ANY,60,1451,-0.11587155760503387,-0.36775406425964163,-0.662302350178614,20.301698721936855,291,0.24398625429553264,71
TRAIN_2017_2022,KOSDAQ_PLUS_KOSPI_EX_K200,RMINUS_TO_REV_POS,0,1451,-0.0489630684432143,-0.07305972175470729,-0.6280058216961824,18.821541061266498,291,0.09965635738831616,71
TRAIN_2017_2022,KOSDAQ_PLUS_KOSPI_EX_K200,RMINUS_TO_REV_POS,30,1451,-0.10121185538142785,-0.2971939898096664,-0.6661588663150765,18.821541061266498,291,0.09965635738831616,71
