sample,universe,cost_bp,strategy,base_cagr,strategy_cagr,delta_cagr,base_sharpe,strategy_sharpe,delta_sharpe,base_mdd,strategy_mdd,delta_mdd,base_ann_turnover,strategy_ann_turnover,delta_ann_turnover,revision_exposure,rminus_decision_n
POST_2023_2024,KOSPI_ALL,0,RMINUS_TO_REV_POS,-0.07053045270854819,-0.04347464020232328,0.027055812506224908,-0.27789291131582217,-0.13728703789841867,0.1406058734174035,-0.33581655031591306,-0.32482595915707657,0.010990591158836494,14.50892480944691,18.48989131563861,3.980966506191699,0.13402061855670103,25
POST_2023_2024,KOSPI_ALL,30,RMINUS_TO_REV_ANY,-0.11013694213532921,-0.07342597663416595,0.03671096550116326,-0.5025978125253201,-0.3041713211249932,0.19842649140032692,-0.3736431622670643,-0.3406506318655059,0.03299253040155836,14.50892480944691,18.73017502132228,4.221250211875372,0.25773195876288657,25
POST_2023_2024,KOSPI_ALL,30,RMINUS_TO_REV_POS,-0.11013694213532921,-0.09512342133665574,0.015013520798673463,-0.5025978125253201,-0.4282885544318935,0.07430925809342659,-0.3736431622670643,-0.3760090404589045,-0.0023658781918401983,14.50892480944691,18.48989131563861,3.980966506191699,0.13402061855670103,25
POST_2023_2024,KOSPI_ALL,60,RMINUS_TO_REV_ANY,-0.14808930758925076,-0.12416186679536334,0.023927440793887422,-0.7273379165541616,-0.5988702069500564,0.12846770960410514,-0.40934696037615537,-0.3900087057228183,0.01933825465333705,14.50892480944691,18.73017502132228,4.221250211875372,0.25773195876288657,25
POST_2023_2024,KOSPI_ALL,60,RMINUS_TO_REV_POS,-0.14808930758925076,-0.14405040755066945,0.004038900038581317,-0.7273379165541616,-0.71780990159338,0.009528014960781594,-0.40934696037615537,-0.4233806568026629,-0.014033696426507536,14.50892480944691,18.48989131563861,3.980966506191699,0.13402061855670103,25
POST_2023_2024,KOSPI_EX_K200,0,RMINUS_TO_REV_ANY,-0.07751953124549948,0.048865102139226124,0.1263846333847256,-0.24436231757135457,0.327519705582206,0.5718820231535606,-0.4726996905856782,-0.3490587036793241,0.12364098690635406,14.394406448538797,19.776110541168823,5.3817040926300255,0.30927835051546393,30
POST_2023_2024,KOSPI_EX_K200,0,RMINUS_TO_REV_POS,-0.07751953124549948,-0.029176033900394915,0.04834349734510457,-0.24436231757135457,-0.024921695080853744,0.21944062249050084,-0.4726996905856782,-0.443727028137469,0.028972662448209174,14.394406448538797,20.84185920231999,6.447452753781194,0.17525773195876287,30
POST_2023_2024,KOSPI_EX_K200,30,RMINUS_TO_REV_ANY,-0.11652466027052766,-0.01160054176820391,0.10492411850232375,-0.43637057741197216,0.05895993311923254,0.4953305105312047,-0.5035064786307216,-0.4039941802149998,0.09951229841572184,14.394406448538797,19.776110541168823,5.3817040926300255,0.30927835051546393,30
POST_2023_2024,KOSPI_EX_K200,30,RMINUS_TO_REV_POS,-0.11652466027052766,-0.0880673233250111,0.028457336945516554,-0.43637057741197216,-0.31041575718150904,0.12595482023046312,-0.5035064786307216,-0.49375397516475916,0.009752503465962459,14.394406448538797,20.84185920231999,6.447452753781194,0.17525773195876287,30
POST_2023_2024,KOSPI_EX_K200,60,RMINUS_TO_REV_ANY,-0.15391375784669725,-0.06867147969514353,0.08524227815155372,-0.6282767221537877,-0.20917173823638635,0.41910498391740136,-0.532539741559152,-0.45437913053912504,0.07816061102002692,14.394406448538797,19.776110541168823,5.3817040926300255,0.30927835051546393,30
