date,universe,eligible_n,mom_n,rev_n,mom_rev_overlap_n,mom_rev_overlap_share_mom
2019-09-11,KOSPI_ALL,335,66,49,18,0.2727272727272727
2019-09-11,KOSDAQ,179,34,22,9,0.2647058823529412
2019-09-11,KOSPI_KOSDAQ_ALL,514,100,71,27,0.27
2019-09-11,KOSDAQ_PLUS_KOSPI_EX_K200,322,62,37,16,0.25806451612903225
2019-09-20,K200,192,38,33,11,0.2894736842105263
2019-09-20,KOSPI_EX_K200,145,28,15,0,0.0
2019-09-20,KOSPI_ALL,337,66,49,12,0.18181818181818182
2019-09-20,KOSDAQ,191,36,22,9,0.25
2019-09-20,KOSPI_KOSDAQ_ALL,528,102,72,26,0.2549019607843137
2019-09-20,KOSDAQ_PLUS_KOSPI_EX_K200,336,64,38,14,0.21875
2019-09-27,K200,192,38,33,14,0.3684210526315789
2019-09-27,KOSPI_EX_K200,144,28,15,3,0.10714285714285714
2019-09-27,KOSPI_ALL,336,66,49,17,0.25757575757575757
2019-09-27,KOSDAQ,183,35,22,8,0.22857142857142856
2019-09-27,KOSPI_KOSDAQ_ALL,519,101,71,25,0.24752475247524752
2019-09-27,KOSDAQ_PLUS_KOSPI_EX_K200,327,63,37,13,0.20634920634920634
2019-10-07,K200,192,38,34,14,0.3684210526315789
2019-10-07,KOSPI_EX_K200,139,27,15,5,0.18518518518518517
2019-10-07,KOSPI_ALL,331,65,49,18,0.27692307692307694
2019-10-07,KOSDAQ,175,33,22,8,0.24242424242424243
2019-10-07,KOSPI_KOSDAQ_ALL,506,99,71,27,0.2727272727272727
2019-10-07,KOSDAQ_PLUS_KOSPI_EX_K200,314,60,37,11,0.18333333333333332
2019-10-15,K200,192,38,34,10,0.2631578947368421
2019-10-15,KOSPI_EX_K200,143,28,15,5,0.17857142857142858
2019-10-15,KOSPI_ALL,335,66,49,17,0.25757575757575757
2019-10-15,KOSDAQ,186,35,21,6,0.17142857142857143
2019-10-15,KOSPI_KOSDAQ_ALL,521,101,70,27,0.26732673267326734
2019-10-15,KOSDAQ_PLUS_KOSPI_EX_K200,329,63,36,15,0.23809523809523808
2019-10-22,K200,192,38,34,16,0.42105263157894735
2019-10-22,KOSPI_EX_K200,144,27,15,6,0.2222222222222222
2019-10-22,KOSPI_ALL,336,66,49,23,0.3484848484848485
2019-10-22,KOSDAQ,182,34,21,7,0.20588235294117646
2019-10-22,KOSPI_KOSDAQ_ALL,518,100,70,27,0.27
2019-10-22,KOSDAQ_PLUS_KOSPI_EX_K200,326,62,36,11,0.1774193548387097
2019-10-29,K200,192,38,33,16,0.42105263157894735
2019-10-29,KOSPI_EX_K200,145,28,15,6,0.21428571428571427
2019-10-29,KOSPI_ALL,337,66,49,23,0.3484848484848485
2019-10-29,KOSDAQ,188,35,20,4,0.11428571428571428
2019-10-29,KOSPI_KOSDAQ_ALL,525,102,69,22,0.21568627450980393
2019-10-29,KOSDAQ_PLUS_KOSPI_EX_K200,333,63,35,8,0.12698412698412698
2019-11-05,K200,192,38,33,19,0.5
2019-11-05,KOSPI_EX_K200,149,28,16,5,0.17857142857142858
2019-11-05,KOSPI_ALL,341,67,49,24,0.3582089552238806
2019-11-05,KOSDAQ,187,35,19,4,0.11428571428571428
2019-11-05,KOSPI_KOSDAQ_ALL,528,102,69,23,0.22549019607843138
2019-11-05,KOSDAQ_PLUS_KOSPI_EX_K200,336,64,35,12,0.1875
2019-11-12,K200,192,38,33,18,0.47368421052631576
2019-11-12,KOSPI_EX_K200,153,29,16,6,0.20689655172413793
2019-11-12,KOSPI_ALL,345,67,49,23,0.34328358208955223
2019-11-12,KOSDAQ,193,36,20,4,0.1111111111111111
2019-11-12,KOSPI_KOSDAQ_ALL,538,103,69,24,0.23300970873786409
2019-11-12,KOSDAQ_PLUS_KOSPI_EX_K200,346,65,36,8,0.12307692307692308
2019-11-19,K200,191,38,33,15,0.39473684210526316
2019-11-19,KOSPI_EX_K200,150,28,15,7,0.25
2019-11-19,KOSPI_ALL,341,66,49,23,0.3484848484848485
2019-11-19,KOSDAQ,187,35,19,7,0.2
2019-11-19,KOSPI_KOSDAQ_ALL,528,101,69,26,0.25742574257425743
2019-11-19,KOSDAQ_PLUS_KOSPI_EX_K200,337,63,35,14,0.2222222222222222
2019-11-26,K200,191,38,33,16,0.42105263157894735
2019-11-26,KOSPI_EX_K200,151,29,15,7,0.2413793103448276
2019-11-26,KOSPI_ALL,342,67,49,23,0.34328358208955223
2019-11-26,KOSDAQ,187,34,20,7,0.20588235294117646
2019-11-26,KOSPI_KOSDAQ_ALL,529,101,69,29,0.2871287128712871
2019-11-26,KOSDAQ_PLUS_KOSPI_EX_K200,338,63,35,12,0.19047619047619047
2019-12-03,K200,191,38,33,11,0.2894736842105263
2019-12-03,KOSPI_EX_K200,148,28,16,6,0.21428571428571427
2019-12-03,KOSPI_ALL,339,66,49,18,0.2727272727272727
2019-12-03,KOSDAQ,177,33,19,8,0.24242424242424243
2019-12-03,KOSPI_KOSDAQ_ALL,516,100,69,26,0.26
2019-12-03,KOSDAQ_PLUS_KOSPI_EX_K200,325,62,35,14,0.22580645161290322
2019-12-10,K200,191,38,32,11,0.2894736842105263
2019-12-10,KOSPI_EX_K200,148,28,16,9,0.32142857142857145
2019-12-10,KOSPI_ALL,339,66,49,20,0.30303030303030304
2019-12-10,KOSDAQ,182,34,19,8,0.23529411764705882
2019-12-10,KOSPI_KOSDAQ_ALL,521,100,69,27,0.27
2019-12-10,KOSDAQ_PLUS_KOSPI_EX_K200,330,62,36,12,0.1935483870967742
2019-12-17,K200,191,38,32,11,0.2894736842105263
2019-12-17,KOSPI_EX_K200,151,29,16,5,0.1724137931034483
2019-12-17,KOSPI_ALL,342,67,49,16,0.23880597014925373
2019-12-17,KOSDAQ,190,35,20,7,0.2
2019-12-17,KOSPI_KOSDAQ_ALL,532,102,70,21,0.20588235294117646
2019-12-17,KOSDAQ_PLUS_KOSPI_EX_K200,341,64,37,10,0.15625
2019-12-24,K200,191,38,33,10,0.2631578947368421
2019-12-24,KOSPI_EX_K200,146,28,16,6,0.21428571428571427
2019-12-24,KOSPI_ALL,337,66,50,16,0.24242424242424243
2019-12-24,KOSDAQ,184,34,21,7,0.20588235294117646
2019-12-24,KOSPI_KOSDAQ_ALL,521,100,71,22,0.22
2019-12-24,KOSDAQ_PLUS_KOSPI_EX_K200,330,62,38,13,0.20967741935483872
2020-01-03,K200,192,38,33,16,0.42105263157894735
2020-01-03,KOSPI_EX_K200,155,30,16,7,0.23333333333333334
2020-01-03,KOSPI_ALL,347,68,49,21,0.3088235294117647
2020-01-03,KOSDAQ,199,37,21,6,0.16216216216216217
2020-01-03,KOSPI_KOSDAQ_ALL,546,105,71,22,0.20952380952380953
2020-01-03,KOSDAQ_PLUS_KOSPI_EX_K200,354,67,38,9,0.13432835820895522
2020-01-10,K200,191,38,33,13,0.34210526315789475
2020-01-10,KOSPI_EX_K200,149,28,16,8,0.2857142857142857
2020-01-10,KOSPI_ALL,340,66,49,21,0.3181818181818182
2020-01-10,KOSDAQ,202,37,21,4,0.10810810810810811
2020-01-10,KOSPI_KOSDAQ_ALL,542,104,71,27,0.25961538461538464
2020-01-10,KOSDAQ_PLUS_KOSPI_EX_K200,351,66,37,10,0.15151515151515152
2020-01-17,K200,191,38,33,16,0.42105263157894735
2020-01-17,KOSPI_EX_K200,152,29,16,6,0.20689655172413793
2020-01-17,KOSPI_ALL,343,67,49,25,0.373134328358209
2020-01-17,KOSDAQ,208,38,23,6,0.15789473684210525
2020-01-17,KOSPI_KOSDAQ_ALL,551,106,73,25,0.2358490566037736
2020-01-17,KOSDAQ_PLUS_KOSPI_EX_K200,360,68,40,12,0.17647058823529413
2020-01-28,K200,190,37,33,19,0.5135135135135135
2020-01-28,KOSPI_EX_K200,148,28,16,5,0.17857142857142858
2020-01-28,KOSPI_ALL,338,66,49,26,0.3939393939393939
2020-01-28,KOSDAQ,204,38,22,6,0.15789473684210525
2020-01-28,KOSPI_KOSDAQ_ALL,542,104,71,32,0.3076923076923077
2020-01-28,KOSDAQ_PLUS_KOSPI_EX_K200,352,66,38,14,0.21212121212121213
2020-02-04,K200,190,37,32,12,0.32432432432432434
2020-02-04,KOSPI_EX_K200,144,27,15,3,0.1111111111111111
2020-02-04,KOSPI_ALL,334,65,48,18,0.27692307692307694
2020-02-04,KOSDAQ,194,36,21,8,0.2222222222222222
2020-02-04,KOSPI_KOSDAQ_ALL,528,101,69,29,0.2871287128712871
2020-02-04,KOSDAQ_PLUS_KOSPI_EX_K200,338,63,37,13,0.20634920634920634
2020-02-11,K200,190,37,32,14,0.3783783783783784
2020-02-11,KOSPI_EX_K200,149,28,15,4,0.14285714285714285
2020-02-11,KOSPI_ALL,339,66,47,19,0.2878787878787879
2020-02-11,KOSDAQ,203,37,23,7,0.1891891891891892
2020-02-11,KOSPI_KOSDAQ_ALL,542,103,70,27,0.2621359223300971
2020-02-11,KOSDAQ_PLUS_KOSPI_EX_K200,352,65,38,16,0.24615384615384617
2020-02-18,K200,190,38,33,12,0.3157894736842105
2020-02-18,KOSPI_EX_K200,145,27,14,4,0.14814814814814814
2020-02-18,KOSPI_ALL,335,65,47,15,0.23076923076923078
2020-02-18,KOSDAQ,205,38,23,8,0.21052631578947367
2020-02-18,KOSPI_KOSDAQ_ALL,540,103,70,27,0.2621359223300971
2020-02-18,KOSDAQ_PLUS_KOSPI_EX_K200,350,65,37,12,0.18461538461538463
2020-02-25,K200,189,37,33,14,0.3783783783783784
2020-02-25,KOSPI_EX_K200,140,26,13,4,0.15384615384615385
2020-02-25,KOSPI_ALL,329,64,46,17,0.265625
2020-02-25,KOSDAQ,193,36,20,6,0.16666666666666666
2020-02-25,KOSPI_KOSDAQ_ALL,522,100,66,31,0.31
2020-02-25,KOSDAQ_PLUS_KOSPI_EX_K200,333,62,33,10,0.16129032258064516
2020-03-03,K200,190,38,32,14,0.3684210526315789
2020-03-03,KOSPI_EX_K200,133,25,12,5,0.2
2020-03-03,KOSPI_ALL,323,63,44,18,0.2857142857142857
2020-03-03,KOSDAQ,189,35,19,6,0.17142857142857143
2020-03-03,KOSPI_KOSDAQ_ALL,512,98,63,23,0.23469387755102042
2020-03-03,KOSDAQ_PLUS_KOSPI_EX_K200,322,60,31,12,0.2
2020-03-10,K200,190,38,32,13,0.34210526315789475
2020-03-10,KOSPI_EX_K200,129,24,12,1,0.041666666666666664
2020-03-10,KOSPI_ALL,319,62,45,12,0.1935483870967742
2020-03-10,KOSDAQ,188,35,20,5,0.14285714285714285
2020-03-10,KOSPI_KOSDAQ_ALL,507,97,65,25,0.25773195876288657
2020-03-10,KOSDAQ_PLUS_KOSPI_EX_K200,317,59,33,11,0.1864406779661017
2020-03-17,K200,186,37,32,8,0.21621621621621623
2020-03-17,KOSPI_EX_K200,95,18,10,1,0.05555555555555555
2020-03-17,KOSPI_ALL,281,55,42,10,0.18181818181818182
2020-03-17,KOSDAQ,136,25,14,4,0.16
2020-03-17,KOSPI_KOSDAQ_ALL,417,81,57,17,0.20987654320987653
2020-03-17,KOSDAQ_PLUS_KOSPI_EX_K200,231,44,25,4,0.09090909090909091
2020-03-24,K200,184,36,32,7,0.19444444444444445
2020-03-24,KOSPI_EX_K200,78,14,8,1,0.07142857142857142
2020-03-24,KOSPI_ALL,262,51,40,8,0.1568627450980392
2020-03-24,KOSDAQ,128,24,13,2,0.08333333333333333
2020-03-24,KOSPI_KOSDAQ_ALL,390,76,53,9,0.11842105263157894
2020-03-24,KOSDAQ_PLUS_KOSPI_EX_K200,206,39,21,3,0.07692307692307693
2020-03-31,K200,186,37,32,12,0.32432432432432434
2020-03-31,KOSPI_EX_K200,102,19,10,1,0.05263157894736842
2020-03-31,KOSPI_ALL,288,57,42,13,0.22807017543859648
2020-03-31,KOSDAQ,156,30,14,1,0.03333333333333333
2020-03-31,KOSPI_KOSDAQ_ALL,444,87,57,11,0.12643678160919541
2020-03-31,KOSDAQ_PLUS_KOSPI_EX_K200,258,49,25,2,0.04081632653061224
2020-04-07,K200,188,37,32,18,0.4864864864864865
2020-04-07,KOSPI_EX_K200,115,22,11,4,0.18181818181818182
2020-04-07,KOSPI_ALL,303,59,43,17,0.288135593220339
2020-04-07,KOSDAQ,173,33,16,2,0.06060606060606061
2020-04-07,KOSPI_KOSDAQ_ALL,476,92,59,16,0.17391304347826086
2020-04-07,KOSDAQ_PLUS_KOSPI_EX_K200,288,55,27,4,0.07272727272727272
2020-04-14,K200,188,37,32,18,0.4864864864864865
2020-04-14,KOSPI_EX_K200,129,25,13,3,0.12
2020-04-14,KOSPI_ALL,317,62,45,15,0.24193548387096775
2020-04-14,KOSDAQ,176,33,18,3,0.09090909090909091
2020-04-14,KOSPI_KOSDAQ_ALL,493,96,63,14,0.14583333333333334
2020-04-14,KOSDAQ_PLUS_KOSPI_EX_K200,305,58,31,5,0.08620689655172414
2020-04-22,K200,188,37,32,11,0.2972972972972973
2020-04-22,KOSPI_EX_K200,130,25,13,4,0.16
2020-04-22,KOSPI_ALL,318,62,45,14,0.22580645161290322
2020-04-22,KOSDAQ,181,34,18,6,0.17647058823529413
2020-04-22,KOSPI_KOSDAQ_ALL,499,97,63,15,0.15463917525773196
2020-04-22,KOSDAQ_PLUS_KOSPI_EX_K200,311,59,31,8,0.13559322033898305
2020-04-29,K200,188,37,32,11,0.2972972972972973
2020-04-29,KOSPI_EX_K200,135,26,13,6,0.23076923076923078
2020-04-29,KOSPI_ALL,323,63,45,16,0.25396825396825395
2020-04-29,KOSDAQ,190,35,19,4,0.11428571428571428
2020-04-29,KOSPI_KOSDAQ_ALL,513,99,65,19,0.1919191919191919
2020-04-29,KOSDAQ_PLUS_KOSPI_EX_K200,325,61,33,11,0.18032786885245902
2020-05-11,K200,188,37,32,14,0.3783783783783784
2020-05-11,KOSPI_EX_K200,145,27,14,5,0.18518518518518517
2020-05-11,KOSPI_ALL,333,65,47,17,0.26153846153846155
2020-05-11,KOSDAQ,196,37,22,6,0.16216216216216217
2020-05-11,KOSPI_KOSDAQ_ALL,529,102,69,20,0.19607843137254902
2020-05-11,KOSDAQ_PLUS_KOSPI_EX_K200,341,64,37,13,0.203125
2020-05-18,K200,189,37,32,14,0.3783783783783784
2020-05-18,KOSPI_EX_K200,139,27,15,5,0.18518518518518517
2020-05-18,KOSPI_ALL,328,64,47,16,0.25
2020-05-18,KOSDAQ,204,38,22,7,0.18421052631578946
2020-05-18,KOSPI_KOSDAQ_ALL,532,103,70,27,0.2621359223300971
2020-05-18,KOSDAQ_PLUS_KOSPI_EX_K200,343,65,37,15,0.23076923076923078
2020-05-25,K200,188,37,32,12,0.32432432432432434
2020-05-25,KOSPI_EX_K200,146,28,15,4,0.14285714285714285
2020-05-25,KOSPI_ALL,334,65,47,15,0.23076923076923078
2020-05-25,KOSDAQ,221,41,24,8,0.1951219512195122
2020-05-25,KOSPI_KOSDAQ_ALL,555,107,71,24,0.22429906542056074
2020-05-25,KOSDAQ_PLUS_KOSPI_EX_K200,367,69,39,12,0.17391304347826086
2020-06-01,K200,188,37,32,13,0.35135135135135137
2020-06-01,KOSPI_EX_K200,144,27,14,5,0.18518518518518517
2020-06-01,KOSPI_ALL,332,65,47,18,0.27692307692307694
2020-06-01,KOSDAQ,219,41,24,9,0.21951219512195122
2020-06-01,KOSPI_KOSDAQ_ALL,551,106,71,24,0.22641509433962265
2020-06-01,KOSDAQ_PLUS_KOSPI_EX_K200,363,68,39,13,0.19117647058823528
2020-06-08,K200,189,37,32,10,0.2702702702702703
2020-06-08,KOSPI_EX_K200,146,27,15,2,0.07407407407407407
2020-06-08,KOSPI_ALL,335,65,48,12,0.18461538461538463
2020-06-08,KOSDAQ,230,43,25,4,0.09302325581395349
2020-06-08,KOSPI_KOSDAQ_ALL,565,109,73,15,0.13761467889908258
2020-06-08,KOSDAQ_PLUS_KOSPI_EX_K200,376,71,40,7,0.09859154929577464
2020-06-15,K200,192,38,34,12,0.3157894736842105
2020-06-15,KOSPI_EX_K200,128,24,13,4,0.16666666666666666
2020-06-15,KOSPI_ALL,320,62,47,16,0.25806451612903225
2020-06-15,KOSDAQ,199,37,24,6,0.16216216216216217
2020-06-15,KOSPI_KOSDAQ_ALL,519,100,71,18,0.18
2020-06-15,KOSDAQ_PLUS_KOSPI_EX_K200,327,61,37,10,0.16393442622950818
2020-06-22,K200,192,38,34,14,0.3684210526315789
2020-06-22,KOSPI_EX_K200,138,26,14,3,0.11538461538461539
2020-06-22,KOSPI_ALL,330,64,48,14,0.21875
2020-06-22,KOSDAQ,226,42,26,5,0.11904761904761904
2020-06-22,KOSPI_KOSDAQ_ALL,556,107,74,18,0.16822429906542055
2020-06-22,KOSDAQ_PLUS_KOSPI_EX_K200,364,68,40,6,0.08823529411764706
2020-06-29,K200,192,38,34,13,0.34210526315789475
2020-06-29,KOSPI_EX_K200,131,24,14,3,0.125
2020-06-29,KOSPI_ALL,323,63,48,15,0.23809523809523808
2020-06-29,KOSDAQ,223,42,26,7,0.16666666666666666
2020-06-29,KOSPI_KOSDAQ_ALL,546,105,74,24,0.22857142857142856
2020-06-29,KOSDAQ_PLUS_KOSPI_EX_K200,354,67,40,11,0.16417910447761194
2020-07-06,K200,192,38,33,18,0.47368421052631576
2020-07-06,KOSPI_EX_K200,136,25,14,4,0.16
2020-07-06,KOSPI_ALL,328,64,47,21,0.328125
2020-07-06,KOSDAQ,234,44,26,7,0.1590909090909091
2020-07-06,KOSPI_KOSDAQ_ALL,562,108,74,23,0.21296296296296297
2020-07-06,KOSDAQ_PLUS_KOSPI_EX_K200,370,70,40,12,0.17142857142857143
2020-07-13,K200,192,38,33,15,0.39473684210526316
2020-07-13,KOSPI_EX_K200,137,25,14,3,0.12
2020-07-13,KOSPI_ALL,329,64,48,17,0.265625
2020-07-13,KOSDAQ,248,46,28,10,0.21739130434782608
2020-07-13,KOSPI_KOSDAQ_ALL,577,111,76,21,0.1891891891891892
2020-07-13,KOSDAQ_PLUS_KOSPI_EX_K200,385,72,42,16,0.2222222222222222
2020-07-20,K200,192,38,34,11,0.2894736842105263
2020-07-20,KOSPI_EX_K200,138,26,14,4,0.15384615384615385
2020-07-20,KOSPI_ALL,330,64,48,15,0.234375
2020-07-20,KOSDAQ,249,46,27,8,0.17391304347826086
2020-07-20,KOSPI_KOSDAQ_ALL,579,111,75,21,0.1891891891891892
2020-07-20,KOSDAQ_PLUS_KOSPI_EX_K200,387,72,41,15,0.20833333333333334
2020-07-27,K200,192,38,34,10,0.2631578947368421
2020-07-27,KOSPI_EX_K200,141,26,14,4,0.15384615384615385
2020-07-27,KOSPI_ALL,333,65,49,12,0.18461538461538463
2020-07-27,KOSDAQ,253,47,28,9,0.19148936170212766
2020-07-27,KOSPI_KOSDAQ_ALL,586,112,77,17,0.15178571428571427
2020-07-27,KOSDAQ_PLUS_KOSPI_EX_K200,394,74,42,15,0.20270270270270271
2020-08-03,K200,192,38,33,14,0.3684210526315789
2020-08-03,KOSPI_EX_K200,145,27,15,4,0.14814814814814814
2020-08-03,KOSPI_ALL,337,66,49,13,0.19696969696969696
2020-08-03,KOSDAQ,261,49,28,7,0.14285714285714285
2020-08-03,KOSPI_KOSDAQ_ALL,598,115,77,19,0.16521739130434782
2020-08-03,KOSDAQ_PLUS_KOSPI_EX_K200,406,76,43,13,0.17105263157894737
2020-08-10,K200,192,38,33,14,0.3684210526315789
2020-08-10,KOSPI_EX_K200,154,29,15,3,0.10344827586206896
2020-08-10,KOSPI_ALL,346,67,49,16,0.23880597014925373
2020-08-10,KOSDAQ,277,52,28,7,0.1346153846153846
2020-08-10,KOSPI_KOSDAQ_ALL,623,120,78,24,0.2
2020-08-10,KOSDAQ_PLUS_KOSPI_EX_K200,431,81,44,13,0.16049382716049382
2020-08-18,K200,192,38,33,16,0.42105263157894735
2020-08-18,KOSPI_EX_K200,147,28,15,3,0.10714285714285714
2020-08-18,KOSPI_ALL,339,66,48,16,0.24242424242424243
2020-08-18,KOSDAQ,249,47,25,9,0.19148936170212766
2020-08-18,KOSPI_KOSDAQ_ALL,588,113,73,24,0.21238938053097345
2020-08-18,KOSDAQ_PLUS_KOSPI_EX_K200,396,75,40,13,0.17333333333333334
2020-08-25,K200,192,38,33,12,0.3157894736842105
2020-08-25,KOSPI_EX_K200,151,29,15,4,0.13793103448275862
2020-08-25,KOSPI_ALL,343,67,48,15,0.22388059701492538
2020-08-25,KOSDAQ,259,48,25,8,0.16666666666666666
2020-08-25,KOSPI_KOSDAQ_ALL,602,116,73,20,0.1724137931034483
2020-08-25,KOSDAQ_PLUS_KOSPI_EX_K200,410,77,40,10,0.12987012987012986
2020-09-01,K200,192,38,32,12,0.3157894736842105
2020-09-01,KOSPI_EX_K200,153,29,15,2,0.06896551724137931
2020-09-01,KOSPI_ALL,345,67,48,14,0.208955223880597
2020-09-01,KOSDAQ,269,50,25,5,0.1
2020-09-01,KOSPI_KOSDAQ_ALL,614,118,73,17,0.1440677966101695
2020-09-01,KOSDAQ_PLUS_KOSPI_EX_K200,422,80,40,8,0.1
2020-09-08,K200,192,38,33,11,0.2894736842105263
2020-09-08,KOSPI_EX_K200,161,30,15,3,0.1
2020-09-08,KOSPI_ALL,353,69,48,13,0.18840579710144928
2020-09-08,KOSDAQ,286,53,27,6,0.11320754716981132
2020-09-08,KOSPI_KOSDAQ_ALL,639,122,75,13,0.10655737704918032
2020-09-08,KOSDAQ_PLUS_KOSPI_EX_K200,447,84,42,8,0.09523809523809523
2020-09-15,K200,192,38,33,14,0.3684210526315789
2020-09-15,KOSPI_EX_K200,163,31,15,2,0.06451612903225806
2020-09-15,KOSPI_ALL,355,69,49,13,0.18840579710144928
2020-09-15,KOSDAQ,299,55,27,4,0.07272727272727272
2020-09-15,KOSPI_KOSDAQ_ALL,654,125,76,16,0.128
2020-09-15,KOSDAQ_PLUS_KOSPI_EX_K200,462,86,43,7,0.08139534883720931
2020-09-22,K200,192,38,33,12,0.3157894736842105
2020-09-22,KOSPI_EX_K200,155,29,15,5,0.1724137931034483
2020-09-22,KOSPI_ALL,347,68,49,17,0.25
2020-09-22,KOSDAQ,273,51,27,5,0.09803921568627451
2020-09-22,KOSPI_KOSDAQ_ALL,620,119,76,18,0.15126050420168066
2020-09-22,KOSDAQ_PLUS_KOSPI_EX_K200,428,81,42,10,0.12345679012345678
2020-09-29,K200,192,38,33,15,0.39473684210526316
2020-09-29,KOSPI_EX_K200,156,30,15,7,0.23333333333333334
2020-09-29,KOSPI_ALL,348,68,48,19,0.27941176470588236
2020-09-29,KOSDAQ,283,53,27,4,0.07547169811320754
2020-09-29,KOSPI_KOSDAQ_ALL,631,121,76,21,0.17355371900826447
2020-09-29,KOSDAQ_PLUS_KOSPI_EX_K200,439,83,43,12,0.14457831325301204
2020-10-12,K200,192,38,33,14,0.3684210526315789
2020-10-12,KOSPI_EX_K200,166,31,15,5,0.16129032258064516
2020-10-12,KOSPI_ALL,358,70,48,14,0.2
2020-10-12,KOSDAQ,294,54,28,5,0.09259259259259259
2020-10-12,KOSPI_KOSDAQ_ALL,652,124,76,21,0.1693548387096774
2020-10-12,KOSDAQ_PLUS_KOSPI_EX_K200,460,86,43,12,0.13953488372093023
2020-10-19,K200,192,38,33,13,0.34210526315789475
2020-10-19,KOSPI_EX_K200,160,31,15,2,0.06451612903225806
2020-10-19,KOSPI_ALL,352,69,49,12,0.17391304347826086
2020-10-19,KOSDAQ,280,52,27,3,0.057692307692307696
2020-10-19,KOSPI_KOSDAQ_ALL,632,122,76,19,0.1557377049180328
2020-10-19,KOSDAQ_PLUS_KOSPI_EX_K200,440,83,43,8,0.0963855421686747
2020-10-26,K200,192,38,33,14,0.3684210526315789
2020-10-26,KOSPI_EX_K200,153,29,15,4,0.13793103448275862
2020-10-26,KOSPI_ALL,345,67,49,16,0.23880597014925373
2020-10-26,KOSDAQ,264,49,27,7,0.14285714285714285
2020-10-26,KOSPI_KOSDAQ_ALL,609,117,76,23,0.19658119658119658
2020-10-26,KOSDAQ_PLUS_KOSPI_EX_K200,417,79,42,10,0.12658227848101267
2020-11-02,K200,192,38,33,14,0.3684210526315789
2020-11-02,KOSPI_EX_K200,156,30,15,4,0.13333333333333333
2020-11-02,KOSPI_ALL,348,68,49,16,0.23529411764705882
2020-11-02,KOSDAQ,275,51,26,2,0.0392156862745098
2020-11-02,KOSPI_KOSDAQ_ALL,623,119,76,19,0.15966386554621848
2020-11-02,KOSDAQ_PLUS_KOSPI_EX_K200,431,81,42,7,0.08641975308641975
2020-11-09,K200,192,38,33,14,0.3684210526315789
2020-11-09,KOSPI_EX_K200,166,32,15,3,0.09375
2020-11-09,KOSPI_ALL,358,70,49,16,0.22857142857142856
2020-11-09,KOSDAQ,294,54,27,4,0.07407407407407407
2020-11-09,KOSPI_KOSDAQ_ALL,652,124,77,14,0.11290322580645161
2020-11-09,KOSDAQ_PLUS_KOSPI_EX_K200,460,86,43,10,0.11627906976744186
2020-11-16,K200,192,38,33,13,0.34210526315789475
2020-11-16,KOSPI_EX_K200,173,33,16,7,0.21212121212121213
2020-11-16,KOSPI_ALL,365,71,50,15,0.2112676056338028
2020-11-16,KOSDAQ,294,55,27,6,0.10909090909090909
2020-11-16,KOSPI_KOSDAQ_ALL,659,126,77,18,0.14285714285714285
2020-11-16,KOSDAQ_PLUS_KOSPI_EX_K200,467,88,44,13,0.14772727272727273
2020-11-23,K200,192,38,33,14,0.3684210526315789
2020-11-23,KOSPI_EX_K200,176,34,16,5,0.14705882352941177
2020-11-23,KOSPI_ALL,368,72,49,18,0.25
2020-11-23,KOSDAQ,305,57,28,5,0.08771929824561403
2020-11-23,KOSPI_KOSDAQ_ALL,673,129,78,22,0.17054263565891473
2020-11-23,KOSDAQ_PLUS_KOSPI_EX_K200,481,91,44,10,0.10989010989010989
2020-11-30,K200,192,38,33,12,0.3157894736842105
2020-11-30,KOSPI_EX_K200,181,35,16,4,0.11428571428571428
2020-11-30,KOSPI_ALL,373,73,50,14,0.1917808219178082
2020-11-30,KOSDAQ,307,57,28,3,0.05263157894736842
2020-11-30,KOSPI_KOSDAQ_ALL,680,131,78,15,0.11450381679389313
2020-11-30,KOSDAQ_PLUS_KOSPI_EX_K200,488,93,44,7,0.07526881720430108
2020-12-07,K200,192,38,33,10,0.2631578947368421
2020-12-07,KOSPI_EX_K200,185,35,16,3,0.08571428571428572
2020-12-07,KOSPI_ALL,377,74,50,12,0.16216216216216217
2020-12-07,KOSDAQ,315,59,28,3,0.05084745762711865
2020-12-07,KOSPI_KOSDAQ_ALL,692,133,79,13,0.09774436090225563
2020-12-07,KOSDAQ_PLUS_KOSPI_EX_K200,500,95,45,6,0.06315789473684211
2020-12-14,K200,193,38,33,10,0.2631578947368421
2020-12-14,KOSPI_EX_K200,188,36,16,5,0.1388888888888889
2020-12-14,KOSPI_ALL,381,74,49,16,0.21621621621621623
2020-12-14,KOSDAQ,321,59,28,5,0.0847457627118644
2020-12-14,KOSPI_KOSDAQ_ALL,702,134,78,18,0.13432835820895522
2020-12-14,KOSDAQ_PLUS_KOSPI_EX_K200,509,96,44,6,0.0625
2020-12-21,K200,193,38,33,12,0.3157894736842105
2020-12-21,KOSPI_EX_K200,196,38,17,5,0.13157894736842105
2020-12-21,KOSPI_ALL,389,76,51,15,0.19736842105263158
2020-12-21,KOSDAQ,329,61,30,6,0.09836065573770492
2020-12-21,KOSPI_KOSDAQ_ALL,718,137,81,22,0.16058394160583941
2020-12-21,KOSDAQ_PLUS_KOSPI_EX_K200,525,99,47,13,0.13131313131313133
2020-12-29,K200,193,38,33,10,0.2631578947368421
2020-12-29,KOSPI_EX_K200,188,36,18,3,0.08333333333333333
2020-12-29,KOSPI_ALL,381,74,51,14,0.1891891891891892
2020-12-29,KOSDAQ,327,60,29,6,0.1
