date,universe,eligible_n,mom_n,rev_n,mom_rev_overlap_n,mom_rev_overlap_share_mom
2018-05-24,KOSPI_EX_K200,179,34,18,6,0.17647058823529413
2018-05-24,KOSPI_ALL,372,72,52,22,0.3055555555555556
2018-05-24,KOSDAQ,225,42,26,12,0.2857142857142857
2018-05-24,KOSPI_KOSDAQ_ALL,597,114,78,36,0.3157894736842105
2018-05-24,KOSDAQ_PLUS_KOSPI_EX_K200,404,76,44,18,0.23684210526315788
2018-05-31,K200,193,38,34,13,0.34210526315789475
2018-05-31,KOSPI_EX_K200,182,35,18,5,0.14285714285714285
2018-05-31,KOSPI_ALL,375,73,52,19,0.2602739726027397
2018-05-31,KOSDAQ,234,44,26,12,0.2727272727272727
2018-05-31,KOSPI_KOSDAQ_ALL,609,117,79,30,0.2564102564102564
2018-05-31,KOSDAQ_PLUS_KOSPI_EX_K200,416,79,45,19,0.24050632911392406
2018-06-08,K200,193,38,34,7,0.18421052631578946
2018-06-08,KOSPI_EX_K200,181,34,19,5,0.14705882352941177
2018-06-08,KOSPI_ALL,374,72,53,14,0.19444444444444445
2018-06-08,KOSDAQ,228,43,26,10,0.23255813953488372
2018-06-08,KOSPI_KOSDAQ_ALL,602,116,80,28,0.2413793103448276
2018-06-08,KOSDAQ_PLUS_KOSPI_EX_K200,409,78,46,18,0.23076923076923078
2018-06-18,K200,193,37,34,9,0.24324324324324326
2018-06-18,KOSPI_EX_K200,174,33,19,6,0.18181818181818182
2018-06-18,KOSPI_ALL,367,71,53,15,0.2112676056338028
2018-06-18,KOSDAQ,216,40,26,8,0.2
2018-06-18,KOSPI_KOSDAQ_ALL,583,112,79,21,0.1875
2018-06-18,KOSDAQ_PLUS_KOSPI_EX_K200,390,74,45,14,0.1891891891891892
2018-06-25,K200,193,37,34,8,0.21621621621621623
2018-06-25,KOSPI_EX_K200,165,31,17,6,0.1935483870967742
2018-06-25,KOSPI_ALL,358,69,51,17,0.2463768115942029
2018-06-25,KOSDAQ,213,40,25,6,0.15
2018-06-25,KOSPI_KOSDAQ_ALL,571,110,77,24,0.21818181818181817
2018-06-25,KOSDAQ_PLUS_KOSPI_EX_K200,378,72,43,14,0.19444444444444445
2018-07-02,K200,193,37,34,12,0.32432432432432434
2018-07-02,KOSPI_EX_K200,150,28,17,7,0.25
2018-07-02,KOSPI_ALL,343,66,52,18,0.2727272727272727
2018-07-02,KOSDAQ,195,36,24,9,0.25
2018-07-02,KOSPI_KOSDAQ_ALL,538,103,76,27,0.2621359223300971
2018-07-02,KOSDAQ_PLUS_KOSPI_EX_K200,345,65,42,16,0.24615384615384617
2018-07-09,K200,193,38,34,12,0.3157894736842105
2018-07-09,KOSPI_EX_K200,152,29,17,7,0.2413793103448276
2018-07-09,KOSPI_ALL,345,67,52,18,0.26865671641791045
2018-07-09,KOSDAQ,202,37,24,8,0.21621621621621623
2018-07-09,KOSPI_KOSDAQ_ALL,547,105,76,28,0.26666666666666666
2018-07-09,KOSDAQ_PLUS_KOSPI_EX_K200,354,67,42,17,0.2537313432835821
2018-07-16,K200,194,38,34,11,0.2894736842105263
2018-07-16,KOSPI_EX_K200,156,29,17,8,0.27586206896551724
2018-07-16,KOSPI_ALL,350,67,52,22,0.3283582089552239
2018-07-16,KOSDAQ,212,40,25,9,0.225
2018-07-16,KOSPI_KOSDAQ_ALL,562,107,77,28,0.2616822429906542
2018-07-16,KOSDAQ_PLUS_KOSPI_EX_K200,368,69,43,18,0.2608695652173913
2018-07-23,K200,194,38,34,10,0.2631578947368421
2018-07-23,KOSPI_EX_K200,147,27,17,7,0.25925925925925924
2018-07-23,KOSPI_ALL,341,65,51,17,0.26153846153846155
2018-07-23,KOSDAQ,193,36,23,10,0.2777777777777778
2018-07-23,KOSPI_KOSDAQ_ALL,534,102,75,29,0.28431372549019607
2018-07-23,KOSDAQ_PLUS_KOSPI_EX_K200,340,64,40,19,0.296875
2018-07-30,K200,194,38,34,12,0.3157894736842105
2018-07-30,KOSPI_EX_K200,156,29,17,7,0.2413793103448276
2018-07-30,KOSPI_ALL,350,67,52,20,0.29850746268656714
2018-07-30,KOSDAQ,198,37,24,12,0.32432432432432434
2018-07-30,KOSPI_KOSDAQ_ALL,548,104,76,30,0.28846153846153844
2018-07-30,KOSDAQ_PLUS_KOSPI_EX_K200,354,66,41,20,0.30303030303030304
2018-08-06,K200,194,38,35,12,0.3157894736842105
2018-08-06,KOSPI_EX_K200,162,30,18,8,0.26666666666666666
2018-08-06,KOSPI_ALL,356,68,53,19,0.27941176470588236
2018-08-06,KOSDAQ,204,38,25,9,0.23684210526315788
2018-08-06,KOSPI_KOSDAQ_ALL,560,106,78,35,0.330188679245283
2018-08-06,KOSDAQ_PLUS_KOSPI_EX_K200,366,68,43,19,0.27941176470588236
2018-08-13,K200,194,38,35,11,0.2894736842105263
2018-08-13,KOSPI_EX_K200,156,28,17,8,0.2857142857142857
2018-08-13,KOSPI_ALL,350,66,53,20,0.30303030303030304
2018-08-13,KOSDAQ,193,37,23,9,0.24324324324324326
2018-08-13,KOSPI_KOSDAQ_ALL,543,104,76,28,0.2692307692307692
2018-08-13,KOSDAQ_PLUS_KOSPI_EX_K200,349,66,41,17,0.25757575757575757
2018-08-21,K200,194,38,35,15,0.39473684210526316
2018-08-21,KOSPI_EX_K200,160,29,17,8,0.27586206896551724
2018-08-21,KOSPI_ALL,354,67,52,20,0.29850746268656714
2018-08-21,KOSDAQ,202,38,23,9,0.23684210526315788
2018-08-21,KOSPI_KOSDAQ_ALL,556,106,76,29,0.27358490566037735
2018-08-21,KOSDAQ_PLUS_KOSPI_EX_K200,362,68,41,18,0.2647058823529412
2018-08-28,K200,194,38,34,13,0.34210526315789475
2018-08-28,KOSPI_EX_K200,158,29,17,7,0.2413793103448276
2018-08-28,KOSPI_ALL,352,67,52,21,0.31343283582089554
2018-08-28,KOSDAQ,208,39,24,6,0.15384615384615385
2018-08-28,KOSPI_KOSDAQ_ALL,560,106,77,26,0.24528301886792453
2018-08-28,KOSDAQ_PLUS_KOSPI_EX_K200,366,68,42,15,0.22058823529411764
2018-09-04,K200,194,38,34,12,0.3157894736842105
2018-09-04,KOSPI_EX_K200,164,30,17,5,0.16666666666666666
2018-09-04,KOSPI_ALL,358,68,52,20,0.29411764705882354
2018-09-04,KOSDAQ,216,41,25,3,0.07317073170731707
2018-09-04,KOSPI_KOSDAQ_ALL,574,109,77,23,0.21100917431192662
2018-09-04,KOSDAQ_PLUS_KOSPI_EX_K200,380,71,43,11,0.15492957746478872
2018-09-11,K200,194,38,34,12,0.3157894736842105
2018-09-11,KOSPI_EX_K200,168,31,19,8,0.25806451612903225
2018-09-11,KOSPI_ALL,362,69,53,22,0.3188405797101449
2018-09-11,KOSDAQ,218,41,25,4,0.0975609756097561
2018-09-11,KOSPI_KOSDAQ_ALL,580,110,79,26,0.23636363636363636
2018-09-11,KOSDAQ_PLUS_KOSPI_EX_K200,386,72,44,14,0.19444444444444445
2018-09-18,K200,194,38,34,9,0.23684210526315788
2018-09-18,KOSPI_EX_K200,168,31,19,8,0.25806451612903225
2018-09-18,KOSPI_ALL,362,69,54,17,0.2463768115942029
2018-09-18,KOSDAQ,219,41,25,3,0.07317073170731707
2018-09-18,KOSPI_KOSDAQ_ALL,581,111,79,19,0.17117117117117117
2018-09-18,KOSDAQ_PLUS_KOSPI_EX_K200,387,73,45,11,0.1506849315068493
2018-09-28,K200,193,37,33,11,0.2972972972972973
2018-09-28,KOSPI_EX_K200,167,31,19,8,0.25806451612903225
2018-09-28,KOSPI_ALL,360,68,52,19,0.27941176470588236
2018-09-28,KOSDAQ,214,41,25,4,0.0975609756097561
2018-09-28,KOSPI_KOSDAQ_ALL,574,109,78,24,0.22018348623853212
2018-09-28,KOSDAQ_PLUS_KOSPI_EX_K200,381,72,44,12,0.16666666666666666
2018-10-08,K200,191,37,33,12,0.32432432432432434
2018-10-08,KOSPI_EX_K200,160,29,18,6,0.20689655172413793
2018-10-08,KOSPI_ALL,351,67,52,17,0.2537313432835821
2018-10-08,KOSDAQ,196,37,24,9,0.24324324324324326
2018-10-08,KOSPI_KOSDAQ_ALL,547,104,76,27,0.25961538461538464
2018-10-08,KOSDAQ_PLUS_KOSPI_EX_K200,356,67,42,16,0.23880597014925373
2018-10-16,K200,191,37,33,13,0.35135135135135137
2018-10-16,KOSPI_EX_K200,150,27,18,7,0.25925925925925924
2018-10-16,KOSPI_ALL,341,65,51,18,0.27692307692307694
2018-10-16,KOSDAQ,180,34,21,9,0.2647058823529412
2018-10-16,KOSPI_KOSDAQ_ALL,521,99,73,29,0.29292929292929293
2018-10-16,KOSDAQ_PLUS_KOSPI_EX_K200,330,62,39,17,0.27419354838709675
2018-10-23,K200,191,37,33,14,0.3783783783783784
2018-10-23,KOSPI_EX_K200,142,26,17,6,0.23076923076923078
2018-10-23,KOSPI_ALL,333,63,51,20,0.31746031746031744
2018-10-23,KOSDAQ,182,35,22,8,0.22857142857142856
2018-10-23,KOSPI_KOSDAQ_ALL,515,98,73,31,0.3163265306122449
2018-10-23,KOSDAQ_PLUS_KOSPI_EX_K200,324,61,40,17,0.2786885245901639
2018-10-30,K200,191,37,33,11,0.2972972972972973
2018-10-30,KOSPI_EX_K200,127,23,16,4,0.17391304347826086
2018-10-30,KOSPI_ALL,318,60,49,19,0.31666666666666665
2018-10-30,KOSDAQ,152,29,18,8,0.27586206896551724
2018-10-30,KOSPI_KOSDAQ_ALL,470,90,68,27,0.3
2018-10-30,KOSDAQ_PLUS_KOSPI_EX_K200,279,53,35,17,0.32075471698113206
2018-11-06,K200,191,37,34,11,0.2972972972972973
2018-11-06,KOSPI_EX_K200,139,25,17,6,0.24
2018-11-06,KOSPI_ALL,330,63,51,17,0.2698412698412698
2018-11-06,KOSDAQ,175,34,21,4,0.11764705882352941
2018-11-06,KOSPI_KOSDAQ_ALL,505,97,73,23,0.23711340206185566
2018-11-06,KOSDAQ_PLUS_KOSPI_EX_K200,314,59,39,13,0.22033898305084745
2018-11-13,K200,191,37,34,10,0.2702702702702703
2018-11-13,KOSPI_EX_K200,138,25,17,4,0.16
2018-11-13,KOSPI_ALL,329,63,51,14,0.2222222222222222
2018-11-13,KOSDAQ,170,33,21,7,0.21212121212121213
2018-11-13,KOSPI_KOSDAQ_ALL,499,96,72,22,0.22916666666666666
2018-11-13,KOSDAQ_PLUS_KOSPI_EX_K200,308,58,38,11,0.1896551724137931
2018-11-20,K200,192,37,34,9,0.24324324324324326
2018-11-20,KOSPI_EX_K200,136,25,16,5,0.2
2018-11-20,KOSPI_ALL,328,62,51,14,0.22580645161290322
2018-11-20,KOSDAQ,170,33,21,9,0.2727272727272727
2018-11-20,KOSPI_KOSDAQ_ALL,498,95,72,25,0.2631578947368421
2018-11-20,KOSDAQ_PLUS_KOSPI_EX_K200,306,58,38,16,0.27586206896551724
2018-11-27,K200,192,37,34,10,0.2702702702702703
2018-11-27,KOSPI_EX_K200,141,26,16,9,0.34615384615384615
2018-11-27,KOSPI_ALL,333,63,51,18,0.2857142857142857
2018-11-27,KOSDAQ,168,32,20,4,0.125
2018-11-27,KOSPI_KOSDAQ_ALL,501,96,71,22,0.22916666666666666
2018-11-27,KOSDAQ_PLUS_KOSPI_EX_K200,309,59,36,13,0.22033898305084745
2018-12-04,K200,192,37,34,10,0.2702702702702703
2018-12-04,KOSPI_EX_K200,146,27,17,6,0.2222222222222222
2018-12-04,KOSPI_ALL,338,64,52,16,0.25
2018-12-04,KOSDAQ,170,33,21,4,0.12121212121212122
2018-12-04,KOSPI_KOSDAQ_ALL,508,98,73,20,0.20408163265306123
2018-12-04,KOSDAQ_PLUS_KOSPI_EX_K200,316,60,38,11,0.18333333333333332
2018-12-11,K200,192,37,35,7,0.1891891891891892
2018-12-11,KOSPI_EX_K200,136,25,15,9,0.36
2018-12-11,KOSPI_ALL,328,63,50,12,0.19047619047619047
2018-12-11,KOSDAQ,155,30,19,7,0.23333333333333334
2018-12-11,KOSPI_KOSDAQ_ALL,483,93,70,20,0.21505376344086022
2018-12-11,KOSDAQ_PLUS_KOSPI_EX_K200,291,55,35,14,0.2545454545454545
2018-12-18,K200,192,37,34,12,0.32432432432432434
2018-12-18,KOSPI_EX_K200,136,25,15,5,0.2
2018-12-18,KOSPI_ALL,328,63,49,17,0.2698412698412698
2018-12-18,KOSDAQ,155,30,19,3,0.1
2018-12-18,KOSPI_KOSDAQ_ALL,483,93,69,17,0.1827956989247312
2018-12-18,KOSDAQ_PLUS_KOSPI_EX_K200,291,55,34,7,0.12727272727272726
2018-12-26,K200,192,37,34,6,0.16216216216216217
2018-12-26,KOSPI_EX_K200,137,25,15,2,0.08
2018-12-26,KOSPI_ALL,329,63,49,12,0.19047619047619047
2018-12-26,KOSDAQ,156,30,19,2,0.06666666666666667
2018-12-26,KOSPI_KOSDAQ_ALL,485,93,69,13,0.13978494623655913
2018-12-26,KOSDAQ_PLUS_KOSPI_EX_K200,293,55,35,6,0.10909090909090909
2019-01-04,K200,192,37,34,9,0.24324324324324326
2019-01-04,KOSPI_EX_K200,135,25,15,4,0.16
2019-01-04,KOSPI_ALL,327,62,49,14,0.22580645161290322
2019-01-04,KOSDAQ,154,29,18,3,0.10344827586206896
2019-01-04,KOSPI_KOSDAQ_ALL,481,92,67,21,0.22826086956521738
2019-01-04,KOSDAQ_PLUS_KOSPI_EX_K200,289,54,33,7,0.12962962962962962
2019-01-11,K200,192,38,34,13,0.34210526315789475
2019-01-11,KOSPI_EX_K200,142,26,15,3,0.11538461538461539
2019-01-11,KOSPI_ALL,334,64,49,14,0.21875
2019-01-11,KOSDAQ,165,32,19,4,0.125
2019-01-11,KOSPI_KOSDAQ_ALL,499,96,68,18,0.1875
2019-01-11,KOSDAQ_PLUS_KOSPI_EX_K200,307,58,34,9,0.15517241379310345
2019-01-18,K200,192,38,34,16,0.42105263157894735
2019-01-18,KOSPI_EX_K200,151,28,15,2,0.07142857142857142
2019-01-18,KOSPI_ALL,343,66,49,15,0.22727272727272727
2019-01-18,KOSDAQ,172,33,20,3,0.09090909090909091
2019-01-18,KOSPI_KOSDAQ_ALL,515,99,69,22,0.2222222222222222
2019-01-18,KOSDAQ_PLUS_KOSPI_EX_K200,323,61,35,8,0.13114754098360656
2019-01-25,K200,192,38,33,12,0.3157894736842105
2019-01-25,KOSPI_EX_K200,153,29,16,2,0.06896551724137931
2019-01-25,KOSPI_ALL,345,67,49,10,0.14925373134328357
2019-01-25,KOSDAQ,183,35,20,4,0.11428571428571428
2019-01-25,KOSPI_KOSDAQ_ALL,528,102,70,17,0.16666666666666666
2019-01-25,KOSDAQ_PLUS_KOSPI_EX_K200,336,64,36,8,0.125
2019-02-01,K200,192,38,33,10,0.2631578947368421
2019-02-01,KOSPI_EX_K200,154,29,16,5,0.1724137931034483
2019-02-01,KOSPI_ALL,346,67,49,12,0.1791044776119403
2019-02-01,KOSDAQ,181,35,20,6,0.17142857142857143
2019-02-01,KOSPI_KOSDAQ_ALL,527,102,70,20,0.19607843137254902
2019-02-01,KOSDAQ_PLUS_KOSPI_EX_K200,335,64,36,10,0.15625
2019-02-13,K200,193,38,33,11,0.2894736842105263
2019-02-13,KOSPI_EX_K200,163,31,16,2,0.06451612903225806
2019-02-13,KOSPI_ALL,356,69,49,13,0.18840579710144928
2019-02-13,KOSDAQ,185,35,19,6,0.17142857142857143
2019-02-13,KOSPI_KOSDAQ_ALL,541,104,69,22,0.21153846153846154
2019-02-13,KOSDAQ_PLUS_KOSPI_EX_K200,348,66,35,10,0.15151515151515152
2019-02-20,K200,193,38,33,12,0.3157894736842105
2019-02-20,KOSPI_EX_K200,160,30,16,4,0.13333333333333333
2019-02-20,KOSPI_ALL,353,68,49,17,0.25
2019-02-20,KOSDAQ,193,36,20,5,0.1388888888888889
2019-02-20,KOSPI_KOSDAQ_ALL,546,105,69,23,0.21904761904761905
2019-02-20,KOSDAQ_PLUS_KOSPI_EX_K200,353,67,36,10,0.14925373134328357
2019-02-27,K200,193,38,33,13,0.34210526315789475
2019-02-27,KOSPI_EX_K200,161,30,16,2,0.06666666666666667
2019-02-27,KOSPI_ALL,354,68,50,15,0.22058823529411764
2019-02-27,KOSDAQ,187,35,19,2,0.05714285714285714
2019-02-27,KOSPI_KOSDAQ_ALL,541,104,69,23,0.22115384615384615
2019-02-27,KOSDAQ_PLUS_KOSPI_EX_K200,348,66,36,9,0.13636363636363635
2019-03-07,K200,193,38,32,11,0.2894736842105263
2019-03-07,KOSPI_EX_K200,157,29,15,7,0.2413793103448276
2019-03-07,KOSPI_ALL,350,67,47,15,0.22388059701492538
2019-03-07,KOSDAQ,193,36,19,6,0.16666666666666666
2019-03-07,KOSPI_KOSDAQ_ALL,543,104,67,26,0.25
2019-03-07,KOSDAQ_PLUS_KOSPI_EX_K200,350,66,35,13,0.19696969696969696
2019-03-14,K200,193,38,32,12,0.3157894736842105
2019-03-14,KOSPI_EX_K200,160,30,15,7,0.23333333333333334
2019-03-14,KOSPI_ALL,353,68,48,22,0.3235294117647059
2019-03-14,KOSDAQ,197,37,20,7,0.1891891891891892
2019-03-14,KOSPI_KOSDAQ_ALL,550,105,69,25,0.23809523809523808
2019-03-14,KOSDAQ_PLUS_KOSPI_EX_K200,357,67,36,13,0.19402985074626866
2019-03-21,K200,193,38,32,13,0.34210526315789475
2019-03-21,KOSPI_EX_K200,163,30,15,6,0.2
2019-03-21,KOSPI_ALL,356,68,48,22,0.3235294117647059
2019-03-21,KOSDAQ,198,37,20,8,0.21621621621621623
2019-03-21,KOSPI_KOSDAQ_ALL,554,106,68,23,0.2169811320754717
2019-03-21,KOSDAQ_PLUS_KOSPI_EX_K200,361,68,35,15,0.22058823529411764
2019-03-28,K200,193,38,32,11,0.2894736842105263
2019-03-28,KOSPI_EX_K200,155,29,15,8,0.27586206896551724
2019-03-28,KOSPI_ALL,348,67,48,19,0.2835820895522388
2019-03-28,KOSDAQ,191,36,20,4,0.1111111111111111
2019-03-28,KOSPI_KOSDAQ_ALL,539,103,69,27,0.2621359223300971
2019-03-28,KOSDAQ_PLUS_KOSPI_EX_K200,346,65,36,13,0.2
2019-04-04,K200,193,38,32,12,0.3157894736842105
2019-04-04,KOSPI_EX_K200,158,29,15,7,0.2413793103448276
2019-04-04,KOSPI_ALL,351,67,47,13,0.19402985074626866
2019-04-04,KOSDAQ,200,38,22,9,0.23684210526315788
2019-04-04,KOSPI_KOSDAQ_ALL,551,105,69,25,0.23809523809523808
2019-04-04,KOSDAQ_PLUS_KOSPI_EX_K200,358,67,37,15,0.22388059701492538
2019-04-11,K200,193,38,32,11,0.2894736842105263
2019-04-11,KOSPI_EX_K200,169,31,16,7,0.22580645161290322
2019-04-11,KOSPI_ALL,362,69,48,17,0.2463768115942029
2019-04-11,KOSDAQ,210,40,22,9,0.225
2019-04-11,KOSPI_KOSDAQ_ALL,572,110,71,26,0.23636363636363636
2019-04-11,KOSDAQ_PLUS_KOSPI_EX_K200,379,72,38,16,0.2222222222222222
2019-04-18,K200,193,38,33,8,0.21052631578947367
2019-04-18,KOSPI_EX_K200,169,31,15,6,0.1935483870967742
2019-04-18,KOSPI_ALL,362,69,48,18,0.2608695652173913
2019-04-18,KOSDAQ,207,39,23,8,0.20512820512820512
2019-04-18,KOSPI_KOSDAQ_ALL,569,109,71,26,0.23853211009174313
2019-04-18,KOSDAQ_PLUS_KOSPI_EX_K200,376,71,38,16,0.22535211267605634
2019-04-25,K200,193,38,32,10,0.2631578947368421
2019-04-25,KOSPI_EX_K200,167,31,15,8,0.25806451612903225
2019-04-25,KOSPI_ALL,360,69,48,20,0.2898550724637681
2019-04-25,KOSDAQ,208,40,23,7,0.175
2019-04-25,KOSPI_KOSDAQ_ALL,568,109,71,30,0.27522935779816515
2019-04-25,KOSDAQ_PLUS_KOSPI_EX_K200,375,71,39,16,0.22535211267605634
2019-05-03,K200,193,38,33,11,0.2894736842105263
2019-05-03,KOSPI_EX_K200,167,31,17,10,0.3225806451612903
2019-05-03,KOSPI_ALL,360,69,50,22,0.3188405797101449
2019-05-03,KOSDAQ,216,41,25,10,0.24390243902439024
2019-05-03,KOSPI_KOSDAQ_ALL,576,110,75,34,0.3090909090909091
2019-05-03,KOSDAQ_PLUS_KOSPI_EX_K200,383,72,42,20,0.2777777777777778
2019-05-13,K200,193,38,33,11,0.2894736842105263
2019-05-13,KOSPI_EX_K200,157,29,16,6,0.20689655172413793
2019-05-13,KOSPI_ALL,350,67,50,17,0.2537313432835821
2019-05-13,KOSDAQ,196,37,22,9,0.24324324324324326
2019-05-13,KOSPI_KOSDAQ_ALL,546,104,72,24,0.23076923076923078
2019-05-13,KOSDAQ_PLUS_KOSPI_EX_K200,353,66,39,15,0.22727272727272727
2019-05-20,K200,193,38,33,12,0.3157894736842105
2019-05-20,KOSPI_EX_K200,154,28,16,4,0.14285714285714285
2019-05-20,KOSPI_ALL,347,66,50,18,0.2727272727272727
2019-05-20,KOSDAQ,191,36,22,14,0.3888888888888889
2019-05-20,KOSPI_KOSDAQ_ALL,538,103,72,32,0.3106796116504854
2019-05-20,KOSDAQ_PLUS_KOSPI_EX_K200,345,65,38,18,0.27692307692307694
2019-05-27,K200,193,38,33,9,0.23684210526315788
2019-05-27,KOSPI_EX_K200,151,28,15,7,0.25
2019-05-27,KOSPI_ALL,344,66,49,16,0.24242424242424243
2019-05-27,KOSDAQ,195,37,22,13,0.35135135135135137
2019-05-27,KOSPI_KOSDAQ_ALL,539,103,71,31,0.30097087378640774
2019-05-27,KOSDAQ_PLUS_KOSPI_EX_K200,346,65,37,19,0.2923076923076923
2019-06-03,K200,193,38,33,10,0.2631578947368421
2019-06-03,KOSPI_EX_K200,151,28,16,7,0.25
2019-06-03,KOSPI_ALL,344,66,49,15,0.22727272727272727
2019-06-03,KOSDAQ,196,37,22,14,0.3783783783783784
2019-06-03,KOSPI_KOSDAQ_ALL,540,103,71,27,0.2621359223300971
2019-06-03,KOSDAQ_PLUS_KOSPI_EX_K200,347,65,38,19,0.2923076923076923
2019-06-11,K200,193,38,33,7,0.18421052631578946
2019-06-11,KOSPI_EX_K200,160,29,17,8,0.27586206896551724
2019-06-11,KOSPI_ALL,353,67,50,15,0.22388059701492538
2019-06-11,KOSDAQ,206,39,23,15,0.38461538461538464
2019-06-11,KOSPI_KOSDAQ_ALL,559,107,73,33,0.308411214953271
2019-06-11,KOSDAQ_PLUS_KOSPI_EX_K200,366,69,40,21,0.30434782608695654
2019-06-18,K200,192,38,34,12,0.3157894736842105
2019-06-18,KOSPI_EX_K200,164,30,17,2,0.06666666666666667
2019-06-18,KOSPI_ALL,356,68,51,16,0.23529411764705882
2019-06-18,KOSDAQ,202,38,23,12,0.3157894736842105
2019-06-18,KOSPI_KOSDAQ_ALL,558,107,75,30,0.2803738317757009
2019-06-18,KOSDAQ_PLUS_KOSPI_EX_K200,366,69,41,19,0.2753623188405797
2019-06-25,K200,192,38,34,17,0.4473684210526316
2019-06-25,KOSPI_EX_K200,162,30,17,5,0.16666666666666666
2019-06-25,KOSPI_ALL,354,68,51,16,0.23529411764705882
2019-06-25,KOSDAQ,202,38,24,12,0.3157894736842105
2019-06-25,KOSPI_KOSDAQ_ALL,556,107,75,30,0.2803738317757009
2019-06-25,KOSDAQ_PLUS_KOSPI_EX_K200,364,69,41,18,0.2608695652173913
2019-07-02,K200,192,38,34,13,0.34210526315789475
2019-07-02,KOSPI_EX_K200,161,30,17,4,0.13333333333333333
2019-07-02,KOSPI_ALL,353,68,51,15,0.22058823529411764
2019-07-02,KOSDAQ,200,38,24,12,0.3157894736842105
2019-07-02,KOSPI_KOSDAQ_ALL,553,106,76,28,0.2641509433962264
2019-07-02,KOSDAQ_PLUS_KOSPI_EX_K200,361,68,42,19,0.27941176470588236
2019-07-09,K200,192,38,34,11,0.2894736842105263
2019-07-09,KOSPI_EX_K200,153,28,16,3,0.10714285714285714
2019-07-09,KOSPI_ALL,345,66,50,13,0.19696969696969696
2019-07-09,KOSDAQ,185,35,23,10,0.2857142857142857
2019-07-09,KOSPI_KOSDAQ_ALL,530,102,73,24,0.23529411764705882
2019-07-09,KOSDAQ_PLUS_KOSPI_EX_K200,338,64,39,15,0.234375
2019-07-16,K200,192,38,33,14,0.3684210526315789
2019-07-16,KOSPI_EX_K200,154,29,16,5,0.1724137931034483
2019-07-16,KOSPI_ALL,346,67,50,20,0.29850746268656714
2019-07-16,KOSDAQ,191,36,24,5,0.1388888888888889
2019-07-16,KOSPI_KOSDAQ_ALL,537,104,74,26,0.25
2019-07-16,KOSDAQ_PLUS_KOSPI_EX_K200,345,65,40,13,0.2
2019-07-23,K200,192,38,33,14,0.3684210526315789
2019-07-23,KOSPI_EX_K200,151,28,17,5,0.17857142857142858
2019-07-23,KOSPI_ALL,343,67,50,20,0.29850746268656714
2019-07-23,KOSDAQ,192,36,23,7,0.19444444444444445
2019-07-23,KOSPI_KOSDAQ_ALL,535,103,74,23,0.22330097087378642
2019-07-23,KOSDAQ_PLUS_KOSPI_EX_K200,343,65,40,9,0.13846153846153847
2019-07-30,K200,192,38,34,14,0.3684210526315789
2019-07-30,KOSPI_EX_K200,139,26,16,3,0.11538461538461539
2019-07-30,KOSPI_ALL,331,64,50,18,0.28125
2019-07-30,KOSDAQ,171,33,21,6,0.18181818181818182
2019-07-30,KOSPI_KOSDAQ_ALL,502,98,72,23,0.23469387755102042
2019-07-30,KOSDAQ_PLUS_KOSPI_EX_K200,310,59,37,9,0.15254237288135594
2019-08-06,K200,192,38,34,10,0.2631578947368421
2019-08-06,KOSPI_EX_K200,129,25,15,5,0.2
2019-08-06,KOSPI_ALL,321,63,50,16,0.25396825396825395
2019-08-06,KOSDAQ,151,29,19,7,0.2413793103448276
2019-08-06,KOSPI_KOSDAQ_ALL,472,92,69,22,0.2391304347826087
2019-08-06,KOSDAQ_PLUS_KOSPI_EX_K200,280,54,35,11,0.2037037037037037
2019-08-13,K200,192,38,34,14,0.3684210526315789
2019-08-13,KOSPI_EX_K200,137,26,15,5,0.19230769230769232
2019-08-13,KOSPI_ALL,329,64,49,19,0.296875
2019-08-13,KOSDAQ,163,31,20,9,0.2903225806451613
2019-08-13,KOSPI_KOSDAQ_ALL,492,96,70,24,0.25
2019-08-13,KOSDAQ_PLUS_KOSPI_EX_K200,300,58,36,12,0.20689655172413793
2019-08-21,K200,192,38,33,17,0.4473684210526316
2019-08-21,KOSPI_EX_K200,142,27,15,5,0.18518518518518517
2019-08-21,KOSPI_ALL,334,65,49,23,0.35384615384615387
2019-08-21,KOSDAQ,172,33,21,11,0.3333333333333333
2019-08-21,KOSPI_KOSDAQ_ALL,506,99,70,33,0.3333333333333333
2019-08-21,KOSDAQ_PLUS_KOSPI_EX_K200,314,60,36,17,0.2833333333333333
2019-08-28,K200,192,38,33,14,0.3684210526315789
2019-08-28,KOSPI_EX_K200,135,26,15,6,0.23076923076923078
2019-08-28,KOSPI_ALL,327,64,49,22,0.34375
2019-08-28,KOSDAQ,168,32,20,9,0.28125
2019-08-28,KOSPI_KOSDAQ_ALL,495,96,70,33,0.34375
2019-08-28,KOSDAQ_PLUS_KOSPI_EX_K200,303,58,36,16,0.27586206896551724
2019-09-04,K200,192,38,33,12,0.3157894736842105
2019-09-04,KOSPI_EX_K200,141,27,15,7,0.25925925925925924
2019-09-04,KOSPI_ALL,333,65,49,20,0.3076923076923077
2019-09-04,KOSDAQ,178,34,21,9,0.2647058823529412
2019-09-04,KOSPI_KOSDAQ_ALL,511,99,70,32,0.32323232323232326
2019-09-04,KOSDAQ_PLUS_KOSPI_EX_K200,319,61,36,15,0.2459016393442623
2019-09-11,K200,192,38,34,13,0.34210526315789475
2019-09-11,KOSPI_EX_K200,143,27,15,5,0.18518518518518517
