sample,factor_universe,market_target,horizon,support_state,leader_strength_cut,support_cut,n_high,n_low,high_support_mean,low_support_mean,high_minus_low,diff_tstat,high_positive_share,low_positive_share
OOS,K200,KOSPI_KOSDAQ_ALL,20,OTHERS_ABS_BREADTH_1P,0.08643642378917578,0.5714285714285714,16,17,0.03302111911836174,0.03417670475007005,-0.0011555856317083113,-0.03389442096631671,0.5625,0.8235294117647058
TRAIN,K200,KOSDAQ_PLUS_KOSPI_EX_K200,1,OTHERS_ABS_BREADTH_1P,0.08643642378917578,0.5714285714285714,18,14,-0.00048706157041371074,0.007440575495528455,-0.007927637065942166,-2.8761280370663203,0.5,0.7857142857142857
OOS,K200,KOSDAQ_PLUS_KOSPI_EX_K200,1,OTHERS_ABS_BREADTH_1P,0.08643642378917578,0.5714285714285714,17,17,0.0012398430945862798,0.004275420647181504,-0.003035577552595224,-0.419327408240366,0.5294117647058824,0.5294117647058824
TRAIN,K200,KOSDAQ_PLUS_KOSPI_EX_K200,5,OTHERS_ABS_BREADTH_1P,0.08643642378917578,0.5714285714285714,18,14,-0.0018721165137485184,0.0054889586964969855,-0.007361075210245504,-0.9092132722299533,0.5,0.7142857142857143
OOS,K200,KOSDAQ_PLUS_KOSPI_EX_K200,5,OTHERS_ABS_BREADTH_1P,0.08643642378917578,0.5714285714285714,16,17,0.008650117446795395,0.0015331873785148073,0.007116930068280587,0.46475592474345623,0.5625,0.47058823529411764
TRAIN,K200,KOSDAQ_PLUS_KOSPI_EX_K200,20,OTHERS_ABS_BREADTH_1P,0.08643642378917578,0.5714285714285714,18,14,0.0010400964004706737,0.010180813474648078,-0.009140717074177405,-0.4411108658107258,0.5555555555555556,0.6428571428571429
OOS,K200,KOSDAQ_PLUS_KOSPI_EX_K200,20,OTHERS_ABS_BREADTH_1P,0.08643642378917578,0.5714285714285714,16,17,0.017995054713944074,0.014842596338897795,0.003152458375046279,0.11047694634565992,0.5,0.7647058823529411
TRAIN,K200,K200,1,OTHERS_ABS_BREADTH_4P,0.08643642378917578,0.7142857142857143,22,10,0.0015593646836347037,0.0024619208934650795,-0.0009025562098303758,-0.2817994178818793,0.6818181818181818,0.7
OOS,K200,K200,1,OTHERS_ABS_BREADTH_4P,0.08643642378917578,0.7142857142857143,20,14,-0.002598370629701289,0.011437046137859523,-0.014035416767560812,-1.659784853792883,0.5,0.5
TRAIN,K200,K200,5,OTHERS_ABS_BREADTH_4P,0.08643642378917578,0.7142857142857143,22,10,0.004500465698269753,-0.007355694390455793,0.011856160088725545,1.512662372985508,0.5454545454545454,0.4
OOS,K200,K200,5,OTHERS_ABS_BREADTH_4P,0.08643642378917578,0.7142857142857143,20,13,0.00628312522556117,0.0024542631146228394,0.0038288621109383307,0.26370363452049134,0.5,0.5384615384615384
TRAIN,K200,K200,20,OTHERS_ABS_BREADTH_4P,0.08643642378917578,0.7142857142857143,22,10,0.01038035724593512,0.0038106653600739502,0.006569691885861169,0.44082520872732567,0.5454545454545454,0.6
OOS,K200,K200,20,OTHERS_ABS_BREADTH_4P,0.08643642378917578,0.7142857142857143,20,13,0.04633421607699848,0.023848495071112343,0.02248572100588614,0.5374724770383474,0.65,0.6923076923076923
TRAIN,K200,KOSPI_EX_K200,1,OTHERS_ABS_BREADTH_4P,0.08643642378917578,0.7142857142857143,22,10,0.0031363170357035577,0.004800561340405822,-0.001664244304702264,-0.5942771408988047,0.6818181818181818,0.9
OOS,K200,KOSPI_EX_K200,1,OTHERS_ABS_BREADTH_4P,0.08643642378917578,0.7142857142857143,20,14,-0.0008128898220298091,0.0090277343131614,-0.00984062413519121,-1.5360553132847794,0.45,0.6428571428571429
TRAIN,K200,KOSPI_EX_K200,5,OTHERS_ABS_BREADTH_4P,0.08643642378917578,0.7142857142857143,22,10,0.006723625015411321,-0.0009011662495486885,0.007624791264960009,1.1437197955426504,0.6363636363636364,0.5
OOS,K200,KOSPI_EX_K200,5,OTHERS_ABS_BREADTH_4P,0.08643642378917578,0.7142857142857143,20,13,0.0061601459340785885,0.005330615957522257,0.0008295299765563313,0.07176511619294942,0.5,0.5384615384615384
TRAIN,K200,KOSPI_EX_K200,20,OTHERS_ABS_BREADTH_4P,0.08643642378917578,0.7142857142857143,22,10,0.01054379454347002,0.003359294592125965,0.007184499951344054,0.4540154861831856,0.5909090909090909,0.5
OOS,K200,KOSPI_EX_K200,20,OTHERS_ABS_BREADTH_4P,0.08643642378917578,0.7142857142857143,20,13,0.02497926227936775,0.03233799678656509,-0.007358734507197342,-0.26731135858553556,0.7,0.6923076923076923
TRAIN,K200,KOSPI_ALL,1,OTHERS_ABS_BREADTH_4P,0.08643642378917578,0.7142857142857143,22,10,0.0016917789365388793,0.0027467391083680266,-0.0010549601718291472,-0.3373265517110351,0.6363636363636364,0.8
OOS,K200,KOSPI_ALL,1,OTHERS_ABS_BREADTH_4P,0.08643642378917578,0.7142857142857143,20,14,-0.002496276519590941,0.011315972832052549,-0.01381224935164349,-1.6644883519215352,0.5,0.5
TRAIN,K200,KOSPI_ALL,5,OTHERS_ABS_BREADTH_4P,0.08643642378917578,0.7142857142857143,22,10,0.004644351219982462,-0.006646607442424965,0.011290958662407428,1.5187204972821426,0.5909090909090909,0.4
OOS,K200,KOSPI_ALL,5,OTHERS_ABS_BREADTH_4P,0.08643642378917578,0.7142857142857143,20,13,0.006441149019598792,0.002515155521122722,0.00392599349847607,0.2769007955647435,0.5,0.5384615384615384
TRAIN,K200,KOSPI_ALL,20,OTHERS_ABS_BREADTH_4P,0.08643642378917578,0.7142857142857143,22,10,0.010369600856395749,0.0035416172961479134,0.006827983560247835,0.4643626662565424,0.6363636363636364,0.6
OOS,K200,KOSPI_ALL,20,OTHERS_ABS_BREADTH_4P,0.08643642378917578,0.7142857142857143,20,13,0.045344268149474454,0.02423349512046794,0.021110773029006515,0.5161931246243017,0.65,0.6923076923076923
TRAIN,K200,KOSDAQ,1,OTHERS_ABS_BREADTH_4P,0.08643642378917578,0.7142857142857143,22,10,0.001413531165674098,0.005632506825112686,-0.004218975659438589,-1.022174158723169,0.5454545454545454,0.7
OOS,K200,KOSDAQ,1,OTHERS_ABS_BREADTH_4P,0.08643642378917578,0.7142857142857143,20,14,-0.0024538893351939094,0.009588351021248677,-0.012042240356442586,-1.4429220108363776,0.5,0.5714285714285714
TRAIN,K200,KOSDAQ,5,OTHERS_ABS_BREADTH_4P,0.08643642378917578,0.7142857142857143,22,10,0.0016971044369534659,-0.0045962778213607825,0.006293382258314249,0.6743859116670793,0.5909090909090909,0.5
OOS,K200,KOSDAQ,5,OTHERS_ABS_BREADTH_4P,0.08643642378917578,0.7142857142857143,20,13,0.008443467667565301,-0.0012447038286003537,0.009688171496165654,0.5293840025817196,0.55,0.38461538461538464
TRAIN,K200,KOSDAQ,20,OTHERS_ABS_BREADTH_4P,0.08643642378917578,0.7142857142857143,22,10,-0.0004681470387946697,0.013348441992846894,-0.013816589031641563,-0.6701852856916263,0.5909090909090909,0.6
OOS,K200,KOSDAQ,20,OTHERS_ABS_BREADTH_4P,0.08643642378917578,0.7142857142857143,20,13,0.012591464020718446,0.009495329087424833,0.003096134933293613,0.08812330107646196,0.65,0.6923076923076923
TRAIN,K200,KOSPI_KOSDAQ_ALL,1,OTHERS_ABS_BREADTH_4P,0.08643642378917578,0.7142857142857143,22,10,0.001653075183567896,0.0031407325932771247,-0.0014876574097092287,-0.48288339372769123,0.5909090909090909,0.8
OOS,K200,KOSPI_KOSDAQ_ALL,1,OTHERS_ABS_BREADTH_4P,0.08643642378917578,0.7142857142857143,20,14,-0.0025305815024429744,0.01120215025663315,-0.013732731759076125,-1.6770296353597596,0.45,0.5
TRAIN,K200,KOSPI_KOSDAQ_ALL,5,OTHERS_ABS_BREADTH_4P,0.08643642378917578,0.7142857142857143,22,10,0.004194339806318462,-0.006332551516668772,0.010526891322987234,1.4199115670702165,0.5909090909090909,0.4
OOS,K200,KOSPI_KOSDAQ_ALL,5,OTHERS_ABS_BREADTH_4P,0.08643642378917578,0.7142857142857143,20,13,0.006641767600791488,0.0021354198608063636,0.004506347739985124,0.32310585147445664,0.5,0.46153846153846156
TRAIN,K200,KOSPI_KOSDAQ_ALL,20,OTHERS_ABS_BREADTH_4P,0.08643642378917578,0.7142857142857143,22,10,0.008599537558646099,0.005172973380644937,0.0034265641780011616,0.22916662600826251,0.6363636363636364,0.5
OOS,K200,KOSPI_KOSDAQ_ALL,20,OTHERS_ABS_BREADTH_4P,0.08643642378917578,0.7142857142857143,20,13,0.041219055758520334,0.021920059344197832,0.019298996414322502,0.4874292159692235,0.7,0.6923076923076923
TRAIN,K200,KOSDAQ_PLUS_KOSPI_EX_K200,1,OTHERS_ABS_BREADTH_4P,0.08643642378917578,0.7142857142857143,22,10,0.001957792942695654,0.005232950393064716,-0.0032751574503690623,-0.9521180984516752,0.5454545454545454,0.8
OOS,K200,KOSDAQ_PLUS_KOSPI_EX_K200,1,OTHERS_ABS_BREADTH_4P,0.08643642378917578,0.7142857142857143,20,14,-0.0019017173036621191,0.009413844977378195,-0.011315562281040314,-1.4825601968089914,0.5,0.5714285714285714
TRAIN,K200,KOSDAQ_PLUS_KOSPI_EX_K200,5,OTHERS_ABS_BREADTH_4P,0.08643642378917578,0.7142857142857143,22,10,0.0032917681271196373,-0.0029271574293147553,0.006218925556434393,0.794650932959324,0.6363636363636364,0.5
OOS,K200,KOSDAQ_PLUS_KOSPI_EX_K200,5,OTHERS_ABS_BREADTH_4P,0.08643642378917578,0.7142857142857143,20,13,0.007970572516397595,0.000388816481194318,0.007581756035203277,0.4838816140382635,0.55,0.46153846153846156
TRAIN,K200,KOSDAQ_PLUS_KOSPI_EX_K200,20,OTHERS_ABS_BREADTH_4P,0.08643642378917578,0.7142857142857143,22,10,0.0030201035671409884,0.009481084537644346,-0.006460980970503358,-0.3506545268296342,0.5909090909090909,0.6
OOS,K200,KOSDAQ_PLUS_KOSPI_EX_K200,20,OTHERS_ABS_BREADTH_4P,0.08643642378917578,0.7142857142857143,20,13,0.016696300639868898,0.01587069233746075,0.0008256083024081491,0.025559766500261902,0.6,0.6923076923076923
TRAIN,K200,K200,1,ORTHOGONAL_ABS_BREADTH_1P,0.08643642378917578,0.6,17,15,0.0005123773754357576,0.003347654439480426,-0.002835277064044668,-1.0535830040790688,0.7647058823529411,0.6
OOS,K200,K200,1,ORTHOGONAL_ABS_BREADTH_1P,0.08643642378917578,0.6,20,14,-0.0015857720167718175,0.00999047669081742,-0.011576248707589238,-1.3604890865083337,0.45,0.5714285714285714
TRAIN,K200,K200,5,ORTHOGONAL_ABS_BREADTH_1P,0.08643642378917578,0.6,17,15,0.001137026969579656,0.0004082561983014989,0.000728770771278157,0.08928734622963436,0.5882352941176471,0.4
OOS,K200,K200,5,ORTHOGONAL_ABS_BREADTH_1P,0.08643642378917578,0.6,19,14,0.0024127343042475028,0.007980426658615555,-0.005567692354368052,-0.4332011277949455,0.5789473684210527,0.42857142857142855
TRAIN,K200,K200,20,ORTHOGONAL_ABS_BREADTH_1P,0.08643642378917578,0.6,17,15,0.01073977204463074,0.005593225883505968,0.005146546161124772,0.29612202782504776,0.47058823529411764,0.6666666666666666
OOS,K200,K200,20,ORTHOGONAL_ABS_BREADTH_1P,0.08643642378917578,0.6,19,14,0.0407944548255276,0.0329728654128147,0.007821589412712895,0.19256210980450997,0.631578947368421,0.7142857142857143
TRAIN,K200,KOSPI_EX_K200,1,ORTHOGONAL_ABS_BREADTH_1P,0.08643642378917578,0.6,17,15,0.0017569999883937464,0.0058090392257895175,-0.004052039237395771,-1.6353906123011166,0.7058823529411765,0.8
OOS,K200,KOSPI_EX_K200,1,ORTHOGONAL_ABS_BREADTH_1P,0.08643642378917578,0.6,20,14,0.0010373427176470157,0.006384544970765937,-0.005347202253118921,-0.812800839471845,0.55,0.5
TRAIN,K200,KOSPI_EX_K200,5,ORTHOGONAL_ABS_BREADTH_1P,0.08643642378917578,0.6,17,15,0.0023633170027854587,0.006582113253080622,-0.004218796250295163,-0.6523840372444022,0.5882352941176471,0.6
OOS,K200,KOSPI_EX_K200,5,ORTHOGONAL_ABS_BREADTH_1P,0.08643642378917578,0.6,19,14,0.005997712271175348,0.005610313784073533,0.0003873984871018152,0.035866366708295176,0.631578947368421,0.35714285714285715
TRAIN,K200,KOSPI_EX_K200,20,ORTHOGONAL_ABS_BREADTH_1P,0.08643642378917578,0.6,17,15,0.004956086909649889,0.012086863227570133,-0.007130776317920244,-0.39739755092488876,0.5294117647058824,0.6
OOS,K200,KOSPI_EX_K200,20,ORTHOGONAL_ABS_BREADTH_1P,0.08643642378917578,0.6,19,14,0.029479135174821994,0.025705402535077384,0.00377373263974461,0.14566319220534232,0.6842105263157895,0.7142857142857143
TRAIN,K200,KOSPI_ALL,1,ORTHOGONAL_ABS_BREADTH_1P,0.08643642378917578,0.6,17,15,0.0006061694903853887,0.0036254430900656003,-0.0030192735996802116,-1.1538107482711362,0.7058823529411765,0.6666666666666666
OOS,K200,KOSPI_ALL,1,ORTHOGONAL_ABS_BREADTH_1P,0.08643642378917578,0.6,20,14,-0.0014268923462504393,0.009788281155851836,-0.011215173502102275,-1.3417754044643473,0.45,0.5714285714285714
TRAIN,K200,KOSPI_ALL,5,ORTHOGONAL_ABS_BREADTH_1P,0.08643642378917578,0.6,17,15,0.0012250208964559167,0.0009922864783742614,0.0002327344180816553,0.029941773192744343,0.5882352941176471,0.4666666666666667
OOS,K200,KOSPI_ALL,5,ORTHOGONAL_ABS_BREADTH_1P,0.08643642378917578,0.6,19,14,0.0027417532207658275,0.007816192212287177,-0.00507443899152135,-0.4049273288474887,0.5789473684210527,0.42857142857142855
TRAIN,K200,KOSPI_ALL,20,ORTHOGONAL_ABS_BREADTH_1P,0.08643642378917578,0.6,17,15,0.010113563213994762,0.006107787810951643,0.004005775403043119,0.23385533018850435,0.5294117647058824,0.7333333333333333
OOS,K200,KOSPI_ALL,20,ORTHOGONAL_ABS_BREADTH_1P,0.08643642378917578,0.6,19,14,0.040558782686695424,0.03223599489345422,0.008322787793241207,0.21060464636982773,0.631578947368421,0.7142857142857143
TRAIN,K200,KOSDAQ,1,ORTHOGONAL_ABS_BREADTH_1P,0.08643642378917578,0.6,17,15,-0.0008683615459152608,0.006812326678434431,-0.007680688224349691,-2.261695313141683,0.4117647058823529,0.8
OOS,K200,KOSDAQ,1,ORTHOGONAL_ABS_BREADTH_1P,0.08643642378917578,0.6,20,14,-0.0009385257354536586,0.007423545878762603,-0.008362071614216262,-1.0092624679135176,0.55,0.5
TRAIN,K200,KOSDAQ,5,ORTHOGONAL_ABS_BREADTH_1P,0.08643642378917578,0.6,17,15,-0.003506500161416157,0.003398934809562874,-0.006905434970979031,-0.7415876694263324,0.47058823529411764,0.6666666666666666
OOS,K200,KOSDAQ,5,ORTHOGONAL_ABS_BREADTH_1P,0.08643642378917578,0.6,19,14,0.005564729670262149,0.003354167131751475,0.0022105625385106737,0.12449524688883615,0.47368421052631576,0.5
TRAIN,K200,KOSDAQ,20,ORTHOGONAL_ABS_BREADTH_1P,0.08643642378917578,0.6,17,15,-0.005247704551676621,0.01415974416356592,-0.01940744871524254,-0.9042714241847823,0.5294117647058824,0.6666666666666666
OOS,K200,KOSDAQ,20,ORTHOGONAL_ABS_BREADTH_1P,0.08643642378917578,0.6,19,14,0.00982508402048044,0.013470854440125956,-0.003645770419645516,-0.11070557413941726,0.5789473684210527,0.7857142857142857
TRAIN,K200,KOSPI_KOSDAQ_ALL,1,ORTHOGONAL_ABS_BREADTH_1P,0.08643642378917578,0.6,17,15,0.0003952628458213046,0.004070367439486852,-0.003675104593665548,-1.4386248978644451,0.6470588235294118,0.6666666666666666
OOS,K200,KOSPI_KOSDAQ_ALL,1,ORTHOGONAL_ABS_BREADTH_1P,0.08643642378917578,0.6,20,14,-0.0014045747660885281,0.009593569204698227,-0.010998143970786755,-1.3346874714922388,0.45,0.5
TRAIN,K200,KOSPI_KOSDAQ_ALL,5,ORTHOGONAL_ABS_BREADTH_1P,0.08643642378917578,0.6,17,15,0.0004975411981813288,0.0013661173468823905,-0.0008685761487010617,-0.11478243031446062,0.5882352941176471,0.4666666666666667
OOS,K200,KOSPI_KOSDAQ_ALL,5,ORTHOGONAL_ABS_BREADTH_1P,0.08643642378917578,0.6,19,14,0.0029644795988060142,0.007447906987785591,-0.004483427388979577,-0.36021928839382067,0.5263157894736842,0.42857142857142855
TRAIN,K200,KOSPI_KOSDAQ_ALL,20,ORTHOGONAL_ABS_BREADTH_1P,0.08643642378917578,0.6,17,15,0.007764640693507948,0.007261377887135227,0.0005032628063727212,0.029093995778570497,0.5294117647058824,0.6666666666666666
OOS,K200,KOSPI_KOSDAQ_ALL,20,ORTHOGONAL_ABS_BREADTH_1P,0.08643642378917578,0.6,19,14,0.036678709641190146,0.029460457390169,0.007218252251021146,0.18999455820550754,0.631578947368421,0.7857142857142857
TRAIN,K200,KOSDAQ_PLUS_KOSPI_EX_K200,1,ORTHOGONAL_ABS_BREADTH_1P,0.08643642378917578,0.6,17,15,3.631853448590202e-05,0.006318902238912748,-0.006282583704426845,-2.194952934300569,0.5294117647058824,0.7333333333333333
OOS,K200,KOSDAQ_PLUS_KOSPI_EX_K200,1,ORTHOGONAL_ABS_BREADTH_1P,0.08643642378917578,0.6,20,14,-0.00030091779726233866,0.007126988539664222,-0.007427906336926561,-0.9747631281534785,0.55,0.5
TRAIN,K200,KOSDAQ_PLUS_KOSPI_EX_K200,5,ORTHOGONAL_ABS_BREADTH_1P,0.08643642378917578,0.6,17,15,-0.0014304394276497085,0.004497652984901966,-0.0059280924125516745,-0.7474399131940757,0.5294117647058824,0.6666666666666666
OOS,K200,KOSDAQ_PLUS_KOSPI_EX_K200,5,ORTHOGONAL_ABS_BREADTH_1P,0.08643642378917578,0.6,19,14,0.005912263749097421,0.0037237895250447858,0.0021884742240526355,0.14556129287348313,0.5789473684210527,0.42857142857142855
TRAIN,K200,KOSDAQ_PLUS_KOSPI_EX_K200,20,ORTHOGONAL_ABS_BREADTH_1P,0.08643642378917578,0.6,17,15,-0.002004167982248829,0.013021598636785016,-0.015025766619033844,-0.7533370387823844,0.5294117647058824,0.6666666666666666
OOS,K200,KOSDAQ_PLUS_KOSPI_EX_K200,20,ORTHOGONAL_ABS_BREADTH_1P,0.08643642378917578,0.6,19,14,0.01601229853114654,0.01685795293518453,-0.0008456544040379883,-0.02791737975662091,0.5263157894736842,0.7857142857142857
TRAIN,K200,K200,1,ABS_BREADTH_1P,0.08643642378917578,0.625,16,16,0.0017310141125651132,0.001951812885848279,-0.00022079877328316593,-0.07948710041103732,0.8125,0.5625
OOS,K200,K200,1,ABS_BREADTH_1P,0.08643642378917578,0.625,16,18,0.0015559449665122958,0.004625339659545045,-0.0030693946930327497,-0.385648499965845,0.5,0.5
TRAIN,K200,K200,5,ABS_BREADTH_1P,0.08643642378917578,0.625,16,16,0.0012952163961118372,0.0002956149449742035,0.0009996014511376337,0.1231616107419732,0.625,0.375
OOS,K200,K200,5,ABS_BREADTH_1P,0.08643642378917578,0.625,15,18,0.0029947952938283134,0.006258110866327532,-0.0032633155724992187,-0.25331363843094906,0.6,0.4444444444444444
TRAIN,K200,K200,20,ABS_BREADTH_1P,0.08643642378917578,0.625,16,16,0.014319324425185222,0.0023353326380217854,0.011983991787163436,0.6932212033748383,0.5,0.625
OOS,K200,K200,20,ABS_BREADTH_1P,0.08643642378917578,0.625,15,18,0.029404525903746034,0.04420260382823554,-0.014798077924489509,-0.4169841228815721,0.5333333333333333,0.7777777777777778
TRAIN,K200,KOSPI_EX_K200,1,ABS_BREADTH_1P,0.08643642378917578,0.625,16,16,0.002648575409036499,0.004664211352809531,-0.0020156359437730324,-0.7977640037864764,0.75,0.75
OOS,K200,KOSPI_EX_K200,1,ABS_BREADTH_1P,0.08643642378917578,0.625,16,18,0.0033901487229457137,0.0031048946875851125,0.00028525403536060114,0.04775697437796951,0.625,0.4444444444444444
TRAIN,K200,KOSPI_EX_K200,5,ABS_BREADTH_1P,0.08643642378917578,0.625,16,16,0.0028121470391614433,0.00586960845106119,-0.003057461411899747,-0.4730867617424043,0.625,0.5625
OOS,K200,KOSPI_EX_K200,5,ABS_BREADTH_1P,0.08643642378917578,0.625,15,18,0.010643995039763213,0.0018245000296062694,0.008819495010156945,0.8477197707074735,0.6666666666666666,0.3888888888888889
TRAIN,K200,KOSPI_EX_K200,20,ABS_BREADTH_1P,0.08643642378917578,0.625,16,16,0.006482796003942805,0.0101144806134072,-0.0036316846094643952,-0.20706098726074723,0.5625,0.5625
OOS,K200,KOSPI_EX_K200,20,ABS_BREADTH_1P,0.08643642378917578,0.625,15,18,0.03970787840523328,0.018020057096344543,0.021687821308888737,0.8880044038093371,0.7333333333333333,0.6666666666666666
TRAIN,K200,KOSPI_ALL,1,ABS_BREADTH_1P,0.08643642378917578,0.625,16,16,0.001793603731403116,0.0022493042490678602,-0.00045570051766474426,-0.16837239996879458,0.75,0.625
OOS,K200,KOSPI_ALL,1,ABS_BREADTH_1P,0.08643642378917578,0.625,16,18,0.0017031875128594492,0.004513727169509206,-0.002810539656649756,-0.3600384760744711,0.5,0.5
TRAIN,K200,KOSPI_ALL,5,ABS_BREADTH_1P,0.08643642378917578,0.625,16,16,0.0014083449116864034,0.0008235083642738786,0.0005848365474125249,0.0756978239581549,0.625,0.4375
OOS,K200,KOSPI_ALL,5,ABS_BREADTH_1P,0.08643642378917578,0.625,15,18,0.003577490740200907,0.0059920911701976465,-0.0024146004299967394,-0.19193590788249965,0.6,0.4444444444444444
TRAIN,K200,KOSPI_ALL,20,ABS_BREADTH_1P,0.08643642378917578,0.625,16,16,0.013498922336138218,0.0029727896514983813,0.010526132684639837,0.618543543849529,0.5625,0.6875
OOS,K200,KOSPI_ALL,20,ABS_BREADTH_1P,0.08643642378917578,0.625,15,18,0.030459573403339116,0.04250151102808253,-0.012041937624743412,-0.3484319799334373,0.5333333333333333,0.7777777777777778
TRAIN,K200,KOSDAQ,1,ABS_BREADTH_1P,0.08643642378917578,0.625,16,16,-0.0002035157031932337,0.005667437821690547,-0.0058709535248837805,-1.7091674652715,0.4375,0.75
OOS,K200,KOSDAQ,1,ABS_BREADTH_1P,0.08643642378917578,0.625,16,18,0.000365906829048147,0.004405812129379608,-0.004039905300331461,-0.5234903731748836,0.5,0.5555555555555556
TRAIN,K200,KOSDAQ,5,ABS_BREADTH_1P,0.08643642378917578,0.625,16,16,-0.004171211833746413,0.0036320567962069414,-0.007803268629953355,-0.8526432261270974,0.4375,0.6875
OOS,K200,KOSDAQ,5,ABS_BREADTH_1P,0.08643642378917578,0.625,15,18,0.010431937349913514,-0.0002106031482889573,0.010642540498202471,0.5743932400719899,0.4666666666666667,0.5
TRAIN,K200,KOSDAQ,20,ABS_BREADTH_1P,0.08643642378917578,0.625,16,16,-0.003213572253277075,0.010912646320463713,-0.014126218573740787,-0.6712967301606612,0.5625,0.625
OOS,K200,KOSDAQ,20,ABS_BREADTH_1P,0.08643642378917578,0.625,15,18,0.010015616381400468,0.012501906268326927,-0.0024862898869264585,-0.08164873409996146,0.5333333333333333,0.7777777777777778
TRAIN,K200,KOSPI_KOSDAQ_ALL,1,ABS_BREADTH_1P,0.08643642378917578,0.625,16,16,0.0015007454612314783,0.0027351907869725823,-0.001234445325741104,-0.4645384721599019,0.6875,0.625
OOS,K200,KOSPI_KOSDAQ_ALL,1,ABS_BREADTH_1P,0.08643642378917578,0.625,16,18,0.0014883889908315798,0.004578013871705519,-0.0030896248808739393,-0.4010797798398194,0.5,0.4444444444444444
TRAIN,K200,KOSPI_KOSDAQ_ALL,5,ABS_BREADTH_1P,0.08643642378917578,0.625,16,16,0.0005471646894077671,0.0012622078463621349,-0.0007150431569543677,-0.09501565557713884,0.625,0.4375
OOS,K200,KOSPI_KOSDAQ_ALL,5,ABS_BREADTH_1P,0.08643642378917578,0.625,15,18,0.004175037769427966,0.005442791314716281,-0.0012677535452883144,-0.10013972968855164,0.5333333333333333,0.4444444444444444
TRAIN,K200,KOSPI_KOSDAQ_ALL,20,ABS_BREADTH_1P,0.08643642378917578,0.625,16,16,0.010941438906297193,0.004116033599744275,0.006825405306552918,0.3977298000312935,0.5625,0.625
OOS,K200,KOSPI_KOSDAQ_ALL,20,ABS_BREADTH_1P,0.08643642378917578,0.625,15,18,0.027429671354254795,0.03877204535173093,-0.011342373997476132,-0.3404119720724976,0.5333333333333333,0.8333333333333334
TRAIN,K200,KOSDAQ_PLUS_KOSPI_EX_K200,1,ABS_BREADTH_1P,0.08643642378917578,0.625,16,16,0.000778065902480339,0.005184493389391634,-0.004406427486911294,-1.5120334637176505,0.5625,0.6875
OOS,K200,KOSDAQ_PLUS_KOSPI_EX_K200,1,ABS_BREADTH_1P,0.08643642378917578,0.625,16,18,0.0013506486742716067,0.004008283601205923,-0.0026576349269343165,-0.3762131499932534,0.5625,0.5
TRAIN,K200,KOSDAQ_PLUS_KOSPI_EX_K200,5,ABS_BREADTH_1P,0.08643642378917578,0.625,16,16,-0.0017226607619675388,0.0044193685434353175,-0.006142029305402856,-0.7870922881551047,0.5,0.6875
OOS,K200,KOSDAQ_PLUS_KOSPI_EX_K200,5,ABS_BREADTH_1P,0.08643642378917578,0.625,15,18,0.010785070711401298,0.00014944466180325506,0.010635626049598043,0.6862607056831677,0.6,0.4444444444444444
TRAIN,K200,KOSDAQ_PLUS_KOSPI_EX_K200,20,ABS_BREADTH_1P,0.08643642378917578,0.625,16,16,-0.0001379899878933286,0.010216310228739905,-0.010354300216633232,-0.5305598035399488,0.5625,0.625
OOS,K200,KOSDAQ_PLUS_KOSPI_EX_K200,20,ABS_BREADTH_1P,0.08643642378917578,0.625,15,18,0.019461090584648278,0.013796036356369083,0.005665054228279195,0.20094055394595417,0.5333333333333333,0.7222222222222222
TRAIN,KOSDAQ,K200,1,OTHERS_ABS_BREADTH_1P,0.14144502542260542,0.5714285714285714,18,11,-0.0012677750357746149,-0.004647919041657351,0.003380144005882736,0.8059562734925324,0.5,0.36363636363636365
OOS,KOSDAQ,K200,1,OTHERS_ABS_BREADTH_1P,0.14144502542260542,0.5714285714285714,10,6,0.011070896929199747,0.005027099030254564,0.006043797898945183,0.6478059544979967,0.8,0.6666666666666666
TRAIN,KOSDAQ,K200,5,OTHERS_ABS_BREADTH_1P,0.14144502542260542,0.5714285714285714,18,11,-0.007229483183387558,0.002467664797874879,-0.009697147981262437,-1.037008985354733,0.5,0.45454545454545453
OOS,KOSDAQ,K200,5,OTHERS_ABS_BREADTH_1P,0.14144502542260542,0.5714285714285714,9,6,0.007153591418117515,-0.008286086024375652,0.015439677442493168,0.6223268944314415,0.5555555555555556,0.8333333333333334
TRAIN,KOSDAQ,K200,20,OTHERS_ABS_BREADTH_1P,0.14144502542260542,0.5714285714285714,18,11,-1.1780534983098966e-06,0.0056768954576330655,-0.005678073511131376,-0.36263286614013734,0.5,0.5454545454545454
OOS,KOSDAQ,K200,20,OTHERS_ABS_BREADTH_1P,0.14144502542260542,0.5714285714285714,9,6,0.0270113822611879,0.019243040098780438,0.0077683421624074635,0.33594430730143,0.6666666666666666,0.6666666666666666
TRAIN,KOSDAQ,KOSPI_EX_K200,1,OTHERS_ABS_BREADTH_1P,0.14144502542260542,0.5714285714285714,18,11,0.0010893119439756866,-0.005495308869308723,0.00658462081328441,1.2162019737134429,0.6666666666666666,0.36363636363636365
OOS,KOSDAQ,KOSPI_EX_K200,1,OTHERS_ABS_BREADTH_1P,0.14144502542260542,0.5714285714285714,10,6,0.006704883067526075,-0.003980561733093951,0.010685444800620026,1.8236974669688635,0.7,0.5
