sample,factor_universe,market_target,horizon,support_state,leader_strength_cut,support_cut,n_high,n_low,high_support_mean,low_support_mean,high_minus_low,diff_tstat,high_positive_share,low_positive_share
TRAIN,K200,KOSPI_EX_K200,20,OTHERS_ABS_BREADTH_1P,0.08643642378917578,0.5714285714285714,18,14,0.006873692283680642,0.010130711769382033,-0.0032570194857013905,-0.17522650626736153,0.5555555555555556,0.5714285714285714
OOS,K200,KOSPI_EX_K200,20,OTHERS_ABS_BREADTH_1P,0.08643642378917578,0.5714285714285714,16,17,0.03586298753081217,0.020363023724688616,0.015499963806123555,0.6263037241140524,0.6875,0.7058823529411765
TRAIN,K200,KOSPI_ALL,1,OTHERS_ABS_BREADTH_1P,0.08643642378917578,0.5714285714285714,18,14,0.00020272255015687745,0.004359822984622274,-0.004157100434465396,-1.646184219753176,0.6666666666666666,0.7142857142857143
OOS,K200,KOSPI_ALL,1,OTHERS_ABS_BREADTH_1P,0.08643642378917578,0.5714285714285714,17,17,0.000520145760356037,0.005862094784168485,-0.005341949023812448,-0.6636864591693007,0.47058823529411764,0.5294117647058824
TRAIN,K200,KOSPI_ALL,5,OTHERS_ABS_BREADTH_1P,0.08643642378917578,0.5714285714285714,18,14,0.0024994012746435406,-0.0006628264663013737,0.0031622277409449145,0.4043284709584219,0.6111111111111112,0.42857142857142855
OOS,K200,KOSPI_ALL,5,OTHERS_ABS_BREADTH_1P,0.08643642378917578,0.5714285714285714,16,17,0.0011564657837684574,0.008412738213310348,-0.007256272429541891,-0.5844352992492168,0.5625,0.47058823529411764
TRAIN,K200,KOSPI_ALL,20,OTHERS_ABS_BREADTH_1P,0.08643642378917578,0.5714285714285714,18,14,0.010779139363084595,0.004965920233333058,0.005813219129751537,0.3353223932085507,0.5555555555555556,0.7142857142857143
OOS,K200,KOSPI_ALL,20,OTHERS_ABS_BREADTH_1P,0.08643642378917578,0.5714285714285714,16,17,0.03695148424166792,0.037099826569934435,-0.0001483423282665139,-0.004187425139267778,0.5625,0.7647058823529411
TRAIN,K200,KOSDAQ,1,OTHERS_ABS_BREADTH_1P,0.08643642378917578,0.5714285714285714,18,14,-0.0014955196359051049,0.008167293381589207,-0.009662813017494313,-2.9594366856680465,0.3888888888888889,0.8571428571428571
OOS,K200,KOSDAQ,1,OTHERS_ABS_BREADTH_1P,0.08643642378917578,0.5714285714285714,17,17,0.00042632377814498995,0.004583036668537556,-0.004156712890392566,-0.52698059736999,0.5294117647058824,0.5294117647058824
TRAIN,K200,KOSDAQ,5,OTHERS_ABS_BREADTH_1P,0.08643642378917578,0.5714285714285714,18,14,-0.0042306597417001365,0.004823242482140779,-0.009053902223840915,-0.9560480211639304,0.4444444444444444,0.7142857142857143
OOS,K200,KOSDAQ,5,OTHERS_ABS_BREADTH_1P,0.08643642378917578,0.5714285714285714,16,17,0.008252699208569195,0.001214412720140846,0.007038286488428349,0.38682943382930746,0.4375,0.5294117647058824
TRAIN,K200,KOSDAQ,20,OTHERS_ABS_BREADTH_1P,0.08643642378917578,0.5714285714285714,18,14,-0.0014506453432849254,0.010664057232436778,-0.012114702575721703,-0.5434151697812297,0.5555555555555556,0.6428571428571429
OOS,K200,KOSDAQ,20,OTHERS_ABS_BREADTH_1P,0.08643642378917578,0.5714285714285714,16,17,0.009601709260046172,0.013037718258244294,-0.003436008998198122,-0.1113379119840761,0.5625,0.7647058823529411
TRAIN,K200,KOSPI_KOSDAQ_ALL,1,OTHERS_ABS_BREADTH_1P,0.08643642378917578,0.5714285714285714,18,14,-3.3667132198802064e-05,0.004884356310774529,-0.00491802344297333,-2.012596692957386,0.6111111111111112,0.7142857142857143
OOS,K200,KOSPI_KOSDAQ_ALL,1,OTHERS_ABS_BREADTH_1P,0.08643642378917578,0.5714285714285714,17,17,0.00047208665682852726,0.005776058845759979,-0.005303972188931452,-0.6684355244972383,0.47058823529411764,0.47058823529411764
TRAIN,K200,KOSPI_KOSDAQ_ALL,5,OTHERS_ABS_BREADTH_1P,0.08643642378917578,0.5714285714285714,18,14,0.0015365185165142274,9.233051964731092e-05,0.0014441879968669165,0.18867415577387472,0.6111111111111112,0.42857142857142855
OOS,K200,KOSPI_KOSDAQ_ALL,5,OTHERS_ABS_BREADTH_1P,0.08643642378917578,0.5714285714285714,16,17,0.0018057223155841448,0.007747309009233307,-0.005941586693649162,-0.47644097453669104,0.5,0.47058823529411764
TRAIN,K200,KOSPI_KOSDAQ_ALL,20,OTHERS_ABS_BREADTH_1P,0.08643642378917578,0.5714285714285714,18,14,0.008840680516432874,0.00584195077149084,0.0029987297449420337,0.17059873945559292,0.5555555555555556,0.6428571428571429
