universe,sample,factor_a,factor_b,corr
KOSDAQ_PLUS_KOSPI_EX_K200,OOS,MOM1M,FOREIGN_FLOW,0.11344871343237642
KOSDAQ_PLUS_KOSPI_EX_K200,OOS,MOM1M,MOM12_1,0.09903194929654774
KOSDAQ_PLUS_KOSPI_EX_K200,OOS,MOM1M,MOM1M,1.0
KOSDAQ_PLUS_KOSPI_EX_K200,OOS,MOM1M,OP12_REV,0.03134920196701204
KOSDAQ_PLUS_KOSPI_EX_K200,OOS,MOM1M,OPFY1_REV,0.2455565186722604
KOSDAQ_PLUS_KOSPI_EX_K200,OOS,MOM1M,PBR12MF,0.0257763755421642
KOSDAQ_PLUS_KOSPI_EX_K200,OOS,MOM1M,PER12MF,0.09823510857775955
KOSDAQ_PLUS_KOSPI_EX_K200,OOS,MOM1M,PRIVATE_FLOW,0.29252348576751497
KOSDAQ_PLUS_KOSPI_EX_K200,OOS,OP12_REV,FOREIGN_FLOW,0.14018401026665714
KOSDAQ_PLUS_KOSPI_EX_K200,OOS,OP12_REV,MOM12_1,0.4586903835537494
KOSDAQ_PLUS_KOSPI_EX_K200,OOS,OP12_REV,MOM1M,0.03134920196701204
KOSDAQ_PLUS_KOSPI_EX_K200,OOS,OP12_REV,OP12_REV,1.0
KOSDAQ_PLUS_KOSPI_EX_K200,OOS,OP12_REV,OPFY1_REV,0.4081825929545355
KOSDAQ_PLUS_KOSPI_EX_K200,OOS,OP12_REV,PBR12MF,-0.44671744066112345
KOSDAQ_PLUS_KOSPI_EX_K200,OOS,OP12_REV,PER12MF,-0.44735859549901913
KOSDAQ_PLUS_KOSPI_EX_K200,OOS,OP12_REV,PRIVATE_FLOW,-0.14678074675823882
KOSDAQ_PLUS_KOSPI_EX_K200,OOS,OPFY1_REV,FOREIGN_FLOW,0.29540580061460886
KOSDAQ_PLUS_KOSPI_EX_K200,OOS,OPFY1_REV,MOM12_1,0.2278210676710627
KOSDAQ_PLUS_KOSPI_EX_K200,OOS,OPFY1_REV,MOM1M,0.2455565186722604
KOSDAQ_PLUS_KOSPI_EX_K200,OOS,OPFY1_REV,OP12_REV,0.4081825929545355
KOSDAQ_PLUS_KOSPI_EX_K200,OOS,OPFY1_REV,OPFY1_REV,1.0
KOSDAQ_PLUS_KOSPI_EX_K200,OOS,OPFY1_REV,PBR12MF,-0.07116393769928192
KOSDAQ_PLUS_KOSPI_EX_K200,OOS,OPFY1_REV,PER12MF,-0.01063492273839097
KOSDAQ_PLUS_KOSPI_EX_K200,OOS,OPFY1_REV,PRIVATE_FLOW,0.1529730950742518
KOSDAQ_PLUS_KOSPI_EX_K200,OOS,PBR12MF,FOREIGN_FLOW,0.03464869448845541
KOSDAQ_PLUS_KOSPI_EX_K200,OOS,PBR12MF,MOM12_1,-0.5509409236921501
KOSDAQ_PLUS_KOSPI_EX_K200,OOS,PBR12MF,MOM1M,0.0257763755421642
KOSDAQ_PLUS_KOSPI_EX_K200,OOS,PBR12MF,OP12_REV,-0.44671744066112345
KOSDAQ_PLUS_KOSPI_EX_K200,OOS,PBR12MF,OPFY1_REV,-0.07116393769928192
KOSDAQ_PLUS_KOSPI_EX_K200,OOS,PBR12MF,PBR12MF,1.0
KOSDAQ_PLUS_KOSPI_EX_K200,OOS,PBR12MF,PER12MF,0.9211954735717134
KOSDAQ_PLUS_KOSPI_EX_K200,OOS,PBR12MF,PRIVATE_FLOW,0.3167145360385262
KOSDAQ_PLUS_KOSPI_EX_K200,OOS,PER12MF,FOREIGN_FLOW,0.08020948996032223
KOSDAQ_PLUS_KOSPI_EX_K200,OOS,PER12MF,MOM12_1,-0.4804371450657789
KOSDAQ_PLUS_KOSPI_EX_K200,OOS,PER12MF,MOM1M,0.09823510857775955
KOSDAQ_PLUS_KOSPI_EX_K200,OOS,PER12MF,OP12_REV,-0.44735859549901913
KOSDAQ_PLUS_KOSPI_EX_K200,OOS,PER12MF,OPFY1_REV,-0.01063492273839097
KOSDAQ_PLUS_KOSPI_EX_K200,OOS,PER12MF,PBR12MF,0.9211954735717134
KOSDAQ_PLUS_KOSPI_EX_K200,OOS,PER12MF,PER12MF,1.0
KOSDAQ_PLUS_KOSPI_EX_K200,OOS,PER12MF,PRIVATE_FLOW,0.29540050792530836
KOSDAQ_PLUS_KOSPI_EX_K200,OOS,PRIVATE_FLOW,FOREIGN_FLOW,-0.049805183291515495
KOSDAQ_PLUS_KOSPI_EX_K200,OOS,PRIVATE_FLOW,MOM12_1,-0.21998312047554636
KOSDAQ_PLUS_KOSPI_EX_K200,OOS,PRIVATE_FLOW,MOM1M,0.29252348576751497
KOSDAQ_PLUS_KOSPI_EX_K200,OOS,PRIVATE_FLOW,OP12_REV,-0.14678074675823882
KOSDAQ_PLUS_KOSPI_EX_K200,OOS,PRIVATE_FLOW,OPFY1_REV,0.1529730950742518
KOSDAQ_PLUS_KOSPI_EX_K200,OOS,PRIVATE_FLOW,PBR12MF,0.3167145360385262
KOSDAQ_PLUS_KOSPI_EX_K200,OOS,PRIVATE_FLOW,PER12MF,0.29540050792530836
KOSDAQ_PLUS_KOSPI_EX_K200,OOS,PRIVATE_FLOW,PRIVATE_FLOW,1.0
KOSPI_ALL,TRAIN,FOREIGN_FLOW,FOREIGN_FLOW,1.0
KOSPI_ALL,TRAIN,FOREIGN_FLOW,MOM12_1,0.09785607429862003
KOSPI_ALL,TRAIN,FOREIGN_FLOW,MOM1M,0.05762100046862396
KOSPI_ALL,TRAIN,FOREIGN_FLOW,OP12_REV,0.16555649114550314
KOSPI_ALL,TRAIN,FOREIGN_FLOW,OPFY1_REV,0.18388323389145034
KOSPI_ALL,TRAIN,FOREIGN_FLOW,PBR12MF,-0.19619115171703155
KOSPI_ALL,TRAIN,FOREIGN_FLOW,PER12MF,-0.1936477785556214
KOSPI_ALL,TRAIN,FOREIGN_FLOW,PRIVATE_FLOW,-0.07776958703704985
KOSPI_ALL,TRAIN,MOM12_1,FOREIGN_FLOW,0.09785607429862003
KOSPI_ALL,TRAIN,MOM12_1,MOM12_1,1.0
KOSPI_ALL,TRAIN,MOM12_1,MOM1M,0.18794441618683003
KOSPI_ALL,TRAIN,MOM12_1,OP12_REV,0.48739481556916575
KOSPI_ALL,TRAIN,MOM12_1,OPFY1_REV,0.39454060889441217
KOSPI_ALL,TRAIN,MOM12_1,PBR12MF,-0.4432039114668337
KOSPI_ALL,TRAIN,MOM12_1,PER12MF,-0.3221610741938631
KOSPI_ALL,TRAIN,MOM12_1,PRIVATE_FLOW,-0.034021537069850574
KOSPI_ALL,TRAIN,MOM1M,FOREIGN_FLOW,0.05762100046862396
KOSPI_ALL,TRAIN,MOM1M,MOM12_1,0.18794441618683003
KOSPI_ALL,TRAIN,MOM1M,MOM1M,1.0
KOSPI_ALL,TRAIN,MOM1M,OP12_REV,0.35592613776733134
KOSPI_ALL,TRAIN,MOM1M,OPFY1_REV,0.36532834407811343
KOSPI_ALL,TRAIN,MOM1M,PBR12MF,-0.049563983768140855
KOSPI_ALL,TRAIN,MOM1M,PER12MF,-0.050742344571150746
KOSPI_ALL,TRAIN,MOM1M,PRIVATE_FLOW,0.42377446494016624
KOSPI_ALL,TRAIN,OP12_REV,FOREIGN_FLOW,0.16555649114550314
KOSPI_ALL,TRAIN,OP12_REV,MOM12_1,0.48739481556916575
KOSPI_ALL,TRAIN,OP12_REV,MOM1M,0.35592613776733134
KOSPI_ALL,TRAIN,OP12_REV,OP12_REV,1.0
KOSPI_ALL,TRAIN,OP12_REV,OPFY1_REV,0.7064191575117738
KOSPI_ALL,TRAIN,OP12_REV,PBR12MF,-0.21447858961066074
KOSPI_ALL,TRAIN,OP12_REV,PER12MF,-0.19065794109649134
KOSPI_ALL,TRAIN,OP12_REV,PRIVATE_FLOW,0.07416750178877606
KOSPI_ALL,TRAIN,OPFY1_REV,FOREIGN_FLOW,0.18388323389145034
KOSPI_ALL,TRAIN,OPFY1_REV,MOM12_1,0.39454060889441217
KOSPI_ALL,TRAIN,OPFY1_REV,MOM1M,0.36532834407811343
KOSPI_ALL,TRAIN,OPFY1_REV,OP12_REV,0.7064191575117738
KOSPI_ALL,TRAIN,OPFY1_REV,OPFY1_REV,1.0
KOSPI_ALL,TRAIN,OPFY1_REV,PBR12MF,-0.12140303919508755
KOSPI_ALL,TRAIN,OPFY1_REV,PER12MF,-0.042573313538952606
KOSPI_ALL,TRAIN,OPFY1_REV,PRIVATE_FLOW,0.047477083982508946
KOSPI_ALL,TRAIN,PBR12MF,FOREIGN_FLOW,-0.19619115171703155
KOSPI_ALL,TRAIN,PBR12MF,MOM12_1,-0.4432039114668337
KOSPI_ALL,TRAIN,PBR12MF,MOM1M,-0.049563983768140855
KOSPI_ALL,TRAIN,PBR12MF,OP12_REV,-0.21447858961066074
KOSPI_ALL,TRAIN,PBR12MF,OPFY1_REV,-0.12140303919508755
KOSPI_ALL,TRAIN,PBR12MF,PBR12MF,1.0
KOSPI_ALL,TRAIN,PBR12MF,PER12MF,0.8496507214677382
KOSPI_ALL,TRAIN,PBR12MF,PRIVATE_FLOW,0.08010009807512904
KOSPI_ALL,TRAIN,PER12MF,FOREIGN_FLOW,-0.1936477785556214
KOSPI_ALL,TRAIN,PER12MF,MOM12_1,-0.3221610741938631
KOSPI_ALL,TRAIN,PER12MF,MOM1M,-0.050742344571150746
KOSPI_ALL,TRAIN,PER12MF,OP12_REV,-0.19065794109649134
KOSPI_ALL,TRAIN,PER12MF,OPFY1_REV,-0.042573313538952606
KOSPI_ALL,TRAIN,PER12MF,PBR12MF,0.8496507214677382
KOSPI_ALL,TRAIN,PER12MF,PER12MF,1.0
KOSPI_ALL,TRAIN,PER12MF,PRIVATE_FLOW,0.06400960947421479
KOSPI_ALL,TRAIN,PRIVATE_FLOW,FOREIGN_FLOW,-0.07776958703704985
KOSPI_ALL,TRAIN,PRIVATE_FLOW,MOM12_1,-0.034021537069850574
KOSPI_ALL,TRAIN,PRIVATE_FLOW,MOM1M,0.42377446494016624
KOSPI_ALL,TRAIN,PRIVATE_FLOW,OP12_REV,0.07416750178877606
KOSPI_ALL,TRAIN,PRIVATE_FLOW,OPFY1_REV,0.047477083982508946
KOSPI_ALL,TRAIN,PRIVATE_FLOW,PBR12MF,0.08010009807512904
KOSPI_ALL,TRAIN,PRIVATE_FLOW,PER12MF,0.06400960947421479
KOSPI_ALL,TRAIN,PRIVATE_FLOW,PRIVATE_FLOW,1.0
KOSPI_ALL,OOS,FOREIGN_FLOW,FOREIGN_FLOW,1.0
KOSPI_ALL,OOS,FOREIGN_FLOW,MOM12_1,0.21604053057813344
KOSPI_ALL,OOS,FOREIGN_FLOW,MOM1M,0.16303570882907406
KOSPI_ALL,OOS,FOREIGN_FLOW,OP12_REV,0.33765407486780796
KOSPI_ALL,OOS,FOREIGN_FLOW,OPFY1_REV,0.4615305593237908
KOSPI_ALL,OOS,FOREIGN_FLOW,PBR12MF,-0.13346639631020132
KOSPI_ALL,OOS,FOREIGN_FLOW,PER12MF,-0.09359439682185636
KOSPI_ALL,OOS,FOREIGN_FLOW,PRIVATE_FLOW,-0.09811678623795621
KOSPI_ALL,OOS,MOM12_1,FOREIGN_FLOW,0.21604053057813344
KOSPI_ALL,OOS,MOM12_1,MOM12_1,1.0
KOSPI_ALL,OOS,MOM12_1,MOM1M,0.185280523227563
KOSPI_ALL,OOS,MOM12_1,OP12_REV,0.5272315043554904
KOSPI_ALL,OOS,MOM12_1,OPFY1_REV,0.3845791674758403
KOSPI_ALL,OOS,MOM12_1,PBR12MF,-0.46994949016512205
KOSPI_ALL,OOS,MOM12_1,PER12MF,-0.29152229152878484
KOSPI_ALL,OOS,MOM12_1,PRIVATE_FLOW,-0.1446988930740522
KOSPI_ALL,OOS,MOM1M,FOREIGN_FLOW,0.16303570882907406
KOSPI_ALL,OOS,MOM1M,MOM12_1,0.185280523227563
KOSPI_ALL,OOS,MOM1M,MOM1M,1.0
KOSPI_ALL,OOS,MOM1M,OP12_REV,0.12850280862905217
KOSPI_ALL,OOS,MOM1M,OPFY1_REV,0.3119817665334614
KOSPI_ALL,OOS,MOM1M,PBR12MF,-0.030125221656915068
KOSPI_ALL,OOS,MOM1M,PER12MF,0.06918080425832954
KOSPI_ALL,OOS,MOM1M,PRIVATE_FLOW,0.4110058238568591
KOSPI_ALL,OOS,OP12_REV,FOREIGN_FLOW,0.33765407486780796
KOSPI_ALL,OOS,OP12_REV,MOM12_1,0.5272315043554904
KOSPI_ALL,OOS,OP12_REV,MOM1M,0.12850280862905217
KOSPI_ALL,OOS,OP12_REV,OP12_REV,1.0
KOSPI_ALL,OOS,OP12_REV,OPFY1_REV,0.7140906784846841
KOSPI_ALL,OOS,OP12_REV,PBR12MF,-0.5153358357550614
KOSPI_ALL,OOS,OP12_REV,PER12MF,-0.399512968259212
KOSPI_ALL,OOS,OP12_REV,PRIVATE_FLOW,-0.08494322569033719
KOSPI_ALL,OOS,OPFY1_REV,FOREIGN_FLOW,0.4615305593237908
KOSPI_ALL,OOS,OPFY1_REV,MOM12_1,0.3845791674758403
KOSPI_ALL,OOS,OPFY1_REV,MOM1M,0.3119817665334614
KOSPI_ALL,OOS,OPFY1_REV,OP12_REV,0.7140906784846841
KOSPI_ALL,OOS,OPFY1_REV,OPFY1_REV,1.0
KOSPI_ALL,OOS,OPFY1_REV,PBR12MF,-0.23536154050832075
KOSPI_ALL,OOS,OPFY1_REV,PER12MF,-0.09119140090071486
KOSPI_ALL,OOS,OPFY1_REV,PRIVATE_FLOW,-0.050817122605443105
KOSPI_ALL,OOS,PBR12MF,FOREIGN_FLOW,-0.13346639631020132
KOSPI_ALL,OOS,PBR12MF,MOM12_1,-0.46994949016512205
KOSPI_ALL,OOS,PBR12MF,MOM1M,-0.030125221656915068
KOSPI_ALL,OOS,PBR12MF,OP12_REV,-0.5153358357550614
KOSPI_ALL,OOS,PBR12MF,OPFY1_REV,-0.23536154050832075
KOSPI_ALL,OOS,PBR12MF,PBR12MF,1.0
KOSPI_ALL,OOS,PBR12MF,PER12MF,0.8824700214886584
KOSPI_ALL,OOS,PBR12MF,PRIVATE_FLOW,0.22937725197791428
KOSPI_ALL,OOS,PER12MF,FOREIGN_FLOW,-0.09359439682185636
KOSPI_ALL,OOS,PER12MF,MOM12_1,-0.29152229152878484
KOSPI_ALL,OOS,PER12MF,MOM1M,0.06918080425832954
KOSPI_ALL,OOS,PER12MF,OP12_REV,-0.399512968259212
KOSPI_ALL,OOS,PER12MF,OPFY1_REV,-0.09119140090071486
KOSPI_ALL,OOS,PER12MF,PBR12MF,0.8824700214886584
KOSPI_ALL,OOS,PER12MF,PER12MF,1.0
KOSPI_ALL,OOS,PER12MF,PRIVATE_FLOW,0.18784952193707338
KOSPI_ALL,OOS,PRIVATE_FLOW,FOREIGN_FLOW,-0.09811678623795621
KOSPI_ALL,OOS,PRIVATE_FLOW,MOM12_1,-0.1446988930740522
KOSPI_ALL,OOS,PRIVATE_FLOW,MOM1M,0.4110058238568591
KOSPI_ALL,OOS,PRIVATE_FLOW,OP12_REV,-0.08494322569033719
KOSPI_ALL,OOS,PRIVATE_FLOW,OPFY1_REV,-0.050817122605443105
KOSPI_ALL,OOS,PRIVATE_FLOW,PBR12MF,0.22937725197791428
KOSPI_ALL,OOS,PRIVATE_FLOW,PER12MF,0.18784952193707338
KOSPI_ALL,OOS,PRIVATE_FLOW,PRIVATE_FLOW,1.0
KOSPI_EX_K200,TRAIN,FOREIGN_FLOW,FOREIGN_FLOW,1.0
KOSPI_EX_K200,TRAIN,FOREIGN_FLOW,MOM12_1,-0.057192192230793484
KOSPI_EX_K200,TRAIN,FOREIGN_FLOW,MOM1M,-0.0784425098458031
KOSPI_EX_K200,TRAIN,FOREIGN_FLOW,OP12_REV,0.18770506325018055
KOSPI_EX_K200,TRAIN,FOREIGN_FLOW,OPFY1_REV,0.1353829659695867
KOSPI_EX_K200,TRAIN,FOREIGN_FLOW,PBR12MF,-0.0886685695563732
KOSPI_EX_K200,TRAIN,FOREIGN_FLOW,PER12MF,-0.13791890198516107
KOSPI_EX_K200,TRAIN,FOREIGN_FLOW,PRIVATE_FLOW,-0.006391727471890076
KOSPI_EX_K200,TRAIN,MOM12_1,FOREIGN_FLOW,-0.057192192230793484
KOSPI_EX_K200,TRAIN,MOM12_1,MOM12_1,1.0
KOSPI_EX_K200,TRAIN,MOM12_1,MOM1M,0.1135702339890375
KOSPI_EX_K200,TRAIN,MOM12_1,OP12_REV,0.2138405999033577
KOSPI_EX_K200,TRAIN,MOM12_1,OPFY1_REV,0.1752696084309588
KOSPI_EX_K200,TRAIN,MOM12_1,PBR12MF,-0.3353463189842905
KOSPI_EX_K200,TRAIN,MOM12_1,PER12MF,-0.2638752513739191
KOSPI_EX_K200,TRAIN,MOM12_1,PRIVATE_FLOW,-0.02618366299404006
KOSPI_EX_K200,TRAIN,MOM1M,FOREIGN_FLOW,-0.0784425098458031
KOSPI_EX_K200,TRAIN,MOM1M,MOM12_1,0.1135702339890375
KOSPI_EX_K200,TRAIN,MOM1M,MOM1M,1.0
KOSPI_EX_K200,TRAIN,MOM1M,OP12_REV,0.16787883755716757
KOSPI_EX_K200,TRAIN,MOM1M,OPFY1_REV,0.2072200228497473
KOSPI_EX_K200,TRAIN,MOM1M,PBR12MF,-0.010410701484537165
KOSPI_EX_K200,TRAIN,MOM1M,PER12MF,-0.020652094132231076
KOSPI_EX_K200,TRAIN,MOM1M,PRIVATE_FLOW,0.0868351317734246
KOSPI_EX_K200,TRAIN,OP12_REV,FOREIGN_FLOW,0.18770506325018055
KOSPI_EX_K200,TRAIN,OP12_REV,MOM12_1,0.2138405999033577
KOSPI_EX_K200,TRAIN,OP12_REV,MOM1M,0.16787883755716757
KOSPI_EX_K200,TRAIN,OP12_REV,OP12_REV,1.0
KOSPI_EX_K200,TRAIN,OP12_REV,OPFY1_REV,0.6606572916701573
KOSPI_EX_K200,TRAIN,OP12_REV,PBR12MF,-0.24598624098201885
KOSPI_EX_K200,TRAIN,OP12_REV,PER12MF,-0.18342685184160598
KOSPI_EX_K200,TRAIN,OP12_REV,PRIVATE_FLOW,0.03132296114584534
KOSPI_EX_K200,TRAIN,OPFY1_REV,FOREIGN_FLOW,0.1353829659695867
KOSPI_EX_K200,TRAIN,OPFY1_REV,MOM12_1,0.1752696084309588
KOSPI_EX_K200,TRAIN,OPFY1_REV,MOM1M,0.2072200228497473
KOSPI_EX_K200,TRAIN,OPFY1_REV,OP12_REV,0.6606572916701573
KOSPI_EX_K200,TRAIN,OPFY1_REV,OPFY1_REV,1.0
KOSPI_EX_K200,TRAIN,OPFY1_REV,PBR12MF,-0.10397029169537446
KOSPI_EX_K200,TRAIN,OPFY1_REV,PER12MF,-0.04764087139071378
KOSPI_EX_K200,TRAIN,OPFY1_REV,PRIVATE_FLOW,0.06703702035862764
KOSPI_EX_K200,TRAIN,PBR12MF,FOREIGN_FLOW,-0.0886685695563732
KOSPI_EX_K200,TRAIN,PBR12MF,MOM12_1,-0.3353463189842905
KOSPI_EX_K200,TRAIN,PBR12MF,MOM1M,-0.010410701484537165
KOSPI_EX_K200,TRAIN,PBR12MF,OP12_REV,-0.24598624098201885
KOSPI_EX_K200,TRAIN,PBR12MF,OPFY1_REV,-0.10397029169537446
KOSPI_EX_K200,TRAIN,PBR12MF,PBR12MF,1.0
KOSPI_EX_K200,TRAIN,PBR12MF,PER12MF,0.7417646679188017
KOSPI_EX_K200,TRAIN,PBR12MF,PRIVATE_FLOW,0.05901097394730392
KOSPI_EX_K200,TRAIN,PER12MF,FOREIGN_FLOW,-0.13791890198516107
KOSPI_EX_K200,TRAIN,PER12MF,MOM12_1,-0.2638752513739191
KOSPI_EX_K200,TRAIN,PER12MF,MOM1M,-0.020652094132231076
KOSPI_EX_K200,TRAIN,PER12MF,OP12_REV,-0.18342685184160598
KOSPI_EX_K200,TRAIN,PER12MF,OPFY1_REV,-0.04764087139071378
KOSPI_EX_K200,TRAIN,PER12MF,PBR12MF,0.7417646679188017
KOSPI_EX_K200,TRAIN,PER12MF,PER12MF,1.0
KOSPI_EX_K200,TRAIN,PER12MF,PRIVATE_FLOW,0.05325708204715549
KOSPI_EX_K200,TRAIN,PRIVATE_FLOW,FOREIGN_FLOW,-0.006391727471890076
KOSPI_EX_K200,TRAIN,PRIVATE_FLOW,MOM12_1,-0.02618366299404006
KOSPI_EX_K200,TRAIN,PRIVATE_FLOW,MOM1M,0.0868351317734246
KOSPI_EX_K200,TRAIN,PRIVATE_FLOW,OP12_REV,0.03132296114584534
KOSPI_EX_K200,TRAIN,PRIVATE_FLOW,OPFY1_REV,0.06703702035862764
KOSPI_EX_K200,TRAIN,PRIVATE_FLOW,PBR12MF,0.05901097394730392
KOSPI_EX_K200,TRAIN,PRIVATE_FLOW,PER12MF,0.05325708204715549
KOSPI_EX_K200,TRAIN,PRIVATE_FLOW,PRIVATE_FLOW,1.0
KOSPI_EX_K200,OOS,FOREIGN_FLOW,FOREIGN_FLOW,1.0
KOSPI_EX_K200,OOS,FOREIGN_FLOW,MOM12_1,0.18129470709010095
KOSPI_EX_K200,OOS,FOREIGN_FLOW,MOM1M,0.12749808741861285
KOSPI_EX_K200,OOS,FOREIGN_FLOW,OP12_REV,0.2852521534184404
KOSPI_EX_K200,OOS,FOREIGN_FLOW,OPFY1_REV,0.2603707478041788
KOSPI_EX_K200,OOS,FOREIGN_FLOW,PBR12MF,-0.21494577917697558
KOSPI_EX_K200,OOS,FOREIGN_FLOW,PER12MF,-0.17429208795470982
KOSPI_EX_K200,OOS,FOREIGN_FLOW,PRIVATE_FLOW,-0.03478681483688829
KOSPI_EX_K200,OOS,MOM12_1,FOREIGN_FLOW,0.18129470709010095
KOSPI_EX_K200,OOS,MOM12_1,MOM12_1,1.0
KOSPI_EX_K200,OOS,MOM12_1,MOM1M,0.09251888108827579
KOSPI_EX_K200,OOS,MOM12_1,OP12_REV,0.32909163576500144
KOSPI_EX_K200,OOS,MOM12_1,OPFY1_REV,0.15909723031882372
KOSPI_EX_K200,OOS,MOM12_1,PBR12MF,-0.42685226746795285
KOSPI_EX_K200,OOS,MOM12_1,PER12MF,-0.33476268058609016
KOSPI_EX_K200,OOS,MOM12_1,PRIVATE_FLOW,0.020604680777506375
KOSPI_EX_K200,OOS,MOM1M,FOREIGN_FLOW,0.12749808741861285
KOSPI_EX_K200,OOS,MOM1M,MOM12_1,0.09251888108827579
KOSPI_EX_K200,OOS,MOM1M,MOM1M,1.0
KOSPI_EX_K200,OOS,MOM1M,OP12_REV,0.02251581423190058
KOSPI_EX_K200,OOS,MOM1M,OPFY1_REV,0.14803753591356186
KOSPI_EX_K200,OOS,MOM1M,PBR12MF,0.01648073201235918
KOSPI_EX_K200,OOS,MOM1M,PER12MF,0.0773926899443399
KOSPI_EX_K200,OOS,MOM1M,PRIVATE_FLOW,0.27322332172619074
KOSPI_EX_K200,OOS,OP12_REV,FOREIGN_FLOW,0.2852521534184404
KOSPI_EX_K200,OOS,OP12_REV,MOM12_1,0.32909163576500144
KOSPI_EX_K200,OOS,OP12_REV,MOM1M,0.02251581423190058
KOSPI_EX_K200,OOS,OP12_REV,OP12_REV,1.0
KOSPI_EX_K200,OOS,OP12_REV,OPFY1_REV,0.6725988877628647
KOSPI_EX_K200,OOS,OP12_REV,PBR12MF,-0.31332053866500653
KOSPI_EX_K200,OOS,OP12_REV,PER12MF,-0.2577037520197481
KOSPI_EX_K200,OOS,OP12_REV,PRIVATE_FLOW,-0.003954273507800222
KOSPI_EX_K200,OOS,OPFY1_REV,FOREIGN_FLOW,0.2603707478041788
KOSPI_EX_K200,OOS,OPFY1_REV,MOM12_1,0.15909723031882372
KOSPI_EX_K200,OOS,OPFY1_REV,MOM1M,0.14803753591356186
KOSPI_EX_K200,OOS,OPFY1_REV,OP12_REV,0.6725988877628647
KOSPI_EX_K200,OOS,OPFY1_REV,OPFY1_REV,1.0
KOSPI_EX_K200,OOS,OPFY1_REV,PBR12MF,-0.09102005506988563
KOSPI_EX_K200,OOS,OPFY1_REV,PER12MF,0.02843047364458224
KOSPI_EX_K200,OOS,OPFY1_REV,PRIVATE_FLOW,0.02571881588023482
KOSPI_EX_K200,OOS,PBR12MF,FOREIGN_FLOW,-0.21494577917697558
KOSPI_EX_K200,OOS,PBR12MF,MOM12_1,-0.42685226746795285
KOSPI_EX_K200,OOS,PBR12MF,MOM1M,0.01648073201235918
KOSPI_EX_K200,OOS,PBR12MF,OP12_REV,-0.31332053866500653
KOSPI_EX_K200,OOS,PBR12MF,OPFY1_REV,-0.09102005506988563
KOSPI_EX_K200,OOS,PBR12MF,PBR12MF,1.0
KOSPI_EX_K200,OOS,PBR12MF,PER12MF,0.8572412895412613
KOSPI_EX_K200,OOS,PBR12MF,PRIVATE_FLOW,0.15182100549751812
KOSPI_EX_K200,OOS,PER12MF,FOREIGN_FLOW,-0.17429208795470982
KOSPI_EX_K200,OOS,PER12MF,MOM12_1,-0.33476268058609016
KOSPI_EX_K200,OOS,PER12MF,MOM1M,0.0773926899443399
KOSPI_EX_K200,OOS,PER12MF,OP12_REV,-0.2577037520197481
KOSPI_EX_K200,OOS,PER12MF,OPFY1_REV,0.02843047364458224
KOSPI_EX_K200,OOS,PER12MF,PBR12MF,0.8572412895412613
KOSPI_EX_K200,OOS,PER12MF,PER12MF,1.0
KOSPI_EX_K200,OOS,PER12MF,PRIVATE_FLOW,0.15943014347943898
KOSPI_EX_K200,OOS,PRIVATE_FLOW,FOREIGN_FLOW,-0.03478681483688829
KOSPI_EX_K200,OOS,PRIVATE_FLOW,MOM12_1,0.020604680777506375
KOSPI_EX_K200,OOS,PRIVATE_FLOW,MOM1M,0.27322332172619074
KOSPI_EX_K200,OOS,PRIVATE_FLOW,OP12_REV,-0.003954273507800222
KOSPI_EX_K200,OOS,PRIVATE_FLOW,OPFY1_REV,0.02571881588023482
KOSPI_EX_K200,OOS,PRIVATE_FLOW,PBR12MF,0.15182100549751812
KOSPI_EX_K200,OOS,PRIVATE_FLOW,PER12MF,0.15943014347943898
KOSPI_EX_K200,OOS,PRIVATE_FLOW,PRIVATE_FLOW,1.0
KOSPI_KOSDAQ_ALL,TRAIN,FOREIGN_FLOW,FOREIGN_FLOW,1.0
KOSPI_KOSDAQ_ALL,TRAIN,FOREIGN_FLOW,MOM12_1,0.16398080098920095
KOSPI_KOSDAQ_ALL,TRAIN,FOREIGN_FLOW,MOM1M,0.12299524270592574
KOSPI_KOSDAQ_ALL,TRAIN,FOREIGN_FLOW,OP12_REV,0.19891348859085045
KOSPI_KOSDAQ_ALL,TRAIN,FOREIGN_FLOW,OPFY1_REV,0.17857130498242801
KOSPI_KOSDAQ_ALL,TRAIN,FOREIGN_FLOW,PBR12MF,-0.18574526988391282
KOSPI_KOSDAQ_ALL,TRAIN,FOREIGN_FLOW,PER12MF,-0.1836385737735774
KOSPI_KOSDAQ_ALL,TRAIN,FOREIGN_FLOW,PRIVATE_FLOW,-0.03831284374843346
KOSPI_KOSDAQ_ALL,TRAIN,MOM12_1,FOREIGN_FLOW,0.16398080098920095
KOSPI_KOSDAQ_ALL,TRAIN,MOM12_1,MOM12_1,1.0
KOSPI_KOSDAQ_ALL,TRAIN,MOM12_1,MOM1M,0.14815932382007915
KOSPI_KOSDAQ_ALL,TRAIN,MOM12_1,OP12_REV,0.4775502377291193
KOSPI_KOSDAQ_ALL,TRAIN,MOM12_1,OPFY1_REV,0.3231662403750706
KOSPI_KOSDAQ_ALL,TRAIN,MOM12_1,PBR12MF,-0.5564121504254185
KOSPI_KOSDAQ_ALL,TRAIN,MOM12_1,PER12MF,-0.39856981072391046
KOSPI_KOSDAQ_ALL,TRAIN,MOM12_1,PRIVATE_FLOW,-0.09444125154398567
