sample,factor_universe,market_target,horizon,state,state_bin,train_q1,train_q2,n,mean_fwd_return,median_fwd_return,positive_market_share,mean_tstat
OOS,KOSPI_EX_K200,KOSDAQ_PLUS_KOSPI_EX_K200,20,ORTHOGONAL_ABS_BREADTH_1P,LOW,0.2,0.904761904761902,53,0.001497174911126918,0.006978510854433302,0.5471698113207547,0.12267924147804611
OOS,KOSPI_EX_K200,KOSDAQ_PLUS_KOSPI_EX_K200,20,ORTHOGONAL_ABS_BREADTH_1P,MID,0.2,0.904761904761902,59,0.004639179106526062,0.011759690929116653,0.576271186440678,0.5906323044689507
OOS,KOSPI_EX_K200,KOSDAQ_PLUS_KOSPI_EX_K200,20,ORTHOGONAL_ABS_BREADTH_1P,HIGH,0.2,0.904761904761902,59,0.01242059910245812,0.018377686557488032,0.576271186440678,1.4603308587916681
TRAIN,KOSPI_EX_K200,K200,1,MKT_ACT5_BREADTH,LOW,0.29645886785474884,0.3936731107205624,107,-0.0005901883235167123,0.0004571779750538045,0.5046728971962616,-0.7020154405672973
TRAIN,KOSPI_EX_K200,K200,1,MKT_ACT5_BREADTH,MID,0.29645886785474884,0.3936731107205624,105,-0.00026028002095385415,0.000461245885614,0.5238095238095238,-0.3050087889063087
TRAIN,KOSPI_EX_K200,K200,1,MKT_ACT5_BREADTH,HIGH,0.29645886785474884,0.3936731107205624,108,0.0005446017688824861,0.0002640801578147451,0.5370370370370371,0.4487450351001326
OOS,KOSPI_EX_K200,K200,1,MKT_ACT5_BREADTH,LOW,0.29645886785474884,0.3936731107205624,61,0.003488172769510538,0.002768676261386746,0.5573770491803278,0.9689495051940512
OOS,KOSPI_EX_K200,K200,1,MKT_ACT5_BREADTH,MID,0.29645886785474884,0.3936731107205624,58,0.0012416483392605172,0.0015520744599388401,0.5517241379310345,0.814535844442269
OOS,KOSPI_EX_K200,K200,1,MKT_ACT5_BREADTH,HIGH,0.29645886785474884,0.3936731107205624,55,-0.0008668967993424306,0.0023454226629744204,0.5636363636363636,-0.26539315023330157
TRAIN,KOSPI_EX_K200,K200,5,MKT_ACT5_BREADTH,LOW,0.29645886785474884,0.3936731107205624,107,0.00045956511700590317,0.0020357516609503866,0.5327102803738317,0.19407802353599238
TRAIN,KOSPI_EX_K200,K200,5,MKT_ACT5_BREADTH,MID,0.29645886785474884,0.3936731107205624,105,-0.0015794329578072122,0.0015134322502686065,0.5333333333333333,-0.6560810569546492
TRAIN,KOSPI_EX_K200,K200,5,MKT_ACT5_BREADTH,HIGH,0.29645886785474884,0.3936731107205624,108,0.0018850775103593177,0.0029118435108230175,0.5925925925925926,0.8916796694731878
OOS,KOSPI_EX_K200,K200,5,MKT_ACT5_BREADTH,LOW,0.29645886785474884,0.3936731107205624,61,0.0004233869916262356,0.003248679060483537,0.5737704918032787,0.06662446182667965
OOS,KOSPI_EX_K200,K200,5,MKT_ACT5_BREADTH,MID,0.29645886785474884,0.3936731107205624,58,0.007056007432351678,0.0039768649629460945,0.6206896551724138,1.8493631315990149
OOS,KOSPI_EX_K200,K200,5,MKT_ACT5_BREADTH,HIGH,0.29645886785474884,0.3936731107205624,55,0.013988140307783037,0.010859505591482665,0.6181818181818182,2.9196379763080937
TRAIN,KOSPI_EX_K200,K200,20,MKT_ACT5_BREADTH,LOW,0.29645886785474884,0.3936731107205624,107,-8.894402579487448e-05,0.004093994090336835,0.514018691588785,-0.018877656199407362
TRAIN,KOSPI_EX_K200,K200,20,MKT_ACT5_BREADTH,MID,0.29645886785474884,0.3936731107205624,105,0.0044248564899339975,0.008978938712008295,0.6095238095238096,0.8851915018484926
TRAIN,KOSPI_EX_K200,K200,20,MKT_ACT5_BREADTH,HIGH,0.29645886785474884,0.3936731107205624,108,0.0007446292760235897,0.0010898156085693115,0.5092592592592593,0.14485010888182295
OOS,KOSPI_EX_K200,K200,20,MKT_ACT5_BREADTH,LOW,0.29645886785474884,0.3936731107205624,58,0.011024278091999833,0.011286386902210874,0.5517241379310345,0.7932200806239446
OOS,KOSPI_EX_K200,K200,20,MKT_ACT5_BREADTH,MID,0.29645886785474884,0.3936731107205624,58,0.03305437626709871,0.024449274741300056,0.7068965517241379,3.2058017008878124
OOS,KOSPI_EX_K200,K200,20,MKT_ACT5_BREADTH,HIGH,0.29645886785474884,0.3936731107205624,55,0.04307217089445745,0.02640322404502108,0.6727272727272727,3.771918150358135
TRAIN,KOSPI_EX_K200,KOSPI_EX_K200,1,MKT_ACT5_BREADTH,LOW,0.29645886785474884,0.3936731107205624,107,-0.0013233890488041898,-3.099925567049273e-05,0.4953271028037383,-1.2779040165538962
TRAIN,KOSPI_EX_K200,KOSPI_EX_K200,1,MKT_ACT5_BREADTH,MID,0.29645886785474884,0.3936731107205624,105,-0.0006437268806560844,-0.0002215809239361014,0.49523809523809526,-0.6929057862474253
TRAIN,KOSPI_EX_K200,KOSPI_EX_K200,1,MKT_ACT5_BREADTH,HIGH,0.29645886785474884,0.3936731107205624,108,0.0023660868844843355,0.0028219716399242754,0.6111111111111112,1.9565228022248342
OOS,KOSPI_EX_K200,KOSPI_EX_K200,1,MKT_ACT5_BREADTH,LOW,0.29645886785474884,0.3936731107205624,61,0.0008219086432704451,0.002313266114153444,0.5737704918032787,0.357424257162817
OOS,KOSPI_EX_K200,KOSPI_EX_K200,1,MKT_ACT5_BREADTH,MID,0.29645886785474884,0.3936731107205624,58,0.0008934155398307994,0.0024640565279878653,0.5689655172413793,0.6858829917026611
OOS,KOSPI_EX_K200,KOSPI_EX_K200,1,MKT_ACT5_BREADTH,HIGH,0.29645886785474884,0.3936731107205624,55,-0.001368125939118994,0.001957343307915584,0.5454545454545454,-0.4737067548154055
TRAIN,KOSPI_EX_K200,KOSPI_EX_K200,5,MKT_ACT5_BREADTH,LOW,0.29645886785474884,0.3936731107205624,107,-0.0018928524517564961,-0.0034702331193444775,0.45794392523364486,-0.660669927059441
TRAIN,KOSPI_EX_K200,KOSPI_EX_K200,5,MKT_ACT5_BREADTH,MID,0.29645886785474884,0.3936731107205624,105,-0.004684382325479972,0.00030532113618818367,0.5047619047619047,-1.687205503105368
TRAIN,KOSPI_EX_K200,KOSPI_EX_K200,5,MKT_ACT5_BREADTH,HIGH,0.29645886785474884,0.3936731107205624,108,0.005410126649478823,0.007879523912825228,0.6111111111111112,1.6484248336747063
OOS,KOSPI_EX_K200,KOSPI_EX_K200,5,MKT_ACT5_BREADTH,LOW,0.29645886785474884,0.3936731107205624,61,0.0011260679547486806,0.005717017981178533,0.5737704918032787,0.2508538426226686
OOS,KOSPI_EX_K200,KOSPI_EX_K200,5,MKT_ACT5_BREADTH,MID,0.29645886785474884,0.3936731107205624,58,0.0010325562169984836,-0.001413879156281727,0.46551724137931033,0.3420890054744909
OOS,KOSPI_EX_K200,KOSPI_EX_K200,5,MKT_ACT5_BREADTH,HIGH,0.29645886785474884,0.3936731107205624,55,0.006371830257547393,0.007238889213421476,0.6363636363636364,1.4396533720476719
TRAIN,KOSPI_EX_K200,KOSPI_EX_K200,20,MKT_ACT5_BREADTH,LOW,0.29645886785474884,0.3936731107205624,107,-0.004133367143931679,-0.0013947087030881516,0.48598130841121495,-0.7113455193217207
TRAIN,KOSPI_EX_K200,KOSPI_EX_K200,20,MKT_ACT5_BREADTH,MID,0.29645886785474884,0.3936731107205624,105,-0.007041279730562037,-0.0019422208385593345,0.4857142857142857,-1.3065271739462407
TRAIN,KOSPI_EX_K200,KOSPI_EX_K200,20,MKT_ACT5_BREADTH,HIGH,0.29645886785474884,0.3936731107205624,108,0.008829821949382735,0.01055093122150603,0.6018518518518519,1.276293762024108
OOS,KOSPI_EX_K200,KOSPI_EX_K200,20,MKT_ACT5_BREADTH,LOW,0.29645886785474884,0.3936731107205624,58,0.007118680841769947,0.008645737817165534,0.5862068965517241,0.8323958329487583
OOS,KOSPI_EX_K200,KOSPI_EX_K200,20,MKT_ACT5_BREADTH,MID,0.29645886785474884,0.3936731107205624,58,0.011636607258386581,0.009455786722677773,0.6206896551724138,1.8641965601655324
OOS,KOSPI_EX_K200,KOSPI_EX_K200,20,MKT_ACT5_BREADTH,HIGH,0.29645886785474884,0.3936731107205624,55,0.01207137409433256,0.0018240177791091169,0.5272727272727272,1.258387121674444
TRAIN,KOSPI_EX_K200,KOSPI_ALL,1,MKT_ACT5_BREADTH,LOW,0.29645886785474884,0.3936731107205624,107,-0.0006601489240289121,-0.00021002679344538148,0.48598130841121495,-0.791518742647257
TRAIN,KOSPI_EX_K200,KOSPI_ALL,1,MKT_ACT5_BREADTH,MID,0.29645886785474884,0.3936731107205624,105,-0.00029084003363573233,0.0006020539615466677,0.5333333333333333,-0.34603706647829374
TRAIN,KOSPI_EX_K200,KOSPI_ALL,1,MKT_ACT5_BREADTH,HIGH,0.29645886785474884,0.3936731107205624,108,0.0007086467049633512,0.00012545032945871526,0.5370370370370371,0.5965801290999909
OOS,KOSPI_EX_K200,KOSPI_ALL,1,MKT_ACT5_BREADTH,LOW,0.29645886785474884,0.3936731107205624,61,0.0033403083982876617,0.002252733562020443,0.5737704918032787,0.9464863177769317
OOS,KOSPI_EX_K200,KOSPI_ALL,1,MKT_ACT5_BREADTH,MID,0.29645886785474884,0.3936731107205624,58,0.0011919878356916767,0.0012788002128942956,0.5689655172413793,0.8048399877116772
OOS,KOSPI_EX_K200,KOSPI_ALL,1,MKT_ACT5_BREADTH,HIGH,0.29645886785474884,0.3936731107205624,55,-0.0009258417792075043,0.002310595921810547,0.5636363636363636,-0.28699404322154637
TRAIN,KOSPI_EX_K200,KOSPI_ALL,5,MKT_ACT5_BREADTH,LOW,0.29645886785474884,0.3936731107205624,107,0.00019433260462153938,0.0010145258278990805,0.514018691588785,0.08254252928738927
TRAIN,KOSPI_EX_K200,KOSPI_ALL,5,MKT_ACT5_BREADTH,MID,0.29645886785474884,0.3936731107205624,105,-0.001893127516239499,0.00090734011231011,0.5238095238095238,-0.7872373697093391
TRAIN,KOSPI_EX_K200,KOSPI_ALL,5,MKT_ACT5_BREADTH,HIGH,0.29645886785474884,0.3936731107205624,108,0.0021786919071065864,0.0040241534035073395,0.6018518518518519,1.0222702920745483
OOS,KOSPI_EX_K200,KOSPI_ALL,5,MKT_ACT5_BREADTH,LOW,0.29645886785474884,0.3936731107205624,61,0.0004219040995786451,0.005285592410649747,0.5573770491803278,0.06769538986819533
OOS,KOSPI_EX_K200,KOSPI_ALL,5,MKT_ACT5_BREADTH,MID,0.29645886785474884,0.3936731107205624,58,0.006710776262659023,0.004111716476659603,0.5689655172413793,1.8212185604912243
OOS,KOSPI_EX_K200,KOSPI_ALL,5,MKT_ACT5_BREADTH,HIGH,0.29645886785474884,0.3936731107205624,55,0.013547841600064022,0.011508893600489525,0.6181818181818182,2.8950954625953944
TRAIN,KOSPI_EX_K200,KOSPI_ALL,20,MKT_ACT5_BREADTH,LOW,0.29645886785474884,0.3936731107205624,107,-0.0005451815992444064,0.0051682507568640386,0.514018691588785,-0.11479391943630744
TRAIN,KOSPI_EX_K200,KOSPI_ALL,20,MKT_ACT5_BREADTH,MID,0.29645886785474884,0.3936731107205624,105,0.0031738536453446266,0.009693433924988637,0.6095238095238096,0.640988202090646
TRAIN,KOSPI_EX_K200,KOSPI_ALL,20,MKT_ACT5_BREADTH,HIGH,0.29645886785474884,0.3936731107205624,108,0.0013927814129320202,0.00198848221230792,0.5092592592592593,0.2697655518919262
OOS,KOSPI_EX_K200,KOSPI_ALL,20,MKT_ACT5_BREADTH,LOW,0.29645886785474884,0.3936731107205624,58,0.01062763876285837,0.010606344698745319,0.5517241379310345,0.7820277176918632
OOS,KOSPI_EX_K200,KOSPI_ALL,20,MKT_ACT5_BREADTH,MID,0.29645886785474884,0.3936731107205624,58,0.031829963531992,0.026529763611996906,0.7068965517241379,3.2190760419830116
OOS,KOSPI_EX_K200,KOSPI_ALL,20,MKT_ACT5_BREADTH,HIGH,0.29645886785474884,0.3936731107205624,55,0.04118096800253246,0.029954207894338995,0.6545454545454545,3.7424237486235463
TRAIN,KOSPI_EX_K200,KOSDAQ,1,MKT_ACT5_BREADTH,LOW,0.29645886785474884,0.3936731107205624,107,-0.0012551120010947936,-0.00016399042987466105,0.48598130841121495,-1.0227827019629905
TRAIN,KOSPI_EX_K200,KOSDAQ,1,MKT_ACT5_BREADTH,MID,0.29645886785474884,0.3936731107205624,105,-0.0006507656689400791,0.00020739985847398806,0.5047619047619047,-0.5641754174325196
TRAIN,KOSPI_EX_K200,KOSDAQ,1,MKT_ACT5_BREADTH,HIGH,0.29645886785474884,0.3936731107205624,108,0.0018861636835240541,0.0017990084958276961,0.5462962962962963,1.293262045942586
OOS,KOSPI_EX_K200,KOSDAQ,1,MKT_ACT5_BREADTH,LOW,0.29645886785474884,0.3936731107205624,61,0.001274997968200324,0.0003099207617674221,0.5081967213114754,0.40513745022724107
OOS,KOSPI_EX_K200,KOSDAQ,1,MKT_ACT5_BREADTH,MID,0.29645886785474884,0.3936731107205624,58,0.0019804807913694563,0.0038836366629763767,0.6724137931034483,1.042891081988741
OOS,KOSPI_EX_K200,KOSDAQ,1,MKT_ACT5_BREADTH,HIGH,0.29645886785474884,0.3936731107205624,55,-0.001845170325585839,0.003409868177825764,0.5636363636363636,-0.4990824926071855
TRAIN,KOSPI_EX_K200,KOSDAQ,5,MKT_ACT5_BREADTH,LOW,0.29645886785474884,0.3936731107205624,107,-0.0009725474645505363,0.0008778383379859935,0.5420560747663551,-0.2858388039054753
TRAIN,KOSPI_EX_K200,KOSDAQ,5,MKT_ACT5_BREADTH,MID,0.29645886785474884,0.3936731107205624,105,-0.004317324699451334,0.0007177973519330639,0.5142857142857142,-1.4023404813117013
TRAIN,KOSPI_EX_K200,KOSDAQ,5,MKT_ACT5_BREADTH,HIGH,0.29645886785474884,0.3936731107205624,108,0.004944049900379855,0.006893374432991352,0.5925925925925926,1.3487965041219572
OOS,KOSPI_EX_K200,KOSDAQ,5,MKT_ACT5_BREADTH,LOW,0.29645886785474884,0.3936731107205624,61,-0.0018807173002932309,-0.00045119205758273155,0.4918032786885246,-0.3001606634742535
OOS,KOSPI_EX_K200,KOSDAQ,5,MKT_ACT5_BREADTH,MID,0.29645886785474884,0.3936731107205624,58,-0.0007375122287613956,0.002662072732477977,0.5344827586206896,-0.2188022289191769
OOS,KOSPI_EX_K200,KOSDAQ,5,MKT_ACT5_BREADTH,HIGH,0.29645886785474884,0.3936731107205624,55,0.007826183954283491,0.009560686328032898,0.5636363636363636,1.3473960507078844
TRAIN,KOSPI_EX_K200,KOSDAQ,20,MKT_ACT5_BREADTH,LOW,0.29645886785474884,0.3936731107205624,107,0.0008875330770534107,0.006378631781516088,0.5233644859813084,0.12889927518331631
TRAIN,KOSPI_EX_K200,KOSDAQ,20,MKT_ACT5_BREADTH,MID,0.29645886785474884,0.3936731107205624,105,-0.004660527932968789,0.001120784585748911,0.5047619047619047,-0.7317470706197708
TRAIN,KOSPI_EX_K200,KOSDAQ,20,MKT_ACT5_BREADTH,HIGH,0.29645886785474884,0.3936731107205624,108,0.0048558251091593676,0.007311070074620508,0.5277777777777778,0.6981487884024355
OOS,KOSPI_EX_K200,KOSDAQ,20,MKT_ACT5_BREADTH,LOW,0.29645886785474884,0.3936731107205624,58,-0.0001459836695111124,0.005562773947026138,0.5517241379310345,-0.012817692975001448
OOS,KOSPI_EX_K200,KOSDAQ,20,MKT_ACT5_BREADTH,MID,0.29645886785474884,0.3936731107205624,58,0.005526428198191981,0.009527076915631535,0.603448275862069,0.6563644657070481
OOS,KOSPI_EX_K200,KOSDAQ,20,MKT_ACT5_BREADTH,HIGH,0.29645886785474884,0.3936731107205624,55,0.00926404940491342,0.013389516298631212,0.6,0.8155587595823841
TRAIN,KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,1,MKT_ACT5_BREADTH,LOW,0.29645886785474884,0.3936731107205624,107,-0.0007418756758495976,0.0001607942247692279,0.5046728971962616,-0.8629676452022093
TRAIN,KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,1,MKT_ACT5_BREADTH,MID,0.29645886785474884,0.3936731107205624,105,-0.0003369824990353203,0.0007013516621619025,0.5238095238095238,-0.39747271061127154
TRAIN,KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,1,MKT_ACT5_BREADTH,HIGH,0.29645886785474884,0.3936731107205624,108,0.0008462659753152019,0.0001654013123285454,0.5370370370370371,0.7179750038980646
OOS,KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,1,MKT_ACT5_BREADTH,LOW,0.29645886785474884,0.3936731107205624,61,0.0032034970464651273,0.0025025395772231697,0.5901639344262295,0.9259053382853935
OOS,KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,1,MKT_ACT5_BREADTH,MID,0.29645886785474884,0.3936731107205624,58,0.0012530604998064452,0.0017675925981400294,0.5344827586206896,0.8483772197345066
OOS,KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,1,MKT_ACT5_BREADTH,HIGH,0.29645886785474884,0.3936731107205624,55,-0.0010769799958531266,0.00183021919719845,0.5454545454545454,-0.3305147998392136
TRAIN,KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,5,MKT_ACT5_BREADTH,LOW,0.29645886785474884,0.3936731107205624,107,8.8439679137666e-06,0.0006632581438659301,0.514018691588785,0.003638545967047169
TRAIN,KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,5,MKT_ACT5_BREADTH,MID,0.29645886785474884,0.3936731107205624,105,-0.0022122819762543044,0.0018575582546581071,0.5619047619047619,-0.910149230120722
TRAIN,KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,5,MKT_ACT5_BREADTH,HIGH,0.29645886785474884,0.3936731107205624,108,0.002496228244445772,0.005380844635567095,0.6388888888888888,1.1109342889239777
OOS,KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,5,MKT_ACT5_BREADTH,LOW,0.29645886785474884,0.3936731107205624,61,0.00013307938966753536,0.0027747544218593985,0.5409836065573771,0.02171729706049287
OOS,KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,5,MKT_ACT5_BREADTH,MID,0.29645886785474884,0.3936731107205624,58,0.0057321351300808395,0.006310626229957117,0.5517241379310345,1.62224986021812
OOS,KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,5,MKT_ACT5_BREADTH,HIGH,0.29645886785474884,0.3936731107205624,55,0.012866090773591889,0.013428921634556737,0.6363636363636364,2.8297437672712866
TRAIN,KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,20,MKT_ACT5_BREADTH,LOW,0.29645886785474884,0.3936731107205624,107,-0.000454280717877187,0.005088049706759257,0.5233644859813084,-0.09206763184583192
