date,universe,leader_factor,LS_BREADTH_1P,LS_BREADTH_4P,ABS_BREADTH_1P,ABS_BREADTH_4P,AVG_CORR_12P,AVG_CORR_24P,DISPERSION_LS_4P,LEADER_STRENGTH_12P,LEADER_CORRECTION_1P,OTHERS_LS_BREADTH_4P,OTHERS_ABS_BREADTH_1P,OTHERS_ABS_BREADTH_4P,ORTHOGONAL_ABS_BREADTH_1P,n_orthogonal,MKT_ACT5_BREADTH,MKT_ACT1_BREADTH,KOSDAQ_TA_SHARE,FACTOR_TOP_ACT5_BREADTH_MEAN
2018-06-08,KOSDAQ,OP12_REV,0.25,1.0,0.25,1.0,0.0840517564314579,0.08211992773159753,0.01612936252045828,0.15416021676879588,-0.020588181758066627,1.0,0.2857142857142857,1.0,0.5,4,0.26846846846846845,0.22432432432432434,0.3912165492923679,0.37445652173913047
2018-06-18,KOSDAQ,OP12_REV,0.25,0.625,0.0,0.125,0.11069715351868618,0.08790642842848799,0.022228047702993668,0.16831172970507624,-0.00633835850341119,0.5714285714285714,0.0,0.0,0.0,3,0.3081081081081081,0.41621621621621624,0.3624852465715022,0.43920454545454546
2018-06-25,KOSDAQ,OP12_REV,0.625,0.625,0.5,0.0,0.11562834447407408,0.08541396334956795,0.05092856142336561,0.18632248298264664,0.03249780997142146,0.5714285714285714,0.42857142857142855,0.0,0.5,4,0.22612612612612612,0.13603603603603603,0.36793872555249163,0.2657738095238095
2018-07-02,KOSDAQ,OP12_REV,0.5,0.25,0.0,0.0,0.11709897147010732,0.10285901669485,0.039053161386102535,0.13600458824215655,-0.007092049365092057,0.2857142857142857,0.0,0.0,0.0,4,0.17551755175517553,0.24302430243024303,0.35179912912827754,0.23124999999999998
2018-07-09,KOSDAQ,OP12_REV,0.125,0.125,1.0,0.0,0.1828243656120944,0.13479676043781316,0.0454966469117246,0.09801594419640969,-0.0322512835978013,0.14285714285714285,1.0,0.0,1.0,3,0.19874100719424462,0.1735611510791367,0.3263535238502232,0.3125
2018-07-16,KOSDAQ,OP12_REV,0.5,0.375,1.0,0.25,0.1938896997578798,0.1216404633608863,0.039785617638474886,0.10296776105659944,0.012668928748065432,0.2857142857142857,1.0,0.2857142857142857,1.0,3,0.22911051212938005,0.20125786163522014,0.356718210703717,0.2714285714285714
2018-07-23,KOSDAQ,OP12_REV,0.625,0.375,0.0,0.0,0.22285929161866513,0.11110015789642258,0.034432235159147576,0.08801228676982209,0.009269232519276138,0.42857142857142855,0.0,0.0,0.0,2,0.31899641577060933,0.3664874551971326,0.3795489247667111,0.46249999999999997
2018-07-30,KOSDAQ,OP12_REV,0.5,0.5,1.0,0.375,0.19526456215677773,0.10764512171464409,0.052948697288222865,0.01465555070379232,-0.019687104784619207,0.5714285714285714,1.0,0.42857142857142855,1.0,4,0.24709042076991944,0.18173679498657117,0.38048318366007955,0.47500000000000003
2018-08-06,KOSDAQ,PRIVATE_FLOW,0.5,0.625,0.5,0.375,0.19287216088189332,0.12149229761576963,0.06851620873440928,0.04839860634016424,0.004985761273646905,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.5,6,0.24396782841823056,0.19839142091152814,0.37405974438161743,0.43125
2018-08-13,KOSDAQ,PRIVATE_FLOW,0.25,0.5,0.0,0.0,0.19827598317245432,0.12678079053294092,0.05153413625390583,0.09135707493488204,-0.013836274974218625,0.42857142857142855,0.0,0.0,0.0,4,0.40267857142857144,0.4589285714285714,0.37880124426681955,0.41250000000000003
2018-08-21,KOSDAQ,OPFY1_REV,0.5,0.625,1.0,0.75,0.18557410944111888,0.11957665511810264,0.05695422414574977,0.11217612307484276,0.030400393341696565,0.5714285714285714,1.0,0.7142857142857143,1.0,3,0.3818019625334523,0.320249776984835,0.3774464289199507,0.5125
2018-08-28,KOSDAQ,PRIVATE_FLOW,0.625,0.5,1.0,0.75,0.01899632884615108,0.1205752123450018,0.07408925482989329,0.09941812105641196,0.012209467468626025,0.42857142857142855,1.0,0.7142857142857143,1.0,5,0.42170818505338076,0.37455516014234874,0.4108418582403939,0.4857142857142857
2018-09-04,KOSDAQ,OPFY1_REV,0.375,0.5,1.0,1.0,0.011055365634696153,0.10128942540601203,0.08013773208923168,0.09614523763340072,-0.006536997448861572,0.42857142857142855,1.0,1.0,1.0,5,0.43733333333333335,0.35288888888888886,0.4631643851319127,0.5113636363636364
2018-09-11,KOSDAQ,OPFY1_REV,0.5,0.625,0.125,1.0,0.012718135333529331,0.09939303001192082,0.05855119056635031,0.1065079330990395,0.013705284167114345,0.5714285714285714,0.14285714285714285,1.0,0.2,5,0.436056838365897,0.29573712255772644,0.3741220063872095,0.4346590909090909
2018-09-18,KOSDAQ,OPFY1_REV,0.5,0.625,0.625,0.875,0.0030627669332460067,0.07513539447741013,0.07551626797127799,0.06895863013549847,-0.00831690472455281,0.5714285714285714,0.7142857142857143,0.8571428571428571,0.75,4,0.399822695035461,0.31560283687943264,0.46517622913807477,0.5738636363636364
2018-09-28,KOSDAQ,MOM12_1,0.5,0.5,0.25,0.625,-0.0034220559060986833,0.07012478447890262,0.07540691379588708,0.0933162274090717,0.03472234612212501,0.42857142857142855,0.14285714285714285,0.5714285714285714,0.14285714285714285,7,0.363716814159292,0.24867256637168142,0.3525178956354769,0.5645833333333334
2018-10-08,KOSDAQ,OPFY1_REV,0.625,0.625,0.0,0.0,-0.06940082239254396,0.07238278497470983,0.04137556785593217,0.14124650074469175,0.029483765784925287,0.5714285714285714,0.0,0.0,0.0,4,0.2621359223300971,0.14916151809355693,0.3871025345008167,0.36875
2018-10-16,KOSDAQ,OPFY1_REV,0.5,0.625,0.0,0.0,-0.0686362256414412,0.06983531120187761,0.035871218688028506,0.13768974568918152,0.01875668079475721,0.5714285714285714,0.0,0.0,0.0,4,0.3747795414462081,0.13932980599647266,0.4063089901051908,0.41250000000000003
2018-10-23,KOSDAQ,MOM12_1,0.625,0.75,0.25,0.0,-0.07864621682896351,0.07674140711933501,0.030025521341615558,0.10291820650538308,-0.01434204991877583,0.8571428571428571,0.2857142857142857,0.0,0.2857142857142857,7,0.16666666666666666,0.18430335097001763,0.2847812273145984,0.26875
2018-10-30,KOSDAQ,OPFY1_REV,0.375,0.375,0.0,0.0,-0.05967915509806033,0.05598107670272142,0.0805056137838142,0.057591276022948,-0.018972374500798223,0.42857142857142855,0.0,0.0,0.0,5,0.5079225352112676,0.5713028169014085,0.342464191635434,0.5875
2018-11-06,KOSDAQ,MOM12_1,0.25,0.25,1.0,0.0,-0.0139256614805968,0.058768164100390076,0.05041091164116244,0.12862023901780767,0.08143259782701237,0.2857142857142857,1.0,0.0,1.0,5,0.24736842105263157,0.1570175438596491,0.3494039169173957,0.40625
2018-11-13,KOSDAQ,MOM12_1,0.625,0.375,0.0,0.0,-0.01605799750617099,0.06390496391931513,0.04877048907612103,0.05922562641140272,-0.021585498245484083,0.42857142857142855,0.0,0.0,0.0,5,0.24298245614035088,0.22982456140350876,0.3189176618168188,0.39375
2018-11-20,KOSDAQ,FOREIGN_FLOW,0.25,0.25,0.375,0.0,0.0555697840543664,0.09439246184704182,0.06627633233086434,0.08047713318615374,-0.015114509555726408,0.14285714285714285,0.42857142857142855,0.0,0.5,6,0.30971128608923887,0.2178477690288714,0.3815593578233197,0.41875
2018-11-27,KOSDAQ,FOREIGN_FLOW,0.25,0.25,0.875,0.75,0.04631068652039194,0.029867370455916413,0.07963992618145611,0.09956419017212492,0.010528373772208643,0.14285714285714285,0.8571428571428571,0.7142857142857143,0.8571428571428571,7,0.24171029668411867,0.19546247818499127,0.34912071519786125,0.22500000000000003
2018-12-04,KOSDAQ,FOREIGN_FLOW,0.375,0.25,0.875,0.25,0.04937866479635571,0.029499930372322403,0.05875639528301306,0.14513108509684997,0.006647443543376097,0.14285714285714285,0.8571428571428571,0.2857142857142857,0.8,5,0.3463541666666667,0.328125,0.32970231963840296,0.39375
2018-12-11,KOSDAQ,FOREIGN_FLOW,0.875,0.25,0.0,0.125,0.07750517747382395,0.041159339049189995,0.06311942498588463,0.15810084121579648,0.016947225325091672,0.14285714285714285,0.0,0.14285714285714285,0.0,5,0.3411255411255411,0.25367965367965367,0.3650535442869281,0.30000000000000004
2018-12-18,KOSDAQ,PBR12MF,0.5,0.5,0.5,0.0,0.11387569494833091,0.05084054310578805,0.056666611410559564,0.17658166920245294,0.03379495841154959,0.42857142857142855,0.42857142857142855,0.0,0.4,5,0.2913793103448276,0.2956896551724138,0.39361397613353966,0.41875
2018-12-26,KOSDAQ,FOREIGN_FLOW,0.5,0.625,0.625,0.0,0.11252372690955632,0.048903761198279,0.0368020311604152,0.1407687622233023,0.0034783914533570853,0.5714285714285714,0.5714285714285714,0.0,0.5,6,0.35128205128205126,0.3598290598290598,0.39195900564481984,0.47500000000000003
2019-01-04,KOSDAQ,FOREIGN_FLOW,0.375,0.5,0.375,0.0,0.06394773815559904,0.0131559609197997,0.06487097863816699,0.09785472831057856,-0.020412322204600073,0.42857142857142855,0.42857142857142855,0.0,0.6,5,0.3034188034188034,0.2709401709401709,0.3589706565190728,0.48749999999999993
2019-01-11,KOSDAQ,PBR12MF,0.25,0.5,1.0,0.875,0.04135820945017351,0.010762514423079874,0.06338911526823593,0.12013058436332807,0.03650583057330045,0.5714285714285714,1.0,0.8571428571428571,1.0,5,0.3786324786324786,0.35384615384615387,0.4304730810360007,0.44375000000000003
2019-01-18,KOSDAQ,PBR12MF,0.625,0.5,0.75,1.0,0.0685165975918982,0.02009604693343598,0.05798996822506196,0.12810103152650254,0.041005152272110976,0.5714285714285714,0.7142857142857143,1.0,0.6,5,0.47606837606837604,0.41367521367521365,0.4382942108700626,0.44375
2019-01-25,KOSDAQ,PBR12MF,0.25,0.25,1.0,1.0,0.07525419737852179,0.022102833457455024,0.06674178162222925,0.05655273260295157,0.013045749688936865,0.14285714285714285,1.0,1.0,1.0,4,0.47907771135781385,0.37233134073441504,0.335011732127852,0.5125
2019-02-01,KOSDAQ,PBR12MF,0.125,0.375,0.875,1.0,0.07565356503887918,0.024342796885406564,0.07758260691050796,0.17786814808109241,-0.013044113356569558,0.2857142857142857,0.8571428571428571,1.0,1.0,4,0.42710997442455245,0.27621483375959077,0.34893631585202545,0.47500000000000003
2019-02-13,KOSDAQ,PER12MF,0.375,0.5,1.0,1.0,0.055857029191854424,0.019593910038733727,0.06417633084154115,0.1492567590819745,0.050333016873960315,0.42857142857142855,1.0,1.0,1.0,4,0.4454855195911414,0.424190800681431,0.40020668060709286,0.7312500000000001
2019-02-20,KOSDAQ,PER12MF,0.125,0.25,0.875,1.0,0.005361139200574266,0.029911435235456276,0.048713479372519915,0.1946178073339459,-0.016512691072309925,0.14285714285714285,0.8571428571428571,1.0,1.0,4,0.4646808510638298,0.34808510638297874,0.40148537984808186,0.6187499999999999
2019-02-27,KOSDAQ,PER12MF,0.375,0.25,0.5,1.0,-0.004836971333481881,0.022133871149842964,0.02993858655714562,0.14192982161179502,-0.028199035240889188,0.14285714285714285,0.5714285714285714,1.0,0.5,4,0.3923404255319149,0.2578723404255319,0.43828687680611955,0.49375
2019-03-07,KOSDAQ,PER12MF,0.375,0.375,0.25,1.0,0.021416395676705023,0.03103939435208725,0.03678796989406994,0.07276482530479567,-0.01636241916152061,0.42857142857142855,0.2857142857142857,1.0,0.5,4,0.40221088435374147,0.29591836734693877,0.46735981286462136,0.60625
2019-03-14,KOSDAQ,PER12MF,0.625,0.5,1.0,0.875,-0.004421350624200159,0.03365205596460102,0.05166186852734256,0.09810058795777876,0.03148590584832935,0.5714285714285714,1.0,0.8571428571428571,1.0,4,0.3148936170212766,0.3038297872340426,0.40678933629484626,0.59375
2019-03-21,KOSDAQ,PER12MF,0.625,0.5,0.375,1.0,-0.014421447402959423,0.04328881558972938,0.04053857814626574,0.1146707938863023,0.03763764061706782,0.42857142857142855,0.2857142857142857,1.0,0.25,4,0.352891156462585,0.2976190476190476,0.42507424785688536,0.5687500000000001
2019-03-28,KOSDAQ,PER12MF,0.75,0.875,0.0,0.5,0.033434640112833015,0.06092101530110299,0.04534515967499904,0.09401179596907683,-0.021754154359116613,0.8571428571428571,0.0,0.42857142857142855,0.0,5,0.2843803056027165,0.22750424448217318,0.45490142360417357,0.32499999999999996
2019-04-04,KOSDAQ,PER12MF,0.75,0.75,1.0,1.0,0.07579046180256233,0.05330746439670749,0.04805976676028881,0.20346961476528658,0.027881735487136246,0.7142857142857143,1.0,1.0,1.0,6,0.28922815945716707,0.3053435114503817,0.45853488563525363,0.26875000000000004
2019-04-11,KOSDAQ,PER12MF,0.375,0.75,1.0,1.0,0.07892553167500331,0.048909912164099865,0.04659933438666497,0.14261840440147355,0.010631866508893214,0.7142857142857143,1.0,1.0,1.0,6,0.3850720949957591,0.3477523324851569,0.40457987497817377,0.412797619047619
2019-04-18,KOSDAQ,PER12MF,0.625,0.75,0.0,1.0,0.06749938526513252,0.051440023297876114,0.046166912557979715,0.11133183097267108,0.005517833879606717,0.7142857142857143,0.0,1.0,0.0,7,0.44189991518235794,0.35793044953350295,0.41390212325875153,0.5788690476190477
2019-04-25,KOSDAQ,OP12_REV,0.25,0.375,0.0,1.0,0.07073263483768356,0.057106004695411494,0.038109853844344295,0.0713645721342816,0.01608417284222305,0.42857142857142855,0.0,1.0,0.0,5,0.3087362171331637,0.2731128074639525,0.4254122920404874,0.3348214285714286
2019-05-03,KOSDAQ,MOM1M,0.625,0.625,1.0,1.0,0.042250857651263865,0.0568641726097381,0.036823718148882974,0.07796490435843917,0.01690699053341406,0.5714285714285714,1.0,1.0,1.0,5,0.25084745762711863,0.21949152542372882,0.4126253702197286,0.4193181818181818
2019-05-13,KOSDAQ,MOM1M,0.75,0.875,0.0,0.0,0.07890127889655542,0.07479613917489183,0.04175658103181049,0.14154428776156225,0.05465658721814139,0.8571428571428571,0.0,0.0,0.0,5,0.29949238578680204,0.21150592216582065,0.4712742882341286,0.38125000000000003
2019-05-20,KOSDAQ,MOM1M,0.75,0.75,0.625,0.25,0.012607532970970451,0.06551882955189563,0.07355167589223134,0.14251646726852596,0.027652558164596615,0.7142857142857143,0.5714285714285714,0.2857142857142857,0.4,5,0.3130287648054145,0.26903553299492383,0.40630508584200464,0.54375
2019-05-27,KOSDAQ,OPFY1_REV,0.625,0.875,0.625,0.375,-0.01139217666513467,0.06384063458444858,0.09823922649553614,0.14912097858532214,0.059833428134453026,0.8571428571428571,0.5714285714285714,0.2857142857142857,0.25,4,0.26627218934911245,0.2087912087912088,0.5347269275325656,0.55625
2019-06-03,KOSDAQ,MOM1M,0.375,0.875,1.0,0.25,0.025914627585835227,0.06301474310898195,0.08679098521253269,0.14191675659869352,-0.0006569609262895779,0.8571428571428571,1.0,0.2857142857142857,1.0,5,0.23459915611814347,0.1620253164556962,0.4133884259941034,0.46875
2019-06-11,KOSDAQ,MOM12_1,0.75,0.75,1.0,1.0,0.05475364224364204,0.0635938362107279,0.06902101172885046,0.1406722195197323,0.019446307633349223,0.7142857142857143,1.0,1.0,1.0,3,0.3083403538331929,0.34456613310867734,0.4840541748500178,0.3526785714285714
2019-06-18,KOSDAQ,MOM1M,0.875,0.875,0.0,1.0,0.07462571335596954,0.08265787783660641,0.045245411672541196,0.17735258528409326,0.020048465277811116,0.8571428571428571,0.0,1.0,0.0,5,0.36784511784511786,0.3409090909090909,0.5059059545004086,0.4
2019-06-25,KOSDAQ,MOM1M,0.375,0.75,0.25,0.875,0.06095018697405462,0.06763550464006238,0.0452349133917123,0.09853685918526811,-0.03193346521212741,0.8571428571428571,0.2857142857142857,0.8571428571428571,0.5,4,0.40117746005046256,0.35323801513877207,0.5221618249935027,0.38750000000000007
2019-07-02,KOSDAQ,MOM1M,0.75,0.75,0.125,0.5,0.054081598203663046,0.07829543253609146,0.056756794664927834,0.12308564561470403,0.02620375394165417,0.7142857142857143,0.14285714285714285,0.5714285714285714,0.25,4,0.3310924369747899,0.23361344537815126,0.4924977126908624,0.33125
2019-07-09,KOSDAQ,OPFY1_REV,0.375,0.75,0.0,0.0,0.06277510488115975,0.08160898685003222,0.0381945180347424,0.11981260490813006,0.03411199237623031,0.7142857142857143,0.0,0.0,0.0,3,0.35852225020990763,0.3123425692695214,0.4739529222038823,0.41875
2019-07-16,KOSDAQ,OPFY1_REV,0.5,0.375,1.0,0.0,0.08565903434242249,0.08333903549304075,0.05407733077887248,0.10352459393976832,-0.03475454685254224,0.42857142857142855,1.0,0.0,1.0,3,0.2347024308466052,0.23973176865046103,0.4542382954497279,0.3625
2019-07-23,KOSDAQ,OPFY1_REV,0.5,0.5,0.0,0.0,0.0688891981410065,0.07929123574813876,0.03852513336558,0.07362745719035946,-0.015507232266256468,0.5714285714285714,0.0,0.0,0.0,3,0.25271966527196654,0.2175732217573222,0.4949938157257007,0.30625
2019-07-30,KOSDAQ,OPFY1_REV,0.375,0.375,0.0,0.0,0.06458925777423394,0.061112879499831706,0.02160793179559457,0.13565999572136778,0.05821206590184165,0.2857142857142857,0.0,0.0,0.0,3,0.3664440734557596,0.27378964941569284,0.47940434699538115,0.275
2019-08-06,KOSDAQ,OPFY1_REV,0.625,0.625,0.0,0.0,0.04978291137816534,0.05077040344347781,0.047301521826770776,0.09881677904528807,0.008608741494772781,0.5714285714285714,0.0,0.0,0.0,3,0.43427620632279534,0.6372712146422629,0.4438950220912988,0.5375
2019-08-13,KOSDAQ,PER12MF,0.5,0.625,1.0,0.0,0.03632341258354987,0.01137696076173417,0.03613262017445047,0.059575149628553814,0.0047559824077622465,0.5714285714285714,1.0,0.0,1.0,6,0.2632890365448505,0.18438538205980065,0.4465889217587449,0.48749999999999993
2019-08-21,KOSDAQ,PBR12MF,0.25,0.375,1.0,0.0,0.09668230112113406,0.04282671952515421,0.02978381659724153,0.12982169959579098,0.0014386169974675359,0.42857142857142855,1.0,0.0,1.0,6,0.2806291390728477,0.2259933774834437,0.46324852995731597,0.525
2019-08-28,KOSDAQ,PRIVATE_FLOW,0.625,0.125,0.0,0.125,0.06822178182622347,0.05220720861413861,0.03795150313244647,0.10150529425736932,0.020283245221773466,0.0,0.0,0.0,0.0,6,0.23242349048800662,0.17783291976840365,0.5220670777589363,0.40625
2019-09-04,KOSDAQ,PRIVATE_FLOW,0.625,0.25,1.0,1.0,0.04989427814167506,0.0508081908777201,0.04837303951416548,0.09308494345205437,-0.007732051611951535,0.2857142857142857,1.0,1.0,1.0,6,0.2638544251447477,0.2837055417700579,0.4793042700432148,0.46875
2019-09-11,KOSDAQ,PRIVATE_FLOW,0.25,0.375,0.125,1.0,0.0008525458660512884,0.053478746187344994,0.05075238658294193,0.10458904634151239,-0.0029906026972190847,0.42857142857142855,0.14285714285714285,1.0,0.2,5,0.3677685950413223,0.2702479338842975,0.3711929576541861,0.43125
2019-09-20,KOSDAQ,PBR12MF,0.5,0.5,1.0,1.0,0.000981482753286104,0.049522080506617785,0.031561855288804085,0.06061083438705506,0.00371376330253401,0.42857142857142855,1.0,1.0,1.0,6,0.3907666941467436,0.27947238252267104,0.43871287772507367,0.3875
2019-09-27,KOSDAQ,PRIVATE_FLOW,0.875,0.875,0.0,1.0,0.03858558120505066,0.06630458636642562,0.03557633967350719,0.07605741740010086,0.03780178989125085,0.8571428571428571,0.0,1.0,0.0,5,0.33635614179719703,0.179719703215169,0.48069715997614926,0.33749999999999997
2019-10-07,KOSDAQ,PRIVATE_FLOW,0.375,0.625,0.125,0.25,0.010233875687611903,0.054389714358780615,0.059178196452894,0.1673476106978547,0.059654007414488314,0.5714285714285714,0.0,0.14285714285714285,0.0,6,0.24546952224052718,0.27924217462932455,0.5759231175754395,0.325
2019-10-15,KOSDAQ,PRIVATE_FLOW,0.75,0.75,1.0,0.875,0.022375430082273173,0.057072022979260194,0.056270004337528746,0.1313579283660089,0.012213267613056578,0.7142857142857143,1.0,0.8571428571428571,1.0,6,0.29605263157894735,0.24671052631578946,0.5343386850115858,0.625
2019-10-22,KOSDAQ,PRIVATE_FLOW,0.875,0.875,0.875,0.875,0.06453504783710827,0.06683225968786963,0.06955525042049525,0.09118337517492658,0.004246514704311425,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8333333333333334,6,0.37520525451559933,0.3735632183908046,0.582980647568911,0.58125
2019-10-29,KOSDAQ,PRIVATE_FLOW,0.375,0.875,0.625,1.0,0.08749624059070192,0.06854377794702364,0.08889816638727635,0.12090904614191056,-0.004817407337034016,0.8571428571428571,0.5714285714285714,1.0,0.5714285714285714,7,0.42635024549918166,0.32405891980360063,0.6182217105159159,0.6125
2019-11-05,KOSDAQ,PBR12MF,0.375,0.5,0.5,1.0,0.11879471999072035,0.08004255163890785,0.07654672304473321,0.06333484945315748,0.010134612013753843,0.42857142857142855,0.42857142857142855,1.0,0.6,5,0.40244897959183673,0.35918367346938773,0.5707343081538369,0.4875
2019-11-12,KOSDAQ,PRIVATE_FLOW,0.625,0.375,0.0,0.625,0.11922594793523951,0.07278808368225367,0.07912822356741865,0.0521181369769369,0.003964467300437733,0.42857142857142855,0.0,0.5714285714285714,0.0,6,0.4006514657980456,0.2662866449511401,0.43938590787408727,0.39375000000000004
2019-11-19,KOSDAQ,PRIVATE_FLOW,0.875,0.625,0.875,0.75,0.10259959887444284,0.08971172296324469,0.05654106266342112,0.09784983782000223,0.04018155306072811,0.5714285714285714,0.8571428571428571,0.7142857142857143,0.8333333333333334,6,0.4186991869918699,0.3227642276422764,0.47458142942149883,0.36875
2019-11-26,KOSDAQ,PRIVATE_FLOW,0.25,0.5,0.0,0.125,0.1232786194046112,0.09220412250832818,0.022334405754775587,0.07406597067932719,-0.007683788984476319,0.42857142857142855,0.0,0.14285714285714285,0.0,6,0.31685575364667745,0.22285251215559157,0.402961008227174,0.3375
2019-12-03,KOSDAQ,PRIVATE_FLOW,0.375,0.625,0.0,0.0,0.1499517075211875,0.09354753326592898,0.026512858939029035,0.06768061858966146,-0.01904454746120295,0.5714285714285714,0.0,0.0,0.0,5,0.2168284789644013,0.16828478964401294,0.46092254089375656,0.25625
2019-12-10,KOSDAQ,PRIVATE_FLOW,1.0,0.875,0.875,0.125,0.18731406714205479,0.09667182778737411,0.024742005285493803,0.06344239604698965,0.011363522090914239,0.8571428571428571,0.8571428571428571,0.14285714285714285,0.8,5,0.21146085552865213,0.17998385794995964,0.4834146714710377,0.25625000000000003
2019-12-17,KOSDAQ,PRIVATE_FLOW,0.5,0.625,1.0,0.625,0.15713699403220965,0.08953272136221038,0.05381897238134989,0.07307839740472699,3.22804770430396e-05,0.7142857142857143,1.0,0.5714285714285714,1.0,5,0.330378726833199,0.33763094278807415,0.40328129870289653,0.5874999999999999
2019-12-24,KOSDAQ,PRIVATE_FLOW,0.625,0.625,0.125,0.5,0.13642682345448284,0.08516672584124192,0.035086369167548315,0.0802444890435402,0.03839843595907515,0.5714285714285714,0.14285714285714285,0.42857142857142855,0.0,5,0.3536487570168404,0.30473135525260625,0.41789401178766356,0.51875
2020-01-03,KOSDAQ,MOM1M,0.5,0.75,1.0,1.0,0.16332869912215311,0.0809934427165795,0.03546485744497123,0.07957533287800345,0.04020877619283858,0.7142857142857143,1.0,1.0,1.0,7,0.4872,0.476,0.4793499044203201,0.75625
2020-01-10,KOSDAQ,MOM1M,0.5,0.625,0.75,1.0,0.1481956259152702,0.07196299531835305,0.050868593868770615,0.14014478278333287,0.011551785090454363,0.5714285714285714,0.7142857142857143,1.0,0.7142857142857143,7,0.5792,0.3432,0.43207341187779474,0.74375
2020-01-17,KOSDAQ,PRIVATE_FLOW,0.875,0.5,1.0,1.0,0.09419257766367081,0.07642907483830132,0.0389538475745893,0.07776481508604849,0.0060775004988928676,0.42857142857142855,1.0,1.0,1.0,4,0.5016,0.3304,0.46367786867601896,0.5860119047619048
2020-01-28,KOSDAQ,PER12MF,0.5,0.625,0.0,0.875,0.09344824928059067,0.08851435029999118,0.0581113607369419,0.04788007146489637,0.020700605638205624,0.5714285714285714,0.0,0.8571428571428571,0.0,4,0.3976,0.552,0.4377993824729455,0.5925595238095238
2020-02-04,KOSDAQ,MOM12_1,0.375,0.5,0.75,0.375,0.08596465771731047,0.10805978673904042,0.03321404671988512,0.05147610507662881,-0.008217583895835451,0.42857142857142855,0.8571428571428571,0.2857142857142857,1.0,4,0.348,0.2104,0.383745015831419,0.3875
2020-02-11,KOSDAQ,MOM12_1,0.25,0.375,1.0,0.5,0.169390746432237,0.13314419030129904,0.02891522484471439,0.029594525828387397,-0.025257871063508915,0.2857142857142857,1.0,0.42857142857142855,1.0,4,0.2821742605915268,0.25819344524380494,0.451065740143101,0.375
2020-02-18,KOSDAQ,MOM12_1,0.625,0.25,0.75,0.25,0.15089944764749738,0.11125449397054432,0.04157828578517232,0.06653031935331177,0.05052311861080184,0.14285714285714285,0.7142857142857143,0.14285714285714285,0.5,4,0.40927258193445243,0.2917665867306155,0.5385576329599627,0.5904761904761905
2020-02-25,KOSDAQ,MOM12_1,0.625,0.25,0.0,0.5,0.10982501841032966,0.11383576294803573,0.03628818562969211,0.11890944695364869,0.019325061793941053,0.14285714285714285,0.0,0.42857142857142855,0.0,4,0.39696485623003197,0.2707667731629393,0.40642803118296517,0.4125
2020-03-03,KOSDAQ,PRIVATE_FLOW,0.125,0.0,0.0,0.0,0.13784973911635542,0.14118244287592355,0.013569373337189489,0.04917572269096737,0.006780287153547421,0.0,0.0,0.0,0.0,5,0.3532695374800638,0.19936204146730463,0.4039256502980884,0.53125
2020-03-10,KOSDAQ,PRIVATE_FLOW,0.5,0.5,0.25,0.0,0.07728129855106435,0.14577162071714728,0.04130765098147652,0.07257993714392008,0.002910155444976842,0.42857142857142855,0.2857142857142857,0.0,0.4,5,0.25398089171974525,0.30971337579617836,0.5148641572050087,0.3625
2020-03-17,KOSDAQ,MOM1M,0.375,0.375,0.0,0.0,0.0715760919946042,0.1317156468679774,0.05758956649235355,0.10089334416453782,0.034315425472143946,0.2857142857142857,0.0,0.0,0.0,5,0.5627980922098569,0.3449920508744038,0.44514113377368403,0.68125
2020-03-24,KOSDAQ,MOM1M,0.625,0.5,0.0,0.0,0.07896314836402231,0.1159144654764632,0.061261286716892134,0.14503894063137018,0.025489633179529216,0.42857142857142855,0.0,0.0,0.0,4,0.39109697933227344,0.21144674085850557,0.3732603063796907,0.675
2020-03-31,KOSDAQ,MOM1M,0.5,0.375,1.0,0.0,0.015108148353695816,0.09136994672717706,0.10649839924976036,0.18537855465529468,0.04475333304563889,0.2857142857142857,1.0,0.0,1.0,5,0.4841017488076312,0.48171701112877585,0.4610550246128463,0.58125
2020-04-07,KOSDAQ,OP12_REV,0.375,0.25,0.875,0.0,0.019536070750569543,0.09374842883505533,0.06772431321208067,0.11399692653110549,-0.024490037815268005,0.14285714285714285,0.8571428571428571,0.0,1.0,5,0.4610492845786963,0.5007949125596184,0.5052542237167275,0.48125
2020-04-14,KOSDAQ,OPFY1_REV,0.25,0.375,0.5,1.0,-0.03902031217576935,0.06430937142678514,0.05617194939847101,0.0976552419666174,-0.005981109196621702,0.2857142857142857,0.42857142857142855,1.0,0.6,5,0.37917329093799684,0.20747217806041335,0.4529761133412353,0.29375
2020-04-22,KOSDAQ,OPFY1_REV,0.5,0.125,1.0,1.0,-0.037565509004177974,0.06427480524468603,0.054486320296891606,0.12289967922297163,-0.006876139767968897,0.14285714285714285,1.0,1.0,1.0,5,0.4030206677265501,0.1875993640699523,0.4813519512621648,0.40625
2020-04-29,KOSDAQ,OPFY1_REV,0.625,0.5,0.625,0.875,-0.027096443715449926,0.050356024355922756,0.08725996712590985,0.14519452055973836,0.03003976270376356,0.5714285714285714,0.5714285714285714,0.8571428571428571,0.6,5,0.3322734499205087,0.25516693163751986,0.42512818236866645,0.35625
