sample,factor_universe,market_target,horizon,state,high_minus_low,diff_tstat,low_mean,high_mean,low_positive_share,high_positive_share,n_low,n_high
OOS,K200,KOSPI_ALL,1,LS_BREADTH_1P,0.003891973660518978,1.035084386369112,-0.0007196310180631623,0.003172342642455816,0.5192307692307693,0.6206896551724138,52,87
TRAIN,K200,KOSPI_ALL,5,LS_BREADTH_1P,-0.003210150511100989,-1.2162527554957443,0.0028250728934665005,-0.00038507761763448864,0.5614035087719298,0.554140127388535,114,157
OOS,K200,KOSPI_ALL,5,LS_BREADTH_1P,0.003296529399061848,0.5726834783674658,0.0070740649625070555,0.010370594361568904,0.5686274509803921,0.5747126436781609,51,87
TRAIN,K200,KOSPI_ALL,20,LS_BREADTH_1P,-0.0011593756205486258,-0.1922130631184942,0.0024527933920914322,0.0012934177715428065,0.5614035087719298,0.5414012738853503,114,157
OOS,K200,KOSPI_ALL,20,LS_BREADTH_1P,0.017158005513199508,1.2579117077152084,0.019606454267038602,0.03676445978023811,0.5882352941176471,0.7058823529411765,51,85
TRAIN,K200,KOSDAQ,1,LS_BREADTH_1P,-0.0027914458229122674,-1.7423549068377973,0.0019500475182869746,-0.0008413983046252929,0.5789473684210527,0.5031847133757962,114,157
OOS,K200,KOSDAQ,1,LS_BREADTH_1P,0.0011725732398606492,0.2851653503493198,0.0007776626958554751,0.0019502359357161244,0.5769230769230769,0.6436781609195402,52,87
TRAIN,K200,KOSDAQ,5,LS_BREADTH_1P,-0.005120626801131631,-1.2388748763331545,0.0041209129134434945,-0.0009997138876881371,0.6140350877192983,0.5222929936305732,114,157
OOS,K200,KOSDAQ,5,LS_BREADTH_1P,-0.0016283822927258486,-0.2317872011726078,0.005193589503623459,0.0035652072108976105,0.5686274509803921,0.4942528735632184,51,87
TRAIN,K200,KOSDAQ,20,LS_BREADTH_1P,-0.011053130288965402,-1.2893171379280994,0.006732621160599181,-0.004320509128366221,0.5526315789473685,0.4840764331210191,114,157
OOS,K200,KOSDAQ,20,LS_BREADTH_1P,0.001271833088299798,0.10202867289391068,0.0042260492888739724,0.0054978823771737705,0.5490196078431373,0.5882352941176471,51,85
TRAIN,K200,KOSPI_KOSDAQ_ALL,1,LS_BREADTH_1P,-0.0012561411501343359,-1.0054111810368458,0.000837536667611821,-0.00041860448252251483,0.5877192982456141,0.4968152866242038,114,157
OOS,K200,KOSPI_KOSDAQ_ALL,1,LS_BREADTH_1P,0.0034799012507423428,0.9230661486245241,-0.00047481087499013155,0.0030050903757522112,0.5384615384615384,0.5977011494252874,52,87
TRAIN,K200,KOSPI_KOSDAQ_ALL,5,LS_BREADTH_1P,-0.0035203113008118623,-1.287899630788742,0.003013259363588487,-0.0005070519372233755,0.5964912280701754,0.5668789808917197,114,157
OOS,K200,KOSPI_KOSDAQ_ALL,5,LS_BREADTH_1P,0.002875914104475472,0.5062023090674846,0.006700895415833156,0.009576809520308628,0.5686274509803921,0.5747126436781609,51,87
TRAIN,K200,KOSPI_KOSDAQ_ALL,20,LS_BREADTH_1P,-0.0025682429035583845,-0.4130504942986912,0.0030176714778049098,0.0004494285742465251,0.5701754385964912,0.5477707006369427,114,157
OOS,K200,KOSPI_KOSDAQ_ALL,20,LS_BREADTH_1P,0.015592321795113571,1.1982072212527173,0.017316749542888775,0.032909071338002346,0.5686274509803921,0.6941176470588235,51,85
TRAIN,K200,KOSDAQ_PLUS_KOSPI_EX_K200,1,LS_BREADTH_1P,-0.0027444726935321982,-1.8911129972877991,0.0018761854980506988,-0.0008682871954814995,0.6052631578947368,0.5222929936305732,114,157
OOS,K200,KOSDAQ_PLUS_KOSPI_EX_K200,1,LS_BREADTH_1P,0.0013114570726576638,0.3479113566530883,0.0003920567714067738,0.0017035138440644375,0.5769230769230769,0.5977011494252874,52,87
TRAIN,K200,KOSDAQ_PLUS_KOSPI_EX_K200,5,LS_BREADTH_1P,-0.005517753563349211,-1.4471255418667825,0.004053199888613599,-0.0014645536747356122,0.6228070175438597,0.5095541401273885,114,157
OOS,K200,KOSDAQ_PLUS_KOSPI_EX_K200,5,LS_BREADTH_1P,-0.0013915520655314148,-0.2272477926001997,0.0051507327036735195,0.0037591806381421047,0.5686274509803921,0.5287356321839081,51,87
TRAIN,K200,KOSDAQ_PLUS_KOSPI_EX_K200,20,LS_BREADTH_1P,-0.00929796815055385,-1.1567271168433135,0.00521573253861332,-0.004082235611940532,0.5614035087719298,0.4585987261146497,114,157
OOS,K200,KOSDAQ_PLUS_KOSPI_EX_K200,20,LS_BREADTH_1P,0.00092096636538297,0.0809425665765222,0.00616157753559648,0.00708254390097945,0.5098039215686274,0.5764705882352941,51,85
TRAIN,K200,K200,1,LS_BREADTH_4P,0.0006311699785189011,0.4600449949893725,-0.0002408262664812737,0.0003903437120376274,0.5495495495495496,0.5222929936305732,111,157
OOS,K200,K200,1,LS_BREADTH_4P,0.0004478824162976833,0.10848531878654288,0.00028452761610165485,0.0007324100323993382,0.5454545454545454,0.5588235294117647,44,102
TRAIN,K200,K200,5,LS_BREADTH_4P,-0.0036971839183763426,-1.2461260217492898,0.0035738374582264484,-0.00012334646014989405,0.6396396396396397,0.5159235668789809,111,157
OOS,K200,K200,5,LS_BREADTH_4P,0.005010789544113445,0.9260910776484234,0.0009388257396379661,0.005949615283751411,0.6590909090909091,0.5643564356435643,44,101
TRAIN,K200,K200,20,LS_BREADTH_4P,-0.0018370637361555617,-0.2852272084815702,0.007611504356097562,0.005774440619942,0.5945945945945946,0.5796178343949044,111,157
OOS,K200,K200,20,LS_BREADTH_4P,0.015099605638099103,1.1493040524200804,0.015247647397837773,0.030347253035936876,0.6590909090909091,0.6428571428571429,44,98
TRAIN,K200,KOSPI_EX_K200,1,LS_BREADTH_4P,-0.001179198957580309,-0.8592516775299417,0.0011456736956222762,-3.352526195803262e-05,0.5405405405405406,0.535031847133758,111,157
OOS,K200,KOSPI_EX_K200,1,LS_BREADTH_4P,0.001869044362469222,0.55628821852472,-0.0011019758832814376,0.0007670684791877844,0.5681818181818182,0.5686274509803921,44,102
TRAIN,K200,KOSPI_EX_K200,5,LS_BREADTH_4P,-0.0065853316003869344,-1.72193403213877,0.004629171104424695,-0.0019561604959622393,0.6396396396396397,0.46496815286624205,111,157
OOS,K200,KOSPI_EX_K200,5,LS_BREADTH_4P,-0.002909215067510602,-0.5998631367578087,0.0032550963919033035,0.0003458813243927018,0.6136363636363636,0.5247524752475248,44,101
TRAIN,K200,KOSPI_EX_K200,20,LS_BREADTH_4P,-0.010443538486566407,-1.336219509724979,0.011390447104746322,0.0009469086181799146,0.6486486486486487,0.4968152866242038,111,157
OOS,K200,KOSPI_EX_K200,20,LS_BREADTH_4P,-0.010932208110749405,-1.1045844216659533,0.016871251846488994,0.005939043735739588,0.7045454545454546,0.5102040816326531,44,98
TRAIN,K200,KOSPI_ALL,1,LS_BREADTH_4P,0.0004614339808116909,0.3450986781159778,-0.00011231595919482005,0.0003491180216168708,0.5405405405405406,0.5159235668789809,111,157
OOS,K200,KOSPI_ALL,1,LS_BREADTH_4P,0.0005383728969898732,0.1324106302828342,0.00019198004255779132,0.0007303529395476645,0.5909090909090909,0.5588235294117647,44,102
TRAIN,K200,KOSPI_ALL,5,LS_BREADTH_4P,-0.003978632911145171,-1.345472366220367,0.0036347711949206215,-0.0003438617162245492,0.6216216216216216,0.5095541401273885,111,157
OOS,K200,KOSPI_ALL,5,LS_BREADTH_4P,0.004478710014024906,0.843142966758418,0.001123026635746631,0.0056017366497715364,0.6136363636363636,0.5445544554455446,44,101
TRAIN,K200,KOSPI_ALL,20,LS_BREADTH_4P,-0.0027405464001619166,-0.42627929375459034,0.007897173028181203,0.005156626628019286,0.6036036036036037,0.5668789808917197,111,157
OOS,K200,KOSPI_ALL,20,LS_BREADTH_4P,0.013486107278564178,1.0535245434199247,0.01535223782957767,0.028838345108141848,0.6590909090909091,0.6326530612244898,44,98
TRAIN,K200,KOSDAQ,1,LS_BREADTH_4P,-0.0019235036654771406,-1.1698905146762553,0.0011090512648115653,-0.0008144524006655754,0.5675675675675675,0.47770700636942676,111,157
OOS,K200,KOSDAQ,1,LS_BREADTH_4P,-0.0004951870013675038,-0.11333966692843334,0.0002745778118460881,-0.0002206091895214157,0.6818181818181818,0.5490196078431373,44,102
TRAIN,K200,KOSDAQ,5,LS_BREADTH_4P,-0.00640990021861199,-1.5015023519263984,0.004908189248074057,-0.001501710970537933,0.6576576576576577,0.49044585987261147,111,157
OOS,K200,KOSDAQ,5,LS_BREADTH_4P,-0.0046066192697596965,-0.7134621021024997,0.0024345581621727694,-0.0021720611075869275,0.5454545454545454,0.4752475247524752,44,101
TRAIN,K200,KOSDAQ,20,LS_BREADTH_4P,-0.010317408791264844,-1.1949341342403026,0.013904376272892021,0.0035869674816271773,0.5855855855855856,0.535031847133758,111,157
OOS,K200,KOSDAQ,20,LS_BREADTH_4P,-0.023777354509339106,-1.7677517858036966,0.018285659875202406,-0.005491694634136698,0.6363636363636364,0.5306122448979592,44,98
TRAIN,K200,KOSPI_KOSDAQ_ALL,1,LS_BREADTH_4P,0.0001221486391348689,0.0916510076224626,5.322030115513851e-05,0.00017536894029000742,0.5675675675675675,0.5095541401273885,111,157
OOS,K200,KOSPI_KOSDAQ_ALL,1,LS_BREADTH_4P,0.0003751349233396847,0.0922707009321018,0.0002498797116357813,0.000625014634975466,0.5681818181818182,0.5490196078431373,44,102
TRAIN,K200,KOSPI_KOSDAQ_ALL,5,LS_BREADTH_4P,-0.0043709792231919255,-1.4439681318174975,0.003810451307804362,-0.0005605279153875633,0.6576576576576577,0.5222929936305732,111,157
OOS,K200,KOSPI_KOSDAQ_ALL,5,LS_BREADTH_4P,0.003358921101150038,0.6402539592594282,0.0012658888978080934,0.004624809998958131,0.5909090909090909,0.5346534653465347,44,101
TRAIN,K200,KOSPI_KOSDAQ_ALL,20,LS_BREADTH_4P,-0.0038250795479860796,-0.5872978670381865,0.008663925156487806,0.004838845608501727,0.6036036036036037,0.5732484076433121,111,157
OOS,K200,KOSPI_KOSDAQ_ALL,20,LS_BREADTH_4P,0.008965578360027194,0.718421896755514,0.015587880792179203,0.024553459152206396,0.6818181818181818,0.6224489795918368,44,98
TRAIN,K200,KOSDAQ_PLUS_KOSPI_EX_K200,1,LS_BREADTH_4P,-0.001675806833820718,-1.118272576928315,0.0011201204342008607,-0.0005556863996198573,0.5765765765765766,0.5286624203821656,111,157
OOS,K200,KOSDAQ_PLUS_KOSPI_EX_K200,1,LS_BREADTH_4P,0.0002493646517952176,0.062035450645403285,-0.00018487323718420576,6.449141461101184e-05,0.6363636363636364,0.5392156862745098,44,102
TRAIN,K200,KOSDAQ_PLUS_KOSPI_EX_K200,5,LS_BREADTH_4P,-0.006691739316581253,-1.6793214725773276,0.0048384868848765,-0.0018532524317047534,0.6576576576576577,0.49044585987261147,111,157
OOS,K200,KOSDAQ_PLUS_KOSPI_EX_K200,5,LS_BREADTH_4P,-0.004082991397695017,-0.7134682964750866,0.002638728965421543,-0.0014442624322734737,0.5909090909090909,0.48514851485148514,44,101
TRAIN,K200,KOSDAQ_PLUS_KOSPI_EX_K200,20,LS_BREADTH_4P,-0.010819380617089822,-1.334462275311784,0.012948370773050348,0.002128990155960526,0.6036036036036037,0.5095541401273885,111,157
OOS,K200,KOSDAQ_PLUS_KOSPI_EX_K200,20,LS_BREADTH_4P,-0.019683274244472124,-1.6318668219006371,0.01761424415353546,-0.0020690300909366657,0.6590909090909091,0.5,44,98
TRAIN,K200,K200,1,ABS_BREADTH_1P,-0.0034728476416435354,-2.296113981681554,0.0015238134070294257,-0.0019490342346141095,0.5625,0.47058823529411764,112,136
OOS,K200,K200,1,ABS_BREADTH_1P,0.003823646196295092,0.7466203674679297,0.0007865667736992417,0.004610212969994334,0.5833333333333334,0.6197183098591549,48,71
TRAIN,K200,K200,5,ABS_BREADTH_1P,-0.0015581865148792465,-0.46723027956160557,0.0015919710672462558,3.3784552367009405e-05,0.5803571428571429,0.5367647058823529,112,136
OOS,K200,K200,5,ABS_BREADTH_1P,0.004319733787164258,0.5767010967269575,0.009857896197319756,0.014177629984484014,0.6666666666666666,0.6714285714285714,48,70
TRAIN,K200,K200,20,ABS_BREADTH_1P,-0.0030253976340572507,-0.434653463578187,0.005188916390014634,0.0021635187559573836,0.6339285714285714,0.5367647058823529,112,136
OOS,K200,K200,20,ABS_BREADTH_1P,0.020663847148920715,1.0750372419138208,0.023631398214492803,0.04429524536341352,0.6444444444444445,0.7285714285714285,45,70
TRAIN,K200,KOSPI_EX_K200,1,ABS_BREADTH_1P,-0.0027855179888619775,-1.7237023749887666,0.0020924395144376307,-0.0006930784744243468,0.5714285714285714,0.5294117647058824,112,136
OOS,K200,KOSPI_EX_K200,1,ABS_BREADTH_1P,0.0013817027229354071,0.3501801840303871,0.0015946779337066893,0.0029763806566420964,0.6666666666666666,0.6619718309859155,48,71
TRAIN,K200,KOSPI_EX_K200,5,ABS_BREADTH_1P,-0.001154890419640018,-0.25425063633224926,0.0012969367719696684,0.00014204635232965043,0.5803571428571429,0.5073529411764706,112,136
OOS,K200,KOSPI_EX_K200,5,ABS_BREADTH_1P,0.00012856916452188942,0.021977676192749315,0.006200812785927479,0.006329381950449369,0.5416666666666666,0.6428571428571429,48,70
TRAIN,K200,KOSPI_EX_K200,20,ABS_BREADTH_1P,0.0015908878651473756,0.17539679728447316,0.004302583069620435,0.0058934709347678105,0.5446428571428571,0.5735294117647058,112,136
OOS,K200,KOSPI_EX_K200,20,ABS_BREADTH_1P,-0.0005398696855046306,-0.04301590121023017,0.01635137330320199,0.01581150361769736,0.6444444444444445,0.6142857142857143,45,70
TRAIN,K200,KOSPI_ALL,1,ABS_BREADTH_1P,-0.003407479959617726,-2.2823983862605597,0.0015797709558723553,-0.0018277090037453706,0.5803571428571429,0.45588235294117646,112,136
OOS,K200,KOSPI_ALL,1,ABS_BREADTH_1P,0.003658708500634705,0.7249613146601055,0.0008576912540186254,0.00451639975465333,0.5833333333333334,0.647887323943662,48,71
TRAIN,K200,KOSPI_ALL,5,ABS_BREADTH_1P,-0.001510136403858934,-0.44976646855222224,0.0015183407805922859,8.204376733351866e-06,0.5803571428571429,0.5367647058823529,112,136
OOS,K200,KOSPI_ALL,5,ABS_BREADTH_1P,0.00413517782602452,0.5659457626922555,0.009620472681054136,0.013755650507078656,0.625,0.6571428571428571,48,70
TRAIN,K200,KOSPI_ALL,20,ABS_BREADTH_1P,-0.002502371860058252,-0.356822882671246,0.004945747038275298,0.0024433751782170464,0.6339285714285714,0.5367647058823529,112,136
OOS,K200,KOSPI_ALL,20,ABS_BREADTH_1P,0.0194672870221474,1.0442032050835133,0.02311693568273535,0.04258422270488275,0.6444444444444445,0.7142857142857143,45,70
TRAIN,K200,KOSDAQ,1,ABS_BREADTH_1P,-0.005037662710881342,-2.6129002496874976,0.0030000483520932837,-0.0020376143587880584,0.6160714285714286,0.4485294117647059,112,136
OOS,K200,KOSDAQ,1,ABS_BREADTH_1P,0.0008455868258440296,0.16059619275213616,0.001847848726274923,0.0026934355521189527,0.5833333333333334,0.647887323943662,48,71
TRAIN,K200,KOSDAQ,5,ABS_BREADTH_1P,-0.004786148126318767,-0.9875593311241646,0.004342298787258144,-0.00044384933906062296,0.6071428571428571,0.5367647058823529,112,136
OOS,K200,KOSDAQ,5,ABS_BREADTH_1P,-0.0038554682655586236,-0.4712580562278991,0.008268164844201694,0.004412696578643071,0.5416666666666666,0.5285714285714286,48,70
TRAIN,K200,KOSDAQ,20,ABS_BREADTH_1P,-0.006552042256203583,-0.6815246877828288,0.01086332316777466,0.004311280911571077,0.625,0.5147058823529411,112,136
OOS,K200,KOSDAQ,20,ABS_BREADTH_1P,0.0008596883866369134,0.05323126612773534,0.005664474198792621,0.006524162585429535,0.6666666666666666,0.5714285714285714,45,70
TRAIN,K200,KOSPI_KOSDAQ_ALL,1,ABS_BREADTH_1P,-0.003661640923505449,-2.4300221249550913,0.00179016953619461,-0.001871471387310839,0.5982142857142857,0.47058823529411764,112,136
OOS,K200,KOSPI_KOSDAQ_ALL,1,ABS_BREADTH_1P,0.003211306233248116,0.6378282799344727,0.0010883613500322303,0.004299667583280346,0.5833333333333334,0.6338028169014085,48,71
TRAIN,K200,KOSPI_KOSDAQ_ALL,5,ABS_BREADTH_1P,-0.0019939112063807095,-0.5751569423498953,0.001905428971275283,-8.848223510542657e-05,0.5803571428571429,0.5661764705882353,112,136
OOS,K200,KOSPI_KOSDAQ_ALL,5,ABS_BREADTH_1P,0.003025862143837616,0.4222509171009766,0.009563007881724398,0.012588870025562015,0.6458333333333334,0.6285714285714286,48,70
TRAIN,K200,KOSPI_KOSDAQ_ALL,20,ABS_BREADTH_1P,-0.003117878624828374,-0.4337836420552855,0.005716556335234304,0.00259867771040593,0.6339285714285714,0.5441176470588235,112,136
OOS,K200,KOSPI_KOSDAQ_ALL,20,ABS_BREADTH_1P,0.016859534249568618,0.9483006815782821,0.021061611794813598,0.037921146044382216,0.6444444444444445,0.6857142857142857,45,70
TRAIN,K200,KOSDAQ_PLUS_KOSPI_EX_K200,1,ABS_BREADTH_1P,-0.00424494233729727,-2.3930802585790065,0.0026626858738167487,-0.001582256463480521,0.6428571428571429,0.49264705882352944,112,136
OOS,K200,KOSDAQ_PLUS_KOSPI_EX_K200,1,ABS_BREADTH_1P,0.001045153355672607,0.21708633113484027,0.0017387351668786712,0.0027838885225512783,0.5625,0.6338028169014085,48,71
TRAIN,K200,KOSDAQ_PLUS_KOSPI_EX_K200,5,ABS_BREADTH_1P,-0.0034102062950687284,-0.736540118257371,0.0031021932664835683,-0.00030801302858515995,0.5982142857142857,0.5367647058823529,112,136
OOS,K200,KOSDAQ_PLUS_KOSPI_EX_K200,5,ABS_BREADTH_1P,-0.0024865324825899407,-0.3442045927129711,0.007502609754509624,0.005016077271919684,0.5416666666666666,0.5714285714285714,48,70
TRAIN,K200,KOSDAQ_PLUS_KOSPI_EX_K200,20,ABS_BREADTH_1P,-0.0036324510287474125,-0.3946316699380702,0.008142234544761174,0.004509783516013761,0.6160714285714286,0.5073529411764706,112,136
OOS,K200,KOSDAQ_PLUS_KOSPI_EX_K200,20,ABS_BREADTH_1P,0.0007125049484464647,0.048306401313810955,0.008636334899108861,0.009348839847555326,0.6666666666666666,0.5571428571428572,45,70
TRAIN,K200,K200,1,ABS_BREADTH_4P,0.0013075618289390349,0.8902992168415963,-0.0007165495328409787,0.0005910122960980561,0.5172413793103449,0.5492957746478874,116,142
OOS,K200,K200,1,ABS_BREADTH_4P,-0.0008211901393824239,-0.18856431730369835,0.0026359235071333554,0.0018147333677509315,0.5925925925925926,0.5949367088607594,54,79
TRAIN,K200,K200,5,ABS_BREADTH_4P,0.0019667411642040437,0.6021156739303554,-0.0003560538578667397,0.0016106873063373038,0.5689655172413793,0.5774647887323944,116,142
OOS,K200,K200,5,ABS_BREADTH_4P,0.006996112386027293,0.9745332774373545,0.005779105664553286,0.01277521805058058,0.6226415094339622,0.6329113924050633,53,79
TRAIN,K200,K200,20,ABS_BREADTH_4P,-0.0003618294608957336,-0.05151183553885669,0.0026295146108589827,0.002267685149963249,0.5775862068965517,0.5070422535211268,116,142
OOS,K200,K200,20,ABS_BREADTH_4P,0.02477564151381681,1.433071663108152,0.0186070446087431,0.04338268612255991,0.66,0.6455696202531646,50,79
TRAIN,K200,KOSPI_EX_K200,1,ABS_BREADTH_4P,-0.0001667070930485169,-0.10812569887633444,0.000762169368962113,0.0005954622759135961,0.5344827586206896,0.5563380281690141,116,142
OOS,K200,KOSPI_EX_K200,1,ABS_BREADTH_4P,-0.0009667480704360218,-0.2937984042727291,0.001811897926732738,0.0008451498562967163,0.5555555555555556,0.6075949367088608,54,79
TRAIN,K200,KOSPI_EX_K200,5,ABS_BREADTH_4P,0.0054667510919647385,1.2477436353359073,-0.0030461120096750586,0.0024206390822896794,0.5172413793103449,0.5633802816901409,116,142
OOS,K200,KOSPI_EX_K200,5,ABS_BREADTH_4P,0.003067901476950999,0.5192774185206148,0.002204123969458306,0.005272025446409305,0.5471698113207547,0.569620253164557,53,79
TRAIN,K200,KOSPI_EX_K200,20,ABS_BREADTH_4P,0.011844423225526826,1.3048817118760137,-0.005459751614873896,0.00638467161065293,0.4827586206896552,0.5774647887323944,116,142
OOS,K200,KOSPI_EX_K200,20,ABS_BREADTH_4P,-0.011367493244845242,-0.938561179179659,0.020337107037238737,0.008969613792393494,0.64,0.5316455696202531,50,79
TRAIN,K200,KOSPI_ALL,1,ABS_BREADTH_4P,0.001159953429021371,0.8048628834339876,-0.0005702039166657378,0.0005897495123556332,0.5172413793103449,0.5422535211267606,116,142
OOS,K200,KOSPI_ALL,1,ABS_BREADTH_4P,-0.0008880891643305699,-0.2070869989460736,0.0026062652403469493,0.0017181760760163795,0.5925925925925926,0.620253164556962,54,79
TRAIN,K200,KOSPI_ALL,5,ABS_BREADTH_4P,0.002327555386024159,0.7100643361653186,-0.0006663150727725397,0.0016612403132516195,0.5603448275862069,0.5774647887323944,116,142
OOS,K200,KOSPI_ALL,5,ABS_BREADTH_4P,0.006840259071983688,0.972699411411526,0.005525785247500624,0.012366044319484312,0.6037735849056604,0.5949367088607594,53,79
TRAIN,K200,KOSPI_ALL,20,ABS_BREADTH_4P,0.000951672235416136,0.13448218525771308,0.0016508005652944298,0.0026024728007105658,0.5689655172413793,0.5211267605633803,116,142
OOS,K200,KOSPI_ALL,20,ABS_BREADTH_4P,0.022779750118425503,1.3503160559034306,0.018554606460976567,0.04133435657940207,0.66,0.6329113924050633,50,79
TRAIN,K200,KOSDAQ,1,ABS_BREADTH_4P,-0.0009500160730030712,-0.513691360445102,0.0010801131570983577,0.00013009708409528648,0.5431034482758621,0.4647887323943662,116,142
OOS,K200,KOSDAQ,1,ABS_BREADTH_4P,-0.0011631246467584029,-0.26307626541855145,0.001918119327088878,0.000754994680330475,0.5185185185185185,0.6708860759493671,54,79
TRAIN,K200,KOSDAQ,5,ABS_BREADTH_4P,0.0012781115686542068,0.2595665278399438,0.0003667885233413416,0.0016449000919955485,0.5862068965517241,0.5845070422535211,116,142
OOS,K200,KOSDAQ,5,ABS_BREADTH_4P,0.004222806713861377,0.5324756802417874,0.0001543321963579372,0.004377138910219314,0.4716981132075472,0.569620253164557,53,79
TRAIN,K200,KOSDAQ,20,ABS_BREADTH_4P,-0.0017675891315543971,-0.1838652407689995,0.003426285476085392,0.0016586963445309947,0.5344827586206896,0.5422535211267606,116,142
OOS,K200,KOSDAQ,20,ABS_BREADTH_4P,-0.006884684130188959,-0.4336798363508316,0.009659262252277341,0.002774578122088383,0.64,0.569620253164557,50,79
TRAIN,K200,KOSPI_KOSDAQ_ALL,1,ABS_BREADTH_4P,0.0008613166273294827,0.5933395820235148,-0.00034594332835729245,0.0005153732989721903,0.5344827586206896,0.5352112676056338,116,142
OOS,K200,KOSPI_KOSDAQ_ALL,1,ABS_BREADTH_4P,-0.0010892234704585032,-0.2548343414408233,0.0026374270825800777,0.0015482036121215745,0.5555555555555556,0.6075949367088608,54,79
TRAIN,K200,KOSPI_KOSDAQ_ALL,5,ABS_BREADTH_4P,0.002195646686549974,0.643780132209362,-0.0005589772469565229,0.0016366694395934512,0.5862068965517241,0.5985915492957746,116,142
OOS,K200,KOSPI_KOSDAQ_ALL,5,ABS_BREADTH_4P,0.006492771786325822,0.9379917163637347,0.00488499235524871,0.011377764141574532,0.5849056603773585,0.5822784810126582,53,79
TRAIN,K200,KOSPI_KOSDAQ_ALL,20,ABS_BREADTH_4P,0.0005211524988824952,0.07179899018166748,0.0018354149120840403,0.0023565674109665355,0.5603448275862069,0.5352112676056338,116,142
OOS,K200,KOSPI_KOSDAQ_ALL,20,ABS_BREADTH_4P,0.019277851482946487,1.1803221700835789,0.017300851205797073,0.03657870268874356,0.64,0.6582278481012658,50,79
TRAIN,K200,KOSDAQ_PLUS_KOSPI_EX_K200,1,ABS_BREADTH_4P,-0.0007118299519647294,-0.4212529937786793,0.0009731459792929886,0.0002613160273282593,0.5948275862068966,0.5070422535211268,116,142
OOS,K200,KOSDAQ_PLUS_KOSPI_EX_K200,1,ABS_BREADTH_4P,-0.0011061742309487572,-0.2749009724275721,0.0018679671648817065,0.0007617929339329493,0.5,0.6455696202531646,54,79
TRAIN,K200,KOSDAQ_PLUS_KOSPI_EX_K200,5,ABS_BREADTH_4P,0.002789383130122243,0.605224028946005,-0.0009602613415776458,0.0018291217885445974,0.5689655172413793,0.5845070422535211,116,142
OOS,K200,KOSDAQ_PLUS_KOSPI_EX_K200,5,ABS_BREADTH_4P,0.003968803624110465,0.5600093823514254,0.000687446491428985,0.004656250115539449,0.49056603773584906,0.5569620253164557,53,79
TRAIN,K200,KOSDAQ_PLUS_KOSPI_EX_K200,20,ABS_BREADTH_4P,0.0032795873160345766,0.3554838789163931,-0.00019469448742367952,0.003084892828610897,0.5086206896551724,0.528169014084507,116,142
OOS,K200,KOSDAQ_PLUS_KOSPI_EX_K200,20,ABS_BREADTH_4P,-0.008016967509231507,-0.5540641506472567,0.01267572473213386,0.004658757222902352,0.64,0.5443037974683544,50,79
TRAIN,K200,K200,1,AVG_CORR_12P,-0.00211678057204013,-1.3220066054380837,0.0010334579428252551,-0.001083322629214875,0.5855855855855856,0.4594594594594595,111,111
