sample,factor_universe,market_target,horizon,state,high_minus_low,diff_tstat,low_mean,high_mean,low_positive_share,high_positive_share,n_low,n_high
OOS,K200,KOSDAQ_PLUS_KOSPI_EX_K200,20,FACTOR_TOP_ACT5_BREADTH_MEAN,0.00806298152072344,0.5902470830780508,0.007497378131706785,0.015560359652430225,0.6363636363636364,0.59375,55,64
TRAIN,KOSDAQ,K200,1,LS_BREADTH_1P,-0.00046324594144664616,-0.3488441067627813,0.00026924002820864534,-0.00019400591323800084,0.5378151260504201,0.5310344827586206,119,145
OOS,KOSDAQ,K200,1,LS_BREADTH_1P,-0.00523959130856024,-1.5424286292480414,0.0063740676942610226,0.001134476385700783,0.5862068965517241,0.5915492957746479,58,71
TRAIN,KOSDAQ,K200,5,LS_BREADTH_1P,-0.002094580204702687,-0.7230137343365175,0.0026536051404540593,0.0005590249357513723,0.5714285714285714,0.5793103448275863,119,145
OOS,KOSDAQ,K200,5,LS_BREADTH_1P,0.004824576567576008,0.702988200752773,0.005651146965546458,0.010475723533122466,0.6140350877192983,0.6197183098591549,57,71
TRAIN,KOSDAQ,K200,20,LS_BREADTH_1P,-0.0004913971976941499,-0.07468378366029316,0.004050817223308788,0.0035594200256146382,0.5210084033613446,0.5655172413793104,119,145
OOS,KOSDAQ,K200,20,LS_BREADTH_1P,0.020870281654854425,1.4630126109674026,0.018106782747866416,0.03897706440272084,0.5789473684210527,0.7391304347826086,57,69
TRAIN,KOSDAQ,KOSPI_EX_K200,1,LS_BREADTH_1P,0.00028523911193892055,0.20331632473897254,0.0006171261961696872,0.0009023653081086078,0.5798319327731093,0.5517241379310345,119,145
OOS,KOSDAQ,KOSPI_EX_K200,1,LS_BREADTH_1P,-0.0031514401720293566,-1.2995394248836531,0.0037494532065778605,0.0005980130345485038,0.603448275862069,0.6056338028169014,58,71
TRAIN,KOSDAQ,KOSPI_EX_K200,5,LS_BREADTH_1P,-0.000964669895430926,-0.2653305690074116,0.003302756958477853,0.002338087063046927,0.5882352941176471,0.5448275862068965,119,145
OOS,KOSDAQ,KOSPI_EX_K200,5,LS_BREADTH_1P,0.0017897439154567968,0.33203491747852204,0.001845200864280753,0.00363494477973755,0.5614035087719298,0.5915492957746479,57,71
TRAIN,KOSDAQ,KOSPI_EX_K200,20,LS_BREADTH_1P,-0.0009578465902858996,-0.11954915138055497,0.0036075896708417875,0.002649743080555888,0.5378151260504201,0.5586206896551724,119,145
OOS,KOSDAQ,KOSPI_EX_K200,20,LS_BREADTH_1P,0.00022488236382816294,0.020791229764602882,0.012140135258730181,0.012365017622558344,0.5614035087719298,0.6376811594202898,57,69
TRAIN,KOSDAQ,KOSPI_ALL,1,LS_BREADTH_1P,-0.00041197990096954147,-0.3167730608536723,0.0003157137686702901,-9.626613229925136e-05,0.5294117647058824,0.5448275862068965,119,145
OOS,KOSDAQ,KOSPI_ALL,1,LS_BREADTH_1P,-0.005178687221310283,-1.5605324091281159,0.006238678523298602,0.0010599913019883188,0.603448275862069,0.5915492957746479,58,71
TRAIN,KOSDAQ,KOSPI_ALL,5,LS_BREADTH_1P,-0.002026021082108141,-0.7041237838972648,0.0027165149603957657,0.0006904938782876246,0.5714285714285714,0.5724137931034483,119,145
OOS,KOSDAQ,KOSPI_ALL,5,LS_BREADTH_1P,0.004685856148075061,0.7000265073847285,0.005417956718390368,0.010103812866465429,0.5789473684210527,0.6056338028169014,57,71
TRAIN,KOSDAQ,KOSPI_ALL,20,LS_BREADTH_1P,-0.0005595053832431131,-0.08522027405795367,0.0039114048011078895,0.0033518994178647764,0.5294117647058824,0.5724137931034483,119,145
OOS,KOSDAQ,KOSPI_ALL,20,LS_BREADTH_1P,0.019433911844167404,1.4060438128058843,0.017920711637221174,0.03735462348138858,0.5789473684210527,0.7246376811594203,57,69
TRAIN,KOSDAQ,KOSDAQ,1,LS_BREADTH_1P,0.0005944446633120858,0.360408625707088,0.00028260091744521933,0.0008770455807573051,0.5126050420168067,0.5586206896551724,119,145
OOS,KOSDAQ,KOSDAQ,1,LS_BREADTH_1P,-0.004372884585847748,-1.3236287704320222,0.004364345326638697,-8.539259209051371e-06,0.6206896551724138,0.5492957746478874,58,71
TRAIN,KOSDAQ,KOSDAQ,5,LS_BREADTH_1P,-0.00112697202326468,-0.2715421935103031,0.0033973537434617875,0.0022703817201971074,0.6218487394957983,0.5586206896551724,119,145
OOS,KOSDAQ,KOSDAQ,5,LS_BREADTH_1P,0.00018692665946698755,0.02545008303541176,0.0019229105863490564,0.002109837245816044,0.5789473684210527,0.5070422535211268,57,71
TRAIN,KOSDAQ,KOSDAQ,20,LS_BREADTH_1P,-0.004513230409491292,-0.5127541029521713,0.005577475065205747,0.0010642446557144558,0.48739495798319327,0.5586206896551724,119,145
OOS,KOSDAQ,KOSDAQ,20,LS_BREADTH_1P,-0.0067797775200674135,-0.495720540325697,0.011262402843344609,0.0044826253232771954,0.5614035087719298,0.6521739130434783,57,69
TRAIN,KOSDAQ,KOSPI_KOSDAQ_ALL,1,LS_BREADTH_1P,-0.0002677950940149327,-0.2066817304015738,0.0003065252692267868,3.8730175211854116e-05,0.5462184873949579,0.5517241379310345,119,145
OOS,KOSDAQ,KOSPI_KOSDAQ_ALL,1,LS_BREADTH_1P,-0.0051548688432747295,-1.5809954598624236,0.006066484436572935,0.0009116155932982063,0.6379310344827587,0.5633802816901409,58,71
TRAIN,KOSDAQ,KOSPI_KOSDAQ_ALL,5,LS_BREADTH_1P,-0.0019213131486520837,-0.6523858557618779,0.0027991013182722493,0.0008777881696201655,0.5882352941176471,0.6068965517241379,119,145
OOS,KOSDAQ,KOSPI_KOSDAQ_ALL,5,LS_BREADTH_1P,0.004265745512588341,0.653126974411952,0.0049567483778246,0.009222493890412941,0.5789473684210527,0.5915492957746479,57,71
TRAIN,KOSDAQ,KOSPI_KOSDAQ_ALL,20,LS_BREADTH_1P,-0.0011589069951816636,-0.17369725092379493,0.004091156575035105,0.0029322495798534414,0.5126050420168067,0.5862068965517241,119,145
OOS,KOSDAQ,KOSPI_KOSDAQ_ALL,20,LS_BREADTH_1P,0.016357190211752273,1.2361174784174196,0.017104525616859514,0.033461715828611786,0.5964912280701754,0.7246376811594203,57,69
TRAIN,KOSDAQ,KOSDAQ_PLUS_KOSPI_EX_K200,1,LS_BREADTH_1P,0.00042407106288098605,0.2809555034908222,0.0004185331990338249,0.000842604261914811,0.5462184873949579,0.593103448275862,119,145
OOS,KOSDAQ,KOSDAQ_PLUS_KOSPI_EX_K200,1,LS_BREADTH_1P,-0.004055552821055406,-1.3674779677834317,0.004185519493453536,0.00012996667239812974,0.603448275862069,0.5492957746478874,58,71
TRAIN,KOSDAQ,KOSDAQ_PLUS_KOSPI_EX_K200,5,LS_BREADTH_1P,-0.0012070848865186334,-0.31393559347921934,0.0033661604315233856,0.002159075545004752,0.6134453781512605,0.5724137931034483,119,145
OOS,KOSDAQ,KOSDAQ_PLUS_KOSPI_EX_K200,5,LS_BREADTH_1P,0.0005255294802724063,0.08059818525743846,0.0019199657523555859,0.002445495232627992,0.5964912280701754,0.5492957746478874,57,71
TRAIN,KOSDAQ,KOSDAQ_PLUS_KOSPI_EX_K200,20,LS_BREADTH_1P,-0.0034368793152432424,-0.41445216929247664,0.004664721881866968,0.0012278425666237254,0.4957983193277311,0.5655172413793104,119,145
OOS,KOSDAQ,KOSDAQ_PLUS_KOSPI_EX_K200,20,LS_BREADTH_1P,-0.004787851399564455,-0.3843098586739689,0.011516506011412365,0.00672865461184791,0.5263157894736842,0.6231884057971014,57,69
TRAIN,KOSDAQ,K200,1,LS_BREADTH_4P,0.0005422711526413652,0.4518591633381637,-0.00027634749386472524,0.00026592365877664,0.5325443786982249,0.5153374233128835,169,163
OOS,KOSDAQ,K200,1,LS_BREADTH_4P,0.00030847582855955485,0.08930092388576129,0.0014204203735974543,0.0017288962021570092,0.5056179775280899,0.6162790697674418,89,86
TRAIN,KOSDAQ,K200,5,LS_BREADTH_4P,-0.0015492155732846312,-0.5836557757249001,0.0015619348911095118,1.27193178248805e-05,0.5857988165680473,0.5337423312883436,169,163
OOS,KOSDAQ,K200,5,LS_BREADTH_4P,-0.00020049664717165707,-0.0331265688743919,0.0070199136178348024,0.006819416970663145,0.5955056179775281,0.611764705882353,89,85
TRAIN,KOSDAQ,K200,20,LS_BREADTH_4P,-0.0028058013953595902,-0.49754256371624855,0.005019061784178228,0.0022132603888186373,0.5621301775147929,0.5521472392638037,169,163
OOS,KOSDAQ,K200,20,LS_BREADTH_4P,-0.00885504073299069,-0.6327631010844446,0.03305055375513516,0.02419551302214447,0.651685393258427,0.6341463414634146,89,82
TRAIN,KOSDAQ,KOSPI_EX_K200,1,LS_BREADTH_4P,-0.0006248742403441765,-0.5055304292044126,0.0007674574453444311,0.0001425832050002545,0.5325443786982249,0.5521472392638037,169,163
OOS,KOSDAQ,KOSPI_EX_K200,1,LS_BREADTH_4P,-0.0013741394132992303,-0.5255507737186728,0.0010007494442044863,-0.000373389969094744,0.5730337078651685,0.5581395348837209,89,86
TRAIN,KOSDAQ,KOSPI_EX_K200,5,LS_BREADTH_4P,-0.0029049759301913126,-0.845155828994968,0.0018398582773298986,-0.001065117652861414,0.5621301775147929,0.5030674846625767,169,163
OOS,KOSDAQ,KOSPI_EX_K200,5,LS_BREADTH_4P,-0.004116098384311601,-0.8769428260671467,0.00476377834860445,0.0006476799642928489,0.5842696629213483,0.5294117647058824,89,85
TRAIN,KOSDAQ,KOSPI_EX_K200,20,LS_BREADTH_4P,-0.018054214748843028,-2.5745282292537333,0.01114031086212706,-0.006913903886715969,0.5680473372781065,0.50920245398773,169,163
OOS,KOSDAQ,KOSPI_EX_K200,20,LS_BREADTH_4P,-0.013755696868432105,-1.4498838547101092,0.016840347533384807,0.003084650664952702,0.6404494382022472,0.5121951219512195,89,82
TRAIN,KOSDAQ,KOSPI_ALL,1,LS_BREADTH_4P,0.0004335256845872619,0.3690572753025721,-0.00017944852141562787,0.00025407716317163404,0.5266272189349113,0.5153374233128835,169,163
OOS,KOSDAQ,KOSPI_ALL,1,LS_BREADTH_4P,0.0001751689735457649,0.05160942661206735,0.0013977649397811228,0.0015729339133268877,0.5280898876404494,0.6162790697674418,89,86
TRAIN,KOSDAQ,KOSPI_ALL,5,LS_BREADTH_4P,-0.0016711264855235237,-0.6298588868856366,0.0015514988060165982,-0.00011962767950692547,0.5680473372781065,0.5398773006134969,169,163
OOS,KOSDAQ,KOSPI_ALL,5,LS_BREADTH_4P,-0.0005339886624904228,-0.090312323593493,0.006928054584044412,0.006394065921553989,0.5617977528089888,0.6,89,85
TRAIN,KOSDAQ,KOSPI_ALL,20,LS_BREADTH_4P,-0.004205616852643876,-0.7446369404674967,0.005459622931381861,0.0012540060787379849,0.5739644970414202,0.5460122699386503,169,163
OOS,KOSDAQ,KOSPI_ALL,20,LS_BREADTH_4P,-0.009605033995842546,-0.7084691445084765,0.03225208749064149,0.022647053494798945,0.651685393258427,0.6219512195121951,89,82
TRAIN,KOSDAQ,KOSDAQ,1,LS_BREADTH_4P,-0.0004389514792389904,-0.2922870385009118,0.0005368768455764394,9.792536633744903e-05,0.4970414201183432,0.5460122699386503,169,163
OOS,KOSDAQ,KOSDAQ,1,LS_BREADTH_4P,-0.0008196400938388774,-0.23588836280380107,0.0010632076408572712,0.0002435675470183938,0.5955056179775281,0.5697674418604651,89,86
TRAIN,KOSDAQ,KOSDAQ,5,LS_BREADTH_4P,-0.0034743532830248513,-0.8878568536781414,0.002475837540353309,-0.0009985157426715427,0.5857988165680473,0.5337423312883436,169,163
OOS,KOSDAQ,KOSDAQ,5,LS_BREADTH_4P,-0.008858562929731813,-1.438282623364684,0.005896083344406599,-0.0029624795853252146,0.6179775280898876,0.43529411764705883,89,85
TRAIN,KOSDAQ,KOSDAQ,20,LS_BREADTH_4P,-0.018945963947038628,-2.455234440617965,0.012780501008078085,-0.006165462938960542,0.5680473372781065,0.49693251533742333,169,163
OOS,KOSDAQ,KOSDAQ,20,LS_BREADTH_4P,-0.02774735235538813,-2.326088098169933,0.018110359023833653,-0.009636993331554477,0.6292134831460674,0.5365853658536586,89,82
TRAIN,KOSDAQ,KOSPI_KOSDAQ_ALL,1,LS_BREADTH_4P,0.00029728335306826117,0.2526915857039217,-7.877960455749858e-05,0.00021850374851076259,0.514792899408284,0.5398773006134969,169,163
OOS,KOSDAQ,KOSPI_KOSDAQ_ALL,1,LS_BREADTH_4P,0.00010602141683979595,0.03146670951437445,0.0013508203799838794,0.0014568417968236754,0.5280898876404494,0.5930232558139535,89,86
TRAIN,KOSDAQ,KOSPI_KOSDAQ_ALL,5,LS_BREADTH_4P,-0.0019623525678100122,-0.7172485082686753,0.0016763987420739428,-0.00028595382573606934,0.621301775147929,0.5398773006134969,169,163
OOS,KOSDAQ,KOSPI_KOSDAQ_ALL,5,LS_BREADTH_4P,-0.001625390244207641,-0.281802170074568,0.006818246227698918,0.005192855983491277,0.5730337078651685,0.5764705882352941,89,85
TRAIN,KOSDAQ,KOSPI_KOSDAQ_ALL,20,LS_BREADTH_4P,-0.006367404437673292,-1.1030841378951732,0.00645621761761425,8.881317994095763e-05,0.5798816568047337,0.5460122699386503,169,163
OOS,KOSDAQ,KOSPI_KOSDAQ_ALL,20,LS_BREADTH_4P,-0.012120699125270841,-0.9379150078659426,0.030563958919497983,0.018443259794227142,0.651685393258427,0.6219512195121951,89,82
TRAIN,KOSDAQ,KOSDAQ_PLUS_KOSPI_EX_K200,1,LS_BREADTH_4P,-0.0005169477908134909,-0.3790009015190501,0.0006051084803687161,8.816068955522521e-05,0.5325443786982249,0.5705521472392638,169,163
OOS,KOSDAQ,KOSDAQ_PLUS_KOSPI_EX_K200,1,LS_BREADTH_4P,-0.0010298098384395485,-0.32520063965338253,0.0010448629858318056,1.5053147392257248e-05,0.5842696629213483,0.5465116279069767,89,86
TRAIN,KOSDAQ,KOSDAQ_PLUS_KOSPI_EX_K200,5,LS_BREADTH_4P,-0.0032974168582077627,-0.906928654103626,0.002180211092498826,-0.001117205765708937,0.5976331360946746,0.5153374233128835,169,163
OOS,KOSDAQ,KOSDAQ_PLUS_KOSPI_EX_K200,5,LS_BREADTH_4P,-0.007379310886828045,-1.3381306832559239,0.005489743534600557,-0.0018895673522274883,0.6179775280898876,0.47058823529411764,89,85
TRAIN,KOSDAQ,KOSDAQ_PLUS_KOSPI_EX_K200,20,LS_BREADTH_4P,-0.018729362812614076,-2.5767721673032193,0.011947163983194025,-0.006782198829420051,0.5562130177514792,0.49693251533742333,169,163
OOS,KOSDAQ,KOSDAQ_PLUS_KOSPI_EX_K200,20,LS_BREADTH_4P,-0.023547445418608478,-2.1560274622706466,0.017641916426582974,-0.005905528992025503,0.6179775280898876,0.5121951219512195,89,82
TRAIN,KOSDAQ,K200,1,ABS_BREADTH_1P,0.0007953368691827243,0.52455871002664,-7.194692041689165e-05,0.0007233899487658327,0.5217391304347826,0.5413533834586466,115,133
OOS,KOSDAQ,K200,1,ABS_BREADTH_1P,0.001680890760484481,0.3938778998887792,0.0009729317676423774,0.0026538225281268583,0.53125,0.5774647887323944,64,71
TRAIN,KOSDAQ,K200,5,ABS_BREADTH_1P,0.0056352416143792845,1.7298127607858413,-0.002166425299940952,0.003468816314438333,0.5391304347826087,0.5639097744360902,115,133
OOS,KOSDAQ,K200,5,ABS_BREADTH_1P,0.010930663851939047,1.4954916574128143,0.0008367284420908649,0.011767392294029911,0.578125,0.6571428571428571,64,70
TRAIN,KOSDAQ,K200,20,ABS_BREADTH_1P,0.0098042289478811,1.4725381497809151,-0.0029098150122864783,0.006894413935594622,0.5217391304347826,0.5413533834586466,115,133
OOS,KOSDAQ,K200,20,ABS_BREADTH_1P,0.017296091631024666,0.9972378220316833,0.019727565713821473,0.03702365734484614,0.5573770491803278,0.6571428571428571,61,70
TRAIN,KOSDAQ,KOSPI_EX_K200,1,ABS_BREADTH_1P,-0.00013698903522875634,-0.08751936546636495,0.0007269709972094896,0.0005899819619807333,0.5304347826086957,0.5789473684210527,115,133
OOS,KOSDAQ,KOSPI_EX_K200,1,ABS_BREADTH_1P,0.0008330648664885507,0.26006455153521235,0.0003708142546946006,0.0012038791211831513,0.5625,0.6197183098591549,64,71
TRAIN,KOSDAQ,KOSPI_EX_K200,5,ABS_BREADTH_1P,0.0051951145925103834,1.1539105063254422,-0.002690271846112808,0.002504842746397575,0.5043478260869565,0.5488721804511278,115,133
OOS,KOSDAQ,KOSPI_EX_K200,5,ABS_BREADTH_1P,0.003966651058366416,0.7119938323671231,0.0004047642457147304,0.004371415304081147,0.515625,0.6428571428571429,64,70
TRAIN,KOSDAQ,KOSPI_EX_K200,20,ABS_BREADTH_1P,0.014357161318072305,1.6140763502361128,-0.006672133056713152,0.007685028261359153,0.45217391304347826,0.5789473684210527,115,133
OOS,KOSDAQ,KOSPI_EX_K200,20,ABS_BREADTH_1P,-7.235475186703061e-05,-0.0066452018640279385,0.010081409616941525,0.010009054865074495,0.5409836065573771,0.5428571428571428,61,70
TRAIN,KOSDAQ,KOSPI_ALL,1,ABS_BREADTH_1P,0.0006911680699508844,0.46406243499109723,1.1648261527628986e-05,0.0007028163314785134,0.5304347826086957,0.5263157894736842,115,133
OOS,KOSDAQ,KOSPI_ALL,1,ABS_BREADTH_1P,0.0016002800284115625,0.38136141395575274,0.0009526693523721269,0.0025529493807836894,0.546875,0.5915492957746479,64,71
TRAIN,KOSDAQ,KOSPI_ALL,5,ABS_BREADTH_1P,0.005618177943096105,1.7106799717795667,-0.002258158994835172,0.0033600189482609327,0.5478260869565217,0.5639097744360902,115,133
OOS,KOSDAQ,KOSPI_ALL,5,ABS_BREADTH_1P,0.010529506268198022,1.4736466522136709,0.0007703514022375946,0.011299857670435617,0.5625,0.6428571428571429,64,70
TRAIN,KOSDAQ,KOSPI_ALL,20,ABS_BREADTH_1P,0.010295420651396797,1.532572154103641,-0.0034272584809864606,0.0068681621704103375,0.5130434782608696,0.556390977443609,115,133
OOS,KOSDAQ,KOSPI_ALL,20,ABS_BREADTH_1P,0.016198352453927534,0.9637709685340695,0.019095162455805413,0.03529351490973295,0.5573770491803278,0.6571428571428571,61,70
TRAIN,KOSDAQ,KOSDAQ,1,ABS_BREADTH_1P,-0.0003651765981622061,-0.1922923691840117,0.001077090919907709,0.0007119143217455029,0.5304347826086957,0.5413533834586466,115,133
OOS,KOSDAQ,KOSDAQ,1,ABS_BREADTH_1P,0.00019916199304758557,0.046187310507382624,0.0008936845729303577,0.0010928465659779433,0.546875,0.6197183098591549,64,71
TRAIN,KOSDAQ,KOSDAQ,5,ABS_BREADTH_1P,0.0029790450510439933,0.5977503382061459,-0.0008738214764556871,0.0021052235745883064,0.5304347826086957,0.5864661654135338,115,133
OOS,KOSDAQ,KOSDAQ,5,ABS_BREADTH_1P,0.0019479684184030579,0.2693432550301102,-0.00010246521322058695,0.001845503205182471,0.5,0.5571428571428572,64,70
TRAIN,KOSDAQ,KOSDAQ,20,ABS_BREADTH_1P,0.006210487901726381,0.6527758980720512,-0.0008400816885780286,0.005370406213148353,0.5043478260869565,0.5488721804511278,115,133
OOS,KOSDAQ,KOSDAQ,20,ABS_BREADTH_1P,0.0016035708599730068,0.11698004224858484,0.002425317704055473,0.00402888856402848,0.5573770491803278,0.5571428571428572,61,70
TRAIN,KOSDAQ,KOSPI_KOSDAQ_ALL,1,ABS_BREADTH_1P,0.0005142708185413872,0.3440282532632738,0.00016711020688096257,0.0006813810254223498,0.5304347826086957,0.5263157894736842,115,133
OOS,KOSDAQ,KOSPI_KOSDAQ_ALL,1,ABS_BREADTH_1P,0.0013554798733581303,0.3251124305338986,0.0010180799251305731,0.0023735597984887035,0.546875,0.5633802816901409,64,71
TRAIN,KOSDAQ,KOSPI_KOSDAQ_ALL,5,ABS_BREADTH_1P,0.005246282240002683,1.5343238902361422,-0.002102071461371063,0.0031442107786316203,0.5565217391304348,0.6015037593984962,115,133
OOS,KOSDAQ,KOSPI_KOSDAQ_ALL,5,ABS_BREADTH_1P,0.00945765090110482,1.3543367291256247,0.0006470706322351961,0.010104721533340017,0.546875,0.6285714285714286,64,70
TRAIN,KOSDAQ,KOSPI_KOSDAQ_ALL,20,ABS_BREADTH_1P,0.00970001761150786,1.3998389942530811,-0.003147133417320835,0.006552884194187026,0.5130434782608696,0.556390977443609,115,133
OOS,KOSDAQ,KOSPI_KOSDAQ_ALL,20,ABS_BREADTH_1P,0.014097149677371246,0.8836232334895696,0.017093823225750503,0.03119097290312175,0.5737704918032787,0.6714285714285714,61,70
TRAIN,KOSDAQ,KOSDAQ_PLUS_KOSPI_EX_K200,1,ABS_BREADTH_1P,-0.00033773526689799755,-0.19492667030713487,0.0009439156263663531,0.0006061803594683556,0.5478260869565217,0.556390977443609,115,133
OOS,KOSDAQ,KOSDAQ_PLUS_KOSPI_EX_K200,1,ABS_BREADTH_1P,0.00038282287987719855,0.09744780906155505,0.0007214551144805823,0.0011042779943577809,0.53125,0.5915492957746479,64,71
TRAIN,KOSDAQ,KOSDAQ_PLUS_KOSPI_EX_K200,5,ABS_BREADTH_1P,0.0038534581661001585,0.8216005833484544,-0.0016887548664724923,0.0021647032996276665,0.5217391304347826,0.5864661654135338,115,133
OOS,KOSDAQ,KOSDAQ_PLUS_KOSPI_EX_K200,5,ABS_BREADTH_1P,0.0025447707800220288,0.3895970177910567,-1.1704732209351278e-05,0.0025330660478126775,0.484375,0.6,64,70
TRAIN,KOSDAQ,KOSDAQ_PLUS_KOSPI_EX_K200,20,ABS_BREADTH_1P,0.00912449125330337,1.0035288237147604,-0.0032720630171436046,0.005852428236159764,0.48695652173913045,0.5263157894736842,115,133
OOS,KOSDAQ,KOSDAQ_PLUS_KOSPI_EX_K200,20,ABS_BREADTH_1P,0.0011659616127678478,0.09304988151773032,0.004596982698449183,0.005762944311217031,0.5573770491803278,0.5142857142857142,61,70
TRAIN,KOSDAQ,K200,1,ABS_BREADTH_4P,0.0014524100949484262,1.019077141535595,-0.0006627348759931014,0.0007896752189553247,0.4793388429752066,0.5338345864661654,121,133
OOS,KOSDAQ,K200,1,ABS_BREADTH_4P,-0.004674885102823581,-1.0262549917054846,0.0037511058339496158,-0.0009237792688739658,0.5789473684210527,0.5466666666666666,57,75
TRAIN,KOSDAQ,K200,5,ABS_BREADTH_4P,0.0025602286720846426,0.7896383938476291,-0.0001517490546990841,0.0024084796173855587,0.5371900826446281,0.5939849624060151,121,133
OOS,KOSDAQ,K200,5,ABS_BREADTH_4P,0.010678741813382272,1.3641762332523963,-0.0004328948990025863,0.010245846914379686,0.5535714285714286,0.5466666666666666,56,75
TRAIN,KOSDAQ,K200,20,ABS_BREADTH_4P,-0.005698679755731322,-0.8736892418333809,0.010265891291539788,0.004567211535808466,0.6363636363636364,0.518796992481203,121,133
OOS,KOSDAQ,K200,20,ABS_BREADTH_4P,0.0394232917918261,2.252542573311555,0.0020081209927154905,0.041431412784541585,0.5660377358490566,0.6666666666666666,53,75
TRAIN,KOSDAQ,KOSPI_EX_K200,1,ABS_BREADTH_4P,0.000739086700514045,0.49698249227191765,0.0005391656505896503,0.0012782523511036953,0.5289256198347108,0.6015037593984962,121,133
OOS,KOSDAQ,KOSPI_EX_K200,1,ABS_BREADTH_4P,-0.003861437186885969,-1.1678550973155164,0.002505966191035046,-0.0013554709958509229,0.5964912280701754,0.56,57,75
TRAIN,KOSDAQ,KOSPI_EX_K200,5,ABS_BREADTH_4P,0.005882513802620611,1.359394587360064,-0.002115737208984698,0.0037667765936359133,0.512396694214876,0.5864661654135338,121,133
OOS,KOSDAQ,KOSPI_EX_K200,5,ABS_BREADTH_4P,0.00288212134020924,0.46636258400791164,0.0002665465838374793,0.0031486679240467193,0.5535714285714286,0.5333333333333333,56,75
TRAIN,KOSDAQ,KOSPI_EX_K200,20,ABS_BREADTH_4P,0.001206566335206224,0.1487650822386858,0.005663552341383519,0.006870118676589743,0.5289256198347108,0.5714285714285714,121,133
OOS,KOSDAQ,KOSPI_EX_K200,20,ABS_BREADTH_4P,-0.0033807504102782594,-0.2842130861329291,0.009241106029671384,0.005860355619393125,0.5660377358490566,0.56,53,75
TRAIN,KOSDAQ,KOSPI_ALL,1,ABS_BREADTH_4P,0.00137008304547012,0.9818712627905987,-0.0005413080429154276,0.0008287750025546925,0.4793388429752066,0.5338345864661654,121,133
OOS,KOSDAQ,KOSPI_ALL,1,ABS_BREADTH_4P,-0.00469230645633293,-1.0478864565071755,0.0037152699164035977,-0.000977036539929332,0.5789473684210527,0.56,57,75
TRAIN,KOSDAQ,KOSPI_ALL,5,ABS_BREADTH_4P,0.0028975659276239425,0.8907336851752515,-0.0003759211049072723,0.0025216448227166704,0.5289256198347108,0.5864661654135338,121,133
OOS,KOSDAQ,KOSPI_ALL,5,ABS_BREADTH_4P,0.010231617570082454,1.332820141354084,-0.00040970223107592566,0.009821915339006528,0.5535714285714286,0.5466666666666666,56,75
TRAIN,KOSDAQ,KOSPI_ALL,20,ABS_BREADTH_4P,-0.004914620206034949,-0.7539684340608594,0.009630290850690388,0.004715670644655438,0.628099173553719,0.5263157894736842,121,133
OOS,KOSDAQ,KOSPI_ALL,20,ABS_BREADTH_4P,0.036731061197044876,2.154054482228679,0.002419730616469634,0.03915079181351451,0.5660377358490566,0.6533333333333333,53,75
TRAIN,KOSDAQ,KOSDAQ,1,ABS_BREADTH_4P,0.0004671200102274547,0.2598101148891526,0.00031809262686376415,0.0007852126370912188,0.5371900826446281,0.5263157894736842,121,133
OOS,KOSDAQ,KOSDAQ,1,ABS_BREADTH_4P,-0.004777358308933985,-1.0933261426312215,0.0025278279069354728,-0.002249530401998512,0.543859649122807,0.5866666666666667,57,75
TRAIN,KOSDAQ,KOSDAQ,5,ABS_BREADTH_4P,0.001859122569014026,0.38111992084072543,0.00032368056543822306,0.002182803134452249,0.5537190082644629,0.6015037593984962,121,133
OOS,KOSDAQ,KOSDAQ,5,ABS_BREADTH_4P,0.0021491973333765584,0.26936416377280553,-0.0012196305324559224,0.0009295668009206361,0.5178571428571429,0.5333333333333333,56,75
TRAIN,KOSDAQ,KOSDAQ,20,ABS_BREADTH_4P,-0.013501852086534595,-1.5141968863171948,0.014642420597748496,0.0011405685112139009,0.5619834710743802,0.5263157894736842,121,133
OOS,KOSDAQ,KOSDAQ,20,ABS_BREADTH_4P,0.004913458438430784,0.32136093746133615,-0.0013490755081198142,0.00356438293031097,0.5283018867924528,0.6133333333333333,53,75
TRAIN,KOSDAQ,KOSPI_KOSDAQ_ALL,1,ABS_BREADTH_4P,0.0012343374923650611,0.8831504640113217,-0.0004269938799233275,0.0008073436124417336,0.4793388429752066,0.556390977443609,121,133
OOS,KOSDAQ,KOSPI_KOSDAQ_ALL,1,ABS_BREADTH_4P,-0.004894484570029991,-1.1051001892946102,0.0037220274534472187,-0.0011724571165827725,0.5789473684210527,0.5333333333333333,57,75
TRAIN,KOSDAQ,KOSPI_KOSDAQ_ALL,5,ABS_BREADTH_4P,0.0027833229335596107,0.8267644971037849,-0.0003302948776740603,0.0024530280558855504,0.5454545454545454,0.6240601503759399,121,133
OOS,KOSDAQ,KOSPI_KOSDAQ_ALL,5,ABS_BREADTH_4P,0.009180579115769636,1.218356267041972,-0.000491950598810347,0.00868862851695929,0.5357142857142857,0.56,56,75
TRAIN,KOSDAQ,KOSPI_KOSDAQ_ALL,20,ABS_BREADTH_4P,-0.006051010591681243,-0.9114509321734685,0.010204456532896495,0.004153445941215252,0.6198347107438017,0.5338345864661654,121,133
OOS,KOSDAQ,KOSPI_KOSDAQ_ALL,20,ABS_BREADTH_4P,0.03245643495930771,1.9761907280683462,0.0020618276658800816,0.03451826262518779,0.5660377358490566,0.6533333333333333,53,75
