date,universe,MKT_ACT5_BREADTH,MKT_ACT1_BREADTH,KOSDAQ_TA_SHARE,FACTOR_TOP_ACT5_BREADTH_MEAN
2016-01-04,K200,,,0.4196778021559497,
2016-01-04,KOSPI_EX_K200,,,0.4196778021559497,
2016-01-04,KOSPI_ALL,,,0.4196778021559497,
2016-01-04,KOSDAQ,,,0.4196778021559497,
2016-01-04,KOSPI_KOSDAQ_ALL,,,0.4196778021559497,
2016-01-04,KOSDAQ_PLUS_KOSPI_EX_K200,,,0.4196778021559497,
2016-01-11,K200,,,0.41654366683650385,
2016-01-11,KOSPI_EX_K200,,,0.41654366683650385,
2016-01-11,KOSPI_ALL,,,0.41654366683650385,
2016-01-11,KOSDAQ,,,0.41654366683650385,
2016-01-11,KOSPI_KOSDAQ_ALL,,,0.41654366683650385,
2016-01-11,KOSDAQ_PLUS_KOSPI_EX_K200,,,0.41654366683650385,
2016-01-18,K200,,,0.44083601946912354,
2016-01-18,KOSPI_EX_K200,,,0.44083601946912354,
2016-01-18,KOSPI_ALL,,,0.44083601946912354,
2016-01-18,KOSDAQ,,,0.44083601946912354,
2016-01-18,KOSPI_KOSDAQ_ALL,,,0.44083601946912354,
2016-01-18,KOSDAQ_PLUS_KOSPI_EX_K200,,,0.44083601946912354,
2016-01-25,K200,,0.3263157894736842,0.392913510280406,
2016-01-25,KOSPI_EX_K200,,0.25260960334029225,0.392913510280406,
2016-01-25,KOSPI_ALL,,0.273542600896861,0.392913510280406,
2016-01-25,KOSDAQ,,0.2249488752556237,0.392913510280406,
2016-01-25,KOSPI_KOSDAQ_ALL,,0.24468731026108076,0.392913510280406,
2016-01-25,KOSDAQ_PLUS_KOSPI_EX_K200,,0.23404255319148937,0.392913510280406,
2016-02-01,K200,0.4842105263157895,0.4368421052631579,0.33824018946125767,0.45
2016-02-01,KOSPI_EX_K200,0.2588726513569937,0.2755741127348643,0.33824018946125767,0.4375
2016-02-01,KOSPI_ALL,0.32286995515695066,0.3213751868460389,0.33824018946125767,0.4461177884615385
2016-02-01,KOSDAQ,0.25638406537282943,0.26251276813074564,0.33824018946125767,0.3625
2016-02-01,KOSPI_KOSDAQ_ALL,0.283373786407767,0.28640776699029125,0.33824018946125767,0.40623401534526854
2016-02-01,KOSDAQ_PLUS_KOSPI_EX_K200,0.257201646090535,0.266803840877915,0.33824018946125767,0.3892857142857143
2016-02-11,K200,0.4421052631578947,0.3684210526315789,0.4206274512100796,0.44999999999999996
2016-02-11,KOSPI_EX_K200,0.3458333333333333,0.46458333333333335,0.4206274512100796,0.35
2016-02-11,KOSPI_ALL,0.373134328358209,0.4373134328358209,0.4206274512100796,0.39908653846153846
2016-02-11,KOSDAQ,0.30988786952089703,0.41590214067278286,0.4206274512100796,0.40625
2016-02-11,KOSPI_KOSDAQ_ALL,0.33555420956995763,0.42459115687462146,0.4206274512100796,0.4031928713514391
2016-02-11,KOSDAQ_PLUS_KOSPI_EX_K200,0.3216974674880219,0.431895961670089,0.4206274512100796,0.3895833333333333
2016-02-18,K200,0.5263157894736842,0.46842105263157896,0.3782827152309669,0.5375
2016-02-18,KOSPI_EX_K200,0.4479166666666667,0.29791666666666666,0.3782827152309669,0.5
2016-02-18,KOSPI_ALL,0.4701492537313433,0.34626865671641793,0.3782827152309669,0.55375
2016-02-18,KOSDAQ,0.3869653767820774,0.2729124236252546,0.3782827152309669,0.55625
2016-02-18,KOSPI_KOSDAQ_ALL,0.42070217917675545,0.3026634382566586,0.3782827152309669,0.5641350018268176
2016-02-18,KOSDAQ_PLUS_KOSPI_EX_K200,0.4069767441860465,0.2811217510259918,0.3782827152309669,0.6009259259259259
2016-02-25,K200,0.2894736842105263,0.33157894736842103,0.3970475882363556,0.4125
2016-02-25,KOSPI_EX_K200,0.32916666666666666,0.3333333333333333,0.3970475882363556,0.26249999999999996
2016-02-25,KOSPI_ALL,0.31791044776119404,0.3328358208955224,0.3970475882363556,0.3565625
2016-02-25,KOSDAQ,0.31568228105906315,0.29327902240325865,0.3970475882363556,0.44999999999999996
2016-02-25,KOSPI_KOSDAQ_ALL,0.31658595641646486,0.3093220338983051,0.3970475882363556,0.3747496871088861
2016-02-25,KOSDAQ_PLUS_KOSPI_EX_K200,0.320109439124487,0.3064295485636115,0.3970475882363556,0.3776785714285714
2016-03-04,K200,0.5210526315789473,0.5789473684210527,0.39347156935205085,0.5625
2016-03-04,KOSPI_EX_K200,0.46041666666666664,0.40208333333333335,0.39347156935205085,0.56875
2016-03-04,KOSPI_ALL,0.47761194029850745,0.45223880597014926,0.39347156935205085,0.5833333333333334
2016-03-04,KOSDAQ,0.38922764227642276,0.3363821138211382,0.39347156935205085,0.5
2016-03-04,KOSPI_KOSDAQ_ALL,0.42503022974607013,0.38331318016928656,0.39347156935205085,0.5564815868320249
2016-03-04,KOSDAQ_PLUS_KOSPI_EX_K200,0.412568306010929,0.35792349726775957,0.39347156935205085,0.5450738916256158
2016-03-11,K200,0.5,0.2894736842105263,0.3690373526824017,0.51875
2016-03-11,KOSPI_EX_K200,0.39166666666666666,0.30833333333333335,0.3690373526824017,0.43125
2016-03-11,KOSPI_ALL,0.4223880597014925,0.3029850746268657,0.3690373526824017,0.5023674242424242
2016-03-11,KOSDAQ,0.366497461928934,0.27715736040609135,0.3690373526824017,0.4
2016-03-11,KOSPI_KOSDAQ_ALL,0.38912386706948643,0.2876132930513595,0.3690373526824017,0.4623161764705882
2016-03-11,KOSDAQ_PLUS_KOSPI_EX_K200,0.3747440273037543,0.28737201365187715,0.3690373526824017,0.41982758620689653
2016-03-18,K200,0.4263157894736842,0.5105263157894737,0.39199144679425024,0.40625
2016-03-18,KOSPI_EX_K200,0.3875,0.4041666666666667,0.39199144679425024,0.41874999999999996
2016-03-18,KOSPI_ALL,0.39850746268656717,0.4343283582089552,0.39199144679425024,0.40680583003952575
2016-03-18,KOSDAQ,0.4131979695431472,0.3928934010152284,0.39199144679425024,0.325
2016-03-18,KOSPI_KOSDAQ_ALL,0.40725075528700905,0.4096676737160121,0.39199144679425024,0.38128063725490197
2016-03-18,KOSDAQ_PLUS_KOSPI_EX_K200,0.40477815699658704,0.3965870307167236,0.39199144679425024,0.38340517241379307
2016-03-25,K200,0.2736842105263158,0.18947368421052632,0.4313840653424182,0.225
2016-03-25,KOSPI_EX_K200,0.4354166666666667,0.3104166666666667,0.4313840653424182,0.3875
2016-03-25,KOSPI_ALL,0.3895522388059702,0.27611940298507465,0.4313840653424182,0.290431488801054
2016-03-25,KOSDAQ,0.4558375634517767,0.28426395939086296,0.4313840653424182,0.31875
2016-03-25,KOSPI_KOSDAQ_ALL,0.42900302114803623,0.2809667673716012,0.4313840653424182,0.29872716131907306
2016-03-25,KOSDAQ_PLUS_KOSPI_EX_K200,0.4491467576791809,0.29283276450511947,0.4313840653424182,0.35064655172413794
2016-04-01,K200,0.42105263157894735,0.5368421052631579,0.35242159821991453,0.4125
2016-04-01,KOSPI_EX_K200,0.446985446985447,0.34511434511434513,0.35242159821991453,0.4625
2016-04-01,KOSPI_ALL,0.4396423248882265,0.39940387481371087,0.35242159821991453,0.43416666666666665
2016-04-01,KOSDAQ,0.4243654822335025,0.37055837563451777,0.35242159821991453,0.48125
2016-04-01,KOSPI_KOSDAQ_ALL,0.4305555555555556,0.3822463768115942,0.35242159821991453,0.4436901844070962
2016-04-01,KOSDAQ_PLUS_KOSPI_EX_K200,0.43178717598908595,0.36221009549795363,0.35242159821991453,0.4830459770114942
2016-04-08,K200,0.3684210526315789,0.32105263157894737,0.42685873984980266,0.44375
2016-04-08,KOSPI_EX_K200,0.46153846153846156,0.35343035343035345,0.42685873984980266,0.5437500000000001
2016-04-08,KOSPI_ALL,0.43517138599105815,0.3442622950819672,0.42685873984980266,0.5027262443438913
2016-04-08,KOSDAQ,0.4077079107505071,0.3154158215010142,0.42685873984980266,0.46875
2016-04-08,KOSPI_KOSDAQ_ALL,0.4188292094146047,0.32709716354858176,0.42685873984980266,0.493318136880167
2016-04-08,KOSDAQ_PLUS_KOSPI_EX_K200,0.42535787321063395,0.3278800272665303,0.42685873984980266,0.5185963901689707
