universe,eval_year,horizon,model,feature,coef,alpha
K200,2020,5,STATIC_FAMILY,FAM_REVISION,0.0006025316367344149,100.0
K200,2020,5,STATIC_FAMILY,FAM_VALUE,0.00035497555062747487,100.0
K200,2020,5,STATIC_FAMILY,FAM_FLOW,0.0002069467715052495,100.0
K200,2020,5,FAMILY_STATE,top_20d,-0.00018214267246743603,1.0
K200,2020,5,FAMILY_STATE,spread_20d,-0.00025842684672770116,1.0
K200,2020,5,FAMILY_STATE,top_60d,0.0002268176346294003,1.0
K200,2020,5,FAMILY_STATE,spread_60d,0.0003262360296487838,1.0
K200,2020,5,FAMILY_STATE,z_top_20d,0.0005480530139193238,1.0
K200,2020,5,FAMILY_STATE,z_spread_20d,0.0017274411796927083,1.0
K200,2020,5,FAMILY_STATE,z_top_60d,0.0005578170538012364,1.0
K200,2020,5,FAMILY_STATE,z_spread_60d,-0.003724319586852508,1.0
K200,2020,5,FAMILY_STATE,rank_top_20d,-0.0015433271832778093,1.0
K200,2020,5,FAMILY_STATE,rank_spread_20d,0.0012559346511500271,1.0
K200,2020,5,FAMILY_STATE,rank_top_60d,0.0007331268426431797,1.0
K200,2020,5,FAMILY_STATE,rank_spread_60d,3.030110858840058e-05,1.0
K200,2020,5,FAMILY_STATE,spread_accel,-0.0027980313375523536,1.0
K200,2020,5,FAMILY_STATE,top_accel,0.0009686866989894946,1.0
K200,2020,5,FAMILY_STATE,member_positive_spread_share_20d,-0.00047036431101345525,1.0
K200,2020,5,FAMILY_STATE,member_same_sign_20d,0.00011744519583544366,1.0
K200,2020,5,FAMILY_STATE,FAM_REVISION,0.0010135254999242159,1.0
K200,2020,5,FAMILY_STATE,FAM_VALUE,0.0006689506689694506,1.0
K200,2020,5,FAMILY_STATE,FAM_FLOW,0.00048702052861045034,1.0
K200,2020,5,FULL_INTERACTION,top_20d,-0.00016435531559218767,100.0
K200,2020,5,FULL_INTERACTION,spread_20d,-0.00015415550833510145,100.0
K200,2020,5,FULL_INTERACTION,top_60d,0.00015682765858148008,100.0
K200,2020,5,FULL_INTERACTION,spread_60d,7.819220653642144e-05,100.0
K200,2020,5,FULL_INTERACTION,z_top_20d,-1.629198911287232e-05,100.0
K200,2020,5,FULL_INTERACTION,z_spread_20d,-0.00020600754929553703,100.0
K200,2020,5,FULL_INTERACTION,z_top_60d,5.4426170054136216e-05,100.0
K200,2020,5,FULL_INTERACTION,z_spread_60d,-0.00021543335962306013,100.0
K200,2020,5,FULL_INTERACTION,rank_top_20d,-0.0006047520531952844,100.0
K200,2020,5,FULL_INTERACTION,rank_spread_20d,0.00028422170196149227,100.0
K200,2020,5,FULL_INTERACTION,rank_top_60d,0.00035388138827018587,100.0
K200,2020,5,FULL_INTERACTION,rank_spread_60d,-8.729344323311309e-06,100.0
K200,2020,5,FULL_INTERACTION,spread_accel,-0.00014246760589544706,100.0
K200,2020,5,FULL_INTERACTION,top_accel,-3.460716129576036e-05,100.0
K200,2020,5,FULL_INTERACTION,member_positive_spread_share_20d,-0.000447895319969752,100.0
K200,2020,5,FULL_INTERACTION,member_same_sign_20d,0.00015163459825613177,100.0
K200,2020,5,FULL_INTERACTION,FAM_REVISION,0.0006551624812869157,100.0
K200,2020,5,FULL_INTERACTION,FAM_VALUE,0.0004022191631026927,100.0
K200,2020,5,FULL_INTERACTION,FAM_FLOW,0.00017541749021477093,100.0
K200,2020,5,FULL_INTERACTION,INT_z_top_20d__MKT_RET_60D,5.9462702050241e-06,100.0
K200,2020,5,FULL_INTERACTION,INT_z_top_20d__MKT_VOL_20D,9.8629966030128e-05,100.0
K200,2020,5,FULL_INTERACTION,INT_z_top_20d__LIQ_5D_20D,0.0002867947242150431,100.0
K200,2020,5,FULL_INTERACTION,INT_z_top_20d__ABS_CONFIRMED_BREADTH,-7.575231866714313e-05,100.0
K200,2020,5,FULL_INTERACTION,INT_z_top_20d__CONFLICT_PAIR_SHARE,0.00040849357743635796,100.0
K200,2020,5,FULL_INTERACTION,INT_z_spread_20d__MKT_RET_60D,0.0003926749495412414,100.0
K200,2020,5,FULL_INTERACTION,INT_z_spread_20d__MKT_VOL_20D,-4.6917159805408325e-05,100.0
K200,2020,5,FULL_INTERACTION,INT_z_spread_20d__LIQ_5D_20D,-8.635425067668023e-05,100.0
K200,2020,5,FULL_INTERACTION,INT_z_spread_20d__ABS_CONFIRMED_BREADTH,-0.0006246268053586929,100.0
K200,2020,5,FULL_INTERACTION,INT_z_spread_20d__CONFLICT_PAIR_SHARE,0.0003448631476781803,100.0
K200,2020,5,FULL_INTERACTION,INT_spread_accel__MKT_RET_60D,-5.3038807809222444e-05,100.0
K200,2020,5,FULL_INTERACTION,INT_spread_accel__MKT_VOL_20D,0.00019719894100647496,100.0
K200,2020,5,FULL_INTERACTION,INT_spread_accel__LIQ_5D_20D,0.0005941030397408207,100.0
K200,2020,5,FULL_INTERACTION,INT_spread_accel__ABS_CONFIRMED_BREADTH,-0.00015164622982049365,100.0
K200,2020,5,FULL_INTERACTION,INT_spread_accel__CONFLICT_PAIR_SHARE,-0.00015552846198513466,100.0
K200,2020,5,FULL_INTERACTION,INT_top_accel__MKT_RET_60D,-0.00042348569432475104,100.0
K200,2020,5,FULL_INTERACTION,INT_top_accel__MKT_VOL_20D,0.000226638422013327,100.0
K200,2020,5,FULL_INTERACTION,INT_top_accel__LIQ_5D_20D,0.00011408687012285116,100.0
K200,2020,5,FULL_INTERACTION,INT_top_accel__ABS_CONFIRMED_BREADTH,0.0001483464211462543,100.0
K200,2020,5,FULL_INTERACTION,INT_top_accel__CONFLICT_PAIR_SHARE,-0.0007310000369895589,100.0
K200,2020,20,STATIC_FAMILY,FAM_REVISION,0.002431864558276817,100.0
K200,2020,20,STATIC_FAMILY,FAM_VALUE,0.0010888960982065356,100.0
K200,2020,20,STATIC_FAMILY,FAM_FLOW,0.0007580418717289051,100.0
K200,2020,20,FAMILY_STATE,top_20d,-0.0002981058633536542,100.0
K200,2020,20,FAMILY_STATE,spread_20d,-0.001251314579538115,100.0
K200,2020,20,FAMILY_STATE,top_60d,0.0004088208312328169,100.0
K200,2020,20,FAMILY_STATE,spread_60d,0.00014233118142240563,100.0
K200,2020,20,FAMILY_STATE,z_top_20d,6.0904161908117635e-05,100.0
K200,2020,20,FAMILY_STATE,z_spread_20d,-0.0002900322491735444,100.0
K200,2020,20,FAMILY_STATE,z_top_60d,0.00020204221441135926,100.0
K200,2020,20,FAMILY_STATE,z_spread_60d,-0.0007756589010565,100.0
K200,2020,20,FAMILY_STATE,rank_top_20d,-0.0004711330016492709,100.0
K200,2020,20,FAMILY_STATE,rank_spread_20d,0.0005032128794291417,100.0
K200,2020,20,FAMILY_STATE,rank_top_60d,0.0009696689106526049,100.0
K200,2020,20,FAMILY_STATE,rank_spread_60d,-0.0008218024756753154,100.0
K200,2020,20,FAMILY_STATE,spread_accel,8.07189960727421e-05,100.0
K200,2020,20,FAMILY_STATE,top_accel,-0.0004581350912967958,100.0
K200,2020,20,FAMILY_STATE,member_positive_spread_share_20d,9.304166237416125e-05,100.0
K200,2020,20,FAMILY_STATE,member_same_sign_20d,0.0007960855399304772,100.0
K200,2020,20,FAMILY_STATE,FAM_REVISION,0.0025976829030509136,100.0
K200,2020,20,FAMILY_STATE,FAM_VALUE,0.0012401922812699511,100.0
K200,2020,20,FAMILY_STATE,FAM_FLOW,0.0009593071398309969,100.0
K200,2020,20,FULL_INTERACTION,top_20d,-0.0003538378098272561,100.0
K200,2020,20,FULL_INTERACTION,spread_20d,-0.0013153548380961588,100.0
K200,2020,20,FULL_INTERACTION,top_60d,0.0003945738755650406,100.0
K200,2020,20,FULL_INTERACTION,spread_60d,-8.782902800095067e-05,100.0
K200,2020,20,FULL_INTERACTION,z_top_20d,-0.0003571127289393344,100.0
K200,2020,20,FULL_INTERACTION,z_spread_20d,-0.00034693581609509735,100.0
K200,2020,20,FULL_INTERACTION,z_top_60d,0.0001060007838710156,100.0
K200,2020,20,FULL_INTERACTION,z_spread_60d,-0.0005821793089817982,100.0
K200,2020,20,FULL_INTERACTION,rank_top_20d,-0.0007222030850597392,100.0
K200,2020,20,FULL_INTERACTION,rank_spread_20d,0.0005259493015719985,100.0
K200,2020,20,FULL_INTERACTION,rank_top_60d,0.0009365546847040537,100.0
K200,2020,20,FULL_INTERACTION,rank_spread_60d,-0.0007922702535775052,100.0
K200,2020,20,FULL_INTERACTION,spread_accel,-0.00016921991354673475,100.0
K200,2020,20,FULL_INTERACTION,top_accel,-0.0007424511467972808,100.0
K200,2020,20,FULL_INTERACTION,member_positive_spread_share_20d,0.00016294294355893271,100.0
K200,2020,20,FULL_INTERACTION,member_same_sign_20d,0.0008110177050613608,100.0
K200,2020,20,FULL_INTERACTION,FAM_REVISION,0.0025608718910377637,100.0
K200,2020,20,FULL_INTERACTION,FAM_VALUE,0.0013376768395843494,100.0
K200,2020,20,FULL_INTERACTION,FAM_FLOW,0.001014226498989331,100.0
K200,2020,20,FULL_INTERACTION,INT_z_top_20d__MKT_RET_60D,0.000394456421826546,100.0
K200,2020,20,FULL_INTERACTION,INT_z_top_20d__MKT_VOL_20D,0.0001282937103258019,100.0
K200,2020,20,FULL_INTERACTION,INT_z_top_20d__LIQ_5D_20D,0.0005832602161102256,100.0
K200,2020,20,FULL_INTERACTION,INT_z_top_20d__ABS_CONFIRMED_BREADTH,-0.00021933766717601344,100.0
K200,2020,20,FULL_INTERACTION,INT_z_top_20d__CONFLICT_PAIR_SHARE,0.0005948267381296503,100.0
K200,2020,20,FULL_INTERACTION,INT_z_spread_20d__MKT_RET_60D,0.0011101804764768765,100.0
K200,2020,20,FULL_INTERACTION,INT_z_spread_20d__MKT_VOL_20D,-0.00013642291335940956,100.0
K200,2020,20,FULL_INTERACTION,INT_z_spread_20d__LIQ_5D_20D,0.00017579636638628176,100.0
K200,2020,20,FULL_INTERACTION,INT_z_spread_20d__ABS_CONFIRMED_BREADTH,-0.0008980755373248373,100.0
K200,2020,20,FULL_INTERACTION,INT_z_spread_20d__CONFLICT_PAIR_SHARE,0.0007476411624951749,100.0
K200,2020,20,FULL_INTERACTION,INT_spread_accel__MKT_RET_60D,-0.0004915893913782676,100.0
K200,2020,20,FULL_INTERACTION,INT_spread_accel__MKT_VOL_20D,0.0004098102764955316,100.0
K200,2020,20,FULL_INTERACTION,INT_spread_accel__LIQ_5D_20D,4.170093632403435e-06,100.0
K200,2020,20,FULL_INTERACTION,INT_spread_accel__ABS_CONFIRMED_BREADTH,0.00010325808091745173,100.0
K200,2020,20,FULL_INTERACTION,INT_spread_accel__CONFLICT_PAIR_SHARE,-5.812296487886677e-05,100.0
K200,2020,20,FULL_INTERACTION,INT_top_accel__MKT_RET_60D,-0.00014416738392868003,100.0
K200,2020,20,FULL_INTERACTION,INT_top_accel__MKT_VOL_20D,0.00042016913315781135,100.0
K200,2020,20,FULL_INTERACTION,INT_top_accel__LIQ_5D_20D,-0.000491818792155077,100.0
K200,2020,20,FULL_INTERACTION,INT_top_accel__ABS_CONFIRMED_BREADTH,0.0013041309122422803,100.0
K200,2020,20,FULL_INTERACTION,INT_top_accel__CONFLICT_PAIR_SHARE,-0.0015790360106109473,100.0
K200,2021,5,STATIC_FAMILY,FAM_REVISION,0.0005440001923721542,100.0
K200,2021,5,STATIC_FAMILY,FAM_VALUE,-1.4632722344621609e-05,100.0
K200,2021,5,STATIC_FAMILY,FAM_FLOW,0.0001428534509268184,100.0
K200,2021,5,FAMILY_STATE,top_20d,-0.00013280050825047635,100.0
K200,2021,5,FAMILY_STATE,spread_20d,-7.187923574784508e-05,100.0
K200,2021,5,FAMILY_STATE,top_60d,0.00010126172593932436,100.0
K200,2021,5,FAMILY_STATE,spread_60d,0.00017939562499894046,100.0
K200,2021,5,FAMILY_STATE,z_top_20d,7.934007430601274e-05,100.0
K200,2021,5,FAMILY_STATE,z_spread_20d,-0.0001367789026456006,100.0
K200,2021,5,FAMILY_STATE,z_top_60d,-4.02739093176862e-05,100.0
K200,2021,5,FAMILY_STATE,z_spread_60d,-9.884794569592391e-05,100.0
K200,2021,5,FAMILY_STATE,rank_top_20d,-0.0006796513504182945,100.0
K200,2021,5,FAMILY_STATE,rank_spread_20d,0.0011894980833337134,100.0
K200,2021,5,FAMILY_STATE,rank_top_60d,-0.00030644684409919087,100.0
K200,2021,5,FAMILY_STATE,rank_spread_60d,-0.00018216661592363484,100.0
K200,2021,5,FAMILY_STATE,spread_accel,-4.858403979356683e-05,100.0
K200,2021,5,FAMILY_STATE,top_accel,9.057607488883096e-06,100.0
K200,2021,5,FAMILY_STATE,member_positive_spread_share_20d,-0.00045774873578446874,100.0
K200,2021,5,FAMILY_STATE,member_same_sign_20d,-3.893303952230729e-05,100.0
K200,2021,5,FAMILY_STATE,FAM_REVISION,0.0006907172187947595,100.0
K200,2021,5,FAMILY_STATE,FAM_VALUE,-2.532032479442227e-06,100.0
K200,2021,5,FAMILY_STATE,FAM_FLOW,0.0001859950670209366,100.0
K200,2021,5,FULL_INTERACTION,top_20d,-0.00014040351620346782,1.0
K200,2021,5,FULL_INTERACTION,spread_20d,-0.0002593676138857512,1.0
K200,2021,5,FULL_INTERACTION,top_60d,5.7951666501566206e-05,1.0
K200,2021,5,FULL_INTERACTION,spread_60d,0.0004978982277128651,1.0
K200,2021,5,FULL_INTERACTION,z_top_20d,0.002796108976597227,1.0
K200,2021,5,FULL_INTERACTION,z_spread_20d,-0.0030691277750498555,1.0
K200,2021,5,FULL_INTERACTION,z_top_60d,-0.0008877744242261113,1.0
K200,2021,5,FULL_INTERACTION,z_spread_60d,0.00029220536938752775,1.0
K200,2021,5,FULL_INTERACTION,rank_top_20d,-0.0016084715730248986,1.0
K200,2021,5,FULL_INTERACTION,rank_spread_20d,0.002602131776858488,1.0
K200,2021,5,FULL_INTERACTION,rank_top_60d,-0.00040422641739976177,1.0
K200,2021,5,FULL_INTERACTION,rank_spread_60d,-0.0005384748842550242,1.0
K200,2021,5,FULL_INTERACTION,spread_accel,-0.000515254603294768,1.0
K200,2021,5,FULL_INTERACTION,top_accel,-0.0019448522319636717,1.0
K200,2021,5,FULL_INTERACTION,member_positive_spread_share_20d,-0.0005678344243313276,1.0
K200,2021,5,FULL_INTERACTION,member_same_sign_20d,6.975167501333503e-05,1.0
K200,2021,5,FULL_INTERACTION,FAM_REVISION,0.0008736822450429777,1.0
K200,2021,5,FULL_INTERACTION,FAM_VALUE,0.0001274957943008639,1.0
K200,2021,5,FULL_INTERACTION,FAM_FLOW,0.00024629875627836897,1.0
K200,2021,5,FULL_INTERACTION,INT_z_top_20d__MKT_RET_60D,-0.0014615567741544171,1.0
K200,2021,5,FULL_INTERACTION,INT_z_top_20d__MKT_VOL_20D,-0.003112592971827981,1.0
K200,2021,5,FULL_INTERACTION,INT_z_top_20d__LIQ_5D_20D,0.003222661626337349,1.0
K200,2021,5,FULL_INTERACTION,INT_z_top_20d__ABS_CONFIRMED_BREADTH,-0.000824380792457035,1.0
K200,2021,5,FULL_INTERACTION,INT_z_top_20d__CONFLICT_PAIR_SHARE,8.056681410293818e-05,1.0
K200,2021,5,FULL_INTERACTION,INT_z_spread_20d__MKT_RET_60D,0.001749211716095006,1.0
K200,2021,5,FULL_INTERACTION,INT_z_spread_20d__MKT_VOL_20D,0.0032116568057943317,1.0
K200,2021,5,FULL_INTERACTION,INT_z_spread_20d__LIQ_5D_20D,-0.0024412039791770366,1.0
K200,2021,5,FULL_INTERACTION,INT_z_spread_20d__ABS_CONFIRMED_BREADTH,-6.841078745010575e-05,1.0
K200,2021,5,FULL_INTERACTION,INT_z_spread_20d__CONFLICT_PAIR_SHARE,0.0006277547128031697,1.0
K200,2021,5,FULL_INTERACTION,INT_spread_accel__MKT_RET_60D,-0.00013874074503771754,1.0
K200,2021,5,FULL_INTERACTION,INT_spread_accel__MKT_VOL_20D,-0.0007341189911661099,1.0
K200,2021,5,FULL_INTERACTION,INT_spread_accel__LIQ_5D_20D,0.0018559569457892063,1.0
K200,2021,5,FULL_INTERACTION,INT_spread_accel__ABS_CONFIRMED_BREADTH,-0.001064688152530401,1.0
K200,2021,5,FULL_INTERACTION,INT_spread_accel__CONFLICT_PAIR_SHARE,0.00035081337616714827,1.0
K200,2021,5,FULL_INTERACTION,INT_top_accel__MKT_RET_60D,0.00038692180390799847,1.0
K200,2021,5,FULL_INTERACTION,INT_top_accel__MKT_VOL_20D,0.0021906814608616734,1.0
K200,2021,5,FULL_INTERACTION,INT_top_accel__LIQ_5D_20D,-0.0016087731093042173,1.0
K200,2021,5,FULL_INTERACTION,INT_top_accel__ABS_CONFIRMED_BREADTH,0.0014859495811991212,1.0
K200,2021,5,FULL_INTERACTION,INT_top_accel__CONFLICT_PAIR_SHARE,-0.0008604890433307083,1.0
K200,2021,20,STATIC_FAMILY,FAM_REVISION,0.002167464935002025,100.0
K200,2021,20,STATIC_FAMILY,FAM_VALUE,-0.00018184135760381968,100.0
K200,2021,20,STATIC_FAMILY,FAM_FLOW,0.0005075088976370742,100.0
K200,2021,20,FAMILY_STATE,top_20d,1.3919005417028635e-05,100.0
K200,2021,20,FAMILY_STATE,spread_20d,-1.7293522807940425e-05,100.0
K200,2021,20,FAMILY_STATE,top_60d,3.4141086213818444e-05,100.0
K200,2021,20,FAMILY_STATE,spread_60d,0.00014824294908811713,100.0
K200,2021,20,FAMILY_STATE,z_top_20d,-0.00017084488229624926,100.0
K200,2021,20,FAMILY_STATE,z_spread_20d,0.0003378676045481359,100.0
K200,2021,20,FAMILY_STATE,z_top_60d,-9.876091167725868e-05,100.0
K200,2021,20,FAMILY_STATE,z_spread_60d,-0.0002456318324506522,100.0
K200,2021,20,FAMILY_STATE,rank_top_20d,-0.00078633425614253,100.0
K200,2021,20,FAMILY_STATE,rank_spread_20d,0.0012204558823915544,100.0
K200,2021,20,FAMILY_STATE,rank_top_60d,-0.00012676548118554351,100.0
K200,2021,20,FAMILY_STATE,rank_spread_60d,-0.0008000803373490156,100.0
K200,2021,20,FAMILY_STATE,spread_accel,2.85582292154508e-05,100.0
K200,2021,20,FAMILY_STATE,top_accel,-0.0004217700579598701,100.0
K200,2021,20,FAMILY_STATE,member_positive_spread_share_20d,-0.00047031608328156706,100.0
K200,2021,20,FAMILY_STATE,member_same_sign_20d,0.00029798781321763585,100.0
K200,2021,20,FAMILY_STATE,FAM_REVISION,0.0024234597141720455,100.0
K200,2021,20,FAMILY_STATE,FAM_VALUE,-0.00014494928088812841,100.0
K200,2021,20,FAMILY_STATE,FAM_FLOW,0.0006373647493083095,100.0
K200,2021,20,FULL_INTERACTION,top_20d,-2.7493286644931386e-05,100.0
K200,2021,20,FULL_INTERACTION,spread_20d,-0.0006798288039916203,100.0
K200,2021,20,FULL_INTERACTION,top_60d,7.506244810209079e-05,100.0
K200,2021,20,FULL_INTERACTION,spread_60d,0.0002863330809075816,100.0
K200,2021,20,FULL_INTERACTION,z_top_20d,-0.0004706796019025261,100.0
K200,2021,20,FULL_INTERACTION,z_spread_20d,-0.0004182654712262922,100.0
K200,2021,20,FULL_INTERACTION,z_top_60d,7.312969818830118e-05,100.0
K200,2021,20,FULL_INTERACTION,z_spread_60d,-0.00041253562678285945,100.0
K200,2021,20,FULL_INTERACTION,rank_top_20d,-0.0008193717571094218,100.0
K200,2021,20,FULL_INTERACTION,rank_spread_20d,0.0008889190846353235,100.0
K200,2021,20,FULL_INTERACTION,rank_top_60d,-3.9463616645463964e-05,100.0
K200,2021,20,FULL_INTERACTION,rank_spread_60d,-0.0009436689072369758,100.0
K200,2021,20,FULL_INTERACTION,spread_accel,-0.0004665968528332881,100.0
K200,2021,20,FULL_INTERACTION,top_accel,-0.000908875626405038,100.0
K200,2021,20,FULL_INTERACTION,member_positive_spread_share_20d,-0.0003028442438960862,100.0
K200,2021,20,FULL_INTERACTION,member_same_sign_20d,0.0003424805807962692,100.0
K200,2021,20,FULL_INTERACTION,FAM_REVISION,0.0025520202510518394,100.0
K200,2021,20,FULL_INTERACTION,FAM_VALUE,9.956853394481693e-05,100.0
K200,2021,20,FULL_INTERACTION,FAM_FLOW,0.0008741658800870774,100.0
K200,2021,20,FULL_INTERACTION,INT_z_top_20d__MKT_RET_60D,-0.0008044577289664017,100.0
K200,2021,20,FULL_INTERACTION,INT_z_top_20d__MKT_VOL_20D,-0.0002005828778127449,100.0
K200,2021,20,FULL_INTERACTION,INT_z_top_20d__LIQ_5D_20D,0.0008955366716752048,100.0
K200,2021,20,FULL_INTERACTION,INT_z_top_20d__ABS_CONFIRMED_BREADTH,-0.0003134494431303958,100.0
K200,2021,20,FULL_INTERACTION,INT_z_top_20d__CONFLICT_PAIR_SHARE,0.0003023685421679283,100.0
K200,2021,20,FULL_INTERACTION,INT_z_spread_20d__MKT_RET_60D,0.0018654524782280883,100.0
K200,2021,20,FULL_INTERACTION,INT_z_spread_20d__MKT_VOL_20D,0.0008714215275339405,100.0
K200,2021,20,FULL_INTERACTION,INT_z_spread_20d__LIQ_5D_20D,-3.9463303158148e-05,100.0
K200,2021,20,FULL_INTERACTION,INT_z_spread_20d__ABS_CONFIRMED_BREADTH,-0.0003012049814018684,100.0
K200,2021,20,FULL_INTERACTION,INT_z_spread_20d__CONFLICT_PAIR_SHARE,0.0008125581782765462,100.0
K200,2021,20,FULL_INTERACTION,INT_spread_accel__MKT_RET_60D,0.00035868434424140465,100.0
K200,2021,20,FULL_INTERACTION,INT_spread_accel__MKT_VOL_20D,0.0011761799423448442,100.0
K200,2021,20,FULL_INTERACTION,INT_spread_accel__LIQ_5D_20D,-0.0008561180212110083,100.0
K200,2021,20,FULL_INTERACTION,INT_spread_accel__ABS_CONFIRMED_BREADTH,0.0001361743153246648,100.0
K200,2021,20,FULL_INTERACTION,INT_spread_accel__CONFLICT_PAIR_SHARE,-0.0004099813215658946,100.0
K200,2021,20,FULL_INTERACTION,INT_top_accel__MKT_RET_60D,0.00048138272123995386,100.0
K200,2021,20,FULL_INTERACTION,INT_top_accel__MKT_VOL_20D,0.000981591654426956,100.0
K200,2021,20,FULL_INTERACTION,INT_top_accel__LIQ_5D_20D,-0.0014602275027888363,100.0
K200,2021,20,FULL_INTERACTION,INT_top_accel__ABS_CONFIRMED_BREADTH,0.0017708401027998315,100.0
K200,2021,20,FULL_INTERACTION,INT_top_accel__CONFLICT_PAIR_SHARE,-0.0007770197097562166,100.0
K200,2022,5,STATIC_FAMILY,FAM_REVISION,0.0005190332264071039,100.0
K200,2022,5,STATIC_FAMILY,FAM_VALUE,0.00013177298134229166,100.0
K200,2022,5,STATIC_FAMILY,FAM_FLOW,0.00033007628524060707,100.0
K200,2022,5,FAMILY_STATE,top_20d,-7.324871628761895e-05,100.0
K200,2022,5,FAMILY_STATE,spread_20d,9.629671805137292e-05,100.0
K200,2022,5,FAMILY_STATE,top_60d,3.608984614932618e-05,100.0
K200,2022,5,FAMILY_STATE,spread_60d,0.0002025552372601838,100.0
K200,2022,5,FAMILY_STATE,z_top_20d,8.093833274588292e-05,100.0
K200,2022,5,FAMILY_STATE,z_spread_20d,-8.830493099194967e-05,100.0
K200,2022,5,FAMILY_STATE,z_top_60d,8.494572957012632e-05,100.0
K200,2022,5,FAMILY_STATE,z_spread_60d,-0.00019721060477966056,100.0
K200,2022,5,FAMILY_STATE,rank_top_20d,-0.0005015935043554013,100.0
K200,2022,5,FAMILY_STATE,rank_spread_20d,0.0009783719847131142,100.0
K200,2022,5,FAMILY_STATE,rank_top_60d,-0.0006115567414563244,100.0
K200,2022,5,FAMILY_STATE,rank_spread_60d,4.2588712010218694e-05,100.0
K200,2022,5,FAMILY_STATE,spread_accel,-1.9634210171336317e-05,100.0
K200,2022,5,FAMILY_STATE,top_accel,-7.667527983019315e-05,100.0
K200,2022,5,FAMILY_STATE,member_positive_spread_share_20d,-0.0005204567198046686,100.0
K200,2022,5,FAMILY_STATE,member_same_sign_20d,-6.062131298910458e-05,100.0
K200,2022,5,FAMILY_STATE,FAM_REVISION,0.0006198570528568371,100.0
K200,2022,5,FAMILY_STATE,FAM_VALUE,0.00015415486915194553,100.0
K200,2022,5,FAMILY_STATE,FAM_FLOW,0.0003981403621869121,100.0
K200,2022,5,FULL_INTERACTION,top_20d,-0.00011655282908112826,10.0
K200,2022,5,FULL_INTERACTION,spread_20d,-3.171826950316059e-05,10.0
K200,2022,5,FULL_INTERACTION,top_60d,7.029182067084113e-05,10.0
K200,2022,5,FULL_INTERACTION,spread_60d,0.00035730776060488107,10.0
K200,2022,5,FULL_INTERACTION,z_top_20d,-2.8036084942436305e-05,10.0
K200,2022,5,FULL_INTERACTION,z_spread_20d,-0.0007688555534323255,10.0
K200,2022,5,FULL_INTERACTION,z_top_60d,0.0004715960031922333,10.0
K200,2022,5,FULL_INTERACTION,z_spread_60d,-0.0007037723142996628,10.0
K200,2022,5,FULL_INTERACTION,rank_top_20d,-0.0009972878178396657,10.0
K200,2022,5,FULL_INTERACTION,rank_spread_20d,0.0016461245301782226,10.0
K200,2022,5,FULL_INTERACTION,rank_top_60d,-0.0009141167381247373,10.0
K200,2022,5,FULL_INTERACTION,rank_spread_60d,3.945187800894826e-05,10.0
K200,2022,5,FULL_INTERACTION,spread_accel,-0.0002908168400497452,10.0
K200,2022,5,FULL_INTERACTION,top_accel,-0.0009967235494635432,10.0
K200,2022,5,FULL_INTERACTION,member_positive_spread_share_20d,-0.0005781587671263113,10.0
K200,2022,5,FULL_INTERACTION,member_same_sign_20d,3.6919939153549095e-05,10.0
K200,2022,5,FULL_INTERACTION,FAM_REVISION,0.0009060593553463506,10.0
K200,2022,5,FULL_INTERACTION,FAM_VALUE,0.00034825960673331584,10.0
K200,2022,5,FULL_INTERACTION,FAM_FLOW,0.00048469920754887143,10.0
K200,2022,5,FULL_INTERACTION,INT_z_top_20d__MKT_RET_60D,-0.0014031846226776707,10.0
K200,2022,5,FULL_INTERACTION,INT_z_top_20d__MKT_VOL_20D,-0.0007647459241452766,10.0
K200,2022,5,FULL_INTERACTION,INT_z_top_20d__LIQ_5D_20D,0.001637515991109087,10.0
K200,2022,5,FULL_INTERACTION,INT_z_top_20d__ABS_CONFIRMED_BREADTH,-0.00042941081080754683,10.0
K200,2022,5,FULL_INTERACTION,INT_z_top_20d__CONFLICT_PAIR_SHARE,0.0003175702196236026,10.0
K200,2022,5,FULL_INTERACTION,INT_z_spread_20d__MKT_RET_60D,0.0018582812696850528,10.0
K200,2022,5,FULL_INTERACTION,INT_z_spread_20d__MKT_VOL_20D,0.0010580834700072072,10.0
K200,2022,5,FULL_INTERACTION,INT_z_spread_20d__LIQ_5D_20D,-0.0006181259269214181,10.0
K200,2022,5,FULL_INTERACTION,INT_z_spread_20d__ABS_CONFIRMED_BREADTH,-0.0005448277885282693,10.0
K200,2022,5,FULL_INTERACTION,INT_z_spread_20d__CONFLICT_PAIR_SHARE,0.0003894561574815411,10.0
K200,2022,5,FULL_INTERACTION,INT_spread_accel__MKT_RET_60D,-0.0006803880809093856,10.0
K200,2022,5,FULL_INTERACTION,INT_spread_accel__MKT_VOL_20D,-0.0005187630342584357,10.0
K200,2022,5,FULL_INTERACTION,INT_spread_accel__LIQ_5D_20D,0.0008540118327789643,10.0
K200,2022,5,FULL_INTERACTION,INT_spread_accel__ABS_CONFIRMED_BREADTH,-0.0009597211984171397,10.0
K200,2022,5,FULL_INTERACTION,INT_spread_accel__CONFLICT_PAIR_SHARE,-2.546483462137391e-05,10.0
K200,2022,5,FULL_INTERACTION,INT_top_accel__MKT_RET_60D,0.001163474012889504,10.0
K200,2022,5,FULL_INTERACTION,INT_top_accel__MKT_VOL_20D,0.00146967823072404,10.0
K200,2022,5,FULL_INTERACTION,INT_top_accel__LIQ_5D_20D,-0.0006301090633168045,10.0
