universe,model,period,n,switch_rate,mean5,win_rate,mean_edge_vs_wplus,beat_wplus_rate,compound,compound_wplus,mdd,wplus_mdd
KOSPI_ALL,MARKET_ONLY,NORMAL_2023_2024,97,0.9072164948453608,0.0033577420551595925,0.5979381443298969,0.00045723708343491635,0.41237113402061853,0.34966155017972556,0.28105564344958145,-0.11058477640783926,-0.15452400751250472
KOSPI_ALL,MARKET_ONLY,YTD_2026,21,0.9523809523809523,0.011689513603502469,0.5714285714285714,0.0011422302930426933,0.5238095238095238,0.2273565083736624,0.20109187487945968,-0.19862059425848388,-0.20010222935679745
KOSPI_EX_K200,FACTOR_ONLY,BULL_2025,49,0.9387755102040817,0.005161620635107859,0.5918367346938775,-0.0025782464603802823,0.32653061224489793,0.2688172521268126,0.4380836734757636,-0.12808985903412806,-0.05804548611649163
KOSPI_EX_K200,FACTOR_ONLY,DISCOVERY_2016_2022,117,0.9316239316239316,0.005128155277314384,0.5641025641025641,0.0013697059374960202,0.47863247863247865,0.6973869792332814,0.469626540170881,-0.28208453114041,-0.27259383499508594
KOSPI_EX_K200,FACTOR_ONLY,NORMAL_2023_2024,91,0.8571428571428571,-0.00037620426239002235,0.4945054945054945,-0.0022594767829689755,0.2857142857142857,-0.06076423716169921,0.15496950664596576,-0.26353155314191856,-0.20009724640772597
KOSPI_EX_K200,FACTOR_ONLY,YTD_2026,15,1.0,0.015634868407303028,0.6,-0.0006476515622112822,0.4,0.24302881288794476,0.2478200110978186,-0.12232732778360267,-0.11865046308934935
KOSPI_EX_K200,FULL,BULL_2025,49,0.8775510204081632,0.005379758110371518,0.5714285714285714,-0.002360108985116623,0.3877551020408163,0.28047232111860354,0.4380836734757636,-0.1273743540145168,-0.05804548611649163
KOSPI_EX_K200,FULL,DISCOVERY_2016_2022,117,0.9145299145299145,0.005375972707595802,0.5726495726495726,0.0016175233677774377,0.49572649572649574,0.7677595754630551,0.469626540170881,-0.23544443374780621,-0.27259383499508594
KOSPI_EX_K200,FULL,NORMAL_2023_2024,91,0.9120879120879121,0.0004123733148175625,0.5164835164835165,-0.0014708992057613907,0.31868131868131866,0.012723858286715739,0.15496950664596576,-0.2190289285032464,-0.20009724640772597
KOSPI_EX_K200,FULL,YTD_2026,15,1.0,0.015167398171211361,0.6,-0.0011151217983029424,0.3333333333333333,0.23174144295203547,0.2478200110978186,-0.13674851728903248,-0.11865046308934935
KOSPI_EX_K200,MARKET_ONLY,BULL_2025,49,0.8367346938775511,0.00887846073715505,0.6326530612244898,0.0011385936416669082,0.46938775510204084,0.5190389174690802,0.4380836734757636,-0.08942566828569165,-0.05804548611649163
KOSPI_EX_K200,MARKET_ONLY,DISCOVERY_2016_2022,117,0.9316239316239316,0.005471181596064446,0.5811965811965812,0.001712732256246083,0.5042735042735043,0.7695948162561927,0.469626540170881,-0.25582959906839886,-0.27259383499508594
KOSPI_EX_K200,MARKET_ONLY,NORMAL_2023_2024,91,0.8021978021978022,0.0023660867343312897,0.5384615384615384,0.0004828142137523364,0.31868131868131866,0.2054252175902871,0.15496950664596576,-0.1615867293079397,-0.20009724640772597
KOSPI_EX_K200,MARKET_ONLY,YTD_2026,15,1.0,0.0172271250745889,0.6,0.0009446051050745909,0.4666666666666667,0.27106120539617407,0.2478200110978186,-0.12265463778393104,-0.11865046308934935
KOSPI_KOSDAQ_ALL,FACTOR_ONLY,BULL_2025,49,0.7959183673469388,0.010287995196079286,0.6326530612244898,0.00011547227367644599,0.3673469387755102,0.6225416996162583,0.618415520988395,-0.11644239882851981,-0.07955820704924854
KOSPI_KOSDAQ_ALL,FACTOR_ONLY,DISCOVERY_2016_2022,144,0.875,-0.0003602735732206635,0.5416666666666666,-0.00198849206408296,0.3541666666666667,-0.12236865096722016,0.16189005987729854,-0.36624019330669133,-0.3619455579316969
KOSPI_KOSDAQ_ALL,FACTOR_ONLY,NORMAL_2023_2024,96,0.8333333333333334,0.000614086677599592,0.5104166666666666,-2.764608223315179e-05,0.34375,0.024813181234520476,0.024979877295290276,-0.246866363339864,-0.2571749189244321
KOSPI_KOSDAQ_ALL,FACTOR_ONLY,YTD_2026,21,0.9523809523809523,0.018409665992696445,0.5714285714285714,0.012221853939867466,0.42857142857142855,0.40942382459704674,0.09892085591643163,-0.1959491196633122,-0.245108801604921
KOSPI_KOSDAQ_ALL,FULL,BULL_2025,49,0.7346938775510204,0.01076757025975721,0.6326530612244898,0.0005950473373543703,0.3877551020408163,0.6629089842973364,0.618415520988395,-0.11644239882851959,-0.07955820704924854
KOSPI_KOSDAQ_ALL,FULL,DISCOVERY_2016_2022,144,0.8888888888888888,0.00030878286978441936,0.5625,-0.0013194356210778772,0.3888888888888889,-0.035261867468325825,0.16189005987729854,-0.32500864905674287,-0.3619455579316969
KOSPI_KOSDAQ_ALL,FULL,NORMAL_2023_2024,96,0.8333333333333334,-0.0025149457632507558,0.5104166666666666,-0.0031566785230834997,0.2916666666666667,-0.24117147809372497,0.024979877295290276,-0.3518825161354613,-0.2571749189244321
KOSPI_KOSDAQ_ALL,FULL,YTD_2026,21,0.9523809523809523,0.012958937439516599,0.5714285714285714,0.006771125386687615,0.42857142857142855,0.2567906317606288,0.09892085591643163,-0.19115641730135358,-0.245108801604921
KOSPI_KOSDAQ_ALL,MARKET_ONLY,BULL_2025,49,0.6530612244897959,0.01175728070225006,0.7142857142857143,0.001584757779847219,0.30612244897959184,0.7436861598155942,0.618415520988395,-0.09611957760666734,-0.07955820704924854
KOSPI_KOSDAQ_ALL,MARKET_ONLY,DISCOVERY_2016_2022,144,0.8402777777777778,0.0012023899845928037,0.5555555555555556,-0.00042582850626949253,0.3958333333333333,0.08833283135572678,0.16189005987729854,-0.33335944441029963,-0.3619455579316969
KOSPI_KOSDAQ_ALL,MARKET_ONLY,NORMAL_2023_2024,96,0.8854166666666666,0.0018403177564015726,0.5833333333333334,0.0011985849965688291,0.5,0.15917013008212644,0.024979877295290276,-0.2307671976234269,-0.2571749189244321
KOSPI_KOSDAQ_ALL,MARKET_ONLY,YTD_2026,21,0.9523809523809523,0.010017658902495372,0.5238095238095238,0.0038298468496663868,0.5238095238095238,0.18138802604253135,0.09892085591643163,-0.25576263984264913,-0.245108801604921
