universe,family,feature,horizon,sample,n,hl,high_rel,low_rel,high_win_rel,low_win_rel
KOSDAQ,REVISION,z_spread_20d,20,BULL_2025,45,-0.0202159366166628,-0.0009202724615890537,0.019295664155073746,0.6,0.8
KOSDAQ,REVISION,z_spread_20d,20,DISCOVERY_2016_2022,256,0.005794657293186146,0.0105396960622288,0.004745038769042653,0.7058823529411765,0.5882352941176471
KOSDAQ,REVISION,z_spread_20d,20,NORMAL_2023_2024,73,0.0013482379431320542,0.004854241309872452,0.0035060033667403978,0.5,0.5
KOSDAQ,REVISION,z_top_60d,5,BULL_2025,45,0.005991007158663854,0.0030923966635067815,-0.0028986104951570723,0.6,0.4666666666666667
KOSDAQ,REVISION,z_top_60d,5,DISCOVERY_2016_2022,256,0.002103653490922892,0.0031004364811678792,0.0009967829902449868,0.6470588235294118,0.5176470588235295
KOSDAQ,REVISION,z_top_60d,5,NORMAL_2023_2024,73,0.002182105038096485,0.0016656644898707656,-0.0005164405482257192,0.625,0.5
KOSDAQ,REVISION,z_top_60d,20,BULL_2025,45,0.02366833302934247,0.022981741007037832,-0.0006865920223046357,1.0,0.5333333333333333
KOSDAQ,REVISION,z_top_60d,20,DISCOVERY_2016_2022,256,0.007242558739979491,0.011328367646223378,0.004085808906243886,0.7058823529411765,0.5764705882352941
KOSDAQ,REVISION,z_top_60d,20,NORMAL_2023_2024,73,-0.0022050939075475466,0.0030400779720562154,0.005245171879603762,0.4583333333333333,0.5
KOSDAQ,REVISION,z_spread_60d,5,BULL_2025,45,0.004647033134858234,0.0041110550941563,-0.0005359780407019343,0.6666666666666666,0.5333333333333333
KOSDAQ,REVISION,z_spread_60d,5,DISCOVERY_2016_2022,256,0.0032599795763835118,0.004361640466826673,0.0011016608904431608,0.7058823529411765,0.5058823529411764
KOSDAQ,REVISION,z_spread_60d,5,NORMAL_2023_2024,73,-0.0016164247576222553,-0.00032864208662418594,0.0012877826709980693,0.5,0.5416666666666666
KOSDAQ,REVISION,z_spread_60d,20,BULL_2025,45,0.018189345432957502,0.024185743779678023,0.0059963983467205195,0.9333333333333333,0.6666666666666666
KOSDAQ,REVISION,z_spread_60d,20,DISCOVERY_2016_2022,256,0.01394854375228848,0.01701352538234036,0.0030649816300518788,0.8235294117647058,0.5764705882352941
KOSDAQ,REVISION,z_spread_60d,20,NORMAL_2023_2024,73,-0.011753610934019946,-0.001977217002864378,0.009776393931155569,0.375,0.5416666666666666
KOSDAQ,REVISION,spread_accel,5,BULL_2025,45,-0.00593000945886327,-0.0009954527057183173,0.004934556753144953,0.4666666666666667,0.7333333333333333
KOSDAQ,REVISION,spread_accel,5,DISCOVERY_2016_2022,256,-0.0011267941330088843,0.0012253054507301783,0.0023520995837390626,0.5294117647058824,0.6235294117647059
KOSDAQ,REVISION,spread_accel,5,NORMAL_2023_2024,73,0.0022709008909970302,0.0010833298911261753,-0.001187570999870855,0.5833333333333334,0.375
KOSDAQ,REVISION,spread_accel,20,BULL_2025,45,-0.025790765083979584,-0.0008226432675524975,0.024968121816427085,0.5333333333333333,0.8666666666666667
KOSDAQ,REVISION,spread_accel,20,DISCOVERY_2016_2022,256,-0.0042394635464104566,0.005628603575956786,0.009868067122367243,0.6352941176470588,0.6823529411764706
