universe,task,horizon,model,period,n,participation,mean,win,edge_vs_control,beat_control,mdd,control_mdd,target_sign_accuracy,rank_ic
KOSDAQ,RISK,20,FULL,BULL_2025,45,0.3111111111111111,0.008512926337028106,0.26666666666666666,-0.018852241452722674,0.17777777777777778,-0.07589403911886572,-0.280351759368735,0.4444444444444444,-0.13280632411067195
KOSDAQ,RISK,20,FULL,DISCOVERY_2016_2022,113,0.45132743362831856,-0.011962269316215579,0.17699115044247787,-0.00268818472042399,0.23893805309734514,-0.849194905448824,-0.8991343811649554,0.415929203539823,-0.23319083105995078
KOSDAQ,RISK,20,FULL,NORMAL_2023_2024,73,0.3424657534246575,-0.0007439266498176967,0.1643835616438356,0.002737773878258553,0.3150684931506849,-0.3855758963016588,-0.7666262322246535,0.4794520547945205,0.03424657534246576
KOSDAQ,RISK,20,FULL,YTD_2026,13,0.5384615384615384,-0.006356073631035191,0.23076923076923078,-0.009817796116666083,0.23076923076923078,-0.10019641438391247,-0.474650457750061,0.46153846153846156,0.07142857142857142
KOSDAQ,RISK,20,MARKET_ONLY,BULL_2025,45,0.4888888888888889,0.005671606208369245,0.35555555555555557,-0.021693561581381533,0.08888888888888889,-0.2609767924770292,-0.280351759368735,0.4444444444444444,-0.33610013175230563
KOSDAQ,RISK,20,MARKET_ONLY,DISCOVERY_2016_2022,113,0.7256637168141593,-0.010702462738707116,0.3185840707964602,-0.00142837814291553,0.10619469026548672,-0.8700159273461356,-0.8991343811649554,0.4247787610619469,-0.16349224831991482
KOSDAQ,RISK,20,MARKET_ONLY,NORMAL_2023_2024,73,0.3698630136986301,0.0032139830840562395,0.2191780821917808,0.00669568361213249,0.3424657534246575,-0.22996390769525732,-0.7666262322246535,0.5616438356164384,0.25089473034678517
KOSDAQ,RISK,20,MARKET_ONLY,YTD_2026,13,1.0,0.003461722485630899,0.46153846153846156,0.0,0.0,-0.474650457750061,-0.474650457750061,0.46153846153846156,-0.23626373626373626
KOSDAQ_PLUS_KOSPI_EX_K200,ALPHA,5,FACTOR_ONLY,BULL_2025,49,1.0,0.008842005188314194,0.673469387755102,-0.0007708872684432142,0.02040816326530612,-0.10006256914584521,-0.0934830294954867,0.5306122448979592,-0.1689795918367347
KOSDAQ_PLUS_KOSPI_EX_K200,ALPHA,5,FACTOR_ONLY,DISCOVERY_2016_2022,144,1.0,0.0004663164114822362,0.6041666666666666,-0.0003123211342852321,0.2013888888888889,-0.35872713181229243,-0.3362390195947733,0.5694444444444444,0.05129812716019612
