universe,eval_year,model,action,feature,coef_std,alpha
K200,2020,MARKET_ONLY,MARKET,MKT_RET_20D,-0.0008828972558530291,100.0
K200,2020,MARKET_ONLY,MARKET,MKT_RET_60D,-0.0006525373544317682,100.0
K200,2020,MARKET_ONLY,MARKET,MKT_VOL_20D,-0.0005976426646529994,100.0
K200,2020,MARKET_ONLY,MARKET,MKT_DD_60D,0.0006886450803466254,100.0
K200,2020,MARKET_ONLY,MARKET,LIQ_5D_20D,-0.0009890362547050819,100.0
K200,2020,MARKET_ONLY,MARKET,LIQ_1D_20D,-6.527700405601429e-05,100.0
K200,2020,FACTOR_ONLY,MARKET,RELATIVE_WORKING_BREADTH,-0.0003301557028827911,100.0
K200,2020,FACTOR_ONLY,MARKET,ABS_CONFIRMED_BREADTH,-0.00017725916957525301,100.0
K200,2020,FACTOR_ONLY,MARKET,DEFENSIVE_WORKING_BREADTH,-0.00018967171539670664,100.0
K200,2020,FACTOR_ONLY,MARKET,REVERSE_BREADTH,-0.00029160550293159254,100.0
K200,2020,FACTOR_ONLY,MARKET,BEARISH_REVERSE_BREADTH,0.00014443273465753826,100.0
K200,2020,FACTOR_ONLY,MARKET,POSITIVE_ABS_BREADTH,-3.3319133357615834e-05,100.0
K200,2020,FACTOR_ONLY,MARKET,WPLUS_FAMILY_SHARE,-0.0006617589476218314,100.0
K200,2020,FACTOR_ONLY,MARKET,WMINUS_FAMILY_SHARE,0.0005837425211683139,100.0
K200,2020,FACTOR_ONLY,MARKET,RMINUS_FAMILY_SHARE,-0.00029268519795613385,100.0
K200,2020,FACTOR_ONLY,MARKET,WPLUS_PAIR_SHARE,-0.0008853486843511328,100.0
K200,2020,FACTOR_ONLY,MARKET,CONFLICT_PAIR_SHARE,-0.0004517751485353544,100.0
K200,2020,FACTOR_ONLY,MARKET,LEADER_STRENGTH_60D,0.0004120017412956253,100.0
K200,2020,FACTOR_ONLY,MARKET,SPREAD_DISPERSION_20D,0.00028761945998879426,100.0
K200,2020,FACTOR_ONLY,MARKET,FAMILY_MEMBER_AGREEMENT,0.0001682796014190443,100.0
K200,2020,FACTOR_ONLY,MARKET,MOMENTUM_top_20d,0.0002533482404237372,100.0
K200,2020,FACTOR_ONLY,MARKET,MOMENTUM_spread_20d,0.000276054015480401,100.0
K200,2020,FACTOR_ONLY,MARKET,MOMENTUM_top_60d,0.00041526483651113595,100.0
K200,2020,FACTOR_ONLY,MARKET,MOMENTUM_spread_60d,-7.571038831426889e-05,100.0
K200,2020,FACTOR_ONLY,MARKET,MOMENTUM_member_positive_spread_share_20d,-0.00010566282643923532,100.0
K200,2020,FACTOR_ONLY,MARKET,MOMENTUM_member_same_sign_20d,0.00029504171125989214,100.0
K200,2020,FACTOR_ONLY,MARKET,REVISION_top_20d,-0.0005892904245203837,100.0
K200,2020,FACTOR_ONLY,MARKET,REVISION_spread_20d,4.676387830901056e-05,100.0
K200,2020,FACTOR_ONLY,MARKET,REVISION_top_60d,-0.0001666166626681499,100.0
K200,2020,FACTOR_ONLY,MARKET,REVISION_spread_60d,0.0001545013542355866,100.0
K200,2020,FACTOR_ONLY,MARKET,REVISION_member_positive_spread_share_20d,7.106954960944767e-05,100.0
K200,2020,FACTOR_ONLY,MARKET,REVISION_member_same_sign_20d,4.078350340337307e-05,100.0
K200,2020,FACTOR_ONLY,MARKET,VALUE_top_20d,-0.00020974915726396,100.0
K200,2020,FACTOR_ONLY,MARKET,VALUE_spread_20d,5.246824138431274e-05,100.0
K200,2020,FACTOR_ONLY,MARKET,VALUE_top_60d,0.00036825864612411986,100.0
K200,2020,FACTOR_ONLY,MARKET,VALUE_spread_60d,0.0008620805719133707,100.0
K200,2020,FACTOR_ONLY,MARKET,VALUE_member_positive_spread_share_20d,-0.0012873360656545996,100.0
K200,2020,FACTOR_ONLY,MARKET,VALUE_member_same_sign_20d,0.00012616617596515042,100.0
K200,2020,FACTOR_ONLY,MARKET,FLOW_top_20d,0.00023176730266002963,100.0
K200,2020,FACTOR_ONLY,MARKET,FLOW_spread_20d,8.195278509915349e-05,100.0
K200,2020,FACTOR_ONLY,MARKET,FLOW_top_60d,0.00032762102904216955,100.0
K200,2020,FACTOR_ONLY,MARKET,FLOW_spread_60d,0.00047325029708271133,100.0
K200,2020,FACTOR_ONLY,MARKET,FLOW_member_positive_spread_share_20d,0.00038661339424822587,100.0
K200,2020,FACTOR_ONLY,MARKET,FLOW_member_same_sign_20d,-2.1538832114517566e-05,100.0
K200,2020,FULL,MARKET,MKT_RET_20D,-0.0007421332007978091,100.0
K200,2020,FULL,MARKET,MKT_RET_60D,-0.0009821029058099191,100.0
K200,2020,FULL,MARKET,MKT_VOL_20D,-0.00041725967643012633,100.0
K200,2020,FULL,MARKET,MKT_DD_60D,0.0006533103928148415,100.0
K200,2020,FULL,MARKET,LIQ_5D_20D,-0.000994844790246721,100.0
K200,2020,FULL,MARKET,LIQ_1D_20D,-1.7821255016636333e-06,100.0
K200,2020,FULL,MARKET,RELATIVE_WORKING_BREADTH,-0.0003402129931973195,100.0
K200,2020,FULL,MARKET,ABS_CONFIRMED_BREADTH,-0.0002086396110360543,100.0
K200,2020,FULL,MARKET,DEFENSIVE_WORKING_BREADTH,-0.0001671470284538075,100.0
K200,2020,FULL,MARKET,REVERSE_BREADTH,-0.00024424760574213403,100.0
K200,2020,FULL,MARKET,BEARISH_REVERSE_BREADTH,0.00012965145004221676,100.0
K200,2020,FULL,MARKET,POSITIVE_ABS_BREADTH,8.05127233726168e-05,100.0
K200,2020,FULL,MARKET,WPLUS_FAMILY_SHARE,-0.0006313941456835498,100.0
K200,2020,FULL,MARKET,WMINUS_FAMILY_SHARE,0.0005395718794564952,100.0
K200,2020,FULL,MARKET,RMINUS_FAMILY_SHARE,-0.0003867834340514491,100.0
K200,2020,FULL,MARKET,WPLUS_PAIR_SHARE,-0.000932290080526733,100.0
K200,2020,FULL,MARKET,CONFLICT_PAIR_SHARE,-0.0004729935600241192,100.0
K200,2020,FULL,MARKET,LEADER_STRENGTH_60D,0.00034970043584308687,100.0
K200,2020,FULL,MARKET,SPREAD_DISPERSION_20D,0.0002332297345603468,100.0
K200,2020,FULL,MARKET,FAMILY_MEMBER_AGREEMENT,0.0001871977993450031,100.0
K200,2020,FULL,MARKET,MOMENTUM_top_20d,0.0003548870097798968,100.0
K200,2020,FULL,MARKET,MOMENTUM_spread_20d,0.0003167347572613723,100.0
K200,2020,FULL,MARKET,MOMENTUM_top_60d,0.0005128917190111889,100.0
K200,2020,FULL,MARKET,MOMENTUM_spread_60d,-7.882314950415908e-05,100.0
K200,2020,FULL,MARKET,MOMENTUM_member_positive_spread_share_20d,-0.00011909963270023248,100.0
K200,2020,FULL,MARKET,MOMENTUM_member_same_sign_20d,0.0002591510096367593,100.0
K200,2020,FULL,MARKET,REVISION_top_20d,-0.00045315795124878025,100.0
K200,2020,FULL,MARKET,REVISION_spread_20d,-7.185410144862188e-05,100.0
K200,2020,FULL,MARKET,REVISION_top_60d,-3.794124339702286e-05,100.0
K200,2020,FULL,MARKET,REVISION_spread_60d,0.00011814970651060238,100.0
K200,2020,FULL,MARKET,REVISION_member_positive_spread_share_20d,7.983590119376707e-05,100.0
K200,2020,FULL,MARKET,REVISION_member_same_sign_20d,0.00010458258092203583,100.0
K200,2020,FULL,MARKET,VALUE_top_20d,-6.48147555230742e-05,100.0
K200,2020,FULL,MARKET,VALUE_spread_20d,7.960702369742268e-05,100.0
K200,2020,FULL,MARKET,VALUE_top_60d,0.0004575240245516536,100.0
K200,2020,FULL,MARKET,VALUE_spread_60d,0.0007261649655917461,100.0
K200,2020,FULL,MARKET,VALUE_member_positive_spread_share_20d,-0.0012982779526461033,100.0
K200,2020,FULL,MARKET,VALUE_member_same_sign_20d,0.00014944858152255913,100.0
K200,2020,FULL,MARKET,FLOW_top_20d,0.00028753347175566364,100.0
K200,2020,FULL,MARKET,FLOW_spread_20d,0.00011197274216319591,100.0
K200,2020,FULL,MARKET,FLOW_top_60d,0.00038361622303311827,100.0
K200,2020,FULL,MARKET,FLOW_spread_60d,0.0004534641046565679,100.0
K200,2020,FULL,MARKET,FLOW_member_positive_spread_share_20d,0.0002878893235539593,100.0
K200,2020,FULL,MARKET,FLOW_member_same_sign_20d,-5.6844682171546925e-05,100.0
K200,2020,MARKET_ONLY,EW4,MKT_RET_20D,9.713149418885144e-05,100.0
K200,2020,MARKET_ONLY,EW4,MKT_RET_60D,0.00014090118135833056,100.0
K200,2020,MARKET_ONLY,EW4,MKT_VOL_20D,-0.00019333350231523814,100.0
K200,2020,MARKET_ONLY,EW4,MKT_DD_60D,-0.00024147585865965092,100.0
K200,2020,MARKET_ONLY,EW4,LIQ_5D_20D,-0.000263138120809016,100.0
K200,2020,MARKET_ONLY,EW4,LIQ_1D_20D,-6.915788489692726e-05,100.0
K200,2020,FACTOR_ONLY,EW4,RELATIVE_WORKING_BREADTH,-0.00011055399744636462,100.0
K200,2020,FACTOR_ONLY,EW4,ABS_CONFIRMED_BREADTH,-0.0001498728158488731,100.0
K200,2020,FACTOR_ONLY,EW4,DEFENSIVE_WORKING_BREADTH,1.933496434416016e-05,100.0
K200,2020,FACTOR_ONLY,EW4,REVERSE_BREADTH,7.659169513205024e-05,100.0
K200,2020,FACTOR_ONLY,EW4,BEARISH_REVERSE_BREADTH,-5.728803576840013e-05,100.0
K200,2020,FACTOR_ONLY,EW4,POSITIVE_ABS_BREADTH,-7.635928617048593e-05,100.0
K200,2020,FACTOR_ONLY,EW4,WPLUS_FAMILY_SHARE,6.119637643884272e-05,100.0
K200,2020,FACTOR_ONLY,EW4,WMINUS_FAMILY_SHARE,1.5444195144400845e-05,100.0
K200,2020,FACTOR_ONLY,EW4,RMINUS_FAMILY_SHARE,-0.00030379946873444356,100.0
K200,2020,FACTOR_ONLY,EW4,WPLUS_PAIR_SHARE,-5.526351231447263e-05,100.0
K200,2020,FACTOR_ONLY,EW4,CONFLICT_PAIR_SHARE,-9.861529433036605e-05,100.0
K200,2020,FACTOR_ONLY,EW4,LEADER_STRENGTH_60D,0.0003759473360643187,100.0
K200,2020,FACTOR_ONLY,EW4,SPREAD_DISPERSION_20D,0.00020534903913560035,100.0
K200,2020,FACTOR_ONLY,EW4,FAMILY_MEMBER_AGREEMENT,8.470158011127134e-05,100.0
K200,2020,FACTOR_ONLY,EW4,MOMENTUM_top_20d,0.00018192921526424013,100.0
K200,2020,FACTOR_ONLY,EW4,MOMENTUM_spread_20d,0.0004478851912508863,100.0
K200,2020,FACTOR_ONLY,EW4,MOMENTUM_top_60d,-6.011545911133803e-06,100.0
K200,2020,FACTOR_ONLY,EW4,MOMENTUM_spread_60d,-0.00016806019437648592,100.0
K200,2020,FACTOR_ONLY,EW4,MOMENTUM_member_positive_spread_share_20d,0.00029839543791714235,100.0
K200,2020,FACTOR_ONLY,EW4,MOMENTUM_member_same_sign_20d,-5.149377505706977e-05,100.0
K200,2020,FACTOR_ONLY,EW4,REVISION_top_20d,-9.00444338963139e-05,100.0
K200,2020,FACTOR_ONLY,EW4,REVISION_spread_20d,0.00018134012038471142,100.0
K200,2020,FACTOR_ONLY,EW4,REVISION_top_60d,-7.736019185714756e-05,100.0
K200,2020,FACTOR_ONLY,EW4,REVISION_spread_60d,-0.00021323699918494589,100.0
K200,2020,FACTOR_ONLY,EW4,REVISION_member_positive_spread_share_20d,-0.0002707879560025472,100.0
K200,2020,FACTOR_ONLY,EW4,REVISION_member_same_sign_20d,0.00018974748799784226,100.0
K200,2020,FACTOR_ONLY,EW4,VALUE_top_20d,-2.584218491218949e-05,100.0
K200,2020,FACTOR_ONLY,EW4,VALUE_spread_20d,-8.86619025896047e-05,100.0
K200,2020,FACTOR_ONLY,EW4,VALUE_top_60d,1.1717172787410874e-05,100.0
K200,2020,FACTOR_ONLY,EW4,VALUE_spread_60d,-7.203678604212176e-06,100.0
K200,2020,FACTOR_ONLY,EW4,VALUE_member_positive_spread_share_20d,-0.00040236001496825194,100.0
K200,2020,FACTOR_ONLY,EW4,VALUE_member_same_sign_20d,-0.00012048867442297224,100.0
K200,2020,FACTOR_ONLY,EW4,FLOW_top_20d,8.470421454223083e-05,100.0
K200,2020,FACTOR_ONLY,EW4,FLOW_spread_20d,-7.430977180197023e-05,100.0
K200,2020,FACTOR_ONLY,EW4,FLOW_top_60d,8.058232084351631e-05,100.0
K200,2020,FACTOR_ONLY,EW4,FLOW_spread_60d,0.00032700070871283314,100.0
K200,2020,FACTOR_ONLY,EW4,FLOW_member_positive_spread_share_20d,3.564744380363709e-05,100.0
K200,2020,FACTOR_ONLY,EW4,FLOW_member_same_sign_20d,0.00011921210317544407,100.0
K200,2020,FULL,EW4,MKT_RET_20D,6.199177814080114e-05,100.0
K200,2020,FULL,EW4,MKT_RET_60D,3.105891618579068e-05,100.0
K200,2020,FULL,EW4,MKT_VOL_20D,-3.4626692850367306e-05,100.0
K200,2020,FULL,EW4,MKT_DD_60D,-0.00021705232440664932,100.0
K200,2020,FULL,EW4,LIQ_5D_20D,-0.0002809960991959741,100.0
K200,2020,FULL,EW4,LIQ_1D_20D,-7.077000404665766e-05,100.0
K200,2020,FULL,EW4,RELATIVE_WORKING_BREADTH,-0.00011132386784341407,100.0
K200,2020,FULL,EW4,ABS_CONFIRMED_BREADTH,-0.00015185652115213267,100.0
K200,2020,FULL,EW4,DEFENSIVE_WORKING_BREADTH,2.227546206035635e-05,100.0
K200,2020,FULL,EW4,REVERSE_BREADTH,8.751811507941227e-05,100.0
K200,2020,FULL,EW4,BEARISH_REVERSE_BREADTH,-4.437485387653608e-05,100.0
K200,2020,FULL,EW4,POSITIVE_ABS_BREADTH,-5.9717579081033665e-05,100.0
K200,2020,FULL,EW4,WPLUS_FAMILY_SHARE,7.852574799377756e-05,100.0
K200,2020,FULL,EW4,WMINUS_FAMILY_SHARE,5.1588307074388174e-06,100.0
K200,2020,FULL,EW4,RMINUS_FAMILY_SHARE,-0.0003280713462270179,100.0
K200,2020,FULL,EW4,WPLUS_PAIR_SHARE,-6.121525580000611e-05,100.0
K200,2020,FULL,EW4,CONFLICT_PAIR_SHARE,-0.00010534052155034691,100.0
K200,2020,FULL,EW4,LEADER_STRENGTH_60D,0.0003797805317241965,100.0
K200,2020,FULL,EW4,SPREAD_DISPERSION_20D,0.00020305763835068723,100.0
K200,2020,FULL,EW4,FAMILY_MEMBER_AGREEMENT,8.823880653773167e-05,100.0
K200,2020,FULL,EW4,MOMENTUM_top_20d,0.00019927805228182988,100.0
K200,2020,FULL,EW4,MOMENTUM_spread_20d,0.00045793630272442033,100.0
K200,2020,FULL,EW4,MOMENTUM_top_60d,1.9982028460508357e-05,100.0
K200,2020,FULL,EW4,MOMENTUM_spread_60d,-0.00016039439221765395,100.0
K200,2020,FULL,EW4,MOMENTUM_member_positive_spread_share_20d,0.00028216808994396207,100.0
K200,2020,FULL,EW4,MOMENTUM_member_same_sign_20d,-3.56118202299383e-05,100.0
K200,2020,FULL,EW4,REVISION_top_20d,-7.097053072737429e-05,100.0
K200,2020,FULL,EW4,REVISION_spread_20d,0.00017698600975425674,100.0
K200,2020,FULL,EW4,REVISION_top_60d,-5.055979245813086e-05,100.0
K200,2020,FULL,EW4,REVISION_spread_60d,-0.00020130145639502974,100.0
K200,2020,FULL,EW4,REVISION_member_positive_spread_share_20d,-0.00025874522006083284,100.0
K200,2020,FULL,EW4,REVISION_member_same_sign_20d,0.00019575010952328024,100.0
K200,2020,FULL,EW4,VALUE_top_20d,-1.148871383475761e-05,100.0
K200,2020,FULL,EW4,VALUE_spread_20d,-7.239489872673314e-05,100.0
K200,2020,FULL,EW4,VALUE_top_60d,2.568478252155304e-05,100.0
K200,2020,FULL,EW4,VALUE_spread_60d,-2.140056544809715e-05,100.0
K200,2020,FULL,EW4,VALUE_member_positive_spread_share_20d,-0.0004172162536443342,100.0
K200,2020,FULL,EW4,VALUE_member_same_sign_20d,-0.00012415498146778976,100.0
K200,2020,FULL,EW4,FLOW_top_20d,9.59258583891183e-05,100.0
K200,2020,FULL,EW4,FLOW_spread_20d,-6.965772227956922e-05,100.0
K200,2020,FULL,EW4,FLOW_top_60d,0.00010289178848267871,100.0
K200,2020,FULL,EW4,FLOW_spread_60d,0.00030849676976575934,100.0
K200,2020,FULL,EW4,FLOW_member_positive_spread_share_20d,1.2981936829053933e-05,100.0
K200,2020,FULL,EW4,FLOW_member_same_sign_20d,9.505379315393763e-05,100.0
K200,2020,MARKET_ONLY,MOMENTUM,MKT_RET_20D,0.0001010986727657545,100.0
K200,2020,MARKET_ONLY,MOMENTUM,MKT_RET_60D,0.00023543700534154265,100.0
K200,2020,MARKET_ONLY,MOMENTUM,MKT_VOL_20D,-0.00045354269300845534,100.0
K200,2020,MARKET_ONLY,MOMENTUM,MKT_DD_60D,-0.0002715332553905972,100.0
K200,2020,MARKET_ONLY,MOMENTUM,LIQ_5D_20D,-0.00019362525234465172,100.0
K200,2020,MARKET_ONLY,MOMENTUM,LIQ_1D_20D,-0.0003076461742385326,100.0
K200,2020,FACTOR_ONLY,MOMENTUM,RELATIVE_WORKING_BREADTH,-0.00017748253345596513,100.0
K200,2020,FACTOR_ONLY,MOMENTUM,ABS_CONFIRMED_BREADTH,-0.00027967032961987055,100.0
K200,2020,FACTOR_ONLY,MOMENTUM,DEFENSIVE_WORKING_BREADTH,9.98775145936001e-05,100.0
K200,2020,FACTOR_ONLY,MOMENTUM,REVERSE_BREADTH,-0.00044404107777194524,100.0
K200,2020,FACTOR_ONLY,MOMENTUM,BEARISH_REVERSE_BREADTH,-7.4343292389015265e-06,100.0
K200,2020,FACTOR_ONLY,MOMENTUM,POSITIVE_ABS_BREADTH,-0.0005111701679171154,100.0
K200,2020,FACTOR_ONLY,MOMENTUM,WPLUS_FAMILY_SHARE,3.0610636290879584e-05,100.0
K200,2020,FACTOR_ONLY,MOMENTUM,WMINUS_FAMILY_SHARE,-0.00031733318108672726,100.0
K200,2020,FACTOR_ONLY,MOMENTUM,RMINUS_FAMILY_SHARE,-8.58419646700882e-05,100.0
K200,2020,FACTOR_ONLY,MOMENTUM,WPLUS_PAIR_SHARE,0.00010097103663229477,100.0
K200,2020,FACTOR_ONLY,MOMENTUM,CONFLICT_PAIR_SHARE,-0.0009310593782297804,100.0
K200,2020,FACTOR_ONLY,MOMENTUM,LEADER_STRENGTH_60D,0.0007868954206764724,100.0
K200,2020,FACTOR_ONLY,MOMENTUM,SPREAD_DISPERSION_20D,3.81081870230888e-05,100.0
K200,2020,FACTOR_ONLY,MOMENTUM,FAMILY_MEMBER_AGREEMENT,2.4681683853832506e-05,100.0
K200,2020,FACTOR_ONLY,MOMENTUM,MOMENTUM_top_20d,0.0003251516372736802,100.0
K200,2020,FACTOR_ONLY,MOMENTUM,MOMENTUM_spread_20d,0.00041970925776266716,100.0
K200,2020,FACTOR_ONLY,MOMENTUM,MOMENTUM_top_60d,-7.304783551179279e-05,100.0
K200,2020,FACTOR_ONLY,MOMENTUM,MOMENTUM_spread_60d,-0.00044426251486300413,100.0
K200,2020,FACTOR_ONLY,MOMENTUM,MOMENTUM_member_positive_spread_share_20d,-2.64374329086553e-05,100.0
K200,2020,FACTOR_ONLY,MOMENTUM,MOMENTUM_member_same_sign_20d,-0.00010893719649386974,100.0
K200,2020,FACTOR_ONLY,MOMENTUM,REVISION_top_20d,-0.00023356785629193052,100.0
K200,2020,FACTOR_ONLY,MOMENTUM,REVISION_spread_20d,9.687454166248279e-05,100.0
K200,2020,FACTOR_ONLY,MOMENTUM,REVISION_top_60d,-0.00019141471211832508,100.0
K200,2020,FACTOR_ONLY,MOMENTUM,REVISION_spread_60d,-0.00021120251681393053,100.0
K200,2020,FACTOR_ONLY,MOMENTUM,REVISION_member_positive_spread_share_20d,-0.0006574051303852352,100.0
K200,2020,FACTOR_ONLY,MOMENTUM,REVISION_member_same_sign_20d,0.0004645555021508265,100.0
K200,2020,FACTOR_ONLY,MOMENTUM,VALUE_top_20d,7.718665586383544e-05,100.0
K200,2020,FACTOR_ONLY,MOMENTUM,VALUE_spread_20d,0.00011512076321191172,100.0
K200,2020,FACTOR_ONLY,MOMENTUM,VALUE_top_60d,-1.1432241622553259e-07,100.0
K200,2020,FACTOR_ONLY,MOMENTUM,VALUE_spread_60d,4.898524822112615e-05,100.0
K200,2020,FACTOR_ONLY,MOMENTUM,VALUE_member_positive_spread_share_20d,-6.492032746656272e-05,100.0
K200,2020,FACTOR_ONLY,MOMENTUM,VALUE_member_same_sign_20d,-5.697924738511159e-05,100.0
K200,2020,FACTOR_ONLY,MOMENTUM,FLOW_top_20d,0.00035791307138149,100.0
K200,2020,FACTOR_ONLY,MOMENTUM,FLOW_spread_20d,9.54353793724622e-06,100.0
K200,2020,FACTOR_ONLY,MOMENTUM,FLOW_top_60d,0.0003811196341955592,100.0
K200,2020,FACTOR_ONLY,MOMENTUM,FLOW_spread_60d,0.000583419479885014,100.0
K200,2020,FACTOR_ONLY,MOMENTUM,FLOW_member_positive_spread_share_20d,0.0002681758663043557,100.0
K200,2020,FACTOR_ONLY,MOMENTUM,FLOW_member_same_sign_20d,-0.00016436893654175828,100.0
K200,2020,FULL,MOMENTUM,MKT_RET_20D,5.166990386534499e-05,100.0
K200,2020,FULL,MOMENTUM,MKT_RET_60D,0.00019137188688288535,100.0
K200,2020,FULL,MOMENTUM,MKT_VOL_20D,-0.0003327112834446547,100.0
K200,2020,FULL,MOMENTUM,MKT_DD_60D,-0.00017763348196611156,100.0
K200,2020,FULL,MOMENTUM,LIQ_5D_20D,-0.0002260919341053119,100.0
K200,2020,FULL,MOMENTUM,LIQ_1D_20D,-0.00024296805524388969,100.0
K200,2020,FULL,MOMENTUM,RELATIVE_WORKING_BREADTH,-0.0001781013155361252,100.0
K200,2020,FULL,MOMENTUM,ABS_CONFIRMED_BREADTH,-0.0002971829200830893,100.0
K200,2020,FULL,MOMENTUM,DEFENSIVE_WORKING_BREADTH,0.00012582950534649394,100.0
K200,2020,FULL,MOMENTUM,REVERSE_BREADTH,-0.00042510688465943454,100.0
K200,2020,FULL,MOMENTUM,BEARISH_REVERSE_BREADTH,1.5990535983935574e-05,100.0
K200,2020,FULL,MOMENTUM,POSITIVE_ABS_BREADTH,-0.0004958669620120804,100.0
K200,2020,FULL,MOMENTUM,WPLUS_FAMILY_SHARE,5.4256715214128905e-05,100.0
K200,2020,FULL,MOMENTUM,WMINUS_FAMILY_SHARE,-0.000321836253424236,100.0
K200,2020,FULL,MOMENTUM,RMINUS_FAMILY_SHARE,-0.0001044904595920703,100.0
K200,2020,FULL,MOMENTUM,WPLUS_PAIR_SHARE,0.00010401582867367493,100.0
K200,2020,FULL,MOMENTUM,CONFLICT_PAIR_SHARE,-0.0009442273448012238,100.0
K200,2020,FULL,MOMENTUM,LEADER_STRENGTH_60D,0.0007798179457523096,100.0
K200,2020,FULL,MOMENTUM,SPREAD_DISPERSION_20D,4.127641552498615e-05,100.0
K200,2020,FULL,MOMENTUM,FAMILY_MEMBER_AGREEMENT,1.5828558930237835e-05,100.0
K200,2020,FULL,MOMENTUM,MOMENTUM_top_20d,0.0003234299277011413,100.0
K200,2020,FULL,MOMENTUM,MOMENTUM_spread_20d,0.0004091875947612253,100.0
K200,2020,FULL,MOMENTUM,MOMENTUM_top_60d,-8.533637708614266e-05,100.0
K200,2020,FULL,MOMENTUM,MOMENTUM_spread_60d,-0.0004361719141111467,100.0
K200,2020,FULL,MOMENTUM,MOMENTUM_member_positive_spread_share_20d,-6.306334526415483e-05,100.0
K200,2020,FULL,MOMENTUM,MOMENTUM_member_same_sign_20d,-0.00011427591407811244,100.0
K200,2020,FULL,MOMENTUM,REVISION_top_20d,-0.0002315424889252938,100.0
K200,2020,FULL,MOMENTUM,REVISION_spread_20d,8.318822934990643e-05,100.0
K200,2020,FULL,MOMENTUM,REVISION_top_60d,-0.00022872955460546046,100.0
K200,2020,FULL,MOMENTUM,REVISION_spread_60d,-0.00023351938081578818,100.0
K200,2020,FULL,MOMENTUM,REVISION_member_positive_spread_share_20d,-0.0006504088255915333,100.0
K200,2020,FULL,MOMENTUM,REVISION_member_same_sign_20d,0.00044969287804414696,100.0
K200,2020,FULL,MOMENTUM,VALUE_top_20d,7.533121893622596e-05,100.0
K200,2020,FULL,MOMENTUM,VALUE_spread_20d,0.00012334206879939467,100.0
K200,2020,FULL,MOMENTUM,VALUE_top_60d,-3.330005121975679e-05,100.0
K200,2020,FULL,MOMENTUM,VALUE_spread_60d,1.524538184121208e-05,100.0
K200,2020,FULL,MOMENTUM,VALUE_member_positive_spread_share_20d,-5.206218422383783e-05,100.0
K200,2020,FULL,MOMENTUM,VALUE_member_same_sign_20d,-5.8698814318238524e-05,100.0
K200,2020,FULL,MOMENTUM,FLOW_top_20d,0.0003423512058833991,100.0
K200,2020,FULL,MOMENTUM,FLOW_spread_20d,2.8550706429233045e-05,100.0
K200,2020,FULL,MOMENTUM,FLOW_top_60d,0.00034901952458136327,100.0
K200,2020,FULL,MOMENTUM,FLOW_spread_60d,0.0005439242585743527,100.0
K200,2020,FULL,MOMENTUM,FLOW_member_positive_spread_share_20d,0.00022687605200530107,100.0
K200,2020,FULL,MOMENTUM,FLOW_member_same_sign_20d,-0.00017347142863556413,100.0
K200,2020,MARKET_ONLY,REVISION,MKT_RET_20D,0.00011241055881695648,100.0
K200,2020,MARKET_ONLY,REVISION,MKT_RET_60D,8.929714965988431e-05,100.0
K200,2020,MARKET_ONLY,REVISION,MKT_VOL_20D,-0.0001557225040851341,100.0
K200,2020,MARKET_ONLY,REVISION,MKT_DD_60D,-0.00017072683275332084,100.0
K200,2020,MARKET_ONLY,REVISION,LIQ_5D_20D,0.00012139632342491582,100.0
K200,2020,MARKET_ONLY,REVISION,LIQ_1D_20D,-3.785837252060045e-05,100.0
K200,2020,FACTOR_ONLY,REVISION,RELATIVE_WORKING_BREADTH,-0.0003588657395964967,100.0
K200,2020,FACTOR_ONLY,REVISION,ABS_CONFIRMED_BREADTH,-0.0003613528122899198,100.0
K200,2020,FACTOR_ONLY,REVISION,DEFENSIVE_WORKING_BREADTH,-1.602160409834842e-05,100.0
K200,2020,FACTOR_ONLY,REVISION,REVERSE_BREADTH,0.0003340150546679874,100.0
K200,2020,FACTOR_ONLY,REVISION,BEARISH_REVERSE_BREADTH,0.0002580407695465437,100.0
K200,2020,FACTOR_ONLY,REVISION,POSITIVE_ABS_BREADTH,-0.0002622122170957849,100.0
K200,2020,FACTOR_ONLY,REVISION,WPLUS_FAMILY_SHARE,1.735076638322137e-05,100.0
K200,2020,FACTOR_ONLY,REVISION,WMINUS_FAMILY_SHARE,0.00012685377619634332,100.0
K200,2020,FACTOR_ONLY,REVISION,RMINUS_FAMILY_SHARE,-0.0007297250109664811,100.0
K200,2020,FACTOR_ONLY,REVISION,WPLUS_PAIR_SHARE,-0.00044980274473048747,100.0
K200,2020,FACTOR_ONLY,REVISION,CONFLICT_PAIR_SHARE,-0.000129743869660676,100.0
K200,2020,FACTOR_ONLY,REVISION,LEADER_STRENGTH_60D,0.00033587712424024466,100.0
K200,2020,FACTOR_ONLY,REVISION,SPREAD_DISPERSION_20D,0.0006007602765836826,100.0
K200,2020,FACTOR_ONLY,REVISION,FAMILY_MEMBER_AGREEMENT,0.0005242291601307773,100.0
K200,2020,FACTOR_ONLY,REVISION,MOMENTUM_top_20d,0.0004249001876211458,100.0
K200,2020,FACTOR_ONLY,REVISION,MOMENTUM_spread_20d,0.0006766013356228084,100.0
K200,2020,FACTOR_ONLY,REVISION,MOMENTUM_top_60d,0.00018801617990955112,100.0
K200,2020,FACTOR_ONLY,REVISION,MOMENTUM_spread_60d,0.00018006125499578167,100.0
