sample,universe,state,horizon,n,mean,median,positive_share,nw_tstat_mean
POST_2023_PLUS,K200,MOM_RISK_ROTATION_SUPPORT,5,14,-0.012283030463998975,0.0004329106146127625,0.5,-1.0291912198713433
POST_2023_PLUS,K200,MOM_RISK_ROTATION_SUPPORT,20,14,-0.030305131629942576,-0.01234161193074519,0.35714285714285715,-1.9880501143212992
POST_2023_2024,K200,BROAD_CONFIRMATION,1,15,-0.00379046734763921,-0.002886563981826111,0.4,-1.4473848595634613
POST_2023_2024,K200,BROAD_CONFIRMATION,5,15,-0.0016888197341364518,-0.003583735386672143,0.4666666666666667,-0.36448701534789224
POST_2023_2024,K200,BROAD_CONFIRMATION,20,15,-0.008710863125085427,-0.01995194004837022,0.3333333333333333,-1.016552531596527
POST_2023_2024,K200,BULLISH_STYLE_SHIFT,1,10,-0.0005065098402750872,0.0027005828190549176,0.6,-0.2233542711531576
POST_2023_2024,K200,BULLISH_STYLE_SHIFT,5,10,-0.006054639169025313,-0.002040854491176736,0.5,-1.4607219272081085
POST_2023_2024,K200,BULLISH_STYLE_SHIFT,20,10,-0.00795592027214,-0.008630450072744189,0.4,-0.6656337907176251
POST_2023_2024,K200,MOM_BROAD_RISK_OFF,1,12,0.0012601328091684239,-0.0006901281747595854,0.4166666666666667,0.5463372418355531
POST_2023_2024,K200,MOM_BROAD_RISK_OFF,5,12,0.007372241993253846,0.011509613389794417,0.6666666666666666,1.3347057968423595
POST_2023_2024,K200,MOM_BROAD_RISK_OFF,20,12,0.018164272614323986,0.02338132505470553,0.75,2.916467174567963
POST_2023_2024,K200,MOM_RISK_ROTATION_SUPPORT,1,10,0.003170874269738252,0.002164075936258801,0.6,0.7078022223730279
POST_2023_2024,K200,MOM_RISK_ROTATION_SUPPORT,5,10,-0.001578963442842514,0.008860445642156212,0.6,-0.25053823293316607
POST_2023_2024,K200,MOM_RISK_ROTATION_SUPPORT,20,10,-0.011602843671200356,-9.566624455670074e-05,0.5,-1.129368424418856
BULL_2025,K200,BROAD_CONFIRMATION,1,19,0.010566222817714238,0.012479955631916338,0.7368421052631579,3.3867350899787896
BULL_2025,K200,BROAD_CONFIRMATION,5,19,0.01589407306175953,0.013240899324222446,0.6842105263157895,2.276054817834177
BULL_2025,K200,BROAD_CONFIRMATION,20,19,0.06368202244048168,0.051955327476366324,0.8421052631578947,3.576754634131703
BULL_2025,K200,MOM_BROAD_RISK_OFF,1,9,-0.0023337866388623775,-0.0018754905428287104,0.3333333333333333,-0.8209915394134352
BULL_2025,K200,MOM_BROAD_RISK_OFF,5,9,0.013930003746269928,0.006577145195272366,0.7777777777777778,1.2963181116131337
BULL_2025,K200,MOM_BROAD_RISK_OFF,20,9,0.05287939883899337,0.05350185451814647,0.7777777777777778,2.7049226015356798
YTD_2026,K200,BROAD_CONFIRMATION,1,11,-0.013891033940813991,0.0039467110183242105,0.7272727272727273,-1.1243218394685421
YTD_2026,K200,BROAD_CONFIRMATION,5,11,0.042796671934354755,0.04169834043176559,0.7272727272727273,2.967667609105681
YTD_2026,K200,BROAD_CONFIRMATION,20,11,0.13641376213202047,0.13546915611372837,0.9090909090909091,6.355556940177715
TRAIN_2016_2022,KOSDAQ,BROAD_CONFIRMATION,1,50,0.0015830480070184638,0.0025484775835904246,0.58,1.227333870054174
TRAIN_2016_2022,KOSDAQ,BROAD_CONFIRMATION,5,50,-0.0012445457501225861,-0.004463544851763006,0.48,-0.33737624649649295
TRAIN_2016_2022,KOSDAQ,BROAD_CONFIRMATION,20,50,-0.012368257210596948,-0.00973309586794435,0.44,-1.2569559026219455
TRAIN_2016_2022,KOSDAQ,BULLISH_STYLE_SHIFT,1,36,0.0013298826076668822,2.458727309205132e-05,0.5,0.708630968755551
TRAIN_2016_2022,KOSDAQ,BULLISH_STYLE_SHIFT,5,36,0.00947775627375613,0.005832217916335484,0.75,2.1258235782102295
TRAIN_2016_2022,KOSDAQ,BULLISH_STYLE_SHIFT,20,36,0.018959529676655575,0.010978300008785805,0.6111111111111112,1.190659372928814
TRAIN_2016_2022,KOSDAQ,MOM_BROAD_RISK_OFF,1,36,0.001747262859918076,0.004982279383387463,0.5833333333333334,0.6826250295974438
TRAIN_2016_2022,KOSDAQ,MOM_BROAD_RISK_OFF,5,36,0.0072086793502652725,0.010081858844261913,0.6111111111111112,1.2231771696334666
TRAIN_2016_2022,KOSDAQ,MOM_BROAD_RISK_OFF,20,36,0.02316121849390665,0.031110203756953246,0.6111111111111112,2.0598070112345304
TRAIN_2016_2022,KOSDAQ,MOM_RISK_ROTATION_SUPPORT,1,32,0.003043245023487935,0.0011187214627898774,0.5,1.0326821612986332
TRAIN_2016_2022,KOSDAQ,MOM_RISK_ROTATION_SUPPORT,5,32,0.00711070725755248,0.014187207646183473,0.65625,1.272261189423235
TRAIN_2016_2022,KOSDAQ,MOM_RISK_ROTATION_SUPPORT,20,32,0.017247684879569444,0.024994403525992907,0.71875,1.4458869103680343
POST_2023_PLUS,KOSDAQ,BROAD_CONFIRMATION,1,50,-0.0047041588945034825,0.0011235495398394689,0.52,-1.1962510598319276
POST_2023_PLUS,KOSDAQ,BROAD_CONFIRMATION,5,50,0.0011632270752756882,0.0011414597686453477,0.5,0.19972053350582863
POST_2023_PLUS,KOSDAQ,BROAD_CONFIRMATION,20,50,0.006274039185535922,0.008081979185501948,0.56,0.35717957742418216
POST_2023_PLUS,KOSDAQ,BULLISH_STYLE_SHIFT,1,11,0.006636646717429612,0.009930166263320979,0.8181818181818182,4.1342759437070296
POST_2023_PLUS,KOSDAQ,BULLISH_STYLE_SHIFT,5,11,0.002813904735472022,0.009560686328032898,0.6363636363636364,0.4604411994437745
POST_2023_PLUS,KOSDAQ,BULLISH_STYLE_SHIFT,20,11,0.021729713646469438,0.040171413935562415,0.7272727272727273,1.5257472590691912
POST_2023_PLUS,KOSDAQ,MOM_BROAD_RISK_OFF,1,29,0.0004075545540938534,0.0016489201185238425,0.5172413793103449,0.08405533912299813
POST_2023_PLUS,KOSDAQ,MOM_BROAD_RISK_OFF,5,28,-0.005813690180976953,-0.008633849225923695,0.42857142857142855,-0.5926419991955378
POST_2023_PLUS,KOSDAQ,MOM_BROAD_RISK_OFF,20,26,0.0010687687423412257,0.02248289128417766,0.5769230769230769,0.03705235899008945
POST_2023_PLUS,KOSDAQ,MOM_RISK_ROTATION_SUPPORT,1,16,-0.0031192593269906703,-0.001391134672721081,0.5,-0.8424933884101558
POST_2023_PLUS,KOSDAQ,MOM_RISK_ROTATION_SUPPORT,5,16,-0.0024286876643573774,-0.002075879342470371,0.4375,-0.40651847980651196
POST_2023_PLUS,KOSDAQ,MOM_RISK_ROTATION_SUPPORT,20,16,-0.0026726050851005965,0.009782526095767841,0.5625,-0.18655887029438248
POST_2023_2024,KOSDAQ,BROAD_CONFIRMATION,1,23,-0.008735229752189494,-0.005776670956706087,0.30434782608695654,-2.6754157096888314
POST_2023_2024,KOSDAQ,BROAD_CONFIRMATION,5,23,-0.004580280756990917,-0.001817148223251127,0.4782608695652174,-0.6916181526297331
POST_2023_2024,KOSDAQ,BROAD_CONFIRMATION,20,23,-0.01590416680829762,-0.03545540836103616,0.34782608695652173,-0.9308031188750832
POST_2023_2024,KOSDAQ,MOM_BROAD_RISK_OFF,1,19,0.005406125723022289,0.0076806566711882865,0.631578947368421,1.1189413148775058
POST_2023_2024,KOSDAQ,MOM_BROAD_RISK_OFF,5,19,0.010370714288428218,0.00286956259491027,0.5263157894736842,1.1395449541789615
POST_2023_2024,KOSDAQ,MOM_BROAD_RISK_OFF,20,19,0.035041636596607105,0.03712469536177748,0.6842105263157895,2.5367596077100623
POST_2023_2024,KOSDAQ,MOM_RISK_ROTATION_SUPPORT,1,8,-0.0013056593317733126,-0.001455706581146239,0.5,-0.3206534261530597
POST_2023_2024,KOSDAQ,MOM_RISK_ROTATION_SUPPORT,5,8,-0.004400130351564003,-0.0013437953803177732,0.5,-0.46633598448436153
POST_2023_2024,KOSDAQ,MOM_RISK_ROTATION_SUPPORT,20,8,-0.014951553992704668,0.012605549535363168,0.625,-0.6766386161993118
BULL_2025,KOSDAQ,BROAD_CONFIRMATION,1,17,0.004435885647082306,0.007798614095311535,0.7647058823529411,1.33670402352376
BULL_2025,KOSDAQ,BROAD_CONFIRMATION,5,17,0.009241195972411173,0.014688976674291126,0.7058823529411765,1.8030995145253004
BULL_2025,KOSDAQ,BROAD_CONFIRMATION,20,17,0.045794965368355874,0.029228761955047027,0.9411764705882353,3.773778622450013
BULL_2025,KOSDAQ,MOM_RISK_ROTATION_SUPPORT,1,8,-0.004932859322208027,-0.001391134672721081,0.5,-0.7979832387536648
BULL_2025,KOSDAQ,MOM_RISK_ROTATION_SUPPORT,5,8,-0.0004572449771507517,-0.0033493369815591092,0.375,-0.05218690782701138
BULL_2025,KOSDAQ,MOM_RISK_ROTATION_SUPPORT,20,8,0.009606343822503475,0.0025739718842631176,0.5,0.7024131873388326
YTD_2026,KOSDAQ,BROAD_CONFIRMATION,1,10,-0.010970771642521493,0.006305663700458937,0.6,-0.6770263114530539
YTD_2026,KOSDAQ,BROAD_CONFIRMATION,5,10,0.0006407479643585568,-0.009551704285138967,0.2,0.028363203032179346
YTD_2026,KOSDAQ,BROAD_CONFIRMATION,20,10,-0.009901661539440868,-0.011946501629677527,0.4,-0.1716364149758664
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,BROAD_CONFIRMATION,1,45,0.0025059723356438022,0.002387523666522701,0.6444444444444445,2.349989233619847
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,BROAD_CONFIRMATION,5,45,0.002434525646083808,-0.0004112829881074474,0.4888888888888889,0.6998665376856229
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,BROAD_CONFIRMATION,20,45,-0.010441658803996815,-0.005302947712150232,0.37777777777777777,-0.8884538556886327
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,BULLISH_STYLE_SHIFT,1,42,0.0016145988549581233,0.00015269543857999624,0.5476190476190477,1.0643383435262843
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,BULLISH_STYLE_SHIFT,5,42,0.0032914422156971497,0.008108547743914835,0.7142857142857143,0.7797635022656133
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,BULLISH_STYLE_SHIFT,20,42,0.011468824892654498,0.01581731285457382,0.5952380952380952,0.9269528543395604
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,MOM_BROAD_RISK_OFF,1,42,0.0013911566480898946,0.0014046128987502682,0.5714285714285714,0.629488491842993
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,MOM_BROAD_RISK_OFF,5,42,0.00444527201050442,0.00922968142518929,0.6428571428571429,0.8945928077831532
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,MOM_BROAD_RISK_OFF,20,42,0.021655279277199267,0.03506453436862038,0.6428571428571429,1.7981744424909507
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,MOM_RISK_ROTATION_SUPPORT,1,29,0.0004563890908278245,0.0002836381712799728,0.5172413793103449,0.2497481115467787
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,MOM_RISK_ROTATION_SUPPORT,5,29,0.002230515348281435,0.009692001490964676,0.6206896551724138,0.46205090108225344
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,MOM_RISK_ROTATION_SUPPORT,20,29,0.013848686311983016,0.016195084683324604,0.6896551724137931,1.2808661895603826
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,BROAD_CONFIRMATION,1,47,-0.0014816422358584097,0.0014433983575442525,0.5319148936170213,-0.611437138062501
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,BROAD_CONFIRMATION,5,47,0.005532900513300376,0.008931691901866587,0.5957446808510638,1.033904617082731
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,BROAD_CONFIRMATION,20,47,0.013756466291395665,0.006293928000900473,0.5531914893617021,0.8374314839789935
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,BULLISH_STYLE_SHIFT,1,17,0.003187450938431113,0.0032802914881023136,0.6470588235294118,2.4968153615880957
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,BULLISH_STYLE_SHIFT,5,17,-0.002016134732928567,-0.0010623779083979712,0.4117647058823529,-0.5008123395854382
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,BULLISH_STYLE_SHIFT,20,17,0.006684222683089746,0.012236880475525633,0.5294117647058824,0.7272563739306376
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM_BROAD_RISK_OFF,1,33,0.001957895485502148,0.0026929190318790088,0.5757575757575758,0.5290736697050373
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM_BROAD_RISK_OFF,5,32,-0.0011161685045688362,0.0012455881863736346,0.53125,-0.14188748666669698
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM_BROAD_RISK_OFF,20,31,0.002694977766754416,0.003185019926727412,0.5483870967741935,0.13891034893197987
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM_RISK_ROTATION_SUPPORT,1,10,-0.0003072022421564993,0.002013645335856365,0.5,-0.061453923838669156
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM_RISK_ROTATION_SUPPORT,5,10,0.005150789677708561,0.003937013890468406,0.6,0.9961940264794638
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,MOM_RISK_ROTATION_SUPPORT,20,10,-0.014222757972449882,0.002248885884351999,0.5,-1.4991879670901929
POST_2023_2024,KOSDAQ_PLUS_KOSPI_EX_K200,BROAD_CONFIRMATION,1,20,-0.008396600222051305,-0.005897365532139311,0.3,-2.7792136898785196
POST_2023_2024,KOSDAQ_PLUS_KOSPI_EX_K200,BROAD_CONFIRMATION,5,20,-0.001935039886194815,-0.0016036888409257978,0.5,-0.2851544478620802
POST_2023_2024,KOSDAQ_PLUS_KOSPI_EX_K200,BROAD_CONFIRMATION,20,20,-0.004115245743725417,-0.013974634229001243,0.35,-0.30288336136076455
POST_2023_2024,KOSDAQ_PLUS_KOSPI_EX_K200,BULLISH_STYLE_SHIFT,1,8,0.004344861941899271,0.005372842521531477,0.75,3.7760963647167958
POST_2023_2024,KOSDAQ_PLUS_KOSPI_EX_K200,BULLISH_STYLE_SHIFT,5,8,0.0028313759001306485,0.0003159484020341308,0.5,0.4773646744131925
POST_2023_2024,KOSDAQ_PLUS_KOSPI_EX_K200,BULLISH_STYLE_SHIFT,20,8,0.004317848435986961,0.005703992663607858,0.5,0.23578968285325272
POST_2023_2024,KOSDAQ_PLUS_KOSPI_EX_K200,MOM_BROAD_RISK_OFF,1,21,0.005745036645647659,0.004327539262918787,0.7142857142857143,1.7212571964295917
POST_2023_2024,KOSDAQ_PLUS_KOSPI_EX_K200,MOM_BROAD_RISK_OFF,5,21,0.007168151285610609,0.001965418011211344,0.6190476190476191,0.9400429803858648
POST_2023_2024,KOSDAQ_PLUS_KOSPI_EX_K200,MOM_BROAD_RISK_OFF,20,21,0.02025231722475903,0.024701000154758644,0.5714285714285714,1.9503069021811332
BULL_2025,KOSDAQ_PLUS_KOSPI_EX_K200,BROAD_CONFIRMATION,1,18,0.005134364844230709,0.006735497107467424,0.7222222222222222,2.484268464347413
BULL_2025,KOSDAQ_PLUS_KOSPI_EX_K200,BROAD_CONFIRMATION,5,18,0.010441637617262634,0.011709202364799179,0.7777777777777778,1.8230862669267665
BULL_2025,KOSDAQ_PLUS_KOSPI_EX_K200,BROAD_CONFIRMATION,20,18,0.0417410480962582,0.034180657945868775,0.7777777777777778,3.284450076518111
BULL_2025,KOSDAQ_PLUS_KOSPI_EX_K200,BULLISH_STYLE_SHIFT,1,8,0.0012599120757831458,0.0011217291244327726,0.5,0.5603357648983955
BULL_2025,KOSDAQ_PLUS_KOSPI_EX_K200,BULLISH_STYLE_SHIFT,5,8,-0.004325817667184255,-0.0037018940972703366,0.375,-0.9024000004061485
BULL_2025,KOSDAQ_PLUS_KOSPI_EX_K200,BULLISH_STYLE_SHIFT,20,8,0.01445708135749133,0.018519145323803166,0.625,1.3757047137382679
YTD_2026,KOSDAQ_PLUS_KOSPI_EX_K200,BROAD_CONFIRMATION,1,9,0.00065291690661423,0.007934504525620091,0.6666666666666666,0.09080108916752
YTD_2026,KOSDAQ_PLUS_KOSPI_EX_K200,BROAD_CONFIRMATION,5,9,0.012310849415365166,-0.005026472208225031,0.4444444444444444,0.64193775081688
YTD_2026,KOSDAQ_PLUS_KOSPI_EX_K200,BROAD_CONFIRMATION,20,9,-0.0024977816847269927,0.002283107535758975,0.5555555555555556,-0.03886069738540917
TRAIN_2016_2022,KOSPI_ALL,BROAD_CONFIRMATION,1,41,-0.0002570415795730572,3.9846414571119714e-05,0.5121951219512195,-0.13669160569096764
TRAIN_2016_2022,KOSPI_ALL,BROAD_CONFIRMATION,5,41,-0.0004966660211668599,0.001997458959346619,0.5853658536585366,-0.17388783705021643
TRAIN_2016_2022,KOSPI_ALL,BROAD_CONFIRMATION,20,41,-0.007605413785435191,-0.008115825035788558,0.3902439024390244,-0.8639535908725057
TRAIN_2016_2022,KOSPI_ALL,BULLISH_STYLE_SHIFT,1,43,0.0007193527520463771,0.000925555537041588,0.5813953488372093,0.461037276559984
TRAIN_2016_2022,KOSPI_ALL,BULLISH_STYLE_SHIFT,5,43,0.0012485876484299328,0.002367677622990397,0.5813953488372093,0.37160912649288597
TRAIN_2016_2022,KOSPI_ALL,BULLISH_STYLE_SHIFT,20,43,0.005077744105161132,-0.0009116040514381312,0.4883720930232558,0.34360991479448183
TRAIN_2016_2022,KOSPI_ALL,MOM_BROAD_RISK_OFF,1,36,0.0011875157157311869,0.0017744690195601726,0.6388888888888888,1.1277178126793639
TRAIN_2016_2022,KOSPI_ALL,MOM_BROAD_RISK_OFF,5,36,-0.0003511486876120042,0.002244995950611818,0.5277777777777778,-0.10738740480043449
TRAIN_2016_2022,KOSPI_ALL,MOM_BROAD_RISK_OFF,20,36,-0.0027292597031899346,0.0001288352757909838,0.5,-0.33203973339892956
TRAIN_2016_2022,KOSPI_ALL,MOM_RISK_ROTATION_SUPPORT,1,39,0.0021755963999828994,0.00048585216872358214,0.5384615384615384,1.189543660037049
TRAIN_2016_2022,KOSPI_ALL,MOM_RISK_ROTATION_SUPPORT,5,39,0.0044762436686994955,0.003854679305110089,0.5641025641025641,1.1928711020543716
TRAIN_2016_2022,KOSPI_ALL,MOM_RISK_ROTATION_SUPPORT,20,39,0.017667503673599306,0.017824670935250975,0.7435897435897436,1.7623484225233688
POST_2023_PLUS,KOSPI_ALL,BROAD_CONFIRMATION,1,46,0.0014317361042172517,0.0038827623237286273,0.6086956521739131,0.5944411693279719
POST_2023_PLUS,KOSPI_ALL,BROAD_CONFIRMATION,5,46,0.016637082415084353,0.013888904154475381,0.6956521739130435,3.26155369069896
POST_2023_PLUS,KOSPI_ALL,BROAD_CONFIRMATION,20,46,0.05754335384492481,0.036519376751968105,0.782608695652174,2.985313373809639
POST_2023_PLUS,KOSPI_ALL,BULLISH_STYLE_SHIFT,1,22,-1.877866512478376e-05,0.0026090166954860286,0.5454545454545454,-0.0036867679944301594
POST_2023_PLUS,KOSPI_ALL,BULLISH_STYLE_SHIFT,5,22,0.006990800788981632,0.000968414194768276,0.5,1.2078069315418498
POST_2023_PLUS,KOSPI_ALL,BULLISH_STYLE_SHIFT,20,22,0.010535848177563112,0.0005985601707426303,0.5,0.7997693816026262
POST_2023_PLUS,KOSPI_ALL,MOM_BROAD_RISK_OFF,1,26,0.008877733855101185,0.007403355005369036,0.6153846153846154,2.0620438285150544
POST_2023_PLUS,KOSPI_ALL,MOM_BROAD_RISK_OFF,5,25,0.003960218423374856,0.0010875640019729089,0.52,0.46996219358219926
POST_2023_PLUS,KOSPI_ALL,MOM_BROAD_RISK_OFF,20,23,0.008338322570622303,0.009619935839692345,0.6521739130434783,0.4715477497566003
POST_2023_PLUS,KOSPI_ALL,MOM_RISK_ROTATION_SUPPORT,1,17,-0.006545122456074359,-0.0020719130664299317,0.47058823529411764,-1.8360372217991079
POST_2023_PLUS,KOSPI_ALL,MOM_RISK_ROTATION_SUPPORT,5,17,-0.010320453875156848,0.006523710174371266,0.5294117647058824,-1.126592395371163
POST_2023_PLUS,KOSPI_ALL,MOM_RISK_ROTATION_SUPPORT,20,17,-0.01798636032643815,-0.004117290143288985,0.47058823529411764,-1.5678482003962828
POST_2023_2024,KOSPI_ALL,BROAD_CONFIRMATION,1,19,-0.003204001069071019,-0.004738775012631722,0.42105263157894735,-2.004524679194474
POST_2023_2024,KOSPI_ALL,BROAD_CONFIRMATION,5,19,0.0024847324588371084,0.008303446412467299,0.631578947368421,0.6609158058620188
POST_2023_2024,KOSPI_ALL,BROAD_CONFIRMATION,20,19,0.0028433627943040534,0.0047756380916711754,0.631578947368421,0.46404463629777104
POST_2023_2024,KOSPI_ALL,BULLISH_STYLE_SHIFT,1,12,0.0031497143699951782,0.004521677982399337,0.75,1.1287040434968696
POST_2023_2024,KOSPI_ALL,BULLISH_STYLE_SHIFT,5,12,0.0006286642491109318,0.0015010638211207618,0.5,0.17235812191809605
POST_2023_2024,KOSPI_ALL,BULLISH_STYLE_SHIFT,20,12,0.0023515175960010966,0.0005985601707426303,0.5,0.3101850042208897
POST_2023_2024,KOSPI_ALL,MOM_BROAD_RISK_OFF,1,12,0.004682429286444166,0.0021099128830509664,0.5,1.4619305482830813
POST_2023_2024,KOSPI_ALL,MOM_BROAD_RISK_OFF,5,12,0.004737534023084245,0.004676670033296067,0.5833333333333334,0.930189664678337
POST_2023_2024,KOSPI_ALL,MOM_BROAD_RISK_OFF,20,12,0.01769193775230774,0.01551337594244221,0.8333333333333334,3.5591419732795173
POST_2023_2024,KOSPI_ALL,MOM_RISK_ROTATION_SUPPORT,1,13,-0.0017535149395449083,0.0005280339778813837,0.5384615384615384,-0.817400956479409
POST_2023_2024,KOSPI_ALL,MOM_RISK_ROTATION_SUPPORT,5,13,-0.00393810616594504,0.006523710174371266,0.5384615384615384,-0.7324219076513494
POST_2023_2024,KOSPI_ALL,MOM_RISK_ROTATION_SUPPORT,20,13,-0.00874922193218534,0.009392691341137613,0.5384615384615384,-0.9127891943225172
BULL_2025,KOSPI_ALL,BROAD_CONFIRMATION,1,18,0.009453392480138934,0.00928363122931573,0.7222222222222222,3.046345494042696
BULL_2025,KOSPI_ALL,BROAD_CONFIRMATION,5,18,0.01446924448356041,0.01448262833583935,0.7222222222222222,2.2608194180681647
BULL_2025,KOSPI_ALL,BROAD_CONFIRMATION,20,18,0.06515999946939705,0.05385292682685461,0.8888888888888888,4.188980101529953
YTD_2026,KOSPI_ALL,BROAD_CONFIRMATION,1,9,-0.004825020392906426,0.0045754092659613735,0.7777777777777778,-0.671652818770256
YTD_2026,KOSPI_ALL,BROAD_CONFIRMATION,5,9,0.05084994151909863,0.05336155408404164,0.7777777777777778,4.141641685050408
YTD_2026,KOSPI_ALL,BROAD_CONFIRMATION,20,9,0.15778782148062412,0.1666686265151421,0.8888888888888888,7.589932072527786
TRAIN_2016_2022,KOSPI_EX_K200,BROAD_CONFIRMATION,1,35,-6.89837154756489e-05,0.0012057141685760924,0.5428571428571428,-0.04257874440870712
TRAIN_2016_2022,KOSPI_EX_K200,BROAD_CONFIRMATION,5,35,0.0006251373602019234,0.00571599821419699,0.5142857142857142,0.14786183250595616
TRAIN_2016_2022,KOSPI_EX_K200,BROAD_CONFIRMATION,20,35,-0.00978408699557335,-0.0018070757933052936,0.4857142857142857,-0.7481649511774334
TRAIN_2016_2022,KOSPI_EX_K200,BULLISH_STYLE_SHIFT,1,35,0.001347104826547079,-0.0002215809239361014,0.4857142857142857,0.9507352491195444
TRAIN_2016_2022,KOSPI_EX_K200,BULLISH_STYLE_SHIFT,5,35,0.002843657137999158,0.0110704313504145,0.6285714285714286,0.6864984580296528
TRAIN_2016_2022,KOSPI_EX_K200,BULLISH_STYLE_SHIFT,20,35,0.01619994907043869,0.013934499554437336,0.6857142857142857,1.9719387147590035
TRAIN_2016_2022,KOSPI_EX_K200,MOM_BROAD_RISK_OFF,1,49,0.0020183980782327413,0.0031796246075277966,0.5306122448979592,1.5824931424735498
