date,universe,positive_abs_breadth,working_breadth,abs_confirmed_breadth,bearish_reverse_breadth,other_positive_abs_breadth,other_working_breadth,spread_dispersion,avg_corr_60d,mom_state,meta_state,momentum_state,momentum_top_abs20,momentum_spread20,revision_state,revision_top_abs20,revision_spread20,value_state,value_top_abs20,value_spread20,flow_state,flow_top_abs20,flow_spread20
2017-04-19,K200,0.75,0.25,0.25,0.25,1.0,0.3333333333333333,0.03184373788092719,0.26795744050946285,R-,MOM_RISK_ROTATION_SUPPORT,R-,-0.0014355638283685135,-0.042004956564596796,N,0.01210762345612948,0.008074056318307266,R+,0.0024807605816075107,-0.04642382869010331,W+,0.02808630769783571,0.013374546678241561
2017-04-26,K200,0.75,0.0,0.0,0.25,1.0,0.0,0.020549217665715627,0.18657228363082148,R-,MOM_RISK_ROTATION_SUPPORT,R-,-0.004546600960330549,-0.04448916772602107,N,0.02436673077259388,0.0012521121852011596,N,0.025629659061744636,-0.004090765122846118,N,0.021922311398016703,-0.011176850392291326
2017-05-08,K200,1.0,0.0,0.0,0.0,1.0,0.0,0.01616840383488137,0.1130740301974016,N,OTHER,N,0.04687417028500396,0.00461242825385666,N,0.05543140316153061,0.004318700346252813,R+,0.036327945641744464,-0.028554870156032086,N,0.04474452093774617,0.002200172624292396
2017-05-16,K200,1.0,0.0,0.0,0.0,1.0,0.0,0.010843274149679939,0.11627453817585486,N,OTHER,N,0.05565862513114017,-0.008674206405992146,R+,0.06412194114623415,-0.024540207896773802,R+,0.0653816352396579,-0.0266242389409046,N,0.06101687902638231,-0.00534161433567415
2017-05-23,K200,1.0,0.25,0.25,0.0,1.0,0.3333333333333333,0.024258434830729654,0.1398830547000451,N,OTHER,N,0.054396477136907206,0.0016487402437044274,N,0.08348250396759482,-0.008836974522613561,W+,0.09637210767187487,0.03896377567707243,R+,0.05884283889280262,-0.015305138026207254
2017-05-30,K200,1.0,0.0,0.0,0.0,1.0,0.0,0.00683797452547028,0.14210558577020557,N,OTHER,N,0.06666045709499824,0.017652192578456738,N,0.08492673332768708,0.003667380177109214,N,0.08439162615974038,0.01626325848675303,N,0.07086686996701363,0.007166814689776313
2017-06-07,K200,1.0,0.5,0.5,0.0,1.0,0.6666666666666666,0.011083312138850637,0.03854113962071135,N,OTHER,N,0.04090323224160919,0.0019892837598511903,W+,0.06683365196826818,0.017518366585786982,W+,0.0708173210648908,0.028064249509998973,N,0.05203263462748309,0.010150135924977599
2017-06-14,K200,1.0,0.25,0.25,0.0,1.0,0.3333333333333333,0.021129777901467132,-0.0276382785286122,N,OTHER,N,0.05085308446528414,0.015176413588690929,N,0.06229105903980536,0.012554752199026131,W+,0.08358511940160729,0.05436519244538918,N,0.04635200905741921,0.009384460098775138
2017-06-21,K200,1.0,0.25,0.25,0.0,1.0,0.3333333333333333,0.012046694795943554,-0.04176425777486592,N,OTHER,N,0.019014903042835263,0.01039985999355264,N,0.02521264050107419,0.013304977095567772,W+,0.025305723602153662,0.031200056331490367,N,0.0043501372088941,0.002741226037987765
2017-06-28,K200,0.75,0.5,0.5,0.0,0.6666666666666666,0.3333333333333333,0.016370914774560222,-0.0014724470466819146,W+,BROAD_CONFIRMATION,W+,0.002259004462354719,0.030345731728448455,N,0.004340064839925661,0.00639258160865519,W+,0.018030596634000418,0.03898131652037162,N,-0.014928469422555768,0.007580012689932358
2017-07-05,K200,0.25,0.5,0.25,0.0,0.3333333333333333,0.3333333333333333,0.04017147733117571,-0.0629143853335664,W-,OTHER,W-,-0.0008953823321947718,0.025390088607094685,N,-0.00045881953103854567,-0.0034313223199643472,W+,0.034868226586943774,0.07741585473621149,N,-0.017927097552500326,-0.011347880589618109
