date,phase,universe,factor,n_pairs,removed_mean_fwd10,added_mean_fwd10,event_delta_fwd10,pair_win_rate,avg_removed_act5,avg_added_act5,avg_removed_r1m,avg_added_r1m,avg_removed_factor_rank,avg_added_factor_rank
2017-01-04,2,K200,WEIGHTED_MOM,7,0.053894305786416616,-0.030295556285557943,-0.08418986207197456,0.14285714285714285,0.5940682991102378,1.865471191908746,0.1618720578769964,0.14314083913229173,6.428571428571429,25.285714285714285
2017-01-04,2,K200,WEIGHTED_MOM_R1M_GE0,7,0.053894305786416616,-0.030295556285557943,-0.08418986207197456,0.14285714285714285,0.5940682991102378,1.865471191908746,0.1618720578769964,0.14314083913229173,6.428571428571429,25.285714285714285
2017-01-04,2,KOSDAQ,WEIGHTED_MOM,5,-0.04768255826075161,-0.02394482758772205,0.023737730673029554,0.4,0.5422695989929364,1.4246024073446313,0.30639998993506534,0.17730438924231665,8.8,24.0
2017-01-04,2,KOSDAQ,WEIGHTED_MOM_R1M_GE0,5,-0.04768255826075161,-0.02394482758772205,0.023737730673029554,0.4,0.5422695989929364,1.4246024073446313,0.30639998993506534,0.17730438924231665,8.8,24.0
2017-01-04,2,KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM,5,-0.012818835787002002,-0.026696370767059198,-0.013877534980057194,0.4,0.5871211173470112,1.6698311355742317,0.4235818055992665,0.25481373353601683,6.8,24.4
2017-01-04,2,KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,5,-0.012818835787002002,-0.026696370767059198,-0.013877534980057194,0.4,0.5871211173470112,1.6698311355742317,0.4235818055992665,0.25481373353601683,6.8,24.4
2017-01-04,2,KOSPI_ALL,WEIGHTED_MOM,8,0.043234726247952174,0.0010042470843990015,-0.04223047916355317,0.375,0.5960040525695441,1.3657055563866558,0.2749843398479607,0.16387854339209246,9.625,25.375
2017-01-04,2,KOSPI_ALL,WEIGHTED_MOM_R1M_GE0,8,0.043234726247952174,0.0010042470843990015,-0.04223047916355317,0.375,0.5960040525695441,1.3657055563866558,0.2749843398479607,0.16387854339209246,9.625,25.375
2017-01-04,2,KOSPI_EX_K200,WEIGHTED_MOM,3,0.06882739848032893,-0.058941954993829,-0.12776935347415794,0.0,0.46022008149456495,0.996761452588184,0.3470971785506695,0.1664383433631856,12.666666666666666,22.0
2017-01-04,2,KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,3,0.06882739848032893,-0.058941954993829,-0.12776935347415794,0.0,0.46022008149456495,0.996761452588184,0.3470971785506695,0.1664383433631856,12.666666666666666,22.0
2017-01-04,2,KOSPI_KOSDAQ_ALL,WEIGHTED_MOM,7,0.014781372814101999,-0.06492757917106562,-0.07970895198516761,0.14285714285714285,0.5648914093981807,2.700352933484651,0.3900657023610949,0.26952965625773534,10.142857142857142,25.0
2017-01-04,2,KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE0,7,0.014781372814101999,-0.06492757917106562,-0.07970895198516761,0.14285714285714285,0.5648914093981807,2.700352933484651,0.3900657023610949,0.26952965625773534,10.142857142857142,25.0
2017-01-05,3,K200,WEIGHTED_MOM,7,0.03579846131034129,0.0037993523479500834,-0.03199910896239121,0.2857142857142857,0.6547353646998937,1.483503956894301,0.17358204977079383,0.14067780353913414,8.142857142857142,24.714285714285715
2017-01-05,3,K200,WEIGHTED_MOM_R1M_GE0,7,0.03579846131034129,0.0037993523479500834,-0.03199910896239121,0.2857142857142857,0.6547353646998937,1.483503956894301,0.17358204977079383,0.14067780353913414,8.142857142857142,24.714285714285715
2017-01-05,3,KOSDAQ,WEIGHTED_MOM,6,-0.09840156585161242,-0.005548450040911053,0.09285311581070137,0.8333333333333334,0.7020268525825201,1.446219241475925,0.3519322880291769,0.17571467828195572,9.0,25.166666666666668
2017-01-05,3,KOSDAQ,WEIGHTED_MOM_R1M_GE0,6,-0.09840156585161242,-0.005548450040911053,0.09285311581070137,0.8333333333333334,0.7020268525825201,1.446219241475925,0.3519322880291769,0.17571467828195572,9.0,25.166666666666668
2017-01-05,3,KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM,5,-0.06927278056542725,0.02194402835439102,0.09121680891981827,0.8,0.617030677183613,1.079386873307118,0.5135391296249274,0.20061657007611325,5.6,23.8
2017-01-05,3,KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,5,-0.06927278056542725,0.02194402835439102,0.09121680891981827,0.8,0.617030677183613,1.079386873307118,0.5135391296249274,0.20061657007611325,5.6,23.8
2017-01-05,3,KOSPI_ALL,WEIGHTED_MOM,7,0.019599179464322818,-0.011828789268820663,-0.03142796873314348,0.42857142857142855,0.6111078734331532,1.296959825626697,0.30439543237290795,0.19333602782004258,8.857142857142858,25.0
2017-01-05,3,KOSPI_ALL,WEIGHTED_MOM_R1M_GE0,7,0.019599179464322818,-0.011828789268820663,-0.03142796873314348,0.42857142857142855,0.6111078734331532,1.296959825626697,0.30439543237290795,0.19333602782004258,8.857142857142858,25.0
2017-01-05,3,KOSPI_EX_K200,WEIGHTED_MOM,4,-0.008794701390816229,-0.005119010993184597,0.0036756903976316313,0.25,0.5333365286582032,1.8328134881324996,0.3745988098635067,0.18407753608436042,11.25,23.0
2017-01-05,3,KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,4,-0.008794701390816229,-0.005119010993184597,0.0036756903976316313,0.25,0.5333365286582032,1.8328134881324996,0.3745988098635067,0.18407753608436042,11.25,23.0
2017-01-05,3,KOSPI_KOSDAQ_ALL,WEIGHTED_MOM,7,-0.041368465871552136,-0.015034869855423254,0.026333596016128884,0.5714285714285714,0.6464073695896093,2.611489797080199,0.4383825606808674,0.25608733413039325,7.857142857142857,28.0
2017-01-05,3,KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE0,7,-0.041368465871552136,-0.015034869855423254,0.026333596016128884,0.5714285714285714,0.6464073695896093,2.611489797080199,0.4383825606808674,0.25608733413039325,7.857142857142857,28.0
2017-01-06,4,K200,WEIGHTED_MOM,7,0.00483272173638416,-0.04640104741030959,-0.05123376914669375,0.2857142857142857,0.6790974719343097,1.2994331872658726,0.14129625948098182,0.13963435287606776,7.428571428571429,25.0
2017-01-06,4,K200,WEIGHTED_MOM_R1M_GE0,6,-0.016404890959516177,-0.015385212098756687,0.0010196788607594875,0.3333333333333333,0.6760780850829607,1.341465963401256,0.1648817602158088,0.09154489920739456,7.0,25.0
2017-01-06,4,KOSDAQ,WEIGHTED_MOM,5,-0.0795755773077635,-0.026452828674956397,0.0531227486328071,0.8,0.6791473149212857,1.3287933494079156,0.34864599457125073,0.17215097779338426,10.2,24.8
2017-01-06,4,KOSDAQ,WEIGHTED_MOM_R1M_GE0,5,-0.0795755773077635,-0.026452828674956397,0.0531227486328071,0.8,0.6791473149212857,1.3287933494079156,0.34864599457125073,0.17215097779338426,10.2,24.8
2017-01-06,4,KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM,4,-0.061207603060204785,-0.07126519732022144,-0.01005759426001665,0.5,0.5814967107648187,1.0736701952893295,0.5982792282804138,0.2082084126923386,5.0,23.0
2017-01-06,4,KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,4,-0.061207603060204785,-0.07126519732022144,-0.01005759426001665,0.5,0.5814967107648187,1.0736701952893295,0.5982792282804138,0.2082084126923386,5.0,23.0
2017-01-06,4,KOSPI_ALL,WEIGHTED_MOM,8,-0.01879409333418558,-0.026558593865881122,-0.007764500531695542,0.5,0.6542734591252909,1.407054487994369,0.2657988013165293,0.13568288196556166,10.0,25.0
2017-01-06,4,KOSPI_ALL,WEIGHTED_MOM_R1M_GE0,7,-0.040373020655038686,-0.03681723953346442,0.0035557811215742702,0.7142857142857143,0.6481391257085606,1.8724925447842231,0.30380102220860206,0.16198679905668853,9.285714285714286,24.571428571428573
2017-01-06,4,KOSPI_EX_K200,WEIGHTED_MOM,3,0.008870269769286732,-0.040821592918310556,-0.04969186268759729,0.3333333333333333,0.5390340665404153,1.1275343653733583,0.47528631081000955,0.1035252915984586,6.0,22.666666666666668
2017-01-06,4,KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,3,0.008870269769286732,-0.040821592918310556,-0.04969186268759729,0.3333333333333333,0.5390340665404153,1.1275343653733583,0.47528631081000955,0.1035252915984586,6.0,22.666666666666668
2017-01-06,4,KOSPI_KOSDAQ_ALL,WEIGHTED_MOM,5,-0.07341407208424658,-0.031209770781535064,0.04220430130271151,0.6,0.6146969430637698,1.1890239142892878,0.5286515547703545,0.23635132731270972,8.0,24.8
2017-01-06,4,KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE0,5,-0.07341407208424658,-0.031209770781535064,0.04220430130271151,0.6,0.6146969430637698,1.1890239142892878,0.5286515547703545,0.23635132731270972,8.0,24.8
2017-01-09,5,K200,WEIGHTED_MOM,7,-0.009832024735170022,0.01792869314437486,0.02776071787954488,0.7142857142857143,0.7162363748406025,1.5157960859847164,0.09831252241798459,0.08886640026029775,10.285714285714286,24.0
2017-01-09,5,K200,WEIGHTED_MOM_R1M_GE0,5,-0.05147958661526839,-0.0058787528568903236,0.04560083375837807,0.6,0.7527218717935894,1.1691520896629686,0.1391177577631657,0.10370106167721398,10.6,23.0
2017-01-09,5,KOSDAQ,WEIGHTED_MOM,5,-0.12493733885055791,-0.04999151537927935,0.07494582347127857,0.8,0.6143418267515621,1.3423656240220885,0.36424203408033917,0.15485507945104743,6.6,23.4
2017-01-09,5,KOSDAQ,WEIGHTED_MOM_R1M_GE0,5,-0.12493733885055791,-0.04999151537927935,0.07494582347127857,0.8,0.6143418267515621,1.3423656240220885,0.36424203408033917,0.15485507945104743,6.6,23.4
