universe,period,threshold_pct,n_phases,median_delta_cagr,median_delta_excess_cagr,median_delta_sharpe,median_delta_mdd,cagr_better_phases,excess_better_phases
KOSPI_ALL,BULL_2025,10.0,10,-0.030446655656047,-0.0168884730950218,-0.0591052654737593,-0.0054241989396086,4,4
KOSPI_EX_K200,BULL_2025,-10.0,10,-0.0051091647427312,-0.0038002794193974,-0.0136811835868684,0.0,4,4
KOSPI_EX_K200,BULL_2025,-5.0,10,-0.0047973086292943,-0.0035683157953231,-0.0131125562023662,2.5304144928184336e-05,4,4
KOSPI_EX_K200,BULL_2025,0.0,10,-0.0292048389418867,-0.0217230318391132,-0.0630062028120818,-0.009643262960446,2,2
KOSPI_EX_K200,BULL_2025,5.0,10,-0.0338357671568877,-0.0251675911896818,-0.0690893329676657,-0.0103333042616555,4,4
KOSPI_EX_K200,BULL_2025,10.0,10,-0.077068963870188,-0.0573251425659605,-0.2115167296445124,-0.0286532871024383,3,3
KOSPI_KOSDAQ_ALL,BULL_2025,-10.0,10,0.0400450416470271,0.0230168725883153,0.0823509125822404,-0.0002528698790627,8,8
KOSPI_KOSDAQ_ALL,BULL_2025,-5.0,10,0.0318349675437837,0.0182979305719563,0.062322574073013,0.000617416809201,8,8
KOSPI_KOSDAQ_ALL,BULL_2025,0.0,10,0.0324108776948882,0.0186289490957258,0.064997098794191,-0.0023962178865606,7,7
KOSPI_KOSDAQ_ALL,BULL_2025,5.0,10,0.014815348940967,0.0085154861850664,0.0415484860351303,-0.0081297396258147,6,6
KOSPI_KOSDAQ_ALL,BULL_2025,10.0,10,0.0018750947784498,0.0010777568415827,0.0158524937942509,-0.0165841087280914,5,5
K200,EARLY_2017_2019,-10.0,10,0.0015700704412922,0.0015382656734682,0.0078787961554865,0.0030940528229283,7,7
K200,EARLY_2017_2019,-5.0,10,0.0018071852495994,0.0017637909975961,0.0085785228964369,0.0022177972817459,7,7
K200,EARLY_2017_2019,0.0,10,0.0141620391191814,0.0137820038161028,0.0712424762184507,0.0231014438689753,6,6
K200,EARLY_2017_2019,5.0,10,0.019773761892797,0.0192830849400678,0.1225091799237076,0.018440648666957,7,7
K200,EARLY_2017_2019,10.0,10,0.0914456320768245,0.0885605151756279,0.5437700717574357,0.0722465407187506,10,10
KOSDAQ,EARLY_2017_2019,-10.0,10,0.0103523092593601,0.010034559181274,0.0308468793813971,-0.0100892571075321,6,6
KOSDAQ,EARLY_2017_2019,-5.0,10,0.003457729846135,0.0033655090761661,0.0109850139920019,-0.0124954664410706,7,7
KOSDAQ,EARLY_2017_2019,0.0,10,0.0296571345179786,0.0289166084115344,0.0858693608636344,0.0034913288762906,8,8
KOSDAQ,EARLY_2017_2019,5.0,10,0.0192225100630089,0.0186974398290685,0.0575458348779818,-0.0052628291089427,9,9
