universe,period,threshold_pct,median_cagr,median_mdd,median_sharpe,median_excess_cagr,median_turnover,positive_cagr_phases,positive_excess_phases
KOSPI_EX_K200,PRE_STRESS_2017_2024,10.0,-0.0824329416739255,-0.6780565231354696,-0.1331527054878479,-0.1019878555693121,10.440241155714013,0,0
KOSPI_KOSDAQ_ALL,PRE_STRESS_2017_2024,-10.0,-0.1019340478040947,-0.7247269977964963,-0.0914684865715987,-0.1189310797621696,13.218460866720584,0,0
KOSPI_KOSDAQ_ALL,PRE_STRESS_2017_2024,-5.0,-0.0871650685910632,-0.7232166492540525,-0.0508876037807095,-0.1043699247174556,13.549672525604471,0,0
KOSPI_KOSDAQ_ALL,PRE_STRESS_2017_2024,0.0,-0.0756974554873795,-0.7129825676880879,-0.0186617477368435,-0.0921257629840688,13.88133231978338,0,0
KOSPI_KOSDAQ_ALL,PRE_STRESS_2017_2024,5.0,-0.0771967908263723,-0.7086654871966683,-0.0219586513354133,-0.0938415454943066,14.26624526538024,0,0
KOSPI_KOSDAQ_ALL,PRE_STRESS_2017_2024,10.0,-0.0763719308249428,-0.7000453097730266,-0.0211759550566116,-0.0932510246378559,14.552271455731724,0,0
K200,YTD_2026,-10.0,0.9640150463383348,-0.3653824862761382,1.44657171504057,-0.0409038581883114,11.324682460661124,10,4
K200,YTD_2026,-5.0,1.0119108133856722,-0.3550629125829886,1.502885513778608,-0.0175147067305054,11.773454760470692,10,5
K200,YTD_2026,0.0,1.204687097518078,-0.332235953121131,1.6630494736669146,0.0766245875121176,11.944120499699572,10,9
K200,YTD_2026,5.0,1.2532709741141332,-0.3388900831993044,1.7064656137911327,0.1003497665449403,11.238846469482173,10,7
K200,YTD_2026,10.0,0.974246801511433,-0.4265359225763995,1.4000275780829097,-0.0359073399952472,9.820023048072809,10,5
KOSDAQ,YTD_2026,-10.0,-0.0758002957013493,-0.5753791645099715,0.3038715141162814,0.207434492756332,12.533682112980836,3,9
KOSDAQ,YTD_2026,-5.0,0.0256815328816319,-0.5465593519418783,0.4211654716188909,0.3400169418191825,12.900471292430703,6,10
KOSDAQ,YTD_2026,0.0,0.0962211126989635,-0.5221889761453402,0.4996247289934986,0.432174428323264,13.288911979962316,7,10
KOSDAQ,YTD_2026,5.0,0.2463968383017053,-0.4853011322141688,0.6722635013343574,0.6283737456613585,12.814041449648062,10,10
KOSDAQ,YTD_2026,10.0,0.3002643685867644,-0.5203426834468003,0.7224133673619715,0.6987497843067432,12.642327808349815,8,10
KOSDAQ_PLUS_KOSPI_EX_K200,YTD_2026,-10.0,-0.2513710532209113,-0.6028556058859125,0.0236174134912005,-0.1046520706121962,12.76173089475379,0,2
KOSDAQ_PLUS_KOSPI_EX_K200,YTD_2026,-5.0,-0.2112200901356731,-0.5909604694447986,0.0880164187066213,-0.0566321779591496,13.0347897556261,1,4
KOSDAQ_PLUS_KOSPI_EX_K200,YTD_2026,0.0,-0.153534998887456,-0.5742623744213469,0.1769189245139791,0.0123582441022053,13.357233063536142,2,6
KOSDAQ_PLUS_KOSPI_EX_K200,YTD_2026,5.0,-0.03010669809261,-0.5435045044147788,0.3472627289403357,0.1599764654119543,13.831753972146544,3,6
KOSDAQ_PLUS_KOSPI_EX_K200,YTD_2026,10.0,0.0635962784453145,-0.5314118917772328,0.462323362118153,0.2720436869396049,13.510017850879098,7,9
KOSPI_ALL,YTD_2026,-10.0,0.032365364870767,-0.4464793170830142,0.3634907402315827,-0.4776993217799608,12.90649622387426,6,0
KOSPI_ALL,YTD_2026,-5.0,0.0365692308505947,-0.4408703539887606,0.368529212446898,-0.4755724758714057,13.431130114728663,5,0
KOSPI_ALL,YTD_2026,0.0,0.0795130945717437,-0.4199249269418831,0.4326573154078786,-0.4538460504117987,13.639333355480064,8,0
KOSPI_ALL,YTD_2026,5.0,0.1679652223767731,-0.4084752244955176,0.5610169084933776,-0.4090958021812645,13.781902228433594,8,0
KOSPI_ALL,YTD_2026,10.0,0.1446153057744085,-0.4155531400893597,0.5271860372025325,-0.420909136580877,13.327652837074664,9,0
KOSPI_EX_K200,YTD_2026,-10.0,-0.2876205706215285,-0.444151881166566,-0.2945750642854674,-0.3115145518857255,12.595123198147451,0,0
KOSPI_EX_K200,YTD_2026,-5.0,-0.2624182846843074,-0.4504850674404779,-0.2616717474663135,-0.2871575780436671,12.965014026784196,0,0
KOSPI_EX_K200,YTD_2026,0.0,-0.2550545013876454,-0.4421833168225065,-0.2452117568745709,-0.2800407840519571,13.20335979605791,0,0
KOSPI_EX_K200,YTD_2026,5.0,-0.349671861635744,-0.4879880533880079,-0.465485505160624,-0.3714845750758454,12.570135377545316,0,0
