universe,strategy,period,cost_bp,n_phases,median_delta_cagr,median_delta_excess_cagr,median_delta_sharpe,median_delta_mdd,cagr_better_phases,excess_better_phases,sharpe_better_phases,mdd_better_phases
KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE_P5,PRE_STRESS_2017_2024,30,10,0.0322334825587397,0.031471728348722805,0.13608368501490756,0.014578188300773953,10,10,10,9
KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE_P5,PRE_STRESS_2017_2024,60,10,0.02860259108680968,0.027926597536773123,0.12730683807792936,0.040508764874244096,10,10,10,10
KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE_P5,YTD_2026,0,10,-0.03467890482989744,-0.03351573662473062,-0.12329511334987332,0.001802322873961204,4,4,3,5
KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE_P5,YTD_2026,30,10,-0.03619468840967516,-0.03498067917378361,-0.13265100201403163,0.0022371393578822785,4,4,2,5
KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE_P5,YTD_2026,60,10,-0.03733128558912918,-0.03607915364700637,-0.14199556178397993,0.002609298684054573,4,4,2,5
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_M10,BULL_2025,0,10,0.04292487715911519,0.024672128878002908,0.08464980718226867,-0.0001543623375652725,8,8,8,5
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_M10,BULL_2025,30,10,0.04004504164702716,0.023016872588315362,0.08235091258224048,-0.0002528698790627004,8,8,7,5
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_M10,BULL_2025,60,10,0.03732205500173247,0.021451769042489743,0.07999003170327385,-0.0003500521818060598,8,8,7,5
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_M10,EARLY_2017_2019,0,10,0.009634290233212606,0.00940859527756882,0.027360862115411465,-0.0002895462060890641,7,7,6,5
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_M10,EARLY_2017_2019,30,10,0.007749689407872018,0.007567798811397297,0.021462270193509735,0.0004825702254610542,6,6,6,5
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_M10,EARLY_2017_2019,60,10,0.005988227164320403,0.005847282545753896,0.015604069485757752,8.061168323947321e-05,6,6,6,5
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_M10,LATE_2020_2022,0,10,0.015528279211429852,0.015443256274781547,0.03526169960423098,0.009059354410787812,7,7,6,9
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_M10,LATE_2020_2022,30,10,0.012590291089551175,0.01252135469890997,0.026591247362360404,0.012661159553864598,6,6,6,9
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_M10,LATE_2020_2022,60,10,0.009848933010502547,0.009795006545372742,0.018000340560288514,0.018301823793488436,6,6,6,8
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_M10,NORMAL_2023_2024,0,10,-0.0050340250888101234,-0.004875440038405399,-0.013662793186543024,-0.003534505401017074,4,4,3,5
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_M10,NORMAL_2023_2024,30,10,-0.007278505110122235,-0.007049213026869505,-0.020224754841083804,-0.004345259408063518,3,3,3,5
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_M10,NORMAL_2023_2024,60,10,-0.009357080804668683,-0.009062308111869699,-0.02772321872326123,-0.003976424404124601,3,3,3,5
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_M10,PRE_STRESS_2017_2024,0,10,0.005781093772260659,0.0056778910101005775,0.013628373982871313,0.008079941064907004,7,7,6,7
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_M10,PRE_STRESS_2017_2024,30,10,0.0036743994704296346,0.0036084078180957935,0.007328847437695483,0.00938223775635677,6,6,6,5
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_M10,PRE_STRESS_2017_2024,60,10,0.001712188441509943,0.001680857961210147,0.0010523688928616992,0.003790670565486376,6,6,5,5
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_M10,YTD_2026,0,10,0.09001041137152099,0.05031323149530659,0.11555225694357482,0.04174947618785829,8,8,8,9
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_M10,YTD_2026,30,10,0.08394945433680812,0.046925330809997445,0.1086643177000921,0.04125548001486462,8,8,8,9
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_M10,YTD_2026,60,10,0.07821105676494333,0.04371773158846343,0.10176736218313666,0.04076529337606499,8,8,8,9
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_M5,BULL_2025,0,10,0.034404735968911915,0.01977496817736052,0.06506557581226269,0.000776620204145706,8,8,8,5
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_M5,BULL_2025,30,10,0.03183496754378379,0.018297930571956333,0.062322574073013004,0.0006174168092010768,8,8,8,5
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_M5,BULL_2025,60,10,0.029414495237802596,0.016906704582944965,0.059539119587596556,0.00045950866712646254,8,8,8,5
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_M5,EARLY_2017_2019,0,10,0.020465186765002252,0.02005974455296672,0.06094399339997323,-0.0003667317745487675,8,8,8,4
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_M5,EARLY_2017_2019,30,10,0.017305552413351688,0.01696333294818342,0.053160782895388226,-0.0007824933435870429,8,8,7,4
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_M5,EARLY_2017_2019,60,10,0.014350726419249782,0.014067623655275974,0.045021213489455536,-0.0011852163876532318,7,7,7,5
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_M5,LATE_2020_2022,0,10,0.01917977426302253,0.019074758072246456,0.04303195711515337,0.009244822928924867,7,7,7,8
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_M5,LATE_2020_2022,30,10,0.015125649146055742,0.015042830754423142,0.030779351377348642,0.01919845196302261,7,7,7,8
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_M5,LATE_2020_2022,60,10,0.011346987771867989,0.011284858915904306,0.018545115156331546,0.027175483587971283,7,7,6,8
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_M5,NORMAL_2023_2024,0,10,0.00021936823971208108,0.00021245756232429747,-0.0020248691269365605,0.011763700597436033,5,5,5,6
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_M5,NORMAL_2023_2024,30,10,-0.0028126066404929873,-0.0027240021226412336,-0.01095887873423007,0.008505541347140377,5,5,4,5
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_M5,NORMAL_2023_2024,60,10,-0.005621703155943569,-0.005444604698423783,-0.019892794916634496,0.004361595246713479,4,4,4,5
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_M5,PRE_STRESS_2017_2024,0,10,0.014606315898072653,0.014348572261456527,0.03739330533153145,0.018051427668488718,8,8,8,8
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_M5,PRE_STRESS_2017_2024,30,10,0.01107758551013388,0.010882499332394713,0.027606237243848065,0.003255189187377161,7,7,7,5
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_M5,PRE_STRESS_2017_2024,60,10,0.007788974112338143,0.007652279124117478,0.017802891378456656,-0.003434398879360423,6,6,6,5
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_M5,YTD_2026,0,10,0.127111479848325,0.07105166184523642,0.19567862301755126,0.04611109741240704,9,9,9,10
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_M5,YTD_2026,30,10,0.12046551593360905,0.06733675913725506,0.1894014454397878,0.04528091446466109,9,9,9,10
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_M5,YTD_2026,60,10,0.11412981706794761,0.06379528566929288,0.183119375657977,0.04445975189577284,9,9,9,10
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_P0,BULL_2025,0,10,0.036554434062874175,0.021010560028362157,0.0707038284068181,-0.002445574901289438,8,8,9,4
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_P0,BULL_2025,30,10,0.03241087769488826,0.018628949095725877,0.06499709879419102,-0.0023962178865606365,7,7,7,3
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_P0,BULL_2025,60,10,0.028524620331083828,0.016395227093975118,0.05920376177262854,-0.003536943623023092,7,7,7,3
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_P0,EARLY_2017_2019,0,10,0.0345007559502124,0.033681534372597244,0.09749553563357174,0.010761374042301097,9,9,9,7
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_P0,EARLY_2017_2019,30,10,0.029437781403436614,0.028739127097801798,0.08415793515132461,0.010905093737429705,8,8,8,7
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_P0,EARLY_2017_2019,60,10,0.024699416820029685,0.024113596079709088,0.0710636362473803,0.007203527807835286,8,8,8,7
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_P0,LATE_2020_2022,0,10,0.03284583891503401,0.03266599608485232,0.08115173995870165,0.0271150331639351,9,9,9,6
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_P0,LATE_2020_2022,30,10,0.02768307780090007,0.027531502952324927,0.06769594278310642,0.02779535547546913,9,9,9,6
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_P0,LATE_2020_2022,60,10,0.022858715865530677,0.022733556140848044,0.05422933054652175,0.021165224179867936,9,9,8,8
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_P0,NORMAL_2023_2024,0,10,0.005560403061711405,0.0053852357186295885,0.01292087001071701,0.007982699132980609,6,6,6,6
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_P0,NORMAL_2023_2024,30,10,0.0013557529983965755,0.0013130432077629872,0.0013387769227156815,0.005903017944777822,6,6,5,6
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_P0,NORMAL_2023_2024,60,10,-0.002543015132839166,-0.0024629034576077458,-0.010217443056318123,0.002901120637684329,4,4,4,6
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_P0,PRE_STRESS_2017_2024,0,10,0.028574240308570975,0.02804095710154808,0.0735701423923904,0.032099631893474145,9,9,9,9
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_P0,PRE_STRESS_2017_2024,30,10,0.02363165105638726,0.023190596517428885,0.06133232062817021,0.041174846195212444,9,9,8,9
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_P0,PRE_STRESS_2017_2024,60,10,0.019015070149251856,0.018660160993897557,0.049061742500065016,0.025848591726075676,8,8,8,9
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_P0,YTD_2026,0,10,0.21877673671215608,0.12228990438176374,0.2974269877950887,0.0684230803613865,10,10,10,10
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_P0,YTD_2026,30,10,0.20748481439210714,0.11597804453068045,0.28968737923577875,0.0674525200590737,10,10,10,10
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_P0,YTD_2026,60,10,0.19672025401486148,0.10996096484008511,0.2819049317621576,0.06649063226966206,10,10,10,10
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_P10,BULL_2025,0,10,0.007796616357069741,0.004481297007815799,0.028024729748355903,-0.014280720402883307,5,5,5,2
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_P10,BULL_2025,30,10,0.0018750947784498262,0.0010777568415827887,0.01585249379425091,-0.016584108728091407,5,5,5,2
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_P10,BULL_2025,60,10,-0.0035941248262327807,-0.0020658116408281413,0.0036324425611135025,-0.01824954142166807,5,5,5,2
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_P10,EARLY_2017_2019,0,10,0.017909427444040393,0.017492810498885902,0.05759765077852392,0.0005672783085735045,8,8,9,5
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_P10,EARLY_2017_2019,30,10,0.010639295433941043,0.01039217594784847,0.03993754030499133,-0.0017326941712324517,8,8,8,5
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_P10,EARLY_2017_2019,60,10,0.00389184229976941,0.0038020319297118466,0.02227282951105606,-0.004606362743113768,6,6,6,4
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_P10,LATE_2020_2022,0,10,0.06461261772477789,0.06425884030818807,0.160492847938257,0.03161868386295996,9,9,9,9
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_P10,LATE_2020_2022,30,10,0.05676486739628289,0.05645405924691954,0.144080499581387,0.03633932712658888,9,9,9,9
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_P10,LATE_2020_2022,60,10,0.04941971279180635,0.04914912201657112,0.12761848085437194,0.0357693970191818,9,9,9,9
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_P10,NORMAL_2023_2024,0,10,-0.00867740946578538,-0.008404048210480408,-0.02955514190733338,-0.010744194296414433,4,4,4,4
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_P10,NORMAL_2023_2024,30,10,-0.015189406309156273,-0.014710900000057592,-0.05024162059370668,-0.014656930981796823,4,4,4,4
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_P10,NORMAL_2023_2024,60,10,-0.02117935709967539,-0.020512151562568304,-0.0707693768432291,-0.018304331937370577,4,4,4,4
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_P10,PRE_STRESS_2017_2024,0,10,0.03127547502702932,0.03070236054434905,0.0827578130384545,0.01940162968208531,10,10,10,7
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_P10,PRE_STRESS_2017_2024,30,10,0.024387571364626104,0.0239408856477501,0.06577802416659352,0.0227454702829899,9,9,9,8
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_P10,PRE_STRESS_2017_2024,60,10,0.01797542165342314,0.017646430746003583,0.04880731597051444,0.03402475811190342,7,7,7,8
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_P10,YTD_2026,0,10,0.35897018096738914,0.20065400812776574,0.499934455481681,0.10738993666242813,10,10,10,10
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_P10,YTD_2026,30,10,0.33989030678748433,0.18998890714791883,0.4876976991006667,0.10483934737218403,10,10,10,10
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_P10,YTD_2026,60,10,0.3216934111004614,0.17981736575346452,0.47539828585581895,0.10284135789925425,10,10,10,10
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_P5,BULL_2025,0,10,0.019747691528112732,0.011350471397243433,0.050866649588213075,-0.005543416982575433,6,6,7,2
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_P5,BULL_2025,30,10,0.014815348940967032,0.008515486185066423,0.04154848603513034,-0.008129739625814703,6,6,7,2
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_P5,BULL_2025,60,10,0.010235287295065953,0.005882983108167705,0.032175706423068495,-0.009867039942052125,5,5,6,2
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_P5,EARLY_2017_2019,0,10,0.03294747065197712,0.032243270166685545,0.09992807477993533,0.007431690503851951,7,7,7,6
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_P5,EARLY_2017_2019,30,10,0.02666073680708425,0.02609071172361499,0.08275620864010647,0.006530989778225638,7,7,7,6
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_P5,EARLY_2017_2019,60,10,0.020792811900886554,0.020348032241317038,0.06565362742717124,0.0032530740470115282,7,7,7,5
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_P5,LATE_2020_2022,0,10,0.04234310500724714,0.04211126121531755,0.10388650924768211,0.02642167387285943,9,9,9,7
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_P5,LATE_2020_2022,30,10,0.035680806647496455,0.03548544134514414,0.08902067069795526,0.027317100802837946,9,9,8,8
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_P5,LATE_2020_2022,60,10,0.02946109615735415,0.02929978601615585,0.07398957540257955,0.02710253991206507,8,8,8,9
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_P5,NORMAL_2023_2024,0,10,0.00818685715489631,0.007928949589546319,0.016236874481125544,0.004255129133093893,5,5,5,5
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_P5,NORMAL_2023_2024,30,10,0.003401535662968691,0.0032943783296129903,0.0002029046238711217,0.0024085627053429537,5,5,5,5
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_P5,NORMAL_2023_2024,60,10,-0.00103066121148232,-0.0009981926684595743,-0.014555800190030804,-0.001424286259844143,5,5,5,5
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_P5,PRE_STRESS_2017_2024,0,10,0.020539838882955852,0.020162399994523295,0.052251597361376495,0.015018011664142128,10,10,9,7
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_P5,PRE_STRESS_2017_2024,30,10,0.01467096834428866,0.014401393229106274,0.03619509845114524,0.021009805031149076,9,9,9,8
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_P5,PRE_STRESS_2017_2024,60,10,0.009215741007006673,0.009046427807143653,0.019900064158247813,0.011137878131460999,9,9,9,7
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_P5,YTD_2026,0,10,0.26401272518516533,0.14757552107078936,0.3936954581130662,0.08937637818029842,10,10,10,10
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_P5,YTD_2026,30,10,0.2489351772971966,0.1391476053918157,0.38343232518665965,0.08800422860604395,10,10,10,10
KOSPI_KOSDAQ_ALL,WEIGHTED_MOM_R1M_GE_P5,YTD_2026,60,10,0.23460698184824275,0.131138556176856,0.37308690823215185,0.08664653508080716,10,10,10,10
