universe,strategy,period,cost_bp,n_phases,median_cagr,median_mdd,median_sharpe,median_benchmark_cagr,median_excess_cagr,median_information_ratio,median_relative_mdd,median_turnover,positive_cagr_phases,positive_excess_phases
K200,WEIGHTED_MOM,PRE_STRESS_2017_2024,0,10,-0.06809527612733651,-0.5548647698766628,-0.1851748117509659,0.020023146913723422,-0.08571258943251636,-0.4319783424873604,-0.5619393480068002,11.83029653684629,0,0
K200,WEIGHTED_MOM,PRE_STRESS_2017_2024,30,10,-0.10050142095635123,-0.6146983655201239,-0.33681411573528475,0.020023146913723422,-0.1175062976053553,-0.6260253710337351,-0.6557134220756557,11.83029653684629,0,0
K200,WEIGHTED_MOM,PRE_STRESS_2017_2024,60,10,-0.13182639022652504,-0.6888515864264549,-0.48809859288565527,0.020023146913723422,-0.14823925682925804,-0.8188370631111974,-0.7302046081685352,11.83029653684629,0,0
K200,WEIGHTED_MOM,YTD_2026,0,10,0.6589761655968114,-0.44058406817439466,1.1332450235867824,1.0477770274712994,-0.1898648420500157,-0.697814661906083,-0.29581132468173976,10.420030110077256,10,0
K200,WEIGHTED_MOM,YTD_2026,30,10,0.6083339049609373,-0.443167965794867,1.0823719855566774,1.0477770274712994,-0.21459520085202127,-0.7775629584573157,-0.30067040644367127,10.420030110077256,10,0
K200,WEIGHTED_MOM,YTD_2026,60,10,0.5591795709466225,-0.4457433866024116,1.0313665053396175,1.0477770274712994,-0.238598953875375,-0.8570732223547013,-0.30550184136862063,10.420030110077256,10,0
K200,WEIGHTED_MOM_R1M_GE_M10,BULL_2025,0,10,0.5816007019554432,-0.18410875321842363,1.666050733777253,0.8474539436294959,-0.14390250029819962,-0.6421786897691033,-0.32702577921716786,10.800814040737704,10,1
K200,WEIGHTED_MOM_R1M_GE_M10,BULL_2025,30,10,0.5306127500822232,-0.18820536878172167,1.5567298318996612,0.8474539436294959,-0.1715015384496179,-0.797160405852874,-0.3382678654446124,10.800814040737704,10,0
K200,WEIGHTED_MOM_R1M_GE_M10,BULL_2025,60,10,0.4812038354196061,-0.19234816615011863,1.4469555708513755,0.8474539436294959,-0.19824586668198962,-0.9508521622264038,-0.34933701808390616,10.800814040737704,10,0
K200,WEIGHTED_MOM_R1M_GE_M10,EARLY_2017_2019,0,10,-0.08254863097623283,-0.3979493787358595,-0.3695932058042178,0.027164865641854608,-0.10210330820256858,-0.6121923173519196,-0.31041026845086506,12.32887351310637,0,0
K200,WEIGHTED_MOM_R1M_GE_M10,EARLY_2017_2019,30,10,-0.116065138551736,-0.42669143426838513,-0.5678932274162695,0.027164865641854608,-0.13490576322699954,-0.8426591344329668,-0.37216432218090456,12.32887351310637,0,0
K200,WEIGHTED_MOM_R1M_GE_M10,EARLY_2017_2019,60,10,-0.14840637826940878,-0.46256672197794185,-0.7643141328851878,0.027164865641854608,-0.16655797759155827,-1.0706115493747237,-0.42618414828520607,12.32887351310637,0,0
K200,WEIGHTED_MOM_R1M_GE_M10,LATE_2020_2022,0,10,-0.047744168804707054,-0.48052070440262523,-0.04479421831058186,0.0031120961055546292,-0.05069848634833951,-0.20824018310656855,-0.3518957706356084,11.993205645318628,0,0
K200,WEIGHTED_MOM_R1M_GE_M10,LATE_2020_2022,30,10,-0.08126770932689759,-0.506018113612769,-0.1767216697779363,0.0031120961055546292,-0.08411802206357999,-0.3913655035292969,-0.402312654618341,11.993205645318628,0,0
K200,WEIGHTED_MOM_R1M_GE_M10,LATE_2020_2022,60,10,-0.11365909519590273,-0.5303009549505717,-0.3083355877369538,0.0031120961055546292,-0.11640891556866395,-0.5734316423838721,-0.44887637864197566,11.993205645318628,0,0
K200,WEIGHTED_MOM_R1M_GE_M10,NORMAL_2023_2024,0,10,-0.05146191521370275,-0.2717809109546441,-0.09368758912435021,0.03542592171588388,-0.0839150682895769,-0.3732788962424129,-0.20463642241354774,11.830931708019659,1,0
K200,WEIGHTED_MOM_R1M_GE_M10,NORMAL_2023_2024,30,10,-0.08444713240946422,-0.29474143796921026,-0.23753862194984204,0.03542592171588388,-0.11577173374865646,-0.5491219683042092,-0.2205520737605216,11.830931708019659,0,0
K200,WEIGHTED_MOM_R1M_GE_M10,NORMAL_2023_2024,60,10,-0.11633128906084444,-0.3239581037209355,-0.3805248192752383,0.03542592171588388,-0.14656501019912666,-0.7232810910166153,-0.25126952699153154,11.830931708019659,0,0
K200,WEIGHTED_MOM_R1M_GE_M10,PRE_STRESS_2017_2024,0,10,-0.06754859225233423,-0.5605926211564649,-0.17934460580842887,0.020023146913723422,-0.08457151328761059,-0.4233280850221027,-0.5343509255686438,12.049905549709258,0,0
K200,WEIGHTED_MOM_R1M_GE_M10,PRE_STRESS_2017_2024,30,10,-0.10082834979247096,-0.613875497132742,-0.3333523851587236,0.020023146913723422,-0.11724356286387477,-0.6222730514423558,-0.639745718106428,12.049905549709258,0,0
K200,WEIGHTED_MOM_R1M_GE_M10,PRE_STRESS_2017_2024,60,10,-0.13296837973872477,-0.6960479337810914,-0.4867608074323211,0.020023146913723422,-0.148796701957211,-0.8198721662587161,-0.7237394098591777,12.049905549709258,0,0
K200,WEIGHTED_MOM_R1M_GE_M10,YTD_2026,0,10,1.031089966074051,-0.36165328530268687,1.5052265752954512,1.0477770274712994,-0.008148866391891663,-0.1395382566430029,-0.24644253219211276,11.324682460661123,10,5
K200,WEIGHTED_MOM_R1M_GE_M10,YTD_2026,30,10,0.9640150463383347,-0.3653824862761382,1.44657171504057,1.0477770274712994,-0.04090385818831144,-0.2116748537706672,-0.2520714406436749,11.324682460661123,10,4
K200,WEIGHTED_MOM_R1M_GE_M10,YTD_2026,60,10,0.900092745886496,-0.36912076605467214,1.387868382521417,1.0477770274712994,-0.0721193174860319,-0.2838717651644795,-0.2576664575328591,11.324682460661123,10,2
K200,WEIGHTED_MOM_R1M_GE_M5,BULL_2025,0,10,0.5609689645655344,-0.18596676939104945,1.629945130085458,0.8474539436294959,-0.1550701602342175,-0.7003963392576265,-0.32997072565832725,11.393312361146965,10,1
K200,WEIGHTED_MOM_R1M_GE_M5,BULL_2025,30,10,0.5084808787836249,-0.19024007025611817,1.5151800471914156,0.8474539436294959,-0.18348119909280564,-0.8574722432309732,-0.34152923777871,11.393312361146965,10,0
K200,WEIGHTED_MOM_R1M_GE_M5,BULL_2025,60,10,0.45768819412571216,-0.1944958393685845,1.399946161069416,0.8474539436294959,-0.21097454193529191,-1.0131811969376643,-0.35290417574831234,11.393312361146965,10,0
K200,WEIGHTED_MOM_R1M_GE_M5,EARLY_2017_2019,0,10,-0.08179970365583306,-0.3989063198492934,-0.3669013142156799,0.027164865641854608,-0.10137118404292272,-0.6078672669693729,-0.31831174481369556,12.516232316486569,0,0
K200,WEIGHTED_MOM_R1M_GE_M5,EARLY_2017_2019,30,10,-0.11574498444768894,-0.43023552146248933,-0.5680754074099292,0.027164865641854608,-0.13459324526360145,-0.8410280707731066,-0.3737771165626818,12.516232316486569,0,0
K200,WEIGHTED_MOM_R1M_GE_M5,EARLY_2017_2019,60,10,-0.1484856951488533,-0.46768931453924656,-0.7672366612754677,0.027164865641854608,-0.16663638868551672,-1.0715697946524902,-0.4263383580416256,12.516232316486569,0,0
K200,WEIGHTED_MOM_R1M_GE_M5,LATE_2020_2022,0,10,-0.03380808432218951,-0.47371866615759806,0.005901021653099601,0.0031120961055546292,-0.03680563774585299,-0.13802816280538238,-0.34148528526699345,12.32763711876171,0,0
K200,WEIGHTED_MOM_R1M_GE_M5,LATE_2020_2022,30,10,-0.06852072107329427,-0.5039676180896853,-0.1305630161073188,0.0031120961055546292,-0.07141058058910216,-0.3317878974673636,-0.39397991769184826,12.32763711876171,0,0
K200,WEIGHTED_MOM_R1M_GE_M5,LATE_2020_2022,60,10,-0.10203791297342729,-0.5292056925657188,-0.266878262758929,0.0031120961055546292,-0.10482378737851195,-0.5242635403481358,-0.4423633672705881,12.32763711876171,0,0
K200,WEIGHTED_MOM_R1M_GE_M5,NORMAL_2023_2024,0,10,-0.05371795179090855,-0.27475772615732763,-0.10602987777617096,0.03542592171588388,-0.08609391713804665,-0.3879697193945214,-0.1987437901653618,12.058368932325726,3,0
K200,WEIGHTED_MOM_R1M_GE_M5,NORMAL_2023_2024,30,10,-0.08727311327948495,-0.2980457271639421,-0.25363945392525594,0.03542592171588388,-0.11850102689339254,-0.5672799160150356,-0.22398087840238284,12.058368932325726,0,0
K200,WEIGHTED_MOM_R1M_GE_M5,NORMAL_2023_2024,60,10,-0.11968629600067687,-0.320486871023477,-0.4003008601074661,0.03542592171588388,-0.1498052293876445,-0.7447688386684191,-0.2580800236680768,12.058368932325726,0,0
K200,WEIGHTED_MOM_R1M_GE_M5,PRE_STRESS_2017_2024,0,10,-0.06302665920501549,-0.5546424770718816,-0.1625875987656496,0.020023146913723422,-0.08163624053800267,-0.4152922263936155,-0.526159894308085,12.288946535795212,0,0
K200,WEIGHTED_MOM_R1M_GE_M5,PRE_STRESS_2017_2024,30,10,-0.09705214095219628,-0.5986875785608066,-0.3211073333194981,0.020023146913723422,-0.11498599013010058,-0.621135490867887,-0.6354384346359498,12.288946535795212,0,0
K200,WEIGHTED_MOM_R1M_GE_M5,PRE_STRESS_2017_2024,60,10,-0.1298920318606721,-0.6814055251118472,-0.47914443814900687,0.020023146913723422,-0.1471736921304851,-0.8252738250683186,-0.7224860816852695,12.288946535795212,0,0
K200,WEIGHTED_MOM_R1M_GE_M5,YTD_2026,0,10,1.0839252851987113,-0.35128826376937544,1.5654459966473817,1.0477770274712994,0.017652438347768085,-0.10051866647521243,-0.2314618460129964,11.773454760470692,10,5
K200,WEIGHTED_MOM_R1M_GE_M5,YTD_2026,30,10,1.0119108133856722,-0.3550629125829886,1.502885513778608,1.0477770274712994,-0.01751470673050548,-0.17633570253452308,-0.23637575820507378,11.773454760470692,10,5
K200,WEIGHTED_MOM_R1M_GE_M5,YTD_2026,60,10,0.9422843531301629,-0.3588216957190766,1.4402651313178247,1.0477770274712994,-0.05151570357804114,-0.25222715986923205,-0.2412626591661144,11.773454760470692,10,4
K200,WEIGHTED_MOM_R1M_GE_P0,BULL_2025,0,10,0.5339195701197801,-0.19728212855456434,1.5698563854004512,0.8474539436294959,-0.16971160476874808,-0.7954360003221026,-0.3417814595384828,11.965007937828716,10,0
K200,WEIGHTED_MOM_R1M_GE_P0,BULL_2025,30,10,0.47849739992950846,-0.2023692096512334,1.4514934161985957,0.8474539436294959,-0.19971082092316617,-0.9710171002981003,-0.3539045675523822,11.965007937828716,10,0
K200,WEIGHTED_MOM_R1M_GE_P0,BULL_2025,60,10,0.42499811469172954,-0.20811372600577827,1.3281936149688343,0.8474539436294959,-0.22866920736752494,-1.1450509974061291,-0.3658222867849986,11.965007937828716,10,0
K200,WEIGHTED_MOM_R1M_GE_P0,EARLY_2017_2019,0,10,-0.05496223880160994,-0.3756397559560123,-0.21392238238764605,0.027164865641854608,-0.08062719233235488,-0.47854013613654983,-0.2723438668415236,12.862476795711009,0,0
K200,WEIGHTED_MOM_R1M_GE_P0,EARLY_2017_2019,30,10,-0.09068875753555439,-0.40805964647790655,-0.42797891674547933,0.027164865641854608,-0.11538353850969946,-0.7231594285716982,-0.34020847537328125,12.862476795711009,0,0
K200,WEIGHTED_MOM_R1M_GE_P0,EARLY_2017_2019,60,10,-0.12512021771271392,-0.442150245959115,-0.6424698352407592,0.027164865641854608,-0.148879991368972,-0.9653690596177665,-0.4043664715891016,12.862476795711009,0,0
K200,WEIGHTED_MOM_R1M_GE_P0,LATE_2020_2022,0,10,-0.0671069301454455,-0.47066569106959544,-0.11803408938928173,0.0031120961055546292,-0.07000117586420923,-0.31253421413792476,-0.35929430688446434,12.614443243205251,0,0
K200,WEIGHTED_MOM_R1M_GE_P0,LATE_2020_2022,30,10,-0.10180773982675334,-0.4998990468978477,-0.2553051260872493,0.0031120961055546292,-0.10459432833044818,-0.5081091905065641,-0.4113035958596829,12.614443243205251,0,0
K200,WEIGHTED_MOM_R1M_GE_P0,LATE_2020_2022,60,10,-0.13527223138117778,-0.5275465144486389,-0.39235841874665944,0.0031120961055546292,-0.13795499827386315,-0.7024304618437807,-0.45916702021426786,12.614443243205251,0,0
K200,WEIGHTED_MOM_R1M_GE_P0,NORMAL_2023_2024,0,10,-0.06420952858607937,-0.2562636044162866,-0.15631656635488456,0.03542592171588388,-0.09622653655111313,-0.4521911747201014,-0.1977022784572402,12.79481404101018,2,1
K200,WEIGHTED_MOM_R1M_GE_P0,NORMAL_2023_2024,30,10,-0.09994009160140999,-0.27872821741319637,-0.3140573541482494,0.03542592171588388,-0.1307346189411301,-0.6442859782972046,-0.22189717468854608,12.79481404101018,1,0
K200,WEIGHTED_MOM_R1M_GE_P0,NORMAL_2023_2024,60,10,-0.1339332825546078,-0.31180216888829854,-0.47058054675044736,0.03542592171588388,-0.16356477148054605,-0.8340486381737082,-0.276102530568765,12.79481404101018,0,0
K200,WEIGHTED_MOM_R1M_GE_P0,PRE_STRESS_2017_2024,0,10,-0.05595691828970334,-0.5373858143720471,-0.13227738763822547,0.020023146913723422,-0.07458804618610482,-0.3764599626578444,-0.5230777784397305,12.718855517179867,0,0
K200,WEIGHTED_MOM_R1M_GE_P0,PRE_STRESS_2017_2024,30,10,-0.09112382241925449,-0.597929707076448,-0.2959759951511016,0.020023146913723422,-0.10906092756236369,-0.5891544370907389,-0.6206262351039493,12.718855517179867,0,0
K200,WEIGHTED_MOM_R1M_GE_P0,PRE_STRESS_2017_2024,60,10,-0.12503500863261752,-0.6747179395569423,-0.4591708173274701,0.020023146913723422,-0.1423028723043966,-0.8001052225393572,-0.7068935391898385,12.718855517179867,0,0
K200,WEIGHTED_MOM_R1M_GE_P0,YTD_2026,0,10,1.2836520907603555,-0.328007472423323,1.7255131823178242,1.0477770274712994,0.11518591141747625,0.10887198700689213,-0.22453662209203384,11.944120499699572,10,9
K200,WEIGHTED_MOM_R1M_GE_P0,YTD_2026,30,10,1.204687097518078,-0.332235953121131,1.6630494736669146,1.0477770274712994,0.07662458751211765,0.02050919364287459,-0.22825920550457374,11.944120499699572,10,9
K200,WEIGHTED_MOM_R1M_GE_P0,YTD_2026,60,10,1.1283477682864582,-0.3364442231741955,1.6004549378064437,1.0477770274712994,0.03934546570953967,-0.06757615317390993,-0.23196731112790386,11.944120499699572,10,7
K200,WEIGHTED_MOM_R1M_GE_P10,BULL_2025,0,10,0.5321872046698763,-0.18523817176622281,1.5871541208421056,0.8474539436294959,-0.17064930903784803,-0.8375901408921247,-0.3328968766836478,11.75315607088782,10,0
K200,WEIGHTED_MOM_R1M_GE_P10,BULL_2025,30,10,0.47846681209300435,-0.1867298277283333,1.4671132919775984,0.8474539436294959,-0.19972737767501902,-1.0157312001509808,-0.34528634640984124,11.75315607088782,10,0
K200,WEIGHTED_MOM_R1M_GE_P10,BULL_2025,60,10,0.42654142400351536,-0.18927571583081765,1.346073660725549,0.8474539436294959,-0.22783383644144312,-1.1921221790944245,-0.3574669218860365,11.75315607088782,10,0
K200,WEIGHTED_MOM_R1M_GE_P10,EARLY_2017_2019,0,10,0.0030252357221718373,-0.34312245552653464,0.10815736091787066,0.027164865641854608,-0.02049399673232538,-0.06865626880049727,-0.21012329447125028,8.24036461522602,6,1
K200,WEIGHTED_MOM_R1M_GE_P10,EARLY_2017_2019,30,10,-0.02083674713029654,-0.36382772802111096,-0.022410894974970005,0.027164865641854608,-0.045357449402068095,-0.22156826797431495,-0.238868873264089,8.24036461522602,1,1
K200,WEIGHTED_MOM_R1M_GE_P10,EARLY_2017_2019,60,10,-0.044180822765677086,-0.3812653042138449,-0.14664504765301445,0.027164865641854608,-0.06947052510987145,-0.36976490345251367,-0.26670320865776354,8.24036461522602,1,0
K200,WEIGHTED_MOM_R1M_GE_P10,LATE_2020_2022,0,10,-0.026540810060796616,-0.4402635607008054,0.044437658909466854,0.0031120961055546292,-0.029560909774167032,-0.07968791753689335,-0.2591185707892451,8.604741727258622,1,1
K200,WEIGHTED_MOM_R1M_GE_P10,LATE_2020_2022,30,10,-0.05106743622276355,-0.4534602487371993,-0.046850455642892475,0.0031120961055546292,-0.05401144352526854,-0.2155623095171046,-0.2946905572900642,8.604741727258622,1,1
K200,WEIGHTED_MOM_R1M_GE_P10,LATE_2020_2022,60,10,-0.07502052171891155,-0.466618993395215,-0.1382717077595983,0.0031120961055546292,-0.07789021598663365,-0.35509936381752805,-0.3291149255960335,8.604741727258622,1,1
K200,WEIGHTED_MOM_R1M_GE_P10,NORMAL_2023_2024,0,10,0.030407234226001,-0.20708603559953281,0.245064979647863,0.03542592171588388,-0.004846978798412449,0.03779359749002284,-0.1649089225652195,10.333113041199674,8,3
K200,WEIGHTED_MOM_R1M_GE_P10,NORMAL_2023_2024,30,10,-0.0010469575410966825,-0.22120936929081808,0.11420963114580131,0.03542592171588388,-0.03522500112469662,-0.13286010544119045,-0.17717170251911196,10.333113041199674,4,2
K200,WEIGHTED_MOM_R1M_GE_P10,NORMAL_2023_2024,60,10,-0.03304669866285115,-0.24704280316762628,-0.02298850829545087,0.03542592171588388,-0.06612990745418557,-0.30974821947308273,-0.1939067142994675,10.333113041199674,2,0
K200,WEIGHTED_MOM_R1M_GE_P10,PRE_STRESS_2017_2024,0,10,-0.011955209733899907,-0.5242980893358664,0.06763113526851425,0.020023146913723422,-0.03135055596190556,-0.11678333536071372,-0.3961548404633075,8.897795093278503,4,2
K200,WEIGHTED_MOM_R1M_GE_P10,PRE_STRESS_2017_2024,30,10,-0.03875985154549422,-0.5428867232489341,-0.04851049280145832,0.020023146913723422,-0.05762899405765459,-0.272409546497724,-0.4775889454164049,8.897795093278503,2,0
K200,WEIGHTED_MOM_R1M_GE_P10,PRE_STRESS_2017_2024,60,10,-0.06488857821908928,-0.5646788099511026,-0.16343920600596595,0.020023146913723422,-0.08324478669873447,-0.42639578510321574,-0.5592131307794894,8.897795093278503,0,0
K200,WEIGHTED_MOM_R1M_GE_P10,YTD_2026,0,10,1.0355796610648382,-0.425704174236755,1.447835231788079,1.0477770274712994,-0.005956393807936,-0.13130237244867088,-0.23579815553808792,9.820023048072807,10,5
K200,WEIGHTED_MOM_R1M_GE_P10,YTD_2026,30,10,0.974246801511433,-0.4265359225763995,1.4000275780829097,1.0477770274712994,-0.0359073399952472,-0.21999278322925267,-0.23890903931501495,9.820023048072807,10,5
K200,WEIGHTED_MOM_R1M_GE_P10,YTD_2026,60,10,0.914656504754457,-0.4273673503053928,1.3518576538652753,1.0477770274712994,-0.06500733279600501,-0.3178008876777187,-0.24201108738351518,9.820023048072807,10,3
K200,WEIGHTED_MOM_R1M_GE_P5,BULL_2025,0,10,0.47396775230391086,-0.19746200606455644,1.470052242638715,0.8474539436294959,-0.2021626534255216,-1.0068415767912224,-0.35535345674391583,12.618008338439921,10,0
K200,WEIGHTED_MOM_R1M_GE_P5,BULL_2025,30,10,0.41916883113028425,-0.20198166936733547,1.3341574483026704,0.8474539436294959,-0.23182451393500175,-1.1890225802988406,-0.36831699002884816,12.618008338439921,10,0
K200,WEIGHTED_MOM_R1M_GE_P5,BULL_2025,60,10,0.3663218238394045,-0.2064835112152471,1.197786531622231,0.8474539436294959,-0.2604298317958942,-1.368494690356563,-0.38104060451692295,12.618008338439921,10,0
K200,WEIGHTED_MOM_R1M_GE_P5,EARLY_2017_2019,0,10,-0.06621728200083732,-0.3940464358498679,-0.28568600089969637,0.027164865641854608,-0.09028391013302384,-0.5651163724316597,-0.2733305740601821,12.498934950826122,0,0
K200,WEIGHTED_MOM_R1M_GE_P5,EARLY_2017_2019,30,10,-0.10137256327419703,-0.4229128504920858,-0.49554616795193307,0.027164865641854608,-0.12395769648605365,-0.8107631102362092,-0.32814237000393065,12.498934950826122,0,0
K200,WEIGHTED_MOM_R1M_GE_P5,EARLY_2017_2019,60,10,-0.13526532732240093,-0.45325889297777866,-0.6936829266498272,0.027164865641854608,-0.15644319982510324,-1.0520592151743497,-0.39304638498756445,12.498934950826122,0,0
K200,WEIGHTED_MOM_R1M_GE_P5,LATE_2020_2022,0,10,-0.025481845371770673,-0.45008158545571325,0.04355605150997125,0.0031120961055546292,-0.028505230460620756,-0.08405620961991926,-0.3186782809410788,11.856542249409614,2,2
K200,WEIGHTED_MOM_R1M_GE_P5,LATE_2020_2022,30,10,-0.059781260777580614,-0.47764553986874714,-0.08678080503380253,0.0031120961055546292,-0.06269823395342305,-0.27458965712233346,-0.371184243219785,11.856542249409614,1,0
K200,WEIGHTED_MOM_R1M_GE_P5,LATE_2020_2022,60,10,-0.0929326350799149,-0.5040193076945749,-0.21697182977217971,0.0031120961055546292,-0.09574675807255217,-0.4639792912961145,-0.419729044680518,11.856542249409614,0,0
K200,WEIGHTED_MOM_R1M_GE_P5,NORMAL_2023_2024,0,10,-0.02023259402923383,-0.26902899445816947,0.033944239775150174,0.03542592171588388,-0.05375422285438053,-0.22710723917132597,-0.2003962617711575,12.847079062249994,2,2
K200,WEIGHTED_MOM_R1M_GE_P5,NORMAL_2023_2024,30,10,-0.056853545054393106,-0.2829774352048976,-0.126262934303213,0.03542592171588388,-0.08912222963990857,-0.430187199347983,-0.22155635081696373,12.847079062249994,2,1
K200,WEIGHTED_MOM_R1M_GE_P5,NORMAL_2023_2024,60,10,-0.09216376051688518,-0.3057860972188093,-0.28954637102893305,0.03542592171588388,-0.12322434619111178,-0.631726470885644,-0.2560769097268343,12.847079062249994,1,0
K200,WEIGHTED_MOM_R1M_GE_P5,PRE_STRESS_2017_2024,0,10,-0.047033177865334286,-0.5461518992845396,-0.08749062644513048,0.020023146913723422,-0.0644734864503228,-0.31382292641042686,-0.46477279588345943,12.325873615730341,2,0
K200,WEIGHTED_MOM_R1M_GE_P5,PRE_STRESS_2017_2024,30,10,-0.0821899003994313,-0.5810664712847957,-0.2470183716166362,0.020023146913723422,-0.09898625447389986,-0.525011430331038,-0.5819906676592043,12.325873615730341,0,0
K200,WEIGHTED_MOM_R1M_GE_P5,PRE_STRESS_2017_2024,60,10,-0.1161093340604365,-0.6578017279488448,-0.4058140747441311,0.020023146913723422,-0.13228441657319928,-0.7337883347066507,-0.6787743318066135,12.325873615730341,0,0
K200,WEIGHTED_MOM_R1M_GE_P5,YTD_2026,0,10,1.3389854040605444,-0.3355624791068767,1.773569515765595,1.0477770274712994,0.14220707268546817,0.1541120574232651,-0.24165415874442242,11.238846469482173,10,7
K200,WEIGHTED_MOM_R1M_GE_P5,YTD_2026,30,10,1.2532709741141332,-0.3388900831993044,1.7064656137911327,1.0477770274712994,0.10034976654494032,0.07153388112867515,-0.24552198354824262,11.238846469482173,10,7
K200,WEIGHTED_MOM_R1M_GE_P5,YTD_2026,60,10,1.170571691184281,-0.34220702920846235,1.6392314335410811,1.0477770274712994,0.05996486046365024,-0.010905816702914468,-0.24937423749837584,11.238846469482173,10,6
KOSDAQ,WEIGHTED_MOM,BULL_2025,0,10,0.6713947598342077,-0.21992158400489287,1.6458367682153252,0.4002075396664764,0.1936764461590641,0.8151562114763626,-0.2152428183560347,12.358116191987673,10,10
KOSDAQ,WEIGHTED_MOM,BULL_2025,30,10,0.6091929057363874,-0.22429114134225148,1.5390651318415858,0.4002075396664764,0.14925313580277155,0.6722163496754905,-0.2216572598444953,12.358116191987673,10,9
KOSDAQ,WEIGHTED_MOM,BULL_2025,60,10,0.5492008331434465,-0.22864273980761463,1.4314841261203015,0.4002075396664764,0.10640800685336738,0.5290030182539138,-0.23196486634423025,12.358116191987673,10,7
KOSDAQ,WEIGHTED_MOM,EARLY_2017_2019,0,10,0.09189717194412317,-0.49295173155605554,0.4330645878424946,0.02669404119639318,0.06585818174388236,0.43253916361514577,-0.3765121025072957,11.396855369553142,10,10
KOSDAQ,WEIGHTED_MOM,EARLY_2017_2019,30,10,0.05510858913632277,-0.508813380721288,0.32713428029432057,0.02669404119639318,0.030219293783899537,0.2765315249250469,-0.3964502004152788,11.396855369553142,9,9
KOSDAQ,WEIGHTED_MOM,EARLY_2017_2019,60,10,0.019702109994702344,-0.524889833846107,0.22216211085269316,0.02669404119639318,-0.004277225830845943,0.1202147609544612,-0.41577951537486824,11.396855369553142,9,4
KOSDAQ,WEIGHTED_MOM,LATE_2020_2022,0,10,-0.10109241740331276,-0.6100115801269914,-0.08951527190867761,0.010954874215636456,-0.11083312863581868,-0.28912468539645053,-0.4848875540093452,12.06546572215106,0,0
KOSDAQ,WEIGHTED_MOM,LATE_2020_2022,30,10,-0.13307687719257344,-0.6256374847753599,-0.18424193284031642,0.010954874215636456,-0.14247099952899384,-0.4137517250049011,-0.5290954271653778,12.06546572215106,0,0
KOSDAQ,WEIGHTED_MOM,LATE_2020_2022,60,10,-0.16396865364878022,-0.6406038576671831,-0.27875019450671945,0.010954874215636456,-0.1730280275864282,-0.5377983564259082,-0.5673594790718502,12.06546572215106,0,0
