date,sample,horizon,universe,strategy,gross,turnover
2016-02-01,EARLY_2016_2019,10,KOSDAQ_PLUS_KOSPI_EX_K200,VETO_TOP1_ONLY,-0.05211550714520666,1.0
2016-02-01,EARLY_2016_2019,10,KOSPI_ALL,CF20,-0.02215274150118266,0.33125
2016-02-01,EARLY_2016_2019,10,KOSPI_ALL,VETO_LOW05,-0.02264437225877986,1.0
2016-02-01,EARLY_2016_2019,10,KOSPI_ALL,VETO_LOW10,-0.0233256230807973,1.0
2016-02-01,EARLY_2016_2019,10,KOSPI_ALL,VETO_LOW20,-0.023996896840051005,1.0
2016-02-01,EARLY_2016_2019,10,KOSPI_ALL,VETO_LOW30,-0.022862108723127876,1.0
2016-02-01,EARLY_2016_2019,10,KOSPI_ALL,VETO_TOP1_LOW05,-0.023318791322674465,1.0
2016-02-01,EARLY_2016_2019,10,KOSPI_ALL,VETO_TOP1_LOW10,-0.023868542269622893,1.0
2016-02-01,EARLY_2016_2019,10,KOSPI_ALL,VETO_TOP1_LOW20,-0.0245398160288766,1.0
2016-02-01,EARLY_2016_2019,10,KOSPI_ALL,VETO_TOP1_LOW30,-0.02261828046447483,1.0
2016-02-01,EARLY_2016_2019,10,KOSPI_ALL,VETO_TOP1_ONLY,-0.022827160565077265,1.0
2016-02-01,EARLY_2016_2019,10,KOSPI_EX_K200,CF20,-0.04554140557493591,0.30625
2016-02-01,EARLY_2016_2019,10,KOSPI_EX_K200,VETO_LOW05,-0.04554140557493591,1.0
2016-02-01,EARLY_2016_2019,10,KOSPI_EX_K200,VETO_LOW10,-0.04518351429090122,1.0
2016-02-01,EARLY_2016_2019,10,KOSPI_EX_K200,VETO_LOW20,-0.04590133623697722,1.0
2016-02-01,EARLY_2016_2019,10,KOSPI_EX_K200,VETO_LOW30,-0.04772449115051438,1.0
2016-02-01,EARLY_2016_2019,10,KOSPI_EX_K200,VETO_TOP1_LOW05,-0.04554140557493591,1.0
2016-02-01,EARLY_2016_2019,10,KOSPI_EX_K200,VETO_TOP1_LOW10,-0.04518351429090122,1.0
2016-02-01,EARLY_2016_2019,10,KOSPI_EX_K200,VETO_TOP1_LOW20,-0.04590133623697722,1.0
2016-02-01,EARLY_2016_2019,10,KOSPI_EX_K200,VETO_TOP1_LOW30,-0.04772449115051438,1.0
2016-02-01,EARLY_2016_2019,10,KOSPI_EX_K200,VETO_TOP1_ONLY,-0.04554140557493591,1.0
2016-02-01,EARLY_2016_2019,10,KOSPI_KOSDAQ_ALL,CF20,-0.03446236802525316,0.40625
2016-02-01,EARLY_2016_2019,10,KOSPI_KOSDAQ_ALL,VETO_LOW05,-0.032916195110490716,1.0
2016-02-01,EARLY_2016_2019,10,KOSPI_KOSDAQ_ALL,VETO_LOW10,-0.03154202579938541,1.0
