strategy,universe,horizon,sample,family,n_dates,gross_delta
VETO_LOW05,K200,20,NORMAL_2023_2024,FLOW,24,-0.0014788889747543688
VETO_LOW05,K200,20,NORMAL_2023_2024,MOMENTUM,24,-0.0018596712234541998
VETO_LOW05,K200,20,NORMAL_2023_2024,REVISION,24,0.0010903694382202978
VETO_LOW05,K200,20,NORMAL_2023_2024,VALUE,24,0.0002097277760749947
VETO_LOW05,K200,20,YTD_2026,FLOW,6,0.002485644750635306
VETO_LOW05,K200,20,YTD_2026,MOMENTUM,6,-0.0025737757067876015
VETO_LOW05,K200,20,YTD_2026,REVISION,6,-0.0006429942455083996
VETO_LOW05,K200,20,YTD_2026,VALUE,6,0.004381139541448156
VETO_LOW05,KOSDAQ,5,BULL_2025,FLOW,49,-0.00011172044507838061
VETO_LOW05,KOSDAQ,5,BULL_2025,MOMENTUM,49,-3.926198053675968e-05
VETO_LOW05,KOSDAQ,5,BULL_2025,REVISION,49,-1.042007050629146e-05
VETO_LOW05,KOSDAQ,5,BULL_2025,VALUE,49,-5.686681711812205e-05
VETO_LOW05,KOSDAQ,5,EARLY_2016_2019,FLOW,192,7.219565795399035e-05
VETO_LOW05,KOSDAQ,5,EARLY_2016_2019,MOMENTUM,192,0.0005066176110051093
VETO_LOW05,KOSDAQ,5,EARLY_2016_2019,REVISION,192,0.00011194635276542873
VETO_LOW05,KOSDAQ,5,EARLY_2016_2019,VALUE,192,0.00018025754405594867
VETO_LOW05,KOSDAQ,5,LATE_2020_2022,FLOW,149,1.3975657917038277e-05
VETO_LOW05,KOSDAQ,5,LATE_2020_2022,MOMENTUM,149,-0.0002302385318940658
VETO_LOW05,KOSDAQ,5,LATE_2020_2022,REVISION,149,-0.0001551034992079927
VETO_LOW05,KOSDAQ,5,LATE_2020_2022,VALUE,149,-0.0002960688537789859
VETO_LOW05,KOSDAQ,5,NORMAL_2023_2024,FLOW,97,0.00041437842413477875
VETO_LOW05,KOSDAQ,5,NORMAL_2023_2024,MOMENTUM,97,0.0005714197737027545
VETO_LOW05,KOSDAQ,5,NORMAL_2023_2024,REVISION,97,0.00032920059550856697
VETO_LOW05,KOSDAQ,5,NORMAL_2023_2024,VALUE,97,-8.855670456145612e-05
VETO_LOW05,KOSDAQ,5,YTD_2026,FLOW,28,-0.0002491432829656474
VETO_LOW05,KOSDAQ,5,YTD_2026,MOMENTUM,28,0.0004450323262932837
VETO_LOW05,KOSDAQ,5,YTD_2026,REVISION,28,-0.0001808875791017805
VETO_LOW05,KOSDAQ,5,YTD_2026,VALUE,28,-0.0005001139120467398
VETO_LOW05,KOSDAQ,10,BULL_2025,FLOW,25,1.233397106374507e-05
VETO_LOW05,KOSDAQ,10,BULL_2025,MOMENTUM,25,0.00034717746605295995
VETO_LOW05,KOSDAQ,10,BULL_2025,REVISION,25,0.0007600038668516252
VETO_LOW05,KOSDAQ,10,BULL_2025,VALUE,25,0.0
VETO_LOW05,KOSDAQ,10,EARLY_2016_2019,FLOW,96,0.0002779888743580921
VETO_LOW05,KOSDAQ,10,EARLY_2016_2019,MOMENTUM,96,0.0013193732848326173
VETO_LOW05,KOSDAQ,10,EARLY_2016_2019,REVISION,96,0.0003973394062116919
VETO_LOW05,KOSDAQ,10,EARLY_2016_2019,VALUE,96,0.0004400725336766631
VETO_LOW05,KOSDAQ,10,LATE_2020_2022,FLOW,75,2.79339695426468e-05
VETO_LOW05,KOSDAQ,10,LATE_2020_2022,MOMENTUM,75,0.00017438587053555498
VETO_LOW05,KOSDAQ,10,LATE_2020_2022,REVISION,75,-0.0003332201260854046
VETO_LOW05,KOSDAQ,10,LATE_2020_2022,VALUE,75,-0.0003633488218972071
VETO_LOW05,KOSDAQ,10,NORMAL_2023_2024,FLOW,48,0.0006621915001831113
VETO_LOW05,KOSDAQ,10,NORMAL_2023_2024,MOMENTUM,48,0.0009103485490784047
VETO_LOW05,KOSDAQ,10,NORMAL_2023_2024,REVISION,48,0.0002552896267900975
VETO_LOW05,KOSDAQ,10,NORMAL_2023_2024,VALUE,48,-3.676851961427933e-05
VETO_LOW05,KOSDAQ,10,YTD_2026,FLOW,13,0.00023842982901713867
VETO_LOW05,KOSDAQ,10,YTD_2026,MOMENTUM,13,0.0007964469279610674
VETO_LOW05,KOSDAQ,10,YTD_2026,REVISION,13,2.012115268065079e-05
VETO_LOW05,KOSDAQ,10,YTD_2026,VALUE,13,-8.819689353072677e-05
VETO_LOW05,KOSDAQ,20,BULL_2025,FLOW,12,0.0
VETO_LOW05,KOSDAQ,20,BULL_2025,MOMENTUM,12,-0.0009242755255453745
VETO_LOW05,KOSDAQ,20,BULL_2025,REVISION,12,0.0004143737286763617
VETO_LOW05,KOSDAQ,20,BULL_2025,VALUE,12,0.0
VETO_LOW05,KOSDAQ,20,EARLY_2016_2019,FLOW,48,0.0009336937608649811
VETO_LOW05,KOSDAQ,20,EARLY_2016_2019,MOMENTUM,48,0.0019416260456194322
VETO_LOW05,KOSDAQ,20,EARLY_2016_2019,REVISION,48,0.0008321477299046714
VETO_LOW05,KOSDAQ,20,EARLY_2016_2019,VALUE,48,0.0007035236245698101
VETO_LOW05,KOSDAQ,20,LATE_2020_2022,FLOW,38,-7.702758163973405e-05
VETO_LOW05,KOSDAQ,20,LATE_2020_2022,MOMENTUM,38,-0.0009534429293605355
VETO_LOW05,KOSDAQ,20,LATE_2020_2022,REVISION,38,0.0001880263139017772
VETO_LOW05,KOSDAQ,20,LATE_2020_2022,VALUE,38,0.0005483368139604328
VETO_LOW05,KOSDAQ,20,NORMAL_2023_2024,FLOW,24,-0.00014309339567225682
VETO_LOW05,KOSDAQ,20,NORMAL_2023_2024,MOMENTUM,24,-0.00019086301571159337
VETO_LOW05,KOSDAQ,20,NORMAL_2023_2024,REVISION,24,6.215825935164897e-05
VETO_LOW05,KOSDAQ,20,NORMAL_2023_2024,VALUE,24,8.06867345327446e-05
VETO_LOW05,KOSDAQ,20,YTD_2026,FLOW,6,0.002535443530040881
VETO_LOW05,KOSDAQ,20,YTD_2026,MOMENTUM,6,-0.0017701239850346437
VETO_LOW05,KOSDAQ,20,YTD_2026,REVISION,6,0.0
VETO_LOW05,KOSDAQ,20,YTD_2026,VALUE,6,8.040360513667776e-05
VETO_LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,5,BULL_2025,FLOW,49,9.970904830811397e-05
VETO_LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,5,BULL_2025,MOMENTUM,49,0.00035914685744130136
VETO_LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,5,BULL_2025,REVISION,49,-3.063879526228516e-05
VETO_LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,5,BULL_2025,VALUE,49,8.442911872075041e-05
VETO_LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,5,EARLY_2016_2019,FLOW,192,1.845604793117344e-05
VETO_LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,5,EARLY_2016_2019,MOMENTUM,192,0.0008956407923136498
VETO_LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,5,EARLY_2016_2019,REVISION,192,0.0002744505198734462
VETO_LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,5,EARLY_2016_2019,VALUE,192,0.00014953118441692618
VETO_LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,5,LATE_2020_2022,FLOW,149,-3.771378230692716e-05
VETO_LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,5,LATE_2020_2022,MOMENTUM,149,-3.5789734593699474e-05
VETO_LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,5,LATE_2020_2022,REVISION,149,5.993848640306134e-05
VETO_LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,5,LATE_2020_2022,VALUE,149,-4.125371181842112e-05
VETO_LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,5,NORMAL_2023_2024,FLOW,97,0.000689739662448546
VETO_LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,5,NORMAL_2023_2024,MOMENTUM,97,0.0013180215584006625
VETO_LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,5,NORMAL_2023_2024,REVISION,97,7.488154896988202e-05
VETO_LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,5,NORMAL_2023_2024,VALUE,97,8.24841958097832e-05
VETO_LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,5,YTD_2026,FLOW,28,-0.0006567355341389935
VETO_LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,5,YTD_2026,MOMENTUM,28,-0.0004432174113284608
VETO_LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,5,YTD_2026,REVISION,28,-0.0007447408029289502
VETO_LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,5,YTD_2026,VALUE,28,0.0005857814771117973
VETO_LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,10,BULL_2025,FLOW,25,-0.0003167803215277135
VETO_LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,10,BULL_2025,MOMENTUM,25,-0.0005551891608415636
VETO_LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,10,BULL_2025,REVISION,25,0.00010874111895270128
VETO_LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,10,BULL_2025,VALUE,25,0.0002665042061014088
VETO_LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,10,EARLY_2016_2019,FLOW,96,0.00034471565195754117
VETO_LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,10,EARLY_2016_2019,MOMENTUM,96,0.0014365863772759942
VETO_LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,10,EARLY_2016_2019,REVISION,96,0.0005778836037640772
VETO_LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,10,EARLY_2016_2019,VALUE,96,0.0004446746431985931
VETO_LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,10,LATE_2020_2022,FLOW,75,5.689893459546606e-05
VETO_LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,10,LATE_2020_2022,MOMENTUM,75,-0.00026530028867828695
VETO_LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,10,LATE_2020_2022,REVISION,75,-0.00016518993529034706
VETO_LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,10,LATE_2020_2022,VALUE,75,8.591010330939241e-05
VETO_LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,10,NORMAL_2023_2024,FLOW,48,0.0015683800212231685
VETO_LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,10,NORMAL_2023_2024,MOMENTUM,48,0.0024825407744087378
VETO_LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,10,NORMAL_2023_2024,REVISION,48,0.0003558610388861741
VETO_LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,10,NORMAL_2023_2024,VALUE,48,0.0001504708899394658
VETO_LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,10,YTD_2026,FLOW,13,0.00033544300101486863
VETO_LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,10,YTD_2026,MOMENTUM,13,0.003874641440500657
VETO_LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,10,YTD_2026,REVISION,13,-0.002058311771094342
VETO_LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,10,YTD_2026,VALUE,13,0.0013991587468857984
VETO_LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,20,BULL_2025,FLOW,12,0.0
VETO_LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,20,BULL_2025,MOMENTUM,12,-0.003220423755271918
VETO_LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,20,BULL_2025,REVISION,12,0.0
VETO_LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,20,BULL_2025,VALUE,12,0.00015706643940932344
VETO_LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,20,EARLY_2016_2019,FLOW,48,0.0012793771591032626
VETO_LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,20,EARLY_2016_2019,MOMENTUM,48,0.0019936789747111204
VETO_LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,20,EARLY_2016_2019,REVISION,48,0.0011241894503723638
VETO_LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,20,EARLY_2016_2019,VALUE,48,0.0002597331851789916
VETO_LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,20,LATE_2020_2022,FLOW,38,0.00020388268946013312
VETO_LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,20,LATE_2020_2022,MOMENTUM,38,-0.0010024208208823237
VETO_LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,20,LATE_2020_2022,REVISION,38,0.00035325137596722785
VETO_LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,20,LATE_2020_2022,VALUE,38,0.0008872777682636668
VETO_LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,20,NORMAL_2023_2024,FLOW,24,0.0016359235024980482
VETO_LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,20,NORMAL_2023_2024,MOMENTUM,24,0.002782977012376575
VETO_LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,20,NORMAL_2023_2024,REVISION,24,-6.742929439793682e-05
VETO_LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,20,NORMAL_2023_2024,VALUE,24,0.0005913946412586952
VETO_LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,20,YTD_2026,FLOW,6,0.004043648861645509
VETO_LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,20,YTD_2026,MOMENTUM,6,0.005185184958822465
VETO_LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,20,YTD_2026,REVISION,6,-0.0020990635812403596
VETO_LOW05,KOSDAQ_PLUS_KOSPI_EX_K200,20,YTD_2026,VALUE,6,0.0018028242253527351
VETO_LOW05,KOSPI_ALL,5,BULL_2025,FLOW,49,-0.00012165994656234283
VETO_LOW05,KOSPI_ALL,5,BULL_2025,MOMENTUM,49,-0.00022329486251387162
VETO_LOW05,KOSPI_ALL,5,BULL_2025,REVISION,49,0.00019260295765417622
VETO_LOW05,KOSPI_ALL,5,BULL_2025,VALUE,49,-9.190408024515891e-05
VETO_LOW05,KOSPI_ALL,5,EARLY_2016_2019,FLOW,192,0.00018383368961498927
VETO_LOW05,KOSPI_ALL,5,EARLY_2016_2019,MOMENTUM,192,0.00015169575356807036
VETO_LOW05,KOSPI_ALL,5,EARLY_2016_2019,REVISION,192,2.2988126987446553e-05
VETO_LOW05,KOSPI_ALL,5,EARLY_2016_2019,VALUE,192,0.00012436474747308532
VETO_LOW05,KOSPI_ALL,5,LATE_2020_2022,FLOW,149,-0.00013315960974049935
VETO_LOW05,KOSPI_ALL,5,LATE_2020_2022,MOMENTUM,149,7.675522843309412e-05
VETO_LOW05,KOSPI_ALL,5,LATE_2020_2022,REVISION,149,3.751240366552115e-06
VETO_LOW05,KOSPI_ALL,5,LATE_2020_2022,VALUE,149,9.338879095346873e-05
VETO_LOW05,KOSPI_ALL,5,NORMAL_2023_2024,FLOW,97,0.0005005542479017799
VETO_LOW05,KOSPI_ALL,5,NORMAL_2023_2024,MOMENTUM,97,0.0008685239828105643
VETO_LOW05,KOSPI_ALL,5,NORMAL_2023_2024,REVISION,97,1.5470464705967672e-05
VETO_LOW05,KOSPI_ALL,5,NORMAL_2023_2024,VALUE,97,-0.0001929455218890395
VETO_LOW05,KOSPI_ALL,5,YTD_2026,FLOW,28,0.0009602818150592334
VETO_LOW05,KOSPI_ALL,5,YTD_2026,MOMENTUM,28,0.002511005083972575
VETO_LOW05,KOSPI_ALL,5,YTD_2026,REVISION,28,-0.0013053890382236032
VETO_LOW05,KOSPI_ALL,5,YTD_2026,VALUE,28,0.00024178801928326552
VETO_LOW05,KOSPI_ALL,10,BULL_2025,FLOW,25,3.109632832407887e-05
VETO_LOW05,KOSPI_ALL,10,BULL_2025,MOMENTUM,25,0.00026074622303208267
VETO_LOW05,KOSPI_ALL,10,BULL_2025,REVISION,25,0.0002125229065557488
VETO_LOW05,KOSPI_ALL,10,BULL_2025,VALUE,25,-0.00019154869121872268
VETO_LOW05,KOSPI_ALL,10,EARLY_2016_2019,FLOW,96,4.995106101078424e-05
VETO_LOW05,KOSPI_ALL,10,EARLY_2016_2019,MOMENTUM,96,-3.161043353982434e-05
VETO_LOW05,KOSPI_ALL,10,EARLY_2016_2019,REVISION,96,0.00013733194781688192
VETO_LOW05,KOSPI_ALL,10,EARLY_2016_2019,VALUE,96,0.00043324103277376044
VETO_LOW05,KOSPI_ALL,10,LATE_2020_2022,FLOW,75,8.762358040346876e-05
VETO_LOW05,KOSPI_ALL,10,LATE_2020_2022,MOMENTUM,75,7.198276846935562e-05
VETO_LOW05,KOSPI_ALL,10,LATE_2020_2022,REVISION,75,-0.00034441602818767274
VETO_LOW05,KOSPI_ALL,10,LATE_2020_2022,VALUE,75,-5.237231320397625e-05
VETO_LOW05,KOSPI_ALL,10,NORMAL_2023_2024,FLOW,48,0.0005333040512131168
VETO_LOW05,KOSPI_ALL,10,NORMAL_2023_2024,MOMENTUM,48,0.0016499545887350548
VETO_LOW05,KOSPI_ALL,10,NORMAL_2023_2024,REVISION,48,-7.485782328682636e-05
VETO_LOW05,KOSPI_ALL,10,NORMAL_2023_2024,VALUE,48,-0.0007429615616515797
VETO_LOW05,KOSPI_ALL,10,YTD_2026,FLOW,13,0.0022322064162760137
VETO_LOW05,KOSPI_ALL,10,YTD_2026,MOMENTUM,13,0.004732620224342344
VETO_LOW05,KOSPI_ALL,10,YTD_2026,REVISION,13,-0.0023745419898215476
VETO_LOW05,KOSPI_ALL,10,YTD_2026,VALUE,13,0.0011158533868098407
VETO_LOW05,KOSPI_ALL,20,BULL_2025,FLOW,12,2.2506688371849947e-05
VETO_LOW05,KOSPI_ALL,20,BULL_2025,MOMENTUM,12,-0.0001052202170253834
VETO_LOW05,KOSPI_ALL,20,BULL_2025,REVISION,12,0.0008276044934409764
VETO_LOW05,KOSPI_ALL,20,BULL_2025,VALUE,12,0.0
VETO_LOW05,KOSPI_ALL,20,EARLY_2016_2019,FLOW,48,0.0003640867830344683
VETO_LOW05,KOSPI_ALL,20,EARLY_2016_2019,MOMENTUM,48,0.0006951841476532504
VETO_LOW05,KOSPI_ALL,20,EARLY_2016_2019,REVISION,48,-3.953304418883118e-05
VETO_LOW05,KOSPI_ALL,20,EARLY_2016_2019,VALUE,48,0.0008685195987335189
VETO_LOW05,KOSPI_ALL,20,LATE_2020_2022,FLOW,38,2.123094027370884e-05
VETO_LOW05,KOSPI_ALL,20,LATE_2020_2022,MOMENTUM,38,0.00022171722696799037
VETO_LOW05,KOSPI_ALL,20,LATE_2020_2022,REVISION,38,0.0004416890238760881
VETO_LOW05,KOSPI_ALL,20,LATE_2020_2022,VALUE,38,0.00020514596491063588
VETO_LOW05,KOSPI_ALL,20,NORMAL_2023_2024,FLOW,24,-0.00023840412687409717
VETO_LOW05,KOSPI_ALL,20,NORMAL_2023_2024,MOMENTUM,24,0.0012670890405257558
VETO_LOW05,KOSPI_ALL,20,NORMAL_2023_2024,REVISION,24,-0.000250191776397194
VETO_LOW05,KOSPI_ALL,20,NORMAL_2023_2024,VALUE,24,-7.882016443050328e-05
VETO_LOW05,KOSPI_ALL,20,YTD_2026,FLOW,6,0.0018060039107863554
VETO_LOW05,KOSPI_ALL,20,YTD_2026,MOMENTUM,6,0.011391005178910105
VETO_LOW05,KOSPI_ALL,20,YTD_2026,REVISION,6,-0.003724192829108143
VETO_LOW05,KOSPI_ALL,20,YTD_2026,VALUE,6,0.002944675323929191
VETO_LOW05,KOSPI_EX_K200,5,BULL_2025,FLOW,49,0.00030981304382963614
VETO_LOW05,KOSPI_EX_K200,5,BULL_2025,MOMENTUM,49,-6.0420366442093365e-05
VETO_LOW05,KOSPI_EX_K200,5,BULL_2025,REVISION,49,-3.7003460013977646e-05
VETO_LOW05,KOSPI_EX_K200,5,BULL_2025,VALUE,49,6.162496247693998e-05
VETO_LOW05,KOSPI_EX_K200,5,EARLY_2016_2019,FLOW,192,3.9637646483386864e-05
VETO_LOW05,KOSPI_EX_K200,5,EARLY_2016_2019,MOMENTUM,192,0.00015764888274713942
VETO_LOW05,KOSPI_EX_K200,5,EARLY_2016_2019,REVISION,192,0.00023034861357783078
VETO_LOW05,KOSPI_EX_K200,5,EARLY_2016_2019,VALUE,192,4.572274687011862e-05
VETO_LOW05,KOSPI_EX_K200,5,LATE_2020_2022,FLOW,149,-0.00010470549728947771
VETO_LOW05,KOSPI_EX_K200,5,LATE_2020_2022,MOMENTUM,149,0.00013411046130548893
VETO_LOW05,KOSPI_EX_K200,5,LATE_2020_2022,REVISION,149,0.0002950780451371439
VETO_LOW05,KOSPI_EX_K200,5,LATE_2020_2022,VALUE,149,0.0001599675510183711
VETO_LOW05,KOSPI_EX_K200,5,NORMAL_2023_2024,FLOW,97,0.0007502761449826087
VETO_LOW05,KOSPI_EX_K200,5,NORMAL_2023_2024,MOMENTUM,97,0.0017392623963008885
VETO_LOW05,KOSPI_EX_K200,5,NORMAL_2023_2024,REVISION,97,0.00014338699962628017
VETO_LOW05,KOSPI_EX_K200,5,NORMAL_2023_2024,VALUE,97,-0.0003421741435809143
VETO_LOW05,KOSPI_EX_K200,5,YTD_2026,FLOW,28,0.0011219864646388941
VETO_LOW05,KOSPI_EX_K200,5,YTD_2026,MOMENTUM,28,0.001945423632404932
VETO_LOW05,KOSPI_EX_K200,5,YTD_2026,REVISION,28,-0.0010247390393226669
VETO_LOW05,KOSPI_EX_K200,5,YTD_2026,VALUE,28,0.0008160378922623233
VETO_LOW05,KOSPI_EX_K200,10,BULL_2025,FLOW,25,0.0005047906465742484
VETO_LOW05,KOSPI_EX_K200,10,BULL_2025,MOMENTUM,25,0.0004861304604633218
VETO_LOW05,KOSPI_EX_K200,10,BULL_2025,REVISION,25,5.82229166894218e-05
VETO_LOW05,KOSPI_EX_K200,10,BULL_2025,VALUE,25,0.0001591873730987162
VETO_LOW05,KOSPI_EX_K200,10,EARLY_2016_2019,FLOW,96,0.00013962746936755215
VETO_LOW05,KOSPI_EX_K200,10,EARLY_2016_2019,MOMENTUM,96,0.0003464447778409949
VETO_LOW05,KOSPI_EX_K200,10,EARLY_2016_2019,REVISION,96,0.00042835683547174465
VETO_LOW05,KOSPI_EX_K200,10,EARLY_2016_2019,VALUE,96,0.00018092273970676307
VETO_LOW05,KOSPI_EX_K200,10,LATE_2020_2022,FLOW,75,2.8012697138358385e-06
VETO_LOW05,KOSPI_EX_K200,10,LATE_2020_2022,MOMENTUM,75,0.0006582095705279654
VETO_LOW05,KOSPI_EX_K200,10,LATE_2020_2022,REVISION,75,0.0006524800624864235
VETO_LOW05,KOSPI_EX_K200,10,LATE_2020_2022,VALUE,75,0.0004646104583401241
VETO_LOW05,KOSPI_EX_K200,10,NORMAL_2023_2024,FLOW,48,0.0015044232857151496
VETO_LOW05,KOSPI_EX_K200,10,NORMAL_2023_2024,MOMENTUM,48,0.00279816973131048
VETO_LOW05,KOSPI_EX_K200,10,NORMAL_2023_2024,REVISION,48,0.00019241141087866754
VETO_LOW05,KOSPI_EX_K200,10,NORMAL_2023_2024,VALUE,48,-0.0006071240815671816
VETO_LOW05,KOSPI_EX_K200,10,YTD_2026,FLOW,13,0.0008587282352326372
VETO_LOW05,KOSPI_EX_K200,10,YTD_2026,MOMENTUM,13,0.0071412988706601906
