strategy,universe,horizon,sample,family,n_dates,gross_delta
VETO_LOW05,K200,5,BULL_2025,FLOW,49,0.0006114720444313531
VETO_LOW05,K200,5,BULL_2025,MOMENTUM,49,0.0007193673291404813
VETO_LOW05,K200,5,BULL_2025,REVISION,49,0.0002583167911606448
VETO_LOW05,K200,5,BULL_2025,VALUE,49,0.00018166223595525747
VETO_LOW05,K200,5,EARLY_2016_2019,FLOW,192,-8.922045152130846e-06
VETO_LOW05,K200,5,EARLY_2016_2019,MOMENTUM,192,4.779142326461833e-05
VETO_LOW05,K200,5,EARLY_2016_2019,REVISION,192,-5.70605088280579e-05
VETO_LOW05,K200,5,EARLY_2016_2019,VALUE,192,8.790832791961944e-05
VETO_LOW05,K200,5,LATE_2020_2022,FLOW,149,-0.00033470367926207405
VETO_LOW05,K200,5,LATE_2020_2022,MOMENTUM,149,-6.833460299847895e-05
VETO_LOW05,K200,5,LATE_2020_2022,REVISION,149,-2.510132032008215e-05
VETO_LOW05,K200,5,LATE_2020_2022,VALUE,149,9.042853446126781e-05
VETO_LOW05,K200,5,NORMAL_2023_2024,FLOW,97,-0.00022175633090553614
VETO_LOW05,K200,5,NORMAL_2023_2024,MOMENTUM,97,-0.00018662321428481257
VETO_LOW05,K200,5,NORMAL_2023_2024,REVISION,97,0.0001554794394940918
VETO_LOW05,K200,5,NORMAL_2023_2024,VALUE,97,-0.00029275830342246234
VETO_LOW05,K200,5,YTD_2026,FLOW,28,0.001189060062637845
VETO_LOW05,K200,5,YTD_2026,MOMENTUM,28,0.0016943664664613109
VETO_LOW05,K200,5,YTD_2026,REVISION,28,0.00014344578329429758
VETO_LOW05,K200,5,YTD_2026,VALUE,28,0.00039440054528458484
VETO_LOW05,K200,10,BULL_2025,FLOW,25,0.0005517919631464656
VETO_LOW05,K200,10,BULL_2025,MOMENTUM,25,0.0007090052845606798
VETO_LOW05,K200,10,BULL_2025,REVISION,25,0.001705990265106552
VETO_LOW05,K200,10,BULL_2025,VALUE,25,0.0008122193394266153
VETO_LOW05,K200,10,EARLY_2016_2019,FLOW,96,-0.00043729697540799596
VETO_LOW05,K200,10,EARLY_2016_2019,MOMENTUM,96,7.24640995419555e-05
VETO_LOW05,K200,10,EARLY_2016_2019,REVISION,96,6.58831095808142e-05
VETO_LOW05,K200,10,EARLY_2016_2019,VALUE,96,8.267763990672973e-05
VETO_LOW05,K200,10,LATE_2020_2022,FLOW,75,-0.00014411366935364355
VETO_LOW05,K200,10,LATE_2020_2022,MOMENTUM,75,0.0003343453119226989
VETO_LOW05,K200,10,LATE_2020_2022,REVISION,75,-0.0006119762287673225
VETO_LOW05,K200,10,LATE_2020_2022,VALUE,75,-0.00048468738965547035
VETO_LOW05,K200,10,NORMAL_2023_2024,FLOW,48,0.00048326570610554234
VETO_LOW05,K200,10,NORMAL_2023_2024,MOMENTUM,48,0.00040310486835601654
VETO_LOW05,K200,10,NORMAL_2023_2024,REVISION,48,0.0017317805935388646
VETO_LOW05,K200,10,NORMAL_2023_2024,VALUE,48,-2.095014730607594e-05
VETO_LOW05,K200,10,YTD_2026,FLOW,13,0.001052056529242918
VETO_LOW05,K200,10,YTD_2026,MOMENTUM,13,-0.00023244559954520614
VETO_LOW05,K200,10,YTD_2026,REVISION,13,-0.0002809343820603495
VETO_LOW05,K200,10,YTD_2026,VALUE,13,-7.071863795894574e-05
VETO_LOW05,K200,20,BULL_2025,FLOW,12,-0.00011850550973686038
VETO_LOW05,K200,20,BULL_2025,MOMENTUM,12,0.0018406083028479278
VETO_LOW05,K200,20,BULL_2025,REVISION,12,0.002339541621709028
VETO_LOW05,K200,20,BULL_2025,VALUE,12,-0.00016198816416332286
VETO_LOW05,K200,20,EARLY_2016_2019,FLOW,48,-0.00038006589672563273
VETO_LOW05,K200,20,EARLY_2016_2019,MOMENTUM,48,0.0007511496920602009
VETO_LOW05,K200,20,EARLY_2016_2019,REVISION,48,-0.0007851099758368114
VETO_LOW05,K200,20,EARLY_2016_2019,VALUE,48,-0.00018124917269652911
VETO_LOW05,K200,20,LATE_2020_2022,FLOW,38,0.0002604667642631902
VETO_LOW05,K200,20,LATE_2020_2022,MOMENTUM,38,0.0007248737249488737
VETO_LOW05,K200,20,LATE_2020_2022,REVISION,38,-0.0014516639705365313
VETO_LOW05,K200,20,LATE_2020_2022,VALUE,38,-0.0005255741938200384
