weight,universe,horizon,sample,n_dates,gross_delta,turnover_delta,net_delta_0,net_delta_30,net_delta_60
0.2,KOSDAQ,20,EARLY_2016_2019,49,0.00023221545771594866,0.013392857142857139,0.00023221545771594866,0.0001920368862873771,0.00015185831485880585
0.2,KOSDAQ,20,LATE_2020_2022,38,-8.203590477164192e-05,0.03059210526315791,-8.203590477164192e-05,-0.00017381222056111594,-0.00026558853635058957
0.2,KOSDAQ,20,NORMAL_2023_2024,24,0.002417535936622079,0.03203125,0.002417535936622079,0.0023214421866220793,0.002225348436622079
0.2,KOSDAQ,20,YTD_2026,6,0.008040498502784382,0.06145833333333334,0.008040498502784382,0.007856123502784381,0.00767174850278438
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,5,BULL_2025,49,0.001293335473646508,0.04630102040816326,0.001293335473646508,0.001154432412422018,0.0010155293511975283
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,5,EARLY_2016_2019,196,0.0008017863191928256,0.027391581632653064,0.0008017863191928256,0.0007196115742948663,0.0006374368293969073
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,5,LATE_2020_2022,149,0.0014141093618072575,0.053691275167785234,0.0014141093618072575,0.0012530355363039015,0.0010919617108005458
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,5,NORMAL_2023_2024,97,0.0008742454390645688,0.042654639175257726,0.0008742454390645688,0.0007462815215387957,0.0006183176040130224
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,5,YTD_2026,28,0.0016171704220422547,0.06116071428571428,0.0016171704220422547,0.0014336882791851117,0.001250206136327969
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,10,BULL_2025,25,0.004439843875482437,0.04825000000000001,0.004439843875482437,0.004295093875482437,0.004150343875482437
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,10,EARLY_2016_2019,98,0.0009528460825228147,0.037563775510204074,0.0009528460825228147,0.0008401547559922017,0.0007274634294615899
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,10,LATE_2020_2022,75,0.0018960792376692954,0.06083333333333332,0.0018960792376692954,0.0017135792376692957,0.0015310792376692958
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,10,NORMAL_2023_2024,48,0.0010762324397387418,0.05611979166666666,0.0010762324397387418,0.0009078730647387414,0.000739513689738742
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,10,YTD_2026,13,0.004853376192824442,0.06538461538461539,0.004853376192824442,0.004657222346670596,0.004461068500516749
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,20,BULL_2025,12,0.012376514787178697,0.05416666666666666,0.012376514787178697,0.012214014787178694,0.012051514787178697
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,20,EARLY_2016_2019,49,1.5161068800620672e-05,0.04081632653061224,1.5161068800620672e-05,-0.000107287910791216,-0.000229736890383053
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,20,LATE_2020_2022,38,0.004112453886830809,0.05740131578947368,0.004112453886830809,0.003940249939462387,0.0037680459920939667
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,20,NORMAL_2023_2024,24,0.003726842624933281,0.06588541666666665,0.003726842624933281,0.003529186374933281,0.0033315301249332804
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,20,YTD_2026,6,0.014972230308230297,0.08229166666666667,0.014972230308230297,0.014725355308230298,0.014478480308230296
0.2,KOSPI_ALL,5,BULL_2025,49,0.0019092043607858566,0.03979591836734693,0.0019092043607858566,0.0017898166056838157,0.001670428850581775
0.2,KOSPI_ALL,5,EARLY_2016_2019,196,0.0004788910024897482,0.022448979591836737,0.0004788910024897482,0.00041154406371423806,0.0003441971249387279
0.2,KOSPI_ALL,5,LATE_2020_2022,149,0.0005730001186369855,0.04416946308724831,0.0005730001186369855,0.0004404917293752405,0.0003079833401134955
0.2,KOSPI_ALL,5,NORMAL_2023_2024,97,0.0005613023597864846,0.04130154639175258,0.0005613023597864846,0.0004373977206112269,0.0003134930814359691
0.2,KOSPI_ALL,5,YTD_2026,28,0.0008909041136899142,0.03660714285714285,0.0008909041136899142,0.0007810826851184857,0.0006712612565470574
0.2,KOSPI_ALL,10,BULL_2025,25,0.0027359705886824907,0.044999999999999984,0.0027359705886824907,0.002600970588682491,0.002465970588682491
0.2,KOSPI_ALL,10,EARLY_2016_2019,98,0.0003487730425639146,0.029591836734693882,0.0003487730425639146,0.00025999753235983296,0.00017122202215575147
0.2,KOSPI_ALL,10,LATE_2020_2022,75,0.0007175085720929216,0.04875,0.0007175085720929216,0.0005712585720929218,0.0004250085720929214
0.2,KOSPI_ALL,10,NORMAL_2023_2024,48,0.000575003146347469,0.05664062499999999,0.000575003146347469,0.00040508127134746837,0.000235159396347469
0.2,KOSPI_ALL,10,YTD_2026,13,0.001914423057586735,0.05096153846153846,0.001914423057586735,0.0017615384422021195,0.0016086538268175045
0.2,KOSPI_ALL,20,BULL_2025,12,0.0038712752296175667,0.04218749999999999,0.0038712752296175667,0.0037447127296175663,0.0036181502296175672
0.2,KOSPI_ALL,20,EARLY_2016_2019,49,4.660223237133848e-05,0.032397959183673476,4.660223237133848e-05,-5.059164517968189e-05,-0.0001477855227307024
0.2,KOSPI_ALL,20,LATE_2020_2022,38,0.0025926971400704836,0.054276315789473686,0.0025926971400704836,0.002429868192702063,0.0022670392453336416
0.2,KOSPI_ALL,20,NORMAL_2023_2024,24,0.00020989724157702313,0.06484374999999999,0.00020989724157702313,1.536599157702344e-05,-0.00017916525842297652
0.2,KOSPI_ALL,20,YTD_2026,6,0.007233915314880605,0.029166666666666674,0.007233915314880605,0.007146415314880604,0.007058915314880604
0.2,KOSPI_EX_K200,5,BULL_2025,49,0.0009940378336982549,0.017474489795918362,0.0009940378336982549,0.0009416143643104999,0.0008891908949227447
0.2,KOSPI_EX_K200,5,EARLY_2016_2019,196,0.00024644694564759874,0.007142857142857143,0.00024644694564759874,0.0002250183742190273,0.00020358980279045592
0.2,KOSPI_EX_K200,5,LATE_2020_2022,149,0.00011833180982746743,0.016946308724832212,0.00011833180982746743,6.749288365297079e-05,1.6653957478474142e-05
0.2,KOSPI_EX_K200,5,NORMAL_2023_2024,97,0.00025727635311446217,0.019587628865979378,0.00025727635311446217,0.00019851346651652416,0.00013975057991858595
0.2,KOSPI_EX_K200,5,YTD_2026,28,0.0011171985933504038,0.02165178571428572,0.0011171985933504038,0.0010522432362075464,0.0009872878790646892
0.2,KOSPI_EX_K200,10,BULL_2025,25,0.0011039351931579674,0.011999999999999997,0.0011039351931579674,0.0010679351931579674,0.0010319351931579674
0.2,KOSPI_EX_K200,10,EARLY_2016_2019,98,0.000368690184990979,0.006760204081632652,0.000368690184990979,0.0003484095727460811,0.00032812896050118305
0.2,KOSPI_EX_K200,10,LATE_2020_2022,75,2.8281939059669447e-05,0.019999999999999997,2.8281939059669447e-05,-3.171806094033042e-05,-9.171806094033053e-05
0.2,KOSPI_EX_K200,10,NORMAL_2023_2024,48,0.0009633302265644976,0.022526041666666663,0.0009633302265644976,0.0008957521015644978,0.0008281739765644978
0.2,KOSPI_EX_K200,10,YTD_2026,13,0.0019844605993703285,0.03317307692307693,0.0019844605993703285,0.0018849413686010973,0.0017854221378318668
0.2,KOSPI_EX_K200,20,BULL_2025,12,0.0010309868140866727,0.020833333333333332,0.0010309868140866727,0.0009684868140866725,0.0009059868140866729
0.2,KOSPI_EX_K200,20,EARLY_2016_2019,49,0.0009979146973337915,0.004336734693877556,0.0009979146973337915,0.0009849044932521587,0.000971894289170526
0.2,KOSPI_EX_K200,20,LATE_2020_2022,38,0.00016632428207829662,0.015296052631578943,0.00016632428207829662,0.0001204361241835599,7.454796628882295e-05
0.2,KOSPI_EX_K200,20,NORMAL_2023_2024,24,0.001916244013411635,0.026822916666666658,0.001916244013411635,0.001835775263411635,0.0017553065134116351
0.2,KOSPI_EX_K200,20,YTD_2026,6,-0.0001181741847651353,0.03437500000000001,-0.0001181741847651353,-0.00022129918476513494,-0.0003244241847651351
0.2,KOSPI_KOSDAQ_ALL,5,BULL_2025,49,0.0018055253551830068,0.0642857142857143,0.0018055253551830068,0.0016126682123258644,0.0014198110694687211
0.2,KOSPI_KOSDAQ_ALL,5,EARLY_2016_2019,196,0.0012725998971640415,0.04751275510204082,0.0012725998971640415,0.0011300616318579192,0.0009875233665517966
0.2,KOSPI_KOSDAQ_ALL,5,LATE_2020_2022,149,0.0011722183842019101,0.07151845637583892,0.0011722183842019101,0.0009576630150743932,0.0007431076459468763
0.2,KOSPI_KOSDAQ_ALL,5,NORMAL_2023_2024,97,0.0010122537453431315,0.06713917525773196,0.0010122537453431315,0.0008108362195699356,0.0006094186937967399
0.2,KOSPI_KOSDAQ_ALL,5,YTD_2026,28,0.004767160633338761,0.07678571428571426,0.004767160633338761,0.004536803490481618,0.004306446347624475
0.2,KOSPI_KOSDAQ_ALL,10,BULL_2025,25,0.004620957740483627,0.06899999999999999,0.004620957740483627,0.004413957740483627,0.0042069577404836266
0.2,KOSPI_KOSDAQ_ALL,10,EARLY_2016_2019,98,0.0014663648727892098,0.05720663265306124,0.0014663648727892098,0.0012947449748300262,0.0011231250768708424
0.2,KOSPI_KOSDAQ_ALL,10,LATE_2020_2022,75,0.0019391236453947898,0.08241666666666667,0.0019391236453947898,0.0016918736453947905,0.0014446236453947903
0.2,KOSPI_KOSDAQ_ALL,10,NORMAL_2023_2024,48,0.0008432560410292211,0.08736979166666668,0.0008432560410292211,0.0005811466660292206,0.00031903729102922057
0.2,KOSPI_KOSDAQ_ALL,10,YTD_2026,13,0.011318455529616496,0.09134615384615383,0.011318455529616496,0.011044417068078034,0.010770378606539573
0.2,KOSPI_KOSDAQ_ALL,20,BULL_2025,12,0.01382073161093564,0.08958333333333333,0.01382073161093564,0.013551981610935642,0.013283231610935642
0.2,KOSPI_KOSDAQ_ALL,20,EARLY_2016_2019,49,0.00014412252246550735,0.06262755102040816,0.00014412252246550735,-4.376013059571743e-05,-0.00023164278365694194
0.2,KOSPI_KOSDAQ_ALL,20,LATE_2020_2022,38,0.0055693101221286605,0.08815789473684212,0.0055693101221286605,0.005304836437918135,0.005040362753707607
0.2,KOSPI_KOSDAQ_ALL,20,NORMAL_2023_2024,24,0.0018646446113648712,0.10546875,0.0018646446113648712,0.001548238361364871,0.0012318321113648702
0.2,KOSPI_KOSDAQ_ALL,20,YTD_2026,6,0.020296440017409614,0.08854166666666667,0.020296440017409614,0.020030815017409612,0.019765190017409614
0.25,K200,10,BULL_2025,25,0.003445071423531831,0.038500000000000006,0.003445071423531831,0.0033295714235318315,0.0032140714235318318
0.25,K200,10,EARLY_2016_2019,98,0.00024208629426050631,0.01779336734693877,0.00024208629426050631,0.00018870619221969003,0.00013532609017887368
0.25,K200,10,LATE_2020_2022,75,2.4798944092347165e-05,0.024833333333333336,2.4798944092347165e-05,-4.9701055907652366e-05,-0.00012420105590765242
0.25,K200,10,NORMAL_2023_2024,48,0.0011673103307836402,0.024479166666666663,0.0011673103307836402,0.00109387283078364,0.0010204353307836402
0.25,K200,10,YTD_2026,13,0.0024133024972460867,0.04519230769230769,0.0024133024972460867,0.002277725574169163,0.0021421486510922404
0.25,KOSDAQ,10,BULL_2025,25,-0.0005198390665989488,0.051000000000000004,-0.0005198390665989488,-0.0006728390665989492,-0.0008258390665989489
0.25,KOSDAQ,10,EARLY_2016_2019,98,0.0001890366047924188,0.019387755102040816,0.0001890366047924188,0.00013087333948629652,7.271007418017398e-05
0.25,KOSDAQ,10,LATE_2020_2022,75,0.0008542595564812594,0.042499999999999996,0.0008542595564812594,0.0007267595564812592,0.0005992595564812592
0.25,KOSDAQ,10,NORMAL_2023_2024,48,-0.0001979879151255691,0.05013020833333332,-0.0001979879151255691,-0.0003483785401255692,-0.0004987691651255692
0.25,KOSDAQ,10,YTD_2026,13,0.008735204565886267,0.06490384615384616,0.008735204565886267,0.008540493027424729,0.00834578148896319
0.25,KOSDAQ_PLUS_KOSPI_EX_K200,10,BULL_2025,25,0.002774134534349783,0.06525,0.002774134534349783,0.002578384534349783,0.002382634534349783
0.25,KOSDAQ_PLUS_KOSPI_EX_K200,10,EARLY_2016_2019,98,0.0012282562129393073,0.049936224489795907,0.0012282562129393073,0.0010784475394699194,0.0009286388660005317
0.25,KOSDAQ_PLUS_KOSPI_EX_K200,10,LATE_2020_2022,75,0.001667588255167827,0.07624999999999998,0.001667588255167827,0.0014388382551678268,0.0012100882551678263
0.25,KOSDAQ_PLUS_KOSPI_EX_K200,10,NORMAL_2023_2024,48,0.0011121211402165632,0.07513020833333332,0.0011121211402165632,0.0008867305152165631,0.0006613398902165628
0.25,KOSDAQ_PLUS_KOSPI_EX_K200,10,YTD_2026,13,0.006369510819436904,0.09038461538461541,0.006369510819436904,0.006098356973283057,0.005827203127129212
0.25,KOSPI_ALL,10,BULL_2025,25,0.003168490628536019,0.05949999999999999,0.003168490628536019,0.002989990628536018,0.002811490628536018
0.25,KOSPI_ALL,10,EARLY_2016_2019,98,0.00017751337030923853,0.04445153061224489,0.00017751337030923853,4.415877847250398e-05,-8.919581336423092e-05
0.25,KOSPI_ALL,10,LATE_2020_2022,75,0.0010485874044175694,0.06308333333333334,0.0010485874044175694,0.0008593374044175695,0.0006700874044175699
0.25,KOSPI_ALL,10,NORMAL_2023_2024,48,0.00029888354539721996,0.07174479166666665,0.00029888354539721996,8.364917039721936e-05,-0.00013158520460277977
0.25,KOSPI_ALL,10,YTD_2026,13,0.0016928129949118581,0.07259615384615385,0.0016928129949118581,0.0014750245333733961,0.0012572360718349346
0.25,KOSPI_EX_K200,10,BULL_2025,25,0.0016900846960838953,0.019499999999999997,0.0016900846960838953,0.0016315846960838951,0.0015730846960838954
0.25,KOSPI_EX_K200,10,EARLY_2016_2019,98,0.0004332484049143634,0.009693877551020405,0.0004332484049143634,0.0004041667722613021,0.000375085139608241
0.25,KOSPI_EX_K200,10,LATE_2020_2022,75,-0.00041402338319356923,0.02783333333333333,-0.00041402338319356923,-0.0004975233831935691,-0.0005810233831935691
0.25,KOSPI_EX_K200,10,NORMAL_2023_2024,48,0.0005120479547109051,0.03502604166666667,0.0005120479547109051,0.00040696982971090515,0.00030189170471090523
0.25,KOSPI_EX_K200,10,YTD_2026,13,0.0025990636573863394,0.043750000000000004,0.0025990636573863394,0.0024678136573863395,0.002336563657386339
0.25,KOSPI_KOSDAQ_ALL,10,BULL_2025,25,0.006222839420048397,0.08675,0.006222839420048397,0.005962589420048398,0.005702339420048397
0.25,KOSPI_KOSDAQ_ALL,10,EARLY_2016_2019,98,0.001086824007615282,0.07474489795918367,0.001086824007615282,0.0008625893137377312,0.00063835461986018
0.25,KOSPI_KOSDAQ_ALL,10,LATE_2020_2022,75,0.0023784552901950275,0.10133333333333333,0.0023784552901950275,0.0020744552901950275,0.0017704552901950273
0.25,KOSPI_KOSDAQ_ALL,10,NORMAL_2023_2024,48,0.00015928664511975906,0.10481770833333333,0.00015928664511975906,-0.00015516647988024143,-0.00046961960488024176
0.25,KOSPI_KOSDAQ_ALL,10,YTD_2026,13,0.012173638623268377,0.11057692307692311,0.012173638623268377,0.011841907854037607,0.011510177084806839
0.3,K200,5,BULL_2025,49,0.0019769870094507366,0.03686224489795919,0.0019769870094507366,0.0018664002747568588,0.001755813540062982
0.3,K200,5,EARLY_2016_2019,196,0.000167289412499217,0.020408163265306117,0.000167289412499217,0.00010606492270329869,4.484043290738038e-05
0.3,K200,5,LATE_2020_2022,149,0.00040224213240217356,0.030201342281879196,0.00040224213240217356,0.0003116381055565359,0.00022103407871089834
0.3,K200,5,NORMAL_2023_2024,97,0.0007691418057069588,0.03350515463917525,0.0007691418057069588,0.0006686263417894332,0.0005681108778719075
0.3,K200,5,YTD_2026,28,0.0025446747937530804,0.03660714285714285,0.0025446747937530804,0.0024348533651816526,0.002325031936610224
0.3,K200,10,BULL_2025,25,0.004676695252723482,0.05050000000000001,0.004676695252723482,0.004525195252723482,0.004373695252723482
0.3,K200,10,EARLY_2016_2019,98,0.00034174684182623923,0.02710459183673469,0.00034174684182623923,0.0002604330663160352,0.00017911929080583123
0.3,K200,10,LATE_2020_2022,75,0.0003872150517169825,0.034083333333333334,0.0003872150517169825,0.0002849650517169827,0.0001827150517169824
0.3,K200,10,NORMAL_2023_2024,48,0.000855190280423942,0.037890625,0.000855190280423942,0.0007415184054239422,0.0006278465304239422
0.3,K200,10,YTD_2026,13,0.003606184363258569,0.057692307692307696,0.003606184363258569,0.0034331074401816463,0.0032600305171047225
0.3,K200,20,BULL_2025,12,0.008959088570614596,0.04895833333333335,0.008959088570614596,0.008812213570614595,0.008665338570614594
0.3,K200,20,EARLY_2016_2019,49,0.0005838023147292563,0.03176020408163266,0.0005838023147292563,0.0004885217024843583,0.0003932410902394603
0.3,K200,20,LATE_2020_2022,38,0.0013727903504666891,0.04144736842105262,0.0013727903504666891,0.001248448245203531,0.001124106139940373
0.3,K200,20,NORMAL_2023_2024,24,0.0006508700031383275,0.04895833333333335,0.0006508700031383275,0.0005039950031383277,0.00035712000313832754
0.3,K200,20,YTD_2026,6,0.0030988897546364927,0.05520833333333335,0.0030988897546364927,0.0029332647546364923,0.0027676397546364923
0.3,KOSDAQ,5,BULL_2025,49,2.4512823985940408e-05,0.05204081632653061,2.4512823985940408e-05,-0.00013160962499365119,-0.00028773207397324313
0.3,KOSDAQ,5,EARLY_2016_2019,196,0.0008708804017588976,0.02146045918367347,0.0008708804017588976,0.0008064990242078774,0.0007421176466568569
0.3,KOSDAQ,5,LATE_2020_2022,149,0.000940076666609467,0.04786073825503356,0.000940076666609467,0.0007964944518443665,0.0006529122370792657
0.3,KOSDAQ,5,NORMAL_2023_2024,97,0.0006375525501992397,0.04826030927835051,0.0006375525501992397,0.000492771622364188,0.00034799069452913636
0.3,KOSDAQ,5,YTD_2026,28,0.0034816433791645817,0.06049107142857143,0.0034816433791645817,0.0033001701648788678,0.0031186969505931535
0.3,KOSDAQ,10,BULL_2025,25,-6.272618595158757e-05,0.06525000000000002,-6.272618595158757e-05,-0.00025847618595158757,-0.0004542261859515874
0.3,KOSDAQ,10,EARLY_2016_2019,98,0.000549791936672645,0.026403061224489793,0.000549791936672645,0.00047058275299917553,0.00039137356932570646
0.3,KOSDAQ,10,LATE_2020_2022,75,0.0008372369047515197,0.05391666666666667,0.0008372369047515197,0.0006754869047515201,0.0005137369047515198
0.3,KOSDAQ,10,NORMAL_2023_2024,48,-2.074462019403558e-05,0.06354166666666665,-2.074462019403558e-05,-0.00021136962019403576,-0.0004019946201940353
0.3,KOSDAQ,10,YTD_2026,13,0.009853538956659616,0.0783653846153846,0.009853538956659616,0.00961844280281346,0.009383346648967308
0.3,KOSDAQ,20,BULL_2025,12,0.0007502350527861518,0.071875,0.0007502350527861518,0.0005346100527861527,0.00031898505278615184
0.3,KOSDAQ,20,EARLY_2016_2019,49,4.6795588852936845e-05,0.03418367346938775,4.6795588852936845e-05,-5.575543155522639e-05,-0.00015830645196338958
0.3,KOSDAQ,20,LATE_2020_2022,38,-0.0007310895789716955,0.06118421052631579,-0.0007310895789716955,-0.0009146422105506426,-0.0010981948421295903
0.3,KOSDAQ,20,NORMAL_2023_2024,24,0.0027332623968314308,0.05989583333333332,0.0027332623968314308,0.002553574896831431,0.0023738873968314304
0.3,KOSDAQ,20,YTD_2026,6,0.015167098143928803,0.11354166666666667,0.015167098143928803,0.014826473143928806,0.014485848143928804
0.3,KOSDAQ_PLUS_KOSPI_EX_K200,5,BULL_2025,49,0.0011735364283815676,0.07015306122448979,0.0011735364283815676,0.000963077244708098,0.0007526180610346289
0.3,KOSDAQ_PLUS_KOSPI_EX_K200,5,EARLY_2016_2019,196,0.0009854803427754104,0.04799107142857143,0.0009854803427754104,0.0008415071284896959,0.0006975339142039818
0.3,KOSDAQ_PLUS_KOSPI_EX_K200,5,LATE_2020_2022,149,0.001219271232396274,0.0773489932885906,0.001219271232396274,0.0009872242525305022,0.0007551772726647305
0.3,KOSDAQ_PLUS_KOSPI_EX_K200,5,NORMAL_2023_2024,97,0.0011313997678999018,0.07061855670103093,0.0011313997678999018,0.0009195440977968093,0.0007076884276937165
0.3,KOSDAQ_PLUS_KOSPI_EX_K200,5,YTD_2026,28,0.002720416872973128,0.09419642857142858,0.002720416872973128,0.0024378275872588423,0.002155238301544557
0.3,KOSDAQ_PLUS_KOSPI_EX_K200,10,BULL_2025,25,0.0038783332391358134,0.07875,0.0038783332391358134,0.003642083239135814,0.003405833239135813
0.3,KOSDAQ_PLUS_KOSPI_EX_K200,10,EARLY_2016_2019,98,0.0015552888624352727,0.06275510204081632,0.0015552888624352727,0.0013670235563128233,0.0011787582501903743
0.3,KOSDAQ_PLUS_KOSPI_EX_K200,10,LATE_2020_2022,75,0.0016724611564595197,0.09058333333333334,0.0016724611564595197,0.0014007111564595198,0.0011289611564595195
0.3,KOSDAQ_PLUS_KOSPI_EX_K200,10,NORMAL_2023_2024,48,0.0009771023180994646,0.08932291666666665,0.0009771023180994646,0.0007091335680994645,0.0004411648180994644
0.3,KOSDAQ_PLUS_KOSPI_EX_K200,10,YTD_2026,13,0.0068323621948252755,0.1076923076923077,0.0068323621948252755,0.0065092852717483505,0.006186208348671429
0.3,KOSDAQ_PLUS_KOSPI_EX_K200,20,BULL_2025,12,0.011166020099340819,0.09166666666666667,0.011166020099340819,0.010891020099340822,0.010616020099340819
0.3,KOSDAQ_PLUS_KOSPI_EX_K200,20,EARLY_2016_2019,49,0.00013829789492958991,0.07040816326530612,0.00013829789492958991,-7.292659486632841e-05,-0.0002841510846622467
0.3,KOSDAQ_PLUS_KOSPI_EX_K200,20,LATE_2020_2022,38,0.004586469691697333,0.09555921052631577,0.004586469691697333,0.004299792060118386,0.004013114428539439
0.3,KOSDAQ_PLUS_KOSPI_EX_K200,20,NORMAL_2023_2024,24,0.0035479227496765463,0.1046875,0.0035479227496765463,0.0032338602496765467,0.002919797749676546
0.3,KOSDAQ_PLUS_KOSPI_EX_K200,20,YTD_2026,6,0.014960225807853951,0.13020833333333334,0.014960225807853951,0.01456960080785395,0.014178975807853952
0.3,KOSPI_ALL,5,BULL_2025,49,0.002315302071444494,0.06275510204081632,0.002315302071444494,0.0021270367653220454,0.001938771459199596
0.3,KOSPI_ALL,5,EARLY_2016_2019,196,0.00036332898616463314,0.04177295918367347,0.00036332898616463314,0.00023801010861361282,0.00011269123106259238
0.3,KOSPI_ALL,5,LATE_2020_2022,149,0.0006713949698162698,0.06765939597315436,0.0006713949698162698,0.00046841678189680683,0.00026543859397734377
0.3,KOSPI_ALL,5,NORMAL_2023_2024,97,0.00047201507005455054,0.06862113402061855,0.00047201507005455054,0.0002661516679926951,6.028826593083908e-05
0.3,KOSPI_ALL,5,YTD_2026,28,0.002521059756596821,0.06026785714285715,0.002521059756596821,0.0023402561851682485,0.002159452613739677
0.3,KOSPI_ALL,10,BULL_2025,25,0.004502555338848372,0.07949999999999999,0.004502555338848372,0.004264055338848371,0.004025555338848371
0.3,KOSPI_ALL,10,EARLY_2016_2019,98,-8.862079006401317e-05,0.05733418367346938,-8.862079006401317e-05,-0.00026062334108442115,-0.00043262589210482953
0.3,KOSPI_ALL,10,LATE_2020_2022,75,0.0009209855071314545,0.07875000000000001,0.0009209855071314545,0.0006847355071314542,0.00044848550713145417
0.3,KOSPI_ALL,10,NORMAL_2023_2024,48,-0.0001812869699605628,0.08697916666666666,-0.0001812869699605628,-0.00044222446996056267,-0.0007031619699605631
0.3,KOSPI_ALL,10,YTD_2026,13,0.004206813961651437,0.0783653846153846,0.004206813961651437,0.003971717807805282,0.0037366216539591293
0.3,KOSPI_ALL,20,BULL_2025,12,0.00827772972157282,0.08437499999999998,0.00827772972157282,0.008024604721572817,0.007771479721572819
0.3,KOSPI_ALL,20,EARLY_2016_2019,49,-0.0013371354926752007,0.0625,-0.0013371354926752007,-0.0015246354926752,-0.0017121354926752002
0.3,KOSPI_ALL,20,LATE_2020_2022,38,0.0037369654234332725,0.09292763157894739,0.0037369654234332725,0.0034581825286964306,0.0031793996339595874
0.3,KOSPI_ALL,20,NORMAL_2023_2024,24,-0.0010420573332286466,0.1018229166666667,-0.0010420573332286466,-0.0013475260832286461,-0.0016529948332286457
0.3,KOSPI_ALL,20,YTD_2026,6,0.010407433370914324,0.06770833333333333,0.010407433370914324,0.010204308370914324,0.010001183370914326
0.3,KOSPI_EX_K200,5,BULL_2025,49,0.001859088023808391,0.03801020408163265,0.001859088023808391,0.0017450574115634926,0.001631026799318595
0.3,KOSPI_EX_K200,5,EARLY_2016_2019,196,0.0006397908241562578,0.015338010204081631,0.0006397908241562578,0.0005937767935440129,0.0005477627629317679
0.3,KOSPI_EX_K200,5,LATE_2020_2022,149,0.0003102386866372851,0.03313758389261745,0.0003102386866372851,0.00021082593495943283,0.00011141318328158044
0.3,KOSPI_EX_K200,5,NORMAL_2023_2024,97,0.00041295035143701765,0.03498711340206185,0.00041295035143701765,0.00030798901123083196,0.00020302767102464624
0.3,KOSPI_EX_K200,5,YTD_2026,28,0.0017396047750606243,0.0439732142857143,0.0017396047750606243,0.0016076851322034814,0.0014757654893463386
0.3,KOSPI_EX_K200,10,BULL_2025,25,0.0028009305288369877,0.03299999999999999,0.0028009305288369877,0.002701930528836988,0.002602930528836989
0.3,KOSPI_EX_K200,10,EARLY_2016_2019,98,0.00037978679458271057,0.016326530612244896,0.00037978679458271057,0.00033080720274597595,0.00028182761090924123
0.3,KOSPI_EX_K200,10,LATE_2020_2022,75,-0.0005399287764516875,0.03866666666666667,-0.0005399287764516875,-0.0006559287764516872,-0.0007719287764516873
0.3,KOSPI_EX_K200,10,NORMAL_2023_2024,48,0.0005819157569227665,0.046223958333333336,0.0005819157569227665,0.0004432438819227664,0.0003045720069227661
0.3,KOSPI_EX_K200,10,YTD_2026,13,0.00349050009516982,0.056249999999999994,0.00349050009516982,0.0033217500951698196,0.00315300009516982
0.3,KOSPI_EX_K200,20,BULL_2025,12,0.0022493653590325577,0.05781249999999998,0.0022493653590325577,0.002075927859032558,0.0019024903590325575
0.3,KOSPI_EX_K200,20,EARLY_2016_2019,49,0.0012342217555995792,0.01836734693877552,0.0012342217555995792,0.0011791197147832525,0.001124017673966926
0.3,KOSPI_EX_K200,20,LATE_2020_2022,38,-9.681577863316535e-05,0.03618421052631579,-9.681577863316535e-05,-0.00020536841021211253,-0.00031392104179106
0.3,KOSPI_EX_K200,20,NORMAL_2023_2024,24,0.002126835639665445,0.04921875,0.002126835639665445,0.0019791793896654455,0.001831523139665445
0.3,KOSPI_EX_K200,20,YTD_2026,6,0.0072933683964935755,0.06250000000000001,0.0072933683964935755,0.007105868396493575,0.006918368396493575
0.3,KOSPI_KOSDAQ_ALL,5,BULL_2025,49,0.0031599617956416495,0.0864795918367347,0.0031599617956416495,0.0029005230201314455,0.0026410842446212414
0.3,KOSPI_KOSDAQ_ALL,5,EARLY_2016_2019,196,0.0012758468897305416,0.06709183673469388,0.0012758468897305416,0.0010745713795264598,0.0008732958693223781
0.3,KOSPI_KOSDAQ_ALL,5,LATE_2020_2022,149,0.0018904453448949326,0.09626677852348993,0.0018904453448949326,0.0016016450093244623,0.0013128446737539928
0.3,KOSPI_KOSDAQ_ALL,5,NORMAL_2023_2024,97,0.0008369853368679105,0.09568298969072164,0.0008369853368679105,0.0005499363677957452,0.0002628873987235805
0.3,KOSPI_KOSDAQ_ALL,5,YTD_2026,28,0.0030658736600126138,0.10424107142857143,0.0030658736600126138,0.0027531504457268996,0.002440427231441185
0.3,KOSPI_KOSDAQ_ALL,10,BULL_2025,25,0.006120667386960852,0.09875000000000002,0.006120667386960852,0.005824417386960851,0.005528167386960852
