weight,universe,horizon,sample,n_dates,gross_delta,turnover_delta,net_delta_0,net_delta_30,net_delta_60
0.1,KOSDAQ,10,YTD_2026,13,0.00041713720748608077,0.018269230769230774,0.00041713720748608077,0.0003623295151783885,0.00030752182287069617
0.1,KOSDAQ,20,BULL_2025,12,0.00365438236578495,0.013020833333333324,0.00365438236578495,0.00361531986578495,0.00357625736578495
0.1,KOSDAQ,20,EARLY_2016_2019,49,-0.00037538203979939507,0.0015306122448979515,-0.00037538203979939507,-0.00037997387653408894,-0.00038456571326878265
0.1,KOSDAQ,20,LATE_2020_2022,38,0.0010084418179063697,0.00904605263157895,0.0010084418179063697,0.0009813036600116332,0.0009541655021168962
0.1,KOSDAQ,20,NORMAL_2023_2024,24,0.0016176993691485412,0.0070312499999999984,0.0016176993691485412,0.0015966056191485409,0.0015755118691485413
0.1,KOSDAQ,20,YTD_2026,6,-0.0003699206618246603,0.017708333333333326,-0.0003699206618246603,-0.00042304566182465995,-0.0004761706618246599
0.1,KOSDAQ_PLUS_KOSPI_EX_K200,5,BULL_2025,49,0.0007994603421401815,0.019770408163265307,0.0007994603421401815,0.0007401491176503855,0.0006808378931605897
0.1,KOSDAQ_PLUS_KOSPI_EX_K200,5,EARLY_2016_2019,196,0.00045465296242352363,0.008067602040816323,0.00045465296242352363,0.0004304501563010747,0.0004062473501786258
0.1,KOSDAQ_PLUS_KOSPI_EX_K200,5,LATE_2020_2022,149,0.0007804214058104514,0.02311241610738255,0.0007804214058104514,0.0007110841574883036,0.000641746909166156
0.1,KOSDAQ_PLUS_KOSPI_EX_K200,5,NORMAL_2023_2024,97,0.0007433372366916804,0.020682989690721645,0.0007433372366916804,0.0006812882676195155,0.0006192392985473504
0.1,KOSDAQ_PLUS_KOSPI_EX_K200,5,YTD_2026,28,0.0011476205994661998,0.025892857142857155,0.0011476205994661998,0.0010699420280376284,0.0009922634566090572
0.1,KOSDAQ_PLUS_KOSPI_EX_K200,10,BULL_2025,25,0.002096118468982705,0.020749999999999998,0.002096118468982705,0.0020338684689827054,0.0019716184689827056
0.1,KOSDAQ_PLUS_KOSPI_EX_K200,10,EARLY_2016_2019,98,0.00038302920758832756,0.010841836734693877,0.00038302920758832756,0.00035050369738424606,0.0003179781871801644
0.1,KOSDAQ_PLUS_KOSPI_EX_K200,10,LATE_2020_2022,75,0.0005402330756524958,0.02166666666666666,0.0005402330756524958,0.0004752330756524959,0.00041023307565249585
0.1,KOSDAQ_PLUS_KOSPI_EX_K200,10,NORMAL_2023_2024,48,0.0010202032173879875,0.02317708333333333,0.0010202032173879875,0.0009506719673879875,0.0008811407173879875
0.1,KOSDAQ_PLUS_KOSPI_EX_K200,10,YTD_2026,13,0.0010131685935338463,0.03317307692307692,0.0010131685935338463,0.0009136493627646152,0.0008141301319953849
0.1,KOSDAQ_PLUS_KOSPI_EX_K200,20,BULL_2025,12,0.005993845478948208,0.021874999999999988,0.005993845478948208,0.005928220478948208,0.005862595478948208
0.1,KOSDAQ_PLUS_KOSPI_EX_K200,20,EARLY_2016_2019,49,0.000627202061379672,0.011224489795918368,0.000627202061379672,0.0005935285919919169,0.0005598551226041618
0.1,KOSDAQ_PLUS_KOSPI_EX_K200,20,LATE_2020_2022,38,0.0019342552091067028,0.019243421052631576,0.0019342552091067028,0.0018765249459488092,0.0018187946827909137
0.1,KOSDAQ_PLUS_KOSPI_EX_K200,20,NORMAL_2023_2024,24,0.002916747581137757,0.017187499999999998,0.002916747581137757,0.0028651850811377572,0.0028136225811377573
0.1,KOSDAQ_PLUS_KOSPI_EX_K200,20,YTD_2026,6,0.008219432516641072,0.02708333333333333,0.008219432516641072,0.008138182516641073,0.008056932516641071
0.1,KOSPI_ALL,5,BULL_2025,49,0.0013646974400882647,0.012372448979591834,0.0013646974400882647,0.0013275800931494893,0.001290462746210714
0.1,KOSPI_ALL,5,EARLY_2016_2019,196,0.0002299393005411981,0.00475127551020408,0.0002299393005411981,0.00021568547401058585,0.00020143164747997362
0.1,KOSPI_ALL,5,LATE_2020_2022,149,0.00033105547998065274,0.018204697986577176,0.00033105547998065274,0.0002764413860209213,0.00022182729206118965
0.1,KOSPI_ALL,5,NORMAL_2023_2024,97,-0.00011176550248624029,0.014884020618556707,-0.00011176550248624029,-0.00015641756434191042,-0.00020106962619758056
0.1,KOSPI_ALL,5,YTD_2026,28,0.0004785875586821138,0.007589285714285718,0.0004785875586821138,0.00045581970153925653,0.0004330518443963994
0.1,KOSPI_ALL,10,BULL_2025,25,0.0027769926657322075,0.009749999999999998,0.0027769926657322075,0.002747742665732208,0.002718492665732208
0.1,KOSPI_ALL,10,EARLY_2016_2019,98,0.00031426287684854765,0.007397959183673468,0.00031426287684854765,0.0002920689992975272,0.0002698751217465069
0.1,KOSPI_ALL,10,LATE_2020_2022,75,0.0005967970328112543,0.014666666666666665,0.0005967970328112543,0.0005527970328112541,0.0005087970328112542
0.1,KOSPI_ALL,10,NORMAL_2023_2024,48,0.00019859616531175584,0.016666666666666666,0.00019859616531175584,0.00014859616531175558,9.859616531175588e-05
0.1,KOSPI_ALL,10,YTD_2026,13,0.0011144295604752755,0.012019230769230773,0.0011144295604752755,0.0010783718681675828,0.0010423141758598908
0.1,KOSPI_ALL,20,BULL_2025,12,0.002888730629482418,0.0057291666666666645,0.002888730629482418,0.0028715431294824172,0.0028543556294824174
0.1,KOSPI_ALL,20,EARLY_2016_2019,49,-0.00015274897962802076,0.004464285714285716,-0.00015274897962802076,-0.000166141836770878,-0.00017953469391373522
0.1,KOSPI_ALL,20,LATE_2020_2022,38,0.0015163710607930593,0.014638157894736846,0.0015163710607930593,0.0014724565871088498,0.0014285421134246385
0.1,KOSPI_ALL,20,NORMAL_2023_2024,24,-0.00198460958939025,0.023437500000000014,-0.00198460958939025,-0.00205492208939025,-0.00212523458939025
0.1,KOSPI_ALL,20,YTD_2026,6,0.005744774905714664,0.0031250000000000075,0.005744774905714664,0.0057353999057146625,0.0057260249057146636
0.1,KOSPI_EX_K200,5,BULL_2025,49,0.0002133341755583417,0.008545918367346937,0.0002133341755583417,0.00018769642045630088,0.0001620586653542601
0.1,KOSPI_EX_K200,5,EARLY_2016_2019,196,-4.498815411921341e-05,0.002391581632653062,-4.498815411921341e-05,-5.216289901717255e-05,-5.933764391513177e-05
0.1,KOSPI_EX_K200,5,LATE_2020_2022,149,7.44849533516796e-05,0.004404362416107382,7.44849533516796e-05,6.127186610335747e-05,4.805877885503527e-05
0.1,KOSPI_EX_K200,5,NORMAL_2023_2024,97,0.00013861358762606564,0.006121134020618554,0.00013861358762606564,0.00012025018556420995,0.00010188678350235435
0.1,KOSPI_EX_K200,5,YTD_2026,28,0.0005815252493091169,0.00959821428571429,0.0005815252493091169,0.000552730606451974,0.0005239359635948311
0.1,KOSPI_EX_K200,10,BULL_2025,25,0.00041566914707548056,0.0029999999999999983,0.00041566914707548056,0.00040666914707548056,0.0003976691470754805
0.1,KOSPI_EX_K200,10,EARLY_2016_2019,98,-1.8871848494752577e-05,0.00031887755102040646,-1.8871848494752577e-05,-1.9828481147813863e-05,-2.0785113800875016e-05
0.1,KOSPI_EX_K200,10,LATE_2020_2022,75,0.00011269150863616434,0.003499999999999998,0.00011269150863616434,0.00010219150863616434,9.16915086361643e-05
0.1,KOSPI_EX_K200,10,NORMAL_2023_2024,48,0.00010641950565450785,0.007552083333333333,0.00010641950565450785,8.376325565450781e-05,6.110700565450785e-05
0.1,KOSPI_EX_K200,10,YTD_2026,13,0.0019040512940326593,0.007692307692307701,0.0019040512940326593,0.0018809743709557358,0.001857897447878813
0.1,KOSPI_EX_K200,20,BULL_2025,12,-0.0008267137716334233,0.012500000000000006,-0.0008267137716334233,-0.0008642137716334234,-0.0009017137716334232
0.1,KOSPI_EX_K200,20,EARLY_2016_2019,49,7.998661019229925e-05,-0.0030612244897959212,7.998661019229925e-05,8.917028366168697e-05,9.835395713107483e-05
0.1,KOSPI_EX_K200,20,LATE_2020_2022,38,-0.00031524733431034845,0.0024671052631578976,-0.00031524733431034845,-0.00032264865009982215,-0.00033004996588929575
0.1,KOSPI_EX_K200,20,NORMAL_2023_2024,24,-0.00038188502418357636,0.008072916666666667,-0.00038188502418357636,-0.00040610377418357635,-0.0004303225241835765
0.1,KOSPI_EX_K200,20,YTD_2026,6,0.0020067378930013154,0.010416666666666685,0.0020067378930013154,0.0019754878930013154,0.0019442378930013156
0.1,KOSPI_KOSDAQ_ALL,5,BULL_2025,49,0.0012651607786410995,0.026530612244897965,0.0012651607786410995,0.0011855689419064056,0.0011059771051717116
0.1,KOSPI_KOSDAQ_ALL,5,EARLY_2016_2019,196,0.000702326124548092,0.019642857142857142,0.000702326124548092,0.0006433975531195207,0.0005844689816909492
0.1,KOSPI_KOSDAQ_ALL,5,LATE_2020_2022,149,0.00057415552210567,0.03603187919463086,0.00057415552210567,0.00046605988452177733,0.0003579642469378847
0.1,KOSPI_KOSDAQ_ALL,5,NORMAL_2023_2024,97,0.00027739869012476895,0.03576030927835051,0.00027739869012476895,0.00017011776228971753,6.283683445466579e-05
0.1,KOSPI_KOSDAQ_ALL,5,YTD_2026,28,0.002879978217334849,0.03571428571428571,0.002879978217334849,0.0027728353601919917,0.002665692503049135
0.1,KOSPI_KOSDAQ_ALL,10,BULL_2025,25,0.0032446623351784286,0.025000000000000005,0.0032446623351784286,0.0031696623351784277,0.0030946623351784273
0.1,KOSPI_KOSDAQ_ALL,10,EARLY_2016_2019,98,0.0007472714941261417,0.019579081632653067,0.0007472714941261417,0.0006885342492281823,0.0006297970043302231
0.1,KOSPI_KOSDAQ_ALL,10,LATE_2020_2022,75,0.0013015065016975177,0.03883333333333333,0.0013015065016975177,0.0011850065016975172,0.0010685065016975178
0.1,KOSPI_KOSDAQ_ALL,10,NORMAL_2023_2024,48,-0.0006517952323557577,0.043619791666666664,-0.0006517952323557577,-0.0007826546073557575,-0.0009135139823557575
0.1,KOSPI_KOSDAQ_ALL,10,YTD_2026,13,0.007743299920687669,0.04519230769230768,0.007743299920687669,0.007607722997610746,0.007472146074533823
0.1,KOSPI_KOSDAQ_ALL,20,BULL_2025,12,0.012630638116593528,0.024999999999999977,0.012630638116593528,0.01255563811659353,0.012480638116593529
0.1,KOSPI_KOSDAQ_ALL,20,EARLY_2016_2019,49,0.0007142422470551333,0.01696428571428572,0.0007142422470551333,0.0006633493899122762,0.000612456532769419
0.1,KOSPI_KOSDAQ_ALL,20,LATE_2020_2022,38,0.003442424336122292,0.03486842105263158,0.003442424336122292,0.0033378190729643977,0.0032332138098065018
0.1,KOSPI_KOSDAQ_ALL,20,NORMAL_2023_2024,24,0.0029358112439318487,0.04427083333333335,0.0029358112439318487,0.002802998743931849,0.002670186243931849
0.1,KOSPI_KOSDAQ_ALL,20,YTD_2026,6,0.015171292033744904,0.03854166666666666,0.015171292033744904,0.0150556670337449,0.014940042033744902
0.15,K200,10,BULL_2025,25,0.0019361546980272255,0.015000000000000006,0.0019361546980272255,0.0018911546980272254,0.0018461546980272257
0.15,K200,10,EARLY_2016_2019,98,0.00018487394895563047,0.004464285714285714,0.00018487394895563047,0.00017148109181277328,0.00015808823466991625
0.15,K200,10,LATE_2020_2022,75,7.072442436301535e-05,0.007666666666666669,7.072442436301535e-05,4.77244243630152e-05,2.4724424363015325e-05
0.15,K200,10,NORMAL_2023_2024,48,0.0009244269159540587,0.005859374999999999,0.0009244269159540587,0.0009068487909540587,0.0008892706659540586
0.15,K200,10,YTD_2026,13,0.0010760096126262982,0.013942307692307697,0.0010760096126262982,0.0010341826895493749,0.000992355766472452
0.15,KOSDAQ,10,BULL_2025,25,0.00029444428277527486,0.02550000000000001,0.00029444428277527486,0.00021794428277527493,0.00014144428277527478
0.15,KOSDAQ,10,EARLY_2016_2019,98,0.0004215522429792322,0.003890306122448979,0.0004215522429792322,0.00040988132461188524,0.0003982104062445384
0.15,KOSDAQ,10,LATE_2020_2022,75,0.0006311202946595629,0.022916666666666665,0.0006311202946595629,0.000562370294659563,0.0004936202946595628
0.15,KOSDAQ,10,NORMAL_2023_2024,48,0.0003186570708514893,0.023828125000000002,0.0003186570708514893,0.00024717269585148926,0.00017568832085148927
0.15,KOSDAQ,10,YTD_2026,13,0.0019764423893675245,0.03317307692307692,0.0019764423893675245,0.0018769231585982933,0.0017774039278290637
0.15,KOSDAQ_PLUS_KOSPI_EX_K200,10,BULL_2025,25,0.0028321346844856375,0.03925000000000001,0.0028321346844856375,0.0027143846844856377,0.0025966346844856374
0.15,KOSDAQ_PLUS_KOSPI_EX_K200,10,EARLY_2016_2019,98,0.0006902344372604761,0.02289540816326531,0.0006902344372604761,0.0006215482127706802,0.0005528619882808843
0.15,KOSDAQ_PLUS_KOSPI_EX_K200,10,LATE_2020_2022,75,0.0016517972366176265,0.038583333333333324,0.0016517972366176265,0.0015360472366176263,0.001420297236617626
0.15,KOSDAQ_PLUS_KOSPI_EX_K200,10,NORMAL_2023_2024,48,0.001121739170515605,0.042317708333333336,0.001121739170515605,0.0009947860455156046,0.0008678329205156045
0.15,KOSDAQ_PLUS_KOSPI_EX_K200,10,YTD_2026,13,0.003973957584502345,0.050480769230769225,0.003973957584502345,0.003822515276810037,0.00367107296911773
0.15,KOSPI_ALL,10,BULL_2025,25,0.002655880405221765,0.021999999999999992,0.002655880405221765,0.002589880405221765,0.0025238804052217646
0.15,KOSPI_ALL,10,EARLY_2016_2019,98,0.00050424273209841,0.015178571428571427,0.00050424273209841,0.0004587070178126956,0.0004131713035269812
0.15,KOSPI_ALL,10,LATE_2020_2022,75,0.0004915852907285314,0.029416666666666664,0.0004915852907285314,0.00040333529072853164,0.0003150852907285316
0.15,KOSPI_ALL,10,NORMAL_2023_2024,48,3.5072935365534734e-05,0.034765624999999994,3.5072935365534734e-05,-6.922393963446534e-05,-0.0001735208146344654
0.15,KOSPI_ALL,10,YTD_2026,13,0.0012766698734802567,0.027884615384615383,0.0012766698734802567,0.0011930160273264105,0.0011093621811725646
0.15,KOSPI_EX_K200,10,BULL_2025,25,0.000909483024664175,0.0037499999999999934,0.000909483024664175,0.0008982330246641749,0.000886983024664175
0.15,KOSPI_EX_K200,10,EARLY_2016_2019,98,0.00014582043505707902,0.0019770408163265283,0.00014582043505707902,0.00013988931260809943,0.0001339581901591199
0.15,KOSPI_EX_K200,10,LATE_2020_2022,75,0.0002684361797713347,0.010999999999999998,0.0002684361797713347,0.00023543617977133465,0.0002024361797713347
0.15,KOSPI_EX_K200,10,NORMAL_2023_2024,48,0.0002871029277962437,0.013541666666666669,0.0002871029277962437,0.0002464779277962438,0.00020585292779624377
0.15,KOSPI_EX_K200,10,YTD_2026,13,0.0019196949482683566,0.012980769230769231,0.0019196949482683566,0.0018807526405760487,0.0018418103328837411
0.15,KOSPI_KOSDAQ_ALL,10,BULL_2025,25,0.0027441021217249374,0.05049999999999999,0.0027441021217249374,0.002592602121724937,0.0024411021217249375
0.15,KOSPI_KOSDAQ_ALL,10,EARLY_2016_2019,98,0.0013361776689009908,0.03845663265306122,0.0013361776689009908,0.001220807770941807,0.0011054378729826232
0.15,KOSPI_KOSDAQ_ALL,10,LATE_2020_2022,75,0.0021198991466776867,0.06025000000000001,0.0021198991466776867,0.0019391491466776863,0.0017583991466776864
0.15,KOSPI_KOSDAQ_ALL,10,NORMAL_2023_2024,48,0.0004845504720003815,0.06705729166666667,0.0004845504720003815,0.0002833785970003816,8.220672200038139e-05
0.15,KOSPI_KOSDAQ_ALL,10,YTD_2026,13,0.010007548273921833,0.07067307692307692,0.010007548273921833,0.009795529043152602,0.009583509812383371
0.2,K200,5,BULL_2025,49,0.0010608893664213186,0.015561224489795918,0.0010608893664213186,0.0010142056929519309,0.0009675220194825432
0.2,K200,5,EARLY_2016_2019,196,7.230760599909904e-05,0.008577806122448975,7.230760599909904e-05,4.657418763175213e-05,2.0840769264405174e-05
0.2,K200,5,LATE_2020_2022,149,4.814706863196752e-05,0.01556208053691275,4.814706863196752e-05,1.4608270212292598e-06,-4.522541458950901e-05
0.2,K200,5,NORMAL_2023_2024,97,0.00046214847275233354,0.014368556701030924,0.00046214847275233354,0.00041904280264924097,0.00037593713254614817
0.2,K200,5,YTD_2026,28,0.0018975153375552902,0.016294642857142855,0.0018975153375552902,0.0018486314089838619,0.001799747480412433
0.2,K200,10,BULL_2025,25,0.0024556050626297916,0.024000000000000004,0.0024556050626297916,0.0023836050626297916,0.002311605062629792
0.2,K200,10,EARLY_2016_2019,98,0.000269929694475226,0.009247448979591835,0.000269929694475226,0.0002421873475364505,0.00021444500059767502
0.2,K200,10,LATE_2020_2022,75,-8.292539804349492e-05,0.016583333333333332,-8.292539804349492e-05,-0.00013267539804349474,-0.0001824253980434948
0.2,K200,10,NORMAL_2023_2024,48,0.0007412773950016402,0.012760416666666668,0.0007412773950016402,0.0007029961450016401,0.0006647148950016402
0.2,K200,10,YTD_2026,13,0.0028009410584178248,0.02644230769230769,0.0028009410584178248,0.0027216141353409015,0.002642287212263978
0.2,K200,20,BULL_2025,12,0.0038869329145357796,0.02968749999999999,0.0038869329145357796,0.003797870414535779,0.0037088079145357797
0.2,K200,20,EARLY_2016_2019,49,0.0002345048735257791,0.00982142857142857,0.0002345048735257791,0.00020504058781149336,0.00017557630209720772
0.2,K200,20,LATE_2020_2022,38,0.001292162744352342,0.01661184210526315,0.001292162744352342,0.0012423272180365522,0.0011924916917207633
0.2,K200,20,NORMAL_2023_2024,24,-0.0006674334150187072,0.019270833333333324,-0.0006674334150187072,-0.0007252459150187069,-0.0007830584150187071
0.2,K200,20,YTD_2026,6,0.0031962398811055583,0.027083333333333348,0.0031962398811055583,0.0031149898811055573,0.0030337398811055576
0.2,KOSDAQ,5,BULL_2025,49,-0.00010252449372641476,0.03022959183673469,-0.00010252449372641476,-0.0001932132692366188,-0.000283902044746823
0.2,KOSDAQ,5,EARLY_2016_2019,196,0.0006207260787043756,0.01122448979591837,0.0006207260787043756,0.0005870526093166206,0.0005533791399288655
0.2,KOSDAQ,5,LATE_2020_2022,149,0.0007317299342450807,0.026426174496644292,0.0007317299342450807,0.0006524514107551478,0.0005731728872652149
0.2,KOSDAQ,5,NORMAL_2023_2024,97,0.00022349417152436513,0.028286082474226804,0.00022349417152436513,0.00013863592410168473,5.377767667900445e-05
0.2,KOSDAQ,5,YTD_2026,28,0.001939836297728363,0.03816964285714285,0.001939836297728363,0.0018253273691569338,0.0017108184405855056
0.2,KOSDAQ,10,BULL_2025,25,0.0004258316793954904,0.03325,0.0004258316793954904,0.00032608167939549015,0.00022633167939549039
0.2,KOSDAQ,10,EARLY_2016_2019,98,0.0004258714808701853,0.01147959183673469,0.0004258714808701853,0.00039143270535998113,0.000356993929849777
0.2,KOSDAQ,10,LATE_2020_2022,75,0.0006616980117050656,0.031083333333333324,0.0006616980117050656,0.0005684480117050657,0.0004751980117050657
0.2,KOSDAQ,10,NORMAL_2023_2024,48,0.0004710447802339811,0.03502604166666666,0.0004710447802339811,0.00036596665523398107,0.00026088853023398104
0.2,KOSDAQ,10,YTD_2026,13,0.005412785839199982,0.05240384615384615,0.005412785839199982,0.005255574300738443,0.005098362762276905
0.2,KOSDAQ,20,BULL_2025,12,0.002579364445145824,0.03593749999999998,0.002579364445145824,0.0024715519451458242,0.0023637394451458227
