weight,universe,horizon,sample,family,n_dates,gross_delta
0.1,KOSPI_ALL,5,EARLY_2016_2019,MOMENTUM,196,0.0008893426984593648
0.1,KOSPI_ALL,5,EARLY_2016_2019,REVISION,196,-0.00011529167091989656
0.1,KOSPI_ALL,5,EARLY_2016_2019,VALUE,196,1.4144961725162605e-05
0.1,KOSPI_ALL,5,LATE_2020_2022,FLOW,149,0.0008465217326235494
0.1,KOSPI_ALL,5,LATE_2020_2022,MOMENTUM,149,-0.00016857379917873297
0.1,KOSPI_ALL,5,LATE_2020_2022,REVISION,149,0.00048340500644868345
0.1,KOSPI_ALL,5,LATE_2020_2022,VALUE,149,0.00016286898002911246
0.1,KOSPI_ALL,5,NORMAL_2023_2024,FLOW,97,0.00013159933224790574
0.1,KOSPI_ALL,5,NORMAL_2023_2024,MOMENTUM,97,-0.0010522158821108319
0.1,KOSPI_ALL,5,NORMAL_2023_2024,REVISION,97,0.00045900364693456574
0.1,KOSPI_ALL,5,NORMAL_2023_2024,VALUE,97,1.455089298339732e-05
0.1,KOSPI_ALL,5,YTD_2026,FLOW,28,-0.00035385777442327075
0.1,KOSPI_ALL,5,YTD_2026,MOMENTUM,28,0.00040061438814623665
0.1,KOSPI_ALL,5,YTD_2026,REVISION,28,0.0007417409338623304
0.1,KOSPI_ALL,5,YTD_2026,VALUE,28,0.0011258526871431587
0.1,KOSPI_ALL,10,BULL_2025,FLOW,25,0.0024564944735472054
0.1,KOSPI_ALL,10,BULL_2025,MOMENTUM,25,0.004274302451967304
0.1,KOSPI_ALL,10,BULL_2025,REVISION,25,0.0030222713405121965
0.1,KOSPI_ALL,10,BULL_2025,VALUE,25,0.0013549023969021284
0.1,KOSPI_ALL,10,EARLY_2016_2019,FLOW,98,0.0002629542247573627
0.1,KOSPI_ALL,10,EARLY_2016_2019,MOMENTUM,98,0.0008132832196749952
0.1,KOSPI_ALL,10,EARLY_2016_2019,REVISION,98,0.00010083865779447977
0.1,KOSPI_ALL,10,EARLY_2016_2019,VALUE,98,7.997540516735235e-05
0.1,KOSPI_ALL,10,LATE_2020_2022,FLOW,75,0.0006502562540192595
0.1,KOSPI_ALL,10,LATE_2020_2022,MOMENTUM,75,0.0006566382708118913
0.1,KOSPI_ALL,10,LATE_2020_2022,REVISION,75,0.0009245590623966244
0.1,KOSPI_ALL,10,LATE_2020_2022,VALUE,75,0.00015573454401724196
0.1,KOSPI_ALL,10,NORMAL_2023_2024,FLOW,48,-0.00046592174755788
0.1,KOSPI_ALL,10,NORMAL_2023_2024,MOMENTUM,48,0.0007779285968008595
0.1,KOSPI_ALL,10,NORMAL_2023_2024,REVISION,48,0.00036616167798030476
0.1,KOSPI_ALL,10,NORMAL_2023_2024,VALUE,48,0.0001162161340237393
0.1,KOSPI_ALL,10,YTD_2026,FLOW,13,-0.0009366388791186737
0.1,KOSPI_ALL,10,YTD_2026,MOMENTUM,13,0.0008925979083624921
0.1,KOSPI_ALL,10,YTD_2026,REVISION,13,0.0014047099318754534
0.1,KOSPI_ALL,10,YTD_2026,VALUE,13,0.0030970492807818263
0.1,KOSPI_ALL,20,BULL_2025,FLOW,12,-0.0028404092216191205
0.1,KOSPI_ALL,20,BULL_2025,MOMENTUM,12,0.008693752737778528
0.1,KOSPI_ALL,20,BULL_2025,REVISION,12,0.003778655908120883
0.1,KOSPI_ALL,20,BULL_2025,VALUE,12,0.0019229230936493808
0.1,KOSPI_ALL,20,EARLY_2016_2019,FLOW,49,-0.0012938331136357433
0.1,KOSPI_ALL,20,EARLY_2016_2019,MOMENTUM,49,0.002113402106529216
0.1,KOSPI_ALL,20,EARLY_2016_2019,REVISION,49,-0.000805049288135253
0.1,KOSPI_ALL,20,EARLY_2016_2019,VALUE,49,-0.0006255156232703049
0.1,KOSPI_ALL,20,LATE_2020_2022,FLOW,38,0.001785290425357343
0.1,KOSPI_ALL,20,LATE_2020_2022,MOMENTUM,38,0.001094273196027929
0.1,KOSPI_ALL,20,LATE_2020_2022,REVISION,38,0.0018426167475279194
0.1,KOSPI_ALL,20,LATE_2020_2022,VALUE,38,0.0013433038742590414
0.1,KOSPI_ALL,20,NORMAL_2023_2024,FLOW,24,-0.0016486519658687802
0.1,KOSPI_ALL,20,NORMAL_2023_2024,MOMENTUM,24,-0.004747995203583723
0.1,KOSPI_ALL,20,NORMAL_2023_2024,REVISION,24,-0.0018555163826165972
0.1,KOSPI_ALL,20,NORMAL_2023_2024,VALUE,24,0.00031372519450810124
0.1,KOSPI_ALL,20,YTD_2026,FLOW,6,0.003153380882057614
0.1,KOSPI_ALL,20,YTD_2026,MOMENTUM,6,0.013825736405366537
0.1,KOSPI_ALL,20,YTD_2026,REVISION,6,0.0013970638570558467
0.1,KOSPI_ALL,20,YTD_2026,VALUE,6,0.004602918478378643
0.1,KOSPI_EX_K200,5,BULL_2025,FLOW,49,-5.139178540112821e-05
0.1,KOSPI_EX_K200,5,BULL_2025,MOMENTUM,49,0.0006947624871562891
0.1,KOSPI_EX_K200,5,BULL_2025,REVISION,49,-2.8622134984053474e-05
0.1,KOSPI_EX_K200,5,BULL_2025,VALUE,49,0.0002385881354622588
0.1,KOSPI_EX_K200,5,EARLY_2016_2019,FLOW,196,-0.00010739685204136343
0.1,KOSPI_EX_K200,5,EARLY_2016_2019,MOMENTUM,196,0.0001973189012736317
0.1,KOSPI_EX_K200,5,EARLY_2016_2019,REVISION,196,-0.0001539534889807571
0.1,KOSPI_EX_K200,5,EARLY_2016_2019,VALUE,196,-0.00011592117672836524
0.1,KOSPI_EX_K200,5,LATE_2020_2022,FLOW,149,8.509705863813027e-05
0.1,KOSPI_EX_K200,5,LATE_2020_2022,MOMENTUM,149,0.00012174504922819309
0.1,KOSPI_EX_K200,5,LATE_2020_2022,REVISION,149,6.939324386825131e-06
0.1,KOSPI_EX_K200,5,LATE_2020_2022,VALUE,149,8.415838115356982e-05
0.1,KOSPI_EX_K200,5,NORMAL_2023_2024,FLOW,97,0.0006249030129624007
0.1,KOSPI_EX_K200,5,NORMAL_2023_2024,MOMENTUM,97,7.178623170911162e-05
0.1,KOSPI_EX_K200,5,NORMAL_2023_2024,REVISION,97,-0.0002072918387802898
0.1,KOSPI_EX_K200,5,NORMAL_2023_2024,VALUE,97,6.50569446130396e-05
0.1,KOSPI_EX_K200,5,YTD_2026,FLOW,28,-0.0006055032094155992
0.1,KOSPI_EX_K200,5,YTD_2026,MOMENTUM,28,0.0025553023140609614
0.1,KOSPI_EX_K200,5,YTD_2026,REVISION,28,-0.00041817026489999646
0.1,KOSPI_EX_K200,5,YTD_2026,VALUE,28,0.0007944721574910994
0.1,KOSPI_EX_K200,10,BULL_2025,FLOW,25,8.994730146979594e-05
0.1,KOSPI_EX_K200,10,BULL_2025,MOMENTUM,25,0.001619019391755647
0.1,KOSPI_EX_K200,10,BULL_2025,REVISION,25,-0.0002878457454564963
0.1,KOSPI_EX_K200,10,BULL_2025,VALUE,25,0.00024155564053297642
0.1,KOSPI_EX_K200,10,EARLY_2016_2019,FLOW,98,0.00019376930169298363
0.1,KOSPI_EX_K200,10,EARLY_2016_2019,MOMENTUM,98,-7.931898971277165e-05
0.1,KOSPI_EX_K200,10,EARLY_2016_2019,REVISION,98,-2.5708785363256455e-05
0.1,KOSPI_EX_K200,10,EARLY_2016_2019,VALUE,98,-0.00016422892059596707
0.1,KOSPI_EX_K200,10,LATE_2020_2022,FLOW,75,-0.0004300437641970142
0.1,KOSPI_EX_K200,10,LATE_2020_2022,MOMENTUM,75,0.0008306648362959696
0.1,KOSPI_EX_K200,10,LATE_2020_2022,REVISION,75,-0.0003263142757470823
0.1,KOSPI_EX_K200,10,LATE_2020_2022,VALUE,75,0.0003764592381927851
0.1,KOSPI_EX_K200,10,NORMAL_2023_2024,FLOW,48,0.00030548379165497964
0.1,KOSPI_EX_K200,10,NORMAL_2023_2024,MOMENTUM,48,-0.00021541868200630388
0.1,KOSPI_EX_K200,10,NORMAL_2023_2024,REVISION,48,0.00035047934087731894
0.1,KOSPI_EX_K200,10,NORMAL_2023_2024,VALUE,48,-1.4866427907963103e-05
0.1,KOSPI_EX_K200,10,YTD_2026,FLOW,13,-0.00022719585795406632
0.1,KOSPI_EX_K200,10,YTD_2026,MOMENTUM,13,0.008028176347347312
0.1,KOSPI_EX_K200,10,YTD_2026,REVISION,13,-0.0005233123996662035
0.1,KOSPI_EX_K200,10,YTD_2026,VALUE,13,0.00033853708640359557
0.1,KOSPI_EX_K200,20,BULL_2025,FLOW,12,-0.0030833385410955635
0.1,KOSPI_EX_K200,20,BULL_2025,MOMENTUM,12,0.000687252839717184
0.1,KOSPI_EX_K200,20,BULL_2025,REVISION,12,-0.0020364278961986925
0.1,KOSPI_EX_K200,20,BULL_2025,VALUE,12,0.0011256585110433768
0.1,KOSPI_EX_K200,20,EARLY_2016_2019,FLOW,49,0.00043654618147786453
0.1,KOSPI_EX_K200,20,EARLY_2016_2019,MOMENTUM,49,-0.00010609383802190052
0.1,KOSPI_EX_K200,20,EARLY_2016_2019,REVISION,49,0.0002156810790776236
0.1,KOSPI_EX_K200,20,EARLY_2016_2019,VALUE,49,-0.00022618698176438994
0.1,KOSPI_EX_K200,20,LATE_2020_2022,FLOW,38,-0.0003717736030903598
0.1,KOSPI_EX_K200,20,LATE_2020_2022,MOMENTUM,38,-0.0009970336299878698
0.1,KOSPI_EX_K200,20,LATE_2020_2022,REVISION,38,-0.0002951525021512521
0.1,KOSPI_EX_K200,20,LATE_2020_2022,VALUE,38,0.0004029703979880888
0.1,KOSPI_EX_K200,20,NORMAL_2023_2024,FLOW,24,-0.00114970250340829
0.1,KOSPI_EX_K200,20,NORMAL_2023_2024,MOMENTUM,24,-0.0010403588484835552
0.1,KOSPI_EX_K200,20,NORMAL_2023_2024,REVISION,24,0.001042856963386602
0.1,KOSPI_EX_K200,20,NORMAL_2023_2024,VALUE,24,-0.0003803357082290593
0.1,KOSPI_EX_K200,20,YTD_2026,FLOW,6,-0.002294882096418273
0.1,KOSPI_EX_K200,20,YTD_2026,MOMENTUM,6,0.009528754398038705
0.1,KOSPI_EX_K200,20,YTD_2026,REVISION,6,-0.0010521986464882742
0.1,KOSPI_EX_K200,20,YTD_2026,VALUE,6,0.0018452779168731178
0.1,KOSPI_KOSDAQ_ALL,5,BULL_2025,FLOW,49,-8.490163921401404e-05
0.1,KOSPI_KOSDAQ_ALL,5,BULL_2025,MOMENTUM,49,0.0042928640113124835
0.1,KOSPI_KOSDAQ_ALL,5,BULL_2025,REVISION,49,-0.00014697230203290142
0.1,KOSPI_KOSDAQ_ALL,5,BULL_2025,VALUE,49,0.0009996530444988316
0.1,KOSPI_KOSDAQ_ALL,5,EARLY_2016_2019,FLOW,196,0.0011419821802511913
0.1,KOSPI_KOSDAQ_ALL,5,EARLY_2016_2019,MOMENTUM,196,0.001591290121088811
0.1,KOSPI_KOSDAQ_ALL,5,EARLY_2016_2019,REVISION,196,7.055325493211521e-05
0.1,KOSPI_KOSDAQ_ALL,5,EARLY_2016_2019,VALUE,196,5.478941920250919e-06
0.1,KOSPI_KOSDAQ_ALL,5,LATE_2020_2022,FLOW,149,0.0010737347102345858
0.1,KOSPI_KOSDAQ_ALL,5,LATE_2020_2022,MOMENTUM,149,-0.00032019158803507175
0.1,KOSPI_KOSDAQ_ALL,5,LATE_2020_2022,REVISION,149,0.0009061786607633555
0.1,KOSPI_KOSDAQ_ALL,5,LATE_2020_2022,VALUE,149,0.00063690030545981
0.1,KOSPI_KOSDAQ_ALL,5,NORMAL_2023_2024,FLOW,97,-1.0722415412452204e-05
0.1,KOSPI_KOSDAQ_ALL,5,NORMAL_2023_2024,MOMENTUM,97,0.0011419986692294988
0.1,KOSPI_KOSDAQ_ALL,5,NORMAL_2023_2024,REVISION,97,5.7975786754954465e-05
0.1,KOSPI_KOSDAQ_ALL,5,NORMAL_2023_2024,VALUE,97,-7.965728007292451e-05
0.1,KOSPI_KOSDAQ_ALL,5,YTD_2026,FLOW,28,1.1679660091348204e-05
0.1,KOSPI_KOSDAQ_ALL,5,YTD_2026,MOMENTUM,28,0.00601000249078245
0.1,KOSPI_KOSDAQ_ALL,5,YTD_2026,REVISION,28,0.004217776264291693
0.1,KOSPI_KOSDAQ_ALL,5,YTD_2026,VALUE,28,0.0012804544541739006
0.1,KOSPI_KOSDAQ_ALL,10,BULL_2025,FLOW,25,-0.0009760135576352083
0.1,KOSPI_KOSDAQ_ALL,10,BULL_2025,MOMENTUM,25,0.010308849355570979
0.1,KOSPI_KOSDAQ_ALL,10,BULL_2025,REVISION,25,0.0016958961076778641
0.1,KOSPI_KOSDAQ_ALL,10,BULL_2025,VALUE,25,0.0019499174351000745
0.1,KOSPI_KOSDAQ_ALL,10,EARLY_2016_2019,FLOW,98,0.0011670618596014736
0.1,KOSPI_KOSDAQ_ALL,10,EARLY_2016_2019,MOMENTUM,98,0.0013273983963207538
0.1,KOSPI_KOSDAQ_ALL,10,EARLY_2016_2019,REVISION,98,0.0005822878343559961
0.1,KOSPI_KOSDAQ_ALL,10,EARLY_2016_2019,VALUE,98,-8.766211377365737e-05
0.1,KOSPI_KOSDAQ_ALL,10,LATE_2020_2022,FLOW,75,0.0016163329953172078
0.1,KOSPI_KOSDAQ_ALL,10,LATE_2020_2022,MOMENTUM,75,5.8550886038896455e-05
0.1,KOSPI_KOSDAQ_ALL,10,LATE_2020_2022,REVISION,75,0.0022849597179015594
0.1,KOSPI_KOSDAQ_ALL,10,LATE_2020_2022,VALUE,75,0.0012461824075324069
0.1,KOSPI_KOSDAQ_ALL,10,NORMAL_2023_2024,FLOW,48,-0.00028148995685269837
0.1,KOSPI_KOSDAQ_ALL,10,NORMAL_2023_2024,MOMENTUM,48,-0.0012551637573766006
0.1,KOSPI_KOSDAQ_ALL,10,NORMAL_2023_2024,REVISION,48,-0.0014219414552858979
0.1,KOSPI_KOSDAQ_ALL,10,NORMAL_2023_2024,VALUE,48,0.00035141424009216526
0.1,KOSPI_KOSDAQ_ALL,10,YTD_2026,FLOW,13,0.009064535309442267
0.1,KOSPI_KOSDAQ_ALL,10,YTD_2026,MOMENTUM,13,0.008121456643496443
0.1,KOSPI_KOSDAQ_ALL,10,YTD_2026,REVISION,13,0.009697433412005914
0.1,KOSPI_KOSDAQ_ALL,10,YTD_2026,VALUE,13,0.0040897743178060575
0.1,KOSPI_KOSDAQ_ALL,20,BULL_2025,FLOW,12,0.003772856521133026
0.1,KOSPI_KOSDAQ_ALL,20,BULL_2025,MOMENTUM,12,0.03990609848740318
0.1,KOSPI_KOSDAQ_ALL,20,BULL_2025,REVISION,12,0.0034595405546312065
0.1,KOSPI_KOSDAQ_ALL,20,BULL_2025,VALUE,12,0.0033840569032067085
0.1,KOSPI_KOSDAQ_ALL,20,EARLY_2016_2019,FLOW,49,0.002159028933429576
0.1,KOSPI_KOSDAQ_ALL,20,EARLY_2016_2019,MOMENTUM,49,0.0034429940744324684
0.1,KOSPI_KOSDAQ_ALL,20,EARLY_2016_2019,REVISION,49,-0.0013109134631667512
0.1,KOSPI_KOSDAQ_ALL,20,EARLY_2016_2019,VALUE,49,-0.0014341405564747586
0.1,KOSPI_KOSDAQ_ALL,20,LATE_2020_2022,FLOW,38,0.00610590177637847
0.1,KOSPI_KOSDAQ_ALL,20,LATE_2020_2022,MOMENTUM,38,0.001686505391274926
0.1,KOSPI_KOSDAQ_ALL,20,LATE_2020_2022,REVISION,38,0.0037913206797640098
0.1,KOSPI_KOSDAQ_ALL,20,LATE_2020_2022,VALUE,38,0.002185969497071757
0.1,KOSPI_KOSDAQ_ALL,20,NORMAL_2023_2024,FLOW,24,0.006109912950108061
0.1,KOSPI_KOSDAQ_ALL,20,NORMAL_2023_2024,MOMENTUM,24,0.007658087838486671
0.1,KOSPI_KOSDAQ_ALL,20,NORMAL_2023_2024,REVISION,24,-0.0010664758208455151
0.1,KOSPI_KOSDAQ_ALL,20,NORMAL_2023_2024,VALUE,24,-0.0009582799920218164
0.1,KOSPI_KOSDAQ_ALL,20,YTD_2026,FLOW,6,0.012718293532975683
0.1,KOSPI_KOSDAQ_ALL,20,YTD_2026,MOMENTUM,6,0.018309570910623147
0.1,KOSPI_KOSDAQ_ALL,20,YTD_2026,REVISION,6,0.02103137956640605
0.1,KOSPI_KOSDAQ_ALL,20,YTD_2026,VALUE,6,0.008625924124974737
0.15,K200,10,BULL_2025,FLOW,25,0.003073978015856236
0.15,K200,10,BULL_2025,MOMENTUM,25,0.0013261090491645956
0.15,K200,10,BULL_2025,REVISION,25,0.0016666185092090128
0.15,K200,10,BULL_2025,VALUE,25,0.001677913217879055
0.15,K200,10,EARLY_2016_2019,FLOW,98,0.00033178693240095
0.15,K200,10,EARLY_2016_2019,MOMENTUM,98,0.0002038796833595405
0.15,K200,10,EARLY_2016_2019,REVISION,98,0.00012858057338492002
0.15,K200,10,EARLY_2016_2019,VALUE,98,7.524860667711043e-05
0.15,K200,10,LATE_2020_2022,FLOW,75,-0.0007172390437845485
0.15,K200,10,LATE_2020_2022,MOMENTUM,75,0.000479263158641836
0.15,K200,10,LATE_2020_2022,REVISION,75,0.0005592558879454923
0.15,K200,10,LATE_2020_2022,VALUE,75,-3.838230535071839e-05
0.15,K200,10,NORMAL_2023_2024,FLOW,48,0.001337575446692528
0.15,K200,10,NORMAL_2023_2024,MOMENTUM,48,0.00040240504707454716
0.15,K200,10,NORMAL_2023_2024,REVISION,48,0.0013567115675423601
0.15,K200,10,NORMAL_2023_2024,VALUE,48,0.0006010156025068016
0.15,K200,10,YTD_2026,FLOW,13,0.0020648812274299674
0.15,K200,10,YTD_2026,MOMENTUM,13,-0.0026594245823477383
0.15,K200,10,YTD_2026,REVISION,13,0.0017846189545982646
0.15,K200,10,YTD_2026,VALUE,13,0.0031139628508247068
0.15,KOSDAQ,10,BULL_2025,FLOW,25,-0.0005413511718832332
0.15,KOSDAQ,10,BULL_2025,MOMENTUM,25,0.0018517644645447702
0.15,KOSDAQ,10,BULL_2025,REVISION,25,0.00034288073730518473
0.15,KOSDAQ,10,BULL_2025,VALUE,25,-0.0004755168988656273
0.15,KOSDAQ,10,EARLY_2016_2019,FLOW,98,0.0008354936592128576
0.15,KOSDAQ,10,EARLY_2016_2019,MOMENTUM,98,0.0006073794873889475
0.15,KOSDAQ,10,EARLY_2016_2019,REVISION,98,-0.0002868750570773292
0.15,KOSDAQ,10,EARLY_2016_2019,VALUE,98,0.0005302108823924506
0.15,KOSDAQ,10,LATE_2020_2022,FLOW,75,0.000449777654935078
0.15,KOSDAQ,10,LATE_2020_2022,MOMENTUM,75,0.0005361700395370112
0.15,KOSDAQ,10,LATE_2020_2022,REVISION,75,0.0006562911099984542
0.15,KOSDAQ,10,LATE_2020_2022,VALUE,75,0.0008822423741677099
0.15,KOSDAQ,10,NORMAL_2023_2024,FLOW,48,-0.002146099012508305
0.15,KOSDAQ,10,NORMAL_2023_2024,MOMENTUM,48,0.003725955016491769
0.15,KOSDAQ,10,NORMAL_2023_2024,REVISION,48,0.0002911839305302331
0.15,KOSDAQ,10,NORMAL_2023_2024,VALUE,48,-0.0005964116511077401
0.15,KOSDAQ,10,YTD_2026,FLOW,13,-0.0014219251936448947
0.15,KOSDAQ,10,YTD_2026,MOMENTUM,13,0.006382967529189585
0.15,KOSDAQ,10,YTD_2026,REVISION,13,0.0035979149785495016
0.15,KOSDAQ,10,YTD_2026,VALUE,13,-0.0006531877566240799
0.15,KOSDAQ_PLUS_KOSPI_EX_K200,10,BULL_2025,FLOW,25,-0.0005395908780054696
0.15,KOSDAQ_PLUS_KOSPI_EX_K200,10,BULL_2025,MOMENTUM,25,0.008282006838976404
0.15,KOSDAQ_PLUS_KOSPI_EX_K200,10,BULL_2025,REVISION,25,0.0015283772115146027
0.15,KOSDAQ_PLUS_KOSPI_EX_K200,10,BULL_2025,VALUE,25,0.002057745565457012
0.15,KOSDAQ_PLUS_KOSPI_EX_K200,10,EARLY_2016_2019,FLOW,98,0.001983637074284537
0.15,KOSDAQ_PLUS_KOSPI_EX_K200,10,EARLY_2016_2019,MOMENTUM,98,0.0004301280745552093
0.15,KOSDAQ_PLUS_KOSPI_EX_K200,10,EARLY_2016_2019,REVISION,98,-0.00029430328091520575
0.15,KOSDAQ_PLUS_KOSPI_EX_K200,10,EARLY_2016_2019,VALUE,98,0.0006414758811173636
0.15,KOSDAQ_PLUS_KOSPI_EX_K200,10,LATE_2020_2022,FLOW,75,0.0025476524339254156
0.15,KOSDAQ_PLUS_KOSPI_EX_K200,10,LATE_2020_2022,MOMENTUM,75,0.0007346907541773813
0.15,KOSDAQ_PLUS_KOSPI_EX_K200,10,LATE_2020_2022,REVISION,75,0.002438380825076291
0.15,KOSDAQ_PLUS_KOSPI_EX_K200,10,LATE_2020_2022,VALUE,75,0.0008864649332914165
0.15,KOSDAQ_PLUS_KOSPI_EX_K200,10,NORMAL_2023_2024,FLOW,48,-0.001182067343371411
0.15,KOSDAQ_PLUS_KOSPI_EX_K200,10,NORMAL_2023_2024,MOMENTUM,48,0.004325238948598627
0.15,KOSDAQ_PLUS_KOSPI_EX_K200,10,NORMAL_2023_2024,REVISION,48,0.0005972468525030317
0.15,KOSDAQ_PLUS_KOSPI_EX_K200,10,NORMAL_2023_2024,VALUE,48,0.000746538224332171
0.15,KOSDAQ_PLUS_KOSPI_EX_K200,10,YTD_2026,FLOW,13,0.006433787686539303
0.15,KOSDAQ_PLUS_KOSPI_EX_K200,10,YTD_2026,MOMENTUM,13,0.007944787981251797
0.15,KOSDAQ_PLUS_KOSPI_EX_K200,10,YTD_2026,REVISION,13,0.0024023823037338634
0.15,KOSDAQ_PLUS_KOSPI_EX_K200,10,YTD_2026,VALUE,13,-0.0008851276335155857
0.15,KOSPI_ALL,10,BULL_2025,FLOW,25,0.001243719510730481
0.15,KOSPI_ALL,10,BULL_2025,MOMENTUM,25,0.003399007321455003
0.15,KOSPI_ALL,10,BULL_2025,REVISION,25,0.004004394072356552
0.15,KOSPI_ALL,10,BULL_2025,VALUE,25,0.001976400716345026
0.15,KOSPI_ALL,10,EARLY_2016_2019,FLOW,98,0.00038734825510023567
0.15,KOSPI_ALL,10,EARLY_2016_2019,MOMENTUM,98,0.002001085009094241
0.15,KOSPI_ALL,10,EARLY_2016_2019,REVISION,98,-9.126351073027689e-05
0.15,KOSPI_ALL,10,EARLY_2016_2019,VALUE,98,-0.0002801988250705609
0.15,KOSPI_ALL,10,LATE_2020_2022,FLOW,75,-0.00019794689944487297
0.15,KOSPI_ALL,10,LATE_2020_2022,MOMENTUM,75,0.001021620544923349
0.15,KOSPI_ALL,10,LATE_2020_2022,REVISION,75,0.0007216217354934242
0.15,KOSPI_ALL,10,LATE_2020_2022,VALUE,75,0.00042104578194222727
0.15,KOSPI_ALL,10,NORMAL_2023_2024,FLOW,48,-0.00047884205303414857
0.15,KOSPI_ALL,10,NORMAL_2023_2024,MOMENTUM,48,-0.0001756696922887141
0.15,KOSPI_ALL,10,NORMAL_2023_2024,REVISION,48,0.00029804045404978736
0.15,KOSPI_ALL,10,NORMAL_2023_2024,VALUE,48,0.0004967630327352132
0.15,KOSPI_ALL,10,YTD_2026,FLOW,13,-0.001571993874684059
0.15,KOSPI_ALL,10,YTD_2026,MOMENTUM,13,0.001696539216115612
0.15,KOSPI_ALL,10,YTD_2026,REVISION,13,0.0031462722965531695
0.15,KOSPI_ALL,10,YTD_2026,VALUE,13,0.0018358618559362978
0.15,KOSPI_EX_K200,10,BULL_2025,FLOW,25,0.00017462949733334276
0.15,KOSPI_EX_K200,10,BULL_2025,MOMENTUM,25,0.00310898678013321
0.15,KOSPI_EX_K200,10,BULL_2025,REVISION,25,-0.000370855608731763
0.15,KOSPI_EX_K200,10,BULL_2025,VALUE,25,0.0007251714299219123
0.15,KOSPI_EX_K200,10,EARLY_2016_2019,FLOW,98,0.0005676174759900704
0.15,KOSPI_EX_K200,10,EARLY_2016_2019,MOMENTUM,98,4.4114784441527785e-05
0.15,KOSPI_EX_K200,10,EARLY_2016_2019,REVISION,98,-7.102641807443677e-06
0.15,KOSPI_EX_K200,10,EARLY_2016_2019,VALUE,98,-2.1347878395838245e-05
0.15,KOSPI_EX_K200,10,LATE_2020_2022,FLOW,75,-0.0005119033849575218
0.15,KOSPI_EX_K200,10,LATE_2020_2022,MOMENTUM,75,0.0016753063792751444
0.15,KOSPI_EX_K200,10,LATE_2020_2022,REVISION,75,-0.0003286926587681927
0.15,KOSPI_EX_K200,10,LATE_2020_2022,VALUE,75,0.00023903438353590784
0.15,KOSPI_EX_K200,10,NORMAL_2023_2024,FLOW,48,8.473442407312707e-05
0.15,KOSPI_EX_K200,10,NORMAL_2023_2024,MOMENTUM,48,0.001090429605958746
0.15,KOSPI_EX_K200,10,NORMAL_2023_2024,REVISION,48,-9.736161344537037e-05
0.15,KOSPI_EX_K200,10,NORMAL_2023_2024,VALUE,48,7.060929459847317e-05
0.15,KOSPI_EX_K200,10,YTD_2026,FLOW,13,0.0006320236821677381
0.15,KOSPI_EX_K200,10,YTD_2026,MOMENTUM,13,0.008144013722239335
0.15,KOSPI_EX_K200,10,YTD_2026,REVISION,13,-0.0009557755407172333
0.15,KOSPI_EX_K200,10,YTD_2026,VALUE,13,-0.0001414820706164141
0.15,KOSPI_KOSDAQ_ALL,10,BULL_2025,FLOW,25,-0.002144374970932767
0.15,KOSPI_KOSDAQ_ALL,10,BULL_2025,MOMENTUM,25,0.008783573085129712
0.15,KOSPI_KOSDAQ_ALL,10,BULL_2025,REVISION,25,0.0027469502771342675
0.15,KOSPI_KOSDAQ_ALL,10,BULL_2025,VALUE,25,0.001590260095568535
0.15,KOSPI_KOSDAQ_ALL,10,EARLY_2016_2019,FLOW,98,0.002317610385339668
0.15,KOSPI_KOSDAQ_ALL,10,EARLY_2016_2019,MOMENTUM,98,0.002868671862324279
0.15,KOSPI_KOSDAQ_ALL,10,EARLY_2016_2019,REVISION,98,0.00041230939043253567
0.15,KOSPI_KOSDAQ_ALL,10,EARLY_2016_2019,VALUE,98,-0.0002538809624925196
0.15,KOSPI_KOSDAQ_ALL,10,LATE_2020_2022,FLOW,75,0.0021221462570113563
0.15,KOSPI_KOSDAQ_ALL,10,LATE_2020_2022,MOMENTUM,75,0.0022956460340547687
0.15,KOSPI_KOSDAQ_ALL,10,LATE_2020_2022,REVISION,75,0.002732837171914118
0.15,KOSPI_KOSDAQ_ALL,10,LATE_2020_2022,VALUE,75,0.0013289671237305019
0.15,KOSPI_KOSDAQ_ALL,10,NORMAL_2023_2024,FLOW,48,0.0009559063594170115
0.15,KOSPI_KOSDAQ_ALL,10,NORMAL_2023_2024,MOMENTUM,48,0.0009561779813860986
0.15,KOSPI_KOSDAQ_ALL,10,NORMAL_2023_2024,REVISION,48,-0.0015951328187186044
0.15,KOSPI_KOSDAQ_ALL,10,NORMAL_2023_2024,VALUE,48,0.0016212503659170203
0.15,KOSPI_KOSDAQ_ALL,10,YTD_2026,FLOW,13,0.007886256609229082
0.15,KOSPI_KOSDAQ_ALL,10,YTD_2026,MOMENTUM,13,0.01691747763007505
0.15,KOSPI_KOSDAQ_ALL,10,YTD_2026,REVISION,13,0.0119884363903813
0.15,KOSPI_KOSDAQ_ALL,10,YTD_2026,VALUE,13,0.0032380224660019
0.2,K200,5,BULL_2025,FLOW,49,0.002448729077836103
0.2,K200,5,BULL_2025,MOMENTUM,49,0.0004743882176734682
0.2,K200,5,BULL_2025,REVISION,49,0.0004606505743488833
0.2,K200,5,BULL_2025,VALUE,49,0.0008597895958268201
0.2,K200,5,EARLY_2016_2019,FLOW,196,0.0001512473184062715
0.2,K200,5,EARLY_2016_2019,MOMENTUM,196,0.00029791250949842425
0.2,K200,5,EARLY_2016_2019,REVISION,196,-0.00019960175401845953
