weight,universe,horizon,sample,family,n_dates,gross_delta
0.2,K200,5,EARLY_2016_2019,VALUE,196,3.967235011015951e-05
0.2,K200,5,LATE_2020_2022,FLOW,149,-0.0008168882483586711
0.2,K200,5,LATE_2020_2022,MOMENTUM,149,0.0005291816898159817
0.2,K200,5,LATE_2020_2022,REVISION,149,0.00046455581238825797
0.2,K200,5,LATE_2020_2022,VALUE,149,1.573902068230263e-05
0.2,K200,5,NORMAL_2023_2024,FLOW,97,0.0005512610556703806
0.2,K200,5,NORMAL_2023_2024,MOMENTUM,97,8.279391278853285e-05
0.2,K200,5,NORMAL_2023_2024,REVISION,97,0.0007274328930887704
0.2,K200,5,NORMAL_2023_2024,VALUE,97,0.000487106029461651
0.2,K200,5,YTD_2026,FLOW,28,0.0008637653818021199
0.2,K200,5,YTD_2026,MOMENTUM,28,0.0024563190326858672
0.2,K200,5,YTD_2026,REVISION,28,0.002818950677727707
0.2,K200,5,YTD_2026,VALUE,28,0.0014510262580054664
0.2,K200,10,BULL_2025,FLOW,25,0.004209336073302548
0.2,K200,10,BULL_2025,MOMENTUM,25,0.0008369385261829276
0.2,K200,10,BULL_2025,REVISION,25,0.002810255274988663
0.2,K200,10,BULL_2025,VALUE,25,0.0019658903760450246
0.2,K200,10,EARLY_2016_2019,FLOW,98,0.00036076343024121906
0.2,K200,10,EARLY_2016_2019,MOMENTUM,98,0.0003193268246699111
0.2,K200,10,EARLY_2016_2019,REVISION,98,8.159604625287062e-05
0.2,K200,10,EARLY_2016_2019,VALUE,98,0.0003180324767369021
0.2,K200,10,LATE_2020_2022,FLOW,75,-0.0007731785044751408
0.2,K200,10,LATE_2020_2022,MOMENTUM,75,-1.7174324793984478e-05
0.2,K200,10,LATE_2020_2022,REVISION,75,0.0005225008454313085
0.2,K200,10,LATE_2020_2022,VALUE,75,-6.384960833616236e-05
0.2,K200,10,NORMAL_2023_2024,FLOW,48,0.0008580252935767346
0.2,K200,10,NORMAL_2023_2024,MOMENTUM,48,-8.106522138312678e-05
0.2,K200,10,NORMAL_2023_2024,REVISION,48,0.0018553800170049938
0.2,K200,10,NORMAL_2023_2024,VALUE,48,0.00033276949080796096
0.2,K200,10,YTD_2026,FLOW,13,0.0034173081988352447
0.2,K200,10,YTD_2026,MOMENTUM,13,0.0013725196742245319
0.2,K200,10,YTD_2026,REVISION,13,0.004916244135503652
0.2,K200,10,YTD_2026,VALUE,13,0.0014976922251078765
0.2,K200,20,BULL_2025,FLOW,12,0.006528962685880018
0.2,K200,20,BULL_2025,MOMENTUM,12,-0.0004121691425846952
0.2,K200,20,BULL_2025,REVISION,12,0.005997495379961371
0.2,K200,20,BULL_2025,VALUE,12,0.003433442734886436
0.2,K200,20,EARLY_2016_2019,FLOW,49,0.0008532504118057751
0.2,K200,20,EARLY_2016_2019,MOMENTUM,49,-0.00042664817769580323
0.2,K200,20,EARLY_2016_2019,REVISION,49,-0.00027848294674569457
0.2,K200,20,EARLY_2016_2019,VALUE,49,0.0007899002067388413
0.2,K200,20,LATE_2020_2022,FLOW,38,0.0035645575647145268
0.2,K200,20,LATE_2020_2022,MOMENTUM,38,0.0009402934931768972
0.2,K200,20,LATE_2020_2022,REVISION,38,0.0007317303306173871
0.2,K200,20,LATE_2020_2022,VALUE,38,-6.793041109944382e-05
0.2,K200,20,NORMAL_2023_2024,FLOW,24,-7.593002704490771e-05
0.2,K200,20,NORMAL_2023_2024,MOMENTUM,24,-0.004330512638044181
0.2,K200,20,NORMAL_2023_2024,REVISION,24,0.003084652264038099
0.2,K200,20,NORMAL_2023_2024,VALUE,24,-0.0013479432590238413
0.2,K200,20,YTD_2026,FLOW,6,0.0023387259337997886
0.2,K200,20,YTD_2026,MOMENTUM,6,0.006301873585921735
0.2,K200,20,YTD_2026,REVISION,6,0.003335806453654165
0.2,K200,20,YTD_2026,VALUE,6,0.0008085535510465314
0.2,KOSDAQ,5,BULL_2025,FLOW,49,-0.0012186689737052965
0.2,KOSDAQ,5,BULL_2025,MOMENTUM,49,0.0015299092674205491
0.2,KOSDAQ,5,BULL_2025,REVISION,49,-0.00030947049273096416
0.2,KOSDAQ,5,BULL_2025,VALUE,49,-0.0004118677758899463
0.2,KOSDAQ,5,EARLY_2016_2019,FLOW,196,0.0010890404309743557
0.2,KOSDAQ,5,EARLY_2016_2019,MOMENTUM,196,0.0011377827330572513
0.2,KOSDAQ,5,EARLY_2016_2019,REVISION,196,-0.00028688590935804537
0.2,KOSDAQ,5,EARLY_2016_2019,VALUE,196,0.0005429670601439417
0.2,KOSDAQ,5,LATE_2020_2022,FLOW,149,0.001641138686319228
0.2,KOSDAQ,5,LATE_2020_2022,MOMENTUM,149,0.0006225738230314334
0.2,KOSDAQ,5,LATE_2020_2022,REVISION,149,-2.8216854854004325e-05
0.2,KOSDAQ,5,LATE_2020_2022,VALUE,149,0.000691424082483664
0.2,KOSDAQ,5,NORMAL_2023_2024,FLOW,97,0.0003282167139982593
0.2,KOSDAQ,5,NORMAL_2023_2024,MOMENTUM,97,0.0010827643813662914
0.2,KOSDAQ,5,NORMAL_2023_2024,REVISION,97,-0.0002615160687131578
0.2,KOSDAQ,5,NORMAL_2023_2024,VALUE,97,-0.0002554883405539307
0.2,KOSDAQ,5,YTD_2026,FLOW,28,0.00028175929465144893
0.2,KOSDAQ,5,YTD_2026,MOMENTUM,28,0.0030269160473487015
0.2,KOSDAQ,5,YTD_2026,REVISION,28,0.0036796742271588334
0.2,KOSDAQ,5,YTD_2026,VALUE,28,0.0007709956217544711
0.2,KOSDAQ,10,BULL_2025,FLOW,25,-0.0017658815250466413
0.2,KOSDAQ,10,BULL_2025,MOMENTUM,25,0.0021687112876285462
0.2,KOSDAQ,10,BULL_2025,REVISION,25,0.001965004890049723
0.2,KOSDAQ,10,BULL_2025,VALUE,25,-0.0006645079350496663
0.2,KOSDAQ,10,EARLY_2016_2019,FLOW,98,0.0010940535272014153
0.2,KOSDAQ,10,EARLY_2016_2019,MOMENTUM,98,0.000699003932914823
0.2,KOSDAQ,10,EARLY_2016_2019,REVISION,98,-0.0005131398233233181
0.2,KOSDAQ,10,EARLY_2016_2019,VALUE,98,0.00042356828668782017
0.2,KOSDAQ,10,LATE_2020_2022,FLOW,75,0.0004946939147822638
0.2,KOSDAQ,10,LATE_2020_2022,MOMENTUM,75,-1.4051691370708479e-05
0.2,KOSDAQ,10,LATE_2020_2022,REVISION,75,0.0008808775203351906
0.2,KOSDAQ,10,LATE_2020_2022,VALUE,75,0.0012852723030735193
0.2,KOSDAQ,10,NORMAL_2023_2024,FLOW,48,-0.002511134615983665
0.2,KOSDAQ,10,NORMAL_2023_2024,MOMENTUM,48,0.004829632123326531
0.2,KOSDAQ,10,NORMAL_2023_2024,REVISION,48,0.0005097821939225672
0.2,KOSDAQ,10,NORMAL_2023_2024,VALUE,48,-0.0009441005803295104
0.2,KOSDAQ,10,YTD_2026,FLOW,13,0.002751890772377581
0.2,KOSDAQ,10,YTD_2026,MOMENTUM,13,0.008256262868645172
0.2,KOSDAQ,10,YTD_2026,REVISION,13,0.009907310250235637
0.2,KOSDAQ,10,YTD_2026,VALUE,13,0.0007356794655415491
0.2,KOSDAQ,20,BULL_2025,FLOW,12,-0.001269288487053929
0.2,KOSDAQ,20,BULL_2025,MOMENTUM,12,0.007735644559123924
0.2,KOSDAQ,20,BULL_2025,REVISION,12,0.003605640645944925
0.2,KOSDAQ,20,BULL_2025,VALUE,12,0.00024546106256836915
0.2,KOSDAQ,20,EARLY_2016_2019,FLOW,49,0.001057816096971922
0.2,KOSDAQ,20,EARLY_2016_2019,MOMENTUM,49,0.0009689446179513074
0.2,KOSDAQ,20,EARLY_2016_2019,REVISION,49,-0.0013614654930590457
0.2,KOSDAQ,20,EARLY_2016_2019,VALUE,49,0.0002635666089996166
0.2,KOSDAQ,20,LATE_2020_2022,FLOW,38,-0.0012953411969675091
0.2,KOSDAQ,20,LATE_2020_2022,MOMENTUM,38,-0.004048006714906616
0.2,KOSDAQ,20,LATE_2020_2022,REVISION,38,0.00438397033801085
0.2,KOSDAQ,20,LATE_2020_2022,VALUE,38,0.0006312339547767103
0.2,KOSDAQ,20,NORMAL_2023_2024,FLOW,24,0.006340256490420062
0.2,KOSDAQ,20,NORMAL_2023_2024,MOMENTUM,24,0.007839672133774523
0.2,KOSDAQ,20,NORMAL_2023_2024,REVISION,24,-0.0017718878895323909
0.2,KOSDAQ,20,NORMAL_2023_2024,VALUE,24,-0.0027378969881738766
0.2,KOSDAQ,20,YTD_2026,FLOW,6,-0.0032745681438073986
0.2,KOSDAQ,20,YTD_2026,MOMENTUM,6,0.0183139264818276
0.2,KOSDAQ,20,YTD_2026,REVISION,6,0.011677293519229255
0.2,KOSDAQ,20,YTD_2026,VALUE,6,0.005445342153888112
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,5,BULL_2025,FLOW,49,0.00089240145193842
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,5,BULL_2025,MOMENTUM,49,0.0016947974545535216
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,5,BULL_2025,REVISION,49,0.0010471684329959004
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,5,BULL_2025,VALUE,49,0.0015389745550981916
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,5,EARLY_2016_2019,FLOW,196,0.0015163512335342772
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,5,EARLY_2016_2019,MOMENTUM,196,0.0014850994571861988
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,5,EARLY_2016_2019,REVISION,196,-0.00036609582639641857
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,5,EARLY_2016_2019,VALUE,196,0.0005717904124472453
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,5,LATE_2020_2022,FLOW,149,0.002366516528139931
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,5,LATE_2020_2022,MOMENTUM,149,0.0007075831590634269
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,5,LATE_2020_2022,REVISION,149,0.0015426680068626034
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,5,LATE_2020_2022,VALUE,149,0.0010396697531630682
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,5,NORMAL_2023_2024,FLOW,97,-8.078705999455428e-05
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,5,NORMAL_2023_2024,MOMENTUM,97,0.0025942058382768768
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,5,NORMAL_2023_2024,REVISION,97,0.0003501934419031326
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,5,NORMAL_2023_2024,VALUE,97,0.0006333695360728215
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,5,YTD_2026,FLOW,28,0.0008364920346347037
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,5,YTD_2026,MOMENTUM,28,0.00564974085529061
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,5,YTD_2026,REVISION,28,0.0003162751329221157
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,5,YTD_2026,VALUE,28,-0.00033382633467841076
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,10,BULL_2025,FLOW,25,0.0008556565488488609
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,10,BULL_2025,MOMENTUM,25,0.012237505310492097
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,10,BULL_2025,REVISION,25,0.0014470976913954297
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,10,BULL_2025,VALUE,25,0.003219115951193362
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,10,EARLY_2016_2019,FLOW,98,0.00232922517046864
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,10,EARLY_2016_2019,MOMENTUM,98,0.0011043627819822656
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,10,EARLY_2016_2019,REVISION,98,-0.00035934116236737904
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,10,EARLY_2016_2019,VALUE,98,0.0007371375400077307
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,10,LATE_2020_2022,FLOW,75,0.0021254017210836367
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,10,LATE_2020_2022,MOMENTUM,75,0.0015928777209092422
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,10,LATE_2020_2022,REVISION,75,0.0027257944707495996
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,10,LATE_2020_2022,VALUE,75,0.001140243037934703
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,10,NORMAL_2023_2024,FLOW,48,-0.0014008742484535517
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,10,NORMAL_2023_2024,MOMENTUM,48,0.003397052611374778
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,10,NORMAL_2023_2024,REVISION,48,0.000951235769755671
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,10,NORMAL_2023_2024,VALUE,48,0.0013575156262780723
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,10,YTD_2026,FLOW,13,0.005608405973128911
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,10,YTD_2026,MOMENTUM,13,0.013210939814925642
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,10,YTD_2026,REVISION,13,0.00387274533253589
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,10,YTD_2026,VALUE,13,-0.003278586349292674
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,20,BULL_2025,FLOW,12,0.008678369814142363
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,20,BULL_2025,MOMENTUM,12,0.03445650624838552
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,20,BULL_2025,REVISION,12,-0.0005661041407022559
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,20,BULL_2025,VALUE,12,0.0069372872268891675
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,20,EARLY_2016_2019,FLOW,49,0.0025318859484521556
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,20,EARLY_2016_2019,MOMENTUM,49,-0.0004300006345410462
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,20,EARLY_2016_2019,REVISION,49,-0.0037551972975806043
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,20,EARLY_2016_2019,VALUE,49,0.0017139562588719772
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,20,LATE_2020_2022,FLOW,38,0.0054554171964560525
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,20,LATE_2020_2022,MOMENTUM,38,0.0055911826325020985
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,20,LATE_2020_2022,REVISION,38,0.003888729025806262
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,20,LATE_2020_2022,VALUE,38,0.0015144866925588176
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,20,NORMAL_2023_2024,FLOW,24,0.0015283655469699575
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,20,NORMAL_2023_2024,MOMENTUM,24,0.012613955170092332
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,20,NORMAL_2023_2024,REVISION,24,-0.001320530465823742
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,20,NORMAL_2023_2024,VALUE,24,0.002085580248494576
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,20,YTD_2026,FLOW,6,0.014133028852973746
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,20,YTD_2026,MOMENTUM,6,0.030288546091399558
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,20,YTD_2026,REVISION,6,0.01804955898462992
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,20,YTD_2026,VALUE,6,-0.0025822126960820244
0.2,KOSPI_ALL,5,BULL_2025,FLOW,49,0.0010105400215508682
0.2,KOSPI_ALL,5,BULL_2025,MOMENTUM,49,0.0032874990430122584
0.2,KOSPI_ALL,5,BULL_2025,REVISION,49,0.001910688638457835
0.2,KOSPI_ALL,5,BULL_2025,VALUE,49,0.0014280897401224622
0.2,KOSPI_ALL,5,EARLY_2016_2019,FLOW,196,0.0005379088628482267
0.2,KOSPI_ALL,5,EARLY_2016_2019,MOMENTUM,196,0.0019876928151061693
0.2,KOSPI_ALL,5,EARLY_2016_2019,REVISION,196,-0.00024087235685907836
0.2,KOSPI_ALL,5,EARLY_2016_2019,VALUE,196,-0.00036916531113632414
0.2,KOSPI_ALL,5,LATE_2020_2022,FLOW,149,0.001284928370603675
0.2,KOSPI_ALL,5,LATE_2020_2022,MOMENTUM,149,-0.00041857609674314224
0.2,KOSPI_ALL,5,LATE_2020_2022,REVISION,149,0.0010871505703903554
0.2,KOSPI_ALL,5,LATE_2020_2022,VALUE,149,0.00033849763029705483
0.2,KOSPI_ALL,5,NORMAL_2023_2024,FLOW,97,0.00015484041750496758
0.2,KOSPI_ALL,5,NORMAL_2023_2024,MOMENTUM,97,0.0007964151390406187
0.2,KOSPI_ALL,5,NORMAL_2023_2024,REVISION,97,0.0006824383905227816
0.2,KOSPI_ALL,5,NORMAL_2023_2024,VALUE,97,0.0006115154920775693
0.2,KOSPI_ALL,5,YTD_2026,FLOW,28,-0.0022214936890969394
0.2,KOSPI_ALL,5,YTD_2026,MOMENTUM,28,0.0026930884694511834
0.2,KOSPI_ALL,5,YTD_2026,REVISION,28,0.0015376459629140135
0.2,KOSPI_ALL,5,YTD_2026,VALUE,28,0.0015543757114914018
0.2,KOSPI_ALL,10,BULL_2025,FLOW,25,0.001126845745070824
0.2,KOSPI_ALL,10,BULL_2025,MOMENTUM,25,0.0028703909018641467
0.2,KOSPI_ALL,10,BULL_2025,REVISION,25,0.0035564896226297515
0.2,KOSPI_ALL,10,BULL_2025,VALUE,25,0.003390156085165243
0.2,KOSPI_ALL,10,EARLY_2016_2019,FLOW,98,0.000214654186937027
0.2,KOSPI_ALL,10,EARLY_2016_2019,MOMENTUM,98,0.0020478302651782405
0.2,KOSPI_ALL,10,EARLY_2016_2019,REVISION,98,-0.0003765584676206045
0.2,KOSPI_ALL,10,EARLY_2016_2019,VALUE,98,-0.0004908338142390055
0.2,KOSPI_ALL,10,LATE_2020_2022,FLOW,75,0.0007202953645158431
0.2,KOSPI_ALL,10,LATE_2020_2022,MOMENTUM,75,0.0008864609320207001
0.2,KOSPI_ALL,10,LATE_2020_2022,REVISION,75,0.0007732532842285932
0.2,KOSPI_ALL,10,LATE_2020_2022,VALUE,75,0.000490024707606553
0.2,KOSPI_ALL,10,NORMAL_2023_2024,FLOW,48,-0.0013203720886307783
0.2,KOSPI_ALL,10,NORMAL_2023_2024,MOMENTUM,48,0.000962560827795962
0.2,KOSPI_ALL,10,NORMAL_2023_2024,REVISION,48,0.0005274130165863179
0.2,KOSPI_ALL,10,NORMAL_2023_2024,VALUE,48,0.002130410829638375
0.2,KOSPI_ALL,10,YTD_2026,FLOW,13,-0.0007152869451695578
0.2,KOSPI_ALL,10,YTD_2026,MOMENTUM,13,-0.0008381699861649355
0.2,KOSPI_ALL,10,YTD_2026,REVISION,13,0.005903673469343751
0.2,KOSPI_ALL,10,YTD_2026,VALUE,13,0.0033074756923376853
0.2,KOSPI_ALL,20,BULL_2025,FLOW,12,-0.001558282682381905
0.2,KOSPI_ALL,20,BULL_2025,MOMENTUM,12,0.005742321329363438
0.2,KOSPI_ALL,20,BULL_2025,REVISION,12,0.004303003309665934
0.2,KOSPI_ALL,20,BULL_2025,VALUE,12,0.006998058961822804
0.2,KOSPI_ALL,20,EARLY_2016_2019,FLOW,49,-0.0007117090732056167
0.2,KOSPI_ALL,20,EARLY_2016_2019,MOMENTUM,49,0.0036198444684729567
0.2,KOSPI_ALL,20,EARLY_2016_2019,REVISION,49,-0.0004669111899609707
0.2,KOSPI_ALL,20,EARLY_2016_2019,VALUE,49,-0.0022548152758210204
0.2,KOSPI_ALL,20,LATE_2020_2022,FLOW,38,0.0037946972718781616
0.2,KOSPI_ALL,20,LATE_2020_2022,MOMENTUM,38,0.0040336749625861324
0.2,KOSPI_ALL,20,LATE_2020_2022,REVISION,38,0.0004081289052611925
0.2,KOSPI_ALL,20,LATE_2020_2022,VALUE,38,0.002134287420556445
0.2,KOSPI_ALL,20,NORMAL_2023_2024,FLOW,24,-0.001727271851819232
0.2,KOSPI_ALL,20,NORMAL_2023_2024,MOMENTUM,24,-0.00041801836248060584
0.2,KOSPI_ALL,20,NORMAL_2023_2024,REVISION,24,0.0006119888537235433
0.2,KOSPI_ALL,20,NORMAL_2023_2024,VALUE,24,0.002372890326884389
0.2,KOSPI_ALL,20,YTD_2026,FLOW,6,0.0019824265917399095
0.2,KOSPI_ALL,20,YTD_2026,MOMENTUM,6,9.610551150402112e-05
0.2,KOSPI_ALL,20,YTD_2026,REVISION,6,0.0204681831549561
0.2,KOSPI_ALL,20,YTD_2026,VALUE,6,0.006388946001322375
0.2,KOSPI_EX_K200,5,BULL_2025,FLOW,49,7.085165770764823e-05
0.2,KOSPI_EX_K200,5,BULL_2025,MOMENTUM,49,0.002517207359039353
0.2,KOSPI_EX_K200,5,BULL_2025,REVISION,49,0.0005656759573448059
0.2,KOSPI_EX_K200,5,BULL_2025,VALUE,49,0.0008224163607012124
0.2,KOSPI_EX_K200,5,EARLY_2016_2019,FLOW,196,0.00040917603875992667
0.2,KOSPI_EX_K200,5,EARLY_2016_2019,MOMENTUM,196,0.0006512089006334991
0.2,KOSPI_EX_K200,5,EARLY_2016_2019,REVISION,196,6.588761211274824e-05
0.2,KOSPI_EX_K200,5,EARLY_2016_2019,VALUE,196,-0.0001404847689157788
0.2,KOSPI_EX_K200,5,LATE_2020_2022,FLOW,149,-0.00015322852635943829
0.2,KOSPI_EX_K200,5,LATE_2020_2022,MOMENTUM,149,0.00046845489006142824
0.2,KOSPI_EX_K200,5,LATE_2020_2022,REVISION,149,9.277944782655805e-05
0.2,KOSPI_EX_K200,5,LATE_2020_2022,VALUE,149,6.532142778132071e-05
0.2,KOSPI_EX_K200,5,NORMAL_2023_2024,FLOW,97,0.0007537175576409542
0.2,KOSPI_EX_K200,5,NORMAL_2023_2024,MOMENTUM,97,0.0005492022161060502
0.2,KOSPI_EX_K200,5,NORMAL_2023_2024,REVISION,97,-0.0005608916811064427
0.2,KOSPI_EX_K200,5,NORMAL_2023_2024,VALUE,97,0.0002870773198172885
0.2,KOSPI_EX_K200,5,YTD_2026,FLOW,28,6.635151847020187e-05
0.2,KOSPI_EX_K200,5,YTD_2026,MOMENTUM,28,0.004144615452299075
0.2,KOSPI_EX_K200,5,YTD_2026,REVISION,28,-0.0003870406713713247
0.2,KOSPI_EX_K200,5,YTD_2026,VALUE,28,0.0006448680740036622
0.2,KOSPI_EX_K200,10,BULL_2025,FLOW,25,-0.0002746271689436752
0.2,KOSPI_EX_K200,10,BULL_2025,MOMENTUM,25,0.00418720967086054
0.2,KOSPI_EX_K200,10,BULL_2025,REVISION,25,0.00018715461881646015
0.2,KOSPI_EX_K200,10,BULL_2025,VALUE,25,0.00031600365189854353
0.2,KOSPI_EX_K200,10,EARLY_2016_2019,FLOW,98,0.0009085234674060018
0.2,KOSPI_EX_K200,10,EARLY_2016_2019,MOMENTUM,98,0.00012859212654043836
0.2,KOSPI_EX_K200,10,EARLY_2016_2019,REVISION,98,0.00029748803657648283
0.2,KOSPI_EX_K200,10,EARLY_2016_2019,VALUE,98,0.0001401571094409913
0.2,KOSPI_EX_K200,10,LATE_2020_2022,FLOW,75,-0.0006421824519322007
0.2,KOSPI_EX_K200,10,LATE_2020_2022,MOMENTUM,75,0.0007265651954421516
0.2,KOSPI_EX_K200,10,LATE_2020_2022,REVISION,75,-0.0002623533159817197
0.2,KOSPI_EX_K200,10,LATE_2020_2022,VALUE,75,0.0002910983287104484
0.2,KOSPI_EX_K200,10,NORMAL_2023_2024,FLOW,48,0.000463385899524415
0.2,KOSPI_EX_K200,10,NORMAL_2023_2024,MOMENTUM,48,0.0028653135160795987
0.2,KOSPI_EX_K200,10,NORMAL_2023_2024,REVISION,48,0.00022072910467305245
0.2,KOSPI_EX_K200,10,NORMAL_2023_2024,VALUE,48,0.0003038923859809241
0.2,KOSPI_EX_K200,10,YTD_2026,FLOW,13,0.0015011226465440153
0.2,KOSPI_EX_K200,10,YTD_2026,MOMENTUM,13,0.004871755043369009
0.2,KOSPI_EX_K200,10,YTD_2026,REVISION,13,-0.0004954571416042995
0.2,KOSPI_EX_K200,10,YTD_2026,VALUE,13,0.0020604218491725866
0.2,KOSPI_EX_K200,20,BULL_2025,FLOW,12,-0.0045997098216101024
0.2,KOSPI_EX_K200,20,BULL_2025,MOMENTUM,12,0.009274935457729233
0.2,KOSPI_EX_K200,20,BULL_2025,REVISION,12,-0.003148026125335305
0.2,KOSPI_EX_K200,20,BULL_2025,VALUE,12,0.002596747745562858
0.2,KOSPI_EX_K200,20,EARLY_2016_2019,FLOW,49,0.002178044029767702
0.2,KOSPI_EX_K200,20,EARLY_2016_2019,MOMENTUM,49,9.964587101049329e-05
0.2,KOSPI_EX_K200,20,EARLY_2016_2019,REVISION,49,0.0013345570794927443
0.2,KOSPI_EX_K200,20,EARLY_2016_2019,VALUE,49,0.0003794118090642255
0.2,KOSPI_EX_K200,20,LATE_2020_2022,FLOW,38,0.0018257460441284423
0.2,KOSPI_EX_K200,20,LATE_2020_2022,MOMENTUM,38,-0.002262870997474076
0.2,KOSPI_EX_K200,20,LATE_2020_2022,REVISION,38,-0.00042560925304993227
0.2,KOSPI_EX_K200,20,LATE_2020_2022,VALUE,38,0.0015280313347087536
0.2,KOSPI_EX_K200,20,NORMAL_2023_2024,FLOW,24,0.0031272316564054463
0.2,KOSPI_EX_K200,20,NORMAL_2023_2024,MOMENTUM,24,0.0044219768970100845
0.2,KOSPI_EX_K200,20,NORMAL_2023_2024,REVISION,24,-0.0002604435108808128
0.2,KOSPI_EX_K200,20,NORMAL_2023_2024,VALUE,24,0.0003762110111118233
0.2,KOSPI_EX_K200,20,YTD_2026,FLOW,6,-0.0036289168554569117
0.2,KOSPI_EX_K200,20,YTD_2026,MOMENTUM,6,0.005021774985219032
0.2,KOSPI_EX_K200,20,YTD_2026,REVISION,6,-0.00435520379123958
0.2,KOSPI_EX_K200,20,YTD_2026,VALUE,6,0.0024896489224169225
0.2,KOSPI_KOSDAQ_ALL,5,BULL_2025,FLOW,49,-8.698745631031794e-05
0.2,KOSPI_KOSDAQ_ALL,5,BULL_2025,MOMENTUM,49,0.004106315073508201
0.2,KOSPI_KOSDAQ_ALL,5,BULL_2025,REVISION,49,0.0022141929509907083
0.2,KOSPI_KOSDAQ_ALL,5,BULL_2025,VALUE,49,0.0009885808525434375
0.2,KOSPI_KOSDAQ_ALL,5,EARLY_2016_2019,FLOW,196,0.002212548836990093
0.2,KOSPI_KOSDAQ_ALL,5,EARLY_2016_2019,MOMENTUM,196,0.0028316253241438085
0.2,KOSPI_KOSDAQ_ALL,5,EARLY_2016_2019,REVISION,196,0.00024709551062068323
0.2,KOSPI_KOSDAQ_ALL,5,EARLY_2016_2019,VALUE,196,-0.00020087008309841828
0.2,KOSPI_KOSDAQ_ALL,5,LATE_2020_2022,FLOW,149,0.001965228730684204
0.2,KOSPI_KOSDAQ_ALL,5,LATE_2020_2022,MOMENTUM,149,0.0008333170322224454
0.2,KOSPI_KOSDAQ_ALL,5,LATE_2020_2022,REVISION,149,0.001106834345336408
0.2,KOSPI_KOSDAQ_ALL,5,LATE_2020_2022,VALUE,149,0.0007834934285645837
0.2,KOSPI_KOSDAQ_ALL,5,NORMAL_2023_2024,FLOW,97,0.0008922569578534882
0.2,KOSPI_KOSDAQ_ALL,5,NORMAL_2023_2024,MOMENTUM,97,0.003296388774511831
0.2,KOSPI_KOSDAQ_ALL,5,NORMAL_2023_2024,REVISION,97,-0.0008339637126998711
