strategy,universe,horizon,sample,n_dates,gross_delta,turnover_delta,net_delta_0,net_delta_30,net_delta_60
VETO_LOW10,KOSPI_EX_K200,20,EARLY_2016_2019,48,0.00018958837964748446,0.020182291666666657,0.00018958837964748446,0.00012904150464748457,6.849462964748458e-05
VETO_LOW10,KOSPI_EX_K200,20,LATE_2020_2022,38,0.0005644274059405765,0.008717105263157903,0.0005644274059405765,0.0005382760901511028,0.0005121247743616289
VETO_LOW10,KOSPI_EX_K200,20,NORMAL_2023_2024,24,0.0007367251164147,0.00937500000000001,0.0007367251164147,0.0007086001164146998,0.0006804751164146998
VETO_LOW10,KOSPI_EX_K200,20,YTD_2026,6,0.00515251547041013,0.013541666666666693,0.00515251547041013,0.005111890470410129,0.005071265470410129
VETO_LOW10,KOSPI_KOSDAQ_ALL,5,BULL_2025,49,0.00031320470666597176,0.004591836734693878,0.00031320470666597176,0.0002994291964618901,0.00028565368625780847
VETO_LOW10,KOSPI_KOSDAQ_ALL,5,EARLY_2016_2019,192,0.00018168124781744167,0.011263020833333331,0.00018168124781744167,0.00014789218531744165,0.00011410312281744166
VETO_LOW10,KOSPI_KOSDAQ_ALL,5,LATE_2020_2022,149,-3.788932160430738e-05,0.008389261744966443,-3.788932160430738e-05,-6.305710683920667e-05,-8.8224892074106e-05
VETO_LOW10,KOSPI_KOSDAQ_ALL,5,NORMAL_2023_2024,97,0.0006219889584514691,0.00579896907216495,0.0006219889584514691,0.0006045920512349741,0.0005871951440184792
VETO_LOW10,KOSPI_KOSDAQ_ALL,5,YTD_2026,28,-0.00022438197953024536,0.00803571428571429,-0.00022438197953024536,-0.00024848912238738827,-0.0002725962652445311
VETO_LOW10,KOSPI_KOSDAQ_ALL,10,BULL_2025,25,3.53899749647632e-05,0.003000000000000007,3.53899749647632e-05,2.6389974964763224e-05,1.7389974964763175e-05
VETO_LOW10,KOSPI_KOSDAQ_ALL,10,EARLY_2016_2019,96,0.000744540303728363,0.013932291666666671,0.000744540303728363,0.0007027434287283632,0.0006609465537283631
VETO_LOW10,KOSPI_KOSDAQ_ALL,10,LATE_2020_2022,75,-9.89507817789365e-05,0.007166666666666665,-9.89507817789365e-05,-0.0001204507817789365,-0.0001419507817789365
