low_cut,universe,horizon,sample,combo_net30,top1_only_net30,low_only_net30,combo_minus_best_component
0.2,KOSPI_EX_K200,5,BULL_2025,-0.00012147825148072308,0.00016590814189909259,-0.0003790070573049302,-0.00028738639337981564
0.2,KOSPI_EX_K200,5,YTD_2026,0.0019606709258983245,0.0008236831765176075,0.0015125077674849336,0.0004481631584133908
0.2,KOSPI_EX_K200,10,EARLY_2016_2019,-0.00023221575633814484,8.774507240121318e-05,-0.000210998059236421,-0.000319960828739358
0.2,KOSPI_EX_K200,10,LATE_2020_2022,-0.000393933947962802,0.0002678689990503217,-0.00045399327733199534,-0.0006618029470131237
0.2,KOSPI_EX_K200,10,NORMAL_2023_2024,7.865378735049998e-05,0.00044200459424202036,0.0004927736416539154,-0.0004141198543034154
0.2,KOSPI_EX_K200,10,BULL_2025,0.0005169949003062363,0.00021379324382077573,0.0003831564074344339,0.00013383849287180235
0.2,KOSPI_EX_K200,10,YTD_2026,0.006041398875462853,0.0028389057285671438,0.005036636255799656,0.0010047626196631968
0.2,KOSPI_EX_K200,20,EARLY_2016_2019,-0.0007025379402591203,1.6695154794804743e-05,-0.0007047346541828618,-0.000719233095053925
0.2,KOSPI_EX_K200,20,LATE_2020_2022,0.0004808784312163414,-0.00012093187166829918,0.0009076945225923295,-0.00042681609137598805
0.2,KOSPI_EX_K200,20,NORMAL_2023_2024,0.0003405536725274892,0.0007572341531057826,0.0008741990085396681,-0.0005336453360121789
0.2,KOSPI_EX_K200,20,BULL_2025,6.972212572808282e-05,0.0008785922342663603,-0.000893614101017285,-0.0008088701085382775
0.2,KOSPI_EX_K200,20,YTD_2026,0.01412925926010782,0.0040931064864277505,0.011919127435808608,0.002210131824299213
0.2,KOSPI_ALL,5,EARLY_2016_2019,-0.0001356156295933346,4.296356210031307e-05,-9.874264764953815e-05,-0.00017857919169364766
0.2,KOSPI_ALL,5,LATE_2020_2022,-0.000279804858224175,0.0001488199405672904,-0.0003723206510696584,-0.0004286247987914654
0.2,KOSPI_ALL,5,NORMAL_2023_2024,0.0003612765490407853,8.319117652896329e-05,0.0004192651850554776,-5.798863601469233e-05
0.2,KOSPI_ALL,5,BULL_2025,-0.0008423940730268143,0.00018966982635900054,-0.000896833828015178,-0.001032063899385815
0.2,KOSPI_ALL,5,YTD_2026,0.0009768949153791163,7.733165954892628e-05,0.0010336965916960044,-5.6801676316888114e-05
0.2,KOSPI_ALL,10,EARLY_2016_2019,-0.0004830920581124832,-2.0432476162798132e-06,-0.00033890348558584166,-0.0004810488104962034
0.2,KOSPI_ALL,10,LATE_2020_2022,-0.001371733905564444,0.0001925984415009993,-0.0014871768943934948,-0.0015643323470654433
0.2,KOSPI_ALL,10,NORMAL_2023_2024,0.0002746587643793135,3.5120609366154354e-05,0.00036395858224476564,-8.929981786545216e-05
0.2,KOSPI_ALL,10,BULL_2025,0.0009122218564543357,0.00031246061539228696,0.0007192018775832757,0.00019301997887105995
0.2,KOSPI_ALL,10,YTD_2026,0.005852529494222381,0.0011676151326312782,0.004869122215325836,0.0009834072788965451
0.2,KOSPI_ALL,20,EARLY_2016_2019,-0.0002340818900848445,0.00019655893648403357,0.00019319784361555706,-0.00043064082656887805
0.2,KOSPI_ALL,20,LATE_2020_2022,-0.000990818149480198,-5.581224209892054e-05,-0.0007741627839137459,-0.0009350059073812775
0.2,KOSPI_ALL,20,NORMAL_2023_2024,-0.0003780520060780498,0.00016657533263964163,8.594682728511087e-05,-0.0005446273387176915
0.2,KOSPI_ALL,20,BULL_2025,0.0018995096762070651,0.0011887858912287554,0.0009089992766487346,0.0007107237849783097
0.2,KOSPI_ALL,20,YTD_2026,0.010057121962774697,0.0029332868931459303,0.006445055603627572,0.003612066359147125
0.2,KOSDAQ,5,EARLY_2016_2019,0.0002720100997124688,0.00024073802415289515,0.00021210629011551353,3.127207555957365e-05
0.2,KOSDAQ,5,LATE_2020_2022,-0.0005503563321193248,-0.00014710243028952087,-0.0005303763470995117,-0.0004032539018298039
0.2,KOSDAQ,5,NORMAL_2023_2024,0.00019817867945945108,-4.3222791909347566e-05,0.0004404327664449166,-0.0002422540869854655
0.2,KOSDAQ,5,BULL_2025,7.030721392202803e-05,-0.00010125233442256481,0.00015424694110593827,-8.393972718391024e-05
0.2,KOSDAQ,5,YTD_2026,0.0008896465244150651,0.0008303171976614605,0.0002069842942940632,5.932932675360464e-05
0.2,KOSDAQ,10,EARLY_2016_2019,0.000632047526362975,0.00047126055225480513,0.0005854308554223393,4.661667094063571e-05
0.2,KOSDAQ,10,LATE_2020_2022,-3.0921758569862304e-05,-0.0004208562790492416,0.00016390030516771786,-0.00019482206373758017
0.2,KOSDAQ,10,NORMAL_2023_2024,0.000652785243178868,0.00028826463124689367,0.0005738629827151402,7.892226046372778e-05
0.2,KOSDAQ,10,BULL_2025,0.0007561599007643038,6.568650802970699e-05,0.0006324812843884095,0.00012367861637589434
0.2,KOSDAQ,10,YTD_2026,0.0032524164869998933,0.0008517801785168342,0.0024077580030053263,0.000844658483994567
0.2,KOSDAQ,20,EARLY_2016_2019,0.0011464997095029684,0.0008276809600568589,0.0010317372626345628,0.00011476244686840558
0.2,KOSDAQ,20,LATE_2020_2022,0.00026995253396849605,-0.0003231266713506744,0.0005618558804562618,-0.00029190334648776577
0.2,KOSDAQ,20,NORMAL_2023_2024,0.0016474067673347109,0.00036487972194331874,0.0013684272070867384,0.0002789795602479725
0.2,KOSDAQ,20,BULL_2025,7.17801196303124e-05,-0.00015167185816618477,0.00017819195282277417,-0.00010641183319246177
0.2,KOSDAQ,20,YTD_2026,0.002245687701836302,0.0011458170011649515,0.0009541996021822733,0.0010998707006713503
0.2,KOSPI_KOSDAQ_ALL,5,EARLY_2016_2019,0.00024264083190768596,0.00020247656415559707,0.00017308563844995261,4.0164267752088896e-05
0.2,KOSPI_KOSDAQ_ALL,5,LATE_2020_2022,-0.00010128912773989596,0.0001377587866031975,-0.0001513451580858584,-0.00023904791434309347
0.2,KOSPI_KOSDAQ_ALL,5,NORMAL_2023_2024,0.0005167386422035037,-8.03261289277222e-05,0.0006182170070811691,-0.00010147836487766541
0.2,KOSPI_KOSDAQ_ALL,5,BULL_2025,0.0003176802383896088,4.899004863199091e-05,0.0002512992842983665,6.638095409124232e-05
0.2,KOSPI_KOSDAQ_ALL,5,YTD_2026,-0.0014497694641436715,-5.64843089223925e-05,-0.0015420163389265888,-0.001393285155221279
0.2,KOSPI_KOSDAQ_ALL,10,EARLY_2016_2019,0.0006216664155376295,0.0004123271159401265,0.0005770610353818699,4.46053801557596e-05
0.2,KOSPI_KOSDAQ_ALL,10,LATE_2020_2022,-4.30564852670829e-06,0.0003706749832729267,-0.00010040013043107958,-0.000374980631799635
0.2,KOSPI_KOSDAQ_ALL,10,NORMAL_2023_2024,0.000536109313693261,-0.0003902589372553847,0.001047291750228689,-0.0005111824365354279
0.2,KOSPI_KOSDAQ_ALL,10,BULL_2025,0.0010642403225054684,3.549473366886761e-05,0.0009187088731125879,0.0001455314493928805
0.2,KOSPI_KOSDAQ_ALL,10,YTD_2026,0.0011207936473126084,0.0006509860091752177,0.0001292171780019599,0.00046980763813739073
0.2,KOSPI_KOSDAQ_ALL,20,EARLY_2016_2019,0.0013323643773672036,0.0008530452085017664,0.0013343933539465384,-2.0289765793348163e-06
0.2,KOSPI_KOSDAQ_ALL,20,LATE_2020_2022,0.0025407348088952028,0.0003155435035379246,0.0025319007539264986,8.834054968704166e-06
0.2,KOSPI_KOSDAQ_ALL,20,NORMAL_2023_2024,4.376495897244583e-06,-4.033068619566101e-05,0.0005596784796771229,-0.0005553019837798783
0.2,KOSPI_KOSDAQ_ALL,20,BULL_2025,-6.212507537253912e-05,0.0004484445147946517,-0.0006906723090275259,-0.0005105695901671908
0.2,KOSPI_KOSDAQ_ALL,20,YTD_2026,0.0031252722092255346,0.0008049265093141633,0.0020769903024742127,0.001048281906751322
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,5,EARLY_2016_2019,0.0005115401084727177,0.0002818977608365424,0.0004429913326692886,6.854877580342908e-05
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,5,LATE_2020_2022,-0.0003200862496174659,6.860330738415569e-05,-0.00036072091286556843,-0.0003886895570016216
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,5,NORMAL_2023_2024,0.0005509621079069491,5.534424557511072e-05,0.0007594644024670548,-0.00020850229456010564
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,5,BULL_2025,0.00019363868570098492,5.3518308666348264e-05,0.00025459642210440937,-6.095773640342445e-05
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,5,YTD_2026,0.000934958049118825,2.726069929002958e-05,0.0005252373916197262,0.0004097206574990987
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,10,EARLY_2016_2019,0.0007329324770219159,0.0005670899375094668,0.0007117693878475891,2.1163089174326818e-05
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,10,LATE_2020_2022,-0.0004299558566951922,0.00010593518781411447,-0.00042314494106416423,-0.0005358910445093067
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,10,NORMAL_2023_2024,-0.0004256168663279965,0.00020839079993342853,-9.832007782191251e-06,-0.0006340076662614251
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,10,BULL_2025,0.0004439037666022075,3.5220617355821275e-05,0.0005114695656241319,-6.756579902192442e-05
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,10,YTD_2026,0.0027278025351109617,0.0011444961082119644,0.0018031403926267796,0.0009246621424841821
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,20,EARLY_2016_2019,0.0021695469645608054,0.0009197986894526649,0.002081896956510972,8.765000804983325e-05
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,20,LATE_2020_2022,0.0007927496497420153,-8.486586052771368e-05,0.0007863223207335577,6.427329008457669e-06
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,20,NORMAL_2023_2024,-0.0005256622641401336,0.000744091213980118,-0.00012979452425077877,-0.0012697534781202515
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,20,BULL_2025,-0.0004912119083197093,0.0003137809364788071,-0.0007270045616583535,-0.0008049928447985164
0.2,KOSDAQ_PLUS_KOSPI_EX_K200,20,YTD_2026,0.005173585251179744,0.002643298341272403,0.004265047138586744,0.0009085381125930004
0.3,K200,5,EARLY_2016_2019,-0.0006757503472847502,-4.792280616964991e-05,-0.0006538574717369503,-0.0006278275411151003
0.3,K200,5,LATE_2020_2022,-0.0007008382953539144,-0.00011553003903768166,-0.0004458119274120973,-0.0005853082563162327
0.3,K200,5,NORMAL_2023_2024,-0.0002244161862333487,0.00021905556235661856,-0.0005377335730565319,-0.0004434717485899672
0.3,K200,5,BULL_2025,-0.0012496189983888667,0.00026832513752057693,-0.0013067037993785306,-0.0015179441359094437
0.3,K200,5,YTD_2026,0.0025428920271969987,0.0003635030328803852,0.001845167107968419,0.0006977249192285798
0.3,K200,10,EARLY_2016_2019,-0.0005519645336380604,0.00011425276847998156,-0.0006516153074988042,-0.000666217302118042
0.3,K200,10,LATE_2020_2022,-0.001017849092882966,-0.00021321721439091052,-0.0007473680712618475,-0.0008046318784920555
0.3,K200,10,NORMAL_2023_2024,0.0008456084828807496,0.00029045652978857203,0.00032134050681674274,0.0005242679760640069
0.3,K200,10,BULL_2025,-0.0022566491553734154,0.0006773122748832167,-0.002639845611187604,-0.002933961430256632
0.3,K200,10,YTD_2026,0.004757655586006913,-9.06778201618135e-05,0.0032966311299865653,0.0014610244560203474
0.3,K200,20,EARLY_2016_2019,-0.0015246422005802621,0.00025887267942334516,-0.0016370794203923514,-0.0017835148800036072
0.3,K200,20,LATE_2020_2022,-0.00476639412582532,-0.0008719729474730306,-0.0032632713604521246,-0.0038944211783522894
0.3,K200,20,NORMAL_2023_2024,0.0009632853506344224,0.0004758976947526222,5.9509731327422865e-05,0.00048738765588180014
0.3,K200,20,BULL_2025,-0.0034938901248906893,-0.0005565308018096478,-0.003398012995142439,-0.0029373593230810416
0.3,K200,20,YTD_2026,0.007942157373186346,-0.0013652664850916216,0.006392458584182426,0.0015496987890039208
0.3,KOSPI_EX_K200,5,EARLY_2016_2019,1.6752474990646223e-05,1.4499351541277485e-05,5.1216706476158586e-08,2.2531234493687375e-06
0.3,KOSPI_EX_K200,5,LATE_2020_2022,-0.0007825074544572751,9.156908148831565e-05,-0.0008372071963988395,-0.0008740765359455907
0.3,KOSPI_EX_K200,5,NORMAL_2023_2024,0.00037077876945913393,0.00023511097869095777,0.00043511026874145585,-6.433149928232191e-05
0.3,KOSPI_EX_K200,5,BULL_2025,-0.00046294237426646183,0.00016590814189909259,-0.0006549286236817077,-0.0006288505161655544
0.3,KOSPI_EX_K200,5,YTD_2026,0.0026209297074281214,0.0008236831765176075,0.002220508856518561,0.00040042085090956055
0.3,KOSPI_EX_K200,10,EARLY_2016_2019,-0.0005102055368952568,8.774507240121318e-05,-0.000533651615502732,-0.0005979506092964699
0.3,KOSPI_EX_K200,10,LATE_2020_2022,-0.0011695366460875254,0.0002678689990503217,-0.0013260157483585171,-0.0014374056451378471
0.3,KOSPI_EX_K200,10,NORMAL_2023_2024,-0.0006333557254107889,0.00044200459424202036,-0.00032662180366412573,-0.0010753603196528092
0.3,KOSPI_EX_K200,10,BULL_2025,0.0006064081887206739,0.00021379324382077573,0.0006535847137248813,-4.7176525004207436e-05
0.3,KOSPI_EX_K200,10,YTD_2026,0.009362884100763282,0.0028389057285671438,0.00830104607746594,0.0010618380232973422
0.3,KOSPI_EX_K200,20,EARLY_2016_2019,-0.0009115129924425792,1.6695154794804743e-05,-0.0007935094475199946,-0.000928208147237384
0.3,KOSPI_EX_K200,20,LATE_2020_2022,0.00015883689751525014,-0.00012093187166829918,0.000509572272041922,-0.00035073537452667185
0.3,KOSPI_EX_K200,20,NORMAL_2023_2024,-0.002389353289397021,0.0007572341531057826,-0.0019029296096776593,-0.0031465874425028037
0.3,KOSPI_EX_K200,20,BULL_2025,0.0018357288731574415,0.0008785922342663603,0.001612599917118782,0.00022312895603865965
0.3,KOSPI_EX_K200,20,YTD_2026,0.01960239353783329,0.0040931064864277505,0.01745423045971976,0.002148163078113531
0.3,KOSPI_ALL,5,EARLY_2016_2019,-0.000622358765850183,4.296356210031307e-05,-0.0006370914614338752,-0.0006653223279504961
0.3,KOSPI_ALL,5,LATE_2020_2022,-0.00044785349665193037,0.0001488199405672904,-0.0006000981707252977,-0.0005966734372192207
0.3,KOSPI_ALL,5,NORMAL_2023_2024,0.0001869595456891192,8.319117652896329e-05,0.00040677610710368066,-0.00021981656141456144
0.3,KOSPI_ALL,5,BULL_2025,-0.001613866452069156,0.00018966982635900054,-0.001752958733904056,-0.0018035362784281565
0.3,KOSPI_ALL,5,YTD_2026,0.0029474381173867107,7.733165954892628e-05,0.003143677947006685,-0.00019623982961997424
0.3,KOSPI_ALL,10,EARLY_2016_2019,-0.0011909056924194943,-2.0432476162798132e-06,-0.0012108475430308069,-0.0011888624448032144
0.3,KOSPI_ALL,10,LATE_2020_2022,-0.0013260635757546889,0.0001925984415009993,-0.0014582084623264641,-0.0015186620172556882
0.3,KOSPI_ALL,10,NORMAL_2023_2024,8.445295943023034e-05,3.5120609366154354e-05,0.00043252238509682435,-0.000348069425666594
0.3,KOSPI_ALL,10,BULL_2025,-0.002801512993814279,0.00031246061539228696,-0.003014969262174739,-0.003113973609206566
0.3,KOSPI_ALL,10,YTD_2026,0.007743641765637812,0.0011676151326312782,0.007352888815585449,0.0003907529500523626
0.3,KOSPI_ALL,20,EARLY_2016_2019,-0.0014012816589916433,0.00019655893648403357,-0.001257726693980335,-0.001597840595475677
0.3,KOSPI_ALL,20,LATE_2020_2022,-0.0013585860562887896,-5.581224209892054e-05,-0.001035329244621229,-0.001302773814189869
0.3,KOSPI_ALL,20,NORMAL_2023_2024,-0.0011965345420586668,0.00016657533263964163,-0.0006759062423029601,-0.0013631098746983085
0.3,KOSPI_ALL,20,BULL_2025,-0.002491181600393856,0.0011887858912287554,-0.003303297098795313,-0.0036799674916226117
0.3,KOSPI_ALL,20,YTD_2026,0.013105766935161885,0.0029332868931459303,0.010618774487126613,0.0024869924480352724
0.3,KOSDAQ,5,EARLY_2016_2019,0.0003587417136922141,0.00024073802415289515,0.0002838393391564961,7.490237453571799e-05
0.3,KOSDAQ,5,LATE_2020_2022,-0.0004902004939281274,-0.00014710243028952087,-0.00045765887088051067,-0.00034309806363860655
0.3,KOSDAQ,5,NORMAL_2023_2024,0.0006015055407044727,-4.3222791909347566e-05,0.0009387300770354104,-0.0003372245363309377
0.3,KOSDAQ,5,BULL_2025,0.0005524672596947796,-0.00010125233442256481,0.0005441424026606376,8.324857034141988e-06
0.3,KOSDAQ,5,YTD_2026,0.00020296064486451543,0.0008303171976614605,-0.00037980626276872345,-0.0006273565527969451
0.3,KOSDAQ,10,EARLY_2016_2019,0.0010163565334168742,0.00047126055225480513,0.0008941087600062174,0.00012224777341065683
0.3,KOSDAQ,10,LATE_2020_2022,0.0009333737776767366,-0.0004208562790492416,0.0010614907039255075,-0.00012811692624877088
0.3,KOSDAQ,10,NORMAL_2023_2024,0.001390486301415959,0.00028826463124689367,0.0014429755809939402,-5.248927957798117e-05
0.3,KOSDAQ,10,BULL_2025,0.0008935183603346089,6.568650802970699e-05,0.0006724378268776174,0.0002210805334569915
0.3,KOSDAQ,10,YTD_2026,0.004009698538346429,0.0008517801785168342,0.003501377745238517,0.0005083207931079118
0.3,KOSDAQ,20,EARLY_2016_2019,0.0016578103499887218,0.0008276809600568589,0.0014735292506664569,0.00018428109932226494
0.3,KOSDAQ,20,LATE_2020_2022,0.0004296177897523026,-0.0003231266713506744,0.0005607258019417714,-0.00013110801218946884
0.3,KOSDAQ,20,NORMAL_2023_2024,0.0031648813334195073,0.00036487972194331874,0.0031015116523931403,6.3369681026367e-05
0.3,KOSDAQ,20,BULL_2025,0.002436286265271515,-0.00015167185816618477,0.0013123148437822005,0.0011239714214893145
0.3,KOSDAQ,20,YTD_2026,0.0026860626046331048,0.0011458170011649515,0.0021923571622389075,0.0004937054423941973
0.3,KOSPI_KOSDAQ_ALL,5,EARLY_2016_2019,9.331074558084036e-06,0.00020247656415559707,-5.3610513951948976e-05,-0.00019314548959751304
0.3,KOSPI_KOSDAQ_ALL,5,LATE_2020_2022,-0.00032507865440242864,0.0001377587866031975,-0.0003781488279213781,-0.00046283744100562613
0.3,KOSPI_KOSDAQ_ALL,5,NORMAL_2023_2024,9.028320576122197e-05,-8.03261289277222e-05,0.0003030232255680789,-0.00021274001980685692
0.3,KOSPI_KOSDAQ_ALL,5,BULL_2025,0.00040617796906414596,4.899004863199091e-05,0.00043997659534582214,-3.379862628167618e-05
0.3,KOSPI_KOSDAQ_ALL,5,YTD_2026,-0.0016723440522852199,-5.64843089223925e-05,-0.001731470641159164,-0.0016158597433628273
0.3,KOSPI_KOSDAQ_ALL,10,EARLY_2016_2019,0.00028726532124235057,0.0004123271159401265,0.00028926372187964325,-0.00012506179469777594
0.3,KOSPI_KOSDAQ_ALL,10,LATE_2020_2022,0.0004382104147739854,0.0003706749832729267,0.0003004871306117759,6.75354315010587e-05
0.3,KOSPI_KOSDAQ_ALL,10,NORMAL_2023_2024,0.00013722635643390553,-0.0003902589372553847,0.000664871252578653,-0.0005276448961447475
0.3,KOSPI_KOSDAQ_ALL,10,BULL_2025,0.00207770886984046,3.549473366886761e-05,0.002056359645006402,2.134922483405799e-05
0.3,KOSPI_KOSDAQ_ALL,10,YTD_2026,0.003975062431155773,0.0006509860091752177,0.002618667029632658,0.001356395401523115
0.3,KOSPI_KOSDAQ_ALL,20,EARLY_2016_2019,0.001356576016057635,0.0008530452085017664,0.0015693909026434714,-0.0002128148865858364
0.3,KOSPI_KOSDAQ_ALL,20,LATE_2020_2022,0.001192586345805081,0.0003155435035379246,0.0011098954253539125,8.269092045116847e-05
0.3,KOSPI_KOSDAQ_ALL,20,NORMAL_2023_2024,-9.675029281863354e-05,-4.033068619566101e-05,0.00023599908359075286,-0.00033274937640938643
0.3,KOSPI_KOSDAQ_ALL,20,BULL_2025,-0.0016675098017355098,0.0004484445147946517,-0.0021374368495544285,-0.0021159543165301616
0.3,KOSPI_KOSDAQ_ALL,20,YTD_2026,0.009249977897826332,0.0008049265093141633,0.008573125890130205,0.0006768520076961271
0.3,KOSDAQ_PLUS_KOSPI_EX_K200,5,EARLY_2016_2019,0.00036649188091447915,0.0002818977608365424,0.00030131587235727005,6.51760085572091e-05
0.3,KOSDAQ_PLUS_KOSPI_EX_K200,5,LATE_2020_2022,-0.0006889312501199945,6.860330738415569e-05,-0.0007538232346965698,-0.0007575345575041502
0.3,KOSDAQ_PLUS_KOSPI_EX_K200,5,NORMAL_2023_2024,0.0007426028363914993,5.534424557511072e-05,0.0009303793736505558,-0.00018777653725905643
0.3,KOSDAQ_PLUS_KOSPI_EX_K200,5,BULL_2025,-4.682398605852895e-05,5.3518308666348264e-05,5.656438308719379e-05,-0.00010338836914572274
0.3,KOSDAQ_PLUS_KOSPI_EX_K200,5,YTD_2026,4.375845457155793e-05,2.726069929002958e-05,5.39765034808547e-05,-1.0218048909296768e-05
0.3,KOSDAQ_PLUS_KOSPI_EX_K200,10,EARLY_2016_2019,0.0006646000678171912,0.0005670899375094668,0.0007062643753490092,-4.1664307531818004e-05
0.3,KOSDAQ_PLUS_KOSPI_EX_K200,10,LATE_2020_2022,-0.0002972890674790899,0.00010593518781411447,-0.0003808722828685764,-0.0004032242552932044
0.3,KOSDAQ_PLUS_KOSPI_EX_K200,10,NORMAL_2023_2024,0.0005042775182296405,0.00020839079993342853,0.000713714120886855,-0.0002094366026572144
0.3,KOSDAQ_PLUS_KOSPI_EX_K200,10,BULL_2025,-0.0005844068310588687,3.5220617355821275e-05,-0.0005867049839996103,-0.00061962744841469
0.3,KOSDAQ_PLUS_KOSPI_EX_K200,10,YTD_2026,0.0066025825047055665,0.0011444961082119644,0.00598711443256884,0.0006154680721367264
0.3,KOSDAQ_PLUS_KOSPI_EX_K200,20,EARLY_2016_2019,0.002146344992663077,0.0009197986894526649,0.0023972520008472627,-0.00025090700818418583
0.3,KOSDAQ_PLUS_KOSPI_EX_K200,20,LATE_2020_2022,0.0007161287436980967,-8.486586052771368e-05,0.0004847075077492391,0.0002314212359488576
0.3,KOSDAQ_PLUS_KOSPI_EX_K200,20,NORMAL_2023_2024,0.0011579499703825594,0.000744091213980118,0.0013140449983777367,-0.00015609502799517733
0.3,KOSDAQ_PLUS_KOSPI_EX_K200,20,BULL_2025,-0.003087865421489753,0.0003137809364788071,-0.0036409905892805816,-0.0034016463579685597
0.3,KOSDAQ_PLUS_KOSPI_EX_K200,20,YTD_2026,0.008471771725173712,0.002643298341272403,0.007312324505761002,0.0011594472194127103
