low_cut,universe,horizon,sample,combo_net30,top1_only_net30,low_only_net30,combo_minus_best_component
0.1,KOSPI_EX_K200,5,NORMAL_2023_2024,0.00046244262643202136,0.00023511097869095777,0.00046086124427536997,1.5813821566513868e-06
0.1,KOSPI_EX_K200,5,BULL_2025,7.879984475837916e-05,0.00016590814189909259,-9.014665645794118e-05,-8.710829714071342e-05
0.1,KOSPI_EX_K200,5,YTD_2026,0.0005942790335169166,0.0008236831765176075,0.0002736329335343461,-0.00022940414300069083
0.1,KOSPI_EX_K200,10,EARLY_2016_2019,0.0004373491507133214,8.774507240121318e-05,0.00046318060345975536,-2.583145274643396e-05
0.1,KOSPI_EX_K200,10,LATE_2020_2022,0.0003420499317164806,0.0002678689990503217,0.00026268421112367546,7.41809326661589e-05
0.1,KOSPI_EX_K200,10,NORMAL_2023_2024,-6.111045771563601e-05,0.00044200459424202036,0.00013997986530403704,-0.0005031150519576563
0.1,KOSPI_EX_K200,10,BULL_2025,0.0003097914917477953,0.00021379324382077573,0.0002741691761958999,3.5622315551895396e-05
0.1,KOSPI_EX_K200,10,YTD_2026,0.0037908720209421393,0.0028389057285671438,0.003053345790705215,0.0007375262302369242
0.1,KOSPI_EX_K200,20,EARLY_2016_2019,0.0001672605012410078,1.6695154794804743e-05,0.00012904150464748457,3.821899659352322e-05
0.1,KOSPI_EX_K200,20,LATE_2020_2022,1.6608894584599208e-06,-0.00012093187166829918,0.0005382760901511028,-0.0005366152006926429
0.1,KOSPI_EX_K200,20,NORMAL_2023_2024,0.00036158405943224263,0.0007572341531057826,0.0007086001164146998,-0.00039565009367353995
0.1,KOSPI_EX_K200,20,BULL_2025,0.0016532708336556322,0.0008785922342663603,0.0007414321640305956,0.0007746785993892719
0.1,KOSPI_EX_K200,20,YTD_2026,0.006959006359412534,0.0040931064864277505,0.005111890470410129,0.0018471158890024045
0.1,KOSPI_ALL,5,EARLY_2016_2019,7.159868937907877e-05,4.296356210031307e-05,5.9952616863018475e-05,1.1646072516060292e-05
0.1,KOSPI_ALL,5,LATE_2020_2022,-0.00016931042924271423,0.0001488199405672904,-0.00020880962665770808,-0.00031813036981000463
0.1,KOSPI_ALL,5,NORMAL_2023_2024,0.00030324714942467026,8.319117652896329e-05,0.0002770757409627173,2.6171408461952972e-05
0.1,KOSPI_ALL,5,BULL_2025,-7.043200243112254e-05,0.00018966982635900054,-0.00020436759782445458,-0.0002601018287901231
0.1,KOSPI_ALL,5,YTD_2026,0.00020111540031315567,7.733165954892628e-05,0.0002146612704128108,-1.354587009965512e-05
0.1,KOSPI_ALL,10,EARLY_2016_2019,0.00011928067333335645,-2.0432476162798132e-06,0.00019851192121534442,-7.923124788198797e-05
0.1,KOSPI_ALL,10,LATE_2020_2022,-0.0008996135131757148,0.0001925984415009993,-0.0009428159156894052,-0.001092211954676714
