weight,universe,horizon,sample,n_dates,gross_delta,turnover_delta,net_delta_0,net_delta_30,net_delta_60,metric,mean,ci025,ci975,p_gt0
0.2,KOSPI_EX_K200,20,BULL_2025,12,0.0010309868140866727,0.020833333333333332,0.0010309868140866727,0.0009684868140866725,0.0009059868140866729,gross_delta,0.0010309868140866727,-0.0006264680982708024,0.002945334461902061,0.8361666666666666
0.2,KOSPI_EX_K200,20,BULL_2025,12,0.0010309868140866727,0.020833333333333332,0.0010309868140866727,0.0009684868140866725,0.0009059868140866729,net_delta_30,0.0009684868140866725,-0.000637719560424296,0.00309116931049986,0.8261666666666667
0.2,KOSPI_EX_K200,20,BULL_2025,12,0.0010309868140866727,0.020833333333333332,0.0010309868140866727,0.0009684868140866725,0.0009059868140866729,net_delta_60,0.0009059868140866729,-0.0007585234844368895,0.0028780545551793137,0.8038333333333333
0.2,KOSPI_EX_K200,20,EARLY_2016_2019,49,0.0009979146973337915,0.004336734693877556,0.0009979146973337915,0.0009849044932521587,0.000971894289170526,gross_delta,0.0009979146973337915,-0.00015954051399387007,0.0023066694451414813,0.9526666666666667
0.2,KOSPI_EX_K200,20,EARLY_2016_2019,49,0.0009979146973337915,0.004336734693877556,0.0009979146973337915,0.0009849044932521587,0.000971894289170526,net_delta_30,0.0009849044932521587,-0.0001822080669298372,0.00235883466472001,0.949
0.2,KOSPI_EX_K200,20,EARLY_2016_2019,49,0.0009979146973337915,0.004336734693877556,0.0009979146973337915,0.0009849044932521587,0.000971894289170526,net_delta_60,0.000971894289170526,-0.0002111277432787891,0.0023068344119020535,0.9375
0.2,KOSPI_EX_K200,20,LATE_2020_2022,38,0.00016632428207829662,0.015296052631578943,0.00016632428207829662,0.0001204361241835599,7.454796628882295e-05,gross_delta,0.00016632428207829662,-0.002081099302424,0.002183642579741365,0.5653333333333334
0.2,KOSPI_EX_K200,20,LATE_2020_2022,38,0.00016632428207829662,0.015296052631578943,0.00016632428207829662,0.0001204361241835599,7.454796628882295e-05,net_delta_30,0.0001204361241835599,-0.002174352972895394,0.0021852609989451914,0.5528333333333333
0.2,KOSPI_EX_K200,20,LATE_2020_2022,38,0.00016632428207829662,0.015296052631578943,0.00016632428207829662,0.0001204361241835599,7.454796628882295e-05,net_delta_60,7.454796628882295e-05,-0.0021784711702975863,0.0021411080374981396,0.5453333333333333
0.2,KOSPI_EX_K200,20,NORMAL_2023_2024,24,0.001916244013411635,0.026822916666666658,0.001916244013411635,0.001835775263411635,0.0017553065134116351,gross_delta,0.001916244013411635,-0.000674781454267248,0.004703896705639248,0.9211666666666667
0.2,KOSPI_EX_K200,20,NORMAL_2023_2024,24,0.001916244013411635,0.026822916666666658,0.001916244013411635,0.001835775263411635,0.0017553065134116351,net_delta_30,0.001835775263411635,-0.0007095643917756697,0.004646444876447111,0.9183333333333333
0.2,KOSPI_EX_K200,20,NORMAL_2023_2024,24,0.001916244013411635,0.026822916666666658,0.001916244013411635,0.001835775263411635,0.0017553065134116351,net_delta_60,0.0017553065134116351,-0.0008457967582906538,0.00458580245252568,0.8913333333333333
0.2,KOSPI_KOSDAQ_ALL,5,BULL_2025,49,0.0018055253551830068,0.0642857142857143,0.0018055253551830068,0.0016126682123258644,0.0014198110694687211,gross_delta,0.0018055253551830068,-0.001247749248560284,0.004952111173359813,0.8613333333333333
0.2,KOSPI_KOSDAQ_ALL,5,BULL_2025,49,0.0018055253551830068,0.0642857142857143,0.0018055253551830068,0.0016126682123258644,0.0014198110694687211,net_delta_30,0.0016126682123258644,-0.001444490996498629,0.004741936147419967,0.85
0.2,KOSPI_KOSDAQ_ALL,5,BULL_2025,49,0.0018055253551830068,0.0642857142857143,0.0018055253551830068,0.0016126682123258644,0.0014198110694687211,net_delta_60,0.0014198110694687211,-0.0016371055243812902,0.004477475870025002,0.806
0.2,KOSPI_KOSDAQ_ALL,5,EARLY_2016_2019,196,0.0012725998971640415,0.04751275510204082,0.0012725998971640415,0.0011300616318579192,0.0009875233665517966,gross_delta,0.0012725998971640415,0.0005550498358394663,0.0019882150042255064,0.999
0.2,KOSPI_KOSDAQ_ALL,5,EARLY_2016_2019,196,0.0012725998971640415,0.04751275510204082,0.0012725998971640415,0.0011300616318579192,0.0009875233665517966,net_delta_30,0.0011300616318579192,0.00042217179019649157,0.0018461354382693868,0.998
0.2,KOSPI_KOSDAQ_ALL,5,EARLY_2016_2019,196,0.0012725998971640415,0.04751275510204082,0.0012725998971640415,0.0011300616318579192,0.0009875233665517966,net_delta_60,0.0009875233665517966,0.00026213214071031963,0.0017007554500020443,0.9968333333333333
0.2,KOSPI_KOSDAQ_ALL,5,LATE_2020_2022,149,0.0011722183842019101,0.07151845637583892,0.0011722183842019101,0.0009576630150743932,0.0007431076459468763,gross_delta,0.0011722183842019101,-2.0164865325504735e-06,0.002455118899032722,0.9746666666666667
0.2,KOSPI_KOSDAQ_ALL,5,LATE_2020_2022,149,0.0011722183842019101,0.07151845637583892,0.0011722183842019101,0.0009576630150743932,0.0007431076459468763,net_delta_30,0.0009576630150743932,-0.0002429080621763326,0.0022259035435265814,0.9381666666666667
0.2,KOSPI_KOSDAQ_ALL,5,LATE_2020_2022,149,0.0011722183842019101,0.07151845637583892,0.0011722183842019101,0.0009576630150743932,0.0007431076459468763,net_delta_60,0.0007431076459468763,-0.0004782592733139006,0.0019903876081452205,0.8818333333333334
0.2,KOSPI_KOSDAQ_ALL,5,NORMAL_2023_2024,97,0.0010122537453431315,0.06713917525773196,0.0010122537453431315,0.0008108362195699356,0.0006094186937967399,gross_delta,0.0010122537453431315,-0.0007115685062684585,0.002710493550965508,0.8818333333333334
0.2,KOSPI_KOSDAQ_ALL,5,NORMAL_2023_2024,97,0.0010122537453431315,0.06713917525773196,0.0010122537453431315,0.0008108362195699356,0.0006094186937967399,net_delta_30,0.0008108362195699356,-0.0008470656436244665,0.002430293701368301,0.834
0.2,KOSPI_KOSDAQ_ALL,5,NORMAL_2023_2024,97,0.0010122537453431315,0.06713917525773196,0.0010122537453431315,0.0008108362195699356,0.0006094186937967399,net_delta_60,0.0006094186937967399,-0.0010360732949741044,0.002241636983608631,0.7633333333333333
0.2,KOSPI_KOSDAQ_ALL,5,YTD_2026,28,0.004767160633338761,0.07678571428571426,0.004767160633338761,0.004536803490481618,0.004306446347624475,gross_delta,0.004767160633338761,-0.00046863281975593324,0.009926219649685484,0.9623333333333334
0.2,KOSPI_KOSDAQ_ALL,5,YTD_2026,28,0.004767160633338761,0.07678571428571426,0.004767160633338761,0.004536803490481618,0.004306446347624475,net_delta_30,0.004536803490481618,-0.0005813971790711535,0.009660826049909239,0.9593333333333334
0.2,KOSPI_KOSDAQ_ALL,5,YTD_2026,28,0.004767160633338761,0.07678571428571426,0.004767160633338761,0.004536803490481618,0.004306446347624475,net_delta_60,0.004306446347624475,-0.0008094730601526259,0.009481845440286308,0.9466666666666667
0.2,KOSPI_KOSDAQ_ALL,10,BULL_2025,25,0.004620957740483627,0.06899999999999999,0.004620957740483627,0.004413957740483627,0.0042069577404836266,gross_delta,0.004620957740483627,-0.0009440372127875687,0.011397206324776095,0.9413333333333334
0.2,KOSPI_KOSDAQ_ALL,10,BULL_2025,25,0.004620957740483627,0.06899999999999999,0.004620957740483627,0.004413957740483627,0.0042069577404836266,net_delta_30,0.004413957740483627,-0.0011861624161657563,0.011030749640183071,0.9243333333333333
0.2,KOSPI_KOSDAQ_ALL,10,BULL_2025,25,0.004620957740483627,0.06899999999999999,0.004620957740483627,0.004413957740483627,0.0042069577404836266,net_delta_60,0.0042069577404836266,-0.001436013492290031,0.010901935233737269,0.9175
0.2,KOSPI_KOSDAQ_ALL,10,EARLY_2016_2019,98,0.0014663648727892098,0.05720663265306124,0.0014663648727892098,0.0012947449748300262,0.0011231250768708424,gross_delta,0.0014663648727892098,0.000153653193546041,0.002775066712828364,0.9858333333333333
0.2,KOSPI_KOSDAQ_ALL,10,EARLY_2016_2019,98,0.0014663648727892098,0.05720663265306124,0.0014663648727892098,0.0012947449748300262,0.0011231250768708424,net_delta_30,0.0012947449748300262,-4.273358471360237e-05,0.0026172511330293737,0.9708333333333333
0.2,KOSPI_KOSDAQ_ALL,10,EARLY_2016_2019,98,0.0014663648727892098,0.05720663265306124,0.0014663648727892098,0.0012947449748300262,0.0011231250768708424,net_delta_60,0.0011231250768708424,-0.00023602881256457958,0.0024543273633187584,0.9478333333333333
0.2,KOSPI_KOSDAQ_ALL,10,LATE_2020_2022,75,0.0019391236453947898,0.08241666666666667,0.0019391236453947898,0.0016918736453947905,0.0014446236453947903,gross_delta,0.0019391236453947898,-0.0011921114733224963,0.005257102142999729,0.8813333333333333
0.2,KOSPI_KOSDAQ_ALL,10,LATE_2020_2022,75,0.0019391236453947898,0.08241666666666667,0.0019391236453947898,0.0016918736453947905,0.0014446236453947903,net_delta_30,0.0016918736453947905,-0.0015241380961004863,0.004842619098702076,0.8471666666666666
0.2,KOSPI_KOSDAQ_ALL,10,LATE_2020_2022,75,0.0019391236453947898,0.08241666666666667,0.0019391236453947898,0.0016918736453947905,0.0014446236453947903,net_delta_60,0.0014446236453947903,-0.0018117220334596038,0.004680600008436472,0.8068333333333333
0.2,KOSPI_KOSDAQ_ALL,10,NORMAL_2023_2024,48,0.0008432560410292211,0.08736979166666668,0.0008432560410292211,0.0005811466660292206,0.00031903729102922057,gross_delta,0.0008432560410292211,-0.0026333507051948496,0.004034674701178509,0.6995
0.2,KOSPI_KOSDAQ_ALL,10,NORMAL_2023_2024,48,0.0008432560410292211,0.08736979166666668,0.0008432560410292211,0.0005811466660292206,0.00031903729102922057,net_delta_30,0.0005811466660292206,-0.002779494766925159,0.0037365679736239407,0.6443333333333333
0.2,KOSPI_KOSDAQ_ALL,10,NORMAL_2023_2024,48,0.0008432560410292211,0.08736979166666668,0.0008432560410292211,0.0005811466660292206,0.00031903729102922057,net_delta_60,0.00031903729102922057,-0.003081049685498772,0.00343135271195061,0.5798333333333333
0.2,KOSPI_KOSDAQ_ALL,10,YTD_2026,13,0.011318455529616496,0.09134615384615383,0.011318455529616496,0.011044417068078034,0.010770378606539573,gross_delta,0.011318455529616496,7.357963390695781e-06,0.022316798081552812,0.9755
0.2,KOSPI_KOSDAQ_ALL,10,YTD_2026,13,0.011318455529616496,0.09134615384615383,0.011318455529616496,0.011044417068078034,0.010770378606539573,net_delta_30,0.011044417068078034,-6.710734031023472e-05,0.02206175425495945,0.9736666666666667
0.2,KOSPI_KOSDAQ_ALL,10,YTD_2026,13,0.011318455529616496,0.09134615384615383,0.011318455529616496,0.011044417068078034,0.010770378606539573,net_delta_60,0.010770378606539573,-0.0005856331484519209,0.021797953079058123,0.9683333333333334
0.2,KOSPI_KOSDAQ_ALL,20,BULL_2025,12,0.01382073161093564,0.08958333333333333,0.01382073161093564,0.013551981610935642,0.013283231610935642,gross_delta,0.01382073161093564,0.004450958710333475,0.022923466232240203,1.0
0.2,KOSPI_KOSDAQ_ALL,20,BULL_2025,12,0.01382073161093564,0.08958333333333333,0.01382073161093564,0.013551981610935642,0.013283231610935642,net_delta_30,0.013551981610935642,0.004163417488180182,0.022664834109333315,1.0
0.2,KOSPI_KOSDAQ_ALL,20,BULL_2025,12,0.01382073161093564,0.08958333333333333,0.01382073161093564,0.013551981610935642,0.013283231610935642,net_delta_60,0.013283231610935642,0.0038978337103334746,0.02269696151122334,1.0
0.2,KOSPI_KOSDAQ_ALL,20,EARLY_2016_2019,49,0.00014412252246550735,0.06262755102040816,0.00014412252246550735,-4.376013059571743e-05,-0.00023164278365694194,gross_delta,0.00014412252246550735,-0.0021855430965906507,0.0024876832225135524,0.5555
0.2,KOSPI_KOSDAQ_ALL,20,EARLY_2016_2019,49,0.00014412252246550735,0.06262755102040816,0.00014412252246550735,-4.376013059571743e-05,-0.00023164278365694194,net_delta_30,-4.376013059571743e-05,-0.0025188487110067493,0.002322828880864503,0.4856666666666667
0.2,KOSPI_KOSDAQ_ALL,20,EARLY_2016_2019,49,0.00014412252246550735,0.06262755102040816,0.00014412252246550735,-4.376013059571743e-05,-0.00023164278365694194,net_delta_60,-0.00023164278365694194,-0.002665387893264237,0.002101438062993544,0.43083333333333335
0.2,KOSPI_KOSDAQ_ALL,20,LATE_2020_2022,38,0.0055693101221286605,0.08815789473684212,0.0055693101221286605,0.005304836437918135,0.005040362753707607,gross_delta,0.0055693101221286605,-0.0006929001554747801,0.011460383028033937,0.9593333333333334
0.2,KOSPI_KOSDAQ_ALL,20,LATE_2020_2022,38,0.0055693101221286605,0.08815789473684212,0.0055693101221286605,0.005304836437918135,0.005040362753707607,net_delta_30,0.005304836437918135,-0.0006119493400358387,0.011290779878363607,0.96
0.2,KOSPI_KOSDAQ_ALL,20,LATE_2020_2022,38,0.0055693101221286605,0.08815789473684212,0.0055693101221286605,0.005304836437918135,0.005040362753707607,net_delta_60,0.005040362753707607,-0.0008043826273972148,0.01096909061136781,0.9541666666666667
0.2,KOSPI_KOSDAQ_ALL,20,NORMAL_2023_2024,24,0.0018646446113648712,0.10546875,0.0018646446113648712,0.001548238361364871,0.0012318321113648702,gross_delta,0.0018646446113648712,-0.0035456326798750494,0.007610757521828475,0.735
0.2,KOSPI_KOSDAQ_ALL,20,NORMAL_2023_2024,24,0.0018646446113648712,0.10546875,0.0018646446113648712,0.001548238361364871,0.0012318321113648702,net_delta_30,0.001548238361364871,-0.003878138016637837,0.007562498115697896,0.703
0.2,KOSPI_KOSDAQ_ALL,20,NORMAL_2023_2024,24,0.0018646446113648712,0.10546875,0.0018646446113648712,0.001548238361364871,0.0012318321113648702,net_delta_60,0.0012318321113648702,-0.004203489772852472,0.0070093738350405395,0.665
0.25,K200,10,BULL_2025,25,0.003445071423531831,0.038500000000000006,0.003445071423531831,0.0033295714235318315,0.0032140714235318318,gross_delta,0.003445071423531831,0.0005865969706964813,0.007066999076390193,0.994
0.25,K200,10,BULL_2025,25,0.003445071423531831,0.038500000000000006,0.003445071423531831,0.0033295714235318315,0.0032140714235318318,net_delta_30,0.0033295714235318315,0.0004989117662892343,0.006983267500300243,0.9941666666666666
0.25,K200,10,BULL_2025,25,0.003445071423531831,0.038500000000000006,0.003445071423531831,0.0033295714235318315,0.0032140714235318318,net_delta_60,0.0032140714235318318,0.00033832094926330536,0.006819967155952738,0.9875
0.25,K200,10,EARLY_2016_2019,98,0.00024208629426050631,0.01779336734693877,0.00024208629426050631,0.00018870619221969003,0.00013532609017887368,gross_delta,0.00024208629426050631,-0.0005288659306808468,0.000981837644258364,0.7421666666666666
0.25,K200,10,EARLY_2016_2019,98,0.00024208629426050631,0.01779336734693877,0.00024208629426050631,0.00018870619221969003,0.00013532609017887368,net_delta_30,0.00018870619221969003,-0.0005733566315518795,0.000939342361663929,0.6915
0.25,K200,10,EARLY_2016_2019,98,0.00024208629426050631,0.01779336734693877,0.00024208629426050631,0.00018870619221969003,0.00013532609017887368,net_delta_60,0.00013532609017887368,-0.0006389924013135089,0.0008847181105366454,0.6381666666666667
0.25,K200,10,LATE_2020_2022,75,2.4798944092347165e-05,0.024833333333333336,2.4798944092347165e-05,-4.9701055907652366e-05,-0.00012420105590765242,gross_delta,2.4798944092347165e-05,-0.0011423205943193137,0.001291196603479475,0.5041666666666667
0.25,K200,10,LATE_2020_2022,75,2.4798944092347165e-05,0.024833333333333336,2.4798944092347165e-05,-4.9701055907652366e-05,-0.00012420105590765242,net_delta_30,-4.9701055907652366e-05,-0.0012330560560339307,0.0012430191077510925,0.4523333333333333
0.25,K200,10,LATE_2020_2022,75,2.4798944092347165e-05,0.024833333333333336,2.4798944092347165e-05,-4.9701055907652366e-05,-0.00012420105590765242,net_delta_60,-0.00012420105590765242,-0.0013054554989339734,0.001173436184010893,0.4093333333333333
0.25,K200,10,NORMAL_2023_2024,48,0.0011673103307836402,0.024479166666666663,0.0011673103307836402,0.00109387283078364,0.0010204353307836402,gross_delta,0.0011673103307836402,-0.00026303056010315855,0.0026350605490699746,0.9448333333333333
0.25,K200,10,NORMAL_2023_2024,48,0.0011673103307836402,0.024479166666666663,0.0011673103307836402,0.00109387283078364,0.0010204353307836402,net_delta_30,0.00109387283078364,-0.0003478023881454944,0.002544920275855779,0.9266666666666666
0.25,K200,10,NORMAL_2023_2024,48,0.0011673103307836402,0.024479166666666663,0.0011673103307836402,0.00109387283078364,0.0010204353307836402,net_delta_60,0.0010204353307836402,-0.0003768201866201334,0.0024508966501565286,0.9216666666666666
0.25,K200,10,YTD_2026,13,0.0024133024972460867,0.04519230769230769,0.0024133024972460867,0.002277725574169163,0.0021421486510922404,gross_delta,0.0024133024972460867,-0.0004287607334947368,0.005457598138233478,0.9453333333333334
0.25,K200,10,YTD_2026,13,0.0024133024972460867,0.04519230769230769,0.0024133024972460867,0.002277725574169163,0.0021421486510922404,net_delta_30,0.002277725574169163,-0.000570003188934737,0.005502460255030297,0.9316666666666666
0.25,K200,10,YTD_2026,13,0.0024133024972460867,0.04519230769230769,0.0024133024972460867,0.002277725574169163,0.0021421486510922404,net_delta_60,0.0021421486510922404,-0.0006893566677026128,0.005291864370084805,0.9161666666666667
0.25,KOSDAQ,10,BULL_2025,25,-0.0005198390665989488,0.051000000000000004,-0.0005198390665989488,-0.0006728390665989492,-0.0008258390665989489,gross_delta,-0.0005198390665989488,-0.004465007168044642,0.0036474144868987334,0.4068333333333333
0.25,KOSDAQ,10,BULL_2025,25,-0.0005198390665989488,0.051000000000000004,-0.0005198390665989488,-0.0006728390665989492,-0.0008258390665989489,net_delta_30,-0.0006728390665989492,-0.0047181983880840205,0.0034340490071273263,0.37566666666666665
0.25,KOSDAQ,10,BULL_2025,25,-0.0005198390665989488,0.051000000000000004,-0.0005198390665989488,-0.0006728390665989492,-0.0008258390665989489,net_delta_60,-0.0008258390665989489,-0.004868535831607377,0.003400167012433953,0.33866666666666667
0.25,KOSDAQ,10,EARLY_2016_2019,98,0.0001890366047924188,0.019387755102040816,0.0001890366047924188,0.00013087333948629652,7.271007418017398e-05,gross_delta,0.0001890366047924188,-0.0006261673944817192,0.0010091621231932573,0.665
0.25,KOSDAQ,10,EARLY_2016_2019,98,0.0001890366047924188,0.019387755102040816,0.0001890366047924188,0.00013087333948629652,7.271007418017398e-05,net_delta_30,0.00013087333948629652,-0.0006869901879353621,0.0009410755396341512,0.6255
0.25,KOSDAQ,10,EARLY_2016_2019,98,0.0001890366047924188,0.019387755102040816,0.0001890366047924188,0.00013087333948629652,7.271007418017398e-05,net_delta_60,7.271007418017398e-05,-0.0007557304700663051,0.0008863904289968125,0.565
0.25,KOSDAQ,10,LATE_2020_2022,75,0.0008542595564812594,0.042499999999999996,0.0008542595564812594,0.0007267595564812592,0.0005992595564812592,gross_delta,0.0008542595564812594,-0.001442756049825798,0.0031839525552696387,0.7675
0.25,KOSDAQ,10,LATE_2020_2022,75,0.0008542595564812594,0.042499999999999996,0.0008542595564812594,0.0007267595564812592,0.0005992595564812592,net_delta_30,0.0007267595564812592,-0.0015412984596378122,0.003073411376424114,0.7305
0.25,KOSDAQ,10,LATE_2020_2022,75,0.0008542595564812594,0.042499999999999996,0.0008542595564812594,0.0007267595564812592,0.0005992595564812592,net_delta_60,0.0005992595564812592,-0.0016121401147656382,0.002986422904668212,0.7041666666666667
0.25,KOSDAQ,10,NORMAL_2023_2024,48,-0.0001979879151255691,0.05013020833333332,-0.0001979879151255691,-0.0003483785401255692,-0.0004987691651255692,gross_delta,-0.0001979879151255691,-0.0027376303394183233,0.002269510487988791,0.44916666666666666
0.25,KOSDAQ,10,NORMAL_2023_2024,48,-0.0001979879151255691,0.05013020833333332,-0.0001979879151255691,-0.0003483785401255692,-0.0004987691651255692,net_delta_30,-0.0003483785401255692,-0.0028196057030854364,0.0020819596694716634,0.386
0.25,KOSDAQ,10,NORMAL_2023_2024,48,-0.0001979879151255691,0.05013020833333332,-0.0001979879151255691,-0.0003483785401255692,-0.0004987691651255692,net_delta_60,-0.0004987691651255692,-0.002970568274731149,0.0019948996621598283,0.343
0.25,KOSDAQ,10,YTD_2026,13,0.008735204565886267,0.06490384615384616,0.008735204565886267,0.008540493027424729,0.00834578148896319,gross_delta,0.008735204565886267,-0.0003866625556363515,0.018423345371040126,0.97
0.25,KOSDAQ,10,YTD_2026,13,0.008735204565886267,0.06490384615384616,0.008735204565886267,0.008540493027424729,0.00834578148896319,net_delta_30,0.008540493027424729,-0.00048676041202598926,0.018198841570937676,0.9666666666666667
0.25,KOSDAQ,10,YTD_2026,13,0.008735204565886267,0.06490384615384616,0.008735204565886267,0.008540493027424729,0.00834578148896319,net_delta_60,0.00834578148896319,-0.0007278114812152103,0.01806622287978332,0.9643333333333334
0.25,KOSDAQ_PLUS_KOSPI_EX_K200,10,BULL_2025,25,0.002774134534349783,0.06525,0.002774134534349783,0.002578384534349783,0.002382634534349783,gross_delta,0.002774134534349783,-0.001623585246689328,0.007634666842323523,0.8828333333333334
0.25,KOSDAQ_PLUS_KOSPI_EX_K200,10,BULL_2025,25,0.002774134534349783,0.06525,0.002774134534349783,0.002578384534349783,0.002382634534349783,net_delta_30,0.002578384534349783,-0.0018546511515983898,0.0073070143412373315,0.8568333333333333
0.25,KOSDAQ_PLUS_KOSPI_EX_K200,10,BULL_2025,25,0.002774134534349783,0.06525,0.002774134534349783,0.002578384534349783,0.002382634534349783,net_delta_60,0.002382634534349783,-0.002094631747324251,0.007036964327478302,0.8333333333333334
0.25,KOSDAQ_PLUS_KOSPI_EX_K200,10,EARLY_2016_2019,98,0.0012282562129393073,0.049936224489795907,0.0012282562129393073,0.0010784475394699194,0.0009286388660005317,gross_delta,0.0012282562129393073,0.00016458901541976,0.002274674603600615,0.986
0.25,KOSDAQ_PLUS_KOSPI_EX_K200,10,EARLY_2016_2019,98,0.0012282562129393073,0.049936224489795907,0.0012282562129393073,0.0010784475394699194,0.0009286388660005317,net_delta_30,0.0010784475394699194,3.4935358674635386e-05,0.002130032851216044,0.9781666666666666
0.25,KOSDAQ_PLUS_KOSPI_EX_K200,10,EARLY_2016_2019,98,0.0012282562129393073,0.049936224489795907,0.0012282562129393073,0.0010784475394699194,0.0009286388660005317,net_delta_60,0.0009286388660005317,-0.0001521918066663019,0.0019870594838151683,0.9511666666666667
0.25,KOSDAQ_PLUS_KOSPI_EX_K200,10,LATE_2020_2022,75,0.001667588255167827,0.07624999999999998,0.001667588255167827,0.0014388382551678268,0.0012100882551678263,gross_delta,0.001667588255167827,-0.0009586484379952448,0.004325088719148106,0.891
0.25,KOSDAQ_PLUS_KOSPI_EX_K200,10,LATE_2020_2022,75,0.001667588255167827,0.07624999999999998,0.001667588255167827,0.0014388382551678268,0.0012100882551678263,net_delta_30,0.0014388382551678268,-0.0010868655004827041,0.004042740714238828,0.863
0.25,KOSDAQ_PLUS_KOSPI_EX_K200,10,LATE_2020_2022,75,0.001667588255167827,0.07624999999999998,0.001667588255167827,0.0014388382551678268,0.0012100882551678263,net_delta_60,0.0012100882551678263,-0.0013966393119831581,0.003794439584421645,0.8163333333333334
0.25,KOSDAQ_PLUS_KOSPI_EX_K200,10,NORMAL_2023_2024,48,0.0011121211402165632,0.07513020833333332,0.0011121211402165632,0.0008867305152165631,0.0006613398902165628,gross_delta,0.0011121211402165632,-0.002249892806277096,0.004489015169128146,0.7498333333333334
0.25,KOSDAQ_PLUS_KOSPI_EX_K200,10,NORMAL_2023_2024,48,0.0011121211402165632,0.07513020833333332,0.0011121211402165632,0.0008867305152165631,0.0006613398902165628,net_delta_30,0.0008867305152165631,-0.002704074808870382,0.004148692764005011,0.7053333333333334
0.25,KOSDAQ_PLUS_KOSPI_EX_K200,10,NORMAL_2023_2024,48,0.0011121211402165632,0.07513020833333332,0.0011121211402165632,0.0008867305152165631,0.0006613398902165628,net_delta_60,0.0006613398902165628,-0.0027921048675135507,0.004033396161520275,0.6485
0.25,KOSDAQ_PLUS_KOSPI_EX_K200,10,YTD_2026,13,0.006369510819436904,0.09038461538461541,0.006369510819436904,0.006098356973283057,0.005827203127129212,gross_delta,0.006369510819436904,-0.0024179554824996933,0.014047649666838127,0.9261666666666667
0.25,KOSDAQ_PLUS_KOSPI_EX_K200,10,YTD_2026,13,0.006369510819436904,0.09038461538461541,0.006369510819436904,0.006098356973283057,0.005827203127129212,net_delta_30,0.006098356973283057,-0.0027774385286002483,0.013734541774906775,0.9163333333333333
0.25,KOSDAQ_PLUS_KOSPI_EX_K200,10,YTD_2026,13,0.006369510819436904,0.09038461538461541,0.006369510819436904,0.006098356973283057,0.005827203127129212,net_delta_60,0.005827203127129212,-0.0028473915025662238,0.013440841657453028,0.9095
0.25,KOSPI_ALL,10,BULL_2025,25,0.003168490628536019,0.05949999999999999,0.003168490628536019,0.002989990628536018,0.002811490628536018,gross_delta,0.003168490628536019,-0.0019314453557635598,0.009125834797375668,0.866
0.25,KOSPI_ALL,10,BULL_2025,25,0.003168490628536019,0.05949999999999999,0.003168490628536019,0.002989990628536018,0.002811490628536018,net_delta_30,0.002989990628536018,-0.0021015070046382714,0.008860381106802241,0.8516666666666667
0.25,KOSPI_ALL,10,BULL_2025,25,0.003168490628536019,0.05949999999999999,0.003168490628536019,0.002989990628536018,0.002811490628536018,net_delta_60,0.002811490628536018,-0.002280455759578357,0.008758428003102838,0.8366666666666667
0.25,KOSPI_ALL,10,EARLY_2016_2019,98,0.00017751337030923853,0.04445153061224489,0.00017751337030923853,4.415877847250398e-05,-8.919581336423092e-05,gross_delta,0.00017751337030923853,-0.0012225568586461929,0.0015408468737492479,0.6065
0.25,KOSPI_ALL,10,EARLY_2016_2019,98,0.00017751337030923853,0.04445153061224489,0.00017751337030923853,4.415877847250398e-05,-8.919581336423092e-05,net_delta_30,4.415877847250398e-05,-0.0013253031726961483,0.0014085674299729222,0.5418333333333333
0.25,KOSPI_ALL,10,EARLY_2016_2019,98,0.00017751337030923853,0.04445153061224489,0.00017751337030923853,4.415877847250398e-05,-8.919581336423092e-05,net_delta_60,-8.919581336423092e-05,-0.0013974369201407678,0.0012360741029661315,0.449
0.25,KOSPI_ALL,10,LATE_2020_2022,75,0.0010485874044175694,0.06308333333333334,0.0010485874044175694,0.0008593374044175695,0.0006700874044175699,gross_delta,0.0010485874044175694,-0.0009781701041167848,0.0029877648882757216,0.855
0.25,KOSPI_ALL,10,LATE_2020_2022,75,0.0010485874044175694,0.06308333333333334,0.0010485874044175694,0.0008593374044175695,0.0006700874044175699,net_delta_30,0.0008593374044175695,-0.0011370315500183943,0.0028328320150593435,0.8071666666666667
0.25,KOSPI_ALL,10,LATE_2020_2022,75,0.0010485874044175694,0.06308333333333334,0.0010485874044175694,0.0008593374044175695,0.0006700874044175699,net_delta_60,0.0006700874044175699,-0.0013497113653880067,0.0027126741027424547,0.751
0.25,KOSPI_ALL,10,NORMAL_2023_2024,48,0.00029888354539721996,0.07174479166666665,0.00029888354539721996,8.364917039721936e-05,-0.00013158520460277977,gross_delta,0.00029888354539721996,-0.0029986919560326545,0.003490590101547519,0.5765
0.25,KOSPI_ALL,10,NORMAL_2023_2024,48,0.00029888354539721996,0.07174479166666665,0.00029888354539721996,8.364917039721936e-05,-0.00013158520460277977,net_delta_30,8.364917039721936e-05,-0.003192688863501447,0.0034229842414436494,0.5221666666666667
0.25,KOSPI_ALL,10,NORMAL_2023_2024,48,0.00029888354539721996,0.07174479166666665,0.00029888354539721996,8.364917039721936e-05,-0.00013158520460277977,net_delta_60,-0.00013158520460277977,-0.0034205370388814267,0.003131630512160082,0.4731666666666667
0.25,KOSPI_ALL,10,YTD_2026,13,0.0016928129949118581,0.07259615384615385,0.0016928129949118581,0.0014750245333733961,0.0012572360718349346,gross_delta,0.0016928129949118581,-0.0054147306287419565,0.009395107821573552,0.6668333333333333
