strategy,universe,horizon,sample,n_dates,gross_delta,turnover_delta,mean_act5,act5_gt1_share,net_delta_0,net_delta_30,net_delta_60,metric,mean,ci025,ci975,p_gt0
CF20_ACT5_GT1_DIAG,KOSPI_ALL,5,EARLY_2016_2019,192,-0.0008140361048858845,0.3544596354166667,1.7346117433092116,1.0,-0.0008140361048858845,-0.0018774150111358849,-0.0029407939173858844,gross_delta,-0.0008140361048858845,-0.0017491096489004195,0.00012108542508550735,0.047
CF20_ACT5_GT1_DIAG,KOSPI_ALL,5,EARLY_2016_2019,192,-0.0008140361048858845,0.3544596354166667,1.7346117433092116,1.0,-0.0008140361048858845,-0.0018774150111358849,-0.0029407939173858844,net_30,-0.0018774150111358849,-0.002813517561186422,-0.0009540486183389537,0.0
CF20_ACT5_GT1_DIAG,KOSPI_ALL,5,EARLY_2016_2019,192,-0.0008140361048858845,0.3544596354166667,1.7346117433092116,1.0,-0.0008140361048858845,-0.0018774150111358849,-0.0029407939173858844,net_60,-0.0029407939173858844,-0.0038699544988389026,-0.0019768044121615076,0.0
CF20_ACT5_GT1_DIAG,KOSPI_ALL,5,LATE_2020_2022,149,-0.0008932309313880659,0.3098993288590604,2.1761204819126814,1.0,-0.0008932309313880659,-0.001822928917965247,-0.002752626904542428,gross_delta,-0.0008932309313880659,-0.0024175290710718037,0.0006208352797257805,0.12425
CF20_ACT5_GT1_DIAG,KOSPI_ALL,5,LATE_2020_2022,149,-0.0008932309313880659,0.3098993288590604,2.1761204819126814,1.0,-0.0008932309313880659,-0.001822928917965247,-0.002752626904542428,net_30,-0.001822928917965247,-0.003382670490726057,-0.00028375297002546627,0.0105
CF20_ACT5_GT1_DIAG,KOSPI_ALL,5,LATE_2020_2022,149,-0.0008932309313880659,0.3098993288590604,2.1761204819126814,1.0,-0.0008932309313880659,-0.001822928917965247,-0.002752626904542428,net_60,-0.002752626904542428,-0.0042648901681273995,-0.0012433977093874397,0.0
CF20_ACT5_GT1_DIAG,KOSPI_ALL,5,NORMAL_2023_2024,97,-0.000555408899650225,0.32570876288659795,2.5083237497183304,1.0,-0.000555408899650225,-0.001532535188310019,-0.002509661476969813,gross_delta,-0.000555408899650225,-0.002579468784145924,0.001604552932718176,0.314
CF20_ACT5_GT1_DIAG,KOSPI_ALL,5,NORMAL_2023_2024,97,-0.000555408899650225,0.32570876288659795,2.5083237497183304,1.0,-0.000555408899650225,-0.001532535188310019,-0.002509661476969813,net_30,-0.001532535188310019,-0.0035912183992351976,0.0006375932108729511,0.0835
CF20_ACT5_GT1_DIAG,KOSPI_ALL,5,NORMAL_2023_2024,97,-0.000555408899650225,0.32570876288659795,2.5083237497183304,1.0,-0.000555408899650225,-0.001532535188310019,-0.002509661476969813,net_60,-0.002509661476969813,-0.0045354377883351235,-0.0004235308985121509,0.0135
CF20_ACT5_GT1_DIAG,KOSPI_ALL,5,YTD_2026,28,0.0033404107727612866,0.3013392857142857,2.177907030824325,1.0,0.0033404107727612866,0.002436392915618428,0.001532375058475571,gross_delta,0.0033404107727612866,-0.0013683611465448128,0.008012191609643289,0.92125
CF20_ACT5_GT1_DIAG,KOSPI_ALL,5,YTD_2026,28,0.0033404107727612866,0.3013392857142857,2.177907030824325,1.0,0.0033404107727612866,0.002436392915618428,0.001532375058475571,net_30,0.002436392915618428,-0.002271207644071034,0.007269056221574144,0.84325
CF20_ACT5_GT1_DIAG,KOSPI_ALL,5,YTD_2026,28,0.0033404107727612866,0.3013392857142857,2.177907030824325,1.0,0.0033404107727612866,0.002436392915618428,0.001532375058475571,net_60,0.001532375058475571,-0.0029423902634734943,0.006137638534951388,0.74
CF20_ACT5_GT1_DIAG,KOSPI_ALL,10,BULL_2025,25,-0.0018739623433207564,0.33399999999999996,2.0589984000583854,1.0,-0.0018739623433207564,-0.002875962343320758,-0.0038779623433207577,gross_delta,-0.0018739623433207564,-0.007991641999443784,0.005282764876010777,0.272
CF20_ACT5_GT1_DIAG,KOSPI_ALL,10,BULL_2025,25,-0.0018739623433207564,0.33399999999999996,2.0589984000583854,1.0,-0.0018739623433207564,-0.002875962343320758,-0.0038779623433207577,net_30,-0.002875962343320758,-0.008661817939729931,0.0037512998391093844,0.185
CF20_ACT5_GT1_DIAG,KOSPI_ALL,10,BULL_2025,25,-0.0018739623433207564,0.33399999999999996,2.0589984000583854,1.0,-0.0018739623433207564,-0.002875962343320758,-0.0038779623433207577,net_60,-0.0038779623433207577,-0.009711534203318013,0.0027687421275792777,0.11325
CF20_ACT5_GT1_DIAG,KOSPI_ALL,10,EARLY_2016_2019,96,-0.0020382717269682013,0.3442708333333333,1.714486180063595,1.0,-0.0020382717269682013,-0.0030710842269682016,-0.004103896726968201,gross_delta,-0.0020382717269682013,-0.003878120547335005,-0.0002280237091628413,0.01275
CF20_ACT5_GT1_DIAG,KOSPI_ALL,10,EARLY_2016_2019,96,-0.0020382717269682013,0.3442708333333333,1.714486180063595,1.0,-0.0020382717269682013,-0.0030710842269682016,-0.004103896726968201,net_30,-0.0030710842269682016,-0.00495643144764978,-0.0013063749470140693,0.0005
CF20_ACT5_GT1_DIAG,KOSPI_ALL,10,EARLY_2016_2019,96,-0.0020382717269682013,0.3442708333333333,1.714486180063595,1.0,-0.0020382717269682013,-0.0030710842269682016,-0.004103896726968201,net_60,-0.004103896726968201,-0.006104038026501083,-0.002314368253374915,0.0
CF20_ACT5_GT1_DIAG,KOSPI_ALL,10,LATE_2020_2022,75,-0.0029571766269382155,0.30866666666666664,2.24725905471518,1.0,-0.0029571766269382155,-0.003883176626938215,-0.004809176626938215,gross_delta,-0.0029571766269382155,-0.006084801042485706,2.161238864927841e-06,0.02525
CF20_ACT5_GT1_DIAG,KOSPI_ALL,10,LATE_2020_2022,75,-0.0029571766269382155,0.30866666666666664,2.24725905471518,1.0,-0.0029571766269382155,-0.003883176626938215,-0.004809176626938215,net_30,-0.003883176626938215,-0.006878944905039113,-0.0009210056458668029,0.004
CF20_ACT5_GT1_DIAG,KOSPI_ALL,10,LATE_2020_2022,75,-0.0029571766269382155,0.30866666666666664,2.24725905471518,1.0,-0.0029571766269382155,-0.003883176626938215,-0.004809176626938215,net_60,-0.004809176626938215,-0.007931688865846777,-0.0018426910751998824,0.00025
CF20_ACT5_GT1_DIAG,KOSPI_ALL,10,NORMAL_2023_2024,48,-0.0005527355287074775,0.3143229166666667,2.516428096595131,1.0,-0.0005527355287074775,-0.0014957042787074777,-0.0024386730287074775,gross_delta,-0.0005527355287074775,-0.004709376908648707,0.00415329472435247,0.377
CF20_ACT5_GT1_DIAG,KOSPI_ALL,10,NORMAL_2023_2024,48,-0.0005527355287074775,0.3143229166666667,2.516428096595131,1.0,-0.0005527355287074775,-0.0014957042787074777,-0.0024386730287074775,net_30,-0.0014957042787074777,-0.005609780978663313,0.0030229136269017865,0.249
CF20_ACT5_GT1_DIAG,KOSPI_ALL,10,NORMAL_2023_2024,48,-0.0005527355287074775,0.3143229166666667,2.516428096595131,1.0,-0.0005527355287074775,-0.0014957042787074777,-0.0024386730287074775,net_60,-0.0024386730287074775,-0.006759773570083581,0.0019811318073671446,0.1375
CF20_ACT5_GT1_DIAG,KOSPI_ALL,10,YTD_2026,13,0.005845487587259797,0.30096153846153845,2.1872748505162725,1.0,0.005845487587259797,0.004942602971875182,0.004039718356490566,gross_delta,0.005845487587259797,-3.2263392744970076e-05,0.01130578834788142,0.9735
CF20_ACT5_GT1_DIAG,KOSPI_ALL,10,YTD_2026,13,0.005845487587259797,0.30096153846153845,2.1872748505162725,1.0,0.005845487587259797,0.004942602971875182,0.004039718356490566,net_30,0.004942602971875182,-0.0010068878639831994,0.010555192346637612,0.95075
CF20_ACT5_GT1_DIAG,KOSPI_ALL,10,YTD_2026,13,0.005845487587259797,0.30096153846153845,2.1872748505162725,1.0,0.005845487587259797,0.004942602971875182,0.004039718356490566,net_60,0.004039718356490566,-0.0018430268402789313,0.009373475856090973,0.90725
CF20_ACT5_GT1_DIAG,KOSPI_EX_K200,5,BULL_2025,49,-0.0010182955188284396,0.3409438775510204,2.4441728896272275,1.0,-0.0010182955188284396,-0.002041127151481501,-0.0030639587841345623,gross_delta,-0.0010182955188284396,-0.003551720271677827,0.0015773866700971946,0.215
CF20_ACT5_GT1_DIAG,KOSPI_EX_K200,5,BULL_2025,49,-0.0010182955188284396,0.3409438775510204,2.4441728896272275,1.0,-0.0010182955188284396,-0.002041127151481501,-0.0030639587841345623,net_30,-0.002041127151481501,-0.00464517857369111,0.0006935284605423888,0.06825
CF20_ACT5_GT1_DIAG,KOSPI_EX_K200,5,BULL_2025,49,-0.0010182955188284396,0.3409438775510204,2.4441728896272275,1.0,-0.0010182955188284396,-0.002041127151481501,-0.0030639587841345623,net_60,-0.0030639587841345623,-0.005583185003597628,-0.00038786649578479896,0.01375
CF20_ACT5_GT1_DIAG,KOSPI_EX_K200,5,EARLY_2016_2019,192,-0.0003234221923047148,0.3743815104166666,1.9493436299539126,1.0,-0.0003234221923047148,-0.0014465667235547149,-0.002569711254804715,gross_delta,-0.0003234221923047148,-0.0013315649212676806,0.0006986528386894992,0.26125
CF20_ACT5_GT1_DIAG,KOSPI_EX_K200,5,EARLY_2016_2019,192,-0.0003234221923047148,0.3743815104166666,1.9493436299539126,1.0,-0.0003234221923047148,-0.0014465667235547149,-0.002569711254804715,net_30,-0.0014465667235547149,-0.0024857642524055493,-0.00043382317751215397,0.002
CF20_ACT5_GT1_DIAG,KOSPI_EX_K200,5,EARLY_2016_2019,192,-0.0003234221923047148,0.3743815104166666,1.9493436299539126,1.0,-0.0003234221923047148,-0.0014465667235547149,-0.002569711254804715,net_60,-0.002569711254804715,-0.00359946068252815,-0.0014932117461974382,0.0
CF20_ACT5_GT1_DIAG,KOSPI_EX_K200,5,LATE_2020_2022,148,-0.00028618793176574846,0.33365307271557276,2.5134570244027836,1.0,-0.00028618793176574846,-0.0012871471499124665,-0.0022881063680591845,gross_delta,-0.00028618793176574846,-0.0019637755260994622,0.0013654133960591883,0.3715
CF20_ACT5_GT1_DIAG,KOSPI_EX_K200,5,LATE_2020_2022,148,-0.00028618793176574846,0.33365307271557276,2.5134570244027836,1.0,-0.00028618793176574846,-0.0012871471499124665,-0.0022881063680591845,net_30,-0.0012871471499124665,-0.0029518461140140557,0.0004244565620894041,0.06575
CF20_ACT5_GT1_DIAG,KOSPI_EX_K200,5,LATE_2020_2022,148,-0.00028618793176574846,0.33365307271557276,2.5134570244027836,1.0,-0.00028618793176574846,-0.0012871471499124665,-0.0022881063680591845,net_60,-0.0022881063680591845,-0.004064672472819936,-0.0005810194369280526,0.00375
CF20_ACT5_GT1_DIAG,KOSPI_EX_K200,5,NORMAL_2023_2024,97,0.000498058939162105,0.3505522827687776,3.008257815787673,1.0,0.000498058939162105,-0.0005535979091442279,-0.0016052547574505612,gross_delta,0.000498058939162105,-0.0017643318892000019,0.002864317685897488,0.66
CF20_ACT5_GT1_DIAG,KOSPI_EX_K200,5,NORMAL_2023_2024,97,0.000498058939162105,0.3505522827687776,3.008257815787673,1.0,0.000498058939162105,-0.0005535979091442279,-0.0016052547574505612,net_30,-0.0005535979091442279,-0.002964630545941798,0.0018643134324980225,0.329
CF20_ACT5_GT1_DIAG,KOSPI_EX_K200,5,NORMAL_2023_2024,97,0.000498058939162105,0.3505522827687776,3.008257815787673,1.0,0.000498058939162105,-0.0005535979091442279,-0.0016052547574505612,net_60,-0.0016052547574505612,-0.003879943780170466,0.0007439936493218889,0.087
CF20_ACT5_GT1_DIAG,KOSPI_EX_K200,5,YTD_2026,28,0.003690377168141242,0.3406249999999999,2.6420138407474476,1.0,0.003690377168141242,0.0026685021681412415,0.001646627168141242,gross_delta,0.003690377168141242,-0.0011247726401148151,0.00978920702642906,0.90325
CF20_ACT5_GT1_DIAG,KOSPI_EX_K200,5,YTD_2026,28,0.003690377168141242,0.3406249999999999,2.6420138407474476,1.0,0.003690377168141242,0.0026685021681412415,0.001646627168141242,net_30,0.0026685021681412415,-0.002014335911768297,0.00894716550002971,0.82625
CF20_ACT5_GT1_DIAG,KOSPI_EX_K200,5,YTD_2026,28,0.003690377168141242,0.3406249999999999,2.6420138407474476,1.0,0.003690377168141242,0.0026685021681412415,0.001646627168141242,net_60,0.001646627168141242,-0.0031539693779815752,0.007693844447773028,0.702
CF20_ACT5_GT1_DIAG,KOSPI_EX_K200,10,BULL_2025,25,-0.0010697165596494234,0.35125000000000006,2.3059182027819025,1.0,-0.0010697165596494234,-0.0021234665596494232,-0.003177216559649424,gross_delta,-0.0010697165596494234,-0.005474743688190609,0.003379973305006356,0.331
CF20_ACT5_GT1_DIAG,KOSPI_EX_K200,10,BULL_2025,25,-0.0010697165596494234,0.35125000000000006,2.3059182027819025,1.0,-0.0010697165596494234,-0.0021234665596494232,-0.003177216559649424,net_30,-0.0021234665596494232,-0.00657961140817549,0.0025212781123230368,0.177
CF20_ACT5_GT1_DIAG,KOSPI_EX_K200,10,BULL_2025,25,-0.0010697165596494234,0.35125000000000006,2.3059182027819025,1.0,-0.0010697165596494234,-0.0021234665596494232,-0.003177216559649424,net_60,-0.003177216559649424,-0.007697068896798879,0.0016062650723855346,0.09325
CF20_ACT5_GT1_DIAG,KOSPI_EX_K200,10,EARLY_2016_2019,96,-0.0021861994588424374,0.36467013888888894,1.904583242336933,1.0,-0.0021861994588424374,-0.003280209875509104,-0.00437422029217577,gross_delta,-0.0021861994588424374,-0.004682376183149847,0.0002521582681745676,0.0375
CF20_ACT5_GT1_DIAG,KOSPI_EX_K200,10,EARLY_2016_2019,96,-0.0021861994588424374,0.36467013888888894,1.904583242336933,1.0,-0.0021861994588424374,-0.003280209875509104,-0.00437422029217577,net_30,-0.003280209875509104,-0.005718882386052897,-0.0007808055045629776,0.00425
CF20_ACT5_GT1_DIAG,KOSPI_EX_K200,10,EARLY_2016_2019,96,-0.0021861994588424374,0.36467013888888894,1.904583242336933,1.0,-0.0021861994588424374,-0.003280209875509104,-0.00437422029217577,net_60,-0.00437422029217577,-0.006832963406651721,-0.0019506452448050265,0.0005
CF20_ACT5_GT1_DIAG,KOSPI_EX_K200,10,LATE_2020_2022,75,-0.0012129621942233583,0.34455555555555556,2.6168951677666694,1.0,-0.0012129621942233583,-0.0022466288608900247,-0.0032802955275566914,gross_delta,-0.0012129621942233583,-0.005219885581026703,0.002677982087949171,0.26825
CF20_ACT5_GT1_DIAG,KOSPI_EX_K200,10,LATE_2020_2022,75,-0.0012129621942233583,0.34455555555555556,2.6168951677666694,1.0,-0.0012129621942233583,-0.0022466288608900247,-0.0032802955275566914,net_30,-0.0022466288608900247,-0.00618014243783816,0.0016861897047371133,0.129
CF20_ACT5_GT1_DIAG,KOSPI_EX_K200,10,LATE_2020_2022,75,-0.0012129621942233583,0.34455555555555556,2.6168951677666694,1.0,-0.0012129621942233583,-0.0022466288608900247,-0.0032802955275566914,net_60,-0.0032802955275566914,-0.007382927746098443,0.00058720478483953,0.05175
CF20_ACT5_GT1_DIAG,KOSPI_EX_K200,10,NORMAL_2023_2024,48,-0.0014140291760876616,0.35377604166666665,3.0092298569258893,1.0,-0.0014140291760876616,-0.0024753573010876623,-0.0035366854260876616,gross_delta,-0.0014140291760876616,-0.005539481244050717,0.003061805293819465,0.266
CF20_ACT5_GT1_DIAG,KOSPI_EX_K200,10,NORMAL_2023_2024,48,-0.0014140291760876616,0.35377604166666665,3.0092298569258893,1.0,-0.0014140291760876616,-0.0024753573010876623,-0.0035366854260876616,net_30,-0.0024753573010876623,-0.006709546150582191,0.0019984809756729426,0.1385
CF20_ACT5_GT1_DIAG,KOSPI_EX_K200,10,NORMAL_2023_2024,48,-0.0014140291760876616,0.35377604166666665,3.0092298569258893,1.0,-0.0014140291760876616,-0.0024753573010876623,-0.0035366854260876616,net_60,-0.0035366854260876616,-0.007859904608146569,0.0007454163053589454,0.0605
CF20_ACT5_GT1_DIAG,KOSPI_EX_K200,10,YTD_2026,13,0.015560772939617749,0.33125000000000004,2.5040507871370243,1.0,0.015560772939617749,0.014567022939617749,0.01357327293961775,gross_delta,0.015560772939617749,0.006189951340604285,0.025850823363637483,1.0
CF20_ACT5_GT1_DIAG,KOSPI_EX_K200,10,YTD_2026,13,0.015560772939617749,0.33125000000000004,2.5040507871370243,1.0,0.015560772939617749,0.014567022939617749,0.01357327293961775,net_30,0.014567022939617749,0.005421472719798075,0.02480307868651736,1.0
CF20_ACT5_GT1_DIAG,KOSPI_EX_K200,10,YTD_2026,13,0.015560772939617749,0.33125000000000004,2.5040507871370243,1.0,0.015560772939617749,0.014567022939617749,0.01357327293961775,net_60,0.01357327293961775,0.0046211558659252795,0.023947688488973457,0.99975
CF20_ACT5_GT1_DIAG,KOSPI_KOSDAQ_ALL,5,BULL_2025,49,-0.00045724646726215607,0.27474489795918366,2.8119279262319865,1.0,-0.00045724646726215607,-0.0012814811611397072,-0.002105715855017258,gross_delta,-0.00045724646726215607,-0.0027481637125687922,0.0020210541679855612,0.335
CF20_ACT5_GT1_DIAG,KOSPI_KOSDAQ_ALL,5,BULL_2025,49,-0.00045724646726215607,0.27474489795918366,2.8119279262319865,1.0,-0.00045724646726215607,-0.0012814811611397072,-0.002105715855017258,net_30,-0.0012814811611397072,-0.0035256962489434887,0.0011901386894685297,0.14675
CF20_ACT5_GT1_DIAG,KOSPI_KOSDAQ_ALL,5,BULL_2025,49,-0.00045724646726215607,0.27474489795918366,2.8119279262319865,1.0,-0.00045724646726215607,-0.0012814811611397072,-0.002105715855017258,net_60,-0.002105715855017258,-0.004364207445815593,0.000416979381844139,0.053
CF20_ACT5_GT1_DIAG,KOSPI_KOSDAQ_ALL,5,EARLY_2016_2019,192,-0.0005677318616769258,0.31783854166666664,1.839516101039224,1.0,-0.0005677318616769258,-0.001521247486676926,-0.002474763111676926,gross_delta,-0.0005677318616769258,-0.0015894297111290797,0.00044627276025861756,0.13675
CF20_ACT5_GT1_DIAG,KOSPI_KOSDAQ_ALL,5,EARLY_2016_2019,192,-0.0005677318616769258,0.31783854166666664,1.839516101039224,1.0,-0.0005677318616769258,-0.001521247486676926,-0.002474763111676926,net_30,-0.001521247486676926,-0.002526122876962188,-0.000505094607741474,0.0015
CF20_ACT5_GT1_DIAG,KOSPI_KOSDAQ_ALL,5,EARLY_2016_2019,192,-0.0005677318616769258,0.31783854166666664,1.839516101039224,1.0,-0.0005677318616769258,-0.001521247486676926,-0.002474763111676926,net_60,-0.002474763111676926,-0.003452059855195741,-0.001450866509564854,0.0
CF20_ACT5_GT1_DIAG,KOSPI_KOSDAQ_ALL,5,LATE_2020_2022,149,-0.0003406404534032603,0.27986577181208055,2.2852419877909544,1.0,-0.0003406404534032603,-0.001180237768839502,-0.0020198350842757433,gross_delta,-0.0003406404534032603,-0.0020217573375133392,0.0012539287873816623,0.34425
CF20_ACT5_GT1_DIAG,KOSPI_KOSDAQ_ALL,5,LATE_2020_2022,149,-0.0003406404534032603,0.27986577181208055,2.2852419877909544,1.0,-0.0003406404534032603,-0.001180237768839502,-0.0020198350842757433,net_30,-0.001180237768839502,-0.002883906040149784,0.0003904912762690405,0.074
CF20_ACT5_GT1_DIAG,KOSPI_KOSDAQ_ALL,5,LATE_2020_2022,149,-0.0003406404534032603,0.27986577181208055,2.2852419877909544,1.0,-0.0003406404534032603,-0.001180237768839502,-0.0020198350842757433,net_60,-0.0020198350842757433,-0.0037418593859404113,-0.00044533184966128543,0.00525
CF20_ACT5_GT1_DIAG,KOSPI_KOSDAQ_ALL,5,NORMAL_2023_2024,97,0.00030539320252429345,0.29039948453608244,2.790924384083339,1.0,0.00030539320252429345,-0.000565805251083954,-0.0014370037046922018,gross_delta,0.00030539320252429345,-0.0021494473175325676,0.002976605372072917,0.571
CF20_ACT5_GT1_DIAG,KOSPI_KOSDAQ_ALL,5,NORMAL_2023_2024,97,0.00030539320252429345,0.29039948453608244,2.790924384083339,1.0,0.00030539320252429345,-0.000565805251083954,-0.0014370037046922018,net_30,-0.000565805251083954,-0.0030358608458177956,0.0020682660323966214,0.3295
CF20_ACT5_GT1_DIAG,KOSPI_KOSDAQ_ALL,5,NORMAL_2023_2024,97,0.00030539320252429345,0.29039948453608244,2.790924384083339,1.0,0.00030539320252429345,-0.000565805251083954,-0.0014370037046922018,net_60,-0.0014370037046922018,-0.00392542436002025,0.0012128820203829843,0.1275
CF20_ACT5_GT1_DIAG,KOSPI_KOSDAQ_ALL,5,YTD_2026,28,-0.0031253224429977,0.2513392857142857,2.247485411240958,1.0,-0.0031253224429977,-0.0038793403001405563,-0.0046333581572834135,gross_delta,-0.0031253224429977,-0.007017437135557455,0.0008996519494436045,0.0635
CF20_ACT5_GT1_DIAG,KOSPI_KOSDAQ_ALL,5,YTD_2026,28,-0.0031253224429977,0.2513392857142857,2.247485411240958,1.0,-0.0031253224429977,-0.0038793403001405563,-0.0046333581572834135,net_30,-0.0038793403001405563,-0.0075641642721965986,9.563043096843751e-05,0.02925
CF20_ACT5_GT1_DIAG,KOSPI_KOSDAQ_ALL,5,YTD_2026,28,-0.0031253224429977,0.2513392857142857,2.247485411240958,1.0,-0.0031253224429977,-0.0038793403001405563,-0.0046333581572834135,net_60,-0.0046333581572834135,-0.008134530256049547,-0.0006445734147369559,0.01425
CF20_ACT5_GT1_DIAG,KOSPI_KOSDAQ_ALL,10,BULL_2025,25,0.00048346063821147174,0.27525,3.1302256719485086,1.0,0.00048346063821147174,-0.0003422893617885278,-0.0011680393617885287,gross_delta,0.00048346063821147174,-0.005740877192535647,0.006535109357055622,0.5485
CF20_ACT5_GT1_DIAG,KOSPI_KOSDAQ_ALL,10,BULL_2025,25,0.00048346063821147174,0.27525,3.1302256719485086,1.0,0.00048346063821147174,-0.0003422893617885278,-0.0011680393617885287,net_30,-0.0003422893617885278,-0.006380304837145973,0.005989783809253415,0.46225
CF20_ACT5_GT1_DIAG,KOSPI_KOSDAQ_ALL,10,BULL_2025,25,0.00048346063821147174,0.27525,3.1302256719485086,1.0,0.00048346063821147174,-0.0003422893617885278,-0.0011680393617885287,net_60,-0.0011680393617885287,-0.007553360624109108,0.005222257150818138,0.37225
CF20_ACT5_GT1_DIAG,KOSPI_KOSDAQ_ALL,10,EARLY_2016_2019,96,-0.0006290603976868889,0.29583333333333334,1.8162530246004416,1.0,-0.0006290603976868889,-0.0015165603976868888,-0.0024040603976868886,gross_delta,-0.0006290603976868889,-0.002549985670911932,0.0013323979869156832,0.2525
CF20_ACT5_GT1_DIAG,KOSPI_KOSDAQ_ALL,10,EARLY_2016_2019,96,-0.0006290603976868889,0.29583333333333334,1.8162530246004416,1.0,-0.0006290603976868889,-0.0015165603976868888,-0.0024040603976868886,net_30,-0.0015165603976868888,-0.0034941646478251487,0.00040872677564104883,0.06275
CF20_ACT5_GT1_DIAG,KOSPI_KOSDAQ_ALL,10,EARLY_2016_2019,96,-0.0006290603976868889,0.29583333333333334,1.8162530246004416,1.0,-0.0006290603976868889,-0.0015165603976868888,-0.0024040603976868886,net_60,-0.0024040603976868886,-0.004424509606074171,-0.0003279973153101157,0.0125
CF20_ACT5_GT1_DIAG,KOSPI_KOSDAQ_ALL,10,LATE_2020_2022,75,-8.139750354893076e-05,0.2654166666666667,2.303505801391992,1.0,-8.139750354893076e-05,-0.0008776475035489305,-0.0016738975035489303,gross_delta,-8.139750354893076e-05,-0.0032071091901195716,0.0033260243657998708,0.48125
CF20_ACT5_GT1_DIAG,KOSPI_KOSDAQ_ALL,10,LATE_2020_2022,75,-8.139750354893076e-05,0.2654166666666667,2.303505801391992,1.0,-8.139750354893076e-05,-0.0008776475035489305,-0.0016738975035489303,net_30,-0.0008776475035489305,-0.003925019373259761,0.002475473696489904,0.28375
CF20_ACT5_GT1_DIAG,KOSPI_KOSDAQ_ALL,10,LATE_2020_2022,75,-8.139750354893076e-05,0.2654166666666667,2.303505801391992,1.0,-8.139750354893076e-05,-0.0008776475035489305,-0.0016738975035489303,net_60,-0.0016738975035489303,-0.004742391514691722,0.001703601089190881,0.15025
CF20_ACT5_GT1_DIAG,KOSPI_KOSDAQ_ALL,10,NORMAL_2023_2024,48,-0.0009485213156656732,0.2772135416666666,2.7386678034696303,1.0,-0.0009485213156656732,-0.0017801619406656738,-0.0026118025656656735,gross_delta,-0.0009485213156656732,-0.005381475191659793,0.0036926039726603195,0.35225
CF20_ACT5_GT1_DIAG,KOSPI_KOSDAQ_ALL,10,NORMAL_2023_2024,48,-0.0009485213156656732,0.2772135416666666,2.7386678034696303,1.0,-0.0009485213156656732,-0.0017801619406656738,-0.0026118025656656735,net_30,-0.0017801619406656738,-0.006178331194254457,0.0028795720020947223,0.226
CF20_ACT5_GT1_DIAG,KOSPI_KOSDAQ_ALL,10,NORMAL_2023_2024,48,-0.0009485213156656732,0.2772135416666666,2.7386678034696303,1.0,-0.0009485213156656732,-0.0017801619406656738,-0.0026118025656656735,net_60,-0.0026118025656656735,-0.007108642699764231,0.002133705856846051,0.13925
CF20_ACT5_GT1_DIAG,KOSPI_KOSDAQ_ALL,10,YTD_2026,13,-0.001579623822956631,0.23317307692307693,2.23631250272058,1.0,-0.001579623822956631,-0.0022791430537258623,-0.002978662284495092,gross_delta,-0.001579623822956631,-0.008282822472980024,0.006143461648910638,0.33125
CF20_ACT5_GT1_DIAG,KOSPI_KOSDAQ_ALL,10,YTD_2026,13,-0.001579623822956631,0.23317307692307693,2.23631250272058,1.0,-0.001579623822956631,-0.0022791430537258623,-0.002978662284495092,net_30,-0.0022791430537258623,-0.009206213126049537,0.005360751203062858,0.25925
CF20_ACT5_GT1_DIAG,KOSPI_KOSDAQ_ALL,10,YTD_2026,13,-0.001579623822956631,0.23317307692307693,2.23631250272058,1.0,-0.001579623822956631,-0.0022791430537258623,-0.002978662284495092,net_60,-0.002978662284495092,-0.009821699743326771,0.004725617913980288,0.21
CF20_ACT5_W10,K200,5,BULL_2025,49,0.00015291813819157845,0.08137755102040817,1.449787532808211,0.6183673469387755,0.00015291813819157845,-9.121451486964614e-05,-0.0003353471679308705,gross_delta,0.00015291813819157845,-0.001193233281771741,0.0015046085007607468,0.593
CF20_ACT5_W10,K200,5,BULL_2025,49,0.00015291813819157845,0.08137755102040817,1.449787532808211,0.6183673469387755,0.00015291813819157845,-9.121451486964614e-05,-0.0003353471679308705,net_30,-9.121451486964614e-05,-0.0015085668665506488,0.0012193109452255941,0.4475
CF20_ACT5_W10,K200,5,BULL_2025,49,0.00015291813819157845,0.08137755102040817,1.449787532808211,0.6183673469387755,0.00015291813819157845,-9.121451486964614e-05,-0.0003353471679308705,net_60,-0.0003353471679308705,-0.0016906332378017344,0.0009851383130660475,0.32025
CF20_ACT5_W10,K200,5,EARLY_2016_2019,192,-0.00010139570565172606,0.07581380208333333,1.2730964520252732,0.5846679687499999,-0.00010139570565172606,-0.000328837111901726,-0.0005562785181517261,gross_delta,-0.00010139570565172606,-0.00043742247574033843,0.0002526764570839861,0.273
CF20_ACT5_W10,K200,5,EARLY_2016_2019,192,-0.00010139570565172606,0.07581380208333333,1.2730964520252732,0.5846679687499999,-0.00010139570565172606,-0.000328837111901726,-0.0005562785181517261,net_30,-0.000328837111901726,-0.0006671328601682175,3.0570513825873926e-05,0.03625
CF20_ACT5_W10,K200,5,EARLY_2016_2019,192,-0.00010139570565172606,0.07581380208333333,1.2730964520252732,0.5846679687499999,-0.00010139570565172606,-0.000328837111901726,-0.0005562785181517261,net_60,-0.0005562785181517261,-0.0009035605582147218,-0.00020261651585853956,0.00125
CF20_ACT5_W10,K200,5,LATE_2020_2022,149,0.0001475721784517608,0.06367449664429531,1.4629817118324295,0.5960989932885906,0.0001475721784517608,-4.34513114811251e-05,-0.00023447480141401087,gross_delta,0.0001475721784517608,-0.0004504815811407812,0.0007223578572871979,0.67875
