strategy,universe,horizon,sample,n_dates,gross_delta,turnover_delta,mean_act5,act5_gt1_share,net_delta_0,net_delta_30,net_delta_60,metric,mean,ci025,ci975,p_gt0
CF20_ACT5_W10,K200,5,LATE_2020_2022,149,0.0001475721784517608,0.06367449664429531,1.4629817118324295,0.5960989932885906,0.0001475721784517608,-4.34513114811251e-05,-0.00023447480141401087,net_30,-4.34513114811251e-05,-0.0006489443195333515,0.0005409962052408595,0.43325
CF20_ACT5_W10,K200,5,LATE_2020_2022,149,0.0001475721784517608,0.06367449664429531,1.4629817118324295,0.5960989932885906,0.0001475721784517608,-4.34513114811251e-05,-0.00023447480141401087,net_60,-0.00023447480141401087,-0.0008432133772318147,0.00034992999067978605,0.22225
CF20_ACT5_W10,K200,5,NORMAL_2023_2024,97,-0.0005025927358037095,0.0735180412371134,1.5212496779477829,0.5966494845360825,-0.0005025927358037095,-0.0007231468595150498,-0.0009437009832263899,gross_delta,-0.0005025927358037095,-0.0011651333547425347,0.00018118324048214937,0.076
CF20_ACT5_W10,K200,5,NORMAL_2023_2024,97,-0.0005025927358037095,0.0735180412371134,1.5212496779477829,0.5966494845360825,-0.0005025927358037095,-0.0007231468595150498,-0.0009437009832263899,net_30,-0.0007231468595150498,-0.0014045111253207653,1.7480269659293452e-05,0.027
CF20_ACT5_W10,K200,5,NORMAL_2023_2024,97,-0.0005025927358037095,0.0735180412371134,1.5212496779477829,0.5966494845360825,-0.0005025927358037095,-0.0007231468595150498,-0.0009437009832263899,net_60,-0.0009437009832263899,-0.0016382320763971483,-0.00023450181961758254,0.006
CF20_ACT5_W10,K200,5,YTD_2026,28,0.00015384477073328417,0.06986607142857142,1.4990417480102178,0.6084821428571429,0.00015384477073328417,-5.5753443552430245e-05,-0.0002653516578381444,gross_delta,0.00015384477073328417,-0.00190225007829661,0.0021890379132836714,0.5595
CF20_ACT5_W10,K200,5,YTD_2026,28,0.00015384477073328417,0.06986607142857142,1.4990417480102178,0.6084821428571429,0.00015384477073328417,-5.5753443552430245e-05,-0.0002653516578381444,net_30,-5.5753443552430245e-05,-0.002125423238947258,0.002131915175785141,0.4855
CF20_ACT5_W10,K200,5,YTD_2026,28,0.00015384477073328417,0.06986607142857142,1.4990417480102178,0.6084821428571429,0.00015384477073328417,-5.5753443552430245e-05,-0.0002653516578381444,net_60,-0.0002653516578381444,-0.002254223427947348,0.0017827739460288695,0.41125
CF20_ACT5_W10,K200,10,BULL_2025,25,-0.001234935818783825,0.07725,1.4300091929955476,0.6044999999999999,-0.001234935818783825,-0.001466685818783825,-0.001698435818783825,gross_delta,-0.001234935818783825,-0.0035502482789091555,0.000963204450121076,0.13975
CF20_ACT5_W10,K200,10,BULL_2025,25,-0.001234935818783825,0.07725,1.4300091929955476,0.6044999999999999,-0.001234935818783825,-0.001466685818783825,-0.001698435818783825,net_30,-0.001466685818783825,-0.003996110072533359,0.0007881053613402996,0.10625
CF20_ACT5_W10,K200,10,BULL_2025,25,-0.001234935818783825,0.07725,1.4300091929955476,0.6044999999999999,-0.001234935818783825,-0.001466685818783825,-0.001698435818783825,net_60,-0.001698435818783825,-0.004049449802033897,0.0005252886413072907,0.06975
CF20_ACT5_W10,K200,10,EARLY_2016_2019,96,-0.00036559555976364134,0.07291666666666667,1.2755130631722955,0.5899088541666666,-0.00036559555976364134,-0.0005843455597636414,-0.0008030955597636413,gross_delta,-0.00036559555976364134,-0.0009321680653770709,0.00021400118294635168,0.10375
CF20_ACT5_W10,K200,10,EARLY_2016_2019,96,-0.00036559555976364134,0.07291666666666667,1.2755130631722955,0.5899088541666666,-0.00036559555976364134,-0.0005843455597636414,-0.0008030955597636413,net_30,-0.0005843455597636414,-0.001111497715082649,-8.523949046783563e-06,0.024
CF20_ACT5_W10,K200,10,EARLY_2016_2019,96,-0.00036559555976364134,0.07291666666666667,1.2755130631722955,0.5899088541666666,-0.00036559555976364134,-0.0005843455597636414,-0.0008030955597636413,net_60,-0.0008030955597636413,-0.001339968200274406,-0.00023277000798818906,0.00325
CF20_ACT5_W10,K200,10,LATE_2020_2022,75,-0.00030067231772599925,0.06541666666666665,1.4672565542728877,0.5991666666666666,-0.00030067231772599925,-0.0004969223177259993,-0.0006931723177259993,gross_delta,-0.00030067231772599925,-0.0012284408312816571,0.0006921059296622344,0.27975
CF20_ACT5_W10,K200,10,LATE_2020_2022,75,-0.00030067231772599925,0.06541666666666665,1.4672565542728877,0.5991666666666666,-0.00030067231772599925,-0.0004969223177259993,-0.0006931723177259993,net_30,-0.0004969223177259993,-0.0014455299034951392,0.0004822249084514522,0.1555
CF20_ACT5_W10,K200,10,LATE_2020_2022,75,-0.00030067231772599925,0.06541666666666665,1.4672565542728877,0.5991666666666666,-0.00030067231772599925,-0.0004969223177259993,-0.0006931723177259993,net_60,-0.0006931723177259993,-0.0016425174738030745,0.00029841128013079616,0.07675
CF20_ACT5_W10,K200,10,NORMAL_2023_2024,48,0.00014106178443309923,0.07200520833333333,1.5714472264589887,0.6014322916666667,0.00014106178443309923,-7.495384056690093e-05,-0.0002909694655669008,gross_delta,0.00014106178443309923,-0.0012456111359221945,0.0014514024005820773,0.58075
CF20_ACT5_W10,K200,10,NORMAL_2023_2024,48,0.00014106178443309923,0.07200520833333333,1.5714472264589887,0.6014322916666667,0.00014106178443309923,-7.495384056690093e-05,-0.0002909694655669008,net_30,-7.495384056690093e-05,-0.00149697824854131,0.001263603581564881,0.46775
CF20_ACT5_W10,K200,10,NORMAL_2023_2024,48,0.00014106178443309923,0.07200520833333333,1.5714472264589887,0.6014322916666667,0.00014106178443309923,-7.495384056690093e-05,-0.0002909694655669008,net_60,-0.0002909694655669008,-0.0017230852448682356,0.0010610451493196817,0.3505
CF20_ACT5_W10,K200,10,YTD_2026,13,0.0001579099802961613,0.07115384615384615,1.5693040724992962,0.6360576923076924,0.0001579099802961613,-5.5551558165377406e-05,-0.0002690130966269156,gross_delta,0.0001579099802961613,-0.0043870184381076755,0.005060991604494561,0.52075
CF20_ACT5_W10,K200,10,YTD_2026,13,0.0001579099802961613,0.07115384615384615,1.5693040724992962,0.6360576923076924,0.0001579099802961613,-5.5551558165377406e-05,-0.0002690130966269156,net_30,-5.5551558165377406e-05,-0.004737909423244305,0.0047552824988324315,0.492
CF20_ACT5_W10,K200,10,YTD_2026,13,0.0001579099802961613,0.07115384615384615,1.5693040724992962,0.6360576923076924,0.0001579099802961613,-5.5551558165377406e-05,-0.0002690130966269156,net_60,-0.0002690130966269156,-0.005006940464603936,0.004638345995957226,0.458
CF20_ACT5_W10,KOSDAQ,5,BULL_2025,49,0.0010117300378118513,0.058673469387755105,2.4911407127584084,0.6061224489795918,0.0010117300378118513,0.0008357096296485859,0.0006596892214853206,gross_delta,0.0010117300378118513,-0.0005155613500275175,0.0026153920688983265,0.91025
CF20_ACT5_W10,KOSDAQ,5,BULL_2025,49,0.0010117300378118513,0.058673469387755105,2.4911407127584084,0.6061224489795918,0.0010117300378118513,0.0008357096296485859,0.0006596892214853206,net_30,0.0008357096296485859,-0.0007704842160791265,0.0024352261665842633,0.84375
CF20_ACT5_W10,KOSDAQ,5,BULL_2025,49,0.0010117300378118513,0.058673469387755105,2.4911407127584084,0.6061224489795918,0.0010117300378118513,0.0008357096296485859,0.0006596892214853206,net_60,0.0006596892214853206,-0.0008816959806010302,0.0022379790344301273,0.796
CF20_ACT5_W10,KOSDAQ,5,EARLY_2016_2019,192,0.00023904965393805558,0.03196614583333333,1.4212100720951615,0.5308268229166667,0.00023904965393805558,0.00014315121643805555,4.725277893805556e-05,gross_delta,0.00023904965393805558,-0.00013351152637868145,0.00061455548338499,0.89075
CF20_ACT5_W10,KOSDAQ,5,EARLY_2016_2019,192,0.00023904965393805558,0.03196614583333333,1.4212100720951615,0.5308268229166667,0.00023904965393805558,0.00014315121643805555,4.725277893805556e-05,net_30,0.00014315121643805555,-0.00023393222537818626,0.0005480971214325969,0.776
CF20_ACT5_W10,KOSDAQ,5,EARLY_2016_2019,192,0.00023904965393805558,0.03196614583333333,1.4212100720951615,0.5308268229166667,0.00023904965393805558,0.00014315121643805555,4.725277893805556e-05,net_60,4.725277893805556e-05,-0.0003504848937393368,0.0004307266412772514,0.593
CF20_ACT5_W10,KOSDAQ,5,LATE_2020_2022,149,-0.0004525117336997258,0.05247483221476511,1.8316034117057867,0.5737835570469799,-0.0004525117336997258,-0.0006099362303440211,-0.0007673607269883165,gross_delta,-0.0004525117336997258,-0.0011894667673590152,0.00029729038569115953,0.127
CF20_ACT5_W10,KOSDAQ,5,LATE_2020_2022,149,-0.0004525117336997258,0.05247483221476511,1.8316034117057867,0.5737835570469799,-0.0004525117336997258,-0.0006099362303440211,-0.0007673607269883165,net_30,-0.0006099362303440211,-0.0013446708650788222,0.00015486552107997432,0.056
CF20_ACT5_W10,KOSDAQ,5,LATE_2020_2022,149,-0.0004525117336997258,0.05247483221476511,1.8316034117057867,0.5737835570469799,-0.0004525117336997258,-0.0006099362303440211,-0.0007673607269883165,net_60,-0.0007673607269883165,-0.0015121893811892494,-8.246960947113532e-06,0.0235
CF20_ACT5_W10,KOSDAQ,5,NORMAL_2023_2024,97,0.001118626346862266,0.05199742268041237,2.2273649640091775,0.5721005154639175,0.001118626346862266,0.0009626340788210288,0.0008066418107797917,gross_delta,0.001118626346862266,0.00016506027256762686,0.0020935650146856827,0.99
CF20_ACT5_W10,KOSDAQ,5,NORMAL_2023_2024,97,0.001118626346862266,0.05199742268041237,2.2273649640091775,0.5721005154639175,0.001118626346862266,0.0009626340788210288,0.0008066418107797917,net_30,0.0009626340788210288,-3.660193887877479e-05,0.0019292900369360288,0.97075
CF20_ACT5_W10,KOSDAQ,5,NORMAL_2023_2024,97,0.001118626346862266,0.05199742268041237,2.2273649640091775,0.5721005154639175,0.001118626346862266,0.0009626340788210288,0.0008066418107797917,net_60,0.0008066418107797917,-0.0001946294235817107,0.0017823975246233504,0.9435
CF20_ACT5_W10,KOSDAQ,5,YTD_2026,28,-0.0007818817496424314,0.04776785714285715,1.8721378715626273,0.5790178571428571,-0.0007818817496424314,-0.0009251853210710034,-0.0010684888924995747,gross_delta,-0.0007818817496424314,-0.0038475848095146344,0.002574924552648342,0.31425
CF20_ACT5_W10,KOSDAQ,5,YTD_2026,28,-0.0007818817496424314,0.04776785714285715,1.8721378715626273,0.5790178571428571,-0.0007818817496424314,-0.0009251853210710034,-0.0010684888924995747,net_30,-0.0009251853210710034,-0.004115977201567169,0.0024937920978595836,0.28675
CF20_ACT5_W10,KOSDAQ,5,YTD_2026,28,-0.0007818817496424314,0.04776785714285715,1.8721378715626273,0.5790178571428571,-0.0007818817496424314,-0.0009251853210710034,-0.0010684888924995747,net_60,-0.0010684888924995747,-0.004257085476130071,0.002387201602760067,0.254
CF20_ACT5_W10,KOSDAQ,10,BULL_2025,25,0.002033631481799541,0.049749999999999996,2.9398563889443468,0.61775,0.002033631481799541,0.001884381481799541,0.0017351314817995412,gross_delta,0.002033631481799541,9.909139012883073e-05,0.004105281077319149,0.982
CF20_ACT5_W10,KOSDAQ,10,BULL_2025,25,0.002033631481799541,0.049749999999999996,2.9398563889443468,0.61775,0.002033631481799541,0.001884381481799541,0.0017351314817995412,net_30,0.001884381481799541,9.644785557074383e-06,0.0039219745842146774,0.97575
CF20_ACT5_W10,KOSDAQ,10,BULL_2025,25,0.002033631481799541,0.049749999999999996,2.9398563889443468,0.61775,0.002033631481799541,0.001884381481799541,0.0017351314817995412,net_60,0.0017351314817995412,-0.00013458344359316572,0.00379354826879023,0.96475
CF20_ACT5_W10,KOSDAQ,10,EARLY_2016_2019,96,0.0005230782181435085,0.03365885416666667,1.4267428880589819,0.5423828125000001,0.0005230782181435085,0.00042210165564350843,0.00032112509314350854,gross_delta,0.0005230782181435085,-0.00020788503868059946,0.0012938675549741213,0.921
CF20_ACT5_W10,KOSDAQ,10,EARLY_2016_2019,96,0.0005230782181435085,0.03365885416666667,1.4267428880589819,0.5423828125000001,0.0005230782181435085,0.00042210165564350843,0.00032112509314350854,net_30,0.00042210165564350843,-0.00032501643143114387,0.0011734811025005097,0.86475
CF20_ACT5_W10,KOSDAQ,10,EARLY_2016_2019,96,0.0005230782181435085,0.03365885416666667,1.4267428880589819,0.5423828125000001,0.0005230782181435085,0.00042210165564350843,0.00032112509314350854,net_60,0.00032112509314350854,-0.0004289430356446879,0.0010776387726309142,0.791
CF20_ACT5_W10,KOSDAQ,10,LATE_2020_2022,75,0.00028470462873578695,0.04733333333333334,1.8446567646012209,0.5878333333333334,0.00028470462873578695,0.000142704628735787,7.046287357868308e-07,gross_delta,0.00028470462873578695,-0.00111608096316327,0.0017348961285363694,0.6535
CF20_ACT5_W10,KOSDAQ,10,LATE_2020_2022,75,0.00028470462873578695,0.04733333333333334,1.8446567646012209,0.5878333333333334,0.00028470462873578695,0.000142704628735787,7.046287357868308e-07,net_30,0.000142704628735787,-0.0012791569500308602,0.0015338587389158848,0.5595
CF20_ACT5_W10,KOSDAQ,10,LATE_2020_2022,75,0.00028470462873578695,0.04733333333333334,1.8446567646012209,0.5878333333333334,0.00028470462873578695,0.000142704628735787,7.046287357868308e-07,net_60,7.046287357868308e-07,-0.0013692250133870215,0.001427735720401091,0.50075
CF20_ACT5_W10,KOSDAQ,10,NORMAL_2023_2024,48,-0.0006091254842501535,0.05156249999999999,2.230625084958274,0.5739583333333333,-0.0006091254842501535,-0.0007638129842501533,-0.0009185004842501538,gross_delta,-0.0006091254842501535,-0.0024749819475536933,0.0012987369077831267,0.27325
CF20_ACT5_W10,KOSDAQ,10,NORMAL_2023_2024,48,-0.0006091254842501535,0.05156249999999999,2.230625084958274,0.5739583333333333,-0.0006091254842501535,-0.0007638129842501533,-0.0009185004842501538,net_30,-0.0007638129842501533,-0.002720721547727791,0.001101464733336014,0.204
CF20_ACT5_W10,KOSDAQ,10,NORMAL_2023_2024,48,-0.0006091254842501535,0.05156249999999999,2.230625084958274,0.5739583333333333,-0.0006091254842501535,-0.0007638129842501533,-0.0009185004842501538,net_60,-0.0009185004842501538,-0.0028498415076604884,0.0009858729953930254,0.168
CF20_ACT5_W10,KOSDAQ,10,YTD_2026,13,0.0006050230424620757,0.03413461538461539,1.8370526244088767,0.5966346153846154,0.0006050230424620757,0.0005026191963082298,0.00040021535015438334,gross_delta,0.0006050230424620757,-0.004254358279840379,0.0056927939433146415,0.5885
CF20_ACT5_W10,KOSDAQ,10,YTD_2026,13,0.0006050230424620757,0.03413461538461539,1.8370526244088767,0.5966346153846154,0.0006050230424620757,0.0005026191963082298,0.00040021535015438334,net_30,0.0005026191963082298,-0.004442844276568478,0.005484450113849258,0.56
CF20_ACT5_W10,KOSDAQ,10,YTD_2026,13,0.0006050230424620757,0.03413461538461539,1.8370526244088767,0.5966346153846154,0.0006050230424620757,0.0005026191963082298,0.00040021535015438334,net_60,0.00040021535015438334,-0.004395807267333111,0.005265643473979923,0.538
CF20_ACT5_W10,KOSDAQ_PLUS_KOSPI_EX_K200,5,BULL_2025,49,-9.471218565946087e-05,0.08903061224489797,2.7314730580418725,0.6839285714285713,-9.471218565946087e-05,-0.0003618040223941546,-0.0006288958591288484,gross_delta,-9.471218565946087e-05,-0.0017437825344397335,0.0015724381677325004,0.4505
CF20_ACT5_W10,KOSDAQ_PLUS_KOSPI_EX_K200,5,BULL_2025,49,-9.471218565946087e-05,0.08903061224489797,2.7314730580418725,0.6839285714285713,-9.471218565946087e-05,-0.0003618040223941546,-0.0006288958591288484,net_30,-0.0003618040223941546,-0.0020392282374147915,0.0013524703039480526,0.33475
CF20_ACT5_W10,KOSDAQ_PLUS_KOSPI_EX_K200,5,BULL_2025,49,-9.471218565946087e-05,0.08903061224489797,2.7314730580418725,0.6839285714285713,-9.471218565946087e-05,-0.0003618040223941546,-0.0006288958591288484,net_60,-0.0006288958591288484,-0.0023256232775653645,0.0010539883158640134,0.24025
CF20_ACT5_W10,KOSDAQ_PLUS_KOSPI_EX_K200,5,EARLY_2016_2019,192,0.0003469296067791248,0.06663411458333333,1.6137572348367897,0.59853515625,0.0003469296067791248,0.00014702726302912473,-5.287508072087525e-05,gross_delta,0.0003469296067791248,-9.895458232516094e-05,0.0008023777620031062,0.9325
CF20_ACT5_W10,KOSDAQ_PLUS_KOSPI_EX_K200,5,EARLY_2016_2019,192,0.0003469296067791248,0.06663411458333333,1.6137572348367897,0.59853515625,0.0003469296067791248,0.00014702726302912473,-5.287508072087525e-05,net_30,0.00014702726302912473,-0.0003149199088456553,0.0006413233408036844,0.725
CF20_ACT5_W10,KOSDAQ_PLUS_KOSPI_EX_K200,5,EARLY_2016_2019,192,0.0003469296067791248,0.06663411458333333,1.6137572348367897,0.59853515625,0.0003469296067791248,0.00014702726302912473,-5.287508072087525e-05,net_60,-5.287508072087525e-05,-0.0005101713026057259,0.00041649760152994493,0.40775
CF20_ACT5_W10,KOSDAQ_PLUS_KOSPI_EX_K200,5,LATE_2020_2022,149,-0.0005114531606635001,0.07856543624161075,2.0858418597339567,0.649748322147651,-0.0005114531606635001,-0.0007471494693883324,-0.0009828457781131644,gross_delta,-0.0005114531606635001,-0.0013791698796058987,0.0003202066833280141,0.115
CF20_ACT5_W10,KOSDAQ_PLUS_KOSPI_EX_K200,5,LATE_2020_2022,149,-0.0005114531606635001,0.07856543624161075,2.0858418597339567,0.649748322147651,-0.0005114531606635001,-0.0007471494693883324,-0.0009828457781131644,net_30,-0.0007471494693883324,-0.001608613068464491,0.0001545576280128541,0.05075
CF20_ACT5_W10,KOSDAQ_PLUS_KOSPI_EX_K200,5,LATE_2020_2022,149,-0.0005114531606635001,0.07856543624161075,2.0858418597339567,0.649748322147651,-0.0005114531606635001,-0.0007471494693883324,-0.0009828457781131644,net_60,-0.0009828457781131644,-0.0018384356237732622,-0.00010953346543467886,0.014
CF20_ACT5_W10,KOSDAQ_PLUS_KOSPI_EX_K200,5,NORMAL_2023_2024,97,0.0019759699776430778,0.08762886597938142,2.652370421767541,0.6394974226804123,0.0019759699776430778,0.0017130833797049335,0.001450196781766789,gross_delta,0.0019759699776430778,0.0006702656903355203,0.0032735203731203318,0.99825
CF20_ACT5_W10,KOSDAQ_PLUS_KOSPI_EX_K200,5,NORMAL_2023_2024,97,0.0019759699776430778,0.08762886597938142,2.652370421767541,0.6394974226804123,0.0019759699776430778,0.0017130833797049335,0.001450196781766789,net_30,0.0017130833797049335,0.00041927568320981076,0.002979941435905721,0.997
CF20_ACT5_W10,KOSDAQ_PLUS_KOSPI_EX_K200,5,NORMAL_2023_2024,97,0.0019759699776430778,0.08762886597938142,2.652370421767541,0.6394974226804123,0.0019759699776430778,0.0017130833797049335,0.001450196781766789,net_60,0.001450196781766789,0.00021981178966196837,0.0027672957519931387,0.99
CF20_ACT5_W10,KOSDAQ_PLUS_KOSPI_EX_K200,5,YTD_2026,28,-0.0013067188037565738,0.0861607142857143,2.135032331491275,0.6515625,-0.0013067188037565738,-0.0015652009466137174,-0.0018236830894708597,gross_delta,-0.0013067188037565738,-0.005206633362742035,0.002499322653032115,0.2565
CF20_ACT5_W10,KOSDAQ_PLUS_KOSPI_EX_K200,5,YTD_2026,28,-0.0013067188037565738,0.0861607142857143,2.135032331491275,0.6515625,-0.0013067188037565738,-0.0015652009466137174,-0.0018236830894708597,net_30,-0.0015652009466137174,-0.005400028469551344,0.0022629794399822217,0.22175
CF20_ACT5_W10,KOSDAQ_PLUS_KOSPI_EX_K200,5,YTD_2026,28,-0.0013067188037565738,0.0861607142857143,2.135032331491275,0.6515625,-0.0013067188037565738,-0.0015652009466137174,-0.0018236830894708597,net_60,-0.0018236830894708597,-0.00584699251191176,0.002013829730696319,0.1785
CF20_ACT5_W10,KOSDAQ_PLUS_KOSPI_EX_K200,10,BULL_2025,25,0.001280707129213715,0.07950000000000002,3.129642414823913,0.69175,0.001280707129213715,0.0010422071292137153,0.0008037071292137154,gross_delta,0.001280707129213715,-0.0012084650663396377,0.003685340982154909,0.84425
CF20_ACT5_W10,KOSDAQ_PLUS_KOSPI_EX_K200,10,BULL_2025,25,0.001280707129213715,0.07950000000000002,3.129642414823913,0.69175,0.001280707129213715,0.0010422071292137153,0.0008037071292137154,net_30,0.0010422071292137153,-0.0016423801358933954,0.0034003770142661,0.789
CF20_ACT5_W10,KOSDAQ_PLUS_KOSPI_EX_K200,10,BULL_2025,25,0.001280707129213715,0.07950000000000002,3.129642414823913,0.69175,0.001280707129213715,0.0010422071292137153,0.0008037071292137154,net_60,0.0008037071292137154,-0.001704378552360837,0.0032553240525247822,0.748
CF20_ACT5_W10,KOSDAQ_PLUS_KOSPI_EX_K200,10,EARLY_2016_2019,96,0.0004636353680283545,0.06451822916666666,1.5821772940016554,0.6056640624999999,0.0004636353680283545,0.0002700806805283544,7.652599302835445e-05,gross_delta,0.0004636353680283545,-0.0005926672008166856,0.001505945088653805,0.80425
CF20_ACT5_W10,KOSDAQ_PLUS_KOSPI_EX_K200,10,EARLY_2016_2019,96,0.0004636353680283545,0.06451822916666666,1.5821772940016554,0.6056640624999999,0.0004636353680283545,0.0002700806805283544,7.652599302835445e-05,net_30,0.0002700806805283544,-0.0007624724203797786,0.0013512924943847903,0.70575
CF20_ACT5_W10,KOSDAQ_PLUS_KOSPI_EX_K200,10,EARLY_2016_2019,96,0.0004636353680283545,0.06451822916666666,1.5821772940016554,0.6056640624999999,0.0004636353680283545,0.0002700806805283544,7.652599302835445e-05,net_60,7.652599302835445e-05,-0.0009659547326673195,0.0011294036013772017,0.56525
CF20_ACT5_W10,KOSDAQ_PLUS_KOSPI_EX_K200,10,LATE_2020_2022,75,-0.00031994856001910793,0.07466666666666666,2.1264889166694947,0.6588333333333333,-0.00031994856001910793,-0.0005439485600191082,-0.0007679485600191078,gross_delta,-0.00031994856001910793,-0.0019862019534837927,0.0013016198314861958,0.3395
CF20_ACT5_W10,KOSDAQ_PLUS_KOSPI_EX_K200,10,LATE_2020_2022,75,-0.00031994856001910793,0.07466666666666666,2.1264889166694947,0.6588333333333333,-0.00031994856001910793,-0.0005439485600191082,-0.0007679485600191078,net_30,-0.0005439485600191082,-0.002181684337173836,0.0011641690083223296,0.2485
CF20_ACT5_W10,KOSDAQ_PLUS_KOSPI_EX_K200,10,LATE_2020_2022,75,-0.00031994856001910793,0.07466666666666666,2.1264889166694947,0.6588333333333333,-0.00031994856001910793,-0.0005439485600191082,-0.0007679485600191078,net_60,-0.0007679485600191078,-0.002393229554129308,0.0009084849468083882,0.1835
CF20_ACT5_W10,KOSDAQ_PLUS_KOSPI_EX_K200,10,NORMAL_2023_2024,48,0.00042704752501561747,0.08372395833333333,2.6564103934767904,0.6401041666666667,0.00042704752501561747,0.00017587565001561718,-7.529622498438284e-05,gross_delta,0.00042704752501561747,-0.0018011467269711992,0.0026525463657041714,0.63625
CF20_ACT5_W10,KOSDAQ_PLUS_KOSPI_EX_K200,10,NORMAL_2023_2024,48,0.00042704752501561747,0.08372395833333333,2.6564103934767904,0.6401041666666667,0.00042704752501561747,0.00017587565001561718,-7.529622498438284e-05,net_30,0.00017587565001561718,-0.0020166683201429075,0.002424396668888581,0.55825
CF20_ACT5_W10,KOSDAQ_PLUS_KOSPI_EX_K200,10,NORMAL_2023_2024,48,0.00042704752501561747,0.08372395833333333,2.6564103934767904,0.6401041666666667,0.00042704752501561747,0.00017587565001561718,-7.529622498438284e-05,net_60,-7.529622498438284e-05,-0.0023142307787937305,0.0022943624475877176,0.483
CF20_ACT5_W10,KOSDAQ_PLUS_KOSPI_EX_K200,10,YTD_2026,13,0.0008954380351946678,0.09038461538461538,2.127213281437351,0.6644230769230769,0.0008954380351946678,0.0006242841890408222,0.00035313034288697576,gross_delta,0.0008954380351946678,-0.004216455703648028,0.007707399892711283,0.60775
CF20_ACT5_W10,KOSDAQ_PLUS_KOSPI_EX_K200,10,YTD_2026,13,0.0008954380351946678,0.09038461538461538,2.127213281437351,0.6644230769230769,0.0008954380351946678,0.0006242841890408222,0.00035313034288697576,net_30,0.0006242841890408222,-0.0044319403746757545,0.007337054878703897,0.55875
CF20_ACT5_W10,KOSDAQ_PLUS_KOSPI_EX_K200,10,YTD_2026,13,0.0008954380351946678,0.09038461538461538,2.127213281437351,0.6644230769230769,0.0008954380351946678,0.0006242841890408222,0.00035313034288697576,net_60,0.00035313034288697576,-0.004806038434490919,0.007034254605340132,0.5255
CF20_ACT5_W10,KOSPI_ALL,5,BULL_2025,49,-0.0010682021771840117,0.10599489795918368,1.958158019719474,0.6714285714285714,-0.0010682021771840117,-0.0013861868710615625,-0.0017041715649391137,gross_delta,-0.0010682021771840117,-0.00256019583251032,0.00048121715940137625,0.08275
CF20_ACT5_W10,KOSPI_ALL,5,BULL_2025,49,-0.0010682021771840117,0.10599489795918368,1.958158019719474,0.6714285714285714,-0.0010682021771840117,-0.0013861868710615625,-0.0017041715649391137,net_30,-0.0013861868710615625,-0.002821887118374112,0.00019404232446234242,0.04175
CF20_ACT5_W10,KOSPI_ALL,5,BULL_2025,49,-0.0010682021771840117,0.10599489795918368,1.958158019719474,0.6714285714285714,-0.0010682021771840117,-0.0013861868710615625,-0.0017041715649391137,net_60,-0.0017041715649391137,-0.0031804714423021184,-0.00015614537893660733,0.01675
CF20_ACT5_W10,KOSPI_ALL,5,EARLY_2016_2019,192,-8.976615161818037e-05,0.08951822916666667,1.5000580978054334,0.6201822916666666,-8.976615161818037e-05,-0.0003583208391181804,-0.0006268755266181803,gross_delta,-8.976615161818037e-05,-0.0005573368908814002,0.0003733371477484436,0.36175
CF20_ACT5_W10,KOSPI_ALL,5,EARLY_2016_2019,192,-8.976615161818037e-05,0.08951822916666667,1.5000580978054334,0.6201822916666666,-8.976615161818037e-05,-0.0003583208391181804,-0.0006268755266181803,net_30,-0.0003583208391181804,-0.0008060548275863089,0.00011378502498530967,0.0635
CF20_ACT5_W10,KOSPI_ALL,5,EARLY_2016_2019,192,-8.976615161818037e-05,0.08951822916666667,1.5000580978054334,0.6201822916666666,-8.976615161818037e-05,-0.0003583208391181804,-0.0006268755266181803,net_60,-0.0006268755266181803,-0.001111747992087946,-0.00015958606611062083,0.00325
CF20_ACT5_W10,KOSPI_ALL,5,LATE_2020_2022,149,-0.0005535421413991835,0.08406040268456376,1.9009443418316567,0.6510486577181208,-0.0005535421413991835,-0.0008057233494528747,-0.0010579045575065658,gross_delta,-0.0005535421413991835,-0.0013267952532817413,0.00020739328024072562,0.07525
CF20_ACT5_W10,KOSPI_ALL,5,LATE_2020_2022,149,-0.0005535421413991835,0.08406040268456376,1.9009443418316567,0.6510486577181208,-0.0005535421413991835,-0.0008057233494528747,-0.0010579045575065658,net_30,-0.0008057233494528747,-0.00158534712351887,-3.571549598619043e-05,0.01825
CF20_ACT5_W10,KOSPI_ALL,5,LATE_2020_2022,149,-0.0005535421413991835,0.08406040268456376,1.9009443418316567,0.6510486577181208,-0.0005535421413991835,-0.0008057233494528747,-0.0010579045575065658,net_60,-0.0010579045575065658,-0.0018329855516726536,-0.0002898696850849908,0.00575
CF20_ACT5_W10,KOSPI_ALL,5,NORMAL_2023_2024,97,0.00011559182928549132,0.09658505154639176,2.2568362572038985,0.6470360824742268,0.00011559182928549132,-0.0001741633253536839,-0.00046391847999285906,gross_delta,0.00011559182928549132,-0.001017948373156321,0.0013056857218580822,0.5905
CF20_ACT5_W10,KOSPI_ALL,5,NORMAL_2023_2024,97,0.00011559182928549132,0.09658505154639176,2.2568362572038985,0.6470360824742268,0.00011559182928549132,-0.0001741633253536839,-0.00046391847999285906,net_30,-0.0001741633253536839,-0.0013445083933723702,0.0010125913904264893,0.38625
