date,sample,horizon,universe,factor,family,strategy,gross,turnover,mean_act5,act5_gt1_share,base_gross,base_turnover,gross_delta,turnover_delta,net_delta_0,net_delta_30,net_delta_60
2016-02-01,EARLY_2016_2019,5,KOSPI_EX_K200,FOREIGN_FLOW,FLOW,CF20_ACT5_W10,-0.058598888613735654,1.0,0.9076988023670106,0.35,-0.058877396454939925,0.25,0.0002785078412042702,0.75,0.0002785078412042702,-0.0019714921587957296,-0.0042214921587957295
2016-02-01,EARLY_2016_2019,5,KOSPI_EX_K200,FOREIGN_FLOW,FLOW,CF20_ACT5_GT1_DIAG,-0.03744834836858921,1.0,1.3628580780453206,1.0,-0.058877396454939925,0.25,0.021429048086350717,0.75,0.021429048086350717,0.01917904808635072,0.016929048086350717
2016-02-01,EARLY_2016_2019,5,KOSPI_ALL,OP12_REV,REVISION,CF20_ACT5_W10,-0.026667867678498307,1.0,6.58413436988955,0.7,-0.029010683407452793,0.19999999999999996,0.002342815728954485,0.8,0.002342815728954485,-5.7184271045514646e-05,-0.0024571842710455144
2016-02-01,EARLY_2016_2019,5,KOSPI_ALL,OP12_REV,REVISION,CF20_ACT5_GT1_DIAG,-0.036152652324559345,1.0,6.804148192156778,1.0,-0.029010683407452793,0.19999999999999996,-0.007141968917106552,0.8,-0.007141968917106552,-0.009541968917106552,-0.011941968917106551
2016-02-01,EARLY_2016_2019,5,KOSPI_ALL,OPFY1_REV,REVISION,CF20_ACT5_W10,-0.028746099882681453,1.0,1.06336986928519,0.5,-0.04303244197272944,0.09999999999999998,0.01428634209004799,0.9,0.01428634209004799,0.01158634209004799,0.00888634209004799
2016-02-01,EARLY_2016_2019,5,KOSPI_ALL,OPFY1_REV,REVISION,CF20_ACT5_GT1_DIAG,-0.03352122948905205,1.0,1.4349787495445538,1.0,-0.04303244197272944,0.09999999999999998,0.009511212483677395,0.9,0.009511212483677395,0.006811212483677395,0.0041112124836773945
2016-02-01,EARLY_2016_2019,5,KOSPI_ALL,PBR12MF,VALUE,CF20_ACT5_W10,-0.025174237406909855,1.0,1.1069692613523316,0.55,-0.009675533680986961,0.15000000000000002,-0.015498703725922894,0.85,-0.015498703725922894,-0.018048703725922894,-0.020598703725922894
2016-02-01,EARLY_2016_2019,5,KOSPI_ALL,PBR12MF,VALUE,CF20_ACT5_GT1_DIAG,-0.024259789029081887,1.0,1.3426913571674128,1.0,-0.009675533680986961,0.15000000000000002,-0.014584255348094925,0.85,-0.014584255348094925,-0.017134255348094925,-0.019684255348094926
2016-02-01,EARLY_2016_2019,5,KOSPI_ALL,PER12MF,VALUE,CF20_ACT5_W10,-0.022439567862695887,1.0,1.137795576920562,0.55,-0.024424004015882496,0.050000000000000044,0.0019844361531866084,0.95,0.0019844361531866084,-0.0008655638468133917,-0.003715563846813392
2016-02-01,EARLY_2016_2019,5,KOSPI_ALL,PER12MF,VALUE,CF20_ACT5_GT1_DIAG,-0.01484508164420743,1.0,1.361359432205748,1.0,-0.024424004015882496,0.050000000000000044,0.009578922371675066,0.95,0.009578922371675066,0.006728922371675066,0.0038789223716750657
2016-02-01,EARLY_2016_2019,5,KOSPI_ALL,MOM1M,MOMENTUM,CF20_ACT5_W10,-0.0334546006633985,1.0,6.716911053343369,0.8,-0.0523195093635058,0.44999999999999996,0.018864908700107305,0.55,0.018864908700107305,0.017214908700107306,0.015564908700107304
2016-02-01,EARLY_2016_2019,5,KOSPI_ALL,MOM1M,MOMENTUM,CF20_ACT5_GT1_DIAG,-0.03525872970942871,1.0,6.812027915639054,1.0,-0.0523195093635058,0.44999999999999996,0.01706077965407709,0.55,0.01706077965407709,0.015410779654077089,0.013760779654077088
2016-02-01,EARLY_2016_2019,5,KOSPI_ALL,MOM12_1,MOMENTUM,CF20_ACT5_W10,-0.052082880579699085,1.0,1.1768807135676869,0.6,-0.04586866648321248,0.09999999999999998,-0.006214214096486606,0.9,-0.006214214096486606,-0.008914214096486607,-0.011614214096486606
2016-02-01,EARLY_2016_2019,5,KOSPI_ALL,MOM12_1,MOMENTUM,CF20_ACT5_GT1_DIAG,-0.03780886354171116,1.0,1.4657520564762083,1.0,-0.04586866648321248,0.09999999999999998,0.00805980294150132,0.9,0.00805980294150132,0.005359802941501319,0.002659802941501319
2016-02-01,EARLY_2016_2019,5,KOSPI_ALL,PRIVATE_FLOW,FLOW,CF20_ACT5_W10,-0.040074905213294716,1.0,1.3904867265424437,0.75,-0.043480268412716294,0.30000000000000004,0.003405363199421578,0.7,0.003405363199421578,0.0013053631994215781,-0.0007946368005784217
2016-02-01,EARLY_2016_2019,5,KOSPI_ALL,PRIVATE_FLOW,FLOW,CF20_ACT5_GT1_DIAG,-0.029523773006218956,1.0,1.5006690142680228,1.0,-0.043480268412716294,0.30000000000000004,0.013956495406497339,0.7,0.013956495406497339,0.01185649540649734,0.00975649540649734
2016-02-01,EARLY_2016_2019,5,KOSPI_ALL,FOREIGN_FLOW,FLOW,CF20_ACT5_W10,-0.05117980573009392,1.0,0.9860492161160381,0.4,-0.059895063613328935,0.19999999999999996,0.008715257883235017,0.8,0.008715257883235017,0.006315257883235018,0.003915257883235017
2016-02-01,EARLY_2016_2019,5,KOSPI_ALL,FOREIGN_FLOW,FLOW,CF20_ACT5_GT1_DIAG,-0.05641477285263502,1.0,1.679950910761977,1.0,-0.059895063613328935,0.19999999999999996,0.0034802907606939146,0.8,0.0034802907606939146,0.0010802907606939148,-0.001319709239306085
2016-02-01,EARLY_2016_2019,5,KOSDAQ,OP12_REV,REVISION,CF20_ACT5_W10,-0.031105644212473582,1.0,0.9200888332307446,0.35,-0.026912091512187368,0.15000000000000002,-0.004193552700286214,0.85,-0.004193552700286214,-0.006743552700286214,-0.009293552700286214
2016-02-01,EARLY_2016_2019,5,KOSDAQ,OP12_REV,REVISION,CF20_ACT5_GT1_DIAG,-0.05625274233104839,1.0,1.5780257655805934,1.0,-0.026912091512187368,0.15000000000000002,-0.029340650818861023,0.85,-0.029340650818861023,-0.03189065081886103,-0.034440650818861024
2016-02-01,EARLY_2016_2019,5,KOSDAQ,OPFY1_REV,REVISION,CF20_ACT5_W10,-0.06234326372236232,1.0,1.1695898271420515,0.45,-0.06234326372236232,0.15000000000000002,0.0,0.85,0.0,-0.00255,-0.0051
2016-02-01,EARLY_2016_2019,5,KOSDAQ,OPFY1_REV,REVISION,CF20_ACT5_GT1_DIAG,-0.08150193641118189,1.0,1.663043420590815,1.0,-0.06234326372236232,0.15000000000000002,-0.019158672688819572,0.85,-0.019158672688819572,-0.021708672688819573,-0.024258672688819573
2016-02-01,EARLY_2016_2019,5,KOSDAQ,PBR12MF,VALUE,CF20_ACT5_W10,-0.03791034343515866,1.0,1.311066780389059,0.4,-0.03791034343515866,0.15000000000000002,0.0,0.85,0.0,-0.00255,-0.0051
2016-02-01,EARLY_2016_2019,5,KOSDAQ,PBR12MF,VALUE,CF20_ACT5_GT1_DIAG,-0.049381276371462,1.0,1.7760327994845284,1.0,-0.03791034343515866,0.15000000000000002,-0.011470932936303344,0.85,-0.011470932936303344,-0.014020932936303344,-0.016570932936303344
2016-02-01,EARLY_2016_2019,5,KOSDAQ,PER12MF,VALUE,CF20_ACT5_W10,-0.015720201950553663,1.0,0.9658715509229001,0.3,-0.008980693562313256,0.050000000000000044,-0.006739508388240407,0.95,-0.006739508388240407,-0.009589508388240407,-0.012439508388240407
2016-02-01,EARLY_2016_2019,5,KOSDAQ,PER12MF,VALUE,CF20_ACT5_GT1_DIAG,-0.0405813502131656,1.0,1.6081441438300423,1.0,-0.008980693562313256,0.050000000000000044,-0.03160065665085234,0.95,-0.03160065665085234,-0.03445065665085234,-0.037300656650852346
2016-02-01,EARLY_2016_2019,5,KOSDAQ,MOM1M,MOMENTUM,CF20_ACT5_W10,-0.052011906531354346,1.0,1.3076272693130064,0.6,-0.04727200725960448,0.35,-0.0047398992717498645,0.65,-0.0047398992717498645,-0.006689899271749865,-0.008639899271749865
2016-02-01,EARLY_2016_2019,5,KOSDAQ,MOM1M,MOMENTUM,CF20_ACT5_GT1_DIAG,-0.07877893123002311,1.0,1.5940817924280442,1.0,-0.04727200725960448,0.35,-0.03150692397041863,0.65,-0.03150692397041863,-0.03345692397041863,-0.03540692397041863
2016-02-01,EARLY_2016_2019,5,KOSDAQ,MOM12_1,MOMENTUM,CF20_ACT5_W10,-0.07151024953356441,1.0,1.0091805358475772,0.35,-0.07631673026144545,0.09999999999999998,0.004806480727881035,0.9,0.004806480727881035,0.002106480727881035,-0.0005935192721189652
2016-02-01,EARLY_2016_2019,5,KOSDAQ,MOM12_1,MOMENTUM,CF20_ACT5_GT1_DIAG,-0.08599215604918706,1.0,1.5077776931029754,1.0,-0.07631673026144545,0.09999999999999998,-0.00967542578774161,0.9,-0.00967542578774161,-0.01237542578774161,-0.01507542578774161
2016-02-01,EARLY_2016_2019,5,KOSDAQ,PRIVATE_FLOW,FLOW,CF20_ACT5_W10,-0.08462669523961398,1.0,1.2302430868047711,0.5,-0.06561267787299163,0.4,-0.01901401736662235,0.6,-0.01901401736662235,-0.02081401736662235,-0.02261401736662235
2016-02-01,EARLY_2016_2019,5,KOSDAQ,PRIVATE_FLOW,FLOW,CF20_ACT5_GT1_DIAG,-0.06543797475938827,1.0,1.5538568370548573,1.0,-0.06561267787299163,0.4,0.0001747031136033611,0.6,0.0001747031136033611,-0.0016252968863966388,-0.003425296886396639
2016-02-01,EARLY_2016_2019,5,KOSDAQ,FOREIGN_FLOW,FLOW,CF20_ACT5_W10,-0.0542152268942955,1.0,1.1009796313216857,0.4,-0.05028006454888269,0.30000000000000004,-0.0039351623454128085,0.7,-0.0039351623454128085,-0.006035162345412808,-0.008135162345412807
2016-02-01,EARLY_2016_2019,5,KOSDAQ,FOREIGN_FLOW,FLOW,CF20_ACT5_GT1_DIAG,-0.08144680082284017,1.0,1.4708442679949978,1.0,-0.05028006454888269,0.30000000000000004,-0.031166736273957482,0.7,-0.031166736273957482,-0.03326673627395748,-0.035366736273957484
2016-02-01,EARLY_2016_2019,5,KOSPI_KOSDAQ_ALL,OP12_REV,REVISION,CF20_ACT5_W10,-0.03166068731875884,1.0,1.1981451812342825,0.6,-0.031631544839321804,0.19999999999999996,-2.9142479437034574e-05,0.8,-2.9142479437034574e-05,-0.0024291424794370344,-0.004829142479437034
2016-02-01,EARLY_2016_2019,5,KOSPI_KOSDAQ_ALL,OP12_REV,REVISION,CF20_ACT5_GT1_DIAG,-0.04737766413338153,1.0,6.716201044061307,1.0,-0.031631544839321804,0.19999999999999996,-0.015746119294059724,0.8,-0.015746119294059724,-0.018146119294059723,-0.020546119294059723
2016-02-01,EARLY_2016_2019,5,KOSPI_KOSDAQ_ALL,OPFY1_REV,REVISION,CF20_ACT5_W10,-0.05765583162941225,1.0,1.2464266709311014,0.5,-0.054161815981867215,0.19999999999999996,-0.0034940156475450346,0.8,-0.0034940156475450346,-0.005894015647545034,-0.008294015647545033
2016-02-01,EARLY_2016_2019,5,KOSPI_KOSDAQ_ALL,OPFY1_REV,REVISION,CF20_ACT5_GT1_DIAG,-0.05915281769160764,1.0,1.5487100623796233,1.0,-0.054161815981867215,0.19999999999999996,-0.004991001709740428,0.8,-0.004991001709740428,-0.007391001709740427,-0.009791001709740427
2016-02-01,EARLY_2016_2019,5,KOSPI_KOSDAQ_ALL,PBR12MF,VALUE,CF20_ACT5_W10,-0.02722344066279514,1.0,1.1404083369326767,0.6,-0.013523790570017975,0.25,-0.013699650092777165,0.75,-0.013699650092777165,-0.015949650092777164,-0.018199650092777166
2016-02-01,EARLY_2016_2019,5,KOSPI_KOSDAQ_ALL,PBR12MF,VALUE,CF20_ACT5_GT1_DIAG,-0.024259789029081887,1.0,1.342691357167413,1.0,-0.013523790570017975,0.25,-0.010735998459063912,0.75,-0.010735998459063912,-0.012985998459063912,-0.015235998459063912
2016-02-01,EARLY_2016_2019,5,KOSPI_KOSDAQ_ALL,PER12MF,VALUE,CF20_ACT5_W10,-0.012514398957358164,1.0,1.1303254585276836,0.6,-0.011566234463438307,0.15000000000000002,-0.0009481644939198577,0.85,-0.0009481644939198577,-0.003498164493919858,-0.006048164493919858
2016-02-01,EARLY_2016_2019,5,KOSPI_KOSDAQ_ALL,PER12MF,VALUE,CF20_ACT5_GT1_DIAG,-0.01739134390807127,1.0,1.4327996319444314,1.0,-0.011566234463438307,0.15000000000000002,-0.005825109444632964,0.85,-0.005825109444632964,-0.008375109444632965,-0.010925109444632965
2016-02-01,EARLY_2016_2019,5,KOSPI_KOSDAQ_ALL,MOM1M,MOMENTUM,CF20_ACT5_W10,-0.05463740105340019,1.0,6.625420990585694,0.6,-0.06638505773508079,0.44999999999999996,0.011747656681680596,0.55,0.011747656681680596,0.010097656681680596,0.008447656681680595
2016-02-01,EARLY_2016_2019,5,KOSPI_KOSDAQ_ALL,MOM1M,MOMENTUM,CF20_ACT5_GT1_DIAG,-0.05793418493631305,1.0,6.828374574415537,1.0,-0.06638505773508079,0.44999999999999996,0.008450872798767738,0.55,0.008450872798767738,0.006800872798767737,0.005150872798767738
2016-02-01,EARLY_2016_2019,5,KOSPI_KOSDAQ_ALL,MOM12_1,MOMENTUM,CF20_ACT5_W10,-0.06284417015166328,1.0,1.1787803478275753,0.5,-0.08556439062908325,0.19999999999999996,0.022720220477419964,0.8,0.022720220477419964,0.020320220477419965,0.017920220477419965
2016-02-01,EARLY_2016_2019,5,KOSPI_KOSDAQ_ALL,MOM12_1,MOMENTUM,CF20_ACT5_GT1_DIAG,-0.05705679291494518,1.0,1.5470156496875938,1.0,-0.08556439062908325,0.19999999999999996,0.02850759771413807,0.8,0.02850759771413807,0.02610759771413807,0.023707597714138072
2016-02-01,EARLY_2016_2019,5,KOSPI_KOSDAQ_ALL,PRIVATE_FLOW,FLOW,CF20_ACT5_W10,-0.057719339698196016,1.0,1.3978931348496948,0.75,-0.05595636155951679,0.30000000000000004,-0.0017629781386792262,0.7,-0.0017629781386792262,-0.003862978138679226,-0.005962978138679226
2016-02-01,EARLY_2016_2019,5,KOSPI_KOSDAQ_ALL,PRIVATE_FLOW,FLOW,CF20_ACT5_GT1_DIAG,-0.03794880374282465,1.0,1.495041310421831,1.0,-0.05595636155951679,0.30000000000000004,0.018007557816692138,0.7,0.018007557816692138,0.015907557816692137,0.013807557816692139
2016-02-01,EARLY_2016_2019,5,KOSPI_KOSDAQ_ALL,FOREIGN_FLOW,FLOW,CF20_ACT5_W10,-0.04170265498692627,1.0,1.1264190213141494,0.5,-0.04328237280318263,0.30000000000000004,0.0015797178162563624,0.7,0.0015797178162563624,-0.0005202821837436374,-0.0026202821837436373
2016-02-01,EARLY_2016_2019,5,KOSPI_KOSDAQ_ALL,FOREIGN_FLOW,FLOW,CF20_ACT5_GT1_DIAG,-0.07104109936618477,1.0,1.399177252691825,1.0,-0.04328237280318263,0.30000000000000004,-0.027758726563002142,0.7,-0.027758726563002142,-0.029858726563002144,-0.031958726563002145
2016-02-01,EARLY_2016_2019,5,KOSDAQ_PLUS_KOSPI_EX_K200,OP12_REV,REVISION,CF20_ACT5_W10,-0.019057442224168327,1.0,1.162571426190278,0.55,-0.019475730445001928,0.19999999999999996,0.0004182882208336007,0.8,0.0004182882208336007,-0.001981711779166399,-0.004381711779166399
2016-02-01,EARLY_2016_2019,5,KOSDAQ_PLUS_KOSPI_EX_K200,OP12_REV,REVISION,CF20_ACT5_GT1_DIAG,-0.03688147746477137,1.0,1.44857265478213,1.0,-0.019475730445001928,0.19999999999999996,-0.017405747019769442,0.8,-0.017405747019769442,-0.01980574701976944,-0.02220574701976944
2016-02-01,EARLY_2016_2019,5,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,REVISION,CF20_ACT5_W10,-0.07669455631819755,1.0,1.2511674821320529,0.65,-0.06146074993381302,0.15000000000000002,-0.015233806384384527,0.85,-0.015233806384384527,-0.017783806384384527,-0.020333806384384527
2016-02-01,EARLY_2016_2019,5,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,REVISION,CF20_ACT5_GT1_DIAG,-0.056106042546564885,1.0,1.626767261234851,1.0,-0.06146074993381302,0.15000000000000002,0.0053547073872481366,0.85,0.0053547073872481366,0.0028047073872481364,0.0002547073872481362
2016-02-01,EARLY_2016_2019,5,KOSDAQ_PLUS_KOSPI_EX_K200,PBR12MF,VALUE,CF20_ACT5_W10,-0.02046409420384689,1.0,1.209669021914545,0.65,-0.0314293889905501,0.050000000000000044,0.010965294786703213,0.95,0.010965294786703213,0.008115294786703213,0.005265294786703213
2016-02-01,EARLY_2016_2019,5,KOSDAQ_PLUS_KOSPI_EX_K200,PBR12MF,VALUE,CF20_ACT5_GT1_DIAG,-0.025090002674096872,1.0,1.4753821922304269,1.0,-0.0314293889905501,0.050000000000000044,0.006339386316453231,0.95,0.006339386316453231,0.0034893863164532305,0.0006393863164532304
2016-02-01,EARLY_2016_2019,5,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,VALUE,CF20_ACT5_W10,-0.027551034832438814,1.0,1.1156636794940946,0.5,-0.03266091168747208,0.09999999999999998,0.005109876855033266,0.9,0.005109876855033266,0.0024098768550332656,-0.00029012314496673457
2016-02-01,EARLY_2016_2019,5,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,VALUE,CF20_ACT5_GT1_DIAG,-0.030737484256078133,1.0,1.4171574803908966,1.0,-0.03266091168747208,0.09999999999999998,0.0019234274313939467,0.9,0.0019234274313939467,-0.0007765725686060534,-0.0034765725686060536
2016-02-01,EARLY_2016_2019,5,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,MOMENTUM,CF20_ACT5_W10,-0.05023318555848595,1.0,1.2913945948048366,0.55,-0.04987679143262992,0.55,-0.0003563941258560299,0.44999999999999996,-0.0003563941258560299,-0.0017063941258560298,-0.0030563941258560296
2016-02-01,EARLY_2016_2019,5,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,MOMENTUM,CF20_ACT5_GT1_DIAG,-0.05072975120001786,1.0,1.6009095618635538,1.0,-0.04987679143262992,0.55,-0.0008529597673879383,0.44999999999999996,-0.0008529597673879383,-0.002202959767387938,-0.003552959767387938
2016-02-01,EARLY_2016_2019,5,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,CF20_ACT5_W10,-0.0675059226324096,1.0,1.117853499389786,0.45,-0.07519153105619265,0.15000000000000002,0.007685608423783047,0.85,0.007685608423783047,0.005135608423783047,0.0025856084237830465
2016-02-01,EARLY_2016_2019,5,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,CF20_ACT5_GT1_DIAG,-0.05921322645929557,1.0,1.5626485683589115,1.0,-0.07519153105619265,0.15000000000000002,0.015978304596897086,0.85,0.015978304596897086,0.013428304596897086,0.010878304596897086
2016-02-01,EARLY_2016_2019,5,KOSDAQ_PLUS_KOSPI_EX_K200,PRIVATE_FLOW,FLOW,CF20_ACT5_W10,-0.06581767907178719,1.0,1.363908402044163,0.65,-0.06033034166451644,0.44999999999999996,-0.005487337407270754,0.55,-0.005487337407270754,-0.007137337407270754,-0.008787337407270755
